" Daily soil water balance output for Almonds in 185_Alameda DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Almonds at 185_Alameda DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","717.22","0.14","1.02","0.0","6.84","1.02","7.0","0.0","0.0","0.0","0.0","20.49","113.73","498.58","249.29","478.09","384.85","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","717.22","0.14","1.03","0.0","6.46","1.03","6.65","0.0","0.0","0.0","0.0","27.15","113.73","498.58","249.29","471.43","384.85","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","717.22","0.13","1.04","0.0","5.85","1.04","6.06","0.0","0.0","0.0","0.0","33.21","113.73","498.58","249.29","465.37","384.85","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","717.22","0.13","1.04","0.0","6.0","1.04","6.25","0.0","0.0","0.0","0.0","39.46","113.73","498.58","249.29","459.12","384.85","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","717.22","0.13","1.05","0.0","6.13","1.05","6.42","0.0","0.0","0.0","0.0","45.88","113.73","498.58","249.29","452.7","384.85","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","717.22","0.13","1.05","0.0","6.68","1.05","7.04","0.0","0.0","0.0","0.0","52.92","113.73","498.58","249.29","445.66","384.85","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","717.22","0.13","1.06","0.0","6.25","1.06","6.63","0.0","0.0","0.0","0.0","59.55","113.73","498.58","249.29","439.03","384.85","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","717.22","0.13","1.07","0.0","6.28","1.07","6.69","0.0","0.0","0.0","0.0","66.24","113.73","498.58","249.29","432.34","384.85","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","717.22","0.13","1.07","0.0","6.9","1.07","7.4","0.0","0.0","0.0","0.0","73.64","113.73","498.58","249.29","424.94","384.85","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","717.22","0.13","1.08","0.0","6.53","1.08","7.04","0.0","0.0","0.0","0.0","80.68","113.73","498.58","249.29","417.9","384.85","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","717.22","0.13","1.08","0.0","6.8","1.08","7.37","0.0","0.0","0.0","0.0","88.05","113.73","498.58","249.29","410.53","384.85","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","717.22","0.12","1.09","0.0","7.0","1.09","7.63","0.0","0.0","0.0","0.0","95.68","113.73","498.58","249.29","402.9","384.85","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","717.22","0.12","1.1","0.0","6.74","1.1","7.39","0.0","0.0","0.0","0.0","103.07","113.73","498.58","249.29","395.51","384.85","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","717.22","0.12","1.1","0.0","6.45","1.1","7.11","0.0","0.0","0.0","0.0","110.18","113.73","498.58","249.29","388.4","384.85","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","717.22","0.12","1.11","0.0","6.19","1.11","6.86","0.0","0.0","0.0","0.0","0.0","113.73","498.58","249.29","498.58","384.85","117.04","","","","","","",""
"2016.0","7.0","18.0","200.0","717.22","0.12","1.11","0.0","5.95","1.11","6.63","0.0","0.0","0.0","0.0","6.63","113.73","498.58","249.29","491.95","384.85","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","717.22","0.12","1.12","0.0","6.24","1.12","6.99","0.0","0.0","0.0","0.0","13.62","113.73","498.58","249.29","484.96","384.85","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","717.22","0.12","1.13","0.0","6.69","1.13","7.53","0.0","0.0","0.0","0.0","21.15","113.73","498.58","249.29","477.43","384.85","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","717.22","0.12","1.13","0.0","6.76","1.13","7.65","0.0","0.0","0.0","0.0","28.8","113.73","498.58","249.29","469.78","384.85","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","717.22","0.12","1.14","0.0","6.7","1.14","7.62","0.0","0.0","0.0","0.0","36.43","113.73","498.58","249.29","462.15","384.85","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","717.22","0.12","1.14","0.0","7.26","1.14","8.31","0.0","0.0","0.0","0.0","44.73","113.73","498.58","249.29","453.85","384.85","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","717.22","0.12","1.15","0.0","6.98","1.15","8.03","0.0","0.0","0.0","0.0","52.76","113.73","498.58","249.29","445.82","384.85","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","717.22","0.12","1.15","0.0","6.71","1.15","7.72","0.0","0.0","0.0","0.0","60.48","113.73","498.58","249.29","438.1","384.85","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","717.22","0.11","1.15","0.0","6.86","1.15","7.89","0.0","0.0","0.0","0.0","68.36","113.73","498.58","249.29","430.21","384.85","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","717.22","0.11","1.15","0.0","7.16","1.15","8.23","0.0","0.0","0.0","0.0","76.6","113.73","498.58","249.29","421.98","384.85","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","717.22","0.11","1.15","0.0","7.18","1.15","8.26","0.0","0.0","0.0","0.0","84.86","113.73","498.58","249.29","413.72","384.85","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","717.22","0.11","1.15","0.0","7.04","1.15","8.1","0.0","0.0","0.0","0.0","92.95","113.73","498.58","249.29","405.63","384.85","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","717.22","0.11","1.15","0.0","7.1","1.15","8.17","0.0","0.0","0.0","0.0","101.12","113.73","498.58","249.29","397.46","384.85","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","717.22","0.11","1.15","0.0","6.35","1.15","7.3","0.0","0.0","0.0","0.0","108.42","113.73","498.58","249.29","390.16","384.85","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","717.22","0.11","1.15","0.0","6.18","1.15","7.11","0.0","0.0","0.0","0.0","0.0","113.73","498.58","249.29","498.58","384.85","115.53","","","","","","",""
"2016.0","8.0","2.0","215.0","717.22","0.11","1.15","0.0","6.17","1.15","7.1","0.0","0.0","0.0","0.0","7.1","113.73","498.58","249.29","491.48","384.85","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","717.22","0.11","1.15","0.0","6.39","1.15","7.35","0.0","0.0","0.0","0.0","14.44","113.73","498.58","249.29","484.14","384.85","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","717.22","0.11","1.15","0.0","5.59","1.15","6.43","0.0","0.0","0.0","0.0","20.87","113.73","498.58","249.29","477.71","384.85","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","717.22","0.11","1.15","0.0","5.37","1.15","6.18","0.0","0.0","0.0","0.0","27.05","113.73","498.58","249.29","471.53","384.85","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","717.22","0.11","1.15","0.0","5.54","1.15","6.37","0.0","0.0","0.0","0.0","33.42","113.73","498.58","249.29","465.16","384.85","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","717.22","0.11","1.15","0.0","5.78","1.15","6.65","0.0","0.0","0.0","0.0","40.07","113.73","498.58","249.29","458.51","384.85","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","717.22","0.11","1.15","0.0","6.11","1.15","7.03","0.0","0.0","0.0","0.0","47.09","113.73","498.58","249.29","451.49","384.85","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","717.22","0.11","1.15","0.0","5.79","1.15","6.66","0.0","0.0","0.0","0.0","53.75","113.73","498.58","249.29","444.83","384.85","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","717.22","0.1","1.15","0.0","5.87","1.15","6.75","0.0","0.0","0.0","0.0","60.5","113.73","498.58","249.29","438.08","384.85","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","717.22","0.1","1.15","0.0","6.06","1.15","6.97","0.0","0.0","0.0","0.0","67.47","113.73","498.58","249.29","431.11","384.85","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","717.22","0.1","1.15","0.0","6.19","1.15","7.12","0.0","0.0","0.0","0.0","74.59","113.73","498.58","249.29","423.99","384.85","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","717.22","0.1","1.15","0.0","6.65","1.15","7.65","0.0","0.0","0.0","0.0","82.24","113.73","498.58","249.29","416.34","384.85","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","717.22","0.1","1.15","0.0","6.83","1.15","7.85","0.0","0.0","0.0","0.0","90.09","113.73","498.58","249.29","408.49","384.85","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","717.22","0.1","1.15","0.0","6.1","1.15","7.02","0.0","0.0","0.0","0.0","97.11","113.73","498.58","249.29","401.47","384.85","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","717.22","0.1","1.15","0.0","6.12","1.15","7.04","0.0","0.0","0.0","0.0","104.14","113.73","498.58","249.29","394.44","384.85","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","717.22","0.1","1.15","0.0","6.01","1.15","6.91","0.0","0.0","0.0","0.0","111.06","113.73","498.58","249.29","387.52","384.85","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","717.22","0.1","1.15","0.0","6.02","1.15","6.92","0.0","0.0","0.0","0.0","0.0","113.73","498.58","249.29","498.58","384.85","117.98","","","","","","",""
"2016.0","8.0","19.0","232.0","717.22","0.1","1.15","0.0","5.96","1.15","6.85","0.0","0.0","0.0","0.0","6.85","113.73","498.58","249.29","491.73","384.85","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","717.22","0.1","1.15","0.0","5.87","1.15","6.75","0.0","0.0","0.0","0.0","13.6","113.73","498.58","249.29","484.98","384.85","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","717.22","0.1","1.15","0.0","5.99","1.15","6.89","0.0","0.0","0.0","0.0","20.49","113.73","498.58","249.29","478.09","384.85","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","717.22","0.1","1.15","0.0","5.69","1.15","6.54","0.0","0.0","0.0","0.0","27.04","113.73","498.58","249.29","471.54","384.85","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","717.22","0.1","1.15","0.0","5.75","1.15","6.61","0.0","0.0","0.0","0.0","33.65","113.73","498.58","249.29","464.93","384.85","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","717.22","0.1","1.15","0.0","5.6","1.15","6.44","0.0","0.0","0.0","0.0","40.09","113.73","498.58","249.29","458.49","384.85","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","717.22","0.1","1.15","0.0","5.36","1.15","6.16","0.0","0.0","0.0","0.0","46.25","113.73","498.58","249.29","452.33","384.85","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","717.22","0.1","1.15","0.0","5.05","1.15","5.81","0.0","0.0","0.0","0.0","52.06","113.73","498.58","249.29","446.52","384.85","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","717.22","0.1","1.15","0.0","4.99","1.15","5.74","0.0","0.0","0.0","0.0","57.8","113.73","498.58","249.29","440.78","384.85","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","717.22","0.1","1.15","0.0","5.24","1.15","6.03","0.0","0.0","0.0","0.0","63.83","113.73","498.58","249.29","434.75","384.85","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","717.22","0.1","1.15","0.0","5.45","1.15","6.27","0.0","0.0","0.0","0.0","70.09","113.73","498.58","249.29","428.49","384.85","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","717.22","0.1","1.15","0.0","5.96","1.15","6.85","0.0","0.0","0.0","0.0","76.95","113.73","498.58","249.29","421.63","384.85","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","717.22","0.1","1.15","0.0","5.72","1.15","6.58","0.0","0.0","0.0","0.0","83.52","113.73","498.58","249.29","415.06","384.85","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","717.22","0.1","1.15","0.0","5.01","1.15","5.76","0.0","0.0","0.0","0.0","89.29","113.73","498.58","249.29","409.29","384.85","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","717.22","0.1","1.15","0.0","5.04","1.15","5.8","0.0","0.0","0.0","0.0","95.08","113.73","498.58","249.29","403.5","384.85","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","717.22","0.09","1.15","0.0","4.88","1.15","5.61","0.0","0.0","0.0","0.0","100.69","113.73","498.58","249.29","397.89","384.85","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","717.22","0.09","1.15","0.0","4.48","1.15","5.15","0.0","0.0","0.0","0.0","105.85","113.73","498.58","249.29","392.73","384.85","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","717.22","0.09","1.15","0.0","5.15","1.15","5.92","0.0","0.0","0.0","0.0","111.77","113.73","498.58","249.29","386.81","384.85","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","717.22","0.09","1.15","0.0","4.98","1.15","5.73","0.0","0.0","0.0","0.0","0.0","113.73","498.58","249.29","498.58","384.85","117.5","","","","","","",""
"2016.0","9.0","7.0","251.0","717.22","0.09","1.15","0.0","5.57","1.15","6.41","0.0","0.0","0.0","0.0","6.41","113.73","498.58","249.29","492.17","384.85","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","717.22","0.09","1.15","0.0","5.3","1.15","6.1","0.0","0.0","0.0","0.0","12.5","113.73","498.58","249.29","486.08","384.85","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","717.22","0.09","1.15","0.0","5.05","1.15","5.81","0.0","0.0","0.0","0.0","18.31","113.73","498.58","249.29","480.27","384.85","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","717.22","0.09","1.15","0.0","5.12","1.15","5.89","0.0","0.0","0.0","0.0","24.2","113.73","498.58","249.29","474.38","384.85","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","717.22","0.09","1.15","0.0","4.64","1.15","5.34","0.0","0.0","0.0","0.0","29.53","113.73","498.58","249.29","469.05","384.85","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","717.22","0.09","1.15","0.0","4.32","1.15","4.97","0.0","0.0","0.0","0.0","34.5","113.73","498.58","249.29","464.08","384.85","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","717.22","0.09","1.15","0.0","3.84","1.15","4.42","0.0","0.0","0.0","0.0","38.92","113.73","498.58","249.29","459.66","384.85","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","717.22","0.09","1.15","0.0","4.2","1.15","4.83","0.0","0.0","0.0","0.0","43.75","113.73","498.58","249.29","454.83","384.85","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","717.22","0.09","1.15","0.0","4.53","1.15","5.21","0.0","0.0","0.0","0.0","48.96","113.73","498.58","249.29","449.62","384.85","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","717.22","0.09","1.15","0.0","4.69","1.15","5.39","0.0","0.0","0.0","0.0","54.35","113.73","498.58","249.29","444.23","384.85","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","717.22","0.09","1.15","0.0","4.72","1.15","5.43","0.0","0.0","0.0","0.0","59.78","113.73","498.58","249.29","438.8","384.85","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","717.22","0.09","1.15","0.0","4.67","1.15","5.37","0.0","0.0","0.0","0.0","65.15","113.73","498.58","249.29","433.43","384.85","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","717.22","0.09","1.15","0.0","5.09","1.15","5.85","0.0","0.0","0.0","0.0","71.0","113.73","498.58","249.29","427.58","384.85","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","717.22","0.09","1.15","0.0","5.29","1.15","6.08","0.0","0.0","0.0","0.0","77.08","113.73","498.58","249.29","421.5","384.85","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","717.22","0.09","1.15","0.0","4.97","1.15","5.72","0.0","0.0","0.0","0.0","82.8","113.73","498.58","249.29","415.78","384.85","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","717.22","0.09","1.15","0.0","4.2","1.15","4.83","0.0","0.0","0.0","0.0","87.63","113.73","498.58","249.29","410.95","384.85","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","717.22","0.09","1.15","0.0","4.49","1.15","5.16","0.0","0.0","0.0","0.0","92.79","113.73","498.58","249.29","405.79","384.85","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","717.22","0.09","1.15","0.0","4.36","1.15","5.01","0.0","0.0","0.0","0.0","97.81","124.64","498.58","249.29","400.77","373.93","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","717.22","0.09","1.15","0.0","4.17","1.15","4.8","0.0","0.0","0.0","0.0","102.6","124.64","498.58","249.29","395.98","373.93","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","717.22","0.09","1.15","0.0","4.53","1.15","5.21","0.0","0.0","0.0","0.0","107.81","124.64","498.58","249.29","390.77","373.93","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","717.22","0.09","1.15","0.0","4.56","1.15","5.24","0.0","0.0","0.0","0.0","113.06","124.64","498.58","249.29","385.52","373.93","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","717.22","0.09","1.15","0.0","4.38","1.15","5.04","0.0","0.0","0.0","0.0","118.09","124.64","498.58","249.29","380.49","373.93","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","717.22","0.09","1.15","0.0","4.27","1.15","4.91","0.0","0.0","0.0","0.0","123.0","124.64","498.58","249.29","375.58","373.93","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","717.22","0.09","1.15","0.0","3.46","1.15","3.98","2.43","2.43","0.0","0.0","124.55","124.64","498.58","249.29","374.03","373.93","0.0","","","","","","",""
