" Daily soil water balance output for Alfalfa in 185_Alameda DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for  Alfalfa at 185_Alameda DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","532.86","0.14","0.9","0.0","6.84","0.9","6.16","0.0","0.0","0.0","0.0","37.19","107.25","498.58","249.29","461.39","391.33","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","532.86","0.14","0.9","0.0","6.46","0.9","5.81","0.0","0.0","0.0","0.0","43.0","107.25","498.58","249.29","455.58","391.33","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","532.86","0.13","0.9","0.0","5.85","0.9","5.27","0.0","0.0","0.0","0.0","48.27","107.25","498.58","249.29","450.31","391.33","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","532.86","0.13","0.9","0.0","6.0","0.9","5.4","0.0","0.0","0.0","0.0","53.67","107.25","498.58","249.29","444.91","391.33","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","532.86","0.13","0.9","0.0","6.13","0.9","5.52","0.0","0.0","0.0","0.0","59.18","107.25","498.58","249.29","439.4","391.33","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","532.86","0.13","0.9","0.0","6.68","0.9","6.01","0.0","0.0","0.0","0.0","65.2","107.25","498.58","249.29","433.38","391.33","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","532.86","0.13","0.9","0.0","6.25","0.9","5.63","0.0","0.0","0.0","0.0","70.82","107.25","498.58","249.29","427.76","391.33","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","532.86","0.13","0.9","0.0","6.28","0.9","5.65","0.0","0.0","0.0","0.0","76.47","107.25","498.58","249.29","422.11","391.33","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","532.86","0.13","0.9","0.0","6.9","0.9","6.21","0.0","0.0","0.0","0.0","82.68","107.25","498.58","249.29","415.9","391.33","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","532.86","0.13","0.9","0.0","6.53","0.9","5.88","0.0","0.0","0.0","0.0","88.56","107.25","498.58","249.29","410.02","391.33","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","532.86","0.13","0.9","0.0","6.8","0.9","6.12","0.0","0.0","0.0","0.0","94.68","107.25","498.58","249.29","403.9","391.33","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","532.86","0.12","0.9","0.0","7.0","0.9","6.3","0.0","0.0","0.0","0.0","100.98","107.25","498.58","249.29","397.6","391.33","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","532.86","0.12","0.9","0.0","6.74","0.9","6.07","0.0","0.0","0.0","0.0","107.05","107.25","498.58","249.29","391.53","391.33","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","532.86","0.12","0.9","0.0","6.45","0.9","5.81","0.0","0.0","0.0","0.0","0.0","107.25","498.58","249.29","498.58","391.33","112.85","","","","","","",""
"2016.0","7.0","17.0","199.0","532.86","0.12","0.9","0.0","6.19","0.9","5.57","0.0","0.0","0.0","0.0","5.57","107.25","498.58","249.29","493.01","391.33","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","532.86","0.12","0.9","0.0","5.95","0.9","5.36","0.0","0.0","0.0","0.0","10.93","107.25","498.58","249.29","487.65","391.33","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","532.86","0.12","0.9","0.0","6.24","0.9","5.62","0.0","0.0","0.0","0.0","16.54","107.25","498.58","249.29","482.04","391.33","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","532.86","0.12","0.9","0.0","6.69","0.9","6.02","0.0","0.0","0.0","0.0","22.56","107.25","498.58","249.29","476.02","391.33","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","532.86","0.12","0.9","0.0","6.76","0.9","6.08","0.0","0.0","0.0","0.0","28.65","107.25","498.58","249.29","469.93","391.33","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","532.86","0.12","0.9","0.0","6.7","0.9","6.03","0.0","0.0","0.0","0.0","34.68","107.25","498.58","249.29","463.9","391.33","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","532.86","0.12","0.9","0.0","7.26","0.9","6.53","0.0","0.0","0.0","0.0","41.21","107.25","498.58","249.29","457.37","391.33","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","532.86","0.12","0.9","0.0","6.98","0.9","6.28","0.0","0.0","0.0","0.0","47.49","107.25","498.58","249.29","451.09","391.33","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","532.86","0.12","0.9","0.0","6.71","0.9","6.04","0.0","0.0","0.0","0.0","53.53","107.25","498.58","249.29","445.05","391.33","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","532.86","0.11","0.9","0.0","6.86","0.9","6.17","0.0","0.0","0.0","0.0","59.71","107.25","498.58","249.29","438.87","391.33","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","532.86","0.11","0.9","0.0","7.16","0.9","6.44","0.0","0.0","0.0","0.0","66.15","107.25","498.58","249.29","432.43","391.33","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","532.86","0.11","0.9","0.0","7.18","0.9","6.46","0.0","0.0","0.0","0.0","72.61","107.25","498.58","249.29","425.97","391.33","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","532.86","0.11","0.9","0.0","7.04","0.9","6.34","0.0","0.0","0.0","0.0","78.95","107.25","498.58","249.29","419.63","391.33","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","532.86","0.11","0.9","0.0","7.1","0.9","6.39","0.0","0.0","0.0","0.0","85.34","107.25","498.58","249.29","413.24","391.33","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","532.86","0.11","0.9","0.0","6.35","0.9","5.72","0.0","0.0","0.0","0.0","91.05","107.25","498.58","249.29","407.53","391.33","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","532.86","0.11","0.9","0.0","6.18","0.9","5.56","0.0","0.0","0.0","0.0","96.62","107.25","498.58","249.29","401.96","391.33","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","532.86","0.11","0.9","0.0","6.17","0.9","5.55","0.0","0.0","0.0","0.0","102.17","107.25","498.58","249.29","396.41","391.33","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","532.86","0.11","0.9","0.0","6.39","0.9","5.75","0.0","0.0","0.0","0.0","0.0","107.25","498.58","249.29","498.58","391.33","107.92","","","","","","",""
"2016.0","8.0","4.0","217.0","532.86","0.11","0.9","0.0","5.59","0.9","5.03","0.0","0.0","0.0","0.0","5.03","107.25","498.58","249.29","493.55","391.33","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","532.86","0.11","0.9","0.0","5.37","0.9","4.83","0.0","0.0","0.0","0.0","9.86","107.25","498.58","249.29","488.72","391.33","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","532.86","0.11","0.9","0.0","5.54","0.9","4.99","0.0","0.0","0.0","0.0","14.85","107.25","498.58","249.29","483.73","391.33","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","532.86","0.11","0.9","0.0","5.78","0.9","5.2","0.0","0.0","0.0","0.0","20.05","107.25","498.58","249.29","478.53","391.33","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","532.86","0.11","0.9","0.0","6.11","0.9","5.5","0.0","0.0","0.0","0.0","25.55","107.25","498.58","249.29","473.03","391.33","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","532.86","0.11","0.9","0.0","5.79","0.9","5.21","0.0","0.0","0.0","0.0","30.76","107.25","498.58","249.29","467.82","391.33","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","532.86","0.1","0.9","0.0","5.87","0.9","5.28","0.0","0.0","0.0","0.0","36.05","107.25","498.58","249.29","462.53","391.33","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","532.86","0.1","0.9","0.0","6.06","0.9","5.45","0.0","0.0","0.0","0.0","41.5","107.25","498.58","249.29","457.08","391.33","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","532.86","0.1","0.9","0.0","6.19","0.9","5.57","0.0","0.0","0.0","0.0","47.07","107.25","498.58","249.29","451.51","391.33","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","532.86","0.1","0.9","0.0","6.65","0.9","5.99","0.0","0.0","0.0","0.0","53.06","107.25","498.58","249.29","445.52","391.33","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","532.86","0.1","0.9","0.0","6.83","0.9","6.15","0.0","0.0","0.0","0.0","59.2","107.25","498.58","249.29","439.38","391.33","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","532.86","0.1","0.9","0.0","6.1","0.9","5.49","0.0","0.0","0.0","0.0","64.69","107.25","498.58","249.29","433.89","391.33","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","532.86","0.1","0.9","0.0","6.12","0.9","5.51","0.0","0.0","0.0","0.0","70.2","107.25","498.58","249.29","428.38","391.33","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","532.86","0.1","0.9","0.0","6.01","0.9","5.41","0.0","0.0","0.0","0.0","75.61","107.25","498.58","249.29","422.97","391.33","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","532.86","0.1","0.9","0.0","6.02","0.9","5.42","0.0","0.0","0.0","0.0","81.03","107.25","498.58","249.29","417.55","391.33","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","532.86","0.1","0.9","0.0","5.96","0.9","5.36","0.0","0.0","0.0","0.0","86.39","107.25","498.58","249.29","412.19","391.33","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","532.86","0.1","0.9","0.0","5.87","0.9","5.28","0.0","0.0","0.0","0.0","91.67","107.25","498.58","249.29","406.91","391.33","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","532.86","0.1","0.9","0.0","5.99","0.9","5.39","0.0","0.0","0.0","0.0","97.07","107.25","498.58","249.29","401.51","391.33","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","532.86","0.1","0.9","0.0","5.69","0.9","5.12","0.0","0.0","0.0","0.0","102.19","107.25","498.58","249.29","396.39","391.33","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","532.86","0.1","0.9","0.0","5.75","0.9","5.18","0.0","0.0","0.0","0.0","0.0","107.25","498.58","249.29","498.58","391.33","107.36","","","","","","",""
"2016.0","8.0","24.0","237.0","532.86","0.1","0.9","0.0","5.6","0.9","5.04","0.0","0.0","0.0","0.0","5.04","107.25","498.58","249.29","493.54","391.33","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","532.86","0.1","0.9","0.0","5.36","0.9","4.82","0.0","0.0","0.0","0.0","9.86","107.25","498.58","249.29","488.72","391.33","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","532.86","0.1","0.9","0.0","5.05","0.9","4.55","0.0","0.0","0.0","0.0","14.41","107.25","498.58","249.29","484.17","391.33","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","532.86","0.1","0.9","0.0","4.99","0.9","4.49","0.0","0.0","0.0","0.0","18.9","107.25","498.58","249.29","479.68","391.33","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","532.86","0.1","0.9","0.0","5.24","0.9","4.72","0.0","0.0","0.0","0.0","23.62","107.25","498.58","249.29","474.96","391.33","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","532.86","0.1","0.9","0.0","5.45","0.9","4.91","0.0","0.0","0.0","0.0","28.52","107.25","498.58","249.29","470.06","391.33","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","532.86","0.1","0.9","0.0","5.96","0.9","5.36","0.0","0.0","0.0","0.0","33.89","107.25","498.58","249.29","464.69","391.33","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","532.86","0.1","0.9","0.0","5.72","0.9","5.15","0.0","0.0","0.0","0.0","39.03","107.25","498.58","249.29","459.55","391.33","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","532.86","0.1","0.9","0.0","5.01","0.9","4.51","0.0","0.0","0.0","0.0","43.54","107.25","498.58","249.29","455.04","391.33","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","532.86","0.1","0.9","0.0","5.04","0.9","4.54","0.0","0.0","0.0","0.0","48.08","107.25","498.58","249.29","450.5","391.33","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","532.86","0.09","0.9","0.0","4.88","0.9","4.39","0.0","0.0","0.0","0.0","52.47","107.25","498.58","249.29","446.11","391.33","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","532.86","0.09","0.9","0.0","4.48","0.9","4.03","0.0","0.0","0.0","0.0","56.5","107.25","498.58","249.29","442.08","391.33","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","532.86","0.09","0.9","0.0","5.15","0.9","4.64","0.0","0.0","0.0","0.0","61.14","107.25","498.58","249.29","437.44","391.33","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","532.86","0.09","0.9","0.0","4.98","0.9","4.48","0.0","0.0","0.0","0.0","65.62","107.25","498.58","249.29","432.96","391.33","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","532.86","0.09","0.9","0.0","5.57","0.9","5.01","0.0","0.0","0.0","0.0","70.63","107.25","498.58","249.29","427.95","391.33","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","532.86","0.09","0.9","0.0","5.3","0.9","4.77","0.0","0.0","0.0","0.0","75.4","107.25","498.58","249.29","423.18","391.33","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","532.86","0.09","0.9","0.0","5.05","0.9","4.55","0.0","0.0","0.0","0.0","79.95","107.25","498.58","249.29","418.63","391.33","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","532.86","0.09","0.9","0.0","5.12","0.9","4.61","0.0","0.0","0.0","0.0","84.56","107.25","498.58","249.29","414.02","391.33","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","532.86","0.09","0.9","0.0","4.64","0.9","4.18","0.0","0.0","0.0","0.0","88.73","107.25","498.58","249.29","409.85","391.33","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","532.86","0.09","0.9","0.0","4.32","0.9","3.89","0.0","0.0","0.0","0.0","92.62","107.25","498.58","249.29","405.96","391.33","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","532.86","0.09","0.9","0.0","3.84","0.9","3.46","0.0","0.0","0.0","0.0","96.08","107.25","498.58","249.29","402.5","391.33","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","532.86","0.09","0.9","0.0","4.2","0.9","3.78","0.0","0.0","0.0","0.0","99.86","107.25","498.58","249.29","398.72","391.33","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","532.86","0.09","0.9","0.0","4.53","0.9","4.08","0.0","0.0","0.0","0.0","103.93","107.25","498.58","249.29","394.65","391.33","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","532.86","0.09","0.9","0.0","4.69","0.9","4.22","0.0","0.0","0.0","0.0","0.0","107.25","498.58","249.29","498.58","391.33","108.15","","","","","","",""
"2016.0","9.0","17.0","261.0","532.86","0.09","0.9","0.0","4.72","0.9","4.25","0.0","0.0","0.0","0.0","4.25","107.25","498.58","249.29","494.33","391.33","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","532.86","0.09","0.9","0.0","4.67","0.9","4.2","0.0","0.0","0.0","0.0","8.45","107.25","498.58","249.29","490.13","391.33","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","532.86","0.09","0.9","0.0","5.09","0.9","4.58","0.0","0.0","0.0","0.0","13.03","107.25","498.58","249.29","485.55","391.33","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","532.86","0.09","0.9","0.0","5.29","0.9","4.76","0.0","0.0","0.0","0.0","17.79","107.25","498.58","249.29","480.79","391.33","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","532.86","0.09","0.9","0.0","4.97","0.9","4.47","0.0","0.0","0.0","0.0","22.27","107.25","498.58","249.29","476.31","391.33","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","532.86","0.09","0.9","0.0","4.2","0.9","3.78","0.0","0.0","0.0","0.0","26.05","107.25","498.58","249.29","472.53","391.33","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","532.86","0.09","0.9","0.0","4.49","0.9","4.04","0.0","0.0","0.0","0.0","30.09","107.25","498.58","249.29","468.49","391.33","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","532.86","0.09","0.9","0.0","4.36","0.9","3.92","0.0","0.0","0.0","0.0","34.01","107.25","498.58","249.29","464.57","391.33","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","532.86","0.09","0.9","0.0","4.17","0.9","3.75","0.0","0.0","0.0","0.0","37.76","107.25","498.58","249.29","460.82","391.33","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","532.86","0.09","0.9","0.0","4.53","0.9","4.08","0.0","0.0","0.0","0.0","41.84","107.25","498.58","249.29","456.74","391.33","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","532.86","0.09","0.9","0.0","4.56","0.9","4.1","0.0","0.0","0.0","0.0","45.95","107.25","498.58","249.29","452.63","391.33","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","532.86","0.09","0.9","0.0","4.38","0.9","3.94","0.0","0.0","0.0","0.0","49.89","107.25","498.58","249.29","448.69","391.33","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","532.86","0.09","0.9","0.0","4.27","0.9","3.84","0.0","0.0","0.0","0.0","53.73","107.25","498.58","249.29","444.85","391.33","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","532.86","0.09","0.9","0.0","3.46","0.9","3.11","2.43","2.43","0.0","0.0","54.41","107.25","498.58","249.29","444.17","391.33","0.0","","","","","","",""
