" Daily soil water balance output for Alfalfa in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Alfalfa in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","6.0","30.0","182.0","3064.15","0.14","0.9","0.0","6.96","0.9","6.26","0.0","0.0","0.0","0.0","66.47","119.79","569.98","284.99","503.5","450.19","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","3064.15","0.14","0.9","0.0","6.82","0.9","6.14","0.0","0.0","0.0","0.0","72.61","119.79","569.98","284.99","497.36","450.19","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","3064.15","0.14","0.9","0.0","6.74","0.9","6.07","0.0","0.0","0.0","0.0","78.68","119.79","569.98","284.99","491.3","450.19","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","3064.15","0.14","0.9","0.0","7.01","0.9","6.31","0.0","0.0","0.0","0.0","84.99","119.79","569.98","284.99","484.99","450.19","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","3064.15","0.14","0.9","0.0","6.57","0.9","5.91","0.0","0.0","0.0","0.0","90.9","119.79","569.98","284.99","479.08","450.19","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","3064.15","0.13","0.9","0.0","5.91","0.9","5.32","0.0","0.0","0.0","0.0","96.22","119.79","569.98","284.99","473.76","450.19","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","3064.15","0.13","0.9","0.0","6.04","0.9","5.44","0.0","0.0","0.0","0.0","101.66","119.79","569.98","284.99","468.32","450.19","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","3064.15","0.13","0.9","0.0","6.16","0.9","5.54","0.0","0.0","0.0","0.0","107.2","119.79","569.98","284.99","462.78","450.19","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","3064.15","0.13","0.9","0.0","6.78","0.9","6.1","0.0","0.0","0.0","0.0","113.3","119.79","569.98","284.99","456.68","450.19","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","3064.15","0.13","0.9","0.0","6.33","0.9","5.7","0.0","0.0","0.0","0.0","119.0","119.79","569.98","284.99","450.98","450.19","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","3064.15","0.13","0.9","0.0","6.31","0.9","5.68","0.0","0.0","0.0","0.0","0.0","119.79","569.98","284.99","569.98","450.19","124.68","","","","","","",""
"2016.0","7.0","11.0","193.0","3064.15","0.13","0.9","0.0","6.98","0.9","6.28","0.0","0.0","0.0","0.0","6.28","119.79","569.98","284.99","563.69","450.19","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","3064.15","0.13","0.9","0.0","6.6","0.9","5.94","0.0","0.0","0.0","0.0","12.22","119.79","569.98","284.99","557.75","450.19","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","3064.15","0.13","0.9","0.0","6.97","0.9","6.27","0.0","0.0","0.0","0.0","18.5","119.79","569.98","284.99","551.48","450.19","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","3064.15","0.12","0.9","0.0","7.11","0.9","6.4","0.0","0.0","0.0","0.0","24.89","119.79","569.98","284.99","545.08","450.19","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","3064.15","0.12","0.9","0.0","6.93","0.9","6.24","0.0","0.0","0.0","0.0","31.13","119.79","569.98","284.99","538.85","450.19","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","3064.15","0.12","0.9","0.0","6.59","0.9","5.93","0.0","0.0","0.0","0.0","37.06","119.79","569.98","284.99","532.91","450.19","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","3064.15","0.12","0.9","0.0","6.32","0.9","5.69","0.0","0.0","0.0","0.0","42.75","119.79","569.98","284.99","527.23","450.19","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","3064.15","0.12","0.9","0.0","6.04","0.9","5.44","0.0","0.0","0.0","0.0","48.19","119.79","569.98","284.99","521.79","450.19","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","3064.15","0.12","0.9","0.0","6.33","0.9","5.7","0.0","0.0","0.0","0.0","53.88","119.79","569.98","284.99","516.09","450.19","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","3064.15","0.12","0.9","0.0","6.77","0.9","6.09","0.0","0.0","0.0","0.0","59.98","119.79","569.98","284.99","510.0","450.19","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","3064.15","0.12","0.9","0.0","6.91","0.9","6.22","0.0","0.0","0.0","0.0","66.2","119.79","569.98","284.99","503.78","450.19","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","3064.15","0.12","0.9","0.0","6.81","0.9","6.13","0.0","0.0","0.0","0.0","72.32","119.79","569.98","284.99","497.65","450.19","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","3064.15","0.12","0.9","0.0","7.41","0.9","6.67","0.0","0.0","0.0","0.0","78.99","119.79","569.98","284.99","490.98","450.19","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","3064.15","0.12","0.9","0.0","7.14","0.9","6.43","0.0","0.0","0.0","0.0","85.42","119.79","569.98","284.99","484.56","450.19","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","3064.15","0.11","0.9","0.0","6.89","0.9","6.2","0.0","0.0","0.0","0.0","91.62","119.79","569.98","284.99","478.36","450.19","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","3064.15","0.11","0.9","0.0","7.01","0.9","6.31","0.0","0.0","0.0","0.0","97.93","119.79","569.98","284.99","472.05","450.19","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","3064.15","0.11","0.9","0.0","7.35","0.9","6.62","0.0","0.0","0.0","0.0","104.54","119.79","569.98","284.99","465.43","450.19","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","3064.15","0.11","0.9","0.0","7.27","0.9","6.54","0.0","0.0","0.0","0.0","111.09","119.79","569.98","284.99","458.89","450.19","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","3064.15","0.11","0.9","0.0","7.1","0.9","6.39","0.0","0.0","0.0","0.0","117.48","119.79","569.98","284.99","452.5","450.19","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","3064.15","0.11","0.9","0.0","7.36","0.9","6.62","0.0","0.0","0.0","0.0","0.0","119.79","569.98","284.99","569.98","450.19","124.1","","","","","","",""
"2016.0","7.0","31.0","213.0","3064.15","0.11","0.9","0.0","6.54","0.9","5.89","0.0","0.0","0.0","0.0","5.89","119.79","569.98","284.99","564.09","450.19","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","3064.15","0.11","0.9","0.0","6.31","0.9","5.68","0.0","0.0","0.0","0.0","11.57","119.79","569.98","284.99","558.41","450.19","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","3064.15","0.11","0.9","0.0","6.3","0.9","5.67","0.0","0.0","0.0","0.0","17.24","119.79","569.98","284.99","552.74","450.19","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","3064.15","0.11","0.9","0.0","6.63","0.9","5.97","0.0","0.0","0.0","0.0","23.2","119.79","569.98","284.99","546.77","450.19","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","3064.15","0.11","0.9","0.0","5.71","0.9","5.14","0.0","0.0","0.0","0.0","28.34","119.79","569.98","284.99","541.64","450.19","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","3064.15","0.11","0.9","0.0","5.44","0.9","4.9","0.0","0.0","0.0","0.0","33.24","119.79","569.98","284.99","536.74","450.19","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","3064.15","0.11","0.9","0.0","5.68","0.9","5.11","0.0","0.0","0.0","0.0","38.35","119.79","569.98","284.99","531.63","450.19","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","3064.15","0.11","0.9","0.0","5.85","0.9","5.27","0.0","0.0","0.0","0.0","43.61","119.79","569.98","284.99","526.36","450.19","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","3064.15","0.11","0.9","0.0","6.22","0.9","5.6","0.0","0.0","0.0","0.0","49.21","119.79","569.98","284.99","520.76","450.19","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","3064.15","0.1","0.9","0.0","5.96","0.9","5.36","0.0","0.0","0.0","0.0","54.58","119.79","569.98","284.99","515.4","450.19","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","3064.15","0.1","0.9","0.0","6.0","0.9","5.4","0.0","0.0","0.0","0.0","59.98","119.79","569.98","284.99","510.0","450.19","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","3064.15","0.1","0.9","0.0","6.14","0.9","5.53","0.0","0.0","0.0","0.0","65.5","119.79","569.98","284.99","504.47","450.19","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","3064.15","0.1","0.9","0.0","6.32","0.9","5.69","0.0","0.0","0.0","0.0","71.19","119.79","569.98","284.99","498.79","450.19","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","3064.15","0.1","0.9","0.0","6.75","0.9","6.08","0.0","0.0","0.0","0.0","77.27","119.79","569.98","284.99","492.71","450.19","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","3064.15","0.1","0.9","0.0","6.91","0.9","6.22","0.0","0.0","0.0","0.0","83.48","119.79","569.98","284.99","486.49","450.19","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","3064.15","0.1","0.9","0.0","6.22","0.9","5.6","0.0","0.0","0.0","0.0","89.08","119.79","569.98","284.99","480.89","450.19","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","3064.15","0.1","0.9","0.0","6.25","0.9","5.63","0.0","0.0","0.0","0.0","94.71","119.79","569.98","284.99","475.27","450.19","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","3064.15","0.1","0.9","0.0","6.17","0.9","5.55","0.0","0.0","0.0","0.0","100.26","119.79","569.98","284.99","469.72","450.19","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","3064.15","0.1","0.9","0.0","6.13","0.9","5.52","0.0","0.0","0.0","0.0","105.78","119.79","569.98","284.99","464.2","450.19","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","3064.15","0.1","0.9","0.0","6.11","0.9","5.5","0.0","0.0","0.0","0.0","111.28","119.79","569.98","284.99","458.7","450.19","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","3064.15","0.1","0.9","0.0","5.97","0.9","5.37","0.0","0.0","0.0","0.0","116.65","119.79","569.98","284.99","453.33","450.19","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","3064.15","0.1","0.9","0.0","6.06","0.9","5.45","0.0","0.0","0.0","0.0","0.0","119.79","569.98","284.99","569.98","450.19","122.1","","","","","","",""
"2016.0","8.0","22.0","235.0","3064.15","0.1","0.9","0.0","5.78","0.9","5.2","0.0","0.0","0.0","0.0","5.2","119.79","569.98","284.99","564.77","450.19","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","3064.15","0.1","0.9","0.0","5.78","0.9","5.2","0.0","0.0","0.0","0.0","10.4","119.79","569.98","284.99","559.57","450.19","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","3064.15","0.1","0.9","0.0","5.68","0.9","5.11","0.0","0.0","0.0","0.0","15.52","119.79","569.98","284.99","554.46","450.19","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","3064.15","0.1","0.9","0.0","5.45","0.9","4.91","0.0","0.0","0.0","0.0","20.42","119.79","569.98","284.99","549.56","450.19","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","3064.15","0.1","0.9","0.0","5.13","0.9","4.62","0.0","0.0","0.0","0.0","25.04","119.79","569.98","284.99","544.94","450.19","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","3064.15","0.1","0.9","0.0","5.07","0.9","4.56","0.0","0.0","0.0","0.0","29.6","119.79","569.98","284.99","540.38","450.19","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","3064.15","0.1","0.9","0.0","5.37","0.9","4.83","0.0","0.0","0.0","0.0","34.43","119.79","569.98","284.99","535.54","450.19","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","3064.15","0.1","0.9","0.0","5.55","0.9","5.0","0.0","0.0","0.0","0.0","39.43","119.79","569.98","284.99","530.55","450.19","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","3064.15","0.1","0.9","0.0","6.02","0.9","5.42","0.0","0.0","0.0","0.0","44.85","119.79","569.98","284.99","525.13","450.19","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","3064.15","0.09","0.9","0.0","5.79","0.9","5.21","0.0","0.0","0.0","0.0","50.06","119.79","569.98","284.99","519.92","450.19","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","3064.15","0.09","0.9","0.0","5.01","0.9","4.51","0.0","0.0","0.0","0.0","54.57","119.79","569.98","284.99","515.41","450.19","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","3064.15","0.09","0.9","0.0","5.11","0.9","4.6","0.0","0.0","0.0","0.0","59.17","119.79","569.98","284.99","510.81","450.19","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","3064.15","0.09","0.9","0.0","5.0","0.9","4.5","0.0","0.0","0.0","0.0","63.67","119.79","569.98","284.99","506.31","450.19","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","3064.15","0.09","0.9","0.0","4.55","0.9","4.1","0.0","0.0","0.0","0.0","67.76","119.79","569.98","284.99","502.22","450.19","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","3064.15","0.09","0.9","0.0","5.22","0.9","4.7","0.0","0.0","0.0","0.0","72.46","119.79","569.98","284.99","497.52","450.19","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","3064.15","0.09","0.9","0.0","4.99","0.9","4.49","0.0","0.0","0.0","0.0","76.95","119.79","569.98","284.99","493.03","450.19","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","3064.15","0.09","0.9","0.0","5.6","0.9","5.04","0.0","0.0","0.0","0.0","81.99","119.79","569.98","284.99","487.99","450.19","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","3064.15","0.09","0.9","0.0","5.47","0.9","4.92","0.0","0.0","0.0","0.0","86.91","119.79","569.98","284.99","483.06","450.19","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","3064.15","0.09","0.9","0.0","5.19","0.9","4.67","0.0","0.0","0.0","0.0","91.58","119.79","569.98","284.99","478.39","450.19","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","3064.15","0.09","0.9","0.0","5.22","0.9","4.7","0.0","0.0","0.0","0.0","96.28","119.79","569.98","284.99","473.69","450.19","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","3064.15","0.09","0.9","0.0","4.69","0.9","4.22","0.0","0.0","0.0","0.0","100.5","119.79","569.98","284.99","469.47","450.19","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","3064.15","0.09","0.9","0.0","4.31","0.9","3.88","0.0","0.0","0.0","0.0","104.38","119.79","569.98","284.99","465.59","450.19","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","3064.15","0.09","0.9","0.0","3.86","0.9","3.47","0.0","0.0","0.0","0.0","107.86","119.79","569.98","284.99","462.12","450.19","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","3064.15","0.09","0.9","0.0","4.22","0.9","3.8","0.0","0.0","0.0","0.0","111.65","119.79","569.98","284.99","458.32","450.19","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","3064.15","0.09","0.9","0.0","4.56","0.9","4.1","0.0","0.0","0.0","0.0","115.76","119.79","569.98","284.99","454.22","450.19","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","3064.15","0.09","0.9","0.0","4.72","0.9","4.25","0.0","0.0","0.0","0.0","0.0","119.79","569.98","284.99","569.98","450.19","120.01","","","","","","",""
"2016.0","9.0","17.0","261.0","3064.15","0.09","0.9","0.0","4.74","0.9","4.27","0.0","0.0","0.0","0.0","4.27","119.79","569.98","284.99","565.71","450.19","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","3064.15","0.09","0.9","0.0","4.65","0.9","4.19","0.0","0.0","0.0","0.0","8.45","119.79","569.98","284.99","561.53","450.19","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","3064.15","0.09","0.9","0.0","5.09","0.9","4.58","0.0","0.0","0.0","0.0","13.03","119.79","569.98","284.99","556.94","450.19","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","3064.15","0.09","0.9","0.0","5.49","0.9","4.94","0.0","0.0","0.0","0.0","17.97","119.79","569.98","284.99","552.0","450.19","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","3064.15","0.09","0.9","0.0","5.4","0.9","4.86","0.0","0.0","0.0","0.0","22.83","119.79","569.98","284.99","547.14","450.19","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","3064.15","0.09","0.9","0.0","4.35","0.9","3.92","0.0","0.0","0.0","0.0","26.75","119.79","569.98","284.99","543.23","450.19","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","3064.15","0.09","0.9","0.0","4.54","0.9","4.09","0.0","0.0","0.0","0.0","30.83","119.79","569.98","284.99","539.14","450.19","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","3064.15","0.09","0.9","0.0","4.49","0.9","4.04","0.0","0.0","0.0","0.0","34.88","119.79","569.98","284.99","535.1","450.19","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","3064.15","0.09","0.9","0.0","4.2","0.9","3.78","0.0","0.0","0.0","0.0","38.66","119.79","569.98","284.99","531.32","450.19","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","3064.15","0.09","0.9","0.0","4.51","0.9","4.06","0.0","0.0","0.0","0.0","42.71","119.79","569.98","284.99","527.26","450.19","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","3064.15","0.09","0.9","0.0","4.62","0.9","4.16","0.0","0.0","0.0","0.0","46.87","119.79","569.98","284.99","523.1","450.19","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","3064.15","0.09","0.9","0.0","4.51","0.9","4.06","0.0","0.0","0.0","0.0","50.93","119.79","569.98","284.99","519.05","450.19","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","3064.15","0.09","0.9","0.0","4.4","0.9","3.96","0.0","0.0","0.0","0.0","54.89","119.79","569.98","284.99","515.09","450.19","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","3064.15","0.09","0.9","0.0","3.46","0.9","3.11","1.26","1.26","0.0","0.0","56.75","119.79","569.98","284.99","513.23","450.19","0.0","","","","","","",""
