" Daily soil water balance output for Corn in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Corn in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","2969.63","0.12","1.05","0.0","7.09","1.05","7.44","0.0","0.0","0.0","0.0","62.51","80.41","409.65","204.83","347.14","329.24","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","2969.63","0.12","1.05","0.0","7.02","1.05","7.37","0.0","0.0","0.0","0.0","69.88","80.41","409.65","204.83","339.77","329.24","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","2969.63","0.12","1.05","0.0","7.32","1.05","7.69","0.0","0.0","0.0","0.0","77.57","80.41","409.65","204.83","332.08","329.24","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","2969.63","0.12","1.05","0.0","6.85","1.05","7.19","0.0","0.0","0.0","0.0","0.0","80.41","409.65","204.83","409.65","329.24","84.76","","","","","","",""
"2016.0","7.0","5.0","187.0","2969.63","0.12","1.05","0.0","6.12","1.05","6.43","0.0","0.0","0.0","0.0","6.43","80.41","409.65","204.83","403.23","329.24","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","2969.63","0.12","1.05","0.0","6.22","1.05","6.53","0.0","0.0","0.0","0.0","12.96","80.41","409.65","204.83","396.69","329.24","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","2969.63","0.11","1.05","0.0","6.28","1.05","6.59","0.0","0.0","0.0","0.0","19.55","80.41","409.65","204.83","390.1","329.24","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","2969.63","0.11","1.05","0.0","6.99","1.05","7.34","0.0","0.0","0.0","0.0","26.89","80.41","409.65","204.83","382.76","329.24","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","2969.63","0.11","1.05","0.0","6.45","1.05","6.77","0.0","0.0","0.0","0.0","33.66","80.41","409.65","204.83","375.99","329.24","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","2969.63","0.11","1.05","0.0","6.36","1.05","6.68","0.0","0.0","0.0","0.0","40.34","80.41","409.65","204.83","369.31","329.24","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","2969.63","0.11","1.05","0.0","7.12","1.05","7.48","0.0","0.0","0.0","0.0","47.82","80.41","409.65","204.83","361.83","329.24","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","2969.63","0.11","1.05","0.0","6.81","1.05","7.15","0.0","0.0","0.0","0.0","54.97","80.41","409.65","204.83","354.68","329.24","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","2969.63","0.11","1.05","0.0","7.2","1.05","7.56","0.0","0.0","0.0","0.0","62.53","80.41","409.65","204.83","347.12","329.24","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","2969.63","0.11","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","70.27","80.41","409.65","204.83","339.39","329.24","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","2969.63","0.11","1.05","0.0","7.27","1.05","7.63","0.0","0.0","0.0","0.0","77.9","80.41","409.65","204.83","331.75","329.24","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","2969.63","0.11","1.05","0.0","6.85","1.05","7.19","0.0","0.0","0.0","0.0","0.0","80.41","409.65","204.83","409.65","329.24","85.09","","","","","","",""
"2016.0","7.0","17.0","199.0","2969.63","0.11","1.05","0.0","6.58","1.05","6.91","0.0","0.0","0.0","0.0","6.91","80.41","409.65","204.83","402.74","329.24","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","2969.63","0.11","1.05","0.0","6.24","1.05","6.55","0.0","0.0","0.0","0.0","13.46","80.41","409.65","204.83","396.19","329.24","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","2969.63","0.11","1.05","0.0","6.47","1.05","6.79","0.0","0.0","0.0","0.0","20.25","80.41","409.65","204.83","389.4","329.24","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","2969.63","0.11","1.05","0.0","6.83","1.05","7.17","0.0","0.0","0.0","0.0","27.43","80.41","409.65","204.83","382.23","329.24","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","2969.63","0.11","1.05","0.0","7.16","1.05","7.52","0.0","0.0","0.0","0.0","34.94","80.41","409.65","204.83","374.71","329.24","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","2969.63","0.1","1.05","0.0","6.9","1.05","7.25","0.0","0.0","0.0","0.0","42.19","80.41","409.65","204.83","367.46","329.24","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","2969.63","0.1","1.05","0.0","7.55","1.05","7.93","0.0","0.0","0.0","0.0","50.12","80.41","409.65","204.83","359.53","329.24","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","2969.63","0.1","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","57.86","80.41","409.65","204.83","351.8","329.24","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","2969.63","0.1","1.05","0.0","7.18","1.05","7.54","0.0","0.0","0.0","0.0","65.39","80.41","409.65","204.83","344.26","329.24","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","2969.63","0.1","1.05","0.0","7.2","1.05","7.56","0.0","0.0","0.0","0.0","72.95","80.41","409.65","204.83","336.7","329.24","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","2969.63","0.1","1.05","0.0","7.7","1.05","8.09","0.0","0.0","0.0","0.0","0.0","80.41","409.65","204.83","409.65","329.24","81.04","","","","","","",""
"2016.0","7.0","28.0","210.0","2969.63","0.1","1.05","0.0","7.57","1.05","7.95","0.0","0.0","0.0","0.0","7.95","80.41","409.65","204.83","401.7","329.24","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","2969.63","0.1","1.05","0.0","7.46","1.05","7.83","0.0","0.0","0.0","0.0","15.78","80.41","409.65","204.83","393.87","329.24","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","2969.63","0.1","1.05","0.0","7.84","1.05","8.23","0.0","0.0","0.0","0.0","24.01","80.41","409.65","204.83","385.64","329.24","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","2969.63","0.1","1.05","0.0","7.0","1.05","7.35","0.0","0.0","0.0","0.0","31.36","80.41","409.65","204.83","378.29","329.24","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","2969.63","0.1","1.05","0.0","6.65","1.05","6.98","0.0","0.0","0.0","0.0","38.35","80.41","409.65","204.83","371.31","329.24","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","2969.63","0.1","1.04","0.0","6.47","1.04","6.7","0.0","0.0","0.0","0.0","45.05","80.41","409.65","204.83","364.61","329.24","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","2969.63","0.1","1.02","0.0","6.97","1.02","7.12","0.0","0.0","0.0","0.0","52.16","80.41","409.65","204.83","357.49","329.24","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","2969.63","0.1","1.01","0.0","5.97","1.01","6.01","0.0","0.0","0.0","0.0","58.17","80.41","409.65","204.83","351.48","329.24","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","2969.63","0.1","0.99","0.0","5.57","0.99","5.53","0.0","0.0","0.0","0.0","63.7","80.41","409.65","204.83","345.96","329.24","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","2969.63","0.1","0.98","0.0","5.91","0.98","5.78","0.0","0.0","0.0","0.0","69.47","80.41","409.65","204.83","340.18","329.24","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","2969.63","0.1","0.96","0.0","5.95","0.96","5.73","0.0","0.0","0.0","0.0","75.2","80.41","409.65","204.83","334.45","329.24","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","2969.63","0.1","0.95","0.0","6.43","0.95","6.1","0.0","0.0","0.0","0.0","0.0","80.41","409.65","204.83","409.65","329.24","81.3","","","","","","",""
"2016.0","8.0","9.0","222.0","2969.63","0.1","0.93","0.0","6.15","0.93","5.74","0.0","0.0","0.0","0.0","5.74","80.41","409.65","204.83","403.91","329.24","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","2969.63","0.09","0.92","0.0","6.23","0.92","5.73","0.0","0.0","0.0","0.0","11.47","80.41","409.65","204.83","398.18","329.24","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","2969.63","0.09","0.9","0.0","6.36","0.9","5.75","0.0","0.0","0.0","0.0","17.23","102.41","409.65","204.83","392.43","307.24","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","2969.63","0.09","0.89","0.0","6.59","0.89","5.87","0.0","0.0","0.0","0.0","23.09","102.41","409.65","204.83","386.56","307.24","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","2969.63","0.09","0.88","0.0","6.92","0.88","6.06","0.0","0.0","0.0","0.0","29.15","102.41","409.65","204.83","380.5","307.24","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","2969.63","0.09","0.86","0.0","7.13","0.86","6.14","0.0","0.0","0.0","0.0","35.29","102.41","409.65","204.83","374.36","307.24","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","2969.63","0.09","0.85","0.0","6.46","0.85","5.47","0.0","0.0","0.0","0.0","40.76","102.41","409.65","204.83","368.89","307.24","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","2969.63","0.09","0.83","0.0","6.55","0.83","5.45","0.0","0.0","0.0","0.0","46.22","102.41","409.65","204.83","363.44","307.24","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","2969.63","0.09","0.82","0.0","6.43","0.82","5.26","0.0","0.0","0.0","0.0","51.47","102.41","409.65","204.83","358.18","307.24","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","2969.63","0.09","0.8","0.0","6.39","0.8","5.13","0.0","0.0","0.0","0.0","56.61","102.41","409.65","204.83","353.04","307.24","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","2969.63","0.09","0.79","0.0","6.33","0.79","4.99","0.0","0.0","0.0","0.0","61.6","102.41","409.65","204.83","348.05","307.24","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","2969.63","0.09","0.77","0.0","6.22","0.77","4.82","0.0","0.0","0.0","0.0","66.41","102.41","409.65","204.83","343.24","307.24","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","2969.63","0.09","0.76","0.0","6.26","0.76","4.76","0.0","0.0","0.0","0.0","71.17","102.41","409.65","204.83","338.48","307.24","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","2969.63","0.09","0.75","0.0","6.08","0.75","4.53","0.0","0.0","0.0","0.0","75.7","102.41","409.65","204.83","333.95","307.24","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","2969.63","0.09","0.73","0.0","5.88","0.73","4.3","0.0","0.0","0.0","0.0","80.0","102.41","409.65","204.83","329.65","307.24","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","2969.63","0.09","0.72","0.0","5.82","0.72","4.17","0.0","0.0","0.0","0.0","84.16","102.41","409.65","204.83","325.49","307.24","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","2969.63","0.09","0.7","0.0","5.7","0.7","4.0","0.0","0.0","0.0","0.0","88.16","102.41","409.65","204.83","321.49","307.24","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","2969.63","0.09","0.69","0.0","5.35","0.69","3.68","0.0","0.0","0.0","0.0","91.84","102.41","409.65","204.83","317.81","307.24","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","2969.63","0.09","0.67","0.0","5.22","0.67","3.51","0.0","0.0","0.0","0.0","95.35","102.41","409.65","204.83","314.3","307.24","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","2969.63","0.09","0.66","0.0","5.57","0.66","3.67","0.0","0.0","0.0","0.0","99.02","102.41","409.65","204.83","310.63","307.24","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","2969.63","0.09","0.64","0.0","5.66","0.64","3.64","0.0","0.0","0.0","0.0","0.0","102.41","409.65","204.83","409.65","307.24","102.66","","","","","","",""
"2016.0","8.0","30.0","243.0","2969.63","0.09","0.63","0.0","6.09","0.63","3.83","0.0","0.0","0.0","0.0","3.83","102.41","409.65","204.83","405.82","307.24","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","2969.63","0.09","0.61","0.0","5.9","0.61","3.63","0.0","0.0","0.0","0.0","7.46","102.41","409.65","204.83","402.19","307.24","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","2969.63","0.09","0.6","0.0","5.07","0.6","3.04","0.0","0.0","0.0","0.0","10.5","102.41","409.65","204.83","399.15","307.24","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","2969.63","0.09","0.0","0.0","5.19","0.09","0.45","0.0","0.0","0.0","0.0","10.95","28.8","409.65","204.83","398.7","380.85","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","2969.63","0.09","0.0","0.0","5.2","0.09","0.45","0.0","0.0","0.0","0.0","11.4","28.8","409.65","204.83","398.25","380.85","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","2969.63","0.09","0.0","0.0","4.61","0.09","0.4","0.0","0.0","0.0","0.0","11.8","28.8","409.65","204.83","397.85","380.85","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","2969.63","0.09","0.0","0.0","5.31","0.09","0.46","0.0","0.0","0.0","0.0","12.25","28.8","409.65","204.83","397.4","380.85","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","2969.63","0.09","0.0","0.0","5.03","0.09","0.43","0.0","0.0","0.0","0.0","12.69","28.8","409.65","204.83","396.96","380.85","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","2969.63","0.09","0.0","0.0","5.7","0.09","0.49","0.0","0.0","0.0","0.0","13.17","28.8","409.65","204.83","396.48","380.85","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","2969.63","0.09","0.0","0.0","5.75","0.09","0.49","0.0","0.0","0.0","0.0","13.67","28.8","409.65","204.83","395.99","380.85","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","2969.63","0.09","0.0","0.0","5.32","0.09","0.45","0.0","0.0","0.0","0.0","14.12","28.8","409.65","204.83","395.53","380.85","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","2969.63","0.08","0.0","0.0","5.36","0.08","0.45","0.0","0.0","0.0","0.0","14.57","28.8","409.65","204.83","395.08","380.85","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","2969.63","0.08","0.0","0.0","4.8","0.08","0.41","0.0","0.0","0.0","0.0","14.98","28.8","409.65","204.83","394.67","380.85","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","2969.63","0.08","0.0","0.0","4.31","0.08","0.36","0.0","0.0","0.0","0.0","15.34","28.8","409.65","204.83","394.31","380.85","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","2969.63","0.08","0.0","0.0","3.87","0.08","0.33","0.0","0.0","0.0","0.0","15.67","28.8","409.65","204.83","393.98","380.85","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","2969.63","0.08","0.0","0.0","4.22","0.08","0.36","0.0","0.0","0.0","0.0","16.02","28.8","409.65","204.83","393.63","380.85","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","2969.63","0.08","0.0","0.0","4.57","0.08","0.38","0.0","0.0","0.0","0.0","16.41","28.8","409.65","204.83","393.24","380.85","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","2969.63","0.08","0.0","0.0","4.77","0.08","0.4","0.0","0.0","0.0","0.0","16.81","28.8","409.65","204.83","392.84","380.85","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","2969.63","0.08","0.0","0.0","4.82","0.08","0.4","0.0","0.0","0.0","0.0","17.21","28.8","409.65","204.83","392.44","380.85","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","2969.63","0.08","0.0","0.0","4.67","0.08","0.39","0.0","0.0","0.0","0.0","17.6","28.8","409.65","204.83","392.05","380.85","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","2969.63","0.08","0.0","0.0","5.22","0.08","0.43","0.0","0.0","0.0","0.0","18.03","28.8","409.65","204.83","391.62","380.85","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","2969.63","0.08","0.0","0.0","5.91","0.08","0.49","0.0","0.0","0.0","0.0","18.52","28.8","409.65","204.83","391.13","380.85","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","2969.63","0.08","0.0","0.0","5.56","0.08","0.46","0.0","0.0","0.0","0.0","18.98","28.8","409.65","204.83","390.67","380.85","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","2969.63","0.08","0.0","0.0","4.35","0.08","0.36","0.0","0.0","0.0","0.0","19.34","28.8","409.65","204.83","390.31","380.85","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","2969.63","0.08","0.0","0.0","4.54","0.08","0.37","0.0","0.0","0.0","0.0","19.72","28.8","409.65","204.83","389.93","380.85","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","2969.63","0.08","0.0","0.0","4.7","0.08","0.39","0.0","0.0","0.0","0.0","20.1","28.8","409.65","204.83","389.55","380.85","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","2969.63","0.08","0.0","0.0","4.36","0.08","0.36","0.0","0.0","0.0","0.0","20.46","28.8","409.65","204.83","389.19","380.85","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","2969.63","0.08","0.0","0.0","4.49","0.08","0.37","0.0","0.0","0.0","0.0","20.83","28.8","409.65","204.83","388.82","380.85","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","2969.63","0.08","0.0","0.0","4.66","0.08","0.38","0.0","0.0","0.0","0.0","21.21","28.8","409.65","204.83","388.44","380.85","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","2969.63","0.08","0.0","0.0","4.73","0.08","0.39","0.0","0.0","0.0","0.0","21.59","28.8","409.65","204.83","388.06","380.85","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","2969.63","0.08","0.0","0.0","4.64","0.08","0.38","0.0","0.0","0.0","0.0","21.97","28.8","409.65","204.83","387.68","380.85","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","2969.63","0.08","0.0","0.0","3.66","0.08","0.3","0.47","0.47","0.0","0.0","21.8","28.8","409.65","204.83","387.85","380.85","0.0","","","","","","",""
