" Daily soil water balance output for Rice in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Rice in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","3663.5","0.13","1.0","0.0","7.37","1.0","7.37","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.37","","","","","","",""
"2016.0","7.0","2.0","184.0","3663.5","0.12","1.0","0.0","7.33","1.0","7.33","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.33","","","","","","",""
"2016.0","7.0","3.0","185.0","3663.5","0.12","1.0","0.0","7.61","1.0","7.61","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.61","","","","","","",""
"2016.0","7.0","4.0","186.0","3663.5","0.12","1.0","0.0","7.15","1.0","7.15","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.15","","","","","","",""
"2016.0","7.0","5.0","187.0","3663.5","0.12","1.0","0.0","6.39","1.0","6.39","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.39","","","","","","",""
"2016.0","7.0","6.0","188.0","3663.5","0.12","1.0","0.0","6.42","1.0","6.42","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.42","","","","","","",""
"2016.0","7.0","7.0","189.0","3663.5","0.12","1.0","0.0","6.46","1.0","6.46","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.46","","","","","","",""
"2016.0","7.0","8.0","190.0","3663.5","0.12","1.0","0.0","7.14","1.0","7.14","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.14","","","","","","",""
"2016.0","7.0","9.0","191.0","3663.5","0.12","1.0","0.0","6.6","1.0","6.6","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.6","","","","","","",""
"2016.0","7.0","10.0","192.0","3663.5","0.12","1.0","0.0","6.38","1.0","6.38","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.38","","","","","","",""
"2016.0","7.0","11.0","193.0","3663.5","0.12","1.0","0.0","7.2","1.0","7.2","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.2","","","","","","",""
"2016.0","7.0","12.0","194.0","3663.5","0.12","1.0","0.0","6.95","1.0","6.95","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.95","","","","","","",""
"2016.0","7.0","13.0","195.0","3663.5","0.11","1.0","0.0","7.33","1.0","7.33","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.33","","","","","","",""
"2016.0","7.0","14.0","196.0","3663.5","0.11","1.0","0.0","7.52","1.0","7.52","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.52","","","","","","",""
"2016.0","7.0","15.0","197.0","3663.5","0.11","1.0","0.0","7.52","1.0","7.52","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.52","","","","","","",""
"2016.0","7.0","16.0","198.0","3663.5","0.11","1.0","0.0","7.13","1.0","7.13","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.13","","","","","","",""
"2016.0","7.0","17.0","199.0","3663.5","0.11","1.0","0.0","6.87","1.0","6.87","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.87","","","","","","",""
"2016.0","7.0","18.0","200.0","3663.5","0.11","1.0","0.0","6.47","1.0","6.47","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.47","","","","","","",""
"2016.0","7.0","19.0","201.0","3663.5","0.11","1.0","0.0","6.64","1.0","6.64","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.64","","","","","","",""
"2016.0","7.0","20.0","202.0","3663.5","0.11","1.0","0.0","6.94","1.0","6.94","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.94","","","","","","",""
"2016.0","7.0","21.0","203.0","3663.5","0.11","1.0","0.0","7.4","1.0","7.4","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.4","","","","","","",""
"2016.0","7.0","22.0","204.0","3663.5","0.11","1.0","0.0","7.0","1.0","7.0","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.0","","","","","","",""
"2016.0","7.0","23.0","205.0","3663.5","0.11","1.0","0.0","7.65","1.0","7.65","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.65","","","","","","",""
"2016.0","7.0","24.0","206.0","3663.5","0.11","1.0","0.0","7.51","1.0","7.51","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.51","","","","","","",""
"2016.0","7.0","25.0","207.0","3663.5","0.11","1.0","0.0","7.4","1.0","7.4","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.4","","","","","","",""
"2016.0","7.0","26.0","208.0","3663.5","0.1","1.0","0.0","7.34","1.0","7.34","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.34","","","","","","",""
"2016.0","7.0","27.0","209.0","3663.5","0.1","1.0","0.0","7.92","1.0","7.92","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.92","","","","","","",""
"2016.0","7.0","28.0","210.0","3663.5","0.1","1.0","0.0","7.83","1.0","7.83","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.83","","","","","","",""
"2016.0","7.0","29.0","211.0","3663.5","0.1","1.0","0.0","7.76","1.0","7.76","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.76","","","","","","",""
"2016.0","7.0","30.0","212.0","3663.5","0.1","1.0","0.0","8.21","1.0","8.21","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","8.21","","","","","","",""
"2016.0","7.0","31.0","213.0","3663.5","0.1","1.0","0.0","7.36","1.0","7.36","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.36","","","","","","",""
"2016.0","8.0","1.0","214.0","3663.5","0.1","1.0","0.0","6.93","1.0","6.93","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.93","","","","","","",""
"2016.0","8.0","2.0","215.0","3663.5","0.1","1.0","0.0","6.64","1.0","6.64","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.64","","","","","","",""
"2016.0","8.0","3.0","216.0","3663.5","0.1","1.0","0.0","7.25","1.0","7.25","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.25","","","","","","",""
"2016.0","8.0","4.0","217.0","3663.5","0.1","1.0","0.0","6.33","1.0","6.33","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.33","","","","","","",""
"2016.0","8.0","5.0","218.0","3663.5","0.1","1.0","0.0","5.76","1.0","5.76","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","5.76","","","","","","",""
"2016.0","8.0","6.0","219.0","3663.5","0.1","1.0","0.0","6.15","1.0","6.15","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.15","","","","","","",""
"2016.0","8.0","7.0","220.0","3663.5","0.1","1.0","0.0","6.08","1.0","6.08","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.08","","","","","","",""
"2016.0","8.0","8.0","221.0","3663.5","0.1","1.0","0.0","6.56","1.0","6.56","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.56","","","","","","",""
"2016.0","8.0","9.0","222.0","3663.5","0.1","1.0","0.0","6.27","1.0","6.27","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.27","","","","","","",""
"2016.0","8.0","10.0","223.0","3663.5","0.1","1.0","0.0","6.41","1.0","6.41","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.41","","","","","","",""
"2016.0","8.0","11.0","224.0","3663.5","0.1","1.0","0.0","6.57","1.0","6.57","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.57","","","","","","",""
"2016.0","8.0","12.0","225.0","3663.5","0.1","1.0","0.0","6.77","1.0","6.77","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.77","","","","","","",""
"2016.0","8.0","13.0","226.0","3663.5","0.1","1.0","0.0","7.07","1.0","7.07","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.07","","","","","","",""
"2016.0","8.0","14.0","227.0","3663.5","0.09","1.0","0.0","7.33","1.0","7.33","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","7.33","","","","","","",""
"2016.0","8.0","15.0","228.0","3663.5","0.09","1.0","0.0","6.72","1.0","6.72","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.72","","","","","","",""
"2016.0","8.0","16.0","229.0","3663.5","0.09","1.0","0.0","6.78","1.0","6.78","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.78","","","","","","",""
"2016.0","8.0","17.0","230.0","3663.5","0.09","1.0","0.0","6.66","1.0","6.66","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.66","","","","","","",""
"2016.0","8.0","18.0","231.0","3663.5","0.09","1.0","0.0","6.59","1.0","6.59","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.59","","","","","","",""
"2016.0","8.0","19.0","232.0","3663.5","0.09","1.0","0.0","6.54","1.0","6.54","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.54","","","","","","",""
"2016.0","8.0","20.0","233.0","3663.5","0.09","1.0","0.0","6.45","1.0","6.45","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.45","","","","","","",""
"2016.0","8.0","21.0","234.0","3663.5","0.09","1.0","0.0","6.45","1.0","6.45","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.45","","","","","","",""
"2016.0","8.0","22.0","235.0","3663.5","0.09","0.99","0.0","6.25","0.99","6.17","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","6.17","","","","","","",""
"2016.0","8.0","23.0","236.0","3663.5","0.09","0.98","0.0","6.05","0.98","5.9","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","5.9","","","","","","",""
"2016.0","8.0","24.0","237.0","3663.5","0.09","0.96","0.0","6.01","0.96","5.78","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","5.78","","","","","","",""
"2016.0","8.0","25.0","238.0","3663.5","0.09","0.95","0.0","5.95","0.95","5.65","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","5.65","","","","","","",""
"2016.0","8.0","26.0","239.0","3663.5","0.09","0.94","0.0","5.58","0.94","5.23","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","5.23","","","","","","",""
"2016.0","8.0","27.0","240.0","3663.5","0.09","0.93","0.0","5.4","0.93","5.0","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","5.0","","","","","","",""
"2016.0","8.0","28.0","241.0","3663.5","0.09","0.91","0.0","5.72","0.91","5.22","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","5.22","","","","","","",""
"2016.0","8.0","29.0","242.0","3663.5","0.09","0.9","0.0","5.81","0.9","5.23","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","5.23","","","","","","",""
"2016.0","8.0","30.0","243.0","3663.5","0.09","0.89","0.0","6.2","0.89","5.5","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","5.5","","","","","","",""
"2016.0","8.0","31.0","244.0","3663.5","0.09","0.88","0.0","6.02","0.88","5.27","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","5.27","","","","","","",""
"2016.0","9.0","1.0","245.0","3663.5","0.09","0.86","0.0","5.18","0.86","4.47","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","4.47","","","","","","",""
"2016.0","9.0","2.0","246.0","3663.5","0.09","0.85","0.0","5.31","0.85","4.51","0.0","0.0","0.0","0.0","0.0","22.5","182.88","91.44","182.88","160.38","4.51","","","","","","",""
"2016.0","9.0","3.0","247.0","3663.5","0.09","0.84","0.0","5.36","0.84","4.49","0.0","0.0","0.0","0.0","4.49","22.5","182.88","91.44","178.39","160.38","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","3663.5","0.09","0.83","0.0","4.62","0.83","3.81","0.0","0.0","0.0","0.0","8.3","22.5","182.88","91.44","174.58","160.38","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","3663.5","0.09","0.81","0.0","5.36","0.81","4.36","0.0","0.0","0.0","0.0","12.66","22.5","182.88","91.44","170.22","160.38","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","3663.5","0.09","0.8","0.0","5.11","0.8","4.09","0.0","0.0","0.0","0.0","16.74","22.5","182.88","91.44","166.14","160.38","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","3663.5","0.09","0.79","0.0","5.76","0.79","4.54","0.0","0.0","0.0","0.0","21.28","22.5","182.88","91.44","161.6","160.38","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","3663.5","0.09","0.78","0.0","5.97","0.78","4.63","0.0","0.0","0.0","0.0","25.91","22.5","182.88","91.44","156.97","160.38","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","3663.5","0.09","0.76","0.0","5.42","0.76","4.13","0.0","0.0","0.0","0.0","30.04","22.5","182.88","91.44","152.84","160.38","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","3663.5","0.09","0.75","0.0","5.51","0.75","4.13","0.0","0.0","0.0","0.0","34.17","22.5","182.88","91.44","148.71","160.38","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","3663.5","0.09","0.74","0.0","5.02","0.74","3.7","0.0","0.0","0.0","0.0","37.87","22.5","182.88","91.44","145.01","160.38","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","3663.5","0.09","0.73","0.0","4.43","0.73","3.21","0.0","0.0","0.0","0.0","41.09","22.5","182.88","91.44","141.79","160.38","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","3663.5","0.09","0.71","0.0","3.89","0.71","2.77","0.0","0.0","0.0","0.0","43.86","22.5","182.88","91.44","139.02","160.38","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","3663.5","0.09","0.7","0.0","4.24","0.7","2.97","0.0","0.0","0.0","0.0","46.83","22.5","182.88","91.44","136.05","160.38","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","3663.5","0.08","0.69","0.0","4.62","0.69","3.18","0.0","0.0","0.0","0.0","50.0","22.5","182.88","91.44","132.88","160.38","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","3663.5","0.08","0.68","0.0","4.84","0.68","3.27","0.0","0.0","0.0","0.0","53.27","22.5","182.88","91.44","129.61","160.38","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","3663.5","0.08","0.66","0.0","4.94","0.66","3.27","0.0","0.0","0.0","0.0","56.54","22.5","182.88","91.44","126.34","160.38","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","3663.5","0.08","0.65","0.0","4.75","0.65","3.09","0.0","0.0","0.0","0.0","59.63","22.5","182.88","91.44","123.25","160.38","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","3663.5","0.08","0.64","0.0","5.35","0.64","3.41","0.0","0.0","0.0","0.0","63.04","22.5","182.88","91.44","119.84","160.38","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","3663.5","0.08","0.63","0.0","6.16","0.63","3.85","0.0","0.0","0.0","0.0","66.89","22.5","182.88","91.44","115.99","160.38","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","3663.5","0.08","0.61","0.0","5.64","0.61","3.45","0.0","0.0","0.0","0.0","70.34","22.5","182.88","91.44","112.54","160.38","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","3663.5","0.08","0.6","0.0","4.31","0.6","2.59","0.0","0.0","0.0","0.0","72.93","22.5","182.88","91.44","109.95","160.38","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","3663.5","0.08","0.0","0.0","4.58","0.08","0.38","0.0","0.0","0.0","0.0","22.5","22.5","182.88","91.44","160.38","160.38","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","3663.5","0.08","0.0","0.0","4.82","0.08","0.4","0.0","0.0","0.0","0.0","22.9","22.5","182.88","91.44","159.98","160.38","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","3663.5","0.08","0.0","0.0","4.47","0.08","0.37","0.0","0.0","0.0","0.0","22.5","22.5","182.88","91.44","160.38","160.38","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","3663.5","0.08","0.0","0.0","4.57","0.08","0.38","0.0","0.0","0.0","0.0","22.88","22.5","182.88","91.44","160.0","160.38","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","3663.5","0.08","0.0","0.0","4.73","0.08","0.39","0.0","0.0","0.0","0.0","22.5","22.5","182.88","91.44","160.38","160.38","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","3663.5","0.08","0.0","0.0","4.93","0.08","0.41","0.0","0.0","0.0","0.0","22.91","22.5","182.88","91.44","159.97","160.38","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","3663.5","0.08","0.0","0.0","4.89","0.08","0.4","0.0","0.0","0.0","0.0","22.5","22.5","182.88","91.44","160.38","160.38","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","3663.5","0.08","0.0","0.0","3.76","0.08","0.31","0.31","0.31","0.0","0.0","22.5","22.5","182.88","91.44","160.38","160.38","0.0","","","","","","",""
