" Daily soil water balance output for Potatoes in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Potatoes in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","594.68","0.13","1.1","0.0","7.51","1.1","8.26","0.0","0.0","0.0","0.0","40.54","49.5","208.48","104.24","167.95","158.98","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","594.68","0.13","1.1","0.0","7.04","1.1","7.74","0.0","0.0","0.0","0.0","48.28","49.5","208.48","104.24","160.2","158.98","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","594.68","0.12","1.1","0.0","6.26","1.1","6.89","0.0","0.0","0.0","0.0","0.0","49.5","208.48","104.24","208.48","158.98","55.17","","","","","","",""
"2016.0","7.0","6.0","188.0","594.68","0.12","1.1","0.0","6.37","1.1","7.01","0.0","0.0","0.0","0.0","7.01","49.5","208.48","104.24","201.48","158.98","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","594.68","0.12","1.1","0.0","6.44","1.1","7.08","0.0","0.0","0.0","0.0","14.09","49.5","208.48","104.24","194.39","158.98","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","594.68","0.12","1.1","0.0","7.13","1.1","7.84","0.0","0.0","0.0","0.0","21.93","49.5","208.48","104.24","186.55","158.98","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","594.68","0.12","1.1","0.0","6.55","1.1","7.2","0.0","0.0","0.0","0.0","29.14","49.5","208.48","104.24","179.34","158.98","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","594.68","0.12","1.1","0.0","6.42","1.1","7.06","0.0","0.0","0.0","0.0","36.2","49.5","208.48","104.24","172.28","158.98","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","594.68","0.12","1.1","0.0","7.21","1.1","7.93","0.0","0.0","0.0","0.0","44.13","49.5","208.48","104.24","164.35","158.98","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","594.68","0.12","1.1","0.0","6.93","1.1","7.62","0.0","0.0","0.0","0.0","0.0","49.5","208.48","104.24","208.48","158.98","51.75","","","","","","",""
"2016.0","7.0","13.0","195.0","594.68","0.12","1.1","0.0","7.3","1.1","8.03","0.0","0.0","0.0","0.0","8.03","49.5","208.48","104.24","200.45","158.98","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","594.68","0.12","1.1","0.0","7.47","1.1","8.22","0.0","0.0","0.0","0.0","16.25","49.5","208.48","104.24","192.24","158.98","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","594.68","0.12","1.1","0.0","7.42","1.1","8.16","0.0","0.0","0.0","0.0","24.41","49.5","208.48","104.24","184.07","158.98","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","594.68","0.11","1.1","0.0","7.04","1.1","7.74","0.0","0.0","0.0","0.0","32.15","49.5","208.48","104.24","176.33","158.98","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","594.68","0.11","1.1","0.0","6.77","1.1","7.45","0.0","0.0","0.0","0.0","39.6","49.5","208.48","104.24","168.88","158.98","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","594.68","0.11","1.1","0.0","6.39","1.1","7.03","0.0","0.0","0.0","0.0","46.63","49.5","208.48","104.24","161.85","158.98","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","594.68","0.11","1.1","0.0","6.61","1.1","7.27","0.0","0.0","0.0","0.0","0.0","49.5","208.48","104.24","208.48","158.98","53.9","","","","","","",""
"2016.0","7.0","20.0","202.0","594.68","0.11","1.1","0.0","6.99","1.1","7.69","0.0","0.0","0.0","0.0","7.69","49.5","208.48","104.24","200.79","158.98","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","594.68","0.11","1.1","0.0","7.31","1.1","8.04","0.0","0.0","0.0","0.0","15.73","49.5","208.48","104.24","192.75","158.98","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","594.68","0.11","1.1","0.0","7.05","1.1","7.75","0.0","0.0","0.0","0.0","23.49","49.5","208.48","104.24","185.0","158.98","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","594.68","0.11","1.1","0.0","7.68","1.1","8.45","0.0","0.0","0.0","0.0","31.93","49.5","208.48","104.24","176.55","158.98","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","594.68","0.11","1.1","0.0","7.45","1.1","8.19","0.0","0.0","0.0","0.0","40.13","49.5","208.48","104.24","168.36","158.98","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","594.68","0.11","1.1","0.0","7.34","1.1","8.07","0.0","0.0","0.0","0.0","48.2","49.5","208.48","104.24","160.28","158.98","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","594.68","0.11","1.1","0.0","7.28","1.1","8.01","0.0","0.0","0.0","0.0","0.0","49.5","208.48","104.24","208.48","158.98","56.21","","","","","","",""
"2016.0","7.0","27.0","209.0","594.68","0.11","1.1","0.0","7.81","1.1","8.59","0.0","0.0","0.0","0.0","8.59","49.5","208.48","104.24","199.89","158.98","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","594.68","0.11","1.1","0.0","7.74","1.1","8.51","0.0","0.0","0.0","0.0","17.11","49.5","208.48","104.24","191.38","158.98","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","594.68","0.1","1.1","0.0","7.69","1.1","8.46","0.0","0.0","0.0","0.0","25.56","49.5","208.48","104.24","182.92","158.98","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","594.68","0.1","1.1","0.0","8.02","1.1","8.82","0.0","0.0","0.0","0.0","34.39","49.5","208.48","104.24","174.1","158.98","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","594.68","0.1","1.1","0.0","7.16","1.1","7.88","0.0","0.0","0.0","0.0","42.26","49.5","208.48","104.24","166.22","158.98","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","594.68","0.1","1.1","0.0","6.81","1.1","7.49","0.0","0.0","0.0","0.0","0.0","49.5","208.48","104.24","208.48","158.98","49.75","","","","","","",""
"2016.0","8.0","2.0","215.0","594.68","0.1","1.09","0.0","6.63","1.09","7.2","0.0","0.0","0.0","0.0","7.2","49.5","208.48","104.24","201.28","158.98","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","594.68","0.1","1.07","0.0","7.11","1.07","7.63","0.0","0.0","0.0","0.0","14.84","49.5","208.48","104.24","193.65","158.98","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","594.68","0.1","1.06","0.0","6.21","1.06","6.58","0.0","0.0","0.0","0.0","21.42","49.5","208.48","104.24","187.06","158.98","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","594.68","0.1","1.05","0.0","5.71","1.05","5.98","0.0","0.0","0.0","0.0","27.4","49.5","208.48","104.24","181.09","158.98","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","594.68","0.1","1.03","0.0","6.04","1.03","6.24","0.0","0.0","0.0","0.0","33.64","49.5","208.48","104.24","174.85","158.98","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","594.68","0.1","1.02","0.0","6.06","1.02","6.18","0.0","0.0","0.0","0.0","39.82","49.5","208.48","104.24","168.67","158.98","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","594.68","0.1","1.01","0.0","6.5","1.01","6.54","0.0","0.0","0.0","0.0","46.36","49.5","208.48","104.24","162.12","158.98","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","594.68","0.1","0.99","0.0","6.23","0.99","6.19","0.0","0.0","0.0","0.0","0.0","49.5","208.48","104.24","208.48","158.98","52.55","","","","","","",""
"2016.0","8.0","10.0","223.0","594.68","0.1","0.98","0.0","6.33","0.98","6.2","0.0","0.0","0.0","0.0","6.2","49.5","208.48","104.24","202.28","158.98","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","594.68","0.1","0.97","0.0","6.49","0.97","6.27","0.0","0.0","0.0","0.0","12.48","49.5","208.48","104.24","196.01","158.98","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","594.68","0.1","0.95","0.0","6.71","0.95","6.4","0.0","0.0","0.0","0.0","18.87","49.5","208.48","104.24","189.61","158.98","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","594.68","0.1","0.94","0.0","7.07","0.94","6.65","0.0","0.0","0.0","0.0","25.52","49.5","208.48","104.24","182.96","158.98","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","594.68","0.1","0.93","0.0","7.29","0.93","6.76","0.0","0.0","0.0","0.0","32.28","49.5","208.48","104.24","176.21","158.98","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","594.68","0.1","0.91","0.0","6.66","0.91","6.08","0.0","0.0","0.0","0.0","38.36","49.5","208.48","104.24","170.13","158.98","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","594.68","0.1","0.9","0.0","6.67","0.9","6.0","0.0","0.0","0.0","0.0","44.36","49.5","208.48","104.24","164.12","158.98","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","594.68","0.09","0.89","0.0","6.55","0.89","5.81","0.0","0.0","0.0","0.0","0.0","49.5","208.48","104.24","208.48","158.98","50.17","","","","","","",""
"2016.0","8.0","18.0","231.0","594.68","0.09","0.87","0.0","6.51","0.87","5.69","0.0","0.0","0.0","0.0","5.69","49.5","208.48","104.24","202.8","158.98","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","594.68","0.09","0.86","0.0","6.48","0.86","5.57","0.0","0.0","0.0","0.0","11.26","49.5","208.48","104.24","197.23","158.98","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","594.68","0.09","0.85","0.0","6.39","0.85","5.41","0.0","0.0","0.0","0.0","16.67","49.5","208.48","104.24","191.81","158.98","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","594.68","0.09","0.83","0.0","6.41","0.83","5.34","0.0","0.0","0.0","0.0","22.01","52.12","208.48","104.24","186.47","156.36","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","594.68","0.09","0.82","0.0","6.18","0.82","5.07","0.0","0.0","0.0","0.0","27.08","52.12","208.48","104.24","181.41","156.36","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","594.68","0.09","0.81","0.0","6.06","0.81","4.89","0.0","0.0","0.0","0.0","31.97","52.12","208.48","104.24","176.52","156.36","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","594.68","0.09","0.79","0.0","5.99","0.79","4.75","0.0","0.0","0.0","0.0","36.72","52.12","208.48","104.24","171.77","156.36","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","594.68","0.09","0.78","0.0","5.86","0.78","4.57","0.0","0.0","0.0","0.0","41.29","52.12","208.48","104.24","167.19","156.36","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","594.68","0.09","0.77","0.0","5.48","0.77","4.2","0.0","0.0","0.0","0.0","45.49","52.12","208.48","104.24","162.99","156.36","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","594.68","0.09","0.75","0.0","5.34","0.75","4.02","0.0","0.0","0.0","0.0","49.51","52.12","208.48","104.24","158.97","156.36","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","594.68","0.09","0.74","0.0","5.69","0.74","4.21","0.0","0.0","0.0","0.0","0.0","52.12","208.48","104.24","208.48","156.36","53.72","","","","","","",""
"2016.0","8.0","29.0","242.0","594.68","0.09","0.73","0.0","5.85","0.73","4.25","0.0","0.0","0.0","0.0","4.25","52.12","208.48","104.24","204.23","156.36","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","594.68","0.09","0.71","0.0","6.27","0.71","4.47","0.0","0.0","0.0","0.0","8.72","52.12","208.48","104.24","199.76","156.36","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","594.68","0.09","0.7","0.0","6.04","0.7","4.23","0.0","0.0","0.0","0.0","12.95","52.12","208.48","104.24","195.53","156.36","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","594.68","0.09","0.0","0.0","5.2","0.09","0.47","0.0","0.0","0.0","0.0","13.42","25.65","208.48","104.24","195.07","182.83","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","594.68","0.09","0.0","0.0","5.28","0.09","0.47","0.0","0.0","0.0","0.0","13.89","25.65","208.48","104.24","194.59","182.83","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","594.68","0.09","0.0","0.0","5.28","0.09","0.47","0.0","0.0","0.0","0.0","14.36","25.65","208.48","104.24","194.12","182.83","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","594.68","0.09","0.0","0.0","4.62","0.09","0.41","0.0","0.0","0.0","0.0","14.77","25.65","208.48","104.24","193.71","182.83","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","594.68","0.09","0.0","0.0","5.38","0.09","0.48","0.0","0.0","0.0","0.0","15.25","25.65","208.48","104.24","193.24","182.83","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","594.68","0.09","0.0","0.0","5.09","0.09","0.45","0.0","0.0","0.0","0.0","15.7","25.65","208.48","104.24","192.79","182.83","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","594.68","0.09","0.0","0.0","5.71","0.09","0.5","0.0","0.0","0.0","0.0","16.2","25.65","208.48","104.24","192.28","182.83","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","594.68","0.09","0.0","0.0","5.88","0.09","0.52","0.0","0.0","0.0","0.0","16.71","25.65","208.48","104.24","191.77","182.83","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","594.68","0.09","0.0","0.0","5.42","0.09","0.47","0.0","0.0","0.0","0.0","17.19","25.65","208.48","104.24","191.29","182.83","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","594.68","0.09","0.0","0.0","5.5","0.09","0.48","0.0","0.0","0.0","0.0","17.67","25.65","208.48","104.24","190.81","182.83","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","594.68","0.09","0.0","0.0","4.98","0.09","0.43","0.0","0.0","0.0","0.0","18.1","25.65","208.48","104.24","190.38","182.83","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","594.68","0.09","0.0","0.0","4.45","0.09","0.39","0.0","0.0","0.0","0.0","18.49","25.65","208.48","104.24","190.0","182.83","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","594.68","0.09","0.0","0.0","3.88","0.09","0.34","0.0","0.0","0.0","0.0","18.82","25.65","208.48","104.24","189.66","182.83","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","594.68","0.09","0.0","0.0","4.26","0.09","0.37","0.0","0.0","0.0","0.0","19.19","25.65","208.48","104.24","189.29","182.83","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","594.68","0.09","0.0","0.0","4.66","0.09","0.4","0.0","0.0","0.0","0.0","19.59","25.65","208.48","104.24","188.89","182.83","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","594.68","0.09","0.0","0.0","4.85","0.09","0.42","0.0","0.0","0.0","0.0","20.01","25.65","208.48","104.24","188.47","182.83","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","594.68","0.09","0.0","0.0","4.9","0.09","0.42","0.0","0.0","0.0","0.0","20.43","25.65","208.48","104.24","188.05","182.83","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","594.68","0.09","0.0","0.0","4.71","0.09","0.4","0.0","0.0","0.0","0.0","20.83","25.65","208.48","104.24","187.65","182.83","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","594.68","0.09","0.0","0.0","5.26","0.09","0.45","0.0","0.0","0.0","0.0","21.28","25.65","208.48","104.24","187.2","182.83","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","594.68","0.09","0.0","0.0","5.95","0.09","0.51","0.0","0.0","0.0","0.0","21.79","25.65","208.48","104.24","186.69","182.83","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","594.68","0.08","0.0","0.0","5.65","0.08","0.48","0.0","0.0","0.0","0.0","22.27","25.65","208.48","104.24","186.22","182.83","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","594.68","0.08","0.0","0.0","4.38","0.08","0.37","0.0","0.0","0.0","0.0","22.64","25.65","208.48","104.24","185.84","182.83","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","594.68","0.08","0.0","0.0","4.65","0.08","0.39","0.0","0.0","0.0","0.0","23.03","25.65","208.48","104.24","185.45","182.83","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","594.68","0.08","0.0","0.0","4.71","0.08","0.4","0.0","0.0","0.0","0.0","23.43","25.65","208.48","104.24","185.06","182.83","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","594.68","0.08","0.0","0.0","4.31","0.08","0.36","0.0","0.0","0.0","0.0","23.79","25.65","208.48","104.24","184.69","182.83","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","594.68","0.08","0.0","0.0","4.55","0.08","0.38","0.0","0.0","0.0","0.0","24.17","25.65","208.48","104.24","184.31","182.83","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","594.68","0.08","0.0","0.0","4.71","0.08","0.39","0.0","0.0","0.0","0.0","24.57","25.65","208.48","104.24","183.92","182.83","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","594.68","0.08","0.0","0.0","4.84","0.08","0.4","0.0","0.0","0.0","0.0","24.97","25.65","208.48","104.24","183.51","182.83","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","594.68","0.08","0.0","0.0","4.79","0.08","0.4","0.0","0.0","0.0","0.0","25.37","25.65","208.48","104.24","183.11","182.83","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","594.68","0.08","0.0","0.0","3.68","0.08","0.31","0.46","0.46","0.0","0.0","25.21","25.65","208.48","104.24","183.27","182.83","0.0","","","","","","",""
