" Daily soil water balance output for Water Surface in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Water Surface in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","6.0","25.0","177.0","10851.2948385","0.13","1.1","0.0","7.66","1.1","8.426","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","26.0","178.0","10851.2948385","0.13","1.1","0.0","7.51","1.1","8.261","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","10851.2948385","0.12","1.1","0.0","7.92","1.1","8.712","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","10851.2948385","0.12","1.1","0.0","7.88","1.1","8.668","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","10851.2948385","0.12","1.1","0.0","7.14","1.1","7.854","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","10851.2948385","0.12","1.1","0.0","7.17","1.1","7.887","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","10851.2948385","0.12","1.1","0.0","6.98","1.1","7.678","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","10851.2948385","0.12","1.1","0.0","6.93","1.1","7.623","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","10851.2948385","0.12","1.1","0.0","7.19","1.1","7.909","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","10851.2948385","0.12","1.1","0.0","6.73","1.1","7.403","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","10851.2948385","0.12","1.1","0.0","6.02","1.1","6.622","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","10851.2948385","0.12","1.1","0.0","6.15","1.1","6.765","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","10851.2948385","0.11","1.1","0.0","6.21","1.1","6.831","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","10851.2948385","0.11","1.1","0.0","6.92","1.1","7.612","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","10851.2948385","0.11","1.1","0.0","6.39","1.1","7.029","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","10851.2948385","0.11","1.1","0.0","6.33","1.1","6.963","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","10851.2948385","0.11","1.1","0.0","7.07","1.1","7.777","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","10851.2948385","0.11","1.1","0.0","6.74","1.1","7.414","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","10851.2948385","0.11","1.1","0.0","7.15","1.1","7.865","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","10851.2948385","0.11","1.1","0.0","7.29","1.1","8.019","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","10851.2948385","0.11","1.1","0.0","7.15","1.1","7.865","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","10851.2948385","0.11","1.1","0.0","6.75","1.1","7.425","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","10851.2948385","0.11","1.1","0.0","6.47","1.1","7.117","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","10851.2948385","0.11","1.1","0.0","6.14","1.1","6.754","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","10851.2948385","0.11","1.1","0.0","6.39","1.1","7.029","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","10851.2948385","0.11","1.1","0.0","6.79","1.1","7.469","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","10851.2948385","0.11","1.1","0.0","7.06","1.1","7.766","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","10851.2948385","0.1","1.1","0.0","6.87","1.1","7.557","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","10851.2948385","0.1","1.1","0.0","7.47","1.1","8.217","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","10851.2948385","0.1","1.1","0.0","7.3","1.1","8.03","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","10851.2948385","0.1","1.1","0.0","7.09","1.1","7.799","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","10851.2948385","0.1","1.1","0.0","7.11","1.1","7.821","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","10851.2948385","0.1","1.1","0.0","7.58","1.1","8.338","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","10851.2948385","0.1","1.1","0.0","7.45","1.1","8.195","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","10851.2948385","0.1","1.1","0.0","7.36","1.1","8.096","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","10851.2948385","0.1","1.1","0.0","7.69","1.1","8.459","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","10851.2948385","0.1","1.1","0.0","6.85","1.1","7.535","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","10851.2948385","0.1","1.1","0.0","6.54","1.1","7.194","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","10851.2948385","0.1","1.1","0.0","6.39","1.1","7.029","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","10851.2948385","0.1","1.1","0.0","6.83","1.1","7.513","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","10851.2948385","0.1","1.1","0.0","5.85","1.1","6.435","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","10851.2948385","0.1","1.1","0.0","5.49","1.1","6.039","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","10851.2948385","0.1","1.1","0.0","5.8","1.1","6.38","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","10851.2948385","0.1","1.1","0.0","5.87","1.1","6.457","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","10851.2948385","0.1","1.1","0.0","6.34","1.1","6.974","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","10851.2948385","0.1","1.1","0.0","6.07","1.1","6.677","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","10851.2948385","0.09","1.1","0.0","6.15","1.1","6.765","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","10851.2948385","0.09","1.1","0.0","6.27","1.1","6.897","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","10851.2948385","0.09","1.1","0.0","6.5","1.1","7.15","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","10851.2948385","0.09","1.1","0.0","6.85","1.1","7.535","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","10851.2948385","0.09","1.1","0.0","7.03","1.1","7.733","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","10851.2948385","0.09","1.1","0.0","6.35","1.1","6.985","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","10851.2948385","0.09","1.1","0.0","6.43","1.1","7.073","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","10851.2948385","0.09","1.1","0.0","6.32","1.1","6.952","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","10851.2948385","0.09","1.1","0.0","6.27","1.1","6.897","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","10851.2948385","0.09","1.1","0.0","6.22","1.1","6.842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","10851.2948385","0.09","1.1","0.0","6.11","1.1","6.721","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","10851.2948385","0.09","1.1","0.0","6.15","1.1","6.765","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","10851.2948385","0.09","1.1","0.0","5.97","1.1","6.567","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","10851.2948385","0.09","1.1","0.0","5.8","1.1","6.38","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","10851.2948385","0.09","1.1","0.0","5.72","1.1","6.292","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","10851.2948385","0.09","1.1","0.0","5.58","1.1","6.138","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","10851.2948385","0.09","1.1","0.0","5.24","1.1","5.764","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","10851.2948385","0.09","1.1","0.0","5.13","1.1","5.643","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","10851.2948385","0.09","1.1","0.0","5.49","1.1","6.039","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","10851.2948385","0.09","1.1","0.0","5.6","1.1","6.16","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","10851.2948385","0.09","1.1","0.0","6.05","1.1","6.655","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","10851.2948385","0.09","1.1","0.0","5.84","1.1","6.424","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","10851.2948385","0.09","1.1","0.0","5.01","1.1","5.511","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","10851.2948385","0.09","1.1","0.0","5.14","1.1","5.654","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","10851.2948385","0.09","1.1","0.0","5.13","1.1","5.643","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","10851.2948385","0.09","1.1","0.0","4.56","1.1","5.016","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","10851.2948385","0.09","1.1","0.0","5.28","1.1","5.808","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","10851.2948385","0.09","1.1","0.0","4.99","1.1","5.489","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","10851.2948385","0.09","1.1","0.0","5.66","1.1","6.226","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","10851.2948385","0.09","1.1","0.0","5.63","1.1","6.193","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","10851.2948385","0.09","1.1","0.0","5.24","1.1","5.764","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","10851.2948385","0.08","1.1","0.0","5.27","1.1","5.797","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","10851.2948385","0.08","1.1","0.0","4.71","1.1","5.181","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","10851.2948385","0.08","1.1","0.0","4.27","1.1","4.697","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","10851.2948385","0.08","1.1","0.0","3.86","1.1","4.246","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","10851.2948385","0.08","1.1","0.0","4.2","1.1","4.62","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","10851.2948385","0.08","1.1","0.0","4.55","1.1","5.005","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","10851.2948385","0.08","1.1","0.0","4.74","1.1","5.214","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","10851.2948385","0.08","1.1","0.0","4.77","1.1","5.247","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","10851.2948385","0.08","1.1","0.0","4.66","1.1","5.126","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","10851.2948385","0.08","1.1","0.0","5.17","1.1","5.687","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","10851.2948385","0.08","1.1","0.0","5.78","1.1","6.358","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","10851.2948385","0.08","1.1","0.0","5.5","1.1","6.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","10851.2948385","0.08","1.1","0.0","4.33","1.1","4.763","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","10851.2948385","0.08","1.1","0.0","4.52","1.1","4.972","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","10851.2948385","0.08","1.1","0.0","4.63","1.1","5.093","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","10851.2948385","0.08","1.1","0.0","4.3","1.1","4.73","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","10851.2948385","0.08","1.1","0.0","4.49","1.1","4.939","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","10851.2948385","0.08","1.1","0.0","4.65","1.1","5.115","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","10851.2948385","0.08","1.1","0.0","4.64","1.1","5.104","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","10851.2948385","0.08","1.1","0.0","4.54","1.1","4.994","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","10851.2948385","0.08","1.1","0.0","3.57","1.1","3.927","0.47","","","","","","","","","","","","","","","","",""
