" Daily soil water balance output for Almonds in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Almond in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","46.04","0.12","1.11","0.0","7.61","1.11","8.47","0.0","0.0","0.0","0.0","32.88","109.44","494.54","247.27","461.66","385.1","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","46.04","0.12","1.12","0.0","7.15","1.12","7.99","0.0","0.0","0.0","0.0","40.87","109.44","494.54","247.27","453.66","385.1","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","46.04","0.12","1.12","0.0","6.39","1.12","7.18","0.0","0.0","0.0","0.0","48.05","109.44","494.54","247.27","446.49","385.1","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","46.04","0.12","1.13","0.0","6.42","1.13","7.25","0.0","0.0","0.0","0.0","55.3","109.44","494.54","247.27","439.24","385.1","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","46.04","0.12","1.13","0.0","6.46","1.13","7.33","0.0","0.0","0.0","0.0","62.62","109.44","494.54","247.27","431.92","385.1","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","46.04","0.12","1.14","0.0","7.14","1.14","8.13","0.0","0.0","0.0","0.0","70.76","109.44","494.54","247.27","423.78","385.1","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","46.04","0.12","1.14","0.0","6.6","1.14","7.55","0.0","0.0","0.0","0.0","78.31","109.44","494.54","247.27","416.23","385.1","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","46.04","0.12","1.15","0.0","6.38","1.15","7.34","0.0","0.0","0.0","0.0","85.65","109.44","494.54","247.27","408.89","385.1","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","46.04","0.12","1.15","0.0","7.2","1.15","8.28","0.0","0.0","0.0","0.0","93.93","109.44","494.54","247.27","400.61","385.1","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","46.04","0.12","1.15","0.0","6.95","1.15","7.99","0.0","0.0","0.0","0.0","101.92","109.44","494.54","247.27","392.62","385.1","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","46.04","0.11","1.15","0.0","7.33","1.15","8.43","0.0","0.0","0.0","0.0","0.0","109.44","494.54","247.27","494.54","385.1","110.35","","","","","","",""
"2016.0","7.0","14.0","196.0","46.04","0.11","1.15","0.0","7.52","1.15","8.65","0.0","0.0","0.0","0.0","8.65","109.44","494.54","247.27","485.89","385.1","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","46.04","0.11","1.15","0.0","7.52","1.15","8.65","0.0","0.0","0.0","0.0","17.3","109.44","494.54","247.27","477.24","385.1","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","46.04","0.11","1.15","0.0","7.13","1.15","8.2","0.0","0.0","0.0","0.0","25.5","109.44","494.54","247.27","469.04","385.1","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","46.04","0.11","1.15","0.0","6.87","1.15","7.9","0.0","0.0","0.0","0.0","33.4","109.44","494.54","247.27","461.14","385.1","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","46.04","0.11","1.15","0.0","6.47","1.15","7.44","0.0","0.0","0.0","0.0","40.84","109.44","494.54","247.27","453.7","385.1","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","46.04","0.11","1.15","0.0","6.64","1.15","7.64","0.0","0.0","0.0","0.0","48.47","109.44","494.54","247.27","446.07","385.1","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","46.04","0.11","1.15","0.0","6.94","1.15","7.98","0.0","0.0","0.0","0.0","56.45","109.44","494.54","247.27","438.08","385.1","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","46.04","0.11","1.15","0.0","7.4","1.15","8.51","0.0","0.0","0.0","0.0","64.96","109.44","494.54","247.27","429.57","385.1","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","46.04","0.11","1.15","0.0","7.0","1.15","8.05","0.0","0.0","0.0","0.0","73.01","109.44","494.54","247.27","421.52","385.1","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","46.04","0.11","1.15","0.0","7.65","1.15","8.8","0.0","0.0","0.0","0.0","81.81","109.44","494.54","247.27","412.73","385.1","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","46.04","0.11","1.15","0.0","7.51","1.15","8.64","0.0","0.0","0.0","0.0","90.45","109.44","494.54","247.27","404.09","385.1","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","46.04","0.11","1.15","0.0","7.4","1.15","8.51","0.0","0.0","0.0","0.0","98.96","109.44","494.54","247.27","395.58","385.1","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","46.04","0.1","1.15","0.0","7.34","1.15","8.44","0.0","0.0","0.0","0.0","107.4","109.44","494.54","247.27","387.14","385.1","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","46.04","0.1","1.15","0.0","7.92","1.15","9.11","0.0","0.0","0.0","0.0","0.0","109.44","494.54","247.27","494.54","385.1","116.51","","","","","","",""
"2016.0","7.0","28.0","210.0","46.04","0.1","1.15","0.0","7.83","1.15","9.0","0.0","0.0","0.0","0.0","9.0","109.44","494.54","247.27","485.53","385.1","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","46.04","0.1","1.15","0.0","7.76","1.15","8.92","0.0","0.0","0.0","0.0","17.93","109.44","494.54","247.27","476.61","385.1","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","46.04","0.1","1.15","0.0","8.21","1.15","9.44","0.0","0.0","0.0","0.0","27.37","109.44","494.54","247.27","467.17","385.1","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","46.04","0.1","1.15","0.0","7.36","1.15","8.46","0.0","0.0","0.0","0.0","35.83","109.44","494.54","247.27","458.7","385.1","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","46.04","0.1","1.15","0.0","6.93","1.15","7.97","0.0","0.0","0.0","0.0","43.8","109.44","494.54","247.27","450.73","385.1","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","46.04","0.1","1.15","0.0","6.64","1.15","7.64","0.0","0.0","0.0","0.0","51.44","109.44","494.54","247.27","443.1","385.1","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","46.04","0.1","1.15","0.0","7.25","1.15","8.34","0.0","0.0","0.0","0.0","59.78","109.44","494.54","247.27","434.76","385.1","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","46.04","0.1","1.15","0.0","6.33","1.15","7.28","0.0","0.0","0.0","0.0","67.06","109.44","494.54","247.27","427.48","385.1","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","46.04","0.1","1.15","0.0","5.76","1.15","6.62","0.0","0.0","0.0","0.0","73.68","109.44","494.54","247.27","420.86","385.1","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","46.04","0.1","1.15","0.0","6.15","1.15","7.07","0.0","0.0","0.0","0.0","80.75","109.44","494.54","247.27","413.79","385.1","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","46.04","0.1","1.15","0.0","6.08","1.15","6.99","0.0","0.0","0.0","0.0","87.74","109.44","494.54","247.27","406.79","385.1","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","46.04","0.1","1.15","0.0","6.56","1.15","7.54","0.0","0.0","0.0","0.0","95.29","109.44","494.54","247.27","399.25","385.1","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","46.04","0.1","1.15","0.0","6.27","1.15","7.21","0.0","0.0","0.0","0.0","102.5","109.44","494.54","247.27","392.04","385.1","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","46.04","0.1","1.15","0.0","6.41","1.15","7.37","0.0","0.0","0.0","0.0","0.0","109.44","494.54","247.27","494.54","385.1","109.87","","","","","","",""
"2016.0","8.0","11.0","224.0","46.04","0.1","1.15","0.0","6.57","1.15","7.56","0.0","0.0","0.0","0.0","7.56","109.44","494.54","247.27","486.98","385.1","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","46.04","0.1","1.15","0.0","6.77","1.15","7.79","0.0","0.0","0.0","0.0","15.34","109.44","494.54","247.27","479.2","385.1","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","46.04","0.1","1.15","0.0","7.07","1.15","8.13","0.0","0.0","0.0","0.0","23.47","109.44","494.54","247.27","471.07","385.1","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","46.04","0.09","1.15","0.0","7.33","1.15","8.43","0.0","0.0","0.0","0.0","31.9","109.44","494.54","247.27","462.64","385.1","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","46.04","0.09","1.15","0.0","6.72","1.15","7.73","0.0","0.0","0.0","0.0","39.63","109.44","494.54","247.27","454.91","385.1","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","46.04","0.09","1.15","0.0","6.78","1.15","7.8","0.0","0.0","0.0","0.0","47.43","109.44","494.54","247.27","447.11","385.1","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","46.04","0.09","1.15","0.0","6.66","1.15","7.66","0.0","0.0","0.0","0.0","55.08","109.44","494.54","247.27","439.45","385.1","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","46.04","0.09","1.15","0.0","6.59","1.15","7.58","0.0","0.0","0.0","0.0","62.66","109.44","494.54","247.27","431.87","385.1","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","46.04","0.09","1.15","0.0","6.54","1.15","7.52","0.0","0.0","0.0","0.0","70.18","109.44","494.54","247.27","424.35","385.1","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","46.04","0.09","1.15","0.0","6.45","1.15","7.42","0.0","0.0","0.0","0.0","77.6","109.44","494.54","247.27","416.94","385.1","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","46.04","0.09","1.15","0.0","6.45","1.15","7.42","0.0","0.0","0.0","0.0","85.02","109.44","494.54","247.27","409.52","385.1","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","46.04","0.09","1.15","0.0","6.25","1.15","7.19","0.0","0.0","0.0","0.0","92.21","109.44","494.54","247.27","402.33","385.1","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","46.04","0.09","1.15","0.0","6.05","1.15","6.96","0.0","0.0","0.0","0.0","99.16","109.44","494.54","247.27","395.37","385.1","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","46.04","0.09","1.15","0.0","6.01","1.15","6.91","0.0","0.0","0.0","0.0","106.08","109.44","494.54","247.27","388.46","385.1","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","46.04","0.09","1.15","0.0","5.95","1.15","6.84","0.0","0.0","0.0","0.0","0.0","109.44","494.54","247.27","494.54","385.1","112.92","","","","","","",""
"2016.0","8.0","26.0","239.0","46.04","0.09","1.15","0.0","5.58","1.15","6.42","0.0","0.0","0.0","0.0","6.42","109.44","494.54","247.27","488.12","385.1","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","46.04","0.09","1.15","0.0","5.4","1.15","6.21","0.0","0.0","0.0","0.0","12.63","109.44","494.54","247.27","481.91","385.1","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","46.04","0.09","1.15","0.0","5.72","1.15","6.58","0.0","0.0","0.0","0.0","19.21","109.44","494.54","247.27","475.33","385.1","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","46.04","0.09","1.15","0.0","5.81","1.15","6.68","0.0","0.0","0.0","0.0","25.89","109.44","494.54","247.27","468.65","385.1","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","46.04","0.09","1.15","0.0","6.2","1.15","7.13","0.0","0.0","0.0","0.0","33.02","109.44","494.54","247.27","461.52","385.1","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","46.04","0.09","1.15","0.0","6.02","1.15","6.92","0.0","0.0","0.0","0.0","39.94","109.44","494.54","247.27","454.6","385.1","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","46.04","0.09","1.15","0.0","5.18","1.15","5.96","0.0","0.0","0.0","0.0","45.9","109.44","494.54","247.27","448.64","385.1","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","46.04","0.09","1.15","0.0","5.31","1.15","6.11","0.0","0.0","0.0","0.0","52.0","109.44","494.54","247.27","442.54","385.1","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","46.04","0.09","1.15","0.0","5.36","1.15","6.16","0.0","0.0","0.0","0.0","58.17","109.44","494.54","247.27","436.37","385.1","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","46.04","0.09","1.15","0.0","4.62","1.15","5.31","0.0","0.0","0.0","0.0","63.48","109.44","494.54","247.27","431.06","385.1","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","46.04","0.09","1.15","0.0","5.36","1.15","6.16","0.0","0.0","0.0","0.0","69.64","109.44","494.54","247.27","424.89","385.1","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","46.04","0.09","1.15","0.0","5.11","1.15","5.88","0.0","0.0","0.0","0.0","75.52","109.44","494.54","247.27","419.02","385.1","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","46.04","0.09","1.15","0.0","5.76","1.15","6.62","0.0","0.0","0.0","0.0","82.14","109.44","494.54","247.27","412.39","385.1","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","46.04","0.09","1.15","0.0","5.97","1.15","6.87","0.0","0.0","0.0","0.0","89.01","109.44","494.54","247.27","405.53","385.1","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","46.04","0.09","1.15","0.0","5.42","1.15","6.23","0.0","0.0","0.0","0.0","95.24","109.44","494.54","247.27","399.3","385.1","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","46.04","0.09","1.15","0.0","5.51","1.15","6.34","0.0","0.0","0.0","0.0","101.58","109.44","494.54","247.27","392.96","385.1","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","46.04","0.09","1.15","0.0","5.02","1.15","5.77","0.0","0.0","0.0","0.0","107.35","109.44","494.54","247.27","387.19","385.1","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","46.04","0.09","1.15","0.0","4.43","1.15","5.09","0.0","0.0","0.0","0.0","0.0","109.44","494.54","247.27","494.54","385.1","112.45","","","","","","",""
"2016.0","9.0","13.0","257.0","46.04","0.09","1.15","0.0","3.89","1.15","4.47","0.0","0.0","0.0","0.0","4.47","109.44","494.54","247.27","490.06","385.1","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","46.04","0.09","1.15","0.0","4.24","1.15","4.88","0.0","0.0","0.0","0.0","9.35","109.44","494.54","247.27","485.19","385.1","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","46.04","0.08","1.15","0.0","4.62","1.15","5.31","0.0","0.0","0.0","0.0","14.66","109.44","494.54","247.27","479.88","385.1","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","46.04","0.08","1.15","0.0","4.84","1.15","5.57","0.0","0.0","0.0","0.0","20.23","109.44","494.54","247.27","474.31","385.1","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","46.04","0.08","1.15","0.0","4.94","1.15","5.68","0.0","0.0","0.0","0.0","25.91","109.44","494.54","247.27","468.63","385.1","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","46.04","0.08","1.15","0.0","4.75","1.15","5.46","0.0","0.0","0.0","0.0","31.37","109.44","494.54","247.27","463.17","385.1","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","46.04","0.08","1.15","0.0","5.35","1.15","6.15","0.0","0.0","0.0","0.0","37.52","109.44","494.54","247.27","457.01","385.1","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","46.04","0.08","1.15","0.0","6.16","1.15","7.08","0.0","0.0","0.0","0.0","44.61","109.44","494.54","247.27","449.93","385.1","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","46.04","0.08","1.15","0.0","5.64","1.15","6.49","0.0","0.0","0.0","0.0","51.09","109.44","494.54","247.27","443.44","385.1","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","46.04","0.08","1.15","0.0","4.31","1.15","4.96","0.0","0.0","0.0","0.0","56.05","109.44","494.54","247.27","438.49","385.1","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","46.04","0.08","1.15","0.0","4.58","1.15","5.27","0.0","0.0","0.0","0.0","61.32","109.44","494.54","247.27","433.22","385.1","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","46.04","0.08","1.15","0.0","4.82","1.15","5.54","0.0","0.0","0.0","0.0","66.86","109.44","494.54","247.27","427.68","385.1","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","46.04","0.08","1.15","0.0","4.47","1.15","5.14","0.0","0.0","0.0","0.0","72.0","123.63","494.54","247.27","422.54","370.9","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","46.04","0.08","1.15","0.0","4.57","1.15","5.26","0.0","0.0","0.0","0.0","77.26","123.63","494.54","247.27","417.28","370.9","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","46.04","0.08","1.15","0.0","4.73","1.15","5.44","0.0","0.0","0.0","0.0","82.7","123.63","494.54","247.27","411.84","370.9","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","46.04","0.08","1.15","0.0","4.93","1.15","5.67","0.0","0.0","0.0","0.0","88.37","123.63","494.54","247.27","406.17","370.9","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","46.04","0.08","1.15","0.0","4.89","1.15","5.62","0.0","0.0","0.0","0.0","93.99","123.63","494.54","247.27","400.55","370.9","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","46.04","0.08","1.15","0.0","3.76","1.15","4.32","0.31","0.31","0.0","0.0","98.0","123.63","494.54","247.27","396.53","370.9","0.0","","","","","","",""
