" Daily soil water balance output for Cherries in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Cherries in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","680.97","0.13","1.05","0.0","7.44","1.05","7.81","0.0","0.0","0.0","0.0","79.22","111.82","491.66","245.83","412.44","379.84","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","680.97","0.13","1.05","0.0","7.0","1.05","7.35","0.0","0.0","0.0","0.0","86.57","111.82","491.66","245.83","405.09","379.84","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","680.97","0.13","1.05","0.0","6.29","1.05","6.6","0.0","0.0","0.0","0.0","93.18","111.82","491.66","245.83","398.48","379.84","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","680.97","0.13","1.05","0.0","6.38","1.05","6.7","0.0","0.0","0.0","0.0","99.88","111.82","491.66","245.83","391.78","379.84","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","680.97","0.13","1.05","0.0","6.53","1.05","6.86","0.0","0.0","0.0","0.0","106.73","111.82","491.66","245.83","384.93","379.84","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","680.97","0.13","1.05","0.0","7.11","1.05","7.47","0.0","0.0","0.0","0.0","0.0","111.82","491.66","245.83","491.66","379.84","114.2","","","","","","",""
"2016.0","7.0","9.0","191.0","680.97","0.13","1.05","0.0","6.6","1.05","6.93","0.0","0.0","0.0","0.0","6.93","111.82","491.66","245.83","484.73","379.84","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","680.97","0.13","1.05","0.0","6.47","1.05","6.79","0.0","0.0","0.0","0.0","13.72","111.82","491.66","245.83","477.94","379.84","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","680.97","0.12","1.05","0.0","7.23","1.05","7.59","0.0","0.0","0.0","0.0","21.32","111.82","491.66","245.83","470.35","379.84","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","680.97","0.12","1.05","0.0","6.91","1.05","7.26","0.0","0.0","0.0","0.0","28.57","111.82","491.66","245.83","463.09","379.84","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","680.97","0.12","1.05","0.0","7.23","1.05","7.59","0.0","0.0","0.0","0.0","36.16","111.82","491.66","245.83","455.5","379.84","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","680.97","0.12","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","43.93","111.82","491.66","245.83","447.73","379.84","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","680.97","0.12","1.05","0.0","7.32","1.05","7.69","0.0","0.0","0.0","0.0","51.62","111.82","491.66","245.83","440.04","379.84","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","680.97","0.12","1.05","0.0","7.01","1.05","7.36","0.0","0.0","0.0","0.0","58.98","111.82","491.66","245.83","432.68","379.84","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","680.97","0.12","1.05","0.0","6.76","1.05","7.1","0.0","0.0","0.0","0.0","66.08","111.82","491.66","245.83","425.58","379.84","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","680.97","0.12","1.05","0.0","6.37","1.05","6.69","0.0","0.0","0.0","0.0","72.76","111.82","491.66","245.83","418.9","379.84","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","680.97","0.12","1.05","0.0","6.63","1.05","6.96","0.0","0.0","0.0","0.0","79.73","111.82","491.66","245.83","411.93","379.84","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","680.97","0.12","1.05","0.0","7.06","1.05","7.41","0.0","0.0","0.0","0.0","87.14","111.82","491.66","245.83","404.52","379.84","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","680.97","0.11","1.05","0.0","7.27","1.05","7.63","0.0","0.0","0.0","0.0","94.77","111.82","491.66","245.83","396.89","379.84","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","680.97","0.11","1.05","0.0","7.13","1.05","7.49","0.0","0.0","0.0","0.0","102.26","111.82","491.66","245.83","389.4","379.84","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","680.97","0.11","1.05","0.0","7.72","1.05","8.11","0.0","0.0","0.0","0.0","110.37","111.82","491.66","245.83","381.29","379.84","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","680.97","0.11","1.05","0.0","7.38","1.05","7.75","0.0","0.0","0.0","0.0","0.0","111.82","491.66","245.83","491.66","379.84","118.11","","","","","","",""
"2016.0","7.0","25.0","207.0","680.97","0.11","1.05","0.0","7.29","1.05","7.65","0.0","0.0","0.0","0.0","7.65","111.82","491.66","245.83","484.01","379.84","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","680.97","0.11","1.05","0.0","7.3","1.05","7.66","0.0","0.0","0.0","0.0","15.32","111.82","491.66","245.83","476.34","379.84","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","680.97","0.11","1.05","0.0","7.67","1.05","8.05","0.0","0.0","0.0","0.0","23.37","111.82","491.66","245.83","468.29","379.84","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","680.97","0.11","1.05","0.0","7.66","1.05","8.04","0.0","0.0","0.0","0.0","31.42","111.82","491.66","245.83","460.24","379.84","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","680.97","0.11","1.05","0.0","7.57","1.05","7.95","0.0","0.0","0.0","0.0","39.36","111.82","491.66","245.83","452.3","379.84","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","680.97","0.11","1.05","0.0","7.81","1.05","8.2","0.0","0.0","0.0","0.0","47.56","111.82","491.66","245.83","444.1","379.84","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","680.97","0.11","1.05","0.0","6.98","1.05","7.33","0.0","0.0","0.0","0.0","54.89","111.82","491.66","245.83","436.77","379.84","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","680.97","0.11","1.05","0.0","6.7","1.05","7.03","0.0","0.0","0.0","0.0","61.93","111.82","491.66","245.83","429.73","379.84","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","680.97","0.11","1.05","0.0","6.65","1.05","6.98","0.0","0.0","0.0","0.0","68.91","111.82","491.66","245.83","422.75","379.84","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","680.97","0.1","1.05","0.0","7.01","1.05","7.36","0.0","0.0","0.0","0.0","76.27","111.82","491.66","245.83","415.39","379.84","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","680.97","0.1","1.05","0.0","6.22","1.05","6.53","0.0","0.0","0.0","0.0","82.8","111.82","491.66","245.83","408.86","379.84","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","680.97","0.1","1.05","0.0","5.72","1.05","6.01","0.0","0.0","0.0","0.0","88.81","111.82","491.66","245.83","402.85","379.84","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","680.97","0.1","1.05","0.0","6.01","1.05","6.31","0.0","0.0","0.0","0.0","95.12","111.82","491.66","245.83","396.54","379.84","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","680.97","0.1","1.05","0.0","6.09","1.05","6.39","0.0","0.0","0.0","0.0","101.51","111.82","491.66","245.83","390.15","379.84","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","680.97","0.1","1.05","0.0","6.44","1.05","6.76","0.0","0.0","0.0","0.0","108.28","111.82","491.66","245.83","383.38","379.84","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","680.97","0.1","1.05","0.0","6.18","1.05","6.49","0.0","0.0","0.0","0.0","0.0","111.82","491.66","245.83","491.66","379.84","114.77","","","","","","",""
"2016.0","8.0","10.0","223.0","680.97","0.1","1.05","0.0","6.26","1.05","6.57","0.0","0.0","0.0","0.0","6.57","111.82","491.66","245.83","485.09","379.84","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","680.97","0.1","1.05","0.0","6.46","1.05","6.78","0.0","0.0","0.0","0.0","13.36","111.82","491.66","245.83","478.3","379.84","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","680.97","0.1","1.05","0.0","6.65","1.05","6.98","0.0","0.0","0.0","0.0","20.34","111.82","491.66","245.83","471.32","379.84","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","680.97","0.1","1.05","0.0","7.06","1.05","7.41","0.0","0.0","0.0","0.0","27.75","111.82","491.66","245.83","463.91","379.84","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","680.97","0.1","1.05","0.0","7.26","1.05","7.62","0.0","0.0","0.0","0.0","35.37","111.82","491.66","245.83","456.29","379.84","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","680.97","0.1","1.05","0.0","6.64","1.05","6.97","0.0","0.0","0.0","0.0","42.35","111.82","491.66","245.83","449.31","379.84","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","680.97","0.1","1.05","0.0","6.57","1.05","6.9","0.0","0.0","0.0","0.0","49.24","111.82","491.66","245.83","442.42","379.84","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","680.97","0.1","1.05","0.0","6.46","1.05","6.78","0.0","0.0","0.0","0.0","56.03","111.82","491.66","245.83","435.63","379.84","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","680.97","0.1","1.05","0.0","6.42","1.05","6.74","0.0","0.0","0.0","0.0","62.77","111.82","491.66","245.83","428.89","379.84","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","680.97","0.1","1.05","0.0","6.44","1.05","6.76","0.0","0.0","0.0","0.0","69.53","111.82","491.66","245.83","422.13","379.84","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","680.97","0.1","1.05","0.0","6.34","1.05","6.66","0.0","0.0","0.0","0.0","76.19","111.82","491.66","245.83","415.47","379.84","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","680.97","0.1","1.05","0.0","6.38","1.05","6.7","0.0","0.0","0.0","0.0","82.89","111.82","491.66","245.83","408.77","379.84","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","680.97","0.1","1.05","0.0","5.96","1.05","6.26","0.0","0.0","0.0","0.0","89.14","111.82","491.66","245.83","402.52","379.84","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","680.97","0.1","1.05","0.0","6.1","1.05","6.4","0.0","0.0","0.0","0.0","95.55","122.92","491.66","245.83","396.11","368.75","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","680.97","0.09","1.05","0.0","6.02","1.05","6.32","0.0","0.0","0.0","0.0","101.87","122.92","491.66","245.83","389.79","368.75","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","680.97","0.09","1.05","0.0","5.81","1.05","6.1","0.0","0.0","0.0","0.0","107.97","122.92","491.66","245.83","383.69","368.75","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","680.97","0.09","1.05","0.0","5.42","1.05","5.69","0.0","0.0","0.0","0.0","113.66","122.92","491.66","245.83","378.0","368.75","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","680.97","0.09","1.05","0.0","5.32","1.05","5.59","0.0","0.0","0.0","0.0","119.25","122.92","491.66","245.83","372.41","368.75","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","680.97","0.09","1.05","0.0","5.62","1.05","5.9","0.0","0.0","0.0","0.0","0.0","122.92","491.66","245.83","491.66","368.75","125.15","","","","","","",""
"2016.0","8.0","29.0","242.0","680.97","0.09","1.04","0.0","5.87","1.04","6.08","0.0","0.0","0.0","0.0","6.08","122.92","491.66","245.83","485.58","368.75","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","680.97","0.09","1.02","0.0","6.32","1.02","6.46","0.0","0.0","0.0","0.0","12.54","122.92","491.66","245.83","479.12","368.75","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","680.97","0.09","1.01","0.0","6.07","1.01","6.12","0.0","0.0","0.0","0.0","18.66","122.92","491.66","245.83","473.0","368.75","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","680.97","0.09","0.99","0.0","5.28","0.99","5.25","0.0","0.0","0.0","0.0","23.91","122.92","491.66","245.83","467.75","368.75","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","680.97","0.09","0.98","0.0","5.32","0.98","5.22","0.0","0.0","0.0","0.0","29.13","122.92","491.66","245.83","462.53","368.75","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","680.97","0.09","0.97","0.0","5.21","0.97","5.04","0.0","0.0","0.0","0.0","34.17","122.92","491.66","245.83","457.49","368.75","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","680.97","0.09","0.95","0.0","4.61","0.95","4.39","0.0","0.0","0.0","0.0","38.56","122.92","491.66","245.83","453.1","368.75","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","680.97","0.09","0.94","0.0","5.35","0.94","5.02","0.0","0.0","0.0","0.0","43.58","122.92","491.66","245.83","448.08","368.75","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","680.97","0.09","0.92","0.0","5.1","0.92","4.72","0.0","0.0","0.0","0.0","48.3","122.92","491.66","245.83","443.36","368.75","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","680.97","0.09","0.91","0.0","5.65","0.91","5.15","0.0","0.0","0.0","0.0","53.45","122.92","491.66","245.83","438.21","368.75","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","680.97","0.09","0.9","0.0","5.78","0.9","5.19","0.0","0.0","0.0","0.0","58.63","122.92","491.66","245.83","433.03","368.75","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","680.97","0.09","0.88","0.0","5.43","0.88","4.8","0.0","0.0","0.0","0.0","63.43","122.92","491.66","245.83","428.23","368.75","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","680.97","0.09","0.87","0.0","5.49","0.87","4.77","0.0","0.0","0.0","0.0","68.2","122.92","491.66","245.83","423.46","368.75","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","680.97","0.09","0.86","0.0","5.04","0.86","4.31","0.0","0.0","0.0","0.0","72.51","122.92","491.66","245.83","419.15","368.75","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","680.97","0.09","0.84","0.0","4.58","0.84","3.85","0.0","0.0","0.0","0.0","76.37","122.92","491.66","245.83","415.29","368.75","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","680.97","0.09","0.83","0.0","3.88","0.83","3.21","0.0","0.0","0.0","0.0","79.58","122.92","491.66","245.83","412.08","368.75","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","680.97","0.09","0.81","0.0","4.27","0.81","3.48","0.0","0.0","0.0","0.0","83.06","122.92","491.66","245.83","408.6","368.75","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","680.97","0.09","0.8","0.0","4.71","0.8","3.77","0.0","0.0","0.0","0.0","86.82","122.92","491.66","245.83","404.84","368.75","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","680.97","0.09","0.0","0.0","4.88","0.09","0.43","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","680.97","0.09","0.0","0.0","4.88","0.09","0.43","0.0","0.0","0.0","0.0","24.73","24.3","491.66","245.83","466.93","467.36","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","680.97","0.09","0.0","0.0","4.73","0.09","0.41","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","680.97","0.09","0.0","0.0","5.2","0.09","0.45","0.0","0.0","0.0","0.0","24.75","24.3","491.66","245.83","466.91","467.36","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","680.97","0.09","0.0","0.0","5.65","0.09","0.49","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","680.97","0.09","0.0","0.0","5.42","0.09","0.47","0.0","0.0","0.0","0.0","24.77","24.3","491.66","245.83","466.89","467.36","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","680.97","0.09","0.0","0.0","4.4","0.09","0.38","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","680.97","0.09","0.0","0.0","4.74","0.09","0.41","0.0","0.0","0.0","0.0","24.71","24.3","491.66","245.83","466.95","467.36","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","680.97","0.09","0.0","0.0","4.57","0.09","0.39","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","680.97","0.09","0.0","0.0","4.23","0.09","0.36","0.0","0.0","0.0","0.0","24.66","24.3","491.66","245.83","467.0","467.36","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","680.97","0.09","0.0","0.0","4.58","0.09","0.39","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","680.97","0.09","0.0","0.0","4.68","0.09","0.4","0.0","0.0","0.0","0.0","24.7","24.3","491.66","245.83","466.96","467.36","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","680.97","0.09","0.0","0.0","4.75","0.09","0.41","0.0","0.0","0.0","0.0","24.3","24.3","491.66","245.83","467.36","467.36","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","680.97","0.09","0.0","0.0","4.71","0.09","0.4","0.0","0.0","0.0","0.0","24.7","24.3","491.66","245.83","466.96","467.36","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","680.97","0.09","0.0","0.0","3.59","0.09","0.31","2.27","2.27","0.0","0.0","22.43","24.3","491.66","245.83","469.23","467.36","0.0","","","","","","",""
