" Daily soil water balance output for Pistachios in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Pistachio in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","1.33","0.12","0.9","0.0","7.61","0.9","6.85","0.0","0.0","0.0","0.0","0.0","115.76","494.54","247.27","494.54","378.78","120.92","","","","","","",""
"2016.0","7.0","4.0","186.0","1.33","0.12","0.9","0.0","7.15","0.9","6.43","0.0","0.0","0.0","0.0","6.43","115.76","494.54","247.27","488.1","378.78","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","1.33","0.12","0.9","0.0","6.39","0.9","5.75","0.0","0.0","0.0","0.0","12.19","115.76","494.54","247.27","482.35","378.78","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","1.33","0.12","0.9","0.0","6.42","0.9","5.78","0.0","0.0","0.0","0.0","17.96","115.76","494.54","247.27","476.57","378.78","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","1.33","0.12","0.9","0.0","6.46","0.9","5.81","0.0","0.0","0.0","0.0","23.78","115.76","494.54","247.27","470.76","378.78","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","1.33","0.12","0.9","0.0","7.14","0.9","6.43","0.0","0.0","0.0","0.0","30.2","115.76","494.54","247.27","464.33","378.78","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","1.33","0.12","0.9","0.0","6.6","0.9","5.94","0.0","0.0","0.0","0.0","36.14","115.76","494.54","247.27","458.39","378.78","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","1.33","0.12","0.9","0.0","6.38","0.9","5.74","0.0","0.0","0.0","0.0","41.89","115.76","494.54","247.27","452.65","378.78","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","1.33","0.12","0.9","0.0","7.2","0.9","6.48","0.0","0.0","0.0","0.0","48.37","115.76","494.54","247.27","446.17","378.78","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","1.33","0.12","0.9","0.0","6.95","0.9","6.25","0.0","0.0","0.0","0.0","54.62","115.76","494.54","247.27","439.92","378.78","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","1.33","0.11","0.9","0.0","7.33","0.9","6.6","0.0","0.0","0.0","0.0","61.22","115.76","494.54","247.27","433.32","378.78","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","1.33","0.11","0.9","0.0","7.52","0.9","6.77","0.0","0.0","0.0","0.0","67.99","115.76","494.54","247.27","426.55","378.78","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","1.33","0.11","0.9","0.0","7.52","0.9","6.77","0.0","0.0","0.0","0.0","74.75","115.76","494.54","247.27","419.78","378.78","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","1.33","0.11","0.9","0.0","7.13","0.9","6.42","0.0","0.0","0.0","0.0","81.17","115.76","494.54","247.27","413.37","378.78","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","1.33","0.11","0.9","0.0","6.87","0.9","6.18","0.0","0.0","0.0","0.0","87.35","115.76","494.54","247.27","407.18","378.78","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","1.33","0.11","0.9","0.0","6.47","0.9","5.82","0.0","0.0","0.0","0.0","93.18","115.76","494.54","247.27","401.36","378.78","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","1.33","0.11","0.9","0.0","6.64","0.9","5.98","0.0","0.0","0.0","0.0","99.15","115.76","494.54","247.27","395.39","378.78","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","1.33","0.11","0.9","0.0","6.94","0.9","6.25","0.0","0.0","0.0","0.0","105.4","115.76","494.54","247.27","389.14","378.78","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","1.33","0.11","0.9","0.0","7.4","0.9","6.66","0.0","0.0","0.0","0.0","112.06","115.76","494.54","247.27","382.48","378.78","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","1.33","0.11","0.9","0.0","7.0","0.9","6.3","0.0","0.0","0.0","0.0","0.0","115.76","494.54","247.27","494.54","378.78","118.36","","","","","","",""
"2016.0","7.0","23.0","205.0","1.33","0.11","0.9","0.0","7.65","0.9","6.88","0.0","0.0","0.0","0.0","6.88","115.76","494.54","247.27","487.65","378.78","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","1.33","0.11","0.9","0.0","7.51","0.9","6.76","0.0","0.0","0.0","0.0","13.64","115.76","494.54","247.27","480.89","378.78","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","1.33","0.11","0.9","0.0","7.4","0.9","6.66","0.0","0.0","0.0","0.0","20.3","115.76","494.54","247.27","474.23","378.78","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","1.33","0.1","0.9","0.0","7.34","0.9","6.61","0.0","0.0","0.0","0.0","26.91","115.76","494.54","247.27","467.63","378.78","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","1.33","0.1","0.9","0.0","7.92","0.9","7.13","0.0","0.0","0.0","0.0","34.04","115.76","494.54","247.27","460.5","378.78","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","1.33","0.1","0.9","0.0","7.83","0.9","7.05","0.0","0.0","0.0","0.0","41.09","115.76","494.54","247.27","453.45","378.78","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","1.33","0.1","0.9","0.0","7.76","0.9","6.98","0.0","0.0","0.0","0.0","48.07","115.76","494.54","247.27","446.47","378.78","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","1.33","0.1","0.9","0.0","8.21","0.9","7.39","0.0","0.0","0.0","0.0","55.46","115.76","494.54","247.27","439.08","378.78","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","1.33","0.1","0.9","0.0","7.36","0.9","6.62","0.0","0.0","0.0","0.0","62.08","115.76","494.54","247.27","432.46","378.78","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","1.33","0.1","0.9","0.0","6.93","0.9","6.24","0.0","0.0","0.0","0.0","68.32","115.76","494.54","247.27","426.22","378.78","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","1.33","0.1","0.9","0.0","6.64","0.9","5.98","0.0","0.0","0.0","0.0","74.29","115.76","494.54","247.27","420.24","378.78","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","1.33","0.1","0.9","0.0","7.25","0.9","6.52","0.0","0.0","0.0","0.0","80.82","115.76","494.54","247.27","413.72","378.78","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","1.33","0.1","0.9","0.0","6.33","0.9","5.7","0.0","0.0","0.0","0.0","86.52","115.76","494.54","247.27","408.02","378.78","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","1.33","0.1","0.9","0.0","5.76","0.9","5.18","0.0","0.0","0.0","0.0","91.7","115.76","494.54","247.27","402.84","378.78","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","1.33","0.1","0.9","0.0","6.15","0.9","5.53","0.0","0.0","0.0","0.0","97.24","115.76","494.54","247.27","397.3","378.78","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","1.33","0.1","0.9","0.0","6.08","0.9","5.47","0.0","0.0","0.0","0.0","102.71","115.76","494.54","247.27","391.83","378.78","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","1.33","0.1","0.9","0.0","6.56","0.9","5.9","0.0","0.0","0.0","0.0","108.61","115.76","494.54","247.27","385.93","378.78","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","1.33","0.1","0.9","0.0","6.27","0.9","5.64","0.0","0.0","0.0","0.0","114.26","115.76","494.54","247.27","380.28","378.78","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","1.33","0.1","0.9","0.0","6.41","0.9","5.77","0.0","0.0","0.0","0.0","0.0","115.76","494.54","247.27","494.54","378.78","120.02","","","","","","",""
"2016.0","8.0","11.0","224.0","1.33","0.1","0.9","0.0","6.57","0.9","5.91","0.0","0.0","0.0","0.0","5.91","115.76","494.54","247.27","488.63","378.78","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","1.33","0.1","0.9","0.0","6.77","0.9","6.09","0.0","0.0","0.0","0.0","12.01","115.76","494.54","247.27","482.53","378.78","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","1.33","0.1","0.9","0.0","7.07","0.9","6.36","0.0","0.0","0.0","0.0","18.37","115.76","494.54","247.27","476.17","378.78","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","1.33","0.09","0.9","0.0","7.33","0.9","6.6","0.0","0.0","0.0","0.0","24.97","115.76","494.54","247.27","469.57","378.78","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","1.33","0.09","0.9","0.0","6.72","0.9","6.05","0.0","0.0","0.0","0.0","31.01","115.76","494.54","247.27","463.52","378.78","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","1.33","0.09","0.9","0.0","6.78","0.9","6.1","0.0","0.0","0.0","0.0","37.12","115.76","494.54","247.27","457.42","378.78","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","1.33","0.09","0.9","0.0","6.66","0.9","5.99","0.0","0.0","0.0","0.0","43.11","115.76","494.54","247.27","451.43","378.78","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","1.33","0.09","0.9","0.0","6.59","0.9","5.93","0.0","0.0","0.0","0.0","49.04","115.76","494.54","247.27","445.5","378.78","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","1.33","0.09","0.9","0.0","6.54","0.9","5.89","0.0","0.0","0.0","0.0","54.93","115.76","494.54","247.27","439.61","378.78","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","1.33","0.09","0.9","0.0","6.45","0.9","5.8","0.0","0.0","0.0","0.0","60.73","115.76","494.54","247.27","433.81","378.78","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","1.33","0.09","0.9","0.0","6.45","0.9","5.8","0.0","0.0","0.0","0.0","66.54","115.76","494.54","247.27","428.0","378.78","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","1.33","0.09","0.9","0.0","6.25","0.9","5.62","0.0","0.0","0.0","0.0","72.16","115.76","494.54","247.27","422.38","378.78","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","1.33","0.09","0.9","0.0","6.05","0.9","5.44","0.0","0.0","0.0","0.0","77.61","115.76","494.54","247.27","416.93","378.78","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","1.33","0.09","0.9","0.0","6.01","0.9","5.41","0.0","0.0","0.0","0.0","83.02","115.76","494.54","247.27","411.52","378.78","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","1.33","0.09","0.9","0.0","5.95","0.9","5.35","0.0","0.0","0.0","0.0","88.37","115.76","494.54","247.27","406.17","378.78","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","1.33","0.09","0.9","0.0","5.58","0.9","5.02","0.0","0.0","0.0","0.0","93.39","115.76","494.54","247.27","401.15","378.78","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","1.33","0.09","0.9","0.0","5.4","0.9","4.86","0.0","0.0","0.0","0.0","98.25","115.76","494.54","247.27","396.29","378.78","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","1.33","0.09","0.9","0.0","5.72","0.9","5.15","0.0","0.0","0.0","0.0","103.4","115.76","494.54","247.27","391.14","378.78","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","1.33","0.09","0.9","0.0","5.81","0.9","5.23","0.0","0.0","0.0","0.0","108.63","115.76","494.54","247.27","385.91","378.78","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","1.33","0.09","0.9","0.0","6.2","0.9","5.58","0.0","0.0","0.0","0.0","114.21","115.76","494.54","247.27","380.33","378.78","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","1.33","0.09","0.9","0.0","6.02","0.9","5.42","0.0","0.0","0.0","0.0","0.0","115.76","494.54","247.27","494.54","378.78","119.63","","","","","","",""
"2016.0","9.0","1.0","245.0","1.33","0.09","0.9","0.0","5.18","0.9","4.66","0.0","0.0","0.0","0.0","4.66","115.76","494.54","247.27","489.88","378.78","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","1.33","0.09","0.9","0.0","5.31","0.9","4.78","0.0","0.0","0.0","0.0","9.44","115.76","494.54","247.27","485.1","378.78","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","1.33","0.09","0.9","0.0","5.36","0.9","4.82","0.0","0.0","0.0","0.0","14.27","115.76","494.54","247.27","480.27","378.78","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","1.33","0.09","0.9","0.0","4.62","0.9","4.16","0.0","0.0","0.0","0.0","18.42","115.76","494.54","247.27","476.12","378.78","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","1.33","0.09","0.9","0.0","5.36","0.9","4.82","0.0","0.0","0.0","0.0","23.25","115.76","494.54","247.27","471.29","378.78","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","1.33","0.09","0.9","0.0","5.11","0.9","4.6","0.0","0.0","0.0","0.0","27.85","115.76","494.54","247.27","466.69","378.78","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","1.33","0.09","0.9","0.0","5.76","0.9","5.18","0.0","0.0","0.0","0.0","33.03","115.76","494.54","247.27","461.51","378.78","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","1.33","0.09","0.9","0.0","5.97","0.9","5.37","0.0","0.0","0.0","0.0","38.4","115.76","494.54","247.27","456.14","378.78","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","1.33","0.09","0.9","0.0","5.42","0.9","4.88","0.0","0.0","0.0","0.0","43.28","115.76","494.54","247.27","451.26","378.78","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","1.33","0.09","0.9","0.0","5.51","0.9","4.96","0.0","0.0","0.0","0.0","48.24","115.76","494.54","247.27","446.3","378.78","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","1.33","0.09","0.9","0.0","5.02","0.9","4.52","0.0","0.0","0.0","0.0","52.76","115.76","494.54","247.27","441.78","378.78","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","1.33","0.09","0.9","0.0","4.43","0.9","3.99","0.0","0.0","0.0","0.0","56.74","115.76","494.54","247.27","437.79","378.78","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","1.33","0.09","0.89","0.0","3.89","0.89","3.48","0.0","0.0","0.0","0.0","60.22","115.76","494.54","247.27","434.32","378.78","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","1.33","0.09","0.89","0.0","4.24","0.89","3.76","0.0","0.0","0.0","0.0","63.99","115.76","494.54","247.27","430.55","378.78","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","1.33","0.08","0.88","0.0","4.62","0.88","4.07","0.0","0.0","0.0","0.0","68.06","115.76","494.54","247.27","426.48","378.78","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","1.33","0.08","0.88","0.0","4.84","0.88","4.24","0.0","0.0","0.0","0.0","72.3","115.76","494.54","247.27","422.24","378.78","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","1.33","0.08","0.87","0.0","4.94","0.87","4.29","0.0","0.0","0.0","0.0","76.59","123.63","494.54","247.27","417.95","370.9","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","1.33","0.08","0.86","0.0","4.75","0.86","4.1","0.0","0.0","0.0","0.0","80.69","123.63","494.54","247.27","413.85","370.9","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","1.33","0.08","0.86","0.0","5.35","0.86","4.59","0.0","0.0","0.0","0.0","85.28","123.63","494.54","247.27","409.26","370.9","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","1.33","0.08","0.85","0.0","6.16","0.85","5.24","0.0","0.0","0.0","0.0","90.52","123.63","494.54","247.27","404.02","370.9","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","1.33","0.08","0.84","0.0","5.64","0.84","4.77","0.0","0.0","0.0","0.0","95.29","123.63","494.54","247.27","399.25","370.9","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","1.33","0.08","0.84","0.0","4.31","0.84","3.62","0.0","0.0","0.0","0.0","98.9","123.63","494.54","247.27","395.64","370.9","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","1.33","0.08","0.83","0.0","4.58","0.83","3.81","0.0","0.0","0.0","0.0","102.71","123.63","494.54","247.27","391.82","370.9","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","1.33","0.08","0.83","0.0","4.82","0.83","3.98","0.0","0.0","0.0","0.0","106.7","123.63","494.54","247.27","387.84","370.9","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","1.33","0.08","0.82","0.0","4.47","0.82","3.67","0.0","0.0","0.0","0.0","110.37","123.63","494.54","247.27","384.17","370.9","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","1.33","0.08","0.81","0.0","4.57","0.81","3.72","0.0","0.0","0.0","0.0","114.09","123.63","494.54","247.27","380.45","370.9","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","1.33","0.08","0.81","0.0","4.73","0.81","3.82","0.0","0.0","0.0","0.0","117.91","123.63","494.54","247.27","376.63","370.9","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","1.33","0.08","0.8","0.0","4.93","0.8","3.95","0.0","0.0","0.0","0.0","121.86","123.63","494.54","247.27","372.67","370.9","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","1.33","0.08","0.8","0.0","4.89","0.8","3.89","0.0","0.0","0.0","0.0","0.0","123.63","494.54","247.27","494.54","370.9","125.76","","","","","","",""
"2016.0","9.0","30.0","274.0","1.33","0.08","0.79","0.0","3.76","0.79","2.97","0.31","0.31","0.0","0.0","2.66","123.63","494.54","247.27","491.88","370.9","0.0","","","","","","",""
