" Daily soil water balance output for Other Deciduous in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Other Deciduous in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","385.19","0.12","1.02","0.0","7.61","1.02","7.74","0.0","0.0","0.0","0.0","0.0","93.28","421.01","210.51","421.01","327.73","97.22","","","","","","",""
"2016.0","7.0","4.0","186.0","385.19","0.12","1.02","0.0","7.15","1.02","7.31","0.0","0.0","0.0","0.0","7.31","93.28","421.01","210.51","413.7","327.73","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","385.19","0.12","1.03","0.0","6.39","1.03","6.57","0.0","0.0","0.0","0.0","13.89","93.28","421.01","210.51","407.13","327.73","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","385.19","0.12","1.03","0.0","6.42","1.03","6.64","0.0","0.0","0.0","0.0","20.53","93.28","421.01","210.51","400.49","327.73","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","385.19","0.12","1.04","0.0","6.46","1.04","6.72","0.0","0.0","0.0","0.0","27.25","93.28","421.01","210.51","393.77","327.73","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","385.19","0.12","1.05","0.0","7.14","1.05","7.47","0.0","0.0","0.0","0.0","34.72","93.28","421.01","210.51","386.29","327.73","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","385.19","0.12","1.05","0.0","6.6","1.05","6.94","0.0","0.0","0.0","0.0","41.66","93.28","421.01","210.51","379.35","327.73","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","385.19","0.12","1.06","0.0","6.38","1.06","6.75","0.0","0.0","0.0","0.0","48.42","93.28","421.01","210.51","372.6","327.73","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","385.19","0.12","1.06","0.0","7.2","1.06","7.66","0.0","0.0","0.0","0.0","56.08","93.28","421.01","210.51","364.94","327.73","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","385.19","0.12","1.07","0.0","6.95","1.07","7.44","0.0","0.0","0.0","0.0","63.51","93.28","421.01","210.51","357.5","327.73","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","385.19","0.11","1.07","0.0","7.33","1.07","7.84","0.0","0.0","0.0","0.0","71.36","93.28","421.01","210.51","349.66","327.73","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","385.19","0.11","1.07","0.0","7.52","1.07","8.05","0.0","0.0","0.0","0.0","79.4","93.28","421.01","210.51","341.61","327.73","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","385.19","0.11","1.07","0.0","7.52","1.07","8.05","0.0","0.0","0.0","0.0","87.45","93.28","421.01","210.51","333.56","327.73","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","385.19","0.11","1.07","0.0","7.13","1.07","7.63","0.0","0.0","0.0","0.0","0.0","93.28","421.01","210.51","421.01","327.73","95.08","","","","","","",""
"2016.0","7.0","17.0","199.0","385.19","0.11","1.07","0.0","6.87","1.07","7.35","0.0","0.0","0.0","0.0","7.35","93.28","421.01","210.51","413.66","327.73","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","385.19","0.11","1.07","0.0","6.47","1.07","6.92","0.0","0.0","0.0","0.0","14.27","93.28","421.01","210.51","406.74","327.73","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","385.19","0.11","1.07","0.0","6.64","1.07","7.1","0.0","0.0","0.0","0.0","21.38","93.28","421.01","210.51","399.64","327.73","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","385.19","0.11","1.07","0.0","6.94","1.07","7.43","0.0","0.0","0.0","0.0","28.8","93.28","421.01","210.51","392.21","327.73","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","385.19","0.11","1.07","0.0","7.4","1.07","7.92","0.0","0.0","0.0","0.0","36.72","93.28","421.01","210.51","384.29","327.73","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","385.19","0.11","1.07","0.0","7.0","1.07","7.49","0.0","0.0","0.0","0.0","44.21","93.28","421.01","210.51","376.8","327.73","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","385.19","0.11","1.07","0.0","7.65","1.07","8.19","0.0","0.0","0.0","0.0","52.4","93.28","421.01","210.51","368.62","327.73","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","385.19","0.11","1.07","0.0","7.51","1.07","8.04","0.0","0.0","0.0","0.0","60.43","93.28","421.01","210.51","360.58","327.73","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","385.19","0.11","1.07","0.0","7.4","1.07","7.92","0.0","0.0","0.0","0.0","68.35","93.28","421.01","210.51","352.66","327.73","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","385.19","0.1","1.07","0.0","7.34","1.07","7.85","0.0","0.0","0.0","0.0","76.21","93.28","421.01","210.51","344.81","327.73","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","385.19","0.1","1.07","0.0","7.92","1.07","8.47","0.0","0.0","0.0","0.0","84.68","93.28","421.01","210.51","336.33","327.73","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","385.19","0.1","1.07","0.0","7.83","1.07","8.38","0.0","0.0","0.0","0.0","93.06","93.28","421.01","210.51","327.96","327.73","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","385.19","0.1","1.07","0.0","7.76","1.07","8.3","0.0","0.0","0.0","0.0","0.0","93.28","421.01","210.51","421.01","327.73","101.36","","","","","","",""
"2016.0","7.0","30.0","212.0","385.19","0.1","1.07","0.0","8.21","1.07","8.78","0.0","0.0","0.0","0.0","8.78","93.28","421.01","210.51","412.23","327.73","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","385.19","0.1","1.07","0.0","7.36","1.07","7.88","0.0","0.0","0.0","0.0","16.66","93.28","421.01","210.51","404.35","327.73","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","385.19","0.1","1.07","0.0","6.93","1.07","7.42","0.0","0.0","0.0","0.0","24.07","93.28","421.01","210.51","396.94","327.73","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","385.19","0.1","1.07","0.0","6.64","1.07","7.1","0.0","0.0","0.0","0.0","31.18","93.28","421.01","210.51","389.83","327.73","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","385.19","0.1","1.07","0.0","7.25","1.07","7.76","0.0","0.0","0.0","0.0","38.94","93.28","421.01","210.51","382.08","327.73","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","385.19","0.1","1.07","0.0","6.33","1.07","6.77","0.0","0.0","0.0","0.0","45.71","93.28","421.01","210.51","375.3","327.73","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","385.19","0.1","1.07","0.0","5.76","1.07","6.16","0.0","0.0","0.0","0.0","51.87","93.28","421.01","210.51","369.14","327.73","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","385.19","0.1","1.07","0.0","6.15","1.07","6.58","0.0","0.0","0.0","0.0","58.45","93.28","421.01","210.51","362.56","327.73","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","385.19","0.1","1.07","0.0","6.08","1.07","6.51","0.0","0.0","0.0","0.0","64.96","93.28","421.01","210.51","356.05","327.73","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","385.19","0.1","1.07","0.0","6.56","1.07","7.02","0.0","0.0","0.0","0.0","71.98","93.28","421.01","210.51","349.03","327.73","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","385.19","0.1","1.07","0.0","6.27","1.07","6.71","0.0","0.0","0.0","0.0","78.69","93.28","421.01","210.51","342.33","327.73","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","385.19","0.1","1.07","0.0","6.41","1.07","6.86","0.0","0.0","0.0","0.0","85.55","93.28","421.01","210.51","335.47","327.73","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","385.19","0.1","1.07","0.0","6.57","1.07","7.03","0.0","0.0","0.0","0.0","92.58","93.28","421.01","210.51","328.44","327.73","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","385.19","0.1","1.07","0.0","6.77","1.07","7.24","0.0","0.0","0.0","0.0","0.0","93.28","421.01","210.51","421.01","327.73","99.82","","","","","","",""
"2016.0","8.0","13.0","226.0","385.19","0.1","1.07","0.0","7.07","1.07","7.56","0.0","0.0","0.0","0.0","7.56","93.28","421.01","210.51","413.45","327.73","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","385.19","0.09","1.07","0.0","7.33","1.07","7.84","0.0","0.0","0.0","0.0","15.41","93.28","421.01","210.51","405.61","327.73","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","385.19","0.09","1.07","0.0","6.72","1.07","7.19","0.0","0.0","0.0","0.0","22.6","93.28","421.01","210.51","398.42","327.73","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","385.19","0.09","1.07","0.0","6.78","1.07","7.25","0.0","0.0","0.0","0.0","29.85","93.28","421.01","210.51","391.16","327.73","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","385.19","0.09","1.07","0.0","6.66","1.07","7.13","0.0","0.0","0.0","0.0","36.98","93.28","421.01","210.51","384.03","327.73","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","385.19","0.09","1.07","0.0","6.59","1.07","7.05","0.0","0.0","0.0","0.0","44.03","93.28","421.01","210.51","376.98","327.73","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","385.19","0.09","1.07","0.0","6.54","1.07","7.0","0.0","0.0","0.0","0.0","51.03","93.28","421.01","210.51","369.99","327.73","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","385.19","0.09","1.07","0.0","6.45","1.07","6.9","0.0","0.0","0.0","0.0","57.93","93.28","421.01","210.51","363.08","327.73","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","385.19","0.09","1.07","0.0","6.45","1.07","6.9","0.0","0.0","0.0","0.0","64.83","93.28","421.01","210.51","356.18","327.73","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","385.19","0.09","1.07","0.0","6.25","1.07","6.69","0.0","0.0","0.0","0.0","71.52","93.28","421.01","210.51","349.49","327.73","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","385.19","0.09","1.07","0.0","6.05","1.07","6.47","0.0","0.0","0.0","0.0","77.99","93.28","421.01","210.51","343.02","327.73","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","385.19","0.09","1.07","0.0","6.01","1.07","6.43","0.0","0.0","0.0","0.0","84.42","93.28","421.01","210.51","336.59","327.73","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","385.19","0.09","1.07","0.0","5.95","1.07","6.37","0.0","0.0","0.0","0.0","90.79","93.28","421.01","210.51","330.22","327.73","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","385.19","0.09","1.07","0.0","5.58","1.07","5.97","0.0","0.0","0.0","0.0","0.0","93.28","421.01","210.51","421.01","327.73","96.76","","","","","","",""
"2016.0","8.0","27.0","240.0","385.19","0.09","1.07","0.0","5.4","1.07","5.78","0.0","0.0","0.0","0.0","5.78","93.28","421.01","210.51","415.24","327.73","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","385.19","0.09","1.07","0.0","5.72","1.07","6.12","0.0","0.0","0.0","0.0","11.9","93.28","421.01","210.51","409.12","327.73","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","385.19","0.09","1.07","0.0","5.81","1.07","6.22","0.0","0.0","0.0","0.0","18.12","93.28","421.01","210.51","402.9","327.73","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","385.19","0.09","1.07","0.0","6.2","1.07","6.63","0.0","0.0","0.0","0.0","24.75","93.28","421.01","210.51","396.26","327.73","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","385.19","0.09","1.07","0.0","6.02","1.07","6.44","0.0","0.0","0.0","0.0","31.19","93.28","421.01","210.51","389.82","327.73","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","385.19","0.09","1.07","0.0","5.18","1.07","5.54","0.0","0.0","0.0","0.0","36.73","93.28","421.01","210.51","384.28","327.73","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","385.19","0.09","1.07","0.0","5.31","1.07","5.68","0.0","0.0","0.0","0.0","42.41","93.28","421.01","210.51","378.6","327.73","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","385.19","0.09","1.07","0.0","5.36","1.07","5.74","0.0","0.0","0.0","0.0","48.15","93.28","421.01","210.51","372.86","327.73","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","385.19","0.09","1.07","0.0","4.62","1.07","4.94","0.0","0.0","0.0","0.0","53.09","93.28","421.01","210.51","367.92","327.73","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","385.19","0.09","1.07","0.0","5.36","1.07","5.74","0.0","0.0","0.0","0.0","58.83","93.28","421.01","210.51","362.19","327.73","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","385.19","0.09","1.07","0.0","5.11","1.07","5.47","0.0","0.0","0.0","0.0","64.3","93.28","421.01","210.51","356.72","327.73","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","385.19","0.09","1.07","0.0","5.76","1.07","6.16","0.0","0.0","0.0","0.0","70.46","93.28","421.01","210.51","350.55","327.73","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","385.19","0.09","1.07","0.0","5.97","1.07","6.39","0.0","0.0","0.0","0.0","76.85","93.28","421.01","210.51","344.17","327.73","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","385.19","0.09","1.07","0.0","5.42","1.07","5.8","0.0","0.0","0.0","0.0","82.65","93.28","421.01","210.51","338.37","327.73","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","385.19","0.09","1.06","0.0","5.51","1.06","5.87","0.0","0.0","0.0","0.0","88.51","93.28","421.01","210.51","332.5","327.73","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","385.19","0.09","1.06","0.0","5.02","1.06","5.32","0.0","0.0","0.0","0.0","0.0","93.28","421.01","210.51","421.01","327.73","93.83","","","","","","",""
"2016.0","9.0","12.0","256.0","385.19","0.09","1.05","0.0","4.43","1.05","4.67","0.0","0.0","0.0","0.0","4.67","93.28","421.01","210.51","416.34","327.73","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","385.19","0.09","1.05","0.0","3.89","1.05","4.08","0.0","0.0","0.0","0.0","8.75","93.28","421.01","210.51","412.26","327.73","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","385.19","0.09","1.04","0.0","4.24","1.04","4.43","0.0","0.0","0.0","0.0","13.18","93.28","421.01","210.51","407.83","327.73","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","385.19","0.08","1.04","0.0","4.62","1.04","4.8","0.0","0.0","0.0","0.0","17.98","93.28","421.01","210.51","403.03","327.73","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","385.19","0.08","1.03","0.0","4.84","1.03","5.0","0.0","0.0","0.0","0.0","22.98","93.28","421.01","210.51","398.03","327.73","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","385.19","0.08","1.03","0.0","4.94","1.03","5.08","0.0","0.0","0.0","0.0","28.06","93.28","421.01","210.51","392.95","327.73","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","385.19","0.08","1.02","0.0","4.75","1.02","4.86","0.0","0.0","0.0","0.0","32.92","93.28","421.01","210.51","388.09","327.73","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","385.19","0.08","1.02","0.0","5.35","1.02","5.45","0.0","0.0","0.0","0.0","38.37","93.28","421.01","210.51","382.64","327.73","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","385.19","0.08","1.01","0.0","6.16","1.01","6.24","0.0","0.0","0.0","0.0","44.61","93.28","421.01","210.51","376.4","327.73","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","385.19","0.08","1.01","0.0","5.64","1.01","5.68","0.0","0.0","0.0","0.0","50.29","93.28","421.01","210.51","370.72","327.73","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","385.19","0.08","1.0","0.0","4.31","1.0","4.32","0.0","0.0","0.0","0.0","54.61","93.28","421.01","210.51","366.4","327.73","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","385.19","0.08","1.0","0.0","4.58","1.0","4.57","0.0","0.0","0.0","0.0","59.18","93.28","421.01","210.51","361.83","327.73","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","385.19","0.08","0.99","0.0","4.82","0.99","4.78","0.0","0.0","0.0","0.0","63.96","93.28","421.01","210.51","357.05","327.73","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","385.19","0.08","0.99","0.0","4.47","0.99","4.41","0.0","0.0","0.0","0.0","68.37","105.25","421.01","210.51","352.64","315.76","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","385.19","0.08","0.98","0.0","4.57","0.98","4.49","0.0","0.0","0.0","0.0","72.86","105.25","421.01","210.51","348.15","315.76","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","385.19","0.08","0.98","0.0","4.73","0.98","4.62","0.0","0.0","0.0","0.0","77.48","105.25","421.01","210.51","343.53","315.76","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","385.19","0.08","0.97","0.0","4.93","0.97","4.79","0.0","0.0","0.0","0.0","82.27","105.25","421.01","210.51","338.75","315.76","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","385.19","0.08","0.97","0.0","4.89","0.97","4.72","0.0","0.0","0.0","0.0","86.99","105.25","421.01","210.51","334.02","315.76","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","385.19","0.08","0.96","0.0","3.76","0.96","3.61","0.31","0.31","0.0","0.0","90.3","105.25","421.01","210.51","330.72","315.76","0.0","","","","","","",""
