" Daily soil water balance output for Cucurbits in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Cucurbits in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","300.9","0.14","0.75","0.0","7.01","0.75","5.27","0.0","0.0","0.0","0.0","20.36","75.97","336.8","168.4","316.44","260.84","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","300.9","0.14","0.76","0.0","6.57","0.76","4.99","0.0","0.0","0.0","0.0","25.35","75.97","336.8","168.4","311.45","260.84","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","300.9","0.13","0.77","0.0","5.91","0.77","4.53","0.0","0.0","0.0","0.0","29.88","75.97","336.8","168.4","306.92","260.84","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","300.9","0.13","0.77","0.0","6.04","0.77","4.68","0.0","0.0","0.0","0.0","34.56","75.97","336.8","168.4","302.25","260.84","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","300.9","0.13","0.78","0.0","6.16","0.78","4.82","0.0","0.0","0.0","0.0","39.37","75.97","336.8","168.4","297.43","260.84","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","300.9","0.13","0.79","0.0","6.78","0.79","5.35","0.0","0.0","0.0","0.0","44.72","75.97","336.8","168.4","292.08","260.84","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","300.9","0.13","0.8","0.0","6.33","0.8","5.05","0.0","0.0","0.0","0.0","49.77","75.97","336.8","168.4","287.04","260.84","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","300.9","0.13","0.8","0.0","6.31","0.8","5.08","0.0","0.0","0.0","0.0","54.85","75.97","336.8","168.4","281.96","260.84","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","300.9","0.13","0.81","0.0","6.98","0.81","5.67","0.0","0.0","0.0","0.0","60.52","75.97","336.8","168.4","276.29","260.84","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","300.9","0.13","0.82","0.0","6.6","0.82","5.41","0.0","0.0","0.0","0.0","65.93","75.97","336.8","168.4","270.88","260.84","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","300.9","0.13","0.83","0.0","6.97","0.83","5.77","0.0","0.0","0.0","0.0","71.7","75.97","336.8","168.4","265.11","260.84","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","300.9","0.12","0.84","0.0","7.11","0.84","5.94","0.0","0.0","0.0","0.0","0.0","75.97","336.8","168.4","336.8","260.84","77.64","","","","","","",""
"2016.0","7.0","15.0","197.0","300.9","0.12","0.84","0.0","6.93","0.84","5.84","0.0","0.0","0.0","0.0","5.84","75.97","336.8","168.4","330.96","260.84","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","300.9","0.12","0.85","0.0","6.59","0.85","5.61","0.0","0.0","0.0","0.0","11.45","75.97","336.8","168.4","325.36","260.84","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","300.9","0.12","0.86","0.0","6.32","0.86","5.42","0.0","0.0","0.0","0.0","16.87","75.97","336.8","168.4","319.93","260.84","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","300.9","0.12","0.87","0.0","6.04","0.87","5.23","0.0","0.0","0.0","0.0","22.1","75.97","336.8","168.4","314.7","260.84","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","300.9","0.12","0.87","0.0","6.33","0.87","5.53","0.0","0.0","0.0","0.0","27.63","75.97","336.8","168.4","309.17","260.84","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","300.9","0.12","0.88","0.0","6.77","0.88","5.97","0.0","0.0","0.0","0.0","33.6","75.97","336.8","168.4","303.21","260.84","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","300.9","0.12","0.89","0.0","6.91","0.89","6.14","0.0","0.0","0.0","0.0","39.74","75.97","336.8","168.4","297.07","260.84","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","300.9","0.12","0.9","0.0","6.81","0.9","6.1","0.0","0.0","0.0","0.0","45.84","75.97","336.8","168.4","290.96","260.84","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","300.9","0.12","0.9","0.0","7.41","0.9","6.7","0.0","0.0","0.0","0.0","52.54","75.97","336.8","168.4","284.26","260.84","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","300.9","0.12","0.91","0.0","7.14","0.91","6.51","0.0","0.0","0.0","0.0","59.05","75.97","336.8","168.4","277.75","260.84","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","300.9","0.11","0.92","0.0","6.89","0.92","6.33","0.0","0.0","0.0","0.0","65.39","75.97","336.8","168.4","271.42","260.84","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","300.9","0.11","0.93","0.0","7.01","0.93","6.5","0.0","0.0","0.0","0.0","71.89","75.97","336.8","168.4","264.92","260.84","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","300.9","0.11","0.93","0.0","7.35","0.93","6.87","0.0","0.0","0.0","0.0","0.0","75.97","336.8","168.4","336.8","260.84","78.76","","","","","","",""
"2016.0","7.0","28.0","210.0","300.9","0.11","0.94","0.0","7.27","0.94","6.85","0.0","0.0","0.0","0.0","6.85","75.97","336.8","168.4","329.95","260.84","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","300.9","0.11","0.95","0.0","7.1","0.95","6.75","0.0","0.0","0.0","0.0","13.6","75.97","336.8","168.4","323.21","260.84","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","300.9","0.11","0.95","0.0","7.36","0.95","6.99","0.0","0.0","0.0","0.0","20.59","75.97","336.8","168.4","316.22","260.84","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","300.9","0.11","0.95","0.0","6.54","0.95","6.21","0.0","0.0","0.0","0.0","26.8","75.97","336.8","168.4","310.0","260.84","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","300.9","0.11","0.95","0.0","6.31","0.95","5.99","0.0","0.0","0.0","0.0","32.8","75.97","336.8","168.4","304.01","260.84","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","300.9","0.11","0.95","0.0","6.3","0.95","5.99","0.0","0.0","0.0","0.0","38.78","75.97","336.8","168.4","298.02","260.84","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","300.9","0.11","0.95","0.0","6.63","0.95","6.3","0.0","0.0","0.0","0.0","45.08","75.97","336.8","168.4","291.73","260.84","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","300.9","0.11","0.95","0.0","5.71","0.95","5.42","0.0","0.0","0.0","0.0","50.5","75.97","336.8","168.4","286.3","260.84","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","300.9","0.11","0.95","0.0","5.44","0.95","5.17","0.0","0.0","0.0","0.0","55.67","75.97","336.8","168.4","281.13","260.84","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","300.9","0.11","0.95","0.0","5.68","0.95","5.4","0.0","0.0","0.0","0.0","61.07","75.97","336.8","168.4","275.74","260.84","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","300.9","0.11","0.95","0.0","5.85","0.95","5.56","0.0","0.0","0.0","0.0","66.62","75.97","336.8","168.4","270.18","260.84","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","300.9","0.11","0.95","0.0","6.22","0.95","5.91","0.0","0.0","0.0","0.0","72.53","75.97","336.8","168.4","264.27","260.84","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","300.9","0.1","0.95","0.0","5.96","0.95","5.66","0.0","0.0","0.0","0.0","0.0","75.97","336.8","168.4","336.8","260.84","78.2","","","","","","",""
"2016.0","8.0","10.0","223.0","300.9","0.1","0.95","0.0","6.0","0.95","5.7","0.0","0.0","0.0","0.0","5.7","75.97","336.8","168.4","331.1","260.84","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","300.9","0.1","0.95","0.0","6.14","0.95","5.83","0.0","0.0","0.0","0.0","11.53","75.97","336.8","168.4","325.27","260.84","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","300.9","0.1","0.95","0.0","6.32","0.95","6.0","0.0","0.0","0.0","0.0","17.54","75.97","336.8","168.4","319.27","260.84","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","300.9","0.1","0.95","0.0","6.75","0.95","6.41","0.0","0.0","0.0","0.0","23.95","75.97","336.8","168.4","312.85","260.84","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","300.9","0.1","0.95","0.0","6.91","0.95","6.56","0.0","0.0","0.0","0.0","30.51","75.97","336.8","168.4","306.29","260.84","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","300.9","0.1","0.95","0.0","6.22","0.95","5.91","0.0","0.0","0.0","0.0","36.42","75.97","336.8","168.4","300.38","260.84","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","300.9","0.1","0.95","0.0","6.25","0.95","5.94","0.0","0.0","0.0","0.0","42.36","75.97","336.8","168.4","294.44","260.84","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","300.9","0.1","0.95","0.0","6.17","0.95","5.86","0.0","0.0","0.0","0.0","48.22","75.97","336.8","168.4","288.58","260.84","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","300.9","0.1","0.95","0.0","6.13","0.95","5.82","0.0","0.0","0.0","0.0","54.05","75.97","336.8","168.4","282.76","260.84","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","300.9","0.1","0.95","0.0","6.11","0.95","5.8","0.0","0.0","0.0","0.0","59.85","75.97","336.8","168.4","276.95","260.84","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","300.9","0.1","0.95","0.0","5.97","0.95","5.67","0.0","0.0","0.0","0.0","65.52","75.97","336.8","168.4","271.28","260.84","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","300.9","0.1","0.95","0.0","6.06","0.95","5.76","0.0","0.0","0.0","0.0","71.28","75.97","336.8","168.4","265.53","260.84","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","300.9","0.1","0.95","0.0","5.78","0.95","5.49","0.0","0.0","0.0","0.0","0.0","75.97","336.8","168.4","336.8","260.84","76.77","","","","","","",""
"2016.0","8.0","23.0","236.0","300.9","0.1","0.95","0.0","5.78","0.95","5.49","0.0","0.0","0.0","0.0","5.49","75.97","336.8","168.4","331.31","260.84","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","300.9","0.1","0.95","0.0","5.68","0.95","5.4","0.0","0.0","0.0","0.0","10.89","75.97","336.8","168.4","325.92","260.84","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","300.9","0.1","0.95","0.0","5.45","0.95","5.18","0.0","0.0","0.0","0.0","16.06","75.97","336.8","168.4","320.74","260.84","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","300.9","0.1","0.95","0.0","5.13","0.95","4.87","0.0","0.0","0.0","0.0","20.94","75.97","336.8","168.4","315.87","260.84","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","300.9","0.1","0.95","0.0","5.07","0.95","4.82","0.0","0.0","0.0","0.0","25.75","75.97","336.8","168.4","311.05","260.84","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","300.9","0.1","0.95","0.0","5.37","0.95","5.1","0.0","0.0","0.0","0.0","30.86","75.97","336.8","168.4","305.95","260.84","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","300.9","0.1","0.95","0.0","5.55","0.95","5.27","0.0","0.0","0.0","0.0","36.13","75.97","336.8","168.4","300.68","260.84","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","300.9","0.1","0.95","0.0","6.02","0.95","5.72","0.0","0.0","0.0","0.0","41.85","75.97","336.8","168.4","294.96","260.84","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","300.9","0.09","0.95","0.0","5.79","0.95","5.5","0.0","0.0","0.0","0.0","47.35","75.97","336.8","168.4","289.46","260.84","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","300.9","0.09","0.95","0.0","5.01","0.95","4.76","0.0","0.0","0.0","0.0","52.11","75.97","336.8","168.4","284.7","260.84","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","300.9","0.09","0.95","0.0","5.11","0.95","4.85","0.0","0.0","0.0","0.0","56.96","75.97","336.8","168.4","279.84","260.84","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","300.9","0.09","0.95","0.0","5.0","0.95","4.75","0.0","0.0","0.0","0.0","61.71","75.97","336.8","168.4","275.09","260.84","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","300.9","0.09","0.95","0.0","4.55","0.95","4.32","0.0","0.0","0.0","0.0","66.03","75.97","336.8","168.4","270.77","260.84","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","300.9","0.09","0.95","0.0","5.22","0.95","4.96","0.0","0.0","0.0","0.0","70.99","75.97","336.8","168.4","265.81","260.84","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","300.9","0.09","0.95","0.0","4.99","0.95","4.74","0.0","0.0","0.0","0.0","75.73","75.97","336.8","168.4","261.07","260.84","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","300.9","0.09","0.95","0.0","5.6","0.95","5.32","0.0","0.0","0.0","0.0","0.0","75.97","336.8","168.4","336.8","260.84","81.05","","","","","","",""
"2016.0","9.0","8.0","252.0","300.9","0.09","0.95","0.0","5.47","0.95","5.2","0.0","0.0","0.0","0.0","5.2","75.97","336.8","168.4","331.61","260.84","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","300.9","0.09","0.94","0.0","5.19","0.94","4.89","0.0","0.0","0.0","0.0","10.09","75.97","336.8","168.4","326.72","260.84","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","300.9","0.09","0.93","0.0","5.22","0.93","4.88","0.0","0.0","0.0","0.0","14.97","84.2","336.8","168.4","321.84","252.6","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","300.9","0.09","0.93","0.0","4.69","0.93","4.35","0.0","0.0","0.0","0.0","19.31","84.2","336.8","168.4","317.49","252.6","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","300.9","0.09","0.92","0.0","4.31","0.92","3.96","0.0","0.0","0.0","0.0","23.27","84.2","336.8","168.4","313.53","252.6","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","300.9","0.09","0.91","0.0","3.86","0.91","3.52","0.0","0.0","0.0","0.0","26.79","84.2","336.8","168.4","310.01","252.6","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","300.9","0.09","0.9","0.0","4.22","0.9","3.81","0.0","0.0","0.0","0.0","30.6","84.2","336.8","168.4","306.2","252.6","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","300.9","0.09","0.9","0.0","4.56","0.9","4.09","0.0","0.0","0.0","0.0","34.69","84.2","336.8","168.4","302.11","252.6","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","300.9","0.09","0.89","0.0","4.72","0.89","4.19","0.0","0.0","0.0","0.0","38.88","84.2","336.8","168.4","297.92","252.6","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","300.9","0.09","0.88","0.0","4.74","0.88","4.17","0.0","0.0","0.0","0.0","43.06","84.2","336.8","168.4","293.75","252.6","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","300.9","0.09","0.87","0.0","4.65","0.87","4.06","0.0","0.0","0.0","0.0","47.11","84.2","336.8","168.4","289.69","252.6","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","300.9","0.09","0.87","0.0","5.09","0.87","4.4","0.0","0.0","0.0","0.0","51.52","84.2","336.8","168.4","285.29","252.6","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","300.9","0.09","0.86","0.0","5.49","0.86","4.71","0.0","0.0","0.0","0.0","56.22","84.2","336.8","168.4","280.58","252.6","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","300.9","0.09","0.85","0.0","5.4","0.85","4.59","0.0","0.0","0.0","0.0","60.81","84.2","336.8","168.4","275.99","252.6","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","300.9","0.09","0.84","0.0","4.35","0.84","3.66","0.0","0.0","0.0","0.0","64.47","84.2","336.8","168.4","272.33","252.6","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","300.9","0.09","0.83","0.0","4.54","0.83","3.79","0.0","0.0","0.0","0.0","68.26","84.2","336.8","168.4","268.54","252.6","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","300.9","0.09","0.83","0.0","4.49","0.83","3.71","0.0","0.0","0.0","0.0","71.97","84.2","336.8","168.4","264.83","252.6","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","300.9","0.09","0.82","0.0","4.2","0.82","3.44","0.0","0.0","0.0","0.0","75.41","84.2","336.8","168.4","261.4","252.6","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","300.9","0.09","0.81","0.0","4.51","0.81","3.66","0.0","0.0","0.0","0.0","79.06","84.2","336.8","168.4","257.74","252.6","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","300.9","0.09","0.8","0.0","4.62","0.8","3.71","0.0","0.0","0.0","0.0","82.78","84.2","336.8","168.4","254.03","252.6","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","300.9","0.09","0.8","0.0","4.51","0.8","3.59","0.0","0.0","0.0","0.0","0.0","84.2","336.8","168.4","336.8","252.6","86.36","","","","","","",""
"2016.0","9.0","29.0","273.0","300.9","0.09","0.79","0.0","4.4","0.79","3.47","0.0","0.0","0.0","0.0","3.47","84.2","336.8","168.4","333.34","252.6","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","300.9","0.09","0.78","0.0","3.46","0.78","2.7","1.26","1.26","0.0","0.0","4.9","84.2","336.8","168.4","331.9","252.6","0.0","","","","","","",""
