" Daily soil water balance output for Other Deciduous in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Other Deciduous in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","420.99","0.13","1.13","0.0","7.44","1.13","8.41","0.0","0.0","0.0","0.0","24.69","76.35","345.64","172.82","320.95","269.29","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","420.99","0.13","1.13","0.0","7.0","1.13","7.91","0.0","0.0","0.0","0.0","32.6","76.35","345.64","172.82","313.04","269.29","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","420.99","0.13","1.13","0.0","6.29","1.13","7.11","0.0","0.0","0.0","0.0","39.71","76.35","345.64","172.82","305.94","269.29","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","420.99","0.13","1.13","0.0","6.38","1.13","7.21","0.0","0.0","0.0","0.0","46.92","76.35","345.64","172.82","298.73","269.29","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","420.99","0.13","1.13","0.0","6.53","1.13","7.38","0.0","0.0","0.0","0.0","54.3","76.35","345.64","172.82","291.35","269.29","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","420.99","0.13","1.13","0.0","7.11","1.13","8.03","0.0","0.0","0.0","0.0","62.33","76.35","345.64","172.82","283.31","269.29","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","420.99","0.13","1.13","0.0","6.6","1.13","7.46","0.0","0.0","0.0","0.0","69.79","76.35","345.64","172.82","275.85","269.29","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","420.99","0.13","1.13","0.0","6.47","1.13","7.31","0.0","0.0","0.0","0.0","0.0","76.35","345.64","172.82","345.64","269.29","77.1","","","","","","",""
"2016.0","7.0","11.0","193.0","420.99","0.12","1.13","0.0","7.23","1.13","8.17","0.0","0.0","0.0","0.0","8.17","76.35","345.64","172.82","337.47","269.29","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","420.99","0.12","1.13","0.0","6.91","1.13","7.81","0.0","0.0","0.0","0.0","15.98","76.35","345.64","172.82","329.67","269.29","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","420.99","0.12","1.13","0.0","7.23","1.13","8.17","0.0","0.0","0.0","0.0","24.15","76.35","345.64","172.82","321.5","269.29","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","420.99","0.12","1.13","0.0","7.4","1.13","8.36","0.0","0.0","0.0","0.0","32.51","76.35","345.64","172.82","313.13","269.29","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","420.99","0.12","1.13","0.0","7.32","1.13","8.27","0.0","0.0","0.0","0.0","40.78","76.35","345.64","172.82","304.86","269.29","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","420.99","0.12","1.13","0.0","7.01","1.13","7.92","0.0","0.0","0.0","0.0","48.7","76.35","345.64","172.82","296.94","269.29","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","420.99","0.12","1.13","0.0","6.76","1.13","7.64","0.0","0.0","0.0","0.0","56.34","76.35","345.64","172.82","289.3","269.29","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","420.99","0.12","1.13","0.0","6.37","1.13","7.2","0.0","0.0","0.0","0.0","63.54","76.35","345.64","172.82","282.1","269.29","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","420.99","0.12","1.13","0.0","6.63","1.13","7.49","0.0","0.0","0.0","0.0","71.03","76.35","345.64","172.82","274.61","269.29","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","420.99","0.12","1.13","0.0","7.06","1.13","7.98","0.0","0.0","0.0","0.0","0.0","76.35","345.64","172.82","345.64","269.29","79.01","","","","","","",""
"2016.0","7.0","21.0","203.0","420.99","0.11","1.13","0.0","7.27","1.13","8.22","0.0","0.0","0.0","0.0","8.22","76.35","345.64","172.82","337.43","269.29","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","420.99","0.11","1.13","0.0","7.13","1.13","8.06","0.0","0.0","0.0","0.0","16.27","76.35","345.64","172.82","329.37","269.29","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","420.99","0.11","1.13","0.0","7.72","1.13","8.72","0.0","0.0","0.0","0.0","25.0","76.35","345.64","172.82","320.65","269.29","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","420.99","0.11","1.13","0.0","7.38","1.13","8.34","0.0","0.0","0.0","0.0","33.34","76.35","345.64","172.82","312.31","269.29","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","420.99","0.11","1.13","0.0","7.29","1.13","8.24","0.0","0.0","0.0","0.0","41.57","76.35","345.64","172.82","304.07","269.29","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","420.99","0.11","1.13","0.0","7.3","1.13","8.25","0.0","0.0","0.0","0.0","49.82","76.35","345.64","172.82","295.82","269.29","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","420.99","0.11","1.13","0.0","7.67","1.13","8.67","0.0","0.0","0.0","0.0","58.49","76.35","345.64","172.82","287.15","269.29","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","420.99","0.11","1.13","0.0","7.66","1.13","8.66","0.0","0.0","0.0","0.0","67.14","76.35","345.64","172.82","278.5","269.29","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","420.99","0.11","1.13","0.0","7.57","1.13","8.55","0.0","0.0","0.0","0.0","75.7","76.35","345.64","172.82","269.94","269.29","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","420.99","0.11","1.13","0.0","7.81","1.13","8.83","0.0","0.0","0.0","0.0","0.0","76.35","345.64","172.82","345.64","269.29","84.52","","","","","","",""
"2016.0","7.0","31.0","213.0","420.99","0.11","1.13","0.0","6.98","1.13","7.89","0.0","0.0","0.0","0.0","7.89","76.35","345.64","172.82","337.76","269.29","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","420.99","0.11","1.13","0.0","6.7","1.13","7.57","0.0","0.0","0.0","0.0","15.46","76.35","345.64","172.82","330.18","269.29","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","420.99","0.11","1.13","0.0","6.65","1.13","7.51","0.0","0.0","0.0","0.0","22.97","76.35","345.64","172.82","322.67","269.29","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","420.99","0.1","1.13","0.0","7.01","1.13","7.92","0.0","0.0","0.0","0.0","30.89","76.35","345.64","172.82","314.75","269.29","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","420.99","0.1","1.13","0.0","6.22","1.13","7.03","0.0","0.0","0.0","0.0","37.92","76.35","345.64","172.82","307.72","269.29","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","420.99","0.1","1.13","0.0","5.72","1.13","6.46","0.0","0.0","0.0","0.0","44.39","76.35","345.64","172.82","301.26","269.29","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","420.99","0.1","1.13","0.0","6.01","1.13","6.79","0.0","0.0","0.0","0.0","51.18","76.35","345.64","172.82","294.47","269.29","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","420.99","0.1","1.13","0.0","6.09","1.13","6.88","0.0","0.0","0.0","0.0","58.06","76.35","345.64","172.82","287.58","269.29","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","420.99","0.1","1.13","0.0","6.44","1.13","7.28","0.0","0.0","0.0","0.0","65.34","76.35","345.64","172.82","280.31","269.29","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","420.99","0.1","1.13","0.0","6.18","1.13","6.98","0.0","0.0","0.0","0.0","72.32","76.35","345.64","172.82","273.32","269.29","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","420.99","0.1","1.13","0.0","6.26","1.13","7.07","0.0","0.0","0.0","0.0","0.0","76.35","345.64","172.82","345.64","269.29","79.39","","","","","","",""
"2016.0","8.0","11.0","224.0","420.99","0.1","1.13","0.0","6.46","1.13","7.3","0.0","0.0","0.0","0.0","7.3","76.35","345.64","172.82","338.34","269.29","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","420.99","0.1","1.12","0.0","6.65","1.12","7.45","0.0","0.0","0.0","0.0","14.75","76.35","345.64","172.82","330.89","269.29","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","420.99","0.1","1.11","0.0","7.06","1.11","7.84","0.0","0.0","0.0","0.0","22.6","76.35","345.64","172.82","323.05","269.29","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","420.99","0.1","1.1","0.0","7.26","1.1","8.0","0.0","0.0","0.0","0.0","30.59","76.35","345.64","172.82","315.05","269.29","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","420.99","0.1","1.09","0.0","6.64","1.09","7.25","0.0","0.0","0.0","0.0","37.85","76.35","345.64","172.82","307.8","269.29","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","420.99","0.1","1.08","0.0","6.57","1.08","7.11","0.0","0.0","0.0","0.0","44.96","76.35","345.64","172.82","300.68","269.29","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","420.99","0.1","1.07","0.0","6.46","1.07","6.93","0.0","0.0","0.0","0.0","51.9","76.35","345.64","172.82","293.75","269.29","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","420.99","0.1","1.06","0.0","6.42","1.06","6.83","0.0","0.0","0.0","0.0","58.73","76.35","345.64","172.82","286.92","269.29","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","420.99","0.1","1.05","0.0","6.44","1.05","6.79","0.0","0.0","0.0","0.0","65.52","76.35","345.64","172.82","280.12","269.29","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","420.99","0.1","1.05","0.0","6.34","1.05","6.63","0.0","0.0","0.0","0.0","72.14","76.35","345.64","172.82","273.5","269.29","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","420.99","0.1","1.04","0.0","6.38","1.04","6.61","0.0","0.0","0.0","0.0","0.0","76.35","345.64","172.82","345.64","269.29","78.75","","","","","","",""
"2016.0","8.0","22.0","235.0","420.99","0.1","1.03","0.0","5.96","1.03","6.12","0.0","0.0","0.0","0.0","6.12","76.35","345.64","172.82","339.53","269.29","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","420.99","0.1","1.02","0.0","6.1","1.02","6.2","0.0","0.0","0.0","0.0","12.32","76.35","345.64","172.82","333.32","269.29","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","420.99","0.09","1.01","0.0","6.02","1.01","6.06","0.0","0.0","0.0","0.0","18.38","76.35","345.64","172.82","327.26","269.29","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","420.99","0.09","1.0","0.0","5.81","1.0","5.8","0.0","0.0","0.0","0.0","24.18","76.35","345.64","172.82","321.46","269.29","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","420.99","0.09","0.99","0.0","5.42","0.99","5.36","0.0","0.0","0.0","0.0","29.54","76.35","345.64","172.82","316.1","269.29","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","420.99","0.09","0.98","0.0","5.32","0.98","5.21","0.0","0.0","0.0","0.0","34.75","76.35","345.64","172.82","310.89","269.29","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","420.99","0.09","0.97","0.0","5.62","0.97","5.45","0.0","0.0","0.0","0.0","40.2","76.35","345.64","172.82","305.44","269.29","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","420.99","0.09","0.96","0.0","5.87","0.96","5.64","0.0","0.0","0.0","0.0","45.84","86.41","345.64","172.82","299.81","259.23","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","420.99","0.09","0.95","0.0","6.32","0.95","6.01","0.0","0.0","0.0","0.0","51.85","86.41","345.64","172.82","293.8","259.23","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","420.99","0.09","0.94","0.0","6.07","0.94","5.71","0.0","0.0","0.0","0.0","57.56","86.41","345.64","172.82","288.08","259.23","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","420.99","0.09","0.93","0.0","5.28","0.93","4.92","0.0","0.0","0.0","0.0","62.48","86.41","345.64","172.82","283.16","259.23","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","420.99","0.09","0.92","0.0","5.32","0.92","4.91","0.0","0.0","0.0","0.0","67.39","86.41","345.64","172.82","278.25","259.23","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","420.99","0.09","0.91","0.0","5.21","0.91","4.76","0.0","0.0","0.0","0.0","72.15","86.41","345.64","172.82","273.5","259.23","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","420.99","0.09","0.9","0.0","4.61","0.9","4.17","0.0","0.0","0.0","0.0","76.31","86.41","345.64","172.82","269.33","259.23","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","420.99","0.09","0.89","0.0","5.35","0.89","4.78","0.0","0.0","0.0","0.0","81.1","86.41","345.64","172.82","264.55","259.23","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","420.99","0.09","0.88","0.0","5.1","0.88","4.51","0.0","0.0","0.0","0.0","85.61","86.41","345.64","172.82","260.03","259.23","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","420.99","0.09","0.88","0.0","5.65","0.88","4.95","0.0","0.0","0.0","0.0","0.0","86.41","345.64","172.82","345.64","259.23","90.56","","","","","","",""
"2016.0","9.0","8.0","252.0","420.99","0.09","0.87","0.0","5.78","0.87","5.01","0.0","0.0","0.0","0.0","5.01","86.41","345.64","172.82","340.64","259.23","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","420.99","0.09","0.86","0.0","5.43","0.86","4.65","0.0","0.0","0.0","0.0","9.66","86.41","345.64","172.82","335.99","259.23","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","420.99","0.09","0.85","0.0","5.49","0.85","4.65","0.0","0.0","0.0","0.0","14.31","86.41","345.64","172.82","331.34","259.23","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","420.99","0.09","0.84","0.0","5.04","0.84","4.22","0.0","0.0","0.0","0.0","18.53","86.41","345.64","172.82","327.11","259.23","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","420.99","0.09","0.83","0.0","4.58","0.83","3.79","0.0","0.0","0.0","0.0","22.32","86.41","345.64","172.82","323.32","259.23","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","420.99","0.09","0.82","0.0","3.88","0.82","3.18","0.0","0.0","0.0","0.0","25.5","86.41","345.64","172.82","320.14","259.23","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","420.99","0.09","0.81","0.0","4.27","0.81","3.46","0.0","0.0","0.0","0.0","28.96","86.41","345.64","172.82","316.69","259.23","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","420.99","0.09","0.8","0.0","4.71","0.8","3.77","0.0","0.0","0.0","0.0","32.72","86.41","345.64","172.82","312.92","259.23","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","420.99","0.09","0.0","0.0","4.88","0.09","0.43","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","420.99","0.09","0.0","0.0","4.88","0.09","0.43","0.0","0.0","0.0","0.0","24.73","24.3","345.64","172.82","320.91","321.34","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","420.99","0.09","0.0","0.0","4.73","0.09","0.41","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","420.99","0.09","0.0","0.0","5.2","0.09","0.45","0.0","0.0","0.0","0.0","24.75","24.3","345.64","172.82","320.89","321.34","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","420.99","0.09","0.0","0.0","5.65","0.09","0.49","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","420.99","0.09","0.0","0.0","5.42","0.09","0.47","0.0","0.0","0.0","0.0","24.77","24.3","345.64","172.82","320.87","321.34","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","420.99","0.09","0.0","0.0","4.4","0.09","0.38","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","420.99","0.09","0.0","0.0","4.74","0.09","0.41","0.0","0.0","0.0","0.0","24.71","24.3","345.64","172.82","320.93","321.34","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","420.99","0.09","0.0","0.0","4.57","0.09","0.39","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","420.99","0.09","0.0","0.0","4.23","0.09","0.36","0.0","0.0","0.0","0.0","24.66","24.3","345.64","172.82","320.98","321.34","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","420.99","0.09","0.0","0.0","4.58","0.09","0.39","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","420.99","0.09","0.0","0.0","4.68","0.09","0.4","0.0","0.0","0.0","0.0","24.7","24.3","345.64","172.82","320.94","321.34","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","420.99","0.09","0.0","0.0","4.75","0.09","0.41","0.0","0.0","0.0","0.0","24.3","24.3","345.64","172.82","321.34","321.34","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","420.99","0.09","0.0","0.0","4.71","0.09","0.4","0.0","0.0","0.0","0.0","24.7","24.3","345.64","172.82","320.94","321.34","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","420.99","0.09","0.0","0.0","3.59","0.09","0.31","2.27","2.27","0.0","0.0","22.43","24.3","345.64","172.82","323.21","321.34","0.0","","","","","","",""
