" Daily soil water balance output for Vineyard in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Vineyard in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","6.0","30.0","182.0","10195.45","0.13","0.8","0.0","7.39","0.8","5.91","0.0","0.0","0.0","0.0","117.35","126.66","601.67","300.83","484.32","475.01","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","10195.45","0.13","0.8","0.0","7.26","0.8","5.81","0.0","0.0","0.0","0.0","123.16","126.66","601.67","300.83","478.51","475.01","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","10195.45","0.13","0.8","0.0","7.24","0.8","5.79","0.0","0.0","0.0","0.0","0.0","126.66","601.67","300.83","601.67","475.01","128.95","","","","","","",""
"2016.0","7.0","3.0","185.0","10195.45","0.13","0.8","0.0","7.51","0.8","6.01","0.0","0.0","0.0","0.0","6.01","126.66","601.67","300.83","595.66","475.01","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","10195.45","0.13","0.8","0.0","7.04","0.8","5.63","0.0","0.0","0.0","0.0","11.64","126.66","601.67","300.83","590.03","475.01","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","10195.45","0.12","0.8","0.0","6.26","0.8","5.01","0.0","0.0","0.0","0.0","16.65","126.66","601.67","300.83","585.02","475.01","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","10195.45","0.12","0.8","0.0","6.37","0.8","5.1","0.0","0.0","0.0","0.0","21.74","126.66","601.67","300.83","579.93","475.01","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","10195.45","0.12","0.8","0.0","6.44","0.8","5.15","0.0","0.0","0.0","0.0","26.9","126.66","601.67","300.83","574.77","475.01","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","10195.45","0.12","0.8","0.0","7.13","0.8","5.7","0.0","0.0","0.0","0.0","32.6","126.66","601.67","300.83","569.07","475.01","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","10195.45","0.12","0.8","0.0","6.55","0.8","5.24","0.0","0.0","0.0","0.0","37.84","126.66","601.67","300.83","563.83","475.01","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","10195.45","0.12","0.8","0.0","6.42","0.8","5.14","0.0","0.0","0.0","0.0","42.98","126.66","601.67","300.83","558.69","475.01","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","10195.45","0.12","0.8","0.0","7.21","0.8","5.77","0.0","0.0","0.0","0.0","48.74","126.66","601.67","300.83","552.93","475.01","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","10195.45","0.12","0.8","0.0","6.93","0.8","5.54","0.0","0.0","0.0","0.0","54.29","126.66","601.67","300.83","547.38","475.01","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","10195.45","0.12","0.8","0.0","7.3","0.8","5.84","0.0","0.0","0.0","0.0","60.13","126.66","601.67","300.83","541.54","475.01","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","10195.45","0.12","0.8","0.0","7.47","0.8","5.98","0.0","0.0","0.0","0.0","66.1","126.66","601.67","300.83","535.57","475.01","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","10195.45","0.12","0.8","0.0","7.42","0.8","5.94","0.0","0.0","0.0","0.0","72.04","126.66","601.67","300.83","529.63","475.01","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","10195.45","0.11","0.8","0.0","7.04","0.8","5.63","0.0","0.0","0.0","0.0","77.67","126.66","601.67","300.83","524.0","475.01","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","10195.45","0.11","0.8","0.0","6.77","0.8","5.42","0.0","0.0","0.0","0.0","83.09","126.66","601.67","300.83","518.58","475.01","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","10195.45","0.11","0.8","0.0","6.39","0.8","5.11","0.0","0.0","0.0","0.0","88.2","126.66","601.67","300.83","513.47","475.01","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","10195.45","0.11","0.8","0.0","6.61","0.8","5.29","0.0","0.0","0.0","0.0","93.49","126.66","601.67","300.83","508.18","475.01","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","10195.45","0.11","0.8","0.0","6.99","0.8","5.59","0.0","0.0","0.0","0.0","99.08","126.66","601.67","300.83","502.59","475.01","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","10195.45","0.11","0.8","0.0","7.31","0.8","5.85","0.0","0.0","0.0","0.0","104.93","126.66","601.67","300.83","496.74","475.01","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","10195.45","0.11","0.8","0.0","7.05","0.8","5.64","0.0","0.0","0.0","0.0","110.57","126.66","601.67","300.83","491.1","475.01","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","10195.45","0.11","0.8","0.0","7.68","0.8","6.14","0.0","0.0","0.0","0.0","116.71","126.66","601.67","300.83","484.96","475.01","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","10195.45","0.11","0.8","0.0","7.45","0.8","5.96","0.0","0.0","0.0","0.0","122.67","126.66","601.67","300.83","479.0","475.01","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","10195.45","0.11","0.8","0.0","7.34","0.8","5.87","0.0","0.0","0.0","0.0","0.0","126.66","601.67","300.83","601.67","475.01","128.54","","","","","","",""
"2016.0","7.0","26.0","208.0","10195.45","0.11","0.8","0.0","7.28","0.8","5.82","0.0","0.0","0.0","0.0","5.82","126.66","601.67","300.83","595.85","475.01","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","10195.45","0.11","0.8","0.0","7.81","0.8","6.25","0.0","0.0","0.0","0.0","12.07","126.66","601.67","300.83","589.6","475.01","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","10195.45","0.11","0.8","0.0","7.74","0.8","6.19","0.0","0.0","0.0","0.0","18.26","126.66","601.67","300.83","583.41","475.01","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","10195.45","0.1","0.8","0.0","7.69","0.8","6.15","0.0","0.0","0.0","0.0","24.42","126.66","601.67","300.83","577.25","475.01","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","10195.45","0.1","0.8","0.0","8.02","0.8","6.42","0.0","0.0","0.0","0.0","30.83","126.66","601.67","300.83","570.84","475.01","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","10195.45","0.1","0.8","0.0","7.16","0.8","5.73","0.0","0.0","0.0","0.0","36.56","126.66","601.67","300.83","565.11","475.01","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","10195.45","0.1","0.8","0.0","6.81","0.8","5.45","0.0","0.0","0.0","0.0","42.01","126.66","601.67","300.83","559.66","475.01","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","10195.45","0.1","0.8","0.0","6.63","0.8","5.3","0.0","0.0","0.0","0.0","47.31","126.66","601.67","300.83","554.36","475.01","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","10195.45","0.1","0.8","0.0","7.11","0.8","5.69","0.0","0.0","0.0","0.0","53.0","126.66","601.67","300.83","548.67","475.01","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","10195.45","0.1","0.8","0.0","6.21","0.8","4.97","0.0","0.0","0.0","0.0","57.97","126.66","601.67","300.83","543.7","475.01","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","10195.45","0.1","0.8","0.0","5.71","0.8","4.57","0.0","0.0","0.0","0.0","62.54","126.66","601.67","300.83","539.13","475.01","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","10195.45","0.1","0.8","0.0","6.04","0.8","4.83","0.0","0.0","0.0","0.0","67.37","126.66","601.67","300.83","534.3","475.01","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","10195.45","0.1","0.8","0.0","6.06","0.8","4.85","0.0","0.0","0.0","0.0","72.22","126.66","601.67","300.83","529.45","475.01","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","10195.45","0.1","0.8","0.0","6.5","0.8","5.2","0.0","0.0","0.0","0.0","77.42","126.66","601.67","300.83","524.25","475.01","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","10195.45","0.1","0.8","0.0","6.23","0.8","4.98","0.0","0.0","0.0","0.0","82.4","126.66","601.67","300.83","519.27","475.01","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","10195.45","0.1","0.8","0.0","6.33","0.8","5.06","0.0","0.0","0.0","0.0","87.46","126.66","601.67","300.83","514.21","475.01","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","10195.45","0.1","0.8","0.0","6.49","0.8","5.19","0.0","0.0","0.0","0.0","92.66","126.66","601.67","300.83","509.01","475.01","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","10195.45","0.1","0.8","0.0","6.71","0.8","5.37","0.0","0.0","0.0","0.0","98.02","126.66","601.67","300.83","503.65","475.01","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","10195.45","0.1","0.8","0.0","7.07","0.8","5.66","0.0","0.0","0.0","0.0","103.68","126.66","601.67","300.83","497.99","475.01","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","10195.45","0.1","0.8","0.0","7.29","0.8","5.83","0.0","0.0","0.0","0.0","109.51","126.66","601.67","300.83","492.16","475.01","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","10195.45","0.1","0.8","0.0","6.66","0.8","5.33","0.0","0.0","0.0","0.0","114.84","126.66","601.67","300.83","486.83","475.01","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","10195.45","0.1","0.8","0.0","6.67","0.8","5.34","0.0","0.0","0.0","0.0","120.18","150.42","601.67","300.83","481.49","451.25","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","10195.45","0.09","0.79","0.0","6.55","0.79","5.18","0.0","0.0","0.0","0.0","125.35","150.42","601.67","300.83","476.32","451.25","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","10195.45","0.09","0.78","0.0","6.51","0.78","5.08","0.0","0.0","0.0","0.0","130.43","150.42","601.67","300.83","471.24","451.25","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","10195.45","0.09","0.77","0.0","6.48","0.77","4.99","0.0","0.0","0.0","0.0","135.43","150.42","601.67","300.83","466.24","451.25","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","10195.45","0.09","0.76","0.0","6.39","0.76","4.86","0.0","0.0","0.0","0.0","140.29","150.42","601.67","300.83","461.38","451.25","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","10195.45","0.09","0.75","0.0","6.41","0.75","4.81","0.0","0.0","0.0","0.0","145.1","150.42","601.67","300.83","456.57","451.25","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","10195.45","0.09","0.74","0.0","6.18","0.74","4.58","0.0","0.0","0.0","0.0","149.68","150.42","601.67","300.83","451.99","451.25","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","10195.45","0.09","0.73","0.0","6.06","0.73","4.43","0.0","0.0","0.0","0.0","0.0","150.42","601.67","300.83","601.67","451.25","154.12","","","","","","",""
"2016.0","8.0","24.0","237.0","10195.45","0.09","0.72","0.0","5.99","0.72","4.32","0.0","0.0","0.0","0.0","4.32","150.42","601.67","300.83","597.35","451.25","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","10195.45","0.09","0.71","0.0","5.86","0.71","4.17","0.0","0.0","0.0","0.0","8.5","150.42","601.67","300.83","593.17","451.25","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","10195.45","0.09","0.7","0.0","5.48","0.7","3.85","0.0","0.0","0.0","0.0","12.34","150.42","601.67","300.83","589.33","451.25","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","10195.45","0.09","0.69","0.0","5.34","0.69","3.7","0.0","0.0","0.0","0.0","16.04","150.42","601.67","300.83","585.63","451.25","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","10195.45","0.09","0.68","0.0","5.69","0.68","3.88","0.0","0.0","0.0","0.0","19.92","150.42","601.67","300.83","581.74","451.25","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","10195.45","0.09","0.67","0.0","5.85","0.67","3.94","0.0","0.0","0.0","0.0","23.86","150.42","601.67","300.83","577.81","451.25","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","10195.45","0.09","0.66","0.0","6.27","0.66","4.16","0.0","0.0","0.0","0.0","28.02","150.42","601.67","300.83","573.65","451.25","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","10195.45","0.09","0.65","0.0","6.04","0.65","3.95","0.0","0.0","0.0","0.0","31.96","150.42","601.67","300.83","569.71","451.25","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","10195.45","0.09","0.64","0.0","5.2","0.64","3.35","0.0","0.0","0.0","0.0","35.31","150.42","601.67","300.83","566.36","451.25","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","10195.45","0.09","0.63","0.0","5.28","0.63","3.35","0.0","0.0","0.0","0.0","38.66","150.42","601.67","300.83","563.01","451.25","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","10195.45","0.09","0.62","0.0","5.28","0.62","3.29","0.0","0.0","0.0","0.0","41.95","150.42","601.67","300.83","559.72","451.25","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","10195.45","0.09","0.61","0.0","4.62","0.61","2.84","0.0","0.0","0.0","0.0","44.79","150.42","601.67","300.83","556.88","451.25","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","10195.45","0.09","0.6","0.0","5.38","0.6","3.25","0.0","0.0","0.0","0.0","48.04","150.42","601.67","300.83","553.63","451.25","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","10195.45","0.09","0.59","0.0","5.09","0.59","3.03","0.0","0.0","0.0","0.0","51.06","150.42","601.67","300.83","550.6","451.25","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","10195.45","0.09","0.58","0.0","5.71","0.58","3.34","0.0","0.0","0.0","0.0","54.4","150.42","601.67","300.83","547.27","451.25","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","10195.45","0.09","0.58","0.0","5.88","0.58","3.38","0.0","0.0","0.0","0.0","57.79","150.42","601.67","300.83","543.88","451.25","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","10195.45","0.09","0.57","0.0","5.42","0.57","3.06","0.0","0.0","0.0","0.0","60.85","150.42","601.67","300.83","540.82","451.25","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","10195.45","0.09","0.56","0.0","5.5","0.56","3.05","0.0","0.0","0.0","0.0","63.9","150.42","601.67","300.83","537.77","451.25","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","10195.45","0.09","0.55","0.0","4.98","0.55","2.72","0.0","0.0","0.0","0.0","66.62","150.42","601.67","300.83","535.05","451.25","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","10195.45","0.09","0.54","0.0","4.45","0.54","2.38","0.0","0.0","0.0","0.0","69.01","150.42","601.67","300.83","532.66","451.25","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","10195.45","0.09","0.53","0.0","3.88","0.53","2.04","0.0","0.0","0.0","0.0","71.05","150.42","601.67","300.83","530.62","451.25","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","10195.45","0.09","0.52","0.0","4.26","0.52","2.2","0.0","0.0","0.0","0.0","73.25","150.42","601.67","300.83","528.42","451.25","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","10195.45","0.09","0.51","0.0","4.66","0.51","2.36","0.0","0.0","0.0","0.0","75.61","150.42","601.67","300.83","526.06","451.25","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","10195.45","0.09","0.5","0.0","4.85","0.5","2.41","0.0","0.0","0.0","0.0","78.02","150.42","601.67","300.83","523.65","451.25","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","10195.45","0.09","0.49","0.0","4.9","0.49","2.39","0.0","0.0","0.0","0.0","80.4","150.42","601.67","300.83","521.27","451.25","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","10195.45","0.09","0.48","0.0","4.71","0.48","2.25","0.0","0.0","0.0","0.0","82.65","150.42","601.67","300.83","519.02","451.25","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","10195.45","0.09","0.47","0.0","5.26","0.47","2.46","0.0","0.0","0.0","0.0","85.11","150.42","601.67","300.83","516.56","451.25","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","10195.45","0.09","0.46","0.0","5.95","0.46","2.72","0.0","0.0","0.0","0.0","87.83","150.42","601.67","300.83","513.84","451.25","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","10195.45","0.08","0.45","0.0","5.65","0.45","2.53","0.0","0.0","0.0","0.0","90.36","150.42","601.67","300.83","511.31","451.25","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","10195.45","0.08","0.44","0.0","4.38","0.44","1.92","0.0","0.0","0.0","0.0","92.28","150.42","601.67","300.83","509.39","451.25","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","10195.45","0.08","0.43","0.0","4.65","0.43","1.99","0.0","0.0","0.0","0.0","94.27","150.42","601.67","300.83","507.4","451.25","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","10195.45","0.08","0.42","0.0","4.71","0.42","1.97","0.0","0.0","0.0","0.0","96.24","150.42","601.67","300.83","505.43","451.25","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","10195.45","0.08","0.41","0.0","4.31","0.41","1.76","0.0","0.0","0.0","0.0","98.0","150.42","601.67","300.83","503.67","451.25","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","10195.45","0.08","0.4","0.0","4.55","0.4","1.82","0.0","0.0","0.0","0.0","99.82","150.42","601.67","300.83","501.85","451.25","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","10195.45","0.08","0.39","0.0","4.71","0.39","1.83","0.0","0.0","0.0","0.0","101.65","150.42","601.67","300.83","500.02","451.25","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","10195.45","0.08","0.38","0.0","4.84","0.38","1.84","0.0","0.0","0.0","0.0","103.49","150.42","601.67","300.83","498.18","451.25","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","10195.45","0.08","0.37","0.0","4.79","0.37","1.77","0.0","0.0","0.0","0.0","105.26","150.42","601.67","300.83","496.41","451.25","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","10195.45","0.08","0.36","0.0","3.68","0.36","1.32","0.46","0.46","0.0","0.0","106.12","150.42","601.67","300.83","495.55","451.25","0.0","","","","","","",""
