" Daily soil water balance output for Olives in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Olives in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","1418.65","0.14","0.7","0.0","7.23","0.7","5.06","0.0","0.0","0.0","0.0","81.25","86.72","395.02","197.51","313.77","308.3","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","1418.65","0.13","0.7","0.0","7.18","0.7","5.03","0.0","0.0","0.0","0.0","86.28","86.72","395.02","197.51","308.75","308.3","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","1418.65","0.13","0.7","0.0","7.44","0.7","5.21","0.0","0.0","0.0","0.0","0.0","86.72","395.02","197.51","395.02","308.3","91.48","","","","","","",""
"2016.0","7.0","4.0","186.0","1418.65","0.13","0.7","0.0","7.0","0.7","4.9","0.0","0.0","0.0","0.0","4.9","86.72","395.02","197.51","390.12","308.3","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","1418.65","0.13","0.7","0.0","6.29","0.7","4.4","0.0","0.0","0.0","0.0","9.3","86.72","395.02","197.51","385.72","308.3","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","1418.65","0.13","0.7","0.0","6.38","0.7","4.47","0.0","0.0","0.0","0.0","13.77","86.72","395.02","197.51","381.25","308.3","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","1418.65","0.13","0.7","0.0","6.53","0.7","4.57","0.0","0.0","0.0","0.0","18.34","86.72","395.02","197.51","376.68","308.3","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","1418.65","0.13","0.7","0.0","7.11","0.7","4.98","0.0","0.0","0.0","0.0","23.32","86.72","395.02","197.51","371.7","308.3","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","1418.65","0.13","0.7","0.0","6.6","0.7","4.62","0.0","0.0","0.0","0.0","27.94","86.72","395.02","197.51","367.08","308.3","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","1418.65","0.13","0.7","0.0","6.47","0.7","4.53","0.0","0.0","0.0","0.0","32.47","86.72","395.02","197.51","362.55","308.3","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","1418.65","0.12","0.7","0.0","7.23","0.7","5.06","0.0","0.0","0.0","0.0","37.53","86.72","395.02","197.51","357.49","308.3","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","1418.65","0.12","0.7","0.0","6.91","0.7","4.84","0.0","0.0","0.0","0.0","42.36","86.72","395.02","197.51","352.66","308.3","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","1418.65","0.12","0.7","0.0","7.23","0.7","5.06","0.0","0.0","0.0","0.0","47.43","86.72","395.02","197.51","347.6","308.3","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","1418.65","0.12","0.7","0.0","7.4","0.7","5.18","0.0","0.0","0.0","0.0","52.61","86.72","395.02","197.51","342.42","308.3","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","1418.65","0.12","0.7","0.0","7.32","0.7","5.12","0.0","0.0","0.0","0.0","57.73","86.72","395.02","197.51","337.29","308.3","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","1418.65","0.12","0.7","0.0","7.01","0.7","4.91","0.0","0.0","0.0","0.0","62.64","86.72","395.02","197.51","332.38","308.3","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","1418.65","0.12","0.7","0.0","6.76","0.7","4.73","0.0","0.0","0.0","0.0","67.37","86.72","395.02","197.51","327.65","308.3","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","1418.65","0.12","0.7","0.0","6.37","0.7","4.46","0.0","0.0","0.0","0.0","71.83","86.72","395.02","197.51","323.19","308.3","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","1418.65","0.12","0.7","0.0","6.63","0.7","4.64","0.0","0.0","0.0","0.0","76.47","86.72","395.02","197.51","318.55","308.3","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","1418.65","0.12","0.7","0.0","7.06","0.7","4.94","0.0","0.0","0.0","0.0","81.41","86.72","395.02","197.51","313.61","308.3","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","1418.65","0.11","0.7","0.0","7.27","0.7","5.09","0.0","0.0","0.0","0.0","86.5","86.72","395.02","197.51","308.52","308.3","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","1418.65","0.11","0.7","0.0","7.13","0.7","4.99","0.0","0.0","0.0","0.0","0.0","86.72","395.02","197.51","395.02","308.3","91.49","","","","","","",""
"2016.0","7.0","23.0","205.0","1418.65","0.11","0.7","0.0","7.72","0.7","5.4","0.0","0.0","0.0","0.0","5.4","86.72","395.02","197.51","389.62","308.3","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","1418.65","0.11","0.7","0.0","7.38","0.7","5.17","0.0","0.0","0.0","0.0","10.57","86.72","395.02","197.51","384.45","308.3","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","1418.65","0.11","0.7","0.0","7.29","0.7","5.1","0.0","0.0","0.0","0.0","15.67","86.72","395.02","197.51","379.35","308.3","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","1418.65","0.11","0.7","0.0","7.3","0.7","5.11","0.0","0.0","0.0","0.0","20.78","86.72","395.02","197.51","374.24","308.3","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","1418.65","0.11","0.7","0.0","7.67","0.7","5.37","0.0","0.0","0.0","0.0","26.15","86.72","395.02","197.51","368.87","308.3","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","1418.65","0.11","0.7","0.0","7.66","0.7","5.36","0.0","0.0","0.0","0.0","31.51","86.72","395.02","197.51","363.51","308.3","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","1418.65","0.11","0.7","0.0","7.57","0.7","5.3","0.0","0.0","0.0","0.0","36.81","86.72","395.02","197.51","358.21","308.3","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","1418.65","0.11","0.7","0.0","7.81","0.7","5.47","0.0","0.0","0.0","0.0","42.28","86.72","395.02","197.51","352.74","308.3","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","1418.65","0.11","0.7","0.0","6.98","0.7","4.89","0.0","0.0","0.0","0.0","47.17","86.72","395.02","197.51","347.85","308.3","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","1418.65","0.11","0.7","0.0","6.7","0.7","4.69","0.0","0.0","0.0","0.0","51.86","86.72","395.02","197.51","343.16","308.3","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","1418.65","0.11","0.7","0.0","6.65","0.7","4.66","0.0","0.0","0.0","0.0","56.51","86.72","395.02","197.51","338.51","308.3","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","1418.65","0.1","0.7","0.0","7.01","0.7","4.91","0.0","0.0","0.0","0.0","61.42","86.72","395.02","197.51","333.6","308.3","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","1418.65","0.1","0.7","0.0","6.22","0.7","4.35","0.0","0.0","0.0","0.0","65.77","86.72","395.02","197.51","329.25","308.3","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","1418.65","0.1","0.7","0.0","5.72","0.7","4.0","0.0","0.0","0.0","0.0","69.78","86.72","395.02","197.51","325.24","308.3","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","1418.65","0.1","0.7","0.0","6.01","0.7","4.21","0.0","0.0","0.0","0.0","73.98","86.72","395.02","197.51","321.04","308.3","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","1418.65","0.1","0.7","0.0","6.09","0.7","4.26","0.0","0.0","0.0","0.0","78.25","86.72","395.02","197.51","316.77","308.3","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","1418.65","0.1","0.7","0.0","6.44","0.7","4.51","0.0","0.0","0.0","0.0","82.75","86.72","395.02","197.51","312.27","308.3","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","1418.65","0.1","0.7","0.0","6.18","0.7","4.33","0.0","0.0","0.0","0.0","0.0","86.72","395.02","197.51","395.02","308.3","87.08","","","","","","",""
"2016.0","8.0","10.0","223.0","1418.65","0.1","0.7","0.0","6.26","0.7","4.38","0.0","0.0","0.0","0.0","4.38","86.72","395.02","197.51","390.64","308.3","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","1418.65","0.1","0.7","0.0","6.46","0.7","4.52","0.0","0.0","0.0","0.0","8.9","86.72","395.02","197.51","386.12","308.3","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","1418.65","0.1","0.7","0.0","6.65","0.7","4.66","0.0","0.0","0.0","0.0","13.56","86.72","395.02","197.51","381.46","308.3","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","1418.65","0.1","0.7","0.0","7.06","0.7","4.94","0.0","0.0","0.0","0.0","18.5","86.72","395.02","197.51","376.52","308.3","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","1418.65","0.1","0.7","0.0","7.26","0.7","5.08","0.0","0.0","0.0","0.0","23.58","86.72","395.02","197.51","371.44","308.3","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","1418.65","0.1","0.7","0.0","6.64","0.7","4.65","0.0","0.0","0.0","0.0","28.23","86.72","395.02","197.51","366.79","308.3","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","1418.65","0.1","0.7","0.0","6.57","0.7","4.6","0.0","0.0","0.0","0.0","32.83","86.72","395.02","197.51","362.19","308.3","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","1418.65","0.1","0.7","0.0","6.46","0.7","4.52","0.0","0.0","0.0","0.0","37.35","86.72","395.02","197.51","357.67","308.3","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","1418.65","0.1","0.7","0.0","6.42","0.7","4.49","0.0","0.0","0.0","0.0","41.85","86.72","395.02","197.51","353.17","308.3","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","1418.65","0.1","0.7","0.0","6.44","0.7","4.51","0.0","0.0","0.0","0.0","46.35","86.72","395.02","197.51","348.67","308.3","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","1418.65","0.1","0.7","0.0","6.34","0.7","4.44","0.0","0.0","0.0","0.0","50.79","86.72","395.02","197.51","344.23","308.3","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","1418.65","0.1","0.7","0.0","6.38","0.7","4.47","0.0","0.0","0.0","0.0","55.26","86.72","395.02","197.51","339.76","308.3","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","1418.65","0.1","0.7","0.0","5.96","0.7","4.17","0.0","0.0","0.0","0.0","59.43","86.72","395.02","197.51","335.59","308.3","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","1418.65","0.1","0.7","0.0","6.1","0.7","4.27","0.0","0.0","0.0","0.0","63.7","86.72","395.02","197.51","331.32","308.3","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","1418.65","0.09","0.7","0.0","6.02","0.7","4.21","0.0","0.0","0.0","0.0","67.91","86.72","395.02","197.51","327.11","308.3","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","1418.65","0.09","0.7","0.0","5.81","0.7","4.07","0.0","0.0","0.0","0.0","71.98","86.72","395.02","197.51","323.04","308.3","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","1418.65","0.09","0.7","0.0","5.42","0.7","3.79","0.0","0.0","0.0","0.0","75.78","86.72","395.02","197.51","319.25","308.3","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","1418.65","0.09","0.7","0.0","5.32","0.7","3.72","0.0","0.0","0.0","0.0","79.5","86.72","395.02","197.51","315.52","308.3","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","1418.65","0.09","0.7","0.0","5.62","0.7","3.93","0.0","0.0","0.0","0.0","83.43","86.72","395.02","197.51","311.59","308.3","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","1418.65","0.09","0.7","0.0","5.87","0.7","4.11","0.0","0.0","0.0","0.0","0.0","86.72","395.02","197.51","395.02","308.3","87.54","","","","","","",""
"2016.0","8.0","30.0","243.0","1418.65","0.09","0.7","0.0","6.32","0.7","4.42","0.0","0.0","0.0","0.0","4.42","86.72","395.02","197.51","390.6","308.3","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","1418.65","0.09","0.7","0.0","6.07","0.7","4.25","0.0","0.0","0.0","0.0","8.67","86.72","395.02","197.51","386.35","308.3","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","1418.65","0.09","0.7","0.0","5.28","0.7","3.7","0.0","0.0","0.0","0.0","12.37","86.72","395.02","197.51","382.65","308.3","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","1418.65","0.09","0.7","0.0","5.32","0.7","3.72","0.0","0.0","0.0","0.0","16.09","86.72","395.02","197.51","378.93","308.3","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","1418.65","0.09","0.7","0.0","5.21","0.7","3.65","0.0","0.0","0.0","0.0","19.74","86.72","395.02","197.51","375.28","308.3","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","1418.65","0.09","0.7","0.0","4.61","0.7","3.23","0.0","0.0","0.0","0.0","22.97","86.72","395.02","197.51","372.05","308.3","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","1418.65","0.09","0.7","0.0","5.35","0.7","3.75","0.0","0.0","0.0","0.0","26.71","86.72","395.02","197.51","368.31","308.3","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","1418.65","0.09","0.7","0.0","5.1","0.7","3.57","0.0","0.0","0.0","0.0","30.28","86.72","395.02","197.51","364.74","308.3","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","1418.65","0.09","0.7","0.0","5.65","0.7","3.96","0.0","0.0","0.0","0.0","34.24","86.72","395.02","197.51","360.78","308.3","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","1418.65","0.09","0.7","0.0","5.78","0.7","4.05","0.0","0.0","0.0","0.0","38.28","86.72","395.02","197.51","356.74","308.3","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","1418.65","0.09","0.7","0.0","5.43","0.7","3.8","0.0","0.0","0.0","0.0","42.08","86.72","395.02","197.51","352.94","308.3","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","1418.65","0.09","0.7","0.0","5.49","0.7","3.84","0.0","0.0","0.0","0.0","45.93","86.72","395.02","197.51","349.09","308.3","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","1418.65","0.09","0.7","0.0","5.04","0.7","3.53","0.0","0.0","0.0","0.0","49.46","86.72","395.02","197.51","345.57","308.3","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","1418.65","0.09","0.7","0.0","4.58","0.7","3.21","0.0","0.0","0.0","0.0","52.66","86.72","395.02","197.51","342.36","308.3","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","1418.65","0.09","0.7","0.0","3.88","0.7","2.72","0.0","0.0","0.0","0.0","55.38","86.72","395.02","197.51","339.64","308.3","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","1418.65","0.09","0.7","0.0","4.27","0.7","2.99","0.0","0.0","0.0","0.0","58.37","86.72","395.02","197.51","336.65","308.3","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","1418.65","0.09","0.7","0.0","4.71","0.7","3.3","0.0","0.0","0.0","0.0","61.66","86.72","395.02","197.51","333.36","308.3","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","1418.65","0.09","0.7","0.0","4.88","0.7","3.42","0.0","0.0","0.0","0.0","65.08","86.72","395.02","197.51","329.94","308.3","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","1418.65","0.09","0.7","0.0","4.88","0.7","3.42","0.0","0.0","0.0","0.0","68.5","86.72","395.02","197.51","326.53","308.3","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","1418.65","0.09","0.7","0.0","4.73","0.7","3.31","0.0","0.0","0.0","0.0","71.81","86.72","395.02","197.51","323.21","308.3","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","1418.65","0.09","0.7","0.0","5.2","0.7","3.64","0.0","0.0","0.0","0.0","75.45","86.72","395.02","197.51","319.57","308.3","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","1418.65","0.09","0.7","0.0","5.65","0.7","3.96","0.0","0.0","0.0","0.0","79.4","86.72","395.02","197.51","315.62","308.3","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","1418.65","0.09","0.7","0.0","5.42","0.7","3.79","0.0","0.0","0.0","0.0","83.2","86.72","395.02","197.51","311.83","308.3","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","1418.65","0.09","0.7","0.0","4.4","0.7","3.08","0.0","0.0","0.0","0.0","86.28","86.72","395.02","197.51","308.75","308.3","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","1418.65","0.09","0.7","0.0","4.74","0.7","3.32","0.0","0.0","0.0","0.0","0.0","86.72","395.02","197.51","395.02","308.3","89.59","","","","","","",""
"2016.0","9.0","24.0","268.0","1418.65","0.09","0.7","0.0","4.57","0.7","3.2","0.0","0.0","0.0","0.0","3.2","86.72","395.02","197.51","391.82","308.3","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","1418.65","0.09","0.7","0.0","4.23","0.7","2.96","0.0","0.0","0.0","0.0","6.16","86.72","395.02","197.51","388.86","308.3","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","1418.65","0.09","0.7","0.0","4.58","0.7","3.21","0.0","0.0","0.0","0.0","9.37","86.72","395.02","197.51","385.65","308.3","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","1418.65","0.09","0.7","0.0","4.68","0.7","3.28","0.0","0.0","0.0","0.0","12.64","86.72","395.02","197.51","382.38","308.3","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","1418.65","0.09","0.7","0.0","4.75","0.7","3.33","0.0","0.0","0.0","0.0","15.97","86.72","395.02","197.51","379.05","308.3","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","1418.65","0.09","0.7","0.0","4.71","0.7","3.3","0.0","0.0","0.0","0.0","19.26","86.72","395.02","197.51","375.76","308.3","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","1418.65","0.09","0.7","0.0","3.59","0.7","2.51","2.27","2.27","0.0","0.0","19.51","86.72","395.02","197.51","375.51","308.3","0.0","","","","","","",""
