" Daily soil water balance output for Potatoes in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Potatoes in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","3143.77","0.14","0.7","0.0","7.23","0.7","5.06","0.0","0.0","0.0","0.0","15.83","49.38","197.51","98.76","181.68","148.13","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","3143.77","0.13","0.0","0.0","7.18","0.13","0.96","0.0","0.0","0.0","0.0","16.79","24.3","197.51","98.76","180.72","173.21","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","3143.77","0.13","0.0","0.0","7.44","0.13","0.99","0.0","0.0","0.0","0.0","17.78","24.3","197.51","98.76","179.73","173.21","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","3143.77","0.13","0.0","0.0","7.0","0.13","0.92","0.0","0.0","0.0","0.0","18.7","24.3","197.51","98.76","178.81","173.21","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","3143.77","0.13","0.0","0.0","6.29","0.13","0.82","0.0","0.0","0.0","0.0","19.52","24.3","197.51","98.76","177.99","173.21","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","3143.77","0.13","0.0","0.0","6.38","0.13","0.82","0.0","0.0","0.0","0.0","20.34","24.3","197.51","98.76","177.17","173.21","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","3143.77","0.13","0.0","0.0","6.53","0.13","0.84","0.0","0.0","0.0","0.0","21.18","24.3","197.51","98.76","176.33","173.21","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","3143.77","0.13","0.0","0.0","7.11","0.13","0.9","0.0","0.0","0.0","0.0","22.09","24.3","197.51","98.76","175.43","173.21","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","3143.77","0.13","0.0","0.0","6.6","0.13","0.83","0.0","0.0","0.0","0.0","22.92","24.3","197.51","98.76","174.59","173.21","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","3143.77","0.13","0.0","0.0","6.47","0.13","0.81","0.0","0.0","0.0","0.0","23.73","24.3","197.51","98.76","173.78","173.21","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","3143.77","0.12","0.0","0.0","7.23","0.12","0.9","0.0","0.0","0.0","0.0","24.62","24.3","197.51","98.76","172.89","173.21","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","3143.77","0.12","0.0","0.0","6.91","0.12","0.85","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","3143.77","0.12","0.0","0.0","7.23","0.12","0.88","0.0","0.0","0.0","0.0","25.18","24.3","197.51","98.76","172.33","173.21","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","3143.77","0.12","0.0","0.0","7.4","0.12","0.89","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","3143.77","0.12","0.0","0.0","7.32","0.12","0.88","0.0","0.0","0.0","0.0","25.18","24.3","197.51","98.76","172.33","173.21","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","3143.77","0.12","0.0","0.0","7.01","0.12","0.83","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","3143.77","0.12","0.0","0.0","6.76","0.12","0.8","0.0","0.0","0.0","0.0","25.1","24.3","197.51","98.76","172.41","173.21","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","3143.77","0.12","0.0","0.0","6.37","0.12","0.75","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","3143.77","0.12","0.0","0.0","6.63","0.12","0.77","0.0","0.0","0.0","0.0","25.07","24.3","197.51","98.76","172.44","173.21","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","3143.77","0.12","0.0","0.0","7.06","0.12","0.82","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","3143.77","0.11","0.0","0.0","7.27","0.11","0.83","0.0","0.0","0.0","0.0","25.13","24.3","197.51","98.76","172.38","173.21","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","3143.77","0.11","0.0","0.0","7.13","0.11","0.81","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","3143.77","0.11","0.0","0.0","7.72","0.11","0.87","0.0","0.0","0.0","0.0","25.17","24.3","197.51","98.76","172.34","173.21","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","3143.77","0.11","0.0","0.0","7.38","0.11","0.83","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","3143.77","0.11","0.0","0.0","7.29","0.11","0.81","0.0","0.0","0.0","0.0","25.11","24.3","197.51","98.76","172.4","173.21","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","3143.77","0.11","0.0","0.0","7.3","0.11","0.81","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","3143.77","0.11","0.0","0.0","7.67","0.11","0.84","0.0","0.0","0.0","0.0","25.14","24.3","197.51","98.76","172.37","173.21","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","3143.77","0.11","0.0","0.0","7.66","0.11","0.83","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","3143.77","0.11","0.0","0.0","7.57","0.11","0.82","0.0","0.0","0.0","0.0","25.12","24.3","197.51","98.76","172.39","173.21","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","3143.77","0.11","0.0","0.0","7.81","0.11","0.84","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","3143.77","0.11","0.0","0.0","6.98","0.11","0.74","0.0","0.0","0.0","0.0","25.04","24.3","197.51","98.76","172.47","173.21","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","3143.77","0.11","0.0","0.0","6.7","0.11","0.71","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","3143.77","0.11","0.0","0.0","6.65","0.11","0.7","0.0","0.0","0.0","0.0","25.0","24.3","197.51","98.76","172.51","173.21","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","3143.77","0.1","0.0","0.0","7.01","0.1","0.73","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","3143.77","0.1","0.0","0.0","6.22","0.1","0.65","0.0","0.0","0.0","0.0","24.95","24.3","197.51","98.76","172.56","173.21","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","3143.77","0.1","0.0","0.0","5.72","0.1","0.59","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","3143.77","0.1","0.0","0.0","6.01","0.1","0.62","0.0","0.0","0.0","0.0","24.92","24.3","197.51","98.76","172.59","173.21","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","3143.77","0.1","0.0","0.0","6.09","0.1","0.63","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","3143.77","0.1","0.0","0.0","6.44","0.1","0.66","0.0","0.0","0.0","0.0","24.96","24.3","197.51","98.76","172.55","173.21","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","3143.77","0.1","0.0","0.0","6.18","0.1","0.63","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","3143.77","0.1","0.0","0.0","6.26","0.1","0.63","0.0","0.0","0.0","0.0","24.93","24.3","197.51","98.76","172.58","173.21","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","3143.77","0.1","0.0","0.0","6.46","0.1","0.65","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","3143.77","0.1","0.0","0.0","6.65","0.1","0.67","0.0","0.0","0.0","0.0","24.97","24.3","197.51","98.76","172.54","173.21","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","3143.77","0.1","0.0","0.0","7.06","0.1","0.7","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","3143.77","0.1","0.0","0.0","7.26","0.1","0.72","0.0","0.0","0.0","0.0","25.02","24.3","197.51","98.76","172.49","173.21","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","3143.77","0.1","0.0","0.0","6.64","0.1","0.65","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","3143.77","0.1","0.0","0.0","6.57","0.1","0.64","0.0","0.0","0.0","0.0","24.94","24.3","197.51","98.76","172.57","173.21","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","3143.77","0.1","0.0","0.0","6.46","0.1","0.63","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","3143.77","0.1","0.0","0.0","6.42","0.1","0.62","0.0","0.0","0.0","0.0","24.92","24.3","197.51","98.76","172.59","173.21","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","3143.77","0.1","0.0","0.0","6.44","0.1","0.62","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","3143.77","0.1","0.0","0.0","6.34","0.1","0.61","0.0","0.0","0.0","0.0","24.91","24.3","197.51","98.76","172.6","173.21","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","3143.77","0.1","0.0","0.0","6.38","0.1","0.61","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","3143.77","0.1","0.0","0.0","5.96","0.1","0.57","0.0","0.0","0.0","0.0","24.87","24.3","197.51","98.76","172.64","173.21","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","3143.77","0.1","0.0","0.0","6.1","0.1","0.58","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","3143.77","0.09","0.0","0.0","6.02","0.09","0.57","0.0","0.0","0.0","0.0","24.87","24.3","197.51","98.76","172.64","173.21","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","3143.77","0.09","0.0","0.0","5.81","0.09","0.55","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","3143.77","0.09","0.0","0.0","5.42","0.09","0.51","0.0","0.0","0.0","0.0","24.81","24.3","197.51","98.76","172.7","173.21","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","3143.77","0.09","0.0","0.0","5.32","0.09","0.5","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","3143.77","0.09","0.0","0.0","5.62","0.09","0.52","0.0","0.0","0.0","0.0","24.82","24.3","197.51","98.76","172.69","173.21","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","3143.77","0.09","0.0","0.0","5.87","0.09","0.55","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","3143.77","0.09","0.0","0.0","6.32","0.09","0.58","0.0","0.0","0.0","0.0","24.88","24.3","197.51","98.76","172.63","173.21","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","3143.77","0.09","0.0","0.0","6.07","0.09","0.56","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","3143.77","0.09","0.0","0.0","5.28","0.09","0.49","0.0","0.0","0.0","0.0","24.79","24.3","197.51","98.76","172.73","173.21","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","3143.77","0.09","0.0","0.0","5.32","0.09","0.49","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","3143.77","0.09","0.0","0.0","5.21","0.09","0.48","0.0","0.0","0.0","0.0","24.78","24.3","197.51","98.76","172.73","173.21","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","3143.77","0.09","0.0","0.0","4.61","0.09","0.42","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","3143.77","0.09","0.0","0.0","5.35","0.09","0.49","0.0","0.0","0.0","0.0","24.79","24.3","197.51","98.76","172.72","173.21","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","3143.77","0.09","0.0","0.0","5.1","0.09","0.46","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","3143.77","0.09","0.0","0.0","5.65","0.09","0.51","0.0","0.0","0.0","0.0","24.81","24.3","197.51","98.76","172.7","173.21","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","3143.77","0.09","0.0","0.0","5.78","0.09","0.52","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","3143.77","0.09","0.0","0.0","5.43","0.09","0.49","0.0","0.0","0.0","0.0","24.79","24.3","197.51","98.76","172.72","173.21","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","3143.77","0.09","0.0","0.0","5.49","0.09","0.49","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","3143.77","0.09","0.0","0.0","5.04","0.09","0.45","0.0","0.0","0.0","0.0","24.75","24.3","197.51","98.76","172.76","173.21","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","3143.77","0.09","0.0","0.0","4.58","0.09","0.41","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","3143.77","0.09","0.0","0.0","3.88","0.09","0.34","0.0","0.0","0.0","0.0","24.64","24.3","197.51","98.76","172.87","173.21","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","3143.77","0.09","0.0","0.0","4.27","0.09","0.38","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","3143.77","0.09","0.0","0.0","4.71","0.09","0.42","0.0","0.0","0.0","0.0","24.72","24.3","197.51","98.76","172.79","173.21","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","3143.77","0.09","0.0","0.0","4.88","0.09","0.43","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","3143.77","0.09","0.0","0.0","4.88","0.09","0.43","0.0","0.0","0.0","0.0","24.73","24.3","197.51","98.76","172.78","173.21","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","3143.77","0.09","0.0","0.0","4.73","0.09","0.41","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","3143.77","0.09","0.0","0.0","5.2","0.09","0.45","0.0","0.0","0.0","0.0","24.75","24.3","197.51","98.76","172.76","173.21","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","3143.77","0.09","0.0","0.0","5.65","0.09","0.49","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","3143.77","0.09","0.0","0.0","5.42","0.09","0.47","0.0","0.0","0.0","0.0","24.77","24.3","197.51","98.76","172.74","173.21","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","3143.77","0.09","0.0","0.0","4.4","0.09","0.38","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","3143.77","0.09","0.0","0.0","4.74","0.09","0.41","0.0","0.0","0.0","0.0","24.71","24.3","197.51","98.76","172.8","173.21","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","3143.77","0.09","0.0","0.0","4.57","0.09","0.39","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","3143.77","0.09","0.0","0.0","4.23","0.09","0.36","0.0","0.0","0.0","0.0","24.66","24.3","197.51","98.76","172.85","173.21","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","3143.77","0.09","0.0","0.0","4.58","0.09","0.39","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","3143.77","0.09","0.0","0.0","4.68","0.09","0.4","0.0","0.0","0.0","0.0","24.7","24.3","197.51","98.76","172.81","173.21","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","3143.77","0.09","0.0","0.0","4.75","0.09","0.41","0.0","0.0","0.0","0.0","24.3","24.3","197.51","98.76","173.21","173.21","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","3143.77","0.09","0.0","0.0","4.71","0.09","0.4","0.0","0.0","0.0","0.0","24.7","24.3","197.51","98.76","172.81","173.21","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","3143.77","0.09","0.0","0.0","3.59","0.09","0.31","2.27","2.27","0.0","0.0","22.43","24.3","197.51","98.76","175.08","173.21","0.0","","","","","","",""
