" Daily soil water balance output for Other Deciduous in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Other Deciduous in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","132.1","0.12","1.05","0.0","7.32","1.05","7.69","0.0","0.0","0.0","0.0","91.88","100.74","438.91","219.46","347.03","338.17","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","132.1","0.12","1.05","0.0","6.85","1.05","7.19","0.0","0.0","0.0","0.0","99.07","100.74","438.91","219.46","339.84","338.17","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","132.1","0.12","1.05","0.0","6.12","1.05","6.43","0.0","0.0","0.0","0.0","0.0","100.74","438.91","219.46","438.91","338.17","105.5","","","","","","",""
"2016.0","7.0","6.0","188.0","132.1","0.12","1.05","0.0","6.22","1.05","6.53","0.0","0.0","0.0","0.0","6.53","100.74","438.91","219.46","432.38","338.17","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","132.1","0.11","1.05","0.0","6.28","1.05","6.59","0.0","0.0","0.0","0.0","13.13","100.74","438.91","219.46","425.79","338.17","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","132.1","0.11","1.05","0.0","6.99","1.05","7.34","0.0","0.0","0.0","0.0","20.46","100.74","438.91","219.46","418.45","338.17","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","132.1","0.11","1.05","0.0","6.45","1.05","6.77","0.0","0.0","0.0","0.0","27.24","100.74","438.91","219.46","411.68","338.17","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","132.1","0.11","1.05","0.0","6.36","1.05","6.68","0.0","0.0","0.0","0.0","33.91","100.74","438.91","219.46","405.0","338.17","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","132.1","0.11","1.05","0.0","7.12","1.05","7.48","0.0","0.0","0.0","0.0","41.39","100.74","438.91","219.46","397.52","338.17","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","132.1","0.11","1.05","0.0","6.81","1.05","7.15","0.0","0.0","0.0","0.0","48.54","100.74","438.91","219.46","390.37","338.17","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","132.1","0.11","1.05","0.0","7.2","1.05","7.56","0.0","0.0","0.0","0.0","56.1","100.74","438.91","219.46","382.81","338.17","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","132.1","0.11","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","63.84","100.74","438.91","219.46","375.07","338.17","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","132.1","0.11","1.05","0.0","7.27","1.05","7.63","0.0","0.0","0.0","0.0","71.47","100.74","438.91","219.46","367.44","338.17","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","132.1","0.11","1.05","0.0","6.85","1.05","7.19","0.0","0.0","0.0","0.0","78.67","100.74","438.91","219.46","360.25","338.17","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","132.1","0.11","1.05","0.0","6.58","1.05","6.91","0.0","0.0","0.0","0.0","85.57","100.74","438.91","219.46","353.34","338.17","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","132.1","0.11","1.05","0.0","6.24","1.05","6.55","0.0","0.0","0.0","0.0","92.13","100.74","438.91","219.46","346.79","338.17","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","132.1","0.11","1.05","0.0","6.47","1.05","6.79","0.0","0.0","0.0","0.0","98.92","100.74","438.91","219.46","339.99","338.17","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","132.1","0.11","1.05","0.0","6.83","1.05","7.17","0.0","0.0","0.0","0.0","0.0","100.74","438.91","219.46","438.91","338.17","106.09","","","","","","",""
"2016.0","7.0","21.0","203.0","132.1","0.11","1.05","0.0","7.16","1.05","7.52","0.0","0.0","0.0","0.0","7.52","100.74","438.91","219.46","431.39","338.17","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","132.1","0.1","1.05","0.0","6.9","1.05","7.24","0.0","0.0","0.0","0.0","14.76","100.74","438.91","219.46","424.15","338.17","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","132.1","0.1","1.05","0.0","7.55","1.05","7.93","0.0","0.0","0.0","0.0","22.69","100.74","438.91","219.46","416.22","338.17","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","132.1","0.1","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","30.43","100.74","438.91","219.46","408.48","338.17","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","132.1","0.1","1.05","0.0","7.18","1.05","7.54","0.0","0.0","0.0","0.0","37.97","100.74","438.91","219.46","400.94","338.17","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","132.1","0.1","1.05","0.0","7.2","1.05","7.56","0.0","0.0","0.0","0.0","45.53","100.74","438.91","219.46","393.38","338.17","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","132.1","0.1","1.05","0.0","7.7","1.05","8.08","0.0","0.0","0.0","0.0","53.61","100.74","438.91","219.46","385.3","338.17","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","132.1","0.1","1.05","0.0","7.57","1.05","7.95","0.0","0.0","0.0","0.0","61.56","100.74","438.91","219.46","377.35","338.17","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","132.1","0.1","1.05","0.0","7.46","1.05","7.83","0.0","0.0","0.0","0.0","69.39","100.74","438.91","219.46","369.52","338.17","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","132.1","0.1","1.05","0.0","7.84","1.05","8.23","0.0","0.0","0.0","0.0","77.63","100.74","438.91","219.46","361.29","338.17","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","132.1","0.1","1.05","0.0","7.0","1.05","7.35","0.0","0.0","0.0","0.0","84.98","100.74","438.91","219.46","353.94","338.17","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","132.1","0.1","1.05","0.0","6.65","1.05","6.98","0.0","0.0","0.0","0.0","91.96","100.74","438.91","219.46","346.95","338.17","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","132.1","0.1","1.05","0.0","6.47","1.05","6.79","0.0","0.0","0.0","0.0","98.75","100.74","438.91","219.46","340.16","338.17","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","132.1","0.1","1.05","0.0","6.97","1.05","7.32","0.0","0.0","0.0","0.0","0.0","100.74","438.91","219.46","438.91","338.17","106.07","","","","","","",""
"2016.0","8.0","4.0","217.0","132.1","0.1","1.05","0.0","5.97","1.05","6.27","0.0","0.0","0.0","0.0","6.27","100.74","438.91","219.46","432.64","338.17","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","132.1","0.1","1.05","0.0","5.57","1.05","5.85","0.0","0.0","0.0","0.0","12.12","100.74","438.91","219.46","426.8","338.17","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","132.1","0.1","1.05","0.0","5.91","1.05","6.21","0.0","0.0","0.0","0.0","18.32","100.74","438.91","219.46","420.59","338.17","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","132.1","0.1","1.05","0.0","5.95","1.05","6.25","0.0","0.0","0.0","0.0","24.57","100.74","438.91","219.46","414.34","338.17","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","132.1","0.1","1.05","0.0","6.43","1.05","6.75","0.0","0.0","0.0","0.0","31.32","100.74","438.91","219.46","407.59","338.17","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","132.1","0.1","1.05","0.0","6.15","1.05","6.46","0.0","0.0","0.0","0.0","37.78","100.74","438.91","219.46","401.13","338.17","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","132.1","0.09","1.05","0.0","6.23","1.05","6.54","0.0","0.0","0.0","0.0","44.32","100.74","438.91","219.46","394.59","338.17","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","132.1","0.09","1.05","0.0","6.36","1.05","6.68","0.0","0.0","0.0","0.0","51.0","100.74","438.91","219.46","387.91","338.17","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","132.1","0.09","1.05","0.0","6.59","1.05","6.92","0.0","0.0","0.0","0.0","57.92","100.74","438.91","219.46","380.99","338.17","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","132.1","0.09","1.05","0.0","6.92","1.05","7.27","0.0","0.0","0.0","0.0","65.18","100.74","438.91","219.46","373.73","338.17","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","132.1","0.09","1.05","0.0","7.13","1.05","7.49","0.0","0.0","0.0","0.0","72.67","100.74","438.91","219.46","366.24","338.17","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","132.1","0.09","1.05","0.0","6.46","1.05","6.78","0.0","0.0","0.0","0.0","79.45","100.74","438.91","219.46","359.46","338.17","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","132.1","0.09","1.05","0.0","6.55","1.05","6.88","0.0","0.0","0.0","0.0","86.33","100.74","438.91","219.46","352.58","338.17","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","132.1","0.09","1.05","0.0","6.43","1.05","6.75","0.0","0.0","0.0","0.0","93.08","100.74","438.91","219.46","345.83","338.17","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","132.1","0.09","1.05","0.0","6.39","1.05","6.71","0.0","0.0","0.0","0.0","99.79","100.74","438.91","219.46","339.12","338.17","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","132.1","0.09","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","0.0","100.74","438.91","219.46","438.91","338.17","106.44","","","","","","",""
"2016.0","8.0","20.0","233.0","132.1","0.09","1.05","0.0","6.22","1.05","6.53","0.0","0.0","0.0","0.0","6.53","100.74","438.91","219.46","432.38","338.17","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","132.1","0.09","1.05","0.0","6.26","1.05","6.57","0.0","0.0","0.0","0.0","13.1","100.74","438.91","219.46","425.81","338.17","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","132.1","0.09","1.05","0.0","6.08","1.05","6.38","0.0","0.0","0.0","0.0","19.49","100.74","438.91","219.46","419.42","338.17","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","132.1","0.09","1.05","0.0","5.88","1.05","6.17","0.0","0.0","0.0","0.0","25.66","100.74","438.91","219.46","413.25","338.17","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","132.1","0.09","1.05","0.0","5.82","1.05","6.11","0.0","0.0","0.0","0.0","31.77","100.74","438.91","219.46","407.14","338.17","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","132.1","0.09","1.05","0.0","5.7","1.05","5.98","0.0","0.0","0.0","0.0","37.76","100.74","438.91","219.46","401.15","338.17","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","132.1","0.09","1.05","0.0","5.35","1.05","5.62","0.0","0.0","0.0","0.0","43.38","100.74","438.91","219.46","395.54","338.17","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","132.1","0.09","1.05","0.0","5.22","1.05","5.48","0.0","0.0","0.0","0.0","48.86","100.74","438.91","219.46","390.06","338.17","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","132.1","0.09","1.05","0.0","5.57","1.05","5.85","0.0","0.0","0.0","0.0","54.7","100.74","438.91","219.46","384.21","338.17","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","132.1","0.09","1.05","0.0","5.66","1.05","5.94","0.0","0.0","0.0","0.0","60.65","100.74","438.91","219.46","378.26","338.17","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","132.1","0.09","1.05","0.0","6.09","1.05","6.39","0.0","0.0","0.0","0.0","67.04","100.74","438.91","219.46","371.87","338.17","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","132.1","0.09","1.05","0.0","5.9","1.05","6.19","0.0","0.0","0.0","0.0","73.24","100.74","438.91","219.46","365.67","338.17","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","132.1","0.09","1.05","0.0","5.07","1.05","5.32","0.0","0.0","0.0","0.0","78.56","100.74","438.91","219.46","360.35","338.17","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","132.1","0.09","1.05","0.0","5.19","1.05","5.45","0.0","0.0","0.0","0.0","84.01","100.74","438.91","219.46","354.9","338.17","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","132.1","0.09","1.05","0.0","5.2","1.05","5.46","0.0","0.0","0.0","0.0","89.47","100.74","438.91","219.46","349.44","338.17","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","132.1","0.09","1.05","0.0","4.61","1.05","4.84","0.0","0.0","0.0","0.0","94.31","100.74","438.91","219.46","344.6","338.17","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","132.1","0.09","1.05","0.0","5.31","1.05","5.58","0.0","0.0","0.0","0.0","99.89","100.74","438.91","219.46","339.03","338.17","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","132.1","0.09","1.05","0.0","5.03","1.05","5.28","0.0","0.0","0.0","0.0","0.0","100.74","438.91","219.46","438.91","338.17","105.17","","","","","","",""
"2016.0","9.0","7.0","251.0","132.1","0.09","1.05","0.0","5.7","1.05","5.98","0.0","0.0","0.0","0.0","5.98","100.74","438.91","219.46","432.93","338.17","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","132.1","0.09","1.05","0.0","5.75","1.05","6.01","0.0","0.0","0.0","0.0","12.0","100.74","438.91","219.46","426.92","338.17","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","132.1","0.09","1.04","0.0","5.32","1.04","5.54","0.0","0.0","0.0","0.0","17.53","100.74","438.91","219.46","421.38","338.17","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","132.1","0.08","1.04","0.0","5.36","1.04","5.55","0.0","0.0","0.0","0.0","23.09","100.74","438.91","219.46","415.83","338.17","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","132.1","0.08","1.03","0.0","4.8","1.03","4.95","0.0","0.0","0.0","0.0","28.04","100.74","438.91","219.46","410.87","338.17","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","132.1","0.08","1.03","0.0","4.31","1.03","4.43","0.0","0.0","0.0","0.0","32.46","100.74","438.91","219.46","406.45","338.17","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","132.1","0.08","1.02","0.0","3.87","1.02","3.96","0.0","0.0","0.0","0.0","36.42","100.74","438.91","219.46","402.49","338.17","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","132.1","0.08","1.02","0.0","4.22","1.02","4.29","0.0","0.0","0.0","0.0","40.71","100.74","438.91","219.46","398.2","338.17","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","132.1","0.08","1.01","0.0","4.57","1.01","4.63","0.0","0.0","0.0","0.0","45.34","100.74","438.91","219.46","393.57","338.17","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","132.1","0.08","1.01","0.0","4.77","1.01","4.81","0.0","0.0","0.0","0.0","50.15","100.74","438.91","219.46","388.76","338.17","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","132.1","0.08","1.0","0.0","4.82","1.0","4.84","0.0","0.0","0.0","0.0","54.99","100.74","438.91","219.46","383.92","338.17","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","132.1","0.08","1.0","0.0","4.67","1.0","4.67","0.0","0.0","0.0","0.0","59.66","100.74","438.91","219.46","379.26","338.17","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","132.1","0.08","0.99","0.0","5.22","0.99","5.19","0.0","0.0","0.0","0.0","64.85","100.74","438.91","219.46","374.07","338.17","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","132.1","0.08","0.99","0.0","5.91","0.99","5.85","0.0","0.0","0.0","0.0","70.7","100.74","438.91","219.46","368.22","338.17","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","132.1","0.08","0.99","0.0","5.56","0.99","5.48","0.0","0.0","0.0","0.0","76.17","100.74","438.91","219.46","362.74","338.17","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","132.1","0.08","0.98","0.0","4.35","0.98","4.27","0.0","0.0","0.0","0.0","80.44","100.74","438.91","219.46","358.47","338.17","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","132.1","0.08","0.98","0.0","4.54","0.98","4.43","0.0","0.0","0.0","0.0","84.87","100.74","438.91","219.46","354.04","338.17","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","132.1","0.08","0.97","0.0","4.7","0.97","4.57","0.0","0.0","0.0","0.0","89.44","109.73","438.91","219.46","349.48","329.18","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","132.1","0.08","0.97","0.0","4.36","0.97","4.21","0.0","0.0","0.0","0.0","93.65","109.73","438.91","219.46","345.26","329.18","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","132.1","0.08","0.96","0.0","4.49","0.96","4.32","0.0","0.0","0.0","0.0","97.97","109.73","438.91","219.46","340.94","329.18","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","132.1","0.08","0.96","0.0","4.66","0.96","4.46","0.0","0.0","0.0","0.0","102.43","109.73","438.91","219.46","336.48","329.18","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","132.1","0.08","0.95","0.0","4.73","0.95","4.51","0.0","0.0","0.0","0.0","106.94","109.73","438.91","219.46","331.97","329.18","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","132.1","0.08","0.95","0.0","4.64","0.95","4.4","0.0","0.0","0.0","0.0","0.0","109.73","438.91","219.46","438.91","329.18","111.34","","","","","","",""
"2016.0","9.0","30.0","274.0","132.1","0.08","0.94","0.0","3.66","0.94","3.45","0.47","0.47","0.0","0.0","2.98","109.73","438.91","219.46","435.93","329.18","0.0","","","","","","",""
