" Daily soil water balance output for Vineyard in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Vineyard in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","1693.98","0.12","0.8","0.0","7.09","0.8","5.67","0.0","0.0","0.0","0.0","42.26","106.63","536.45","268.22","494.19","429.82","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","1693.98","0.12","0.8","0.0","7.02","0.8","5.62","0.0","0.0","0.0","0.0","47.87","106.63","536.45","268.22","488.58","429.82","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","1693.98","0.12","0.8","0.0","7.32","0.8","5.86","0.0","0.0","0.0","0.0","53.73","106.63","536.45","268.22","482.72","429.82","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","1693.98","0.12","0.8","0.0","6.85","0.8","5.48","0.0","0.0","0.0","0.0","59.21","106.63","536.45","268.22","477.24","429.82","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","1693.98","0.12","0.8","0.0","6.12","0.8","4.9","0.0","0.0","0.0","0.0","64.1","106.63","536.45","268.22","472.34","429.82","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","1693.98","0.12","0.8","0.0","6.22","0.8","4.98","0.0","0.0","0.0","0.0","69.08","106.63","536.45","268.22","467.37","429.82","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","1693.98","0.11","0.8","0.0","6.28","0.8","5.02","0.0","0.0","0.0","0.0","74.1","106.63","536.45","268.22","462.34","429.82","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","1693.98","0.11","0.8","0.0","6.99","0.8","5.59","0.0","0.0","0.0","0.0","79.7","106.63","536.45","268.22","456.75","429.82","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","1693.98","0.11","0.8","0.0","6.45","0.8","5.16","0.0","0.0","0.0","0.0","84.86","106.63","536.45","268.22","451.59","429.82","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","1693.98","0.11","0.8","0.0","6.36","0.8","5.09","0.0","0.0","0.0","0.0","89.94","106.63","536.45","268.22","446.5","429.82","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","1693.98","0.11","0.8","0.0","7.12","0.8","5.7","0.0","0.0","0.0","0.0","95.64","106.63","536.45","268.22","440.81","429.82","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","1693.98","0.11","0.8","0.0","6.81","0.8","5.45","0.0","0.0","0.0","0.0","101.09","106.63","536.45","268.22","435.36","429.82","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","1693.98","0.11","0.8","0.0","7.2","0.8","5.76","0.0","0.0","0.0","0.0","0.0","106.63","536.45","268.22","536.45","429.82","106.85","","","","","","",""
"2016.0","7.0","14.0","196.0","1693.98","0.11","0.8","0.0","7.37","0.8","5.9","0.0","0.0","0.0","0.0","5.9","106.63","536.45","268.22","530.55","429.82","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","1693.98","0.11","0.8","0.0","7.27","0.8","5.82","0.0","0.0","0.0","0.0","11.71","106.63","536.45","268.22","524.74","429.82","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","1693.98","0.11","0.8","0.0","6.85","0.8","5.48","0.0","0.0","0.0","0.0","17.19","106.63","536.45","268.22","519.26","429.82","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","1693.98","0.11","0.8","0.0","6.58","0.8","5.26","0.0","0.0","0.0","0.0","22.46","106.63","536.45","268.22","513.99","429.82","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","1693.98","0.11","0.8","0.0","6.24","0.8","4.99","0.0","0.0","0.0","0.0","27.45","106.63","536.45","268.22","509.0","429.82","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","1693.98","0.11","0.8","0.0","6.47","0.8","5.18","0.0","0.0","0.0","0.0","32.62","106.63","536.45","268.22","503.82","429.82","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","1693.98","0.11","0.8","0.0","6.83","0.8","5.46","0.0","0.0","0.0","0.0","38.09","106.63","536.45","268.22","498.36","429.82","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","1693.98","0.11","0.8","0.0","7.16","0.8","5.73","0.0","0.0","0.0","0.0","43.82","106.63","536.45","268.22","492.63","429.82","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","1693.98","0.1","0.8","0.0","6.9","0.8","5.52","0.0","0.0","0.0","0.0","49.34","106.63","536.45","268.22","487.11","429.82","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","1693.98","0.1","0.8","0.0","7.55","0.8","6.04","0.0","0.0","0.0","0.0","55.38","106.63","536.45","268.22","481.07","429.82","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","1693.98","0.1","0.8","0.0","7.37","0.8","5.9","0.0","0.0","0.0","0.0","61.27","106.63","536.45","268.22","475.18","429.82","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","1693.98","0.1","0.8","0.0","7.18","0.8","5.74","0.0","0.0","0.0","0.0","67.02","106.63","536.45","268.22","469.43","429.82","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","1693.98","0.1","0.8","0.0","7.2","0.8","5.76","0.0","0.0","0.0","0.0","72.78","106.63","536.45","268.22","463.67","429.82","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","1693.98","0.1","0.8","0.0","7.7","0.8","6.16","0.0","0.0","0.0","0.0","78.94","106.63","536.45","268.22","457.51","429.82","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","1693.98","0.1","0.8","0.0","7.57","0.8","6.06","0.0","0.0","0.0","0.0","84.99","106.63","536.45","268.22","451.46","429.82","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","1693.98","0.1","0.8","0.0","7.46","0.8","5.97","0.0","0.0","0.0","0.0","90.96","106.63","536.45","268.22","445.49","429.82","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","1693.98","0.1","0.8","0.0","7.84","0.8","6.27","0.0","0.0","0.0","0.0","97.23","106.63","536.45","268.22","439.22","429.82","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","1693.98","0.1","0.8","0.0","7.0","0.8","5.6","0.0","0.0","0.0","0.0","102.83","106.63","536.45","268.22","433.62","429.82","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","1693.98","0.1","0.8","0.0","6.65","0.8","5.32","0.0","0.0","0.0","0.0","0.0","106.63","536.45","268.22","536.45","429.82","108.15","","","","","","",""
"2016.0","8.0","2.0","215.0","1693.98","0.1","0.8","0.0","6.47","0.8","5.18","0.0","0.0","0.0","0.0","5.18","106.63","536.45","268.22","531.27","429.82","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","1693.98","0.1","0.8","0.0","6.97","0.8","5.58","0.0","0.0","0.0","0.0","10.75","106.63","536.45","268.22","525.7","429.82","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","1693.98","0.1","0.8","0.0","5.97","0.8","4.78","0.0","0.0","0.0","0.0","15.53","106.63","536.45","268.22","520.92","429.82","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","1693.98","0.1","0.8","0.0","5.57","0.8","4.46","0.0","0.0","0.0","0.0","19.98","106.63","536.45","268.22","516.46","429.82","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","1693.98","0.1","0.8","0.0","5.91","0.8","4.73","0.0","0.0","0.0","0.0","24.71","106.63","536.45","268.22","511.74","429.82","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","1693.98","0.1","0.8","0.0","5.95","0.8","4.76","0.0","0.0","0.0","0.0","29.47","106.63","536.45","268.22","506.98","429.82","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","1693.98","0.1","0.8","0.0","6.43","0.8","5.14","0.0","0.0","0.0","0.0","34.62","106.63","536.45","268.22","501.83","429.82","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","1693.98","0.1","0.8","0.0","6.15","0.8","4.92","0.0","0.0","0.0","0.0","39.54","106.63","536.45","268.22","496.91","429.82","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","1693.98","0.09","0.8","0.0","6.23","0.8","4.98","0.0","0.0","0.0","0.0","44.52","106.63","536.45","268.22","491.93","429.82","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","1693.98","0.09","0.8","0.0","6.36","0.8","5.09","0.0","0.0","0.0","0.0","49.61","106.63","536.45","268.22","486.84","429.82","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","1693.98","0.09","0.8","0.0","6.59","0.8","5.27","0.0","0.0","0.0","0.0","54.88","106.63","536.45","268.22","481.57","429.82","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","1693.98","0.09","0.8","0.0","6.92","0.8","5.54","0.0","0.0","0.0","0.0","60.42","106.63","536.45","268.22","476.03","429.82","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","1693.98","0.09","0.8","0.0","7.13","0.8","5.7","0.0","0.0","0.0","0.0","66.12","106.63","536.45","268.22","470.33","429.82","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","1693.98","0.09","0.8","0.0","6.46","0.8","5.17","0.0","0.0","0.0","0.0","71.29","106.63","536.45","268.22","465.16","429.82","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","1693.98","0.09","0.8","0.0","6.55","0.8","5.24","0.0","0.0","0.0","0.0","76.53","106.63","536.45","268.22","459.92","429.82","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","1693.98","0.09","0.8","0.0","6.43","0.8","5.14","0.0","0.0","0.0","0.0","81.67","106.63","536.45","268.22","454.78","429.82","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","1693.98","0.09","0.8","0.0","6.39","0.8","5.11","0.0","0.0","0.0","0.0","86.78","106.63","536.45","268.22","449.66","429.82","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","1693.98","0.09","0.8","0.0","6.33","0.8","5.06","0.0","0.0","0.0","0.0","91.85","106.63","536.45","268.22","444.6","429.82","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","1693.98","0.09","0.8","0.0","6.22","0.8","4.98","0.0","0.0","0.0","0.0","96.82","106.63","536.45","268.22","439.62","429.82","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","1693.98","0.09","0.8","0.0","6.26","0.8","5.01","0.0","0.0","0.0","0.0","101.83","106.63","536.45","268.22","434.62","429.82","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","1693.98","0.09","0.8","0.0","6.08","0.8","4.86","0.0","0.0","0.0","0.0","0.0","106.63","536.45","268.22","536.45","429.82","106.7","","","","","","",""
"2016.0","8.0","23.0","236.0","1693.98","0.09","0.8","0.0","5.88","0.8","4.7","0.0","0.0","0.0","0.0","4.7","106.63","536.45","268.22","531.74","429.82","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","1693.98","0.09","0.8","0.0","5.82","0.8","4.66","0.0","0.0","0.0","0.0","9.36","106.63","536.45","268.22","527.09","429.82","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","1693.98","0.09","0.8","0.0","5.7","0.8","4.56","0.0","0.0","0.0","0.0","13.92","106.63","536.45","268.22","522.53","429.82","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","1693.98","0.09","0.8","0.0","5.35","0.8","4.28","0.0","0.0","0.0","0.0","18.2","106.63","536.45","268.22","518.25","429.82","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","1693.98","0.09","0.8","0.0","5.22","0.8","4.18","0.0","0.0","0.0","0.0","22.38","106.63","536.45","268.22","514.07","429.82","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","1693.98","0.09","0.8","0.0","5.57","0.8","4.46","0.0","0.0","0.0","0.0","26.83","106.63","536.45","268.22","509.62","429.82","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","1693.98","0.09","0.8","0.0","5.66","0.8","4.53","0.0","0.0","0.0","0.0","31.36","106.63","536.45","268.22","505.09","429.82","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","1693.98","0.09","0.8","0.0","6.09","0.8","4.87","0.0","0.0","0.0","0.0","36.23","106.63","536.45","268.22","500.22","429.82","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","1693.98","0.09","0.8","0.0","5.9","0.8","4.72","0.0","0.0","0.0","0.0","40.95","106.63","536.45","268.22","495.5","429.82","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","1693.98","0.09","0.8","0.0","5.07","0.8","4.06","0.0","0.0","0.0","0.0","45.01","106.63","536.45","268.22","491.44","429.82","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","1693.98","0.09","0.8","0.0","5.19","0.8","4.15","0.0","0.0","0.0","0.0","49.16","106.63","536.45","268.22","487.29","429.82","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","1693.98","0.09","0.8","0.0","5.2","0.8","4.16","0.0","0.0","0.0","0.0","53.32","106.63","536.45","268.22","483.13","429.82","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","1693.98","0.09","0.8","0.0","4.61","0.8","3.69","0.0","0.0","0.0","0.0","57.01","106.63","536.45","268.22","479.44","429.82","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","1693.98","0.09","0.8","0.0","5.31","0.8","4.25","0.0","0.0","0.0","0.0","61.26","106.63","536.45","268.22","475.19","429.82","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","1693.98","0.09","0.8","0.0","5.03","0.8","4.02","0.0","0.0","0.0","0.0","65.28","106.63","536.45","268.22","471.17","429.82","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","1693.98","0.09","0.8","0.0","5.7","0.8","4.56","0.0","0.0","0.0","0.0","69.84","106.63","536.45","268.22","466.61","429.82","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","1693.98","0.09","0.8","0.0","5.75","0.8","4.6","0.0","0.0","0.0","0.0","74.44","106.63","536.45","268.22","462.01","429.82","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","1693.98","0.09","0.8","0.0","5.32","0.8","4.26","0.0","0.0","0.0","0.0","78.7","106.63","536.45","268.22","457.75","429.82","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","1693.98","0.08","0.8","0.0","5.36","0.8","4.29","0.0","0.0","0.0","0.0","82.98","106.63","536.45","268.22","453.46","429.82","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","1693.98","0.08","0.8","0.0","4.8","0.8","3.84","0.0","0.0","0.0","0.0","86.82","106.63","536.45","268.22","449.62","429.82","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","1693.98","0.08","0.8","0.0","4.31","0.8","3.45","0.0","0.0","0.0","0.0","90.27","106.63","536.45","268.22","446.18","429.82","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","1693.98","0.08","0.8","0.0","3.87","0.8","3.1","0.0","0.0","0.0","0.0","93.37","106.63","536.45","268.22","443.08","429.82","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","1693.98","0.08","0.8","0.0","4.22","0.8","3.38","0.0","0.0","0.0","0.0","96.74","106.63","536.45","268.22","439.7","429.82","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","1693.98","0.08","0.8","0.0","4.57","0.8","3.66","0.0","0.0","0.0","0.0","100.4","106.63","536.45","268.22","436.05","429.82","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","1693.98","0.08","0.8","0.0","4.77","0.8","3.82","0.0","0.0","0.0","0.0","104.22","106.63","536.45","268.22","432.23","429.82","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","1693.98","0.08","0.8","0.0","4.82","0.8","3.86","0.0","0.0","0.0","0.0","108.07","134.11","536.45","268.22","428.38","402.34","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","1693.98","0.08","0.8","0.0","4.67","0.8","3.74","0.0","0.0","0.0","0.0","111.81","134.11","536.45","268.22","424.64","402.34","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","1693.98","0.08","0.8","0.0","5.22","0.8","4.18","0.0","0.0","0.0","0.0","115.98","134.11","536.45","268.22","420.46","402.34","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","1693.98","0.08","0.79","0.0","5.91","0.79","4.68","0.0","0.0","0.0","0.0","120.67","134.11","536.45","268.22","415.78","402.34","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","1693.98","0.08","0.78","0.0","5.56","0.78","4.36","0.0","0.0","0.0","0.0","125.03","134.11","536.45","268.22","411.42","402.34","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","1693.98","0.08","0.78","0.0","4.35","0.78","3.38","0.0","0.0","0.0","0.0","128.4","134.11","536.45","268.22","408.05","402.34","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","1693.98","0.08","0.77","0.0","4.54","0.77","3.49","0.0","0.0","0.0","0.0","131.89","134.11","536.45","268.22","404.56","402.34","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","1693.98","0.08","0.76","0.0","4.7","0.76","3.57","0.0","0.0","0.0","0.0","0.0","134.11","536.45","268.22","536.45","402.34","135.47","","","","","","",""
"2016.0","9.0","25.0","269.0","1693.98","0.08","0.75","0.0","4.36","0.75","3.28","0.0","0.0","0.0","0.0","3.28","134.11","536.45","268.22","533.17","402.34","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","1693.98","0.08","0.74","0.0","4.49","0.74","3.34","0.0","0.0","0.0","0.0","6.63","134.11","536.45","268.22","529.82","402.34","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","1693.98","0.08","0.74","0.0","4.66","0.74","3.43","0.0","0.0","0.0","0.0","10.06","134.11","536.45","268.22","526.39","402.34","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","1693.98","0.08","0.73","0.0","4.73","0.73","3.45","0.0","0.0","0.0","0.0","13.51","134.11","536.45","268.22","522.94","402.34","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","1693.98","0.08","0.72","0.0","4.64","0.72","3.35","0.0","0.0","0.0","0.0","16.85","134.11","536.45","268.22","519.6","402.34","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","1693.98","0.08","0.71","0.0","3.66","0.71","2.61","0.47","0.47","0.0","0.0","18.99","134.11","536.45","268.22","517.46","402.34","0.0","","","","","","",""
