" Daily soil water balance output for Sunflower in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Sunflower in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","149.0","0.12","1.1","0.0","7.61","1.1","8.37","0.0","0.0","0.0","0.0","58.83","72.8","320.04","160.02","261.21","247.24","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","149.0","0.12","1.1","0.0","7.15","1.1","7.86","0.0","0.0","0.0","0.0","66.69","72.8","320.04","160.02","253.35","247.24","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","149.0","0.12","1.1","0.0","6.39","1.1","7.03","0.0","0.0","0.0","0.0","0.0","72.8","320.04","160.02","320.04","247.24","73.72","","","","","","",""
"2016.0","7.0","6.0","188.0","149.0","0.12","1.1","0.0","6.42","1.1","7.06","0.0","0.0","0.0","0.0","7.06","72.8","320.04","160.02","312.98","247.24","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","149.0","0.12","1.1","0.0","6.46","1.1","7.11","0.0","0.0","0.0","0.0","14.17","72.8","320.04","160.02","305.87","247.24","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","149.0","0.12","1.1","0.0","7.14","1.1","7.85","0.0","0.0","0.0","0.0","22.02","72.8","320.04","160.02","298.02","247.24","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","149.0","0.12","1.1","0.0","6.6","1.1","7.26","0.0","0.0","0.0","0.0","29.28","72.8","320.04","160.02","290.76","247.24","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","149.0","0.12","1.1","0.0","6.38","1.1","7.02","0.0","0.0","0.0","0.0","36.3","72.8","320.04","160.02","283.74","247.24","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","149.0","0.12","1.1","0.0","7.2","1.1","7.92","0.0","0.0","0.0","0.0","44.22","72.8","320.04","160.02","275.82","247.24","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","149.0","0.12","1.1","0.0","6.95","1.1","7.64","0.0","0.0","0.0","0.0","51.87","72.8","320.04","160.02","268.18","247.24","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","149.0","0.11","1.1","0.0","7.33","1.1","8.06","0.0","0.0","0.0","0.0","59.93","72.8","320.04","160.02","260.11","247.24","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","149.0","0.11","1.1","0.0","7.52","1.1","8.27","0.0","0.0","0.0","0.0","68.2","72.8","320.04","160.02","251.84","247.24","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","149.0","0.11","1.1","0.0","7.52","1.1","8.27","0.0","0.0","0.0","0.0","0.0","72.8","320.04","160.02","320.04","247.24","76.47","","","","","","",""
"2016.0","7.0","16.0","198.0","149.0","0.11","1.1","0.0","7.13","1.1","7.84","0.0","0.0","0.0","0.0","7.84","72.8","320.04","160.02","312.2","247.24","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","149.0","0.11","1.1","0.0","6.87","1.1","7.56","0.0","0.0","0.0","0.0","15.4","72.8","320.04","160.02","304.64","247.24","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","149.0","0.11","1.1","0.0","6.47","1.1","7.12","0.0","0.0","0.0","0.0","22.52","72.8","320.04","160.02","297.52","247.24","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","149.0","0.11","1.1","0.0","6.64","1.1","7.3","0.0","0.0","0.0","0.0","29.82","72.8","320.04","160.02","290.22","247.24","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","149.0","0.11","1.1","0.0","6.94","1.1","7.63","0.0","0.0","0.0","0.0","37.46","72.8","320.04","160.02","282.59","247.24","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","149.0","0.11","1.1","0.0","7.4","1.1","8.14","0.0","0.0","0.0","0.0","45.6","72.8","320.04","160.02","274.45","247.24","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","149.0","0.11","1.1","0.0","7.0","1.1","7.7","0.0","0.0","0.0","0.0","53.3","72.8","320.04","160.02","266.75","247.24","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","149.0","0.11","1.1","0.0","7.65","1.1","8.41","0.0","0.0","0.0","0.0","61.71","72.8","320.04","160.02","258.33","247.24","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","149.0","0.11","1.1","0.0","7.51","1.1","8.26","0.0","0.0","0.0","0.0","69.97","72.8","320.04","160.02","250.07","247.24","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","149.0","0.11","1.1","0.0","7.4","1.1","8.14","0.0","0.0","0.0","0.0","0.0","72.8","320.04","160.02","320.04","247.24","78.11","","","","","","",""
"2016.0","7.0","26.0","208.0","149.0","0.1","1.1","0.0","7.34","1.1","8.07","0.0","0.0","0.0","0.0","8.07","72.8","320.04","160.02","311.97","247.24","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","149.0","0.1","1.1","0.0","7.92","1.1","8.71","0.0","0.0","0.0","0.0","16.79","72.8","320.04","160.02","303.25","247.24","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","149.0","0.1","1.1","0.0","7.83","1.1","8.61","0.0","0.0","0.0","0.0","25.4","72.8","320.04","160.02","294.64","247.24","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","149.0","0.1","1.1","0.0","7.76","1.1","8.54","0.0","0.0","0.0","0.0","33.94","72.8","320.04","160.02","286.11","247.24","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","149.0","0.1","1.1","0.0","8.21","1.1","9.03","0.0","0.0","0.0","0.0","42.97","72.8","320.04","160.02","277.07","247.24","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","149.0","0.1","1.1","0.0","7.36","1.1","8.1","0.0","0.0","0.0","0.0","51.06","72.8","320.04","160.02","268.98","247.24","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","149.0","0.1","1.1","0.0","6.93","1.1","7.62","0.0","0.0","0.0","0.0","58.69","72.8","320.04","160.02","261.36","247.24","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","149.0","0.1","1.1","0.0","6.64","1.1","7.3","0.0","0.0","0.0","0.0","65.99","72.8","320.04","160.02","254.05","247.24","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","149.0","0.1","1.1","0.0","7.25","1.1","7.97","0.0","0.0","0.0","0.0","0.0","72.8","320.04","160.02","320.04","247.24","73.96","","","","","","",""
"2016.0","8.0","4.0","217.0","149.0","0.1","1.1","0.0","6.33","1.1","6.96","0.0","0.0","0.0","0.0","6.96","72.8","320.04","160.02","313.08","247.24","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","149.0","0.1","1.1","0.0","5.76","1.1","6.34","0.0","0.0","0.0","0.0","13.3","72.8","320.04","160.02","306.74","247.24","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","149.0","0.1","1.1","0.0","6.15","1.1","6.77","0.0","0.0","0.0","0.0","20.06","72.8","320.04","160.02","299.98","247.24","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","149.0","0.1","1.07","0.0","6.08","1.07","6.52","0.0","0.0","0.0","0.0","26.59","72.8","320.04","160.02","293.45","247.24","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","149.0","0.1","1.05","0.0","6.56","1.05","6.86","0.0","0.0","0.0","0.0","33.45","72.8","320.04","160.02","286.59","247.24","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","149.0","0.1","1.02","0.0","6.27","1.02","6.39","0.0","0.0","0.0","0.0","39.84","72.8","320.04","160.02","280.2","247.24","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","149.0","0.1","0.99","0.0","6.41","0.99","6.36","0.0","0.0","0.0","0.0","46.2","72.8","320.04","160.02","273.84","247.24","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","149.0","0.1","0.97","0.0","6.57","0.97","6.34","0.0","0.0","0.0","0.0","52.54","72.8","320.04","160.02","267.5","247.24","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","149.0","0.1","0.94","0.0","6.77","0.94","6.35","0.0","0.0","0.0","0.0","58.9","72.8","320.04","160.02","261.14","247.24","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","149.0","0.1","0.91","0.0","7.07","0.91","6.44","0.0","0.0","0.0","0.0","65.34","72.8","320.04","160.02","254.7","247.24","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","149.0","0.09","0.88","0.0","7.33","0.88","6.48","0.0","0.0","0.0","0.0","71.83","80.01","320.04","160.02","248.21","240.03","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","149.0","0.09","0.86","0.0","6.72","0.86","5.76","0.0","0.0","0.0","0.0","77.59","80.01","320.04","160.02","242.45","240.03","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","149.0","0.09","0.83","0.0","6.78","0.83","5.63","0.0","0.0","0.0","0.0","0.0","80.01","320.04","160.02","320.04","240.03","83.22","","","","","","",""
"2016.0","8.0","17.0","230.0","149.0","0.09","0.8","0.0","6.66","0.8","5.35","0.0","0.0","0.0","0.0","5.35","80.01","320.04","160.02","314.69","240.03","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","149.0","0.09","0.78","0.0","6.59","0.78","5.12","0.0","0.0","0.0","0.0","10.47","80.01","320.04","160.02","309.57","240.03","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","149.0","0.09","0.75","0.0","6.54","0.75","4.91","0.0","0.0","0.0","0.0","15.38","80.01","320.04","160.02","304.66","240.03","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","149.0","0.09","0.72","0.0","6.45","0.72","4.66","0.0","0.0","0.0","0.0","20.04","80.01","320.04","160.02","300.0","240.03","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","149.0","0.09","0.7","0.0","6.45","0.7","4.49","0.0","0.0","0.0","0.0","24.53","80.01","320.04","160.02","295.51","240.03","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","149.0","0.09","0.67","0.0","6.25","0.67","4.18","0.0","0.0","0.0","0.0","28.72","80.01","320.04","160.02","291.32","240.03","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","149.0","0.09","0.64","0.0","6.05","0.64","3.89","0.0","0.0","0.0","0.0","32.6","80.01","320.04","160.02","287.44","240.03","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","149.0","0.09","0.62","0.0","6.01","0.62","3.7","0.0","0.0","0.0","0.0","36.3","80.01","320.04","160.02","283.74","240.03","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","149.0","0.09","0.59","0.0","5.95","0.59","3.5","0.0","0.0","0.0","0.0","39.8","80.01","320.04","160.02","280.24","240.03","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","149.0","0.09","0.56","0.0","5.58","0.56","3.13","0.0","0.0","0.0","0.0","42.93","80.01","320.04","160.02","277.11","240.03","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","149.0","0.09","0.53","0.0","5.4","0.53","2.89","0.0","0.0","0.0","0.0","45.82","80.01","320.04","160.02","274.22","240.03","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","149.0","0.09","0.51","0.0","5.72","0.51","2.9","0.0","0.0","0.0","0.0","48.73","80.01","320.04","160.02","271.31","240.03","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","149.0","0.09","0.48","0.0","5.81","0.48","2.79","0.0","0.0","0.0","0.0","51.52","80.01","320.04","160.02","268.52","240.03","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","149.0","0.09","0.45","0.0","6.2","0.45","2.81","0.0","0.0","0.0","0.0","54.33","80.01","320.04","160.02","265.71","240.03","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","149.0","0.09","0.43","0.0","6.02","0.43","2.57","0.0","0.0","0.0","0.0","56.9","80.01","320.04","160.02","263.14","240.03","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","149.0","0.09","0.4","0.0","5.18","0.4","2.07","0.0","0.0","0.0","0.0","58.97","80.01","320.04","160.02","261.07","240.03","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","149.0","0.09","0.0","0.0","5.31","0.09","0.47","0.0","0.0","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","149.0","0.09","0.0","0.0","5.36","0.09","0.47","0.0","0.0","0.0","0.0","22.97","22.5","320.04","160.02","297.07","297.54","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","149.0","0.09","0.0","0.0","4.62","0.09","0.4","0.0","0.0","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","149.0","0.09","0.0","0.0","5.36","0.09","0.47","0.0","0.0","0.0","0.0","22.97","22.5","320.04","160.02","297.07","297.54","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","149.0","0.09","0.0","0.0","5.11","0.09","0.44","0.0","0.0","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","149.0","0.09","0.0","0.0","5.76","0.09","0.5","0.0","0.0","0.0","0.0","23.0","22.5","320.04","160.02","297.04","297.54","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","149.0","0.09","0.0","0.0","5.97","0.09","0.52","0.0","0.0","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","149.0","0.09","0.0","0.0","5.42","0.09","0.47","0.0","0.0","0.0","0.0","22.97","22.5","320.04","160.02","297.07","297.54","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","149.0","0.09","0.0","0.0","5.51","0.09","0.47","0.0","0.0","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","149.0","0.09","0.0","0.0","5.02","0.09","0.43","0.0","0.0","0.0","0.0","22.93","22.5","320.04","160.02","297.11","297.54","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","149.0","0.09","0.0","0.0","4.43","0.09","0.38","0.0","0.0","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","149.0","0.09","0.0","0.0","3.89","0.09","0.33","0.0","0.0","0.0","0.0","22.83","22.5","320.04","160.02","297.21","297.54","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","149.0","0.09","0.0","0.0","4.24","0.09","0.36","0.0","0.0","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","149.0","0.08","0.0","0.0","4.62","0.08","0.39","0.0","0.0","0.0","0.0","22.89","22.5","320.04","160.02","297.15","297.54","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","149.0","0.08","0.0","0.0","4.84","0.08","0.41","0.0","0.0","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","149.0","0.08","0.0","0.0","4.94","0.08","0.42","0.0","0.0","0.0","0.0","22.92","22.5","320.04","160.02","297.12","297.54","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","149.0","0.08","0.0","0.0","4.75","0.08","0.4","0.0","0.0","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","149.0","0.08","0.0","0.0","5.35","0.08","0.45","0.0","0.0","0.0","0.0","22.95","22.5","320.04","160.02","297.09","297.54","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","149.0","0.08","0.0","0.0","6.16","0.08","0.52","0.0","0.0","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","149.0","0.08","0.0","0.0","5.64","0.08","0.47","0.0","0.0","0.0","0.0","22.97","22.5","320.04","160.02","297.07","297.54","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","149.0","0.08","0.0","0.0","4.31","0.08","0.36","0.0","0.0","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","149.0","0.08","0.0","0.0","4.58","0.08","0.38","0.0","0.0","0.0","0.0","22.88","22.5","320.04","160.02","297.16","297.54","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","149.0","0.08","0.0","0.0","4.82","0.08","0.4","0.0","0.0","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","149.0","0.08","0.0","0.0","4.47","0.08","0.37","0.0","0.0","0.0","0.0","22.87","22.5","320.04","160.02","297.17","297.54","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","149.0","0.08","0.0","0.0","4.57","0.08","0.38","0.0","0.0","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","149.0","0.08","0.0","0.0","4.73","0.08","0.39","0.0","0.0","0.0","0.0","22.89","22.5","320.04","160.02","297.15","297.54","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","149.0","0.08","0.0","0.0","4.93","0.08","0.41","0.0","0.0","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","149.0","0.08","0.0","0.0","4.89","0.08","0.4","0.0","0.0","0.0","0.0","22.9","22.5","320.04","160.02","297.14","297.54","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","149.0","0.08","0.0","0.0","3.76","0.08","0.31","0.31","0.31","0.0","0.0","22.5","22.5","320.04","160.02","297.54","297.54","0.0","","","","","","",""
