" Daily soil water balance output for Almonds in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Almonds in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","26.91","0.14","1.11","0.0","7.01","1.11","7.8","0.0","0.0","0.0","0.0","54.96","127.67","560.48","280.24","505.52","432.81","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","26.91","0.14","1.12","0.0","6.57","1.12","7.34","0.0","0.0","0.0","0.0","62.3","127.67","560.48","280.24","498.17","432.81","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","26.91","0.13","1.12","0.0","5.91","1.12","6.64","0.0","0.0","0.0","0.0","68.94","127.67","560.48","280.24","491.53","432.81","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","26.91","0.13","1.13","0.0","6.04","1.13","6.82","0.0","0.0","0.0","0.0","75.76","127.67","560.48","280.24","484.72","432.81","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","26.91","0.13","1.13","0.0","6.16","1.13","6.98","0.0","0.0","0.0","0.0","82.74","127.67","560.48","280.24","477.73","432.81","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","26.91","0.13","1.14","0.0","6.78","1.14","7.72","0.0","0.0","0.0","0.0","90.47","127.67","560.48","280.24","470.01","432.81","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","26.91","0.13","1.14","0.0","6.33","1.14","7.25","0.0","0.0","0.0","0.0","97.71","127.67","560.48","280.24","462.76","432.81","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","26.91","0.13","1.15","0.0","6.31","1.15","7.26","0.0","0.0","0.0","0.0","104.97","127.67","560.48","280.24","455.51","432.81","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","26.91","0.13","1.15","0.0","6.98","1.15","8.03","0.0","0.0","0.0","0.0","113.0","127.67","560.48","280.24","447.48","432.81","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","26.91","0.13","1.15","0.0","6.6","1.15","7.59","0.0","0.0","0.0","0.0","120.59","127.67","560.48","280.24","439.89","432.81","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","26.91","0.13","1.15","0.0","6.97","1.15","8.02","0.0","0.0","0.0","0.0","0.0","127.67","560.48","280.24","560.48","432.81","128.6","","","","","","",""
"2016.0","7.0","14.0","196.0","26.91","0.12","1.15","0.0","7.11","1.15","8.18","0.0","0.0","0.0","0.0","8.18","127.67","560.48","280.24","552.3","432.81","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","26.91","0.12","1.15","0.0","6.93","1.15","7.97","0.0","0.0","0.0","0.0","16.15","127.67","560.48","280.24","544.33","432.81","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","26.91","0.12","1.15","0.0","6.59","1.15","7.58","0.0","0.0","0.0","0.0","23.72","127.67","560.48","280.24","536.75","432.81","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","26.91","0.12","1.15","0.0","6.32","1.15","7.27","0.0","0.0","0.0","0.0","30.99","127.67","560.48","280.24","529.48","432.81","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","26.91","0.12","1.15","0.0","6.04","1.15","6.95","0.0","0.0","0.0","0.0","37.94","127.67","560.48","280.24","522.54","432.81","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","26.91","0.12","1.15","0.0","6.33","1.15","7.28","0.0","0.0","0.0","0.0","45.22","127.67","560.48","280.24","515.26","432.81","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","26.91","0.12","1.15","0.0","6.77","1.15","7.79","0.0","0.0","0.0","0.0","53.0","127.67","560.48","280.24","507.47","432.81","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","26.91","0.12","1.15","0.0","6.91","1.15","7.95","0.0","0.0","0.0","0.0","60.95","127.67","560.48","280.24","499.53","432.81","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","26.91","0.12","1.15","0.0","6.81","1.15","7.83","0.0","0.0","0.0","0.0","68.78","127.67","560.48","280.24","491.69","432.81","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","26.91","0.12","1.15","0.0","7.41","1.15","8.52","0.0","0.0","0.0","0.0","77.3","127.67","560.48","280.24","483.17","432.81","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","26.91","0.12","1.15","0.0","7.14","1.15","8.21","0.0","0.0","0.0","0.0","85.51","127.67","560.48","280.24","474.96","432.81","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","26.91","0.11","1.15","0.0","6.89","1.15","7.92","0.0","0.0","0.0","0.0","93.44","127.67","560.48","280.24","467.04","432.81","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","26.91","0.11","1.15","0.0","7.01","1.15","8.06","0.0","0.0","0.0","0.0","101.5","127.67","560.48","280.24","458.98","432.81","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","26.91","0.11","1.15","0.0","7.35","1.15","8.45","0.0","0.0","0.0","0.0","109.95","127.67","560.48","280.24","450.52","432.81","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","26.91","0.11","1.15","0.0","7.27","1.15","8.36","0.0","0.0","0.0","0.0","118.31","127.67","560.48","280.24","442.16","432.81","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","26.91","0.11","1.15","0.0","7.1","1.15","8.16","0.0","0.0","0.0","0.0","126.48","127.67","560.48","280.24","434.0","432.81","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","26.91","0.11","1.15","0.0","7.36","1.15","8.46","0.0","0.0","0.0","0.0","0.0","127.67","560.48","280.24","560.48","432.81","134.94","","","","","","",""
"2016.0","7.0","31.0","213.0","26.91","0.11","1.15","0.0","6.54","1.15","7.52","0.0","0.0","0.0","0.0","7.52","127.67","560.48","280.24","552.96","432.81","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","26.91","0.11","1.15","0.0","6.31","1.15","7.26","0.0","0.0","0.0","0.0","14.78","127.67","560.48","280.24","545.7","432.81","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","26.91","0.11","1.15","0.0","6.3","1.15","7.24","0.0","0.0","0.0","0.0","22.02","127.67","560.48","280.24","538.45","432.81","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","26.91","0.11","1.15","0.0","6.63","1.15","7.62","0.0","0.0","0.0","0.0","29.65","127.67","560.48","280.24","530.83","432.81","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","26.91","0.11","1.15","0.0","5.71","1.15","6.57","0.0","0.0","0.0","0.0","36.21","127.67","560.48","280.24","524.26","432.81","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","26.91","0.11","1.15","0.0","5.44","1.15","6.26","0.0","0.0","0.0","0.0","42.47","127.67","560.48","280.24","518.01","432.81","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","26.91","0.11","1.15","0.0","5.68","1.15","6.53","0.0","0.0","0.0","0.0","49.0","127.67","560.48","280.24","511.47","432.81","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","26.91","0.11","1.15","0.0","5.85","1.15","6.73","0.0","0.0","0.0","0.0","55.73","127.67","560.48","280.24","504.75","432.81","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","26.91","0.11","1.15","0.0","6.22","1.15","7.15","0.0","0.0","0.0","0.0","62.88","127.67","560.48","280.24","497.59","432.81","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","26.91","0.1","1.15","0.0","5.96","1.15","6.85","0.0","0.0","0.0","0.0","69.74","127.67","560.48","280.24","490.74","432.81","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","26.91","0.1","1.15","0.0","6.0","1.15","6.9","0.0","0.0","0.0","0.0","76.64","127.67","560.48","280.24","483.84","432.81","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","26.91","0.1","1.15","0.0","6.14","1.15","7.06","0.0","0.0","0.0","0.0","83.7","127.67","560.48","280.24","476.78","432.81","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","26.91","0.1","1.15","0.0","6.32","1.15","7.27","0.0","0.0","0.0","0.0","90.96","127.67","560.48","280.24","469.51","432.81","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","26.91","0.1","1.15","0.0","6.75","1.15","7.76","0.0","0.0","0.0","0.0","98.73","127.67","560.48","280.24","461.75","432.81","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","26.91","0.1","1.15","0.0","6.91","1.15","7.95","0.0","0.0","0.0","0.0","106.67","127.67","560.48","280.24","453.8","432.81","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","26.91","0.1","1.15","0.0","6.22","1.15","7.15","0.0","0.0","0.0","0.0","113.83","127.67","560.48","280.24","446.65","432.81","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","26.91","0.1","1.15","0.0","6.25","1.15","7.19","0.0","0.0","0.0","0.0","121.01","127.67","560.48","280.24","439.46","432.81","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","26.91","0.1","1.15","0.0","6.17","1.15","7.1","0.0","0.0","0.0","0.0","0.0","127.67","560.48","280.24","560.48","432.81","128.11","","","","","","",""
"2016.0","8.0","18.0","231.0","26.91","0.1","1.15","0.0","6.13","1.15","7.05","0.0","0.0","0.0","0.0","7.05","127.67","560.48","280.24","553.43","432.81","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","26.91","0.1","1.15","0.0","6.11","1.15","7.03","0.0","0.0","0.0","0.0","14.08","127.67","560.48","280.24","546.4","432.81","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","26.91","0.1","1.15","0.0","5.97","1.15","6.87","0.0","0.0","0.0","0.0","20.94","127.67","560.48","280.24","539.53","432.81","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","26.91","0.1","1.15","0.0","6.06","1.15","6.97","0.0","0.0","0.0","0.0","27.91","127.67","560.48","280.24","532.57","432.81","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","26.91","0.1","1.15","0.0","5.78","1.15","6.65","0.0","0.0","0.0","0.0","34.56","127.67","560.48","280.24","525.92","432.81","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","26.91","0.1","1.15","0.0","5.78","1.15","6.65","0.0","0.0","0.0","0.0","41.2","127.67","560.48","280.24","519.27","432.81","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","26.91","0.1","1.15","0.0","5.68","1.15","6.53","0.0","0.0","0.0","0.0","47.74","127.67","560.48","280.24","512.74","432.81","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","26.91","0.1","1.15","0.0","5.45","1.15","6.27","0.0","0.0","0.0","0.0","54.0","127.67","560.48","280.24","506.47","432.81","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","26.91","0.1","1.15","0.0","5.13","1.15","5.9","0.0","0.0","0.0","0.0","59.9","127.67","560.48","280.24","500.57","432.81","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","26.91","0.1","1.15","0.0","5.07","1.15","5.83","0.0","0.0","0.0","0.0","65.73","127.67","560.48","280.24","494.74","432.81","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","26.91","0.1","1.15","0.0","5.37","1.15","6.18","0.0","0.0","0.0","0.0","71.91","127.67","560.48","280.24","488.57","432.81","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","26.91","0.1","1.15","0.0","5.55","1.15","6.38","0.0","0.0","0.0","0.0","78.29","127.67","560.48","280.24","482.18","432.81","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","26.91","0.1","1.15","0.0","6.02","1.15","6.92","0.0","0.0","0.0","0.0","85.21","127.67","560.48","280.24","475.26","432.81","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","26.91","0.09","1.15","0.0","5.79","1.15","6.66","0.0","0.0","0.0","0.0","91.87","127.67","560.48","280.24","468.6","432.81","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","26.91","0.09","1.15","0.0","5.01","1.15","5.76","0.0","0.0","0.0","0.0","97.63","127.67","560.48","280.24","462.84","432.81","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","26.91","0.09","1.15","0.0","5.11","1.15","5.88","0.0","0.0","0.0","0.0","103.51","127.67","560.48","280.24","456.96","432.81","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","26.91","0.09","1.15","0.0","5.0","1.15","5.75","0.0","0.0","0.0","0.0","109.26","127.67","560.48","280.24","451.21","432.81","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","26.91","0.09","1.15","0.0","4.55","1.15","5.23","0.0","0.0","0.0","0.0","114.49","127.67","560.48","280.24","445.98","432.81","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","26.91","0.09","1.15","0.0","5.22","1.15","6.0","0.0","0.0","0.0","0.0","120.5","127.67","560.48","280.24","439.98","432.81","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","26.91","0.09","1.15","0.0","4.99","1.15","5.74","0.0","0.0","0.0","0.0","126.24","127.67","560.48","280.24","434.24","432.81","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","26.91","0.09","1.15","0.0","5.6","1.15","6.44","0.0","0.0","0.0","0.0","0.0","127.67","560.48","280.24","560.48","432.81","132.68","","","","","","",""
"2016.0","9.0","8.0","252.0","26.91","0.09","1.15","0.0","5.47","1.15","6.29","0.0","0.0","0.0","0.0","6.29","127.67","560.48","280.24","554.19","432.81","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","26.91","0.09","1.15","0.0","5.19","1.15","5.97","0.0","0.0","0.0","0.0","12.26","127.67","560.48","280.24","548.22","432.81","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","26.91","0.09","1.15","0.0","5.22","1.15","6.0","0.0","0.0","0.0","0.0","18.26","127.67","560.48","280.24","542.21","432.81","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","26.91","0.09","1.15","0.0","4.69","1.15","5.39","0.0","0.0","0.0","0.0","23.66","127.67","560.48","280.24","536.82","432.81","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","26.91","0.09","1.15","0.0","4.31","1.15","4.96","0.0","0.0","0.0","0.0","28.61","127.67","560.48","280.24","531.86","432.81","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","26.91","0.09","1.15","0.0","3.86","1.15","4.44","0.0","0.0","0.0","0.0","33.05","127.67","560.48","280.24","527.43","432.81","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","26.91","0.09","1.15","0.0","4.22","1.15","4.85","0.0","0.0","0.0","0.0","37.9","127.67","560.48","280.24","522.57","432.81","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","26.91","0.09","1.15","0.0","4.56","1.15","5.24","0.0","0.0","0.0","0.0","43.15","127.67","560.48","280.24","517.33","432.81","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","26.91","0.09","1.15","0.0","4.72","1.15","5.43","0.0","0.0","0.0","0.0","48.58","127.67","560.48","280.24","511.9","432.81","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","26.91","0.09","1.15","0.0","4.74","1.15","5.45","0.0","0.0","0.0","0.0","54.03","127.67","560.48","280.24","506.45","432.81","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","26.91","0.09","1.15","0.0","4.65","1.15","5.35","0.0","0.0","0.0","0.0","59.37","127.67","560.48","280.24","501.1","432.81","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","26.91","0.09","1.15","0.0","5.09","1.15","5.85","0.0","0.0","0.0","0.0","65.23","127.67","560.48","280.24","495.25","432.81","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","26.91","0.09","1.15","0.0","5.49","1.15","6.31","0.0","0.0","0.0","0.0","71.54","127.67","560.48","280.24","488.93","432.81","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","26.91","0.09","1.15","0.0","5.4","1.15","6.21","0.0","0.0","0.0","0.0","77.75","140.12","560.48","280.24","482.72","420.36","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","26.91","0.09","1.15","0.0","4.35","1.15","5.0","0.0","0.0","0.0","0.0","82.75","140.12","560.48","280.24","477.72","420.36","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","26.91","0.09","1.15","0.0","4.54","1.15","5.22","0.0","0.0","0.0","0.0","87.97","140.12","560.48","280.24","472.5","420.36","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","26.91","0.09","1.15","0.0","4.49","1.15","5.16","0.0","0.0","0.0","0.0","93.14","140.12","560.48","280.24","467.34","420.36","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","26.91","0.09","1.15","0.0","4.2","1.15","4.83","0.0","0.0","0.0","0.0","97.97","140.12","560.48","280.24","462.51","420.36","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","26.91","0.09","1.15","0.0","4.51","1.15","5.19","0.0","0.0","0.0","0.0","103.16","140.12","560.48","280.24","457.32","420.36","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","26.91","0.09","1.15","0.0","4.62","1.15","5.31","0.0","0.0","0.0","0.0","108.47","140.12","560.48","280.24","452.01","420.36","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","26.91","0.09","1.15","0.0","4.51","1.15","5.19","0.0","0.0","0.0","0.0","113.65","140.12","560.48","280.24","446.82","420.36","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","26.91","0.09","1.15","0.0","4.4","1.15","5.06","0.0","0.0","0.0","0.0","118.71","140.12","560.48","280.24","441.76","420.36","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","26.91","0.09","1.15","0.0","3.46","1.15","3.98","1.26","1.26","0.0","0.0","121.43","140.12","560.48","280.24","439.04","420.36","0.0","","","","","","",""
