" Daily soil water balance output for Alfalfa in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Alfalfa in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","7218.93","0.12","0.9","0.0","7.09","0.9","6.38","0.0","0.0","0.0","0.0","101.22","123.17","536.45","268.22","435.23","413.28","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","7218.93","0.12","0.9","0.0","7.02","0.9","6.32","0.0","0.0","0.0","0.0","107.54","123.17","536.45","268.22","428.91","413.28","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","7218.93","0.12","0.9","0.0","7.32","0.9","6.59","0.0","0.0","0.0","0.0","114.13","123.17","536.45","268.22","422.32","413.28","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","7218.93","0.12","0.9","0.0","6.85","0.9","6.17","0.0","0.0","0.0","0.0","120.29","123.17","536.45","268.22","416.15","413.28","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","7218.93","0.12","0.9","0.0","6.12","0.9","5.51","0.0","0.0","0.0","0.0","0.0","123.17","536.45","268.22","536.45","413.28","125.8","","","","","","",""
"2016.0","7.0","6.0","188.0","7218.93","0.12","0.9","0.0","6.22","0.9","5.6","0.0","0.0","0.0","0.0","5.6","123.17","536.45","268.22","530.85","413.28","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","7218.93","0.11","0.9","0.0","6.28","0.9","5.65","0.0","0.0","0.0","0.0","11.25","123.17","536.45","268.22","525.2","413.28","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","7218.93","0.11","0.9","0.0","6.99","0.9","6.29","0.0","0.0","0.0","0.0","17.54","123.17","536.45","268.22","518.91","413.28","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","7218.93","0.11","0.9","0.0","6.45","0.9","5.81","0.0","0.0","0.0","0.0","23.35","123.17","536.45","268.22","513.1","413.28","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","7218.93","0.11","0.9","0.0","6.36","0.9","5.72","0.0","0.0","0.0","0.0","29.07","123.17","536.45","268.22","507.38","413.28","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","7218.93","0.11","0.9","0.0","7.12","0.9","6.41","0.0","0.0","0.0","0.0","35.48","123.17","536.45","268.22","500.97","413.28","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","7218.93","0.11","0.9","0.0","6.81","0.9","6.13","0.0","0.0","0.0","0.0","41.61","123.17","536.45","268.22","494.84","413.28","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","7218.93","0.11","0.9","0.0","7.2","0.9","6.48","0.0","0.0","0.0","0.0","48.09","123.17","536.45","268.22","488.36","413.28","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","7218.93","0.11","0.9","0.0","7.37","0.9","6.63","0.0","0.0","0.0","0.0","54.72","123.17","536.45","268.22","481.73","413.28","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","7218.93","0.11","0.9","0.0","7.27","0.9","6.54","0.0","0.0","0.0","0.0","61.26","123.17","536.45","268.22","475.19","413.28","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","7218.93","0.11","0.9","0.0","6.85","0.9","6.17","0.0","0.0","0.0","0.0","67.43","123.17","536.45","268.22","469.02","413.28","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","7218.93","0.11","0.9","0.0","6.58","0.9","5.92","0.0","0.0","0.0","0.0","73.35","123.17","536.45","268.22","463.1","413.28","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","7218.93","0.11","0.9","0.0","6.24","0.9","5.62","0.0","0.0","0.0","0.0","78.97","123.17","536.45","268.22","457.48","413.28","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","7218.93","0.11","0.9","0.0","6.47","0.9","5.82","0.0","0.0","0.0","0.0","84.79","123.17","536.45","268.22","451.66","413.28","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","7218.93","0.11","0.9","0.0","6.83","0.9","6.15","0.0","0.0","0.0","0.0","90.94","123.17","536.45","268.22","445.51","413.28","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","7218.93","0.11","0.9","0.0","7.16","0.9","6.44","0.0","0.0","0.0","0.0","97.38","123.17","536.45","268.22","439.07","413.28","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","7218.93","0.1","0.9","0.0","6.9","0.9","6.21","0.0","0.0","0.0","0.0","103.59","123.17","536.45","268.22","432.86","413.28","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","7218.93","0.1","0.9","0.0","7.55","0.9","6.8","0.0","0.0","0.0","0.0","110.39","123.17","536.45","268.22","426.06","413.28","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","7218.93","0.1","0.9","0.0","7.37","0.9","6.63","0.0","0.0","0.0","0.0","117.02","123.17","536.45","268.22","419.43","413.28","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","7218.93","0.1","0.9","0.0","7.18","0.9","6.46","0.0","0.0","0.0","0.0","0.0","123.17","536.45","268.22","536.45","413.28","123.48","","","","","","",""
"2016.0","7.0","26.0","208.0","7218.93","0.1","0.9","0.0","7.2","0.9","6.48","0.0","0.0","0.0","0.0","6.48","123.17","536.45","268.22","529.97","413.28","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","7218.93","0.1","0.9","0.0","7.7","0.9","6.93","0.0","0.0","0.0","0.0","13.41","123.17","536.45","268.22","523.04","413.28","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","7218.93","0.1","0.9","0.0","7.57","0.9","6.81","0.0","0.0","0.0","0.0","20.22","123.17","536.45","268.22","516.23","413.28","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","7218.93","0.1","0.9","0.0","7.46","0.9","6.71","0.0","0.0","0.0","0.0","26.94","123.17","536.45","268.22","509.51","413.28","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","7218.93","0.1","0.9","0.0","7.84","0.9","7.06","0.0","0.0","0.0","0.0","33.99","123.17","536.45","268.22","502.46","413.28","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","7218.93","0.1","0.9","0.0","7.0","0.9","6.3","0.0","0.0","0.0","0.0","40.29","123.17","536.45","268.22","496.16","413.28","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","7218.93","0.1","0.9","0.0","6.65","0.9","5.99","0.0","0.0","0.0","0.0","46.28","123.17","536.45","268.22","490.17","413.28","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","7218.93","0.1","0.9","0.0","6.47","0.9","5.82","0.0","0.0","0.0","0.0","52.1","123.17","536.45","268.22","484.35","413.28","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","7218.93","0.1","0.9","0.0","6.97","0.9","6.27","0.0","0.0","0.0","0.0","58.37","123.17","536.45","268.22","478.07","413.28","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","7218.93","0.1","0.9","0.0","5.97","0.9","5.37","0.0","0.0","0.0","0.0","63.75","123.17","536.45","268.22","472.7","413.28","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","7218.93","0.1","0.9","0.0","5.57","0.9","5.01","0.0","0.0","0.0","0.0","68.76","123.17","536.45","268.22","467.69","413.28","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","7218.93","0.1","0.9","0.0","5.91","0.9","5.32","0.0","0.0","0.0","0.0","74.08","123.17","536.45","268.22","462.37","413.28","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","7218.93","0.1","0.9","0.0","5.95","0.9","5.36","0.0","0.0","0.0","0.0","79.43","123.17","536.45","268.22","457.01","413.28","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","7218.93","0.1","0.9","0.0","6.43","0.9","5.79","0.0","0.0","0.0","0.0","85.22","123.17","536.45","268.22","451.23","413.28","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","7218.93","0.1","0.9","0.0","6.15","0.9","5.54","0.0","0.0","0.0","0.0","90.76","123.17","536.45","268.22","445.69","413.28","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","7218.93","0.09","0.9","0.0","6.23","0.9","5.61","0.0","0.0","0.0","0.0","96.36","123.17","536.45","268.22","440.09","413.28","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","7218.93","0.09","0.9","0.0","6.36","0.9","5.72","0.0","0.0","0.0","0.0","102.09","123.17","536.45","268.22","434.36","413.28","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","7218.93","0.09","0.9","0.0","6.59","0.9","5.93","0.0","0.0","0.0","0.0","108.02","123.17","536.45","268.22","428.43","413.28","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","7218.93","0.09","0.9","0.0","6.92","0.9","6.23","0.0","0.0","0.0","0.0","114.25","123.17","536.45","268.22","422.2","413.28","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","7218.93","0.09","0.9","0.0","7.13","0.9","6.42","0.0","0.0","0.0","0.0","120.66","123.17","536.45","268.22","415.79","413.28","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","7218.93","0.09","0.9","0.0","6.46","0.9","5.81","0.0","0.0","0.0","0.0","0.0","123.17","536.45","268.22","536.45","413.28","126.48","","","","","","",""
"2016.0","8.0","16.0","229.0","7218.93","0.09","0.9","0.0","6.55","0.9","5.9","0.0","0.0","0.0","0.0","5.9","123.17","536.45","268.22","530.55","413.28","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","7218.93","0.09","0.9","0.0","6.43","0.9","5.79","0.0","0.0","0.0","0.0","11.68","123.17","536.45","268.22","524.77","413.28","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","7218.93","0.09","0.9","0.0","6.39","0.9","5.75","0.0","0.0","0.0","0.0","17.43","123.17","536.45","268.22","519.02","413.28","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","7218.93","0.09","0.9","0.0","6.33","0.9","5.7","0.0","0.0","0.0","0.0","23.13","123.17","536.45","268.22","513.32","413.28","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","7218.93","0.09","0.9","0.0","6.22","0.9","5.6","0.0","0.0","0.0","0.0","28.73","123.17","536.45","268.22","507.72","413.28","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","7218.93","0.09","0.9","0.0","6.26","0.9","5.63","0.0","0.0","0.0","0.0","34.36","123.17","536.45","268.22","502.09","413.28","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","7218.93","0.09","0.9","0.0","6.08","0.9","5.47","0.0","0.0","0.0","0.0","39.83","123.17","536.45","268.22","496.61","413.28","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","7218.93","0.09","0.9","0.0","5.88","0.9","5.29","0.0","0.0","0.0","0.0","45.13","123.17","536.45","268.22","491.32","413.28","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","7218.93","0.09","0.9","0.0","5.82","0.9","5.24","0.0","0.0","0.0","0.0","50.36","123.17","536.45","268.22","486.08","413.28","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","7218.93","0.09","0.9","0.0","5.7","0.9","5.13","0.0","0.0","0.0","0.0","55.49","123.17","536.45","268.22","480.95","413.28","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","7218.93","0.09","0.9","0.0","5.35","0.9","4.82","0.0","0.0","0.0","0.0","60.31","123.17","536.45","268.22","476.14","413.28","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","7218.93","0.09","0.9","0.0","5.22","0.9","4.7","0.0","0.0","0.0","0.0","65.01","123.17","536.45","268.22","471.44","413.28","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","7218.93","0.09","0.9","0.0","5.57","0.9","5.01","0.0","0.0","0.0","0.0","70.02","123.17","536.45","268.22","466.43","413.28","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","7218.93","0.09","0.9","0.0","5.66","0.9","5.09","0.0","0.0","0.0","0.0","75.11","123.17","536.45","268.22","461.33","413.28","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","7218.93","0.09","0.9","0.0","6.09","0.9","5.48","0.0","0.0","0.0","0.0","80.6","123.17","536.45","268.22","455.85","413.28","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","7218.93","0.09","0.9","0.0","5.9","0.9","5.31","0.0","0.0","0.0","0.0","85.91","123.17","536.45","268.22","450.54","413.28","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","7218.93","0.09","0.9","0.0","5.07","0.9","4.56","0.0","0.0","0.0","0.0","90.47","123.17","536.45","268.22","445.98","413.28","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","7218.93","0.09","0.9","0.0","5.19","0.9","4.67","0.0","0.0","0.0","0.0","95.14","123.17","536.45","268.22","441.31","413.28","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","7218.93","0.09","0.9","0.0","5.2","0.9","4.68","0.0","0.0","0.0","0.0","99.82","123.17","536.45","268.22","436.63","413.28","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","7218.93","0.09","0.9","0.0","4.61","0.9","4.15","0.0","0.0","0.0","0.0","103.97","123.17","536.45","268.22","432.48","413.28","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","7218.93","0.09","0.9","0.0","5.31","0.9","4.78","0.0","0.0","0.0","0.0","108.75","123.17","536.45","268.22","427.7","413.28","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","7218.93","0.09","0.9","0.0","5.03","0.9","4.53","0.0","0.0","0.0","0.0","113.27","123.17","536.45","268.22","423.17","413.28","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","7218.93","0.09","0.9","0.0","5.7","0.9","5.13","0.0","0.0","0.0","0.0","118.4","123.17","536.45","268.22","418.04","413.28","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","7218.93","0.09","0.9","0.0","5.75","0.9","5.18","0.0","0.0","0.0","0.0","0.0","123.17","536.45","268.22","536.45","413.28","123.58","","","","","","",""
"2016.0","9.0","9.0","253.0","7218.93","0.09","0.9","0.0","5.32","0.9","4.79","0.0","0.0","0.0","0.0","4.79","123.17","536.45","268.22","531.66","413.28","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","7218.93","0.08","0.9","0.0","5.36","0.9","4.82","0.0","0.0","0.0","0.0","9.61","123.17","536.45","268.22","526.84","413.28","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","7218.93","0.08","0.9","0.0","4.8","0.9","4.32","0.0","0.0","0.0","0.0","13.93","123.17","536.45","268.22","522.52","413.28","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","7218.93","0.08","0.9","0.0","4.31","0.9","3.88","0.0","0.0","0.0","0.0","17.81","123.17","536.45","268.22","518.64","413.28","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","7218.93","0.08","0.9","0.0","3.87","0.9","3.48","0.0","0.0","0.0","0.0","21.29","123.17","536.45","268.22","515.15","413.28","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","7218.93","0.08","0.9","0.0","4.22","0.9","3.8","0.0","0.0","0.0","0.0","25.09","123.17","536.45","268.22","511.36","413.28","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","7218.93","0.08","0.9","0.0","4.57","0.9","4.11","0.0","0.0","0.0","0.0","29.21","123.17","536.45","268.22","507.24","413.28","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","7218.93","0.08","0.9","0.0","4.77","0.9","4.29","0.0","0.0","0.0","0.0","33.5","123.17","536.45","268.22","502.95","413.28","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","7218.93","0.08","0.9","0.0","4.82","0.9","4.34","0.0","0.0","0.0","0.0","37.84","123.17","536.45","268.22","498.61","413.28","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","7218.93","0.08","0.9","0.0","4.67","0.9","4.2","0.0","0.0","0.0","0.0","42.04","123.17","536.45","268.22","494.41","413.28","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","7218.93","0.08","0.9","0.0","5.22","0.9","4.7","0.0","0.0","0.0","0.0","46.74","123.17","536.45","268.22","489.71","413.28","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","7218.93","0.08","0.9","0.0","5.91","0.9","5.32","0.0","0.0","0.0","0.0","52.06","123.17","536.45","268.22","484.39","413.28","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","7218.93","0.08","0.9","0.0","5.56","0.9","5.0","0.0","0.0","0.0","0.0","57.06","123.17","536.45","268.22","479.39","413.28","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","7218.93","0.08","0.9","0.0","4.35","0.9","3.92","0.0","0.0","0.0","0.0","60.98","123.17","536.45","268.22","475.47","413.28","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","7218.93","0.08","0.9","0.0","4.54","0.9","4.09","0.0","0.0","0.0","0.0","65.06","123.17","536.45","268.22","471.39","413.28","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","7218.93","0.08","0.9","0.0","4.7","0.9","4.23","0.0","0.0","0.0","0.0","69.29","123.17","536.45","268.22","467.16","413.28","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","7218.93","0.08","0.9","0.0","4.36","0.9","3.92","0.0","0.0","0.0","0.0","73.22","123.17","536.45","268.22","463.23","413.28","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","7218.93","0.08","0.9","0.0","4.49","0.9","4.04","0.0","0.0","0.0","0.0","77.26","123.17","536.45","268.22","459.19","413.28","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","7218.93","0.08","0.9","0.0","4.66","0.9","4.19","0.0","0.0","0.0","0.0","81.45","123.17","536.45","268.22","455.0","413.28","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","7218.93","0.08","0.9","0.0","4.73","0.9","4.26","0.0","0.0","0.0","0.0","85.71","123.17","536.45","268.22","450.74","413.28","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","7218.93","0.08","0.9","0.0","4.64","0.9","4.18","0.0","0.0","0.0","0.0","89.88","123.17","536.45","268.22","446.57","413.28","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","7218.93","0.08","0.9","0.0","3.66","0.9","3.29","0.47","0.47","0.0","0.0","92.71","123.17","536.45","268.22","443.74","413.28","0.0","","","","","","",""
