" Daily soil water balance output for Pears in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Pears in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","346.71","0.12","1.05","0.0","7.61","1.05","7.99","0.0","0.0","0.0","0.0","15.69","95.5","421.01","210.51","405.33","325.52","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","346.71","0.12","1.05","0.0","7.15","1.05","7.51","0.0","0.0","0.0","0.0","23.19","95.5","421.01","210.51","397.82","325.52","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","346.71","0.12","1.05","0.0","6.39","1.05","6.71","0.0","0.0","0.0","0.0","29.9","95.5","421.01","210.51","391.11","325.52","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","346.71","0.12","1.05","0.0","6.42","1.05","6.74","0.0","0.0","0.0","0.0","36.65","95.5","421.01","210.51","384.37","325.52","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","346.71","0.12","1.05","0.0","6.46","1.05","6.78","0.0","0.0","0.0","0.0","43.43","95.5","421.01","210.51","377.59","325.52","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","346.71","0.12","1.05","0.0","7.14","1.05","7.5","0.0","0.0","0.0","0.0","50.93","95.5","421.01","210.51","370.09","325.52","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","346.71","0.12","1.05","0.0","6.6","1.05","6.93","0.0","0.0","0.0","0.0","57.86","95.5","421.01","210.51","363.16","325.52","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","346.71","0.12","1.05","0.0","6.38","1.05","6.7","0.0","0.0","0.0","0.0","64.55","95.5","421.01","210.51","356.46","325.52","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","346.71","0.12","1.05","0.0","7.2","1.05","7.56","0.0","0.0","0.0","0.0","72.11","95.5","421.01","210.51","348.9","325.52","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","346.71","0.12","1.05","0.0","6.95","1.05","7.3","0.0","0.0","0.0","0.0","79.41","95.5","421.01","210.51","341.6","325.52","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","346.71","0.11","1.05","0.0","7.33","1.05","7.7","0.0","0.0","0.0","0.0","87.11","95.5","421.01","210.51","333.91","325.52","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","346.71","0.11","1.05","0.0","7.52","1.05","7.9","0.0","0.0","0.0","0.0","95.0","95.5","421.01","210.51","326.01","325.52","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","346.71","0.11","1.05","0.0","7.52","1.05","7.9","0.0","0.0","0.0","0.0","0.0","95.5","421.01","210.51","421.01","325.52","102.9","","","","","","",""
"2016.0","7.0","16.0","198.0","346.71","0.11","1.05","0.0","7.13","1.05","7.49","0.0","0.0","0.0","0.0","7.49","95.5","421.01","210.51","413.53","325.52","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","346.71","0.11","1.05","0.0","6.87","1.05","7.21","0.0","0.0","0.0","0.0","14.7","95.5","421.01","210.51","406.31","325.52","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","346.71","0.11","1.05","0.0","6.47","1.05","6.79","0.0","0.0","0.0","0.0","21.49","95.5","421.01","210.51","399.52","325.52","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","346.71","0.11","1.05","0.0","6.64","1.05","6.97","0.0","0.0","0.0","0.0","28.47","95.5","421.01","210.51","392.55","325.52","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","346.71","0.11","1.05","0.0","6.94","1.05","7.29","0.0","0.0","0.0","0.0","35.75","95.5","421.01","210.51","385.26","325.52","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","346.71","0.11","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","43.52","95.5","421.01","210.51","377.49","325.52","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","346.71","0.11","1.05","0.0","7.0","1.05","7.35","0.0","0.0","0.0","0.0","50.87","95.5","421.01","210.51","370.14","325.52","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","346.71","0.11","1.05","0.0","7.65","1.05","8.03","0.0","0.0","0.0","0.0","58.91","95.5","421.01","210.51","362.11","325.52","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","346.71","0.11","1.05","0.0","7.51","1.05","7.89","0.0","0.0","0.0","0.0","66.79","95.5","421.01","210.51","354.22","325.52","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","346.71","0.11","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","74.56","95.5","421.01","210.51","346.45","325.52","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","346.71","0.1","1.05","0.0","7.34","1.05","7.71","0.0","0.0","0.0","0.0","82.27","95.5","421.01","210.51","338.75","325.52","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","346.71","0.1","1.05","0.0","7.92","1.05","8.32","0.0","0.0","0.0","0.0","90.58","95.5","421.01","210.51","330.43","325.52","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","346.71","0.1","1.05","0.0","7.83","1.05","8.22","0.0","0.0","0.0","0.0","0.0","95.5","421.01","210.51","421.01","325.52","98.81","","","","","","",""
"2016.0","7.0","29.0","211.0","346.71","0.1","1.05","0.0","7.76","1.05","8.15","0.0","0.0","0.0","0.0","8.15","95.5","421.01","210.51","412.87","325.52","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","346.71","0.1","1.05","0.0","8.21","1.05","8.62","0.0","0.0","0.0","0.0","16.77","95.5","421.01","210.51","404.25","325.52","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","346.71","0.1","1.05","0.0","7.36","1.05","7.73","0.0","0.0","0.0","0.0","24.5","95.5","421.01","210.51","396.52","325.52","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","346.71","0.1","1.05","0.0","6.93","1.05","7.28","0.0","0.0","0.0","0.0","31.77","95.5","421.01","210.51","389.24","325.52","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","346.71","0.1","1.05","0.0","6.64","1.05","6.97","0.0","0.0","0.0","0.0","38.75","95.5","421.01","210.51","382.27","325.52","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","346.71","0.1","1.05","0.0","7.25","1.05","7.61","0.0","0.0","0.0","0.0","46.36","95.5","421.01","210.51","374.66","325.52","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","346.71","0.1","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","53.0","95.5","421.01","210.51","368.01","325.52","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","346.71","0.1","1.05","0.0","5.76","1.05","6.05","0.0","0.0","0.0","0.0","59.05","95.5","421.01","210.51","361.96","325.52","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","346.71","0.1","1.05","0.0","6.15","1.05","6.46","0.0","0.0","0.0","0.0","65.51","95.5","421.01","210.51","355.5","325.52","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","346.71","0.1","1.05","0.0","6.08","1.05","6.38","0.0","0.0","0.0","0.0","71.89","95.5","421.01","210.51","349.12","325.52","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","346.71","0.1","1.05","0.0","6.56","1.05","6.89","0.0","0.0","0.0","0.0","78.78","95.5","421.01","210.51","342.23","325.52","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","346.71","0.1","1.05","0.0","6.27","1.05","6.58","0.0","0.0","0.0","0.0","85.37","95.5","421.01","210.51","335.65","325.52","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","346.71","0.1","1.05","0.0","6.41","1.05","6.73","0.0","0.0","0.0","0.0","92.1","95.5","421.01","210.51","328.92","325.52","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","346.71","0.1","1.05","0.0","6.57","1.05","6.9","0.0","0.0","0.0","0.0","0.0","95.5","421.01","210.51","421.01","325.52","98.99","","","","","","",""
"2016.0","8.0","12.0","225.0","346.71","0.1","1.05","0.0","6.77","1.05","7.11","0.0","0.0","0.0","0.0","7.11","95.5","421.01","210.51","413.91","325.52","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","346.71","0.1","1.05","0.0","7.07","1.05","7.42","0.0","0.0","0.0","0.0","14.53","95.5","421.01","210.51","406.48","325.52","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","346.71","0.09","1.05","0.0","7.33","1.05","7.7","0.0","0.0","0.0","0.0","22.23","95.5","421.01","210.51","398.79","325.52","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","346.71","0.09","1.05","0.0","6.72","1.05","7.06","0.0","0.0","0.0","0.0","29.28","95.5","421.01","210.51","391.73","325.52","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","346.71","0.09","1.05","0.0","6.78","1.05","7.12","0.0","0.0","0.0","0.0","36.4","95.5","421.01","210.51","384.61","325.52","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","346.71","0.09","1.05","0.0","6.66","1.05","6.99","0.0","0.0","0.0","0.0","43.4","95.5","421.01","210.51","377.62","325.52","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","346.71","0.09","1.05","0.0","6.59","1.05","6.92","0.0","0.0","0.0","0.0","50.32","95.5","421.01","210.51","370.7","325.52","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","346.71","0.09","1.05","0.0","6.54","1.05","6.87","0.0","0.0","0.0","0.0","57.18","95.5","421.01","210.51","363.83","325.52","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","346.71","0.09","1.05","0.0","6.45","1.05","6.77","0.0","0.0","0.0","0.0","63.96","95.5","421.01","210.51","357.06","325.52","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","346.71","0.09","1.05","0.0","6.45","1.05","6.77","0.0","0.0","0.0","0.0","70.73","95.5","421.01","210.51","350.29","325.52","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","346.71","0.09","1.05","0.0","6.25","1.05","6.56","0.0","0.0","0.0","0.0","77.29","95.5","421.01","210.51","343.72","325.52","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","346.71","0.09","1.05","0.0","6.05","1.05","6.35","0.0","0.0","0.0","0.0","83.64","95.5","421.01","210.51","337.37","325.52","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","346.71","0.09","1.05","0.0","6.01","1.05","6.31","0.0","0.0","0.0","0.0","89.95","95.5","421.01","210.51","331.06","325.52","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","346.71","0.09","1.05","0.0","5.95","1.05","6.25","0.0","0.0","0.0","0.0","0.0","95.5","421.01","210.51","421.01","325.52","96.2","","","","","","",""
"2016.0","8.0","26.0","239.0","346.71","0.09","1.05","0.0","5.58","1.05","5.86","0.0","0.0","0.0","0.0","5.86","95.5","421.01","210.51","415.15","325.52","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","346.71","0.09","1.05","0.0","5.4","1.05","5.67","0.0","0.0","0.0","0.0","11.53","95.5","421.01","210.51","409.48","325.52","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","346.71","0.09","1.05","0.0","5.72","1.05","6.01","0.0","0.0","0.0","0.0","17.54","95.5","421.01","210.51","403.48","325.52","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","346.71","0.09","1.05","0.0","5.81","1.05","6.1","0.0","0.0","0.0","0.0","23.64","95.5","421.01","210.51","397.38","325.52","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","346.71","0.09","1.05","0.0","6.2","1.05","6.51","0.0","0.0","0.0","0.0","30.15","95.5","421.01","210.51","390.87","325.52","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","346.71","0.09","1.05","0.0","6.02","1.05","6.3","0.0","0.0","0.0","0.0","36.44","95.5","421.01","210.51","384.57","325.52","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","346.71","0.09","1.04","0.0","5.18","1.04","5.4","0.0","0.0","0.0","0.0","41.84","95.5","421.01","210.51","379.17","325.52","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","346.71","0.09","1.04","0.0","5.31","1.04","5.51","0.0","0.0","0.0","0.0","47.35","95.5","421.01","210.51","373.66","325.52","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","346.71","0.09","1.03","0.0","5.36","1.03","5.54","0.0","0.0","0.0","0.0","52.89","95.5","421.01","210.51","368.12","325.52","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","346.71","0.09","1.03","0.0","4.62","1.03","4.76","0.0","0.0","0.0","0.0","57.65","95.5","421.01","210.51","363.36","325.52","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","346.71","0.09","1.03","0.0","5.36","1.03","5.5","0.0","0.0","0.0","0.0","63.15","95.5","421.01","210.51","357.87","325.52","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","346.71","0.09","1.02","0.0","5.11","1.02","5.22","0.0","0.0","0.0","0.0","68.37","95.5","421.01","210.51","352.64","325.52","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","346.71","0.09","1.02","0.0","5.76","1.02","5.86","0.0","0.0","0.0","0.0","74.23","95.5","421.01","210.51","346.78","325.52","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","346.71","0.09","1.01","0.0","5.97","1.01","6.05","0.0","0.0","0.0","0.0","80.28","95.5","421.01","210.51","340.73","325.52","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","346.71","0.09","1.01","0.0","5.42","1.01","5.47","0.0","0.0","0.0","0.0","85.76","95.5","421.01","210.51","335.26","325.52","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","346.71","0.09","1.01","0.0","5.51","1.01","5.54","0.0","0.0","0.0","0.0","91.3","95.5","421.01","210.51","329.72","325.52","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","346.71","0.09","1.0","0.0","5.02","1.0","5.03","0.0","0.0","0.0","0.0","0.0","95.5","421.01","210.51","421.01","325.52","96.33","","","","","","",""
"2016.0","9.0","12.0","256.0","346.71","0.09","1.0","0.0","4.43","1.0","4.42","0.0","0.0","0.0","0.0","4.42","95.5","421.01","210.51","416.59","325.52","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","346.71","0.09","0.99","0.0","3.89","0.99","3.86","0.0","0.0","0.0","0.0","8.28","95.5","421.01","210.51","412.73","325.52","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","346.71","0.09","0.99","0.0","4.24","0.99","4.2","0.0","0.0","0.0","0.0","12.48","95.5","421.01","210.51","408.53","325.52","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","346.71","0.08","0.99","0.0","4.62","0.99","4.55","0.0","0.0","0.0","0.0","17.03","95.5","421.01","210.51","403.98","325.52","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","346.71","0.08","0.98","0.0","4.84","0.98","4.75","0.0","0.0","0.0","0.0","21.78","95.5","421.01","210.51","399.23","325.52","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","346.71","0.08","0.98","0.0","4.94","0.98","4.83","0.0","0.0","0.0","0.0","26.61","95.5","421.01","210.51","394.4","325.52","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","346.71","0.08","0.97","0.0","4.75","0.97","4.62","0.0","0.0","0.0","0.0","31.23","95.5","421.01","210.51","389.78","325.52","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","346.71","0.08","0.97","0.0","5.35","0.97","5.19","0.0","0.0","0.0","0.0","36.42","95.5","421.01","210.51","384.59","325.52","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","346.71","0.08","0.97","0.0","6.16","0.97","5.95","0.0","0.0","0.0","0.0","42.37","95.5","421.01","210.51","378.65","325.52","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","346.71","0.08","0.96","0.0","5.64","0.96","5.42","0.0","0.0","0.0","0.0","47.79","95.5","421.01","210.51","373.22","325.52","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","346.71","0.08","0.96","0.0","4.31","0.96","4.13","0.0","0.0","0.0","0.0","51.91","95.5","421.01","210.51","369.1","325.52","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","346.71","0.08","0.95","0.0","4.58","0.95","4.37","0.0","0.0","0.0","0.0","56.28","95.5","421.01","210.51","364.73","325.52","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","346.71","0.08","0.95","0.0","4.82","0.95","4.58","0.0","0.0","0.0","0.0","60.86","95.5","421.01","210.51","360.16","325.52","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","346.71","0.08","0.95","0.0","4.47","0.95","4.22","0.0","0.0","0.0","0.0","65.08","105.25","421.01","210.51","355.93","315.76","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","346.71","0.08","0.94","0.0","4.57","0.94","4.3","0.0","0.0","0.0","0.0","69.38","105.25","421.01","210.51","351.63","315.76","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","346.71","0.08","0.94","0.0","4.73","0.94","4.43","0.0","0.0","0.0","0.0","73.81","105.25","421.01","210.51","347.2","315.76","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","346.71","0.08","0.93","0.0","4.93","0.93","4.6","0.0","0.0","0.0","0.0","78.41","105.25","421.01","210.51","342.6","315.76","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","346.71","0.08","0.93","0.0","4.89","0.93","4.54","0.0","0.0","0.0","0.0","82.96","105.25","421.01","210.51","338.06","315.76","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","346.71","0.08","0.92","0.0","3.76","0.92","3.48","0.31","0.31","0.0","0.0","86.12","105.25","421.01","210.51","334.89","315.76","0.0","","","","","","",""
