" Daily soil water balance output for Cherries in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Cherries in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","28.02","0.12","1.05","0.0","7.32","1.05","7.69","0.0","0.0","0.0","0.0","91.88","101.63","454.45","227.22","362.57","352.82","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","28.02","0.12","1.05","0.0","6.85","1.05","7.19","0.0","0.0","0.0","0.0","99.07","101.63","454.45","227.22","355.38","352.82","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","28.02","0.12","1.05","0.0","6.12","1.05","6.43","0.0","0.0","0.0","0.0","0.0","101.63","454.45","227.22","454.45","352.82","105.5","","","","","","",""
"2016.0","7.0","6.0","188.0","28.02","0.12","1.05","0.0","6.22","1.05","6.53","0.0","0.0","0.0","0.0","6.53","101.63","454.45","227.22","447.92","352.82","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","28.02","0.11","1.05","0.0","6.28","1.05","6.59","0.0","0.0","0.0","0.0","13.13","101.63","454.45","227.22","441.32","352.82","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","28.02","0.11","1.05","0.0","6.99","1.05","7.34","0.0","0.0","0.0","0.0","20.46","101.63","454.45","227.22","433.99","352.82","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","28.02","0.11","1.05","0.0","6.45","1.05","6.77","0.0","0.0","0.0","0.0","27.24","101.63","454.45","227.22","427.21","352.82","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","28.02","0.11","1.05","0.0","6.36","1.05","6.68","0.0","0.0","0.0","0.0","33.91","101.63","454.45","227.22","420.53","352.82","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","28.02","0.11","1.05","0.0","7.12","1.05","7.48","0.0","0.0","0.0","0.0","41.39","101.63","454.45","227.22","413.06","352.82","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","28.02","0.11","1.05","0.0","6.81","1.05","7.15","0.0","0.0","0.0","0.0","48.54","101.63","454.45","227.22","405.91","352.82","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","28.02","0.11","1.05","0.0","7.2","1.05","7.56","0.0","0.0","0.0","0.0","56.1","101.63","454.45","227.22","398.35","352.82","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","28.02","0.11","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","63.84","101.63","454.45","227.22","390.61","352.82","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","28.02","0.11","1.05","0.0","7.27","1.05","7.63","0.0","0.0","0.0","0.0","71.47","101.63","454.45","227.22","382.98","352.82","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","28.02","0.11","1.05","0.0","6.85","1.05","7.19","0.0","0.0","0.0","0.0","78.67","101.63","454.45","227.22","375.78","352.82","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","28.02","0.11","1.05","0.0","6.58","1.05","6.91","0.0","0.0","0.0","0.0","85.57","101.63","454.45","227.22","368.87","352.82","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","28.02","0.11","1.05","0.0","6.24","1.05","6.55","0.0","0.0","0.0","0.0","92.13","101.63","454.45","227.22","362.32","352.82","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","28.02","0.11","1.05","0.0","6.47","1.05","6.79","0.0","0.0","0.0","0.0","98.92","101.63","454.45","227.22","355.53","352.82","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","28.02","0.11","1.05","0.0","6.83","1.05","7.17","0.0","0.0","0.0","0.0","0.0","101.63","454.45","227.22","454.45","352.82","106.09","","","","","","",""
"2016.0","7.0","21.0","203.0","28.02","0.11","1.05","0.0","7.16","1.05","7.52","0.0","0.0","0.0","0.0","7.52","101.63","454.45","227.22","446.93","352.82","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","28.02","0.1","1.05","0.0","6.9","1.05","7.24","0.0","0.0","0.0","0.0","14.76","101.63","454.45","227.22","439.69","352.82","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","28.02","0.1","1.05","0.0","7.55","1.05","7.93","0.0","0.0","0.0","0.0","22.69","101.63","454.45","227.22","431.76","352.82","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","28.02","0.1","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","30.43","101.63","454.45","227.22","424.02","352.82","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","28.02","0.1","1.05","0.0","7.18","1.05","7.54","0.0","0.0","0.0","0.0","37.97","101.63","454.45","227.22","416.48","352.82","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","28.02","0.1","1.05","0.0","7.2","1.05","7.56","0.0","0.0","0.0","0.0","45.53","101.63","454.45","227.22","408.92","352.82","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","28.02","0.1","1.05","0.0","7.7","1.05","8.08","0.0","0.0","0.0","0.0","53.61","101.63","454.45","227.22","400.84","352.82","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","28.02","0.1","1.05","0.0","7.57","1.05","7.95","0.0","0.0","0.0","0.0","61.56","101.63","454.45","227.22","392.89","352.82","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","28.02","0.1","1.05","0.0","7.46","1.05","7.83","0.0","0.0","0.0","0.0","69.39","101.63","454.45","227.22","385.06","352.82","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","28.02","0.1","1.05","0.0","7.84","1.05","8.23","0.0","0.0","0.0","0.0","77.63","101.63","454.45","227.22","376.82","352.82","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","28.02","0.1","1.05","0.0","7.0","1.05","7.35","0.0","0.0","0.0","0.0","84.98","101.63","454.45","227.22","369.47","352.82","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","28.02","0.1","1.05","0.0","6.65","1.05","6.98","0.0","0.0","0.0","0.0","91.96","101.63","454.45","227.22","362.49","352.82","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","28.02","0.1","1.05","0.0","6.47","1.05","6.79","0.0","0.0","0.0","0.0","98.75","101.63","454.45","227.22","355.7","352.82","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","28.02","0.1","1.05","0.0","6.97","1.05","7.32","0.0","0.0","0.0","0.0","0.0","101.63","454.45","227.22","454.45","352.82","106.07","","","","","","",""
"2016.0","8.0","4.0","217.0","28.02","0.1","1.05","0.0","5.97","1.05","6.27","0.0","0.0","0.0","0.0","6.27","101.63","454.45","227.22","448.18","352.82","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","28.02","0.1","1.05","0.0","5.57","1.05","5.85","0.0","0.0","0.0","0.0","12.12","101.63","454.45","227.22","442.33","352.82","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","28.02","0.1","1.05","0.0","5.91","1.05","6.21","0.0","0.0","0.0","0.0","18.32","101.63","454.45","227.22","436.13","352.82","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","28.02","0.1","1.05","0.0","5.95","1.05","6.25","0.0","0.0","0.0","0.0","24.57","101.63","454.45","227.22","429.88","352.82","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","28.02","0.1","1.05","0.0","6.43","1.05","6.75","0.0","0.0","0.0","0.0","31.32","101.63","454.45","227.22","423.13","352.82","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","28.02","0.1","1.05","0.0","6.15","1.05","6.46","0.0","0.0","0.0","0.0","37.78","101.63","454.45","227.22","416.67","352.82","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","28.02","0.09","1.05","0.0","6.23","1.05","6.54","0.0","0.0","0.0","0.0","44.32","101.63","454.45","227.22","410.13","352.82","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","28.02","0.09","1.05","0.0","6.36","1.05","6.68","0.0","0.0","0.0","0.0","51.0","101.63","454.45","227.22","403.45","352.82","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","28.02","0.09","1.05","0.0","6.59","1.05","6.92","0.0","0.0","0.0","0.0","57.92","101.63","454.45","227.22","396.53","352.82","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","28.02","0.09","1.05","0.0","6.92","1.05","7.27","0.0","0.0","0.0","0.0","65.18","101.63","454.45","227.22","389.27","352.82","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","28.02","0.09","1.05","0.0","7.13","1.05","7.49","0.0","0.0","0.0","0.0","72.67","101.63","454.45","227.22","381.78","352.82","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","28.02","0.09","1.05","0.0","6.46","1.05","6.78","0.0","0.0","0.0","0.0","79.45","101.63","454.45","227.22","375.0","352.82","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","28.02","0.09","1.05","0.0","6.55","1.05","6.88","0.0","0.0","0.0","0.0","86.33","101.63","454.45","227.22","368.12","352.82","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","28.02","0.09","1.05","0.0","6.43","1.05","6.75","0.0","0.0","0.0","0.0","93.08","101.63","454.45","227.22","361.37","352.82","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","28.02","0.09","1.05","0.0","6.39","1.05","6.71","0.0","0.0","0.0","0.0","99.79","101.63","454.45","227.22","354.66","352.82","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","28.02","0.09","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","0.0","101.63","454.45","227.22","454.45","352.82","106.44","","","","","","",""
"2016.0","8.0","20.0","233.0","28.02","0.09","1.05","0.0","6.22","1.05","6.53","0.0","0.0","0.0","0.0","6.53","101.63","454.45","227.22","447.92","352.82","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","28.02","0.09","1.05","0.0","6.26","1.05","6.57","0.0","0.0","0.0","0.0","13.1","101.63","454.45","227.22","441.35","352.82","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","28.02","0.09","1.05","0.0","6.08","1.05","6.38","0.0","0.0","0.0","0.0","19.49","101.63","454.45","227.22","434.96","352.82","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","28.02","0.09","1.05","0.0","5.88","1.05","6.17","0.0","0.0","0.0","0.0","25.66","101.63","454.45","227.22","428.79","352.82","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","28.02","0.09","1.05","0.0","5.82","1.05","6.11","0.0","0.0","0.0","0.0","31.77","101.63","454.45","227.22","422.68","352.82","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","28.02","0.09","1.05","0.0","5.7","1.05","5.98","0.0","0.0","0.0","0.0","37.76","101.63","454.45","227.22","416.69","352.82","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","28.02","0.09","1.05","0.0","5.35","1.05","5.62","0.0","0.0","0.0","0.0","43.38","101.63","454.45","227.22","411.07","352.82","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","28.02","0.09","1.05","0.0","5.22","1.05","5.48","0.0","0.0","0.0","0.0","48.86","101.63","454.45","227.22","405.59","352.82","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","28.02","0.09","1.05","0.0","5.57","1.05","5.85","0.0","0.0","0.0","0.0","54.7","101.63","454.45","227.22","399.74","352.82","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","28.02","0.09","1.05","0.0","5.66","1.05","5.94","0.0","0.0","0.0","0.0","60.65","101.63","454.45","227.22","393.8","352.82","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","28.02","0.09","1.05","0.0","6.09","1.05","6.39","0.0","0.0","0.0","0.0","67.04","101.63","454.45","227.22","387.41","352.82","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","28.02","0.09","1.05","0.0","5.9","1.05","6.19","0.0","0.0","0.0","0.0","73.24","101.63","454.45","227.22","381.21","352.82","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","28.02","0.09","1.05","0.0","5.07","1.05","5.32","0.0","0.0","0.0","0.0","78.56","101.63","454.45","227.22","375.89","352.82","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","28.02","0.09","1.05","0.0","5.19","1.05","5.45","0.0","0.0","0.0","0.0","84.01","101.63","454.45","227.22","370.44","352.82","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","28.02","0.09","1.05","0.0","5.2","1.05","5.46","0.0","0.0","0.0","0.0","89.47","101.63","454.45","227.22","364.98","352.82","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","28.02","0.09","1.05","0.0","4.61","1.05","4.84","0.0","0.0","0.0","0.0","94.31","101.63","454.45","227.22","360.14","352.82","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","28.02","0.09","1.05","0.0","5.31","1.05","5.58","0.0","0.0","0.0","0.0","99.89","101.63","454.45","227.22","354.56","352.82","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","28.02","0.09","1.05","0.0","5.03","1.05","5.28","0.0","0.0","0.0","0.0","0.0","101.63","454.45","227.22","454.45","352.82","105.17","","","","","","",""
"2016.0","9.0","7.0","251.0","28.02","0.09","1.05","0.0","5.7","1.05","5.98","0.0","0.0","0.0","0.0","5.98","101.63","454.45","227.22","448.46","352.82","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","28.02","0.09","1.05","0.0","5.75","1.05","6.04","0.0","0.0","0.0","0.0","12.02","101.63","454.45","227.22","442.43","352.82","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","28.02","0.09","1.05","0.0","5.32","1.05","5.59","0.0","0.0","0.0","0.0","17.61","101.63","454.45","227.22","436.84","352.82","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","28.02","0.08","1.05","0.0","5.36","1.05","5.63","0.0","0.0","0.0","0.0","23.24","101.63","454.45","227.22","431.21","352.82","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","28.02","0.08","1.05","0.0","4.8","1.05","5.04","0.0","0.0","0.0","0.0","28.28","101.63","454.45","227.22","426.17","352.82","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","28.02","0.08","1.05","0.0","4.31","1.05","4.53","0.0","0.0","0.0","0.0","32.8","101.63","454.45","227.22","421.65","352.82","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","28.02","0.08","1.05","0.0","3.87","1.05","4.06","0.0","0.0","0.0","0.0","36.87","101.63","454.45","227.22","417.58","352.82","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","28.02","0.08","1.05","0.0","4.22","1.05","4.43","0.0","0.0","0.0","0.0","41.3","101.63","454.45","227.22","413.15","352.82","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","28.02","0.08","1.05","0.0","4.57","1.05","4.8","0.0","0.0","0.0","0.0","46.09","101.63","454.45","227.22","408.35","352.82","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","28.02","0.08","1.05","0.0","4.77","1.05","5.01","0.0","0.0","0.0","0.0","51.1","101.63","454.45","227.22","403.35","352.82","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","28.02","0.08","1.05","0.0","4.82","1.05","5.06","0.0","0.0","0.0","0.0","56.16","101.63","454.45","227.22","398.29","352.82","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","28.02","0.08","1.05","0.0","4.67","1.05","4.9","0.0","0.0","0.0","0.0","61.07","101.63","454.45","227.22","393.38","352.82","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","28.02","0.08","1.05","0.0","5.22","1.05","5.48","0.0","0.0","0.0","0.0","66.55","101.63","454.45","227.22","387.9","352.82","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","28.02","0.08","1.05","0.0","5.91","1.05","6.21","0.0","0.0","0.0","0.0","72.75","101.63","454.45","227.22","381.7","352.82","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","28.02","0.08","1.05","0.0","5.56","1.05","5.84","0.0","0.0","0.0","0.0","78.59","101.63","454.45","227.22","375.86","352.82","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","28.02","0.08","1.05","0.0","4.35","1.05","4.57","0.0","0.0","0.0","0.0","83.16","101.63","454.45","227.22","371.29","352.82","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","28.02","0.08","1.05","0.0","4.54","1.05","4.77","0.0","0.0","0.0","0.0","87.93","101.63","454.45","227.22","366.52","352.82","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","28.02","0.08","1.05","0.0","4.7","1.05","4.93","0.0","0.0","0.0","0.0","92.86","101.63","454.45","227.22","361.59","352.82","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","28.02","0.08","1.05","0.0","4.36","1.05","4.58","0.0","0.0","0.0","0.0","97.44","113.61","454.45","227.22","357.01","340.84","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","28.02","0.08","1.05","0.0","4.49","1.05","4.71","0.0","0.0","0.0","0.0","102.15","113.61","454.45","227.22","352.3","340.84","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","28.02","0.08","1.05","0.0","4.66","1.05","4.89","0.0","0.0","0.0","0.0","107.05","113.61","454.45","227.22","347.4","340.84","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","28.02","0.08","1.05","0.0","4.73","1.05","4.97","0.0","0.0","0.0","0.0","112.01","113.61","454.45","227.22","342.44","340.84","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","28.02","0.08","1.05","0.0","4.64","1.05","4.87","0.0","0.0","0.0","0.0","0.0","113.61","454.45","227.22","454.45","340.84","116.89","","","","","","",""
"2016.0","9.0","30.0","274.0","28.02","0.08","1.05","0.0","3.66","1.05","3.84","0.47","0.47","0.0","0.0","3.37","113.61","454.45","227.22","451.08","340.84","0.0","","","","","","",""
