" Daily soil water balance output for Pears in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Pears in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","257.76","0.12","1.05","0.0","7.32","1.05","7.69","0.0","0.0","0.0","0.0","101.64","101.81","454.45","227.22","352.81","352.64","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","257.76","0.12","1.05","0.0","6.85","1.05","7.19","0.0","0.0","0.0","0.0","0.0","101.81","454.45","227.22","454.45","352.64","108.83","","","","","","",""
"2016.0","7.0","5.0","187.0","257.76","0.12","1.05","0.0","6.12","1.05","6.43","0.0","0.0","0.0","0.0","6.43","101.81","454.45","227.22","448.02","352.64","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","257.76","0.12","1.05","0.0","6.22","1.05","6.53","0.0","0.0","0.0","0.0","12.96","101.81","454.45","227.22","441.49","352.64","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","257.76","0.11","1.05","0.0","6.28","1.05","6.59","0.0","0.0","0.0","0.0","19.55","101.81","454.45","227.22","434.9","352.64","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","257.76","0.11","1.05","0.0","6.99","1.05","7.34","0.0","0.0","0.0","0.0","26.89","101.81","454.45","227.22","427.56","352.64","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","257.76","0.11","1.05","0.0","6.45","1.05","6.77","0.0","0.0","0.0","0.0","33.66","101.81","454.45","227.22","420.79","352.64","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","257.76","0.11","1.05","0.0","6.36","1.05","6.68","0.0","0.0","0.0","0.0","40.34","101.81","454.45","227.22","414.11","352.64","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","257.76","0.11","1.05","0.0","7.12","1.05","7.48","0.0","0.0","0.0","0.0","47.82","101.81","454.45","227.22","406.63","352.64","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","257.76","0.11","1.05","0.0","6.81","1.05","7.15","0.0","0.0","0.0","0.0","54.97","101.81","454.45","227.22","399.48","352.64","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","257.76","0.11","1.05","0.0","7.2","1.05","7.56","0.0","0.0","0.0","0.0","62.53","101.81","454.45","227.22","391.92","352.64","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","257.76","0.11","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","70.27","101.81","454.45","227.22","384.18","352.64","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","257.76","0.11","1.05","0.0","7.27","1.05","7.63","0.0","0.0","0.0","0.0","77.9","101.81","454.45","227.22","376.55","352.64","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","257.76","0.11","1.05","0.0","6.85","1.05","7.19","0.0","0.0","0.0","0.0","85.09","101.81","454.45","227.22","369.36","352.64","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","257.76","0.11","1.05","0.0","6.58","1.05","6.91","0.0","0.0","0.0","0.0","92.0","101.81","454.45","227.22","362.45","352.64","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","257.76","0.11","1.05","0.0","6.24","1.05","6.55","0.0","0.0","0.0","0.0","98.55","101.81","454.45","227.22","355.9","352.64","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","257.76","0.11","1.05","0.0","6.47","1.05","6.79","0.0","0.0","0.0","0.0","0.0","101.81","454.45","227.22","454.45","352.64","105.35","","","","","","",""
"2016.0","7.0","20.0","202.0","257.76","0.11","1.05","0.0","6.83","1.05","7.17","0.0","0.0","0.0","0.0","7.17","101.81","454.45","227.22","447.28","352.64","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","257.76","0.11","1.05","0.0","7.16","1.05","7.52","0.0","0.0","0.0","0.0","14.69","101.81","454.45","227.22","439.76","352.64","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","257.76","0.1","1.05","0.0","6.9","1.05","7.25","0.0","0.0","0.0","0.0","21.93","101.81","454.45","227.22","432.52","352.64","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","257.76","0.1","1.05","0.0","7.55","1.05","7.93","0.0","0.0","0.0","0.0","29.86","101.81","454.45","227.22","424.59","352.64","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","257.76","0.1","1.05","0.0","7.37","1.05","7.74","0.0","0.0","0.0","0.0","37.6","101.81","454.45","227.22","416.85","352.64","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","257.76","0.1","1.05","0.0","7.18","1.05","7.54","0.0","0.0","0.0","0.0","45.14","101.81","454.45","227.22","409.31","352.64","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","257.76","0.1","1.05","0.0","7.2","1.05","7.56","0.0","0.0","0.0","0.0","52.7","101.81","454.45","227.22","401.75","352.64","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","257.76","0.1","1.05","0.0","7.7","1.05","8.09","0.0","0.0","0.0","0.0","60.78","101.81","454.45","227.22","393.67","352.64","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","257.76","0.1","1.05","0.0","7.57","1.05","7.95","0.0","0.0","0.0","0.0","68.73","101.81","454.45","227.22","385.72","352.64","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","257.76","0.1","1.05","0.0","7.46","1.05","7.83","0.0","0.0","0.0","0.0","76.57","101.81","454.45","227.22","377.88","352.64","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","257.76","0.1","1.05","0.0","7.84","1.05","8.23","0.0","0.0","0.0","0.0","84.8","101.81","454.45","227.22","369.65","352.64","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","257.76","0.1","1.05","0.0","7.0","1.05","7.35","0.0","0.0","0.0","0.0","92.15","101.81","454.45","227.22","362.3","352.64","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","257.76","0.1","1.05","0.0","6.65","1.05","6.98","0.0","0.0","0.0","0.0","99.13","101.81","454.45","227.22","355.32","352.64","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","257.76","0.1","1.05","0.0","6.47","1.05","6.79","0.0","0.0","0.0","0.0","0.0","101.81","454.45","227.22","454.45","352.64","105.92","","","","","","",""
"2016.0","8.0","3.0","216.0","257.76","0.1","1.05","0.0","6.97","1.05","7.32","0.0","0.0","0.0","0.0","7.32","101.81","454.45","227.22","447.13","352.64","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","257.76","0.1","1.05","0.0","5.97","1.05","6.27","0.0","0.0","0.0","0.0","13.59","101.81","454.45","227.22","440.86","352.64","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","257.76","0.1","1.05","0.0","5.57","1.05","5.85","0.0","0.0","0.0","0.0","19.44","101.81","454.45","227.22","435.01","352.64","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","257.76","0.1","1.05","0.0","5.91","1.05","6.21","0.0","0.0","0.0","0.0","25.64","101.81","454.45","227.22","428.81","352.64","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","257.76","0.1","1.05","0.0","5.95","1.05","6.25","0.0","0.0","0.0","0.0","31.89","101.81","454.45","227.22","422.56","352.64","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","257.76","0.1","1.05","0.0","6.43","1.05","6.75","0.0","0.0","0.0","0.0","38.64","101.81","454.45","227.22","415.81","352.64","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","257.76","0.1","1.05","0.0","6.15","1.05","6.46","0.0","0.0","0.0","0.0","45.1","101.81","454.45","227.22","409.35","352.64","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","257.76","0.09","1.05","0.0","6.23","1.05","6.54","0.0","0.0","0.0","0.0","51.64","101.81","454.45","227.22","402.81","352.64","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","257.76","0.09","1.05","0.0","6.36","1.05","6.68","0.0","0.0","0.0","0.0","58.32","101.81","454.45","227.22","396.13","352.64","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","257.76","0.09","1.05","0.0","6.59","1.05","6.92","0.0","0.0","0.0","0.0","65.24","101.81","454.45","227.22","389.21","352.64","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","257.76","0.09","1.05","0.0","6.92","1.05","7.27","0.0","0.0","0.0","0.0","72.5","101.81","454.45","227.22","381.95","352.64","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","257.76","0.09","1.05","0.0","7.13","1.05","7.49","0.0","0.0","0.0","0.0","79.99","101.81","454.45","227.22","374.46","352.64","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","257.76","0.09","1.05","0.0","6.46","1.05","6.78","0.0","0.0","0.0","0.0","86.77","101.81","454.45","227.22","367.68","352.64","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","257.76","0.09","1.05","0.0","6.55","1.05","6.88","0.0","0.0","0.0","0.0","93.65","101.81","454.45","227.22","360.8","352.64","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","257.76","0.09","1.05","0.0","6.43","1.05","6.75","0.0","0.0","0.0","0.0","100.4","101.81","454.45","227.22","354.05","352.64","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","257.76","0.09","1.05","0.0","6.39","1.05","6.71","0.0","0.0","0.0","0.0","0.0","101.81","454.45","227.22","454.45","352.64","107.11","","","","","","",""
"2016.0","8.0","19.0","232.0","257.76","0.09","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","6.65","101.81","454.45","227.22","447.8","352.64","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","257.76","0.09","1.05","0.0","6.22","1.05","6.53","0.0","0.0","0.0","0.0","13.18","101.81","454.45","227.22","441.27","352.64","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","257.76","0.09","1.05","0.0","6.26","1.05","6.57","0.0","0.0","0.0","0.0","19.75","101.81","454.45","227.22","434.7","352.64","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","257.76","0.09","1.05","0.0","6.08","1.05","6.38","0.0","0.0","0.0","0.0","26.13","101.81","454.45","227.22","428.32","352.64","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","257.76","0.09","1.05","0.0","5.88","1.05","6.17","0.0","0.0","0.0","0.0","32.31","101.81","454.45","227.22","422.14","352.64","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","257.76","0.09","1.05","0.0","5.82","1.05","6.11","0.0","0.0","0.0","0.0","38.42","101.81","454.45","227.22","416.03","352.64","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","257.76","0.09","1.05","0.0","5.7","1.05","5.99","0.0","0.0","0.0","0.0","44.4","101.81","454.45","227.22","410.05","352.64","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","257.76","0.09","1.05","0.0","5.35","1.05","5.62","0.0","0.0","0.0","0.0","50.02","101.81","454.45","227.22","404.43","352.64","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","257.76","0.09","1.05","0.0","5.22","1.05","5.48","0.0","0.0","0.0","0.0","55.5","101.81","454.45","227.22","398.95","352.64","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","257.76","0.09","1.05","0.0","5.57","1.05","5.85","0.0","0.0","0.0","0.0","61.35","101.81","454.45","227.22","393.1","352.64","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","257.76","0.09","1.05","0.0","5.66","1.05","5.94","0.0","0.0","0.0","0.0","67.29","101.81","454.45","227.22","387.16","352.64","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","257.76","0.09","1.05","0.0","6.09","1.05","6.39","0.0","0.0","0.0","0.0","73.69","101.81","454.45","227.22","380.76","352.64","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","257.76","0.09","1.05","0.0","5.9","1.05","6.17","0.0","0.0","0.0","0.0","79.86","101.81","454.45","227.22","374.59","352.64","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","257.76","0.09","1.04","0.0","5.07","1.04","5.28","0.0","0.0","0.0","0.0","85.14","101.81","454.45","227.22","369.31","352.64","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","257.76","0.09","1.04","0.0","5.19","1.04","5.39","0.0","0.0","0.0","0.0","90.53","101.81","454.45","227.22","363.92","352.64","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","257.76","0.09","1.03","0.0","5.2","1.03","5.38","0.0","0.0","0.0","0.0","95.91","101.81","454.45","227.22","358.54","352.64","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","257.76","0.09","1.03","0.0","4.61","1.03","4.75","0.0","0.0","0.0","0.0","100.65","101.81","454.45","227.22","353.8","352.64","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","257.76","0.09","1.03","0.0","5.31","1.03","5.45","0.0","0.0","0.0","0.0","0.0","101.81","454.45","227.22","454.45","352.64","106.1","","","","","","",""
"2016.0","9.0","6.0","250.0","257.76","0.09","1.02","0.0","5.03","1.02","5.14","0.0","0.0","0.0","0.0","5.14","101.81","454.45","227.22","449.31","352.64","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","257.76","0.09","1.02","0.0","5.7","1.02","5.8","0.0","0.0","0.0","0.0","10.94","101.81","454.45","227.22","443.51","352.64","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","257.76","0.09","1.01","0.0","5.75","1.01","5.83","0.0","0.0","0.0","0.0","16.77","101.81","454.45","227.22","437.68","352.64","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","257.76","0.09","1.01","0.0","5.32","1.01","5.37","0.0","0.0","0.0","0.0","22.14","101.81","454.45","227.22","432.31","352.64","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","257.76","0.08","1.01","0.0","5.36","1.01","5.39","0.0","0.0","0.0","0.0","27.53","101.81","454.45","227.22","426.92","352.64","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","257.76","0.08","1.0","0.0","4.8","1.0","4.81","0.0","0.0","0.0","0.0","32.34","101.81","454.45","227.22","422.11","352.64","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","257.76","0.08","1.0","0.0","4.31","1.0","4.3","0.0","0.0","0.0","0.0","36.64","101.81","454.45","227.22","417.81","352.64","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","257.76","0.08","0.99","0.0","3.87","0.99","3.85","0.0","0.0","0.0","0.0","40.48","101.81","454.45","227.22","413.97","352.64","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","257.76","0.08","0.99","0.0","4.22","0.99","4.18","0.0","0.0","0.0","0.0","44.66","101.81","454.45","227.22","409.79","352.64","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","257.76","0.08","0.99","0.0","4.57","0.99","4.5","0.0","0.0","0.0","0.0","49.16","101.81","454.45","227.22","405.29","352.64","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","257.76","0.08","0.98","0.0","4.77","0.98","4.68","0.0","0.0","0.0","0.0","53.84","101.81","454.45","227.22","400.61","352.64","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","257.76","0.08","0.98","0.0","4.82","0.98","4.71","0.0","0.0","0.0","0.0","58.56","101.81","454.45","227.22","395.89","352.64","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","257.76","0.08","0.97","0.0","4.67","0.97","4.55","0.0","0.0","0.0","0.0","63.1","101.81","454.45","227.22","391.35","352.64","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","257.76","0.08","0.97","0.0","5.22","0.97","5.06","0.0","0.0","0.0","0.0","68.16","101.81","454.45","227.22","386.29","352.64","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","257.76","0.08","0.97","0.0","5.91","0.97","5.71","0.0","0.0","0.0","0.0","73.87","101.81","454.45","227.22","380.58","352.64","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","257.76","0.08","0.96","0.0","5.56","0.96","5.34","0.0","0.0","0.0","0.0","79.21","101.81","454.45","227.22","375.24","352.64","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","257.76","0.08","0.96","0.0","4.35","0.96","4.16","0.0","0.0","0.0","0.0","83.38","113.61","454.45","227.22","371.07","340.84","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","257.76","0.08","0.95","0.0","4.54","0.95","4.33","0.0","0.0","0.0","0.0","87.7","113.61","454.45","227.22","366.75","340.84","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","257.76","0.08","0.95","0.0","4.7","0.95","4.46","0.0","0.0","0.0","0.0","92.16","113.61","454.45","227.22","362.29","340.84","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","257.76","0.08","0.95","0.0","4.36","0.95","4.12","0.0","0.0","0.0","0.0","96.29","113.61","454.45","227.22","358.16","340.84","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","257.76","0.08","0.94","0.0","4.49","0.94","4.23","0.0","0.0","0.0","0.0","100.51","113.61","454.45","227.22","353.94","340.84","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","257.76","0.08","0.94","0.0","4.66","0.94","4.37","0.0","0.0","0.0","0.0","104.88","113.61","454.45","227.22","349.57","340.84","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","257.76","0.08","0.93","0.0","4.73","0.93","4.41","0.0","0.0","0.0","0.0","109.29","113.61","454.45","227.22","345.16","340.84","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","257.76","0.08","0.93","0.0","4.64","0.93","4.31","0.0","0.0","0.0","0.0","113.6","113.61","454.45","227.22","340.85","340.84","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","257.76","0.08","0.92","0.0","3.66","0.92","3.39","0.47","0.47","0.0","0.0","0.0","113.61","454.45","227.22","454.45","340.84","116.52","","","","","","",""
