" Daily soil water balance output for Pasture in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Pasture in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","6.0","30.0","182.0","8005.09","0.14","0.95","0.0","6.96","0.95","6.61","0.0","0.0","0.0","0.0","13.26","54.95","227.99","114.0","214.73","173.04","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","8005.09","0.14","0.95","0.0","6.82","0.95","6.48","0.0","0.0","0.0","0.0","19.74","54.95","227.99","114.0","208.25","173.04","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","8005.09","0.14","0.95","0.0","6.74","0.95","6.4","0.0","0.0","0.0","0.0","26.14","54.95","227.99","114.0","201.85","173.04","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","8005.09","0.14","0.95","0.0","7.01","0.95","6.66","0.0","0.0","0.0","0.0","32.8","54.95","227.99","114.0","195.19","173.04","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","8005.09","0.14","0.95","0.0","6.57","0.95","6.24","0.0","0.0","0.0","0.0","39.05","54.95","227.99","114.0","188.95","173.04","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","8005.09","0.13","0.95","0.0","5.91","0.95","5.61","0.0","0.0","0.0","0.0","44.66","54.95","227.99","114.0","183.33","173.04","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","8005.09","0.13","0.95","0.0","6.04","0.95","5.74","0.0","0.0","0.0","0.0","50.4","54.95","227.99","114.0","177.59","173.04","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","8005.09","0.13","0.95","0.0","6.16","0.95","5.85","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","56.25","","","","","","",""
"2016.0","7.0","8.0","190.0","8005.09","0.13","0.95","0.0","6.78","0.95","6.44","0.0","0.0","0.0","0.0","6.44","54.95","227.99","114.0","221.55","173.04","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","8005.09","0.13","0.95","0.0","6.33","0.95","6.01","0.0","0.0","0.0","0.0","12.45","54.95","227.99","114.0","215.54","173.04","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","8005.09","0.13","0.95","0.0","6.31","0.95","5.99","0.0","0.0","0.0","0.0","18.45","54.95","227.99","114.0","209.54","173.04","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","8005.09","0.13","0.95","0.0","6.98","0.95","6.63","0.0","0.0","0.0","0.0","25.08","54.95","227.99","114.0","202.91","173.04","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","8005.09","0.13","0.95","0.0","6.6","0.95","6.27","0.0","0.0","0.0","0.0","31.35","54.95","227.99","114.0","196.64","173.04","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","8005.09","0.13","0.95","0.0","6.97","0.95","6.62","0.0","0.0","0.0","0.0","37.97","54.95","227.99","114.0","190.02","173.04","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","8005.09","0.12","0.95","0.0","7.11","0.95","6.75","0.0","0.0","0.0","0.0","44.73","54.95","227.99","114.0","183.26","173.04","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","8005.09","0.12","0.95","0.0","6.93","0.95","6.58","0.0","0.0","0.0","0.0","51.31","54.95","227.99","114.0","176.68","173.04","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","8005.09","0.12","0.95","0.0","6.59","0.95","6.26","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","57.57","","","","","","",""
"2016.0","7.0","17.0","199.0","8005.09","0.12","0.95","0.0","6.32","0.95","6.0","0.0","0.0","0.0","0.0","6.0","54.95","227.99","114.0","221.99","173.04","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","8005.09","0.12","0.95","0.0","6.04","0.95","5.74","0.0","0.0","0.0","0.0","11.74","54.95","227.99","114.0","216.25","173.04","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","8005.09","0.12","0.95","0.0","6.33","0.95","6.01","0.0","0.0","0.0","0.0","17.76","54.95","227.99","114.0","210.23","173.04","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","8005.09","0.12","0.95","0.0","6.77","0.95","6.43","0.0","0.0","0.0","0.0","24.19","54.95","227.99","114.0","203.8","173.04","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","8005.09","0.12","0.95","0.0","6.91","0.95","6.56","0.0","0.0","0.0","0.0","30.75","54.95","227.99","114.0","197.24","173.04","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","8005.09","0.12","0.95","0.0","6.81","0.95","6.47","0.0","0.0","0.0","0.0","37.22","54.95","227.99","114.0","190.77","173.04","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","8005.09","0.12","0.95","0.0","7.41","0.95","7.04","0.0","0.0","0.0","0.0","44.26","54.95","227.99","114.0","183.73","173.04","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","8005.09","0.12","0.95","0.0","7.14","0.95","6.78","0.0","0.0","0.0","0.0","51.04","54.95","227.99","114.0","176.95","173.04","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","8005.09","0.11","0.95","0.0","6.89","0.95","6.55","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","57.59","","","","","","",""
"2016.0","7.0","26.0","208.0","8005.09","0.11","0.95","0.0","7.01","0.95","6.66","0.0","0.0","0.0","0.0","6.66","54.95","227.99","114.0","221.33","173.04","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","8005.09","0.11","0.95","0.0","7.35","0.95","6.98","0.0","0.0","0.0","0.0","13.64","54.95","227.99","114.0","214.35","173.04","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","8005.09","0.11","0.95","0.0","7.27","0.95","6.91","0.0","0.0","0.0","0.0","20.55","54.95","227.99","114.0","207.44","173.04","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","8005.09","0.11","0.95","0.0","7.1","0.95","6.75","0.0","0.0","0.0","0.0","27.29","54.95","227.99","114.0","200.7","173.04","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","8005.09","0.11","0.95","0.0","7.36","0.95","6.99","0.0","0.0","0.0","0.0","34.29","54.95","227.99","114.0","193.7","173.04","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","8005.09","0.11","0.95","0.0","6.54","0.95","6.21","0.0","0.0","0.0","0.0","40.5","54.95","227.99","114.0","187.49","173.04","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","8005.09","0.11","0.95","0.0","6.31","0.95","5.99","0.0","0.0","0.0","0.0","46.49","54.95","227.99","114.0","181.5","173.04","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","8005.09","0.11","0.95","0.0","6.3","0.95","5.99","0.0","0.0","0.0","0.0","52.48","54.95","227.99","114.0","175.51","173.04","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","8005.09","0.11","0.95","0.0","6.63","0.95","6.3","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","58.78","","","","","","",""
"2016.0","8.0","4.0","217.0","8005.09","0.11","0.95","0.0","5.71","0.95","5.42","0.0","0.0","0.0","0.0","5.42","54.95","227.99","114.0","222.57","173.04","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","8005.09","0.11","0.95","0.0","5.44","0.95","5.17","0.0","0.0","0.0","0.0","10.59","54.95","227.99","114.0","217.4","173.04","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","8005.09","0.11","0.95","0.0","5.68","0.95","5.4","0.0","0.0","0.0","0.0","15.99","54.95","227.99","114.0","212.0","173.04","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","8005.09","0.11","0.95","0.0","5.85","0.95","5.56","0.0","0.0","0.0","0.0","21.55","54.95","227.99","114.0","206.44","173.04","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","8005.09","0.11","0.95","0.0","6.22","0.95","5.91","0.0","0.0","0.0","0.0","27.46","54.95","227.99","114.0","200.54","173.04","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","8005.09","0.1","0.95","0.0","5.96","0.95","5.66","0.0","0.0","0.0","0.0","33.12","54.95","227.99","114.0","194.87","173.04","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","8005.09","0.1","0.95","0.0","6.0","0.95","5.7","0.0","0.0","0.0","0.0","38.82","54.95","227.99","114.0","189.17","173.04","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","8005.09","0.1","0.95","0.0","6.14","0.95","5.83","0.0","0.0","0.0","0.0","44.65","54.95","227.99","114.0","183.34","173.04","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","8005.09","0.1","0.95","0.0","6.32","0.95","6.0","0.0","0.0","0.0","0.0","50.65","54.95","227.99","114.0","177.34","173.04","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","8005.09","0.1","0.95","0.0","6.75","0.95","6.41","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","57.07","","","","","","",""
"2016.0","8.0","14.0","227.0","8005.09","0.1","0.95","0.0","6.91","0.95","6.56","0.0","0.0","0.0","0.0","6.56","54.95","227.99","114.0","221.43","173.04","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","8005.09","0.1","0.95","0.0","6.22","0.95","5.91","0.0","0.0","0.0","0.0","12.47","54.95","227.99","114.0","215.52","173.04","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","8005.09","0.1","0.95","0.0","6.25","0.95","5.94","0.0","0.0","0.0","0.0","18.41","54.95","227.99","114.0","209.58","173.04","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","8005.09","0.1","0.95","0.0","6.17","0.95","5.86","0.0","0.0","0.0","0.0","24.27","54.95","227.99","114.0","203.72","173.04","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","8005.09","0.1","0.95","0.0","6.13","0.95","5.82","0.0","0.0","0.0","0.0","30.1","54.95","227.99","114.0","197.89","173.04","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","8005.09","0.1","0.95","0.0","6.11","0.95","5.8","0.0","0.0","0.0","0.0","35.9","54.95","227.99","114.0","192.09","173.04","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","8005.09","0.1","0.95","0.0","5.97","0.95","5.67","0.0","0.0","0.0","0.0","41.57","54.95","227.99","114.0","186.42","173.04","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","8005.09","0.1","0.95","0.0","6.06","0.95","5.76","0.0","0.0","0.0","0.0","47.33","54.95","227.99","114.0","180.66","173.04","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","8005.09","0.1","0.95","0.0","5.78","0.95","5.49","0.0","0.0","0.0","0.0","52.82","54.95","227.99","114.0","175.17","173.04","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","8005.09","0.1","0.95","0.0","5.78","0.95","5.49","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","58.31","","","","","","",""
"2016.0","8.0","24.0","237.0","8005.09","0.1","0.95","0.0","5.68","0.95","5.4","0.0","0.0","0.0","0.0","5.4","54.95","227.99","114.0","222.59","173.04","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","8005.09","0.1","0.95","0.0","5.45","0.95","5.18","0.0","0.0","0.0","0.0","10.57","54.95","227.99","114.0","217.42","173.04","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","8005.09","0.1","0.95","0.0","5.13","0.95","4.87","0.0","0.0","0.0","0.0","15.45","54.95","227.99","114.0","212.54","173.04","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","8005.09","0.1","0.95","0.0","5.07","0.95","4.82","0.0","0.0","0.0","0.0","20.26","54.95","227.99","114.0","207.73","173.04","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","8005.09","0.1","0.95","0.0","5.37","0.95","5.1","0.0","0.0","0.0","0.0","25.37","54.95","227.99","114.0","202.63","173.04","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","8005.09","0.1","0.95","0.0","5.55","0.95","5.27","0.0","0.0","0.0","0.0","30.64","54.95","227.99","114.0","197.35","173.04","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","8005.09","0.1","0.95","0.0","6.02","0.95","5.72","0.0","0.0","0.0","0.0","36.36","54.95","227.99","114.0","191.63","173.04","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","8005.09","0.09","0.95","0.0","5.79","0.95","5.5","0.0","0.0","0.0","0.0","41.86","54.95","227.99","114.0","186.13","173.04","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","8005.09","0.09","0.95","0.0","5.01","0.95","4.76","0.0","0.0","0.0","0.0","46.62","54.95","227.99","114.0","181.37","173.04","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","8005.09","0.09","0.95","0.0","5.11","0.95","4.85","0.0","0.0","0.0","0.0","51.47","54.95","227.99","114.0","176.52","173.04","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","8005.09","0.09","0.95","0.0","5.0","0.95","4.75","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","56.22","","","","","","",""
"2016.0","9.0","4.0","248.0","8005.09","0.09","0.95","0.0","4.55","0.95","4.32","0.0","0.0","0.0","0.0","4.32","54.95","227.99","114.0","223.67","173.04","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","8005.09","0.09","0.95","0.0","5.22","0.95","4.96","0.0","0.0","0.0","0.0","9.28","54.95","227.99","114.0","218.71","173.04","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","8005.09","0.09","0.95","0.0","4.99","0.95","4.74","0.0","0.0","0.0","0.0","14.02","54.95","227.99","114.0","213.97","173.04","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","8005.09","0.09","0.95","0.0","5.6","0.95","5.32","0.0","0.0","0.0","0.0","19.34","54.95","227.99","114.0","208.65","173.04","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","8005.09","0.09","0.95","0.0","5.47","0.95","5.2","0.0","0.0","0.0","0.0","24.54","54.95","227.99","114.0","203.45","173.04","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","8005.09","0.09","0.95","0.0","5.19","0.95","4.93","0.0","0.0","0.0","0.0","29.47","54.95","227.99","114.0","198.52","173.04","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","8005.09","0.09","0.95","0.0","5.22","0.95","4.96","0.0","0.0","0.0","0.0","34.43","54.95","227.99","114.0","193.56","173.04","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","8005.09","0.09","0.95","0.0","4.69","0.95","4.46","0.0","0.0","0.0","0.0","38.88","54.95","227.99","114.0","189.11","173.04","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","8005.09","0.09","0.95","0.0","4.31","0.95","4.09","0.0","0.0","0.0","0.0","42.98","54.95","227.99","114.0","185.01","173.04","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","8005.09","0.09","0.95","0.0","3.86","0.95","3.67","0.0","0.0","0.0","0.0","46.65","54.95","227.99","114.0","181.35","173.04","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","8005.09","0.09","0.95","0.0","4.22","0.95","4.01","0.0","0.0","0.0","0.0","50.65","54.95","227.99","114.0","177.34","173.04","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","8005.09","0.09","0.95","0.0","4.56","0.95","4.33","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","54.99","","","","","","",""
"2016.0","9.0","16.0","260.0","8005.09","0.09","0.95","0.0","4.72","0.95","4.48","0.0","0.0","0.0","0.0","4.48","54.95","227.99","114.0","223.51","173.04","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","8005.09","0.09","0.95","0.0","4.74","0.95","4.5","0.0","0.0","0.0","0.0","8.99","54.95","227.99","114.0","219.0","173.04","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","8005.09","0.09","0.95","0.0","4.65","0.95","4.42","0.0","0.0","0.0","0.0","13.4","54.95","227.99","114.0","214.59","173.04","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","8005.09","0.09","0.95","0.0","5.09","0.95","4.84","0.0","0.0","0.0","0.0","18.24","54.95","227.99","114.0","209.75","173.04","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","8005.09","0.09","0.95","0.0","5.49","0.95","5.22","0.0","0.0","0.0","0.0","23.46","54.95","227.99","114.0","204.53","173.04","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","8005.09","0.09","0.95","0.0","5.4","0.95","5.13","0.0","0.0","0.0","0.0","28.59","54.95","227.99","114.0","199.4","173.04","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","8005.09","0.09","0.95","0.0","4.35","0.95","4.13","0.0","0.0","0.0","0.0","32.72","54.95","227.99","114.0","195.27","173.04","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","8005.09","0.09","0.95","0.0","4.54","0.95","4.31","0.0","0.0","0.0","0.0","37.03","54.95","227.99","114.0","190.96","173.04","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","8005.09","0.09","0.95","0.0","4.49","0.95","4.27","0.0","0.0","0.0","0.0","41.3","54.95","227.99","114.0","186.69","173.04","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","8005.09","0.09","0.95","0.0","4.2","0.95","3.99","0.0","0.0","0.0","0.0","45.29","54.95","227.99","114.0","182.7","173.04","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","8005.09","0.09","0.95","0.0","4.51","0.95","4.28","0.0","0.0","0.0","0.0","49.57","54.95","227.99","114.0","178.42","173.04","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","8005.09","0.09","0.95","0.0","4.62","0.95","4.39","0.0","0.0","0.0","0.0","53.96","54.95","227.99","114.0","174.03","173.04","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","8005.09","0.09","0.95","0.0","4.51","0.95","4.28","0.0","0.0","0.0","0.0","0.0","54.95","227.99","114.0","227.99","173.04","58.24","","","","","","",""
"2016.0","9.0","29.0","273.0","8005.09","0.09","0.95","0.0","4.4","0.95","4.18","0.0","0.0","0.0","0.0","4.18","54.95","227.99","114.0","223.81","173.04","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","8005.09","0.09","0.95","0.0","3.46","0.95","3.29","1.26","1.26","0.0","0.0","6.21","54.95","227.99","114.0","221.78","173.04","0.0","","","","","","",""
