" Daily soil water balance output for Olives in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Olives in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","13.12","0.12","0.7","0.0","7.32","0.7","5.12","0.0","0.0","0.0","0.0","57.13","78.07","351.13","175.56","294.0","273.06","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","13.12","0.12","0.7","0.0","6.85","0.7","4.8","0.0","0.0","0.0","0.0","61.92","78.07","351.13","175.56","289.21","273.06","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","13.12","0.12","0.7","0.0","6.12","0.7","4.28","0.0","0.0","0.0","0.0","66.21","78.07","351.13","175.56","284.92","273.06","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","13.12","0.12","0.7","0.0","6.22","0.7","4.35","0.0","0.0","0.0","0.0","70.56","78.07","351.13","175.56","280.57","273.06","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","13.12","0.11","0.7","0.0","6.28","0.7","4.4","0.0","0.0","0.0","0.0","74.96","78.07","351.13","175.56","276.17","273.06","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","13.12","0.11","0.7","0.0","6.99","0.7","4.89","0.0","0.0","0.0","0.0","0.0","78.07","351.13","175.56","351.13","273.06","79.85","","","","","","",""
"2016.0","7.0","9.0","191.0","13.12","0.11","0.7","0.0","6.45","0.7","4.52","0.0","0.0","0.0","0.0","4.52","78.07","351.13","175.56","346.61","273.06","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","13.12","0.11","0.7","0.0","6.36","0.7","4.45","0.0","0.0","0.0","0.0","8.97","78.07","351.13","175.56","342.16","273.06","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","13.12","0.11","0.7","0.0","7.12","0.7","4.98","0.0","0.0","0.0","0.0","13.95","78.07","351.13","175.56","337.18","273.06","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","13.12","0.11","0.7","0.0","6.81","0.7","4.77","0.0","0.0","0.0","0.0","18.72","78.07","351.13","175.56","332.41","273.06","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","13.12","0.11","0.7","0.0","7.2","0.7","5.04","0.0","0.0","0.0","0.0","23.76","78.07","351.13","175.56","327.37","273.06","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","13.12","0.11","0.7","0.0","7.37","0.7","5.16","0.0","0.0","0.0","0.0","28.92","78.07","351.13","175.56","322.21","273.06","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","13.12","0.11","0.7","0.0","7.27","0.7","5.09","0.0","0.0","0.0","0.0","34.01","78.07","351.13","175.56","317.12","273.06","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","13.12","0.11","0.7","0.0","6.85","0.7","4.8","0.0","0.0","0.0","0.0","38.8","78.07","351.13","175.56","312.33","273.06","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","13.12","0.11","0.7","0.0","6.58","0.7","4.61","0.0","0.0","0.0","0.0","43.41","78.07","351.13","175.56","307.72","273.06","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","13.12","0.11","0.7","0.0","6.24","0.7","4.37","0.0","0.0","0.0","0.0","47.78","78.07","351.13","175.56","303.35","273.06","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","13.12","0.11","0.7","0.0","6.47","0.7","4.53","0.0","0.0","0.0","0.0","52.3","78.07","351.13","175.56","298.83","273.06","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","13.12","0.11","0.7","0.0","6.83","0.7","4.78","0.0","0.0","0.0","0.0","57.09","78.07","351.13","175.56","294.04","273.06","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","13.12","0.11","0.7","0.0","7.16","0.7","5.01","0.0","0.0","0.0","0.0","62.1","78.07","351.13","175.56","289.03","273.06","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","13.12","0.1","0.7","0.0","6.9","0.7","4.83","0.0","0.0","0.0","0.0","66.93","78.07","351.13","175.56","284.2","273.06","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","13.12","0.1","0.7","0.0","7.55","0.7","5.29","0.0","0.0","0.0","0.0","72.21","78.07","351.13","175.56","278.92","273.06","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","13.12","0.1","0.7","0.0","7.37","0.7","5.16","0.0","0.0","0.0","0.0","77.37","78.07","351.13","175.56","273.76","273.06","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","13.12","0.1","0.7","0.0","7.18","0.7","5.03","0.0","0.0","0.0","0.0","0.0","78.07","351.13","175.56","351.13","273.06","82.4","","","","","","",""
"2016.0","7.0","26.0","208.0","13.12","0.1","0.7","0.0","7.2","0.7","5.04","0.0","0.0","0.0","0.0","5.04","78.07","351.13","175.56","346.09","273.06","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","13.12","0.1","0.7","0.0","7.7","0.7","5.39","0.0","0.0","0.0","0.0","10.43","78.07","351.13","175.56","340.7","273.06","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","13.12","0.1","0.7","0.0","7.57","0.7","5.3","0.0","0.0","0.0","0.0","15.73","78.07","351.13","175.56","335.4","273.06","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","13.12","0.1","0.7","0.0","7.46","0.7","5.22","0.0","0.0","0.0","0.0","20.95","78.07","351.13","175.56","330.18","273.06","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","13.12","0.1","0.7","0.0","7.84","0.7","5.49","0.0","0.0","0.0","0.0","26.44","78.07","351.13","175.56","324.69","273.06","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","13.12","0.1","0.7","0.0","7.0","0.7","4.9","0.0","0.0","0.0","0.0","31.34","78.07","351.13","175.56","319.79","273.06","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","13.12","0.1","0.7","0.0","6.65","0.7","4.66","0.0","0.0","0.0","0.0","35.99","78.07","351.13","175.56","315.14","273.06","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","13.12","0.1","0.7","0.0","6.47","0.7","4.53","0.0","0.0","0.0","0.0","40.52","78.07","351.13","175.56","310.61","273.06","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","13.12","0.1","0.7","0.0","6.97","0.7","4.88","0.0","0.0","0.0","0.0","45.4","78.07","351.13","175.56","305.73","273.06","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","13.12","0.1","0.7","0.0","5.97","0.7","4.18","0.0","0.0","0.0","0.0","49.58","78.07","351.13","175.56","301.55","273.06","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","13.12","0.1","0.7","0.0","5.57","0.7","3.9","0.0","0.0","0.0","0.0","53.48","78.07","351.13","175.56","297.65","273.06","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","13.12","0.1","0.7","0.0","5.91","0.7","4.14","0.0","0.0","0.0","0.0","57.62","78.07","351.13","175.56","293.51","273.06","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","13.12","0.1","0.7","0.0","5.95","0.7","4.17","0.0","0.0","0.0","0.0","61.78","78.07","351.13","175.56","289.35","273.06","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","13.12","0.1","0.7","0.0","6.43","0.7","4.5","0.0","0.0","0.0","0.0","66.28","78.07","351.13","175.56","284.85","273.06","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","13.12","0.1","0.7","0.0","6.15","0.7","4.31","0.0","0.0","0.0","0.0","70.59","78.07","351.13","175.56","280.54","273.06","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","13.12","0.09","0.7","0.0","6.23","0.7","4.36","0.0","0.0","0.0","0.0","74.95","78.07","351.13","175.56","276.18","273.06","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","13.12","0.09","0.7","0.0","6.36","0.7","4.45","0.0","0.0","0.0","0.0","0.0","78.07","351.13","175.56","351.13","273.06","79.4","","","","","","",""
"2016.0","8.0","12.0","225.0","13.12","0.09","0.7","0.0","6.59","0.7","4.61","0.0","0.0","0.0","0.0","4.61","78.07","351.13","175.56","346.52","273.06","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","13.12","0.09","0.7","0.0","6.92","0.7","4.84","0.0","0.0","0.0","0.0","9.46","78.07","351.13","175.56","341.67","273.06","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","13.12","0.09","0.7","0.0","7.13","0.7","4.99","0.0","0.0","0.0","0.0","14.45","78.07","351.13","175.56","336.68","273.06","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","13.12","0.09","0.7","0.0","6.46","0.7","4.52","0.0","0.0","0.0","0.0","18.97","78.07","351.13","175.56","332.16","273.06","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","13.12","0.09","0.7","0.0","6.55","0.7","4.59","0.0","0.0","0.0","0.0","23.56","78.07","351.13","175.56","327.57","273.06","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","13.12","0.09","0.7","0.0","6.43","0.7","4.5","0.0","0.0","0.0","0.0","28.06","78.07","351.13","175.56","323.07","273.06","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","13.12","0.09","0.7","0.0","6.39","0.7","4.47","0.0","0.0","0.0","0.0","32.53","78.07","351.13","175.56","318.6","273.06","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","13.12","0.09","0.7","0.0","6.33","0.7","4.43","0.0","0.0","0.0","0.0","36.96","78.07","351.13","175.56","314.17","273.06","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","13.12","0.09","0.7","0.0","6.22","0.7","4.35","0.0","0.0","0.0","0.0","41.31","78.07","351.13","175.56","309.82","273.06","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","13.12","0.09","0.7","0.0","6.26","0.7","4.38","0.0","0.0","0.0","0.0","45.7","78.07","351.13","175.56","305.43","273.06","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","13.12","0.09","0.7","0.0","6.08","0.7","4.26","0.0","0.0","0.0","0.0","49.95","78.07","351.13","175.56","301.18","273.06","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","13.12","0.09","0.7","0.0","5.88","0.7","4.12","0.0","0.0","0.0","0.0","54.07","78.07","351.13","175.56","297.06","273.06","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","13.12","0.09","0.7","0.0","5.82","0.7","4.07","0.0","0.0","0.0","0.0","58.14","78.07","351.13","175.56","292.99","273.06","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","13.12","0.09","0.7","0.0","5.7","0.7","3.99","0.0","0.0","0.0","0.0","62.13","78.07","351.13","175.56","289.0","273.06","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","13.12","0.09","0.7","0.0","5.35","0.7","3.75","0.0","0.0","0.0","0.0","65.88","78.07","351.13","175.56","285.25","273.06","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","13.12","0.09","0.7","0.0","5.22","0.7","3.65","0.0","0.0","0.0","0.0","69.53","78.07","351.13","175.56","281.6","273.06","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","13.12","0.09","0.7","0.0","5.57","0.7","3.9","0.0","0.0","0.0","0.0","73.43","78.07","351.13","175.56","277.7","273.06","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","13.12","0.09","0.7","0.0","5.66","0.7","3.96","0.0","0.0","0.0","0.0","77.39","78.07","351.13","175.56","273.74","273.06","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","13.12","0.09","0.7","0.0","6.09","0.7","4.26","0.0","0.0","0.0","0.0","0.0","78.07","351.13","175.56","351.13","273.06","81.66","","","","","","",""
"2016.0","8.0","31.0","244.0","13.12","0.09","0.7","0.0","5.9","0.7","4.13","0.0","0.0","0.0","0.0","4.13","78.07","351.13","175.56","347.0","273.06","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","13.12","0.09","0.7","0.0","5.07","0.7","3.55","0.0","0.0","0.0","0.0","7.68","78.07","351.13","175.56","343.45","273.06","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","13.12","0.09","0.7","0.0","5.19","0.7","3.63","0.0","0.0","0.0","0.0","11.31","78.07","351.13","175.56","339.82","273.06","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","13.12","0.09","0.7","0.0","5.2","0.7","3.64","0.0","0.0","0.0","0.0","14.95","78.07","351.13","175.56","336.18","273.06","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","13.12","0.09","0.7","0.0","4.61","0.7","3.23","0.0","0.0","0.0","0.0","18.18","78.07","351.13","175.56","332.95","273.06","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","13.12","0.09","0.7","0.0","5.31","0.7","3.72","0.0","0.0","0.0","0.0","21.9","78.07","351.13","175.56","329.23","273.06","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","13.12","0.09","0.7","0.0","5.03","0.7","3.52","0.0","0.0","0.0","0.0","25.42","78.07","351.13","175.56","325.71","273.06","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","13.12","0.09","0.7","0.0","5.7","0.7","3.99","0.0","0.0","0.0","0.0","29.41","78.07","351.13","175.56","321.72","273.06","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","13.12","0.09","0.7","0.0","5.75","0.7","4.03","0.0","0.0","0.0","0.0","33.43","78.07","351.13","175.56","317.7","273.06","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","13.12","0.09","0.7","0.0","5.32","0.7","3.72","0.0","0.0","0.0","0.0","37.16","78.07","351.13","175.56","313.97","273.06","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","13.12","0.08","0.7","0.0","5.36","0.7","3.75","0.0","0.0","0.0","0.0","40.91","78.07","351.13","175.56","310.22","273.06","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","13.12","0.08","0.7","0.0","4.8","0.7","3.36","0.0","0.0","0.0","0.0","44.27","78.07","351.13","175.56","306.86","273.06","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","13.12","0.08","0.7","0.0","4.31","0.7","3.02","0.0","0.0","0.0","0.0","47.29","78.07","351.13","175.56","303.84","273.06","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","13.12","0.08","0.7","0.0","3.87","0.7","2.71","0.0","0.0","0.0","0.0","49.99","78.07","351.13","175.56","301.14","273.06","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","13.12","0.08","0.7","0.0","4.22","0.7","2.95","0.0","0.0","0.0","0.0","52.95","78.07","351.13","175.56","298.18","273.06","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","13.12","0.08","0.7","0.0","4.57","0.7","3.2","0.0","0.0","0.0","0.0","56.15","78.07","351.13","175.56","294.98","273.06","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","13.12","0.08","0.7","0.0","4.77","0.7","3.34","0.0","0.0","0.0","0.0","59.49","78.07","351.13","175.56","291.64","273.06","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","13.12","0.08","0.7","0.0","4.82","0.7","3.37","0.0","0.0","0.0","0.0","62.86","78.07","351.13","175.56","288.27","273.06","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","13.12","0.08","0.7","0.0","4.67","0.7","3.27","0.0","0.0","0.0","0.0","66.13","78.07","351.13","175.56","285.0","273.06","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","13.12","0.08","0.7","0.0","5.22","0.7","3.65","0.0","0.0","0.0","0.0","69.78","78.07","351.13","175.56","281.35","273.06","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","13.12","0.08","0.7","0.0","5.91","0.7","4.14","0.0","0.0","0.0","0.0","73.92","78.07","351.13","175.56","277.21","273.06","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","13.12","0.08","0.7","0.0","5.56","0.7","3.89","0.0","0.0","0.0","0.0","77.81","78.07","351.13","175.56","273.32","273.06","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","13.12","0.08","0.7","0.0","4.35","0.7","3.05","0.0","0.0","0.0","0.0","0.0","78.07","351.13","175.56","351.13","273.06","80.86","","","","","","",""
"2016.0","9.0","23.0","267.0","13.12","0.08","0.7","0.0","4.54","0.7","3.18","0.0","0.0","0.0","0.0","3.18","78.07","351.13","175.56","347.95","273.06","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","13.12","0.08","0.7","0.0","4.7","0.7","3.29","0.0","0.0","0.0","0.0","6.47","78.07","351.13","175.56","344.66","273.06","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","13.12","0.08","0.7","0.0","4.36","0.7","3.05","0.0","0.0","0.0","0.0","9.52","78.07","351.13","175.56","341.61","273.06","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","13.12","0.08","0.7","0.0","4.49","0.7","3.14","0.0","0.0","0.0","0.0","12.66","78.07","351.13","175.56","338.47","273.06","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","13.12","0.08","0.7","0.0","4.66","0.7","3.26","0.0","0.0","0.0","0.0","15.93","78.07","351.13","175.56","335.2","273.06","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","13.12","0.08","0.7","0.0","4.73","0.7","3.31","0.0","0.0","0.0","0.0","19.24","78.07","351.13","175.56","331.89","273.06","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","13.12","0.08","0.7","0.0","4.64","0.7","3.25","0.0","0.0","0.0","0.0","22.48","78.07","351.13","175.56","328.65","273.06","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","13.12","0.08","0.7","0.0","3.66","0.7","2.56","0.47","0.47","0.0","0.0","24.58","78.07","351.13","175.56","326.55","273.06","0.0","","","","","","",""
