" Daily soil water balance output for Riparian in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for  Riparian in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","6.0","26.0","178.0","1941.059196","0.13","1.08","0.0","7.4","1.08","7.992","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","27.0","179.0","1941.059196","0.12","1.09","0.0","7.81","1.09","8.5129","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","1941.059196","0.12","1.09","0.0","7.78","1.09","8.4802","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","1941.059196","0.12","1.09","0.0","7.03","1.09","7.6627","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","1941.059196","0.12","1.1","0.0","7.09","1.1","7.799","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","1941.059196","0.12","1.1","0.0","6.88","1.1","7.568","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","1941.059196","0.12","1.1","0.0","6.79","1.1","7.469","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","1941.059196","0.12","1.1","0.0","7.08","1.1","7.788","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","1941.059196","0.12","1.1","0.0","6.62","1.1","7.282","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","1941.059196","0.12","1.1","0.0","5.93","1.1","6.523","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","1941.059196","0.12","1.1","0.0","6.06","1.1","6.666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","1941.059196","0.11","1.1","0.0","6.1","1.1","6.71","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","1941.059196","0.11","1.1","0.0","6.84","1.1","7.524","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","1941.059196","0.11","1.1","0.0","6.3","1.1","6.93","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","1941.059196","0.11","1.1","0.0","6.29","1.1","6.919","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","1941.059196","0.11","1.1","0.0","6.98","1.1","7.678","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","1941.059196","0.11","1.1","0.0","6.63","1.1","7.293","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","1941.059196","0.11","1.1","0.0","7.03","1.1","7.733","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","1941.059196","0.11","1.1","0.0","7.22","1.1","7.942","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","1941.059196","0.11","1.1","0.0","7.03","1.1","7.733","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","1941.059196","0.11","1.1","0.0","6.62","1.1","7.282","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","1941.059196","0.11","1.1","0.0","6.35","1.1","6.985","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","1941.059196","0.11","1.1","0.0","6.07","1.1","6.677","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","1941.059196","0.11","1.1","0.0","6.31","1.1","6.941","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","1941.059196","0.11","1.1","0.0","6.67","1.1","7.337","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","1941.059196","0.11","1.1","0.0","6.97","1.1","7.667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","1941.059196","0.1","1.1","0.0","6.76","1.1","7.436","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","1941.059196","0.1","1.1","0.0","7.39","1.1","8.129","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","1941.059196","0.1","1.1","0.0","7.21","1.1","7.931","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","1941.059196","0.1","1.1","0.0","6.95","1.1","7.645","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","1941.059196","0.1","1.1","0.0","7.06","1.1","7.766","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","1941.059196","0.1","1.1","0.0","7.52","1.1","8.272","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","1941.059196","0.1","1.1","0.0","7.43","1.1","8.173","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","1941.059196","0.1","1.1","0.0","7.31","1.1","8.041","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","1941.059196","0.1","1.1","0.0","7.54","1.1","8.294","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","1941.059196","0.1","1.1","0.0","6.73","1.1","7.403","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","1941.059196","0.1","1.1","0.0","6.41","1.1","7.051","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","1941.059196","0.1","1.1","0.0","6.3","1.1","6.93","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","1941.059196","0.1","1.1","0.0","6.75","1.1","7.425","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","1941.059196","0.1","1.1","0.0","5.71","1.1","6.281","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","1941.059196","0.1","1.1","0.0","5.41","1.1","5.951","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","1941.059196","0.1","1.1","0.0","5.73","1.1","6.303","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","1941.059196","0.1","1.1","0.0","5.84","1.1","6.424","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","1941.059196","0.1","1.1","0.0","6.29","1.1","6.919","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","1941.059196","0.1","1.1","0.0","5.99","1.1","6.589","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","1941.059196","0.09","1.1","0.0","6.06","1.1","6.666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","1941.059196","0.09","1.1","0.0","6.17","1.1","6.787","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","1941.059196","0.09","1.1","0.0","6.39","1.1","7.029","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","1941.059196","0.09","1.1","0.0","6.75","1.1","7.425","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","1941.059196","0.09","1.1","0.0","6.92","1.1","7.612","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","1941.059196","0.09","1.1","0.0","6.22","1.1","6.842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","1941.059196","0.09","1.1","0.0","6.35","1.1","6.985","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","1941.059196","0.09","1.1","0.0","6.25","1.1","6.875","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","1941.059196","0.09","1.1","0.0","6.22","1.1","6.842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","1941.059196","0.09","1.1","0.0","6.16","1.1","6.776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","1941.059196","0.09","1.1","0.0","6.03","1.1","6.633","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","1941.059196","0.09","1.1","0.0","6.1","1.1","6.71","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","1941.059196","0.09","1.1","0.0","5.92","1.1","6.512","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","1941.059196","0.09","1.1","0.0","5.71","1.1","6.281","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","1941.059196","0.09","1.1","0.0","5.65","1.1","6.215","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","1941.059196","0.09","1.1","0.0","5.5","1.1","6.05","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","1941.059196","0.09","1.1","0.0","5.19","1.1","5.709","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","1941.059196","0.09","1.1","0.0","5.08","1.1","5.588","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","1941.059196","0.09","1.1","0.0","5.41","1.1","5.951","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","1941.059196","0.09","1.1","0.0","5.48","1.1","6.028","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","1941.059196","0.09","1.1","0.0","5.93","1.1","6.523","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","1941.059196","0.09","1.1","0.0","5.75","1.1","6.325","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","1941.059196","0.09","1.1","0.0","4.94","1.1","5.434","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","1941.059196","0.09","1.1","0.0","5.08","1.1","5.588","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","1941.059196","0.09","1.1","0.0","5.07","1.1","5.577","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","1941.059196","0.09","1.1","0.0","4.57","1.1","5.027","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","1941.059196","0.09","1.1","0.0","5.23","1.1","5.753","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","1941.059196","0.09","1.1","0.0","4.96","1.1","5.456","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","1941.059196","0.09","1.1","0.0","5.64","1.1","6.204","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","1941.059196","0.09","1.1","0.0","5.57","1.1","6.127","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","1941.059196","0.09","1.1","0.0","5.21","1.1","5.731","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","1941.059196","0.08","1.1","0.0","5.22","1.1","5.742","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","1941.059196","0.08","1.1","0.0","4.63","1.1","5.093","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","1941.059196","0.08","1.1","0.0","4.2","1.1","4.62","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","1941.059196","0.08","1.1","0.0","3.84","1.1","4.224","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","1941.059196","0.08","1.1","0.0","4.18","1.1","4.598","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","1941.059196","0.08","1.1","0.0","4.48","1.1","4.928","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","1941.059196","0.08","1.1","0.0","4.69","1.1","5.159","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","1941.059196","0.08","1.1","0.0","4.73","1.1","5.203","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","1941.059196","0.08","1.1","0.0","4.6","1.1","5.06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","1941.059196","0.08","1.1","0.0","5.15","1.1","5.665","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","1941.059196","0.08","1.1","0.0","5.75","1.1","6.325","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","1941.059196","0.08","1.1","0.0","5.42","1.1","5.962","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","1941.059196","0.08","1.1","0.0","4.33","1.1","4.763","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","1941.059196","0.08","1.1","0.0","4.46","1.1","4.906","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","1941.059196","0.08","1.1","0.0","4.63","1.1","5.093","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","1941.059196","0.08","1.1","0.0","4.35","1.1","4.785","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","1941.059196","0.08","1.1","0.0","4.46","1.1","4.906","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","1941.059196","0.08","1.1","0.0","4.61","1.1","5.071","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","1941.059196","0.08","1.1","0.0","4.6","1.1","5.06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","1941.059196","0.08","1.1","0.0","4.49","1.1","4.939","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","1941.059196","0.08","1.1","0.0","3.64","1.1","4.004","0.45","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
