" Daily soil water balance output for Urban Landscape in 185_Alameda DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Urban Landscape at 185_Alameda DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","189.26","0.14","0.8","0.0","6.81","0.8","5.45","0.0","0.0","0.0","0.0","0.0","30.87","128.0","64.0","128.0","97.13","32.92","","","","","","",""
"2016.0","7.0","4.0","186.0","189.26","0.14","0.8","0.0","6.42","0.8","5.14","0.0","0.0","0.0","0.0","5.14","30.87","128.0","64.0","122.86","97.13","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","189.26","0.13","0.8","0.0","5.82","0.8","4.66","0.0","0.0","0.0","0.0","9.79","30.87","128.0","64.0","118.21","97.13","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","189.26","0.13","0.8","0.0","5.97","0.8","4.78","0.0","0.0","0.0","0.0","14.57","30.87","128.0","64.0","113.43","97.13","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","189.26","0.13","0.8","0.0","6.09","0.8","4.87","0.0","0.0","0.0","0.0","19.44","30.87","128.0","64.0","108.56","97.13","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","189.26","0.13","0.8","0.0","6.63","0.8","5.3","0.0","0.0","0.0","0.0","24.74","30.87","128.0","64.0","103.26","97.13","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","189.26","0.13","0.8","0.0","6.24","0.8","4.99","0.0","0.0","0.0","0.0","29.74","30.87","128.0","64.0","98.26","97.13","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","189.26","0.13","0.8","0.0","6.26","0.8","5.01","0.0","0.0","0.0","0.0","0.0","30.87","128.0","64.0","128.0","97.13","34.74","","","","","","",""
"2016.0","7.0","11.0","193.0","189.26","0.13","0.8","0.0","6.87","0.8","5.5","0.0","0.0","0.0","0.0","5.5","30.87","128.0","64.0","122.5","97.13","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","189.26","0.13","0.8","0.0","6.49","0.8","5.19","0.0","0.0","0.0","0.0","10.69","30.87","128.0","64.0","117.31","97.13","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","189.26","0.13","0.8","0.0","6.78","0.8","5.42","0.0","0.0","0.0","0.0","16.11","30.87","128.0","64.0","111.89","97.13","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","189.26","0.13","0.8","0.0","6.98","0.8","5.58","0.0","0.0","0.0","0.0","21.7","30.87","128.0","64.0","106.3","97.13","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","189.26","0.12","0.8","0.0","6.7","0.8","5.36","0.0","0.0","0.0","0.0","27.06","30.87","128.0","64.0","100.94","97.13","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","189.26","0.12","0.8","0.0","6.41","0.8","5.13","0.0","0.0","0.0","0.0","0.0","30.87","128.0","64.0","128.0","97.13","32.18","","","","","","",""
"2016.0","7.0","17.0","199.0","189.26","0.12","0.8","0.0","6.15","0.8","4.92","0.0","0.0","0.0","0.0","4.92","30.87","128.0","64.0","123.08","97.13","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","189.26","0.12","0.8","0.0","5.93","0.8","4.74","0.0","0.0","0.0","0.0","9.66","30.87","128.0","64.0","118.34","97.13","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","189.26","0.12","0.8","0.0","6.2","0.8","4.96","0.0","0.0","0.0","0.0","14.62","30.87","128.0","64.0","113.38","97.13","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","189.26","0.12","0.8","0.0","6.66","0.8","5.33","0.0","0.0","0.0","0.0","19.95","30.87","128.0","64.0","108.05","97.13","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","189.26","0.12","0.8","0.0","6.73","0.8","5.38","0.0","0.0","0.0","0.0","25.34","30.87","128.0","64.0","102.66","97.13","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","189.26","0.12","0.8","0.0","6.67","0.8","5.34","0.0","0.0","0.0","0.0","30.67","30.87","128.0","64.0","97.33","97.13","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","189.26","0.12","0.8","0.0","7.23","0.8","5.78","0.0","0.0","0.0","0.0","0.0","30.87","128.0","64.0","128.0","97.13","36.46","","","","","","",""
"2016.0","7.0","24.0","206.0","189.26","0.12","0.8","0.0","6.94","0.8","5.55","0.0","0.0","0.0","0.0","5.55","30.87","128.0","64.0","122.45","97.13","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","189.26","0.12","0.8","0.0","6.69","0.8","5.35","0.0","0.0","0.0","0.0","10.9","30.87","128.0","64.0","117.1","97.13","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","189.26","0.11","0.8","0.0","6.83","0.8","5.46","0.0","0.0","0.0","0.0","16.37","30.87","128.0","64.0","111.63","97.13","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","189.26","0.11","0.8","0.0","7.13","0.8","5.7","0.0","0.0","0.0","0.0","22.07","30.87","128.0","64.0","105.93","97.13","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","189.26","0.11","0.8","0.0","7.14","0.8","5.71","0.0","0.0","0.0","0.0","27.78","30.87","128.0","64.0","100.22","97.13","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","189.26","0.11","0.8","0.0","7.04","0.8","5.63","0.0","0.0","0.0","0.0","0.0","30.87","128.0","64.0","128.0","97.13","33.42","","","","","","",""
"2016.0","7.0","30.0","212.0","189.26","0.11","0.8","0.0","7.06","0.8","5.65","0.0","0.0","0.0","0.0","5.65","30.87","128.0","64.0","122.35","97.13","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","189.26","0.11","0.8","0.0","6.29","0.8","5.03","0.0","0.0","0.0","0.0","10.68","30.87","128.0","64.0","117.32","97.13","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","189.26","0.11","0.8","0.0","6.12","0.8","4.9","0.0","0.0","0.0","0.0","15.58","30.87","128.0","64.0","112.42","97.13","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","189.26","0.11","0.8","0.0","6.15","0.8","4.92","0.0","0.0","0.0","0.0","20.5","30.87","128.0","64.0","107.5","97.13","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","189.26","0.11","0.8","0.0","6.37","0.8","5.1","0.0","0.0","0.0","0.0","25.59","30.87","128.0","64.0","102.41","97.13","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","189.26","0.11","0.8","0.0","5.55","0.8","4.44","0.0","0.0","0.0","0.0","30.03","30.87","128.0","64.0","97.97","97.13","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","189.26","0.11","0.8","0.0","5.34","0.8","4.27","0.0","0.0","0.0","0.0","0.0","30.87","128.0","64.0","128.0","97.13","34.3","","","","","","",""
"2016.0","8.0","6.0","219.0","189.26","0.11","0.8","0.0","5.51","0.8","4.41","0.0","0.0","0.0","0.0","4.41","30.87","128.0","64.0","123.59","97.13","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","189.26","0.11","0.8","0.0","5.76","0.8","4.61","0.0","0.0","0.0","0.0","9.02","30.87","128.0","64.0","118.98","97.13","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","189.26","0.11","0.8","0.0","6.08","0.8","4.86","0.0","0.0","0.0","0.0","13.88","30.87","128.0","64.0","114.12","97.13","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","189.26","0.11","0.8","0.0","5.78","0.8","4.62","0.0","0.0","0.0","0.0","18.5","30.87","128.0","64.0","109.5","97.13","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","189.26","0.11","0.8","0.0","5.84","0.8","4.67","0.0","0.0","0.0","0.0","23.18","30.87","128.0","64.0","104.82","97.13","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","189.26","0.1","0.8","0.0","6.01","0.8","4.81","0.0","0.0","0.0","0.0","27.98","30.87","128.0","64.0","100.02","97.13","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","189.26","0.1","0.8","0.0","6.15","0.8","4.92","0.0","0.0","0.0","0.0","0.0","30.87","128.0","64.0","128.0","97.13","32.9","","","","","","",""
"2016.0","8.0","13.0","226.0","189.26","0.1","0.8","0.0","6.62","0.8","5.3","0.0","0.0","0.0","0.0","5.3","30.87","128.0","64.0","122.7","97.13","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","189.26","0.1","0.8","0.0","6.79","0.8","5.43","0.0","0.0","0.0","0.0","10.73","30.87","128.0","64.0","117.27","97.13","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","189.26","0.1","0.8","0.0","6.06","0.8","4.85","0.0","0.0","0.0","0.0","15.58","30.87","128.0","64.0","112.42","97.13","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","189.26","0.1","0.8","0.0","6.08","0.8","4.86","0.0","0.0","0.0","0.0","20.44","30.87","128.0","64.0","107.56","97.13","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","189.26","0.1","0.8","0.0","5.99","0.8","4.79","0.0","0.0","0.0","0.0","25.23","30.87","128.0","64.0","102.77","97.13","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","189.26","0.1","0.8","0.0","5.99","0.8","4.79","0.0","0.0","0.0","0.0","30.02","30.87","128.0","64.0","97.98","97.13","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","189.26","0.1","0.8","0.0","5.94","0.8","4.75","0.0","0.0","0.0","0.0","0.0","30.87","128.0","64.0","128.0","97.13","34.78","","","","","","",""
"2016.0","8.0","20.0","233.0","189.26","0.1","0.8","0.0","5.85","0.8","4.68","0.0","0.0","0.0","0.0","4.68","30.87","128.0","64.0","123.32","97.13","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","189.26","0.1","0.8","0.0","5.96","0.8","4.77","0.0","0.0","0.0","0.0","9.45","30.87","128.0","64.0","118.55","97.13","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","189.26","0.1","0.8","0.0","5.66","0.8","4.53","0.0","0.0","0.0","0.0","13.98","30.87","128.0","64.0","114.02","97.13","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","189.26","0.1","0.8","0.0","5.71","0.8","4.57","0.0","0.0","0.0","0.0","18.54","30.87","128.0","64.0","109.46","97.13","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","189.26","0.1","0.8","0.0","5.56","0.8","4.45","0.0","0.0","0.0","0.0","22.99","30.87","128.0","64.0","105.01","97.13","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","189.26","0.1","0.8","0.0","5.31","0.8","4.25","0.0","0.0","0.0","0.0","27.24","30.87","128.0","64.0","100.76","97.13","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","189.26","0.1","0.8","0.0","5.02","0.8","4.02","0.0","0.0","0.0","0.0","0.0","30.87","128.0","64.0","128.0","97.13","31.26","","","","","","",""
"2016.0","8.0","27.0","240.0","189.26","0.1","0.8","0.0","4.96","0.8","3.97","0.0","0.0","0.0","0.0","3.97","30.87","128.0","64.0","124.03","97.13","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","189.26","0.1","0.8","0.0","5.21","0.8","4.17","0.0","0.0","0.0","0.0","8.14","30.87","128.0","64.0","119.86","97.13","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","189.26","0.1","0.8","0.0","5.42","0.8","4.34","0.0","0.0","0.0","0.0","12.47","30.87","128.0","64.0","115.53","97.13","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","189.26","0.1","0.8","0.0","5.91","0.8","4.73","0.0","0.0","0.0","0.0","17.2","30.87","128.0","64.0","110.8","97.13","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","189.26","0.1","0.8","0.0","5.68","0.8","4.54","0.0","0.0","0.0","0.0","21.74","30.87","128.0","64.0","106.26","97.13","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","189.26","0.1","0.8","0.0","4.97","0.8","3.98","0.0","0.0","0.0","0.0","25.72","30.87","128.0","64.0","102.28","97.13","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","189.26","0.1","0.8","0.0","5.03","0.8","4.02","0.0","0.0","0.0","0.0","29.74","30.87","128.0","64.0","98.26","97.13","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","189.26","0.1","0.8","0.0","4.87","0.8","3.9","0.0","0.0","0.0","0.0","0.0","30.87","128.0","64.0","128.0","97.13","33.64","","","","","","",""
"2016.0","9.0","4.0","248.0","189.26","0.09","0.8","0.0","4.48","0.8","3.58","0.0","0.0","0.0","0.0","3.58","30.87","128.0","64.0","124.42","97.13","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","189.26","0.09","0.8","0.0","5.13","0.8","4.1","0.0","0.0","0.0","0.0","7.69","30.87","128.0","64.0","120.31","97.13","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","189.26","0.09","0.8","0.0","4.97","0.8","3.98","0.0","0.0","0.0","0.0","11.66","30.87","128.0","64.0","116.34","97.13","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","189.26","0.09","0.8","0.0","5.56","0.8","4.45","0.0","0.0","0.0","0.0","16.11","30.87","128.0","64.0","111.89","97.13","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","189.26","0.09","0.8","0.0","5.29","0.8","4.23","0.0","0.0","0.0","0.0","20.34","30.87","128.0","64.0","107.66","97.13","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","189.26","0.09","0.8","0.0","5.04","0.8","4.03","0.0","0.0","0.0","0.0","24.38","30.87","128.0","64.0","103.62","97.13","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","189.26","0.09","0.8","0.0","5.1","0.8","4.08","0.0","0.0","0.0","0.0","28.46","30.87","128.0","64.0","99.54","97.13","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","189.26","0.09","0.8","0.0","4.62","0.8","3.7","0.0","0.0","0.0","0.0","0.0","30.87","128.0","64.0","128.0","97.13","32.15","","","","","","",""
"2016.0","9.0","12.0","256.0","189.26","0.09","0.8","0.0","4.3","0.8","3.44","0.0","0.0","0.0","0.0","3.44","30.87","128.0","64.0","124.56","97.13","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","189.26","0.09","0.8","0.0","3.85","0.8","3.08","0.0","0.0","0.0","0.0","6.52","30.87","128.0","64.0","121.48","97.13","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","189.26","0.09","0.8","0.0","4.19","0.8","3.35","0.0","0.0","0.0","0.0","9.87","30.87","128.0","64.0","118.13","97.13","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","189.26","0.09","0.8","0.0","4.52","0.8","3.62","0.0","0.0","0.0","0.0","13.49","30.87","128.0","64.0","114.51","97.13","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","189.26","0.09","0.8","0.0","4.68","0.8","3.74","0.0","0.0","0.0","0.0","17.23","30.87","128.0","64.0","110.77","97.13","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","189.26","0.09","0.8","0.0","4.7","0.8","3.76","0.0","0.0","0.0","0.0","20.99","30.87","128.0","64.0","107.01","97.13","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","189.26","0.09","0.8","0.0","4.67","0.8","3.74","0.0","0.0","0.0","0.0","24.73","30.87","128.0","64.0","103.27","97.13","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","189.26","0.09","0.8","0.0","5.08","0.8","4.06","0.0","0.0","0.0","0.0","28.79","30.87","128.0","64.0","99.21","97.13","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","189.26","0.09","0.8","0.0","5.28","0.8","4.22","0.0","0.0","0.0","0.0","0.0","30.87","128.0","64.0","128.0","97.13","33.02","","","","","","",""
"2016.0","9.0","21.0","265.0","189.26","0.09","0.8","0.0","4.98","0.8","3.98","0.0","0.0","0.0","0.0","3.98","30.87","128.0","64.0","124.02","97.13","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","189.26","0.09","0.8","0.0","4.21","0.8","3.37","0.0","0.0","0.0","0.0","7.35","30.87","128.0","64.0","120.65","97.13","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","189.26","0.09","0.8","0.0","4.49","0.8","3.59","0.0","0.0","0.0","0.0","10.94","30.87","128.0","64.0","117.06","97.13","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","189.26","0.09","0.8","0.0","4.38","0.8","3.5","0.0","0.0","0.0","0.0","14.45","30.87","128.0","64.0","113.55","97.13","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","189.26","0.09","0.8","0.0","4.2","0.8","3.36","0.0","0.0","0.0","0.0","17.81","30.87","128.0","64.0","110.19","97.13","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","189.26","0.09","0.8","0.0","4.55","0.8","3.64","0.0","0.0","0.0","0.0","21.45","30.87","128.0","64.0","106.55","97.13","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","189.26","0.09","0.8","0.0","4.57","0.8","3.66","0.0","0.0","0.0","0.0","25.1","30.87","128.0","64.0","102.9","97.13","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","189.26","0.09","0.8","0.0","4.38","0.8","3.5","0.0","0.0","0.0","0.0","28.61","30.87","128.0","64.0","99.39","97.13","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","189.26","0.09","0.8","0.0","4.27","0.8","3.42","0.0","0.0","0.0","0.0","0.0","30.87","128.0","64.0","128.0","97.13","32.02","","","","","","",""
"2016.0","9.0","30.0","274.0","189.26","0.09","0.8","0.0","3.45","0.8","2.76","2.35","2.35","0.0","0.0","0.41","30.87","128.0","64.0","127.59","97.13","0.0","","","","","","",""
