" Daily soil water balance output for Urban Landscape in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Urban Landscape in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","6.0","30.0","182.0","12794.36","0.12","0.8","0.0","6.83","0.8","5.46","0.0","0.0","0.0","0.0","0.0","28.9","120.0","60.0","120.0","91.1","29.16","","","","","","",""
"2016.0","7.0","1.0","183.0","12794.36","0.12","0.8","0.0","6.68","0.8","5.34","0.0","0.0","0.0","0.0","5.34","28.9","120.0","60.0","114.66","91.1","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","12794.36","0.12","0.8","0.0","6.59","0.8","5.27","0.0","0.0","0.0","0.0","10.62","28.9","120.0","60.0","109.38","91.1","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","12794.36","0.12","0.8","0.0","6.85","0.8","5.48","0.0","0.0","0.0","0.0","16.1","28.9","120.0","60.0","103.9","91.1","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","12794.36","0.12","0.8","0.0","6.43","0.8","5.14","0.0","0.0","0.0","0.0","21.24","28.9","120.0","60.0","98.76","91.1","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","12794.36","0.12","0.8","0.0","5.81","0.8","4.65","0.0","0.0","0.0","0.0","25.89","28.9","120.0","60.0","94.11","91.1","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","12794.36","0.12","0.8","0.0","5.94","0.8","4.75","0.0","0.0","0.0","0.0","0.0","28.9","120.0","60.0","120.0","91.1","30.64","","","","","","",""
"2016.0","7.0","7.0","189.0","12794.36","0.12","0.8","0.0","6.05","0.8","4.84","0.0","0.0","0.0","0.0","4.84","28.9","120.0","60.0","115.16","91.1","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","12794.36","0.12","0.8","0.0","6.67","0.8","5.34","0.0","0.0","0.0","0.0","10.18","28.9","120.0","60.0","109.82","91.1","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","12794.36","0.12","0.8","0.0","6.26","0.8","5.01","0.0","0.0","0.0","0.0","15.18","28.9","120.0","60.0","104.82","91.1","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","12794.36","0.12","0.8","0.0","6.27","0.8","5.02","0.0","0.0","0.0","0.0","20.2","28.9","120.0","60.0","99.8","91.1","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","12794.36","0.11","0.8","0.0","6.9","0.8","5.52","0.0","0.0","0.0","0.0","25.72","28.9","120.0","60.0","94.28","91.1","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","12794.36","0.11","0.8","0.0","6.51","0.8","5.21","0.0","0.0","0.0","0.0","0.0","28.9","120.0","60.0","120.0","91.1","30.93","","","","","","",""
"2016.0","7.0","13.0","195.0","12794.36","0.11","0.8","0.0","6.89","0.8","5.51","0.0","0.0","0.0","0.0","5.51","28.9","120.0","60.0","114.49","91.1","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","12794.36","0.11","0.8","0.0","7.02","0.8","5.62","0.0","0.0","0.0","0.0","11.13","28.9","120.0","60.0","108.87","91.1","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","12794.36","0.11","0.8","0.0","6.8","0.8","5.44","0.0","0.0","0.0","0.0","16.57","28.9","120.0","60.0","103.43","91.1","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","12794.36","0.11","0.8","0.0","6.45","0.8","5.16","0.0","0.0","0.0","0.0","21.73","28.9","120.0","60.0","98.27","91.1","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","12794.36","0.11","0.8","0.0","6.19","0.8","4.95","0.0","0.0","0.0","0.0","26.68","28.9","120.0","60.0","93.32","91.1","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","12794.36","0.11","0.8","0.0","5.93","0.8","4.74","0.0","0.0","0.0","0.0","0.0","28.9","120.0","60.0","120.0","91.1","31.42","","","","","","",""
"2016.0","7.0","19.0","201.0","12794.36","0.11","0.8","0.0","6.22","0.8","4.98","0.0","0.0","0.0","0.0","4.98","28.9","120.0","60.0","115.02","91.1","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","12794.36","0.11","0.8","0.0","6.69","0.8","5.35","0.0","0.0","0.0","0.0","10.33","28.9","120.0","60.0","109.67","91.1","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","12794.36","0.11","0.8","0.0","6.78","0.8","5.42","0.0","0.0","0.0","0.0","15.75","28.9","120.0","60.0","104.25","91.1","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","12794.36","0.11","0.8","0.0","6.72","0.8","5.38","0.0","0.0","0.0","0.0","21.13","28.9","120.0","60.0","98.87","91.1","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","12794.36","0.11","0.8","0.0","7.31","0.8","5.85","0.0","0.0","0.0","0.0","26.98","28.9","120.0","60.0","93.02","91.1","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","12794.36","0.11","0.8","0.0","7.06","0.8","5.65","0.0","0.0","0.0","0.0","0.0","28.9","120.0","60.0","120.0","91.1","32.62","","","","","","",""
"2016.0","7.0","25.0","207.0","12794.36","0.1","0.8","0.0","6.76","0.8","5.41","0.0","0.0","0.0","0.0","5.41","28.9","120.0","60.0","114.59","91.1","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","12794.36","0.1","0.8","0.0","6.93","0.8","5.54","0.0","0.0","0.0","0.0","10.95","28.9","120.0","60.0","109.05","91.1","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","12794.36","0.1","0.8","0.0","7.23","0.8","5.78","0.0","0.0","0.0","0.0","16.74","28.9","120.0","60.0","103.26","91.1","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","12794.36","0.1","0.8","0.0","7.17","0.8","5.74","0.0","0.0","0.0","0.0","22.47","28.9","120.0","60.0","97.53","91.1","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","12794.36","0.1","0.8","0.0","6.99","0.8","5.59","0.0","0.0","0.0","0.0","28.06","28.9","120.0","60.0","91.94","91.1","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","12794.36","0.1","0.8","0.0","7.17","0.8","5.74","0.0","0.0","0.0","0.0","0.0","28.9","120.0","60.0","120.0","91.1","33.8","","","","","","",""
"2016.0","7.0","31.0","213.0","12794.36","0.1","0.8","0.0","6.36","0.8","5.09","0.0","0.0","0.0","0.0","5.09","28.9","120.0","60.0","114.91","91.1","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","12794.36","0.1","0.8","0.0","6.17","0.8","4.94","0.0","0.0","0.0","0.0","10.02","28.9","120.0","60.0","109.98","91.1","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","12794.36","0.1","0.8","0.0","6.2","0.8","4.96","0.0","0.0","0.0","0.0","14.98","28.9","120.0","60.0","105.02","91.1","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","12794.36","0.1","0.8","0.0","6.48","0.8","5.18","0.0","0.0","0.0","0.0","20.17","28.9","120.0","60.0","99.83","91.1","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","12794.36","0.1","0.8","0.0","5.56","0.8","4.45","0.0","0.0","0.0","0.0","24.62","28.9","120.0","60.0","95.38","91.1","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","12794.36","0.1","0.8","0.0","5.35","0.8","4.28","0.0","0.0","0.0","0.0","28.9","28.9","120.0","60.0","91.1","91.1","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","12794.36","0.1","0.8","0.0","5.57","0.8","4.46","0.0","0.0","0.0","0.0","0.0","28.9","120.0","60.0","120.0","91.1","33.35","","","","","","",""
"2016.0","8.0","7.0","220.0","12794.36","0.1","0.8","0.0","5.77","0.8","4.62","0.0","0.0","0.0","0.0","4.62","28.9","120.0","60.0","115.38","91.1","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","12794.36","0.1","0.8","0.0","6.13","0.8","4.9","0.0","0.0","0.0","0.0","9.52","28.9","120.0","60.0","110.48","91.1","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","12794.36","0.1","0.8","0.0","5.87","0.8","4.7","0.0","0.0","0.0","0.0","14.22","28.9","120.0","60.0","105.78","91.1","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","12794.36","0.1","0.8","0.0","5.9","0.8","4.72","0.0","0.0","0.0","0.0","18.94","28.9","120.0","60.0","101.06","91.1","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","12794.36","0.1","0.8","0.0","6.03","0.8","4.82","0.0","0.0","0.0","0.0","23.76","28.9","120.0","60.0","96.24","91.1","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","12794.36","0.1","0.8","0.0","6.21","0.8","4.97","0.0","0.0","0.0","0.0","28.73","28.9","120.0","60.0","91.27","91.1","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","12794.36","0.1","0.8","0.0","6.66","0.8","5.33","0.0","0.0","0.0","0.0","0.0","28.9","120.0","60.0","120.0","91.1","34.06","","","","","","",""
"2016.0","8.0","14.0","227.0","12794.36","0.1","0.8","0.0","6.79","0.8","5.43","0.0","0.0","0.0","0.0","5.43","28.9","120.0","60.0","114.57","91.1","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","12794.36","0.09","0.8","0.0","6.08","0.8","4.86","0.0","0.0","0.0","0.0","10.3","28.9","120.0","60.0","109.7","91.1","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","12794.36","0.09","0.8","0.0","6.13","0.8","4.9","0.0","0.0","0.0","0.0","15.2","28.9","120.0","60.0","104.8","91.1","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","12794.36","0.09","0.8","0.0","6.07","0.8","4.86","0.0","0.0","0.0","0.0","20.06","28.9","120.0","60.0","99.94","91.1","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","12794.36","0.09","0.8","0.0","6.03","0.8","4.82","0.0","0.0","0.0","0.0","24.88","28.9","120.0","60.0","95.12","91.1","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","12794.36","0.09","0.8","0.0","5.99","0.8","4.79","0.0","0.0","0.0","0.0","0.0","28.9","120.0","60.0","120.0","91.1","29.67","","","","","","",""
"2016.0","8.0","20.0","233.0","12794.36","0.09","0.8","0.0","5.85","0.8","4.68","0.0","0.0","0.0","0.0","4.68","28.9","120.0","60.0","115.32","91.1","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","12794.36","0.09","0.8","0.0","5.96","0.8","4.77","0.0","0.0","0.0","0.0","9.45","28.9","120.0","60.0","110.55","91.1","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","12794.36","0.09","0.8","0.0","5.72","0.8","4.58","0.0","0.0","0.0","0.0","14.02","28.9","120.0","60.0","105.98","91.1","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","12794.36","0.09","0.8","0.0","5.67","0.8","4.54","0.0","0.0","0.0","0.0","18.56","28.9","120.0","60.0","101.44","91.1","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","12794.36","0.09","0.8","0.0","5.57","0.8","4.46","0.0","0.0","0.0","0.0","23.02","28.9","120.0","60.0","96.98","91.1","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","12794.36","0.09","0.8","0.0","5.32","0.8","4.26","0.0","0.0","0.0","0.0","27.27","28.9","120.0","60.0","92.73","91.1","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","12794.36","0.09","0.8","0.0","5.04","0.8","4.03","0.0","0.0","0.0","0.0","0.0","28.9","120.0","60.0","120.0","91.1","31.3","","","","","","",""
"2016.0","8.0","27.0","240.0","12794.36","0.09","0.8","0.0","4.99","0.8","3.99","0.0","0.0","0.0","0.0","3.99","28.9","120.0","60.0","116.01","91.1","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","12794.36","0.09","0.8","0.0","5.28","0.8","4.22","0.0","0.0","0.0","0.0","8.22","28.9","120.0","60.0","111.78","91.1","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","12794.36","0.09","0.8","0.0","5.44","0.8","4.35","0.0","0.0","0.0","0.0","12.57","28.9","120.0","60.0","107.43","91.1","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","12794.36","0.09","0.8","0.0","5.92","0.8","4.74","0.0","0.0","0.0","0.0","17.3","28.9","120.0","60.0","102.7","91.1","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","12794.36","0.09","0.8","0.0","5.7","0.8","4.56","0.0","0.0","0.0","0.0","21.86","28.9","120.0","60.0","98.14","91.1","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","12794.36","0.09","0.8","0.0","4.93","0.8","3.94","0.0","0.0","0.0","0.0","25.81","28.9","120.0","60.0","94.19","91.1","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","12794.36","0.09","0.8","0.0","5.06","0.8","4.05","0.0","0.0","0.0","0.0","0.0","28.9","120.0","60.0","120.0","91.1","29.86","","","","","","",""
"2016.0","9.0","3.0","247.0","12794.36","0.09","0.8","0.0","4.91","0.8","3.93","0.0","0.0","0.0","0.0","3.93","28.9","120.0","60.0","116.07","91.1","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","12794.36","0.09","0.8","0.0","4.54","0.8","3.63","0.0","0.0","0.0","0.0","7.56","28.9","120.0","60.0","112.44","91.1","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","12794.36","0.09","0.8","0.0","5.17","0.8","4.14","0.0","0.0","0.0","0.0","11.7","28.9","120.0","60.0","108.3","91.1","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","12794.36","0.09","0.8","0.0","4.97","0.8","3.98","0.0","0.0","0.0","0.0","15.67","28.9","120.0","60.0","104.33","91.1","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","12794.36","0.09","0.8","0.0","5.58","0.8","4.46","0.0","0.0","0.0","0.0","20.14","28.9","120.0","60.0","99.86","91.1","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","12794.36","0.09","0.8","0.0","5.33","0.8","4.26","0.0","0.0","0.0","0.0","24.4","28.9","120.0","60.0","95.6","91.1","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","12794.36","0.09","0.8","0.0","5.1","0.8","4.08","0.0","0.0","0.0","0.0","28.48","28.9","120.0","60.0","91.52","91.1","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","12794.36","0.09","0.8","0.0","5.11","0.8","4.09","0.0","0.0","0.0","0.0","0.0","28.9","120.0","60.0","120.0","91.1","32.57","","","","","","",""
"2016.0","9.0","11.0","255.0","12794.36","0.09","0.8","0.0","4.57","0.8","3.66","0.0","0.0","0.0","0.0","3.66","28.9","120.0","60.0","116.34","91.1","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","12794.36","0.09","0.8","0.0","4.24","0.8","3.39","0.0","0.0","0.0","0.0","7.05","28.9","120.0","60.0","112.95","91.1","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","12794.36","0.09","0.8","0.0","3.86","0.8","3.09","0.0","0.0","0.0","0.0","10.14","28.9","120.0","60.0","109.86","91.1","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","12794.36","0.09","0.8","0.0","4.19","0.8","3.35","0.0","0.0","0.0","0.0","13.49","28.9","120.0","60.0","106.51","91.1","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","12794.36","0.09","0.8","0.0","4.51","0.8","3.61","0.0","0.0","0.0","0.0","17.1","28.9","120.0","60.0","102.9","91.1","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","12794.36","0.09","0.8","0.0","4.66","0.8","3.73","0.0","0.0","0.0","0.0","20.82","28.9","120.0","60.0","99.18","91.1","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","12794.36","0.09","0.8","0.0","4.7","0.8","3.76","0.0","0.0","0.0","0.0","24.58","28.9","120.0","60.0","95.42","91.1","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","12794.36","0.09","0.8","0.0","4.65","0.8","3.72","0.0","0.0","0.0","0.0","28.3","28.9","120.0","60.0","91.7","91.1","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","12794.36","0.09","0.8","0.0","5.07","0.8","4.06","0.0","0.0","0.0","0.0","0.0","28.9","120.0","60.0","120.0","91.1","32.36","","","","","","",""
"2016.0","9.0","20.0","264.0","12794.36","0.08","0.8","0.0","5.38","0.8","4.3","0.0","0.0","0.0","0.0","4.3","28.9","120.0","60.0","115.7","91.1","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","12794.36","0.08","0.8","0.0","5.33","0.8","4.26","0.0","0.0","0.0","0.0","8.57","28.9","120.0","60.0","111.43","91.1","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","12794.36","0.08","0.8","0.0","4.32","0.8","3.46","0.0","0.0","0.0","0.0","12.02","28.9","120.0","60.0","107.98","91.1","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","12794.36","0.08","0.8","0.0","4.47","0.8","3.58","0.0","0.0","0.0","0.0","15.6","28.9","120.0","60.0","104.4","91.1","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","12794.36","0.08","0.8","0.0","4.44","0.8","3.55","0.0","0.0","0.0","0.0","19.15","28.9","120.0","60.0","100.85","91.1","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","12794.36","0.08","0.8","0.0","4.19","0.8","3.35","0.0","0.0","0.0","0.0","22.5","28.9","120.0","60.0","97.5","91.1","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","12794.36","0.08","0.8","0.0","4.51","0.8","3.61","0.0","0.0","0.0","0.0","26.11","28.9","120.0","60.0","93.89","91.1","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","12794.36","0.08","0.8","0.0","4.59","0.8","3.67","0.0","0.0","0.0","0.0","0.0","28.9","120.0","60.0","120.0","91.1","29.78","","","","","","",""
"2016.0","9.0","28.0","272.0","12794.36","0.08","0.8","0.0","4.39","0.8","3.51","0.0","0.0","0.0","0.0","3.51","28.9","120.0","60.0","116.49","91.1","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","12794.36","0.08","0.8","0.0","4.27","0.8","3.42","0.0","0.0","0.0","0.0","6.93","28.9","120.0","60.0","113.07","91.1","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","12794.36","0.08","0.8","0.0","3.39","0.8","2.71","0.78","0.78","0.0","0.0","8.86","28.9","120.0","60.0","111.14","91.1","0.0","","","","","","",""
