" Daily soil water balance output for Tomato in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Tomato Fresh in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","6.0","30.0","182.0","16019.97","0.14","1.1","0.0","7.3","1.1","8.03","0.0","0.0","0.0","0.0","8.03","86.8","546.29","273.14","538.26","459.49","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","16019.97","0.14","1.1","0.0","7.23","1.1","7.95","0.0","0.0","0.0","0.0","15.98","86.8","546.29","273.14","530.31","459.49","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","16019.97","0.13","1.1","0.0","7.18","1.1","7.9","0.0","0.0","0.0","0.0","23.88","86.8","546.29","273.14","522.41","459.49","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","16019.97","0.13","1.1","0.0","7.44","1.1","8.18","0.0","0.0","0.0","0.0","32.07","86.8","546.29","273.14","514.22","459.49","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","16019.97","0.13","1.1","0.0","7.0","1.1","7.7","0.0","0.0","0.0","0.0","39.77","86.8","546.29","273.14","506.52","459.49","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","16019.97","0.13","1.1","0.0","6.29","1.1","6.92","0.0","0.0","0.0","0.0","46.68","86.8","546.29","273.14","499.61","459.49","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","16019.97","0.13","1.1","0.0","6.38","1.1","7.02","0.0","0.0","0.0","0.0","53.7","86.8","546.29","273.14","492.59","459.49","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","16019.97","0.13","1.1","0.0","6.53","1.1","7.18","0.0","0.0","0.0","0.0","60.89","86.8","546.29","273.14","485.4","459.49","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","16019.97","0.13","1.1","0.0","7.11","1.1","7.82","0.0","0.0","0.0","0.0","68.71","86.8","546.29","273.14","477.58","459.49","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","16019.97","0.13","1.1","0.0","6.6","1.1","7.26","0.0","0.0","0.0","0.0","75.97","86.8","546.29","273.14","470.32","459.49","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","16019.97","0.13","1.1","0.0","6.47","1.1","7.12","0.0","0.0","0.0","0.0","83.08","86.8","546.29","273.14","463.21","459.49","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","16019.97","0.12","1.1","0.0","7.23","1.1","7.95","0.0","0.0","0.0","0.0","0.0","86.8","546.29","273.14","546.29","459.49","91.04","","","","","","",""
"2016.0","7.0","12.0","194.0","16019.97","0.12","1.1","0.0","6.91","1.1","7.6","0.0","0.0","0.0","0.0","7.6","136.57","546.29","273.14","538.69","409.72","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","16019.97","0.12","1.1","0.0","7.23","1.1","7.95","0.0","0.0","0.0","0.0","15.55","136.57","546.29","273.14","530.74","409.72","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","16019.97","0.12","1.1","0.0","7.4","1.1","8.14","0.0","0.0","0.0","0.0","23.69","136.57","546.29","273.14","522.6","409.72","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","16019.97","0.12","1.07","0.0","7.32","1.07","7.85","0.0","0.0","0.0","0.0","31.54","136.57","546.29","273.14","514.75","409.72","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","16019.97","0.12","1.04","0.0","7.01","1.04","7.32","0.0","0.0","0.0","0.0","38.86","136.57","546.29","273.14","507.42","409.72","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","16019.97","0.12","1.02","0.0","6.76","1.02","6.87","0.0","0.0","0.0","0.0","45.74","136.57","546.29","273.14","500.55","409.72","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","16019.97","0.12","0.99","0.0","6.37","0.99","6.3","0.0","0.0","0.0","0.0","52.04","136.57","546.29","273.14","494.25","409.72","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","16019.97","0.12","0.96","0.0","6.63","0.96","6.37","0.0","0.0","0.0","0.0","58.41","136.57","546.29","273.14","487.88","409.72","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","16019.97","0.12","0.93","0.0","7.06","0.93","6.59","0.0","0.0","0.0","0.0","65.0","136.57","546.29","273.14","481.29","409.72","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","16019.97","0.11","0.91","0.0","7.27","0.91","6.58","0.0","0.0","0.0","0.0","71.58","136.57","546.29","273.14","474.71","409.72","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","16019.97","0.11","0.88","0.0","7.13","0.88","6.26","0.0","0.0","0.0","0.0","77.84","136.57","546.29","273.14","468.45","409.72","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","16019.97","0.11","0.85","0.0","7.72","0.85","6.56","0.0","0.0","0.0","0.0","84.4","136.57","546.29","273.14","461.89","409.72","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","16019.97","0.11","0.82","0.0","7.38","0.82","6.07","0.0","0.0","0.0","0.0","90.47","136.57","546.29","273.14","455.82","409.72","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","16019.97","0.11","0.79","0.0","7.29","0.79","5.79","0.0","0.0","0.0","0.0","96.26","136.57","546.29","273.14","450.03","409.72","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","16019.97","0.11","0.77","0.0","7.3","0.77","5.6","0.0","0.0","0.0","0.0","101.86","136.57","546.29","273.14","444.43","409.72","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","16019.97","0.11","0.74","0.0","7.67","0.74","5.67","0.0","0.0","0.0","0.0","107.53","136.57","546.29","273.14","438.76","409.72","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","16019.97","0.11","0.71","0.0","7.66","0.71","5.45","0.0","0.0","0.0","0.0","112.97","136.57","546.29","273.14","433.32","409.72","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","16019.97","0.11","0.68","0.0","7.57","0.68","5.17","0.0","0.0","0.0","0.0","118.14","136.57","546.29","273.14","428.14","409.72","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","16019.97","0.11","0.66","0.0","7.81","0.66","5.12","0.0","0.0","0.0","0.0","123.26","136.57","546.29","273.14","423.02","409.72","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","16019.97","0.11","0.63","0.0","6.98","0.63","4.38","0.0","0.0","0.0","0.0","127.65","136.57","546.29","273.14","418.64","409.72","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","16019.97","0.11","0.6","0.0","6.7","0.6","4.02","0.0","0.0","0.0","0.0","131.67","136.57","546.29","273.14","414.62","409.72","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","16019.97","0.11","0.0","0.0","6.65","0.11","0.7","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","16019.97","0.1","0.0","0.0","7.01","0.1","0.73","0.0","0.0","0.0","0.0","27.73","27.0","546.29","273.14","518.56","519.29","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","16019.97","0.1","0.0","0.0","6.22","0.1","0.65","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","16019.97","0.1","0.0","0.0","5.72","0.1","0.59","0.0","0.0","0.0","0.0","27.59","27.0","546.29","273.14","518.7","519.29","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","16019.97","0.1","0.0","0.0","6.01","0.1","0.62","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","16019.97","0.1","0.0","0.0","6.09","0.1","0.63","0.0","0.0","0.0","0.0","27.63","27.0","546.29","273.14","518.66","519.29","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","16019.97","0.1","0.0","0.0","6.44","0.1","0.66","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","16019.97","0.1","0.0","0.0","6.18","0.1","0.63","0.0","0.0","0.0","0.0","27.63","27.0","546.29","273.14","518.66","519.29","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","16019.97","0.1","0.0","0.0","6.26","0.1","0.63","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","16019.97","0.1","0.0","0.0","6.46","0.1","0.65","0.0","0.0","0.0","0.0","27.65","27.0","546.29","273.14","518.64","519.29","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","16019.97","0.1","0.0","0.0","6.65","0.1","0.67","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","16019.97","0.1","0.0","0.0","7.06","0.1","0.7","0.0","0.0","0.0","0.0","27.7","27.0","546.29","273.14","518.59","519.29","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","16019.97","0.1","0.0","0.0","7.26","0.1","0.72","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","16019.97","0.1","0.0","0.0","6.64","0.1","0.65","0.0","0.0","0.0","0.0","27.65","27.0","546.29","273.14","518.63","519.29","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","16019.97","0.1","0.0","0.0","6.57","0.1","0.64","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","16019.97","0.1","0.0","0.0","6.46","0.1","0.63","0.0","0.0","0.0","0.0","27.63","27.0","546.29","273.14","518.66","519.29","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","16019.97","0.1","0.0","0.0","6.42","0.1","0.62","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","16019.97","0.1","0.0","0.0","6.44","0.1","0.62","0.0","0.0","0.0","0.0","27.62","27.0","546.29","273.14","518.67","519.29","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","16019.97","0.1","0.0","0.0","6.34","0.1","0.61","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","16019.97","0.1","0.0","0.0","6.38","0.1","0.61","0.0","0.0","0.0","0.0","27.61","27.0","546.29","273.14","518.68","519.29","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","16019.97","0.1","0.0","0.0","5.96","0.1","0.57","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","16019.97","0.1","0.0","0.0","6.1","0.1","0.58","0.0","0.0","0.0","0.0","27.58","27.0","546.29","273.14","518.71","519.29","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","16019.97","0.09","0.0","0.0","6.02","0.09","0.57","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","16019.97","0.09","0.0","0.0","5.81","0.09","0.55","0.0","0.0","0.0","0.0","27.55","27.0","546.29","273.14","518.74","519.29","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","16019.97","0.09","0.0","0.0","5.42","0.09","0.51","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","16019.97","0.09","0.0","0.0","5.32","0.09","0.5","0.0","0.0","0.0","0.0","27.5","27.0","546.29","273.14","518.79","519.29","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","16019.97","0.09","0.0","0.0","5.62","0.09","0.52","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","16019.97","0.09","0.0","0.0","5.87","0.09","0.55","0.0","0.0","0.0","0.0","27.55","27.0","546.29","273.14","518.74","519.29","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","16019.97","0.09","0.0","0.0","6.32","0.09","0.58","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","16019.97","0.09","0.0","0.0","6.07","0.09","0.56","0.0","0.0","0.0","0.0","27.56","27.0","546.29","273.14","518.73","519.29","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","16019.97","0.09","0.0","0.0","5.28","0.09","0.49","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","16019.97","0.09","0.0","0.0","5.32","0.09","0.49","0.0","0.0","0.0","0.0","27.49","27.0","546.29","273.14","518.8","519.29","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","16019.97","0.09","0.0","0.0","5.21","0.09","0.48","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","16019.97","0.09","0.0","0.0","4.61","0.09","0.42","0.0","0.0","0.0","0.0","27.42","27.0","546.29","273.14","518.87","519.29","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","16019.97","0.09","0.0","0.0","5.35","0.09","0.49","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","16019.97","0.09","0.0","0.0","5.1","0.09","0.46","0.0","0.0","0.0","0.0","27.46","27.0","546.29","273.14","518.83","519.29","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","16019.97","0.09","0.0","0.0","5.65","0.09","0.51","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","16019.97","0.09","0.0","0.0","5.78","0.09","0.52","0.0","0.0","0.0","0.0","27.52","27.0","546.29","273.14","518.77","519.29","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","16019.97","0.09","0.0","0.0","5.43","0.09","0.49","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","16019.97","0.09","0.0","0.0","5.49","0.09","0.49","0.0","0.0","0.0","0.0","27.49","27.0","546.29","273.14","518.8","519.29","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","16019.97","0.09","0.0","0.0","5.04","0.09","0.45","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","16019.97","0.09","0.0","0.0","4.58","0.09","0.41","0.0","0.0","0.0","0.0","27.41","27.0","546.29","273.14","518.88","519.29","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","16019.97","0.09","0.0","0.0","3.88","0.09","0.34","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","16019.97","0.09","0.0","0.0","4.27","0.09","0.38","0.0","0.0","0.0","0.0","27.38","27.0","546.29","273.14","518.91","519.29","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","16019.97","0.09","0.0","0.0","4.71","0.09","0.42","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","16019.97","0.09","0.0","0.0","4.88","0.09","0.43","0.0","0.0","0.0","0.0","27.43","27.0","546.29","273.14","518.86","519.29","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","16019.97","0.09","0.0","0.0","4.88","0.09","0.43","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","16019.97","0.09","0.0","0.0","4.73","0.09","0.41","0.0","0.0","0.0","0.0","27.41","27.0","546.29","273.14","518.88","519.29","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","16019.97","0.09","0.0","0.0","5.2","0.09","0.45","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","16019.97","0.09","0.0","0.0","5.65","0.09","0.49","0.0","0.0","0.0","0.0","27.49","27.0","546.29","273.14","518.8","519.29","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","16019.97","0.09","0.0","0.0","5.42","0.09","0.47","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","16019.97","0.09","0.0","0.0","4.4","0.09","0.38","0.0","0.0","0.0","0.0","27.38","27.0","546.29","273.14","518.91","519.29","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","16019.97","0.09","0.0","0.0","4.74","0.09","0.41","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","16019.97","0.09","0.0","0.0","4.57","0.09","0.39","0.0","0.0","0.0","0.0","27.39","27.0","546.29","273.14","518.9","519.29","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","16019.97","0.09","0.0","0.0","4.23","0.09","0.36","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","16019.97","0.09","0.0","0.0","4.58","0.09","0.39","0.0","0.0","0.0","0.0","27.39","27.0","546.29","273.14","518.9","519.29","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","16019.97","0.09","0.0","0.0","4.68","0.09","0.4","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","16019.97","0.09","0.0","0.0","4.75","0.09","0.41","0.0","0.0","0.0","0.0","27.41","27.0","546.29","273.14","518.88","519.29","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","16019.97","0.09","0.0","0.0","4.71","0.09","0.4","0.0","0.0","0.0","0.0","27.0","27.0","546.29","273.14","519.29","519.29","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","16019.97","0.09","0.0","0.0","3.59","0.09","0.31","2.27","2.27","0.0","0.0","25.04","27.0","546.29","273.14","521.25","519.29","0.0","","","","","","",""
