" Daily soil water balance output for Corn in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Corn in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","41211.48","0.14","1.05","0.0","7.23","1.05","7.59","0.0","0.0","0.0","0.0","48.26","83.21","460.86","230.43","412.6","377.65","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","41211.48","0.13","1.05","0.0","7.18","1.05","7.54","0.0","0.0","0.0","0.0","55.8","83.21","460.86","230.43","405.06","377.65","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","41211.48","0.13","1.05","0.0","7.44","1.05","7.81","0.0","0.0","0.0","0.0","63.61","83.21","460.86","230.43","397.25","377.65","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","41211.48","0.13","1.05","0.0","7.0","1.05","7.35","0.0","0.0","0.0","0.0","70.96","83.21","460.86","230.43","389.9","377.65","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","41211.48","0.13","1.05","0.0","6.29","1.05","6.6","0.0","0.0","0.0","0.0","77.56","83.21","460.86","230.43","383.29","377.65","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","41211.48","0.13","1.05","0.0","6.38","1.05","6.7","0.0","0.0","0.0","0.0","0.0","83.21","460.86","230.43","460.86","377.65","84.26","","","","","","",""
"2016.0","7.0","7.0","189.0","41211.48","0.13","1.05","0.0","6.53","1.05","6.86","0.0","0.0","0.0","0.0","6.86","83.21","460.86","230.43","454.0","377.65","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","41211.48","0.13","1.05","0.0","7.11","1.05","7.47","0.0","0.0","0.0","0.0","14.32","83.21","460.86","230.43","446.54","377.65","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","41211.48","0.13","1.05","0.0","6.6","1.05","6.93","0.0","0.0","0.0","0.0","21.25","83.21","460.86","230.43","439.61","377.65","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","41211.48","0.13","1.05","0.0","6.47","1.05","6.79","0.0","0.0","0.0","0.0","28.05","83.21","460.86","230.43","432.81","377.65","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","41211.48","0.12","1.05","0.0","7.23","1.05","7.59","0.0","0.0","0.0","0.0","35.64","83.21","460.86","230.43","425.22","377.65","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","41211.48","0.12","1.05","0.0","6.91","1.05","7.26","0.0","0.0","0.0","0.0","42.89","83.21","460.86","230.43","417.97","377.65","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","41211.48","0.12","1.05","0.0","7.23","1.05","7.59","0.0","0.0","0.0","0.0","50.48","83.21","460.86","230.43","410.37","377.65","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","41211.48","0.12","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","58.25","83.21","460.86","230.43","402.6","377.65","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","41211.48","0.12","1.05","0.0","7.32","1.05","7.69","0.0","0.0","0.0","0.0","65.94","83.21","460.86","230.43","394.92","377.65","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","41211.48","0.12","1.05","0.0","7.01","1.05","7.36","0.0","0.0","0.0","0.0","73.3","83.21","460.86","230.43","387.56","377.65","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","41211.48","0.12","1.05","0.0","6.76","1.05","7.1","0.0","0.0","0.0","0.0","80.4","83.21","460.86","230.43","380.46","377.65","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","41211.48","0.12","1.05","0.0","6.37","1.05","6.69","0.0","0.0","0.0","0.0","0.0","83.21","460.86","230.43","460.86","377.65","87.09","","","","","","",""
"2016.0","7.0","19.0","201.0","41211.48","0.12","1.05","0.0","6.63","1.05","6.96","0.0","0.0","0.0","0.0","6.96","83.21","460.86","230.43","453.9","377.65","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","41211.48","0.12","1.03","0.0","7.06","1.03","7.27","0.0","0.0","0.0","0.0","14.23","83.21","460.86","230.43","446.63","377.65","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","41211.48","0.11","1.01","0.0","7.27","1.01","7.34","0.0","0.0","0.0","0.0","21.57","83.21","460.86","230.43","439.29","377.65","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","41211.48","0.11","0.99","0.0","7.13","0.99","7.05","0.0","0.0","0.0","0.0","28.62","115.21","460.86","230.43","432.24","345.64","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","41211.48","0.11","0.97","0.0","7.72","0.97","7.47","0.0","0.0","0.0","0.0","36.09","115.21","460.86","230.43","424.77","345.64","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","41211.48","0.11","0.95","0.0","7.38","0.95","6.99","0.0","0.0","0.0","0.0","43.08","115.21","460.86","230.43","417.77","345.64","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","41211.48","0.11","0.93","0.0","7.29","0.93","6.76","0.0","0.0","0.0","0.0","49.84","115.21","460.86","230.43","411.01","345.64","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","41211.48","0.11","0.91","0.0","7.3","0.91","6.62","0.0","0.0","0.0","0.0","56.46","115.21","460.86","230.43","404.39","345.64","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","41211.48","0.11","0.89","0.0","7.67","0.89","6.8","0.0","0.0","0.0","0.0","63.26","115.21","460.86","230.43","397.6","345.64","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","41211.48","0.11","0.87","0.0","7.66","0.87","6.63","0.0","0.0","0.0","0.0","69.89","115.21","460.86","230.43","390.96","345.64","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","41211.48","0.11","0.85","0.0","7.57","0.85","6.4","0.0","0.0","0.0","0.0","76.29","115.21","460.86","230.43","384.56","345.64","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","41211.48","0.11","0.83","0.0","7.81","0.83","6.44","0.0","0.0","0.0","0.0","82.74","115.21","460.86","230.43","378.12","345.64","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","41211.48","0.11","0.8","0.0","6.98","0.8","5.62","0.0","0.0","0.0","0.0","88.35","115.21","460.86","230.43","372.5","345.64","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","41211.48","0.11","0.78","0.0","6.7","0.78","5.25","0.0","0.0","0.0","0.0","93.61","115.21","460.86","230.43","367.25","345.64","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","41211.48","0.11","0.76","0.0","6.65","0.76","5.08","0.0","0.0","0.0","0.0","98.69","115.21","460.86","230.43","362.17","345.64","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","41211.48","0.1","0.74","0.0","7.01","0.74","5.21","0.0","0.0","0.0","0.0","103.89","115.21","460.86","230.43","356.96","345.64","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","41211.48","0.1","0.72","0.0","6.22","0.72","4.5","0.0","0.0","0.0","0.0","108.39","115.21","460.86","230.43","352.47","345.64","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","41211.48","0.1","0.7","0.0","5.72","0.7","4.02","0.0","0.0","0.0","0.0","112.41","115.21","460.86","230.43","348.45","345.64","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","41211.48","0.1","0.68","0.0","6.01","0.68","4.1","0.0","0.0","0.0","0.0","0.0","115.21","460.86","230.43","460.86","345.64","116.51","","","","","","",""
"2016.0","8.0","7.0","220.0","41211.48","0.1","0.66","0.0","6.09","0.66","4.03","0.0","0.0","0.0","0.0","4.03","115.21","460.86","230.43","456.83","345.64","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","41211.48","0.1","0.64","0.0","6.44","0.64","4.13","0.0","0.0","0.0","0.0","8.16","115.21","460.86","230.43","452.7","345.64","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","41211.48","0.1","0.62","0.0","6.18","0.62","3.83","0.0","0.0","0.0","0.0","11.99","115.21","460.86","230.43","448.87","345.64","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","41211.48","0.1","0.6","0.0","6.26","0.6","3.76","0.0","0.0","0.0","0.0","15.75","115.21","460.86","230.43","445.11","345.64","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","41211.48","0.1","0.0","0.0","6.46","0.1","0.65","0.0","0.0","0.0","0.0","16.4","32.4","460.86","230.43","444.46","428.46","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","41211.48","0.1","0.0","0.0","6.65","0.1","0.67","0.0","0.0","0.0","0.0","17.06","32.4","460.86","230.43","443.8","428.46","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","41211.48","0.1","0.0","0.0","7.06","0.1","0.7","0.0","0.0","0.0","0.0","17.77","32.4","460.86","230.43","443.09","428.46","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","41211.48","0.1","0.0","0.0","7.26","0.1","0.72","0.0","0.0","0.0","0.0","18.48","32.4","460.86","230.43","442.37","428.46","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","41211.48","0.1","0.0","0.0","6.64","0.1","0.65","0.0","0.0","0.0","0.0","19.14","32.4","460.86","230.43","441.72","428.46","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","41211.48","0.1","0.0","0.0","6.57","0.1","0.64","0.0","0.0","0.0","0.0","19.78","32.4","460.86","230.43","441.07","428.46","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","41211.48","0.1","0.0","0.0","6.46","0.1","0.63","0.0","0.0","0.0","0.0","20.41","32.4","460.86","230.43","440.44","428.46","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","41211.48","0.1","0.0","0.0","6.42","0.1","0.62","0.0","0.0","0.0","0.0","21.04","32.4","460.86","230.43","439.82","428.46","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","41211.48","0.1","0.0","0.0","6.44","0.1","0.62","0.0","0.0","0.0","0.0","21.66","32.4","460.86","230.43","439.2","428.46","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","41211.48","0.1","0.0","0.0","6.34","0.1","0.61","0.0","0.0","0.0","0.0","22.27","32.4","460.86","230.43","438.59","428.46","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","41211.48","0.1","0.0","0.0","6.38","0.1","0.61","0.0","0.0","0.0","0.0","22.88","32.4","460.86","230.43","437.98","428.46","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","41211.48","0.1","0.0","0.0","5.96","0.1","0.57","0.0","0.0","0.0","0.0","23.45","32.4","460.86","230.43","437.41","428.46","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","41211.48","0.1","0.0","0.0","6.1","0.1","0.58","0.0","0.0","0.0","0.0","24.03","32.4","460.86","230.43","436.83","428.46","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","41211.48","0.09","0.0","0.0","6.02","0.09","0.57","0.0","0.0","0.0","0.0","24.6","32.4","460.86","230.43","436.26","428.46","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","41211.48","0.09","0.0","0.0","5.81","0.09","0.55","0.0","0.0","0.0","0.0","25.15","32.4","460.86","230.43","435.71","428.46","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","41211.48","0.09","0.0","0.0","5.42","0.09","0.51","0.0","0.0","0.0","0.0","25.66","32.4","460.86","230.43","435.2","428.46","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","41211.48","0.09","0.0","0.0","5.32","0.09","0.5","0.0","0.0","0.0","0.0","26.15","32.4","460.86","230.43","434.7","428.46","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","41211.48","0.09","0.0","0.0","5.62","0.09","0.52","0.0","0.0","0.0","0.0","26.68","32.4","460.86","230.43","434.18","428.46","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","41211.48","0.09","0.0","0.0","5.87","0.09","0.55","0.0","0.0","0.0","0.0","27.22","32.4","460.86","230.43","433.63","428.46","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","41211.48","0.09","0.0","0.0","6.32","0.09","0.58","0.0","0.0","0.0","0.0","27.81","32.4","460.86","230.43","433.05","428.46","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","41211.48","0.09","0.0","0.0","6.07","0.09","0.56","0.0","0.0","0.0","0.0","28.37","32.4","460.86","230.43","432.49","428.46","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","41211.48","0.09","0.0","0.0","5.28","0.09","0.49","0.0","0.0","0.0","0.0","28.85","32.4","460.86","230.43","432.0","428.46","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","41211.48","0.09","0.0","0.0","5.32","0.09","0.49","0.0","0.0","0.0","0.0","29.34","32.4","460.86","230.43","431.52","428.46","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","41211.48","0.09","0.0","0.0","5.21","0.09","0.48","0.0","0.0","0.0","0.0","29.82","32.4","460.86","230.43","431.04","428.46","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","41211.48","0.09","0.0","0.0","4.61","0.09","0.42","0.0","0.0","0.0","0.0","30.24","32.4","460.86","230.43","430.62","428.46","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","41211.48","0.09","0.0","0.0","5.35","0.09","0.49","0.0","0.0","0.0","0.0","30.72","32.4","460.86","230.43","430.14","428.46","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","41211.48","0.09","0.0","0.0","5.1","0.09","0.46","0.0","0.0","0.0","0.0","31.18","32.4","460.86","230.43","429.67","428.46","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","41211.48","0.09","0.0","0.0","5.65","0.09","0.51","0.0","0.0","0.0","0.0","31.69","32.4","460.86","230.43","429.16","428.46","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","41211.48","0.09","0.0","0.0","5.78","0.09","0.52","0.0","0.0","0.0","0.0","32.21","32.4","460.86","230.43","428.64","428.46","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","41211.48","0.09","0.0","0.0","5.43","0.09","0.49","0.0","0.0","0.0","0.0","32.7","32.4","460.86","230.43","428.16","428.46","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","41211.48","0.09","0.0","0.0","5.49","0.09","0.49","0.0","0.0","0.0","0.0","32.4","32.4","460.86","230.43","428.46","428.46","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","41211.48","0.09","0.0","0.0","5.04","0.09","0.45","0.0","0.0","0.0","0.0","32.85","32.4","460.86","230.43","428.01","428.46","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","41211.48","0.09","0.0","0.0","4.58","0.09","0.41","0.0","0.0","0.0","0.0","32.4","32.4","460.86","230.43","428.46","428.46","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","41211.48","0.09","0.0","0.0","3.88","0.09","0.34","0.0","0.0","0.0","0.0","32.74","32.4","460.86","230.43","428.11","428.46","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","41211.48","0.09","0.0","0.0","4.27","0.09","0.38","0.0","0.0","0.0","0.0","32.4","32.4","460.86","230.43","428.46","428.46","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","41211.48","0.09","0.0","0.0","4.71","0.09","0.42","0.0","0.0","0.0","0.0","32.82","32.4","460.86","230.43","428.04","428.46","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","41211.48","0.09","0.0","0.0","4.88","0.09","0.43","0.0","0.0","0.0","0.0","32.4","32.4","460.86","230.43","428.46","428.46","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","41211.48","0.09","0.0","0.0","4.88","0.09","0.43","0.0","0.0","0.0","0.0","32.83","32.4","460.86","230.43","428.03","428.46","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","41211.48","0.09","0.0","0.0","4.73","0.09","0.41","0.0","0.0","0.0","0.0","32.4","32.4","460.86","230.43","428.46","428.46","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","41211.48","0.09","0.0","0.0","5.2","0.09","0.45","0.0","0.0","0.0","0.0","32.85","32.4","460.86","230.43","428.0","428.46","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","41211.48","0.09","0.0","0.0","5.65","0.09","0.49","0.0","0.0","0.0","0.0","32.4","32.4","460.86","230.43","428.46","428.46","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","41211.48","0.09","0.0","0.0","5.42","0.09","0.47","0.0","0.0","0.0","0.0","32.87","32.4","460.86","230.43","427.99","428.46","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","41211.48","0.09","0.0","0.0","4.4","0.09","0.38","0.0","0.0","0.0","0.0","32.4","32.4","460.86","230.43","428.46","428.46","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","41211.48","0.09","0.0","0.0","4.74","0.09","0.41","0.0","0.0","0.0","0.0","32.81","32.4","460.86","230.43","428.05","428.46","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","41211.48","0.09","0.0","0.0","4.57","0.09","0.39","0.0","0.0","0.0","0.0","32.4","32.4","460.86","230.43","428.46","428.46","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","41211.48","0.09","0.0","0.0","4.23","0.09","0.36","0.0","0.0","0.0","0.0","32.76","32.4","460.86","230.43","428.09","428.46","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","41211.48","0.09","0.0","0.0","4.58","0.09","0.39","0.0","0.0","0.0","0.0","32.4","32.4","460.86","230.43","428.46","428.46","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","41211.48","0.09","0.0","0.0","4.68","0.09","0.4","0.0","0.0","0.0","0.0","32.8","32.4","460.86","230.43","428.06","428.46","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","41211.48","0.09","0.0","0.0","4.75","0.09","0.41","0.0","0.0","0.0","0.0","32.4","32.4","460.86","230.43","428.46","428.46","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","41211.48","0.09","0.0","0.0","4.71","0.09","0.4","0.0","0.0","0.0","0.0","32.8","32.4","460.86","230.43","428.06","428.46","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","41211.48","0.09","0.0","0.0","3.59","0.09","0.31","2.27","2.27","0.0","0.0","30.53","32.4","460.86","230.43","430.33","428.46","0.0","","","","","","",""
