" Daily soil water balance output for Native Vegetation in 185_Alameda DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Native Vegetation at 185_Alameda DAU_Co within 06_San Joaquin River for WY 2016","","","","","","",""
"2016.0","6.0","19.0","171.0","1510.503444","0.16","0.48","0.0","6.86","0.48","3.2928","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","6.0","20.0","172.0","1510.503444","0.16","0.47","0.0","7.13","0.47","3.3511","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","6.0","21.0","173.0","1510.503444","0.16","0.47","0.0","7.51","0.47","3.5297","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","6.0","22.0","174.0","1510.503444","0.16","0.46","0.0","7.18","0.46","3.3028","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","6.0","23.0","175.0","1510.503444","0.15","0.45","0.0","7.27","0.45","3.2715","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","6.0","24.0","176.0","1510.503444","0.15","0.45","0.0","6.66","0.45","2.997","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","6.0","25.0","177.0","1510.503444","0.15","0.44","0.0","7.41","0.44","3.2604","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","6.0","26.0","178.0","1510.503444","0.15","0.43","0.0","7.27","0.43","3.1261","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","6.0","27.0","179.0","1510.503444","0.15","0.43","0.0","7.64","0.43","3.2852","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","6.0","28.0","180.0","1510.503444","0.14","0.42","0.0","7.55","0.42","3.171","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","6.0","29.0","181.0","1510.503444","0.14","0.41","0.0","6.75","0.41","2.7675","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","6.0","30.0","182.0","1510.503444","0.14","0.41","0.0","6.63","0.41","2.7183","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","1.0","183.0","1510.503444","0.14","0.4","0.0","6.6","0.4","2.64","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","2.0","184.0","1510.503444","0.14","0.4","0.0","6.52","0.4","2.608","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","3.0","185.0","1510.503444","0.14","0.4","0.0","6.73","0.4","2.692","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","4.0","186.0","1510.503444","0.14","0.4","0.0","6.35","0.4","2.54","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","5.0","187.0","1510.503444","0.13","0.4","0.0","5.77","0.4","2.308","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","6.0","188.0","1510.503444","0.13","0.39","0.0","5.93","0.39","2.3127","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","7.0","189.0","1510.503444","0.13","0.39","0.0","6.03","0.39","2.3517","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","8.0","190.0","1510.503444","0.13","0.39","0.0","6.54","0.39","2.5506","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","9.0","191.0","1510.503444","0.13","0.39","0.0","6.21","0.39","2.4219","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","10.0","192.0","1510.503444","0.13","0.39","0.0","6.23","0.39","2.4297","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","11.0","193.0","1510.503444","0.13","0.39","0.0","6.81","0.39","2.6559","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","12.0","194.0","1510.503444","0.13","0.39","0.0","6.42","0.39","2.5038","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","13.0","195.0","1510.503444","0.13","0.39","0.0","6.74","0.39","2.6286","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","14.0","196.0","1510.503444","0.13","0.39","0.0","6.94","0.39","2.7066","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","15.0","197.0","1510.503444","0.12","0.38","0.0","6.62","0.38","2.5156","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","16.0","198.0","1510.503444","0.12","0.38","0.0","6.31","0.38","2.3978","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","17.0","199.0","1510.503444","0.12","0.38","0.0","6.06","0.38","2.3028","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","18.0","200.0","1510.503444","0.12","0.38","0.0","5.88","0.38","2.2344","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","19.0","201.0","1510.503444","0.12","0.38","0.0","6.12","0.38","2.3256","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","20.0","202.0","1510.503444","0.12","0.38","0.0","6.6","0.38","2.508","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","21.0","203.0","1510.503444","0.12","0.38","0.0","6.67","0.38","2.5346","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","22.0","204.0","1510.503444","0.12","0.38","0.0","6.61","0.38","2.5118","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","23.0","205.0","1510.503444","0.12","0.38","0.0","7.18","0.38","2.7284","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","24.0","206.0","1510.503444","0.12","0.38","0.0","6.87","0.38","2.6106","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","25.0","207.0","1510.503444","0.12","0.37","0.0","6.63","0.37","2.4531","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","26.0","208.0","1510.503444","0.11","0.37","0.0","6.78","0.37","2.5086","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","27.0","209.0","1510.503444","0.11","0.37","0.0","7.07","0.37","2.6159","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","28.0","210.0","1510.503444","0.11","0.37","0.0","7.06","0.37","2.6122","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","29.0","211.0","1510.503444","0.11","0.37","0.0","7.04","0.37","2.6048","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","30.0","212.0","1510.503444","0.11","0.37","0.0","6.97","0.37","2.5789","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","7.0","31.0","213.0","1510.503444","0.11","0.37","0.0","6.16","0.37","2.2792","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","1.0","214.0","1510.503444","0.11","0.37","0.0","6.0","0.37","2.22","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","2.0","215.0","1510.503444","0.11","0.37","0.0","6.09","0.37","2.2533","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","3.0","216.0","1510.503444","0.11","0.36","0.0","6.31","0.36","2.2716","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","4.0","217.0","1510.503444","0.11","0.36","0.0","5.46","0.36","1.9656","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","5.0","218.0","1510.503444","0.11","0.36","0.0","5.27","0.36","1.8972","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","6.0","219.0","1510.503444","0.11","0.36","0.0","5.45","0.36","1.962","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","7.0","220.0","1510.503444","0.11","0.36","0.0","5.7","0.36","2.052","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","8.0","221.0","1510.503444","0.11","0.36","0.0","6.01","0.36","2.1636","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","9.0","222.0","1510.503444","0.11","0.36","0.0","5.75","0.36","2.07","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","10.0","223.0","1510.503444","0.11","0.36","0.0","5.77","0.36","2.0772","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","11.0","224.0","1510.503444","0.1","0.36","0.0","5.89","0.36","2.1204","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","12.0","225.0","1510.503444","0.1","0.35","0.0","6.04","0.35","2.114","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","13.0","226.0","1510.503444","0.1","0.35","0.0","6.55","0.35","2.2925","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","14.0","227.0","1510.503444","0.1","0.35","0.0","6.71","0.35","2.3485","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","15.0","228.0","1510.503444","0.1","0.35","0.0","5.98","0.35","2.093","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","16.0","229.0","1510.503444","0.1","0.35","0.0","6.0","0.35","2.1","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","17.0","230.0","1510.503444","0.1","0.35","0.0","5.96","0.35","2.086","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","18.0","231.0","1510.503444","0.1","0.35","0.0","5.94","0.35","2.079","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","19.0","232.0","1510.503444","0.1","0.35","0.0","5.9","0.35","2.065","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","20.0","233.0","1510.503444","0.1","0.35","0.0","5.79","0.35","2.0265","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","21.0","234.0","1510.503444","0.1","0.34","0.0","5.91","0.34","2.0094","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","22.0","235.0","1510.503444","0.1","0.34","0.0","5.61","0.34","1.9074","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","23.0","236.0","1510.503444","0.1","0.34","0.0","5.64","0.34","1.9176","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","24.0","237.0","1510.503444","0.1","0.34","0.0","5.48","0.34","1.8632","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","25.0","238.0","1510.503444","0.1","0.34","0.0","5.22","0.34","1.7748","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","26.0","239.0","1510.503444","0.1","0.34","0.0","4.96","0.34","1.6864","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","27.0","240.0","1510.503444","0.1","0.34","0.0","4.9","0.34","1.666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","28.0","241.0","1510.503444","0.1","0.34","0.0","5.14","0.34","1.7476","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","29.0","242.0","1510.503444","0.1","0.34","0.0","5.35","0.34","1.819","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","30.0","243.0","1510.503444","0.1","0.33","0.0","5.81","0.33","1.9173","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","8.0","31.0","244.0","1510.503444","0.1","0.33","0.0","5.61","0.33","1.8513","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","1.0","245.0","1510.503444","0.1","0.33","0.0","4.9","0.33","1.617","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","2.0","246.0","1510.503444","0.1","0.33","0.0","5.02","0.33","1.6566","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","3.0","247.0","1510.503444","0.1","0.33","0.0","4.84","0.33","1.5972","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","4.0","248.0","1510.503444","0.09","0.33","0.0","4.47","0.33","1.4751","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","5.0","249.0","1510.503444","0.09","0.33","0.0","5.09","0.33","1.6797","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","6.0","250.0","1510.503444","0.09","0.33","0.0","4.95","0.33","1.6335","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","7.0","251.0","1510.503444","0.09","0.33","0.0","5.55","0.33","1.8315","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","8.0","252.0","1510.503444","0.09","0.33","0.0","5.25","0.33","1.7325","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","9.0","253.0","1510.503444","0.09","0.32","0.0","5.04","0.32","1.6128","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","10.0","254.0","1510.503444","0.09","0.32","0.0","5.06","0.32","1.6192","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","11.0","255.0","1510.503444","0.09","0.32","0.0","4.58","0.32","1.4656","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","12.0","256.0","1510.503444","0.09","0.32","0.0","4.26","0.32","1.3632","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","13.0","257.0","1510.503444","0.09","0.32","0.0","3.86","0.32","1.2352","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","14.0","258.0","1510.503444","0.09","0.32","0.0","4.19","0.32","1.3408","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","15.0","259.0","1510.503444","0.09","0.32","0.0","4.52","0.32","1.4464","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","16.0","260.0","1510.503444","0.09","0.32","0.0","4.65","0.32","1.488","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","17.0","261.0","1510.503444","0.09","0.32","0.0","4.67","0.32","1.4944","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","18.0","262.0","1510.503444","0.09","0.31","0.0","4.68","0.31","1.4508","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","19.0","263.0","1510.503444","0.09","0.31","0.0","5.07","0.31","1.5717","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","20.0","264.0","1510.503444","0.09","0.31","0.0","5.24","0.31","1.6244","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","21.0","265.0","1510.503444","0.09","0.31","0.0","4.96","0.31","1.5376","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","22.0","266.0","1510.503444","0.09","0.31","0.0","4.24","0.31","1.3144","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","23.0","267.0","1510.503444","0.09","0.31","0.0","4.49","0.31","1.3919","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","24.0","268.0","1510.503444","0.09","0.31","0.0","4.41","0.31","1.3671","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","25.0","269.0","1510.503444","0.09","0.31","0.0","4.26","0.31","1.3206","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","26.0","270.0","1510.503444","0.09","0.31","0.0","4.61","0.31","1.4291","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","27.0","271.0","1510.503444","0.09","0.3","0.0","4.6","0.3","1.38","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","28.0","272.0","1510.503444","0.09","0.3","0.0","4.39","0.3","1.317","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","29.0","273.0","1510.503444","0.09","0.3","0.0","4.26","0.3","1.278","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
"2016.0","9.0","30.0","274.0","1510.503444","0.09","0.3","0.0","3.44","0.3","1.032","2.14","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","",""
