" Daily soil water balance output for Safflower in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Safflower in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","2613.8","0.12","1.0","0.0","7.09","1.0","7.07","0.0","0.0","0.0","0.0","78.22","134.11","536.45","268.22","458.22","402.34","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","2613.8","0.12","0.94","0.0","7.02","0.94","6.62","0.0","0.0","0.0","0.0","84.85","134.11","536.45","268.22","451.6","402.34","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","2613.8","0.12","0.89","0.0","7.32","0.89","6.51","0.0","0.0","0.0","0.0","91.36","134.11","536.45","268.22","445.09","402.34","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","2613.8","0.12","0.84","0.0","6.85","0.84","5.73","0.0","0.0","0.0","0.0","97.09","134.11","536.45","268.22","439.35","402.34","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","2613.8","0.12","0.78","0.0","6.12","0.78","4.79","0.0","0.0","0.0","0.0","101.89","134.11","536.45","268.22","434.56","402.34","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","2613.8","0.12","0.73","0.0","6.22","0.73","4.54","0.0","0.0","0.0","0.0","106.43","134.11","536.45","268.22","430.02","402.34","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","2613.8","0.11","0.68","0.0","6.28","0.68","4.25","0.0","0.0","0.0","0.0","110.68","134.11","536.45","268.22","425.77","402.34","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","2613.8","0.11","0.62","0.0","6.99","0.62","4.36","0.0","0.0","0.0","0.0","115.03","134.11","536.45","268.22","421.41","402.34","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","2613.8","0.11","0.57","0.0","6.45","0.57","3.68","0.0","0.0","0.0","0.0","118.71","134.11","536.45","268.22","417.74","402.34","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","2613.8","0.11","0.52","0.0","6.36","0.52","3.29","0.0","0.0","0.0","0.0","122.0","134.11","536.45","268.22","414.45","402.34","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","2613.8","0.11","0.46","0.0","7.12","0.46","3.3","0.0","0.0","0.0","0.0","125.3","134.11","536.45","268.22","411.15","402.34","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","2613.8","0.11","0.41","0.0","6.81","0.41","2.79","0.0","0.0","0.0","0.0","128.09","134.11","536.45","268.22","408.36","402.34","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","2613.8","0.11","0.36","0.0","7.2","0.36","2.57","0.0","0.0","0.0","0.0","130.66","134.11","536.45","268.22","405.79","402.34","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","2613.8","0.11","0.3","0.0","7.37","0.3","2.24","0.0","0.0","0.0","0.0","132.89","134.11","536.45","268.22","403.56","402.34","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","2613.8","0.11","0.25","0.0","7.27","0.25","1.82","0.0","0.0","0.0","0.0","0.0","134.11","536.45","268.22","536.45","402.34","134.71","","","","","","",""
"2016.0","7.0","16.0","198.0","2613.8","0.11","0.0","0.0","6.85","0.11","0.74","0.0","0.0","0.0","0.0","0.74","26.4","536.45","268.22","535.71","510.05","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","2613.8","0.11","0.0","0.0","6.58","0.11","0.71","0.0","0.0","0.0","0.0","1.45","26.4","536.45","268.22","535.0","510.05","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","2613.8","0.11","0.0","0.0","6.24","0.11","0.67","0.0","0.0","0.0","0.0","2.12","26.4","536.45","268.22","534.33","510.05","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","2613.8","0.11","0.0","0.0","6.47","0.11","0.69","0.0","0.0","0.0","0.0","2.81","26.4","536.45","268.22","533.64","510.05","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","2613.8","0.11","0.0","0.0","6.83","0.11","0.72","0.0","0.0","0.0","0.0","3.53","26.4","536.45","268.22","532.92","510.05","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","2613.8","0.11","0.0","0.0","7.16","0.11","0.75","0.0","0.0","0.0","0.0","4.28","26.4","536.45","268.22","532.17","510.05","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","2613.8","0.1","0.0","0.0","6.9","0.1","0.72","0.0","0.0","0.0","0.0","5.0","26.4","536.45","268.22","531.45","510.05","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","2613.8","0.1","0.0","0.0","7.55","0.1","0.78","0.0","0.0","0.0","0.0","5.79","26.4","536.45","268.22","530.66","510.05","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","2613.8","0.1","0.0","0.0","7.37","0.1","0.76","0.0","0.0","0.0","0.0","6.55","26.4","536.45","268.22","529.9","510.05","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","2613.8","0.1","0.0","0.0","7.18","0.1","0.74","0.0","0.0","0.0","0.0","7.28","26.4","536.45","268.22","529.17","510.05","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","2613.8","0.1","0.0","0.0","7.2","0.1","0.73","0.0","0.0","0.0","0.0","8.02","26.4","536.45","268.22","528.43","510.05","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","2613.8","0.1","0.0","0.0","7.7","0.1","0.78","0.0","0.0","0.0","0.0","8.8","26.4","536.45","268.22","527.65","510.05","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","2613.8","0.1","0.0","0.0","7.57","0.1","0.76","0.0","0.0","0.0","0.0","9.56","26.4","536.45","268.22","526.89","510.05","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","2613.8","0.1","0.0","0.0","7.46","0.1","0.75","0.0","0.0","0.0","0.0","10.31","26.4","536.45","268.22","526.14","510.05","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","2613.8","0.1","0.0","0.0","7.84","0.1","0.78","0.0","0.0","0.0","0.0","11.09","26.4","536.45","268.22","525.36","510.05","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","2613.8","0.1","0.0","0.0","7.0","0.1","0.69","0.0","0.0","0.0","0.0","11.78","26.4","536.45","268.22","524.67","510.05","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","2613.8","0.1","0.0","0.0","6.65","0.1","0.65","0.0","0.0","0.0","0.0","12.43","26.4","536.45","268.22","524.02","510.05","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","2613.8","0.1","0.0","0.0","6.47","0.1","0.63","0.0","0.0","0.0","0.0","13.07","26.4","536.45","268.22","523.38","510.05","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","2613.8","0.1","0.0","0.0","6.97","0.1","0.68","0.0","0.0","0.0","0.0","13.75","26.4","536.45","268.22","522.7","510.05","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","2613.8","0.1","0.0","0.0","5.97","0.1","0.58","0.0","0.0","0.0","0.0","14.33","26.4","536.45","268.22","522.12","510.05","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","2613.8","0.1","0.0","0.0","5.57","0.1","0.54","0.0","0.0","0.0","0.0","14.86","26.4","536.45","268.22","521.58","510.05","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","2613.8","0.1","0.0","0.0","5.91","0.1","0.57","0.0","0.0","0.0","0.0","15.43","26.4","536.45","268.22","521.01","510.05","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","2613.8","0.1","0.0","0.0","5.95","0.1","0.57","0.0","0.0","0.0","0.0","16.0","26.4","536.45","268.22","520.44","510.05","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","2613.8","0.1","0.0","0.0","6.43","0.1","0.61","0.0","0.0","0.0","0.0","16.62","26.4","536.45","268.22","519.83","510.05","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","2613.8","0.1","0.0","0.0","6.15","0.1","0.58","0.0","0.0","0.0","0.0","17.2","26.4","536.45","268.22","519.25","510.05","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","2613.8","0.09","0.0","0.0","6.23","0.09","0.59","0.0","0.0","0.0","0.0","17.79","26.4","536.45","268.22","518.66","510.05","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","2613.8","0.09","0.0","0.0","6.36","0.09","0.6","0.0","0.0","0.0","0.0","18.39","26.4","536.45","268.22","518.06","510.05","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","2613.8","0.09","0.0","0.0","6.59","0.09","0.62","0.0","0.0","0.0","0.0","19.01","26.4","536.45","268.22","517.44","510.05","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","2613.8","0.09","0.0","0.0","6.92","0.09","0.65","0.0","0.0","0.0","0.0","19.66","26.4","536.45","268.22","516.79","510.05","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","2613.8","0.09","0.0","0.0","7.13","0.09","0.66","0.0","0.0","0.0","0.0","20.32","26.4","536.45","268.22","516.13","510.05","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","2613.8","0.09","0.0","0.0","6.46","0.09","0.6","0.0","0.0","0.0","0.0","20.92","26.4","536.45","268.22","515.53","510.05","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","2613.8","0.09","0.0","0.0","6.55","0.09","0.6","0.0","0.0","0.0","0.0","21.52","26.4","536.45","268.22","514.93","510.05","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","2613.8","0.09","0.0","0.0","6.43","0.09","0.59","0.0","0.0","0.0","0.0","22.11","26.4","536.45","268.22","514.34","510.05","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","2613.8","0.09","0.0","0.0","6.39","0.09","0.58","0.0","0.0","0.0","0.0","22.69","26.4","536.45","268.22","513.75","510.05","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","2613.8","0.09","0.0","0.0","6.33","0.09","0.58","0.0","0.0","0.0","0.0","23.27","26.4","536.45","268.22","513.18","510.05","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","2613.8","0.09","0.0","0.0","6.22","0.09","0.56","0.0","0.0","0.0","0.0","23.83","26.4","536.45","268.22","512.61","510.05","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","2613.8","0.09","0.0","0.0","6.26","0.09","0.57","0.0","0.0","0.0","0.0","24.4","26.4","536.45","268.22","512.05","510.05","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","2613.8","0.09","0.0","0.0","6.08","0.09","0.55","0.0","0.0","0.0","0.0","24.95","26.4","536.45","268.22","511.5","510.05","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","2613.8","0.09","0.0","0.0","5.88","0.09","0.53","0.0","0.0","0.0","0.0","25.47","26.4","536.45","268.22","510.98","510.05","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","2613.8","0.09","0.0","0.0","5.82","0.09","0.52","0.0","0.0","0.0","0.0","25.99","26.4","536.45","268.22","510.46","510.05","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","2613.8","0.09","0.0","0.0","5.7","0.09","0.51","0.0","0.0","0.0","0.0","26.5","26.4","536.45","268.22","509.95","510.05","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","2613.8","0.09","0.0","0.0","5.35","0.09","0.47","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","2613.8","0.09","0.0","0.0","5.22","0.09","0.46","0.0","0.0","0.0","0.0","26.86","26.4","536.45","268.22","509.59","510.05","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","2613.8","0.09","0.0","0.0","5.57","0.09","0.49","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","2613.8","0.09","0.0","0.0","5.66","0.09","0.5","0.0","0.0","0.0","0.0","26.9","26.4","536.45","268.22","509.55","510.05","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","2613.8","0.09","0.0","0.0","6.09","0.09","0.53","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","2613.8","0.09","0.0","0.0","5.9","0.09","0.52","0.0","0.0","0.0","0.0","26.92","26.4","536.45","268.22","509.53","510.05","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","2613.8","0.09","0.0","0.0","5.07","0.09","0.44","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","2613.8","0.09","0.0","0.0","5.19","0.09","0.45","0.0","0.0","0.0","0.0","26.85","26.4","536.45","268.22","509.6","510.05","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","2613.8","0.09","0.0","0.0","5.2","0.09","0.45","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","2613.8","0.09","0.0","0.0","4.61","0.09","0.4","0.0","0.0","0.0","0.0","26.8","26.4","536.45","268.22","509.65","510.05","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","2613.8","0.09","0.0","0.0","5.31","0.09","0.46","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","2613.8","0.09","0.0","0.0","5.03","0.09","0.43","0.0","0.0","0.0","0.0","26.83","26.4","536.45","268.22","509.62","510.05","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","2613.8","0.09","0.0","0.0","5.7","0.09","0.49","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","2613.8","0.09","0.0","0.0","5.75","0.09","0.49","0.0","0.0","0.0","0.0","26.89","26.4","536.45","268.22","509.56","510.05","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","2613.8","0.09","0.0","0.0","5.32","0.09","0.45","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","2613.8","0.08","0.0","0.0","5.36","0.08","0.45","0.0","0.0","0.0","0.0","26.85","26.4","536.45","268.22","509.59","510.05","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","2613.8","0.08","0.0","0.0","4.8","0.08","0.41","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","2613.8","0.08","0.0","0.0","4.31","0.08","0.36","0.0","0.0","0.0","0.0","26.76","26.4","536.45","268.22","509.68","510.05","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","2613.8","0.08","0.0","0.0","3.87","0.08","0.33","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","2613.8","0.08","0.0","0.0","4.22","0.08","0.36","0.0","0.0","0.0","0.0","26.76","26.4","536.45","268.22","509.69","510.05","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","2613.8","0.08","0.0","0.0","4.57","0.08","0.38","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","2613.8","0.08","0.0","0.0","4.77","0.08","0.4","0.0","0.0","0.0","0.0","26.8","26.4","536.45","268.22","509.65","510.05","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","2613.8","0.08","0.0","0.0","4.82","0.08","0.4","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","2613.8","0.08","0.0","0.0","4.67","0.08","0.39","0.0","0.0","0.0","0.0","26.79","26.4","536.45","268.22","509.66","510.05","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","2613.8","0.08","0.0","0.0","5.22","0.08","0.43","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","2613.8","0.08","0.0","0.0","5.91","0.08","0.49","0.0","0.0","0.0","0.0","26.89","26.4","536.45","268.22","509.56","510.05","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","2613.8","0.08","0.0","0.0","5.56","0.08","0.46","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","2613.8","0.08","0.0","0.0","4.35","0.08","0.36","0.0","0.0","0.0","0.0","26.76","26.4","536.45","268.22","509.69","510.05","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","2613.8","0.08","0.0","0.0","4.54","0.08","0.37","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","2613.8","0.08","0.0","0.0","4.7","0.08","0.39","0.0","0.0","0.0","0.0","26.79","26.4","536.45","268.22","509.66","510.05","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","2613.8","0.08","0.0","0.0","4.36","0.08","0.36","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","2613.8","0.08","0.0","0.0","4.49","0.08","0.37","0.0","0.0","0.0","0.0","26.77","26.4","536.45","268.22","509.68","510.05","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","2613.8","0.08","0.0","0.0","4.66","0.08","0.38","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","2613.8","0.08","0.0","0.0","4.73","0.08","0.39","0.0","0.0","0.0","0.0","26.79","26.4","536.45","268.22","509.66","510.05","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","2613.8","0.08","0.0","0.0","4.64","0.08","0.38","0.0","0.0","0.0","0.0","26.4","26.4","536.45","268.22","510.05","510.05","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","2613.8","0.08","0.0","0.0","3.66","0.08","0.3","0.47","0.47","0.0","0.0","26.23","26.4","536.45","268.22","510.22","510.05","0.0","","","","","","",""
