" Daily soil water balance output for Cucurbits in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Cucurbits in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","183.92","0.13","0.75","0.0","7.51","0.75","5.64","0.0","0.0","0.0","0.0","27.12","79.07","376.43","188.21","349.31","297.36","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","183.92","0.13","0.76","0.0","7.04","0.76","5.34","0.0","0.0","0.0","0.0","32.46","79.07","376.43","188.21","343.97","297.36","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","183.92","0.12","0.77","0.0","6.26","0.77","4.8","0.0","0.0","0.0","0.0","37.26","79.07","376.43","188.21","339.17","297.36","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","183.92","0.12","0.77","0.0","6.37","0.77","4.93","0.0","0.0","0.0","0.0","42.19","79.07","376.43","188.21","334.24","297.36","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","183.92","0.12","0.78","0.0","6.44","0.78","5.03","0.0","0.0","0.0","0.0","47.22","79.07","376.43","188.21","329.21","297.36","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","183.92","0.12","0.79","0.0","7.13","0.79","5.63","0.0","0.0","0.0","0.0","52.85","79.07","376.43","188.21","323.58","297.36","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","183.92","0.12","0.8","0.0","6.55","0.8","5.22","0.0","0.0","0.0","0.0","58.07","79.07","376.43","188.21","318.36","297.36","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","183.92","0.12","0.8","0.0","6.42","0.8","5.17","0.0","0.0","0.0","0.0","63.24","79.07","376.43","188.21","313.19","297.36","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","183.92","0.12","0.81","0.0","7.21","0.81","5.86","0.0","0.0","0.0","0.0","69.1","79.07","376.43","188.21","307.33","297.36","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","183.92","0.12","0.82","0.0","6.93","0.82","5.68","0.0","0.0","0.0","0.0","74.78","79.07","376.43","188.21","301.65","297.36","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","183.92","0.12","0.83","0.0","7.3","0.83","6.04","0.0","0.0","0.0","0.0","0.0","79.07","376.43","188.21","376.43","297.36","80.82","","","","","","",""
"2016.0","7.0","14.0","196.0","183.92","0.12","0.84","0.0","7.47","0.84","6.24","0.0","0.0","0.0","0.0","6.24","79.07","376.43","188.21","370.19","297.36","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","183.92","0.12","0.84","0.0","7.42","0.84","6.25","0.0","0.0","0.0","0.0","12.49","79.07","376.43","188.21","363.93","297.36","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","183.92","0.11","0.85","0.0","7.04","0.85","5.99","0.0","0.0","0.0","0.0","18.48","79.07","376.43","188.21","357.95","297.36","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","183.92","0.11","0.86","0.0","6.77","0.86","5.81","0.0","0.0","0.0","0.0","24.29","79.07","376.43","188.21","352.14","297.36","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","183.92","0.11","0.87","0.0","6.39","0.87","5.53","0.0","0.0","0.0","0.0","29.83","79.07","376.43","188.21","346.6","297.36","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","183.92","0.11","0.87","0.0","6.61","0.87","5.77","0.0","0.0","0.0","0.0","35.6","79.07","376.43","188.21","340.83","297.36","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","183.92","0.11","0.88","0.0","6.99","0.88","6.16","0.0","0.0","0.0","0.0","41.76","79.07","376.43","188.21","334.67","297.36","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","183.92","0.11","0.89","0.0","7.31","0.89","6.5","0.0","0.0","0.0","0.0","48.26","79.07","376.43","188.21","328.17","297.36","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","183.92","0.11","0.9","0.0","7.05","0.9","6.32","0.0","0.0","0.0","0.0","54.58","79.07","376.43","188.21","321.85","297.36","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","183.92","0.11","0.9","0.0","7.68","0.9","6.94","0.0","0.0","0.0","0.0","61.52","79.07","376.43","188.21","314.91","297.36","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","183.92","0.11","0.91","0.0","7.45","0.91","6.79","0.0","0.0","0.0","0.0","68.31","79.07","376.43","188.21","308.12","297.36","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","183.92","0.11","0.92","0.0","7.34","0.92","6.75","0.0","0.0","0.0","0.0","75.06","79.07","376.43","188.21","301.37","297.36","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","183.92","0.11","0.93","0.0","7.28","0.93","6.75","0.0","0.0","0.0","0.0","0.0","79.07","376.43","188.21","376.43","297.36","81.81","","","","","","",""
"2016.0","7.0","27.0","209.0","183.92","0.11","0.93","0.0","7.81","0.93","7.3","0.0","0.0","0.0","0.0","7.3","79.07","376.43","188.21","369.13","297.36","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","183.92","0.11","0.94","0.0","7.74","0.94","7.29","0.0","0.0","0.0","0.0","14.59","79.07","376.43","188.21","361.83","297.36","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","183.92","0.1","0.95","0.0","7.69","0.95","7.31","0.0","0.0","0.0","0.0","21.9","79.07","376.43","188.21","354.53","297.36","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","183.92","0.1","0.95","0.0","8.02","0.95","7.62","0.0","0.0","0.0","0.0","29.52","79.07","376.43","188.21","346.91","297.36","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","183.92","0.1","0.95","0.0","7.16","0.95","6.8","0.0","0.0","0.0","0.0","36.32","79.07","376.43","188.21","340.11","297.36","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","183.92","0.1","0.95","0.0","6.81","0.95","6.47","0.0","0.0","0.0","0.0","42.79","79.07","376.43","188.21","333.64","297.36","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","183.92","0.1","0.95","0.0","6.63","0.95","6.3","0.0","0.0","0.0","0.0","49.09","79.07","376.43","188.21","327.34","297.36","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","183.92","0.1","0.95","0.0","7.11","0.95","6.75","0.0","0.0","0.0","0.0","55.84","79.07","376.43","188.21","320.59","297.36","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","183.92","0.1","0.95","0.0","6.21","0.95","5.9","0.0","0.0","0.0","0.0","61.74","79.07","376.43","188.21","314.69","297.36","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","183.92","0.1","0.95","0.0","5.71","0.95","5.42","0.0","0.0","0.0","0.0","67.17","79.07","376.43","188.21","309.26","297.36","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","183.92","0.1","0.95","0.0","6.04","0.95","5.74","0.0","0.0","0.0","0.0","72.9","79.07","376.43","188.21","303.52","297.36","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","183.92","0.1","0.95","0.0","6.06","0.95","5.76","0.0","0.0","0.0","0.0","78.66","79.07","376.43","188.21","297.77","297.36","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","183.92","0.1","0.95","0.0","6.5","0.95","6.18","0.0","0.0","0.0","0.0","0.0","79.07","376.43","188.21","376.43","297.36","84.84","","","","","","",""
"2016.0","8.0","9.0","222.0","183.92","0.1","0.95","0.0","6.23","0.95","5.92","0.0","0.0","0.0","0.0","5.92","79.07","376.43","188.21","370.51","297.36","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","183.92","0.1","0.95","0.0","6.33","0.95","6.01","0.0","0.0","0.0","0.0","11.93","79.07","376.43","188.21","364.5","297.36","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","183.92","0.1","0.95","0.0","6.49","0.95","6.17","0.0","0.0","0.0","0.0","18.1","79.07","376.43","188.21","358.33","297.36","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","183.92","0.1","0.95","0.0","6.71","0.95","6.37","0.0","0.0","0.0","0.0","24.47","79.07","376.43","188.21","351.96","297.36","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","183.92","0.1","0.95","0.0","7.07","0.95","6.72","0.0","0.0","0.0","0.0","31.19","79.07","376.43","188.21","345.24","297.36","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","183.92","0.1","0.95","0.0","7.29","0.95","6.93","0.0","0.0","0.0","0.0","38.11","79.07","376.43","188.21","338.31","297.36","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","183.92","0.1","0.95","0.0","6.66","0.95","6.33","0.0","0.0","0.0","0.0","44.44","79.07","376.43","188.21","331.99","297.36","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","183.92","0.1","0.95","0.0","6.67","0.95","6.34","0.0","0.0","0.0","0.0","50.78","79.07","376.43","188.21","325.65","297.36","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","183.92","0.09","0.95","0.0","6.55","0.95","6.22","0.0","0.0","0.0","0.0","57.0","79.07","376.43","188.21","319.43","297.36","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","183.92","0.09","0.95","0.0","6.51","0.95","6.18","0.0","0.0","0.0","0.0","63.18","79.07","376.43","188.21","313.24","297.36","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","183.92","0.09","0.95","0.0","6.48","0.95","6.16","0.0","0.0","0.0","0.0","69.34","79.07","376.43","188.21","307.09","297.36","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","183.92","0.09","0.95","0.0","6.39","0.95","6.07","0.0","0.0","0.0","0.0","75.41","79.07","376.43","188.21","301.02","297.36","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","183.92","0.09","0.95","0.0","6.41","0.95","6.09","0.0","0.0","0.0","0.0","0.0","79.07","376.43","188.21","376.43","297.36","81.5","","","","","","",""
"2016.0","8.0","22.0","235.0","183.92","0.09","0.95","0.0","6.18","0.95","5.87","0.0","0.0","0.0","0.0","5.87","79.07","376.43","188.21","370.56","297.36","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","183.92","0.09","0.95","0.0","6.06","0.95","5.76","0.0","0.0","0.0","0.0","11.63","79.07","376.43","188.21","364.8","297.36","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","183.92","0.09","0.95","0.0","5.99","0.95","5.69","0.0","0.0","0.0","0.0","17.32","79.07","376.43","188.21","359.11","297.36","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","183.92","0.09","0.95","0.0","5.86","0.95","5.57","0.0","0.0","0.0","0.0","22.89","79.07","376.43","188.21","353.54","297.36","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","183.92","0.09","0.95","0.0","5.48","0.95","5.21","0.0","0.0","0.0","0.0","28.09","79.07","376.43","188.21","348.34","297.36","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","183.92","0.09","0.95","0.0","5.34","0.95","5.07","0.0","0.0","0.0","0.0","33.16","79.07","376.43","188.21","343.26","297.36","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","183.92","0.09","0.95","0.0","5.69","0.95","5.41","0.0","0.0","0.0","0.0","38.57","79.07","376.43","188.21","337.86","297.36","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","183.92","0.09","0.95","0.0","5.85","0.95","5.56","0.0","0.0","0.0","0.0","44.13","79.07","376.43","188.21","332.3","297.36","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","183.92","0.09","0.95","0.0","6.27","0.95","5.96","0.0","0.0","0.0","0.0","50.08","79.07","376.43","188.21","326.34","297.36","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","183.92","0.09","0.95","0.0","6.04","0.95","5.74","0.0","0.0","0.0","0.0","55.82","79.07","376.43","188.21","320.61","297.36","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","183.92","0.09","0.95","0.0","5.2","0.95","4.94","0.0","0.0","0.0","0.0","60.76","79.07","376.43","188.21","315.67","297.36","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","183.92","0.09","0.95","0.0","5.28","0.95","5.02","0.0","0.0","0.0","0.0","65.78","79.07","376.43","188.21","310.65","297.36","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","183.92","0.09","0.95","0.0","5.28","0.95","5.02","0.0","0.0","0.0","0.0","70.79","79.07","376.43","188.21","305.63","297.36","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","183.92","0.09","0.95","0.0","4.62","0.95","4.39","0.0","0.0","0.0","0.0","75.18","79.07","376.43","188.21","301.25","297.36","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","183.92","0.09","0.95","0.0","5.38","0.95","5.11","0.0","0.0","0.0","0.0","0.0","79.07","376.43","188.21","376.43","297.36","80.29","","","","","","",""
"2016.0","9.0","6.0","250.0","183.92","0.09","0.95","0.0","5.09","0.95","4.84","0.0","0.0","0.0","0.0","4.84","79.07","376.43","188.21","371.59","297.36","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","183.92","0.09","0.95","0.0","5.71","0.95","5.42","0.0","0.0","0.0","0.0","10.26","79.07","376.43","188.21","366.17","297.36","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","183.92","0.09","0.95","0.0","5.88","0.95","5.59","0.0","0.0","0.0","0.0","15.85","79.07","376.43","188.21","360.58","297.36","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","183.92","0.09","0.94","0.0","5.42","0.94","5.11","0.0","0.0","0.0","0.0","20.95","94.11","376.43","188.21","355.47","282.32","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","183.92","0.09","0.93","0.0","5.5","0.93","5.14","0.0","0.0","0.0","0.0","26.09","94.11","376.43","188.21","350.33","282.32","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","183.92","0.09","0.93","0.0","4.98","0.93","4.62","0.0","0.0","0.0","0.0","30.71","94.11","376.43","188.21","345.72","282.32","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","183.92","0.09","0.92","0.0","4.45","0.92","4.09","0.0","0.0","0.0","0.0","34.8","94.11","376.43","188.21","341.63","282.32","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","183.92","0.09","0.91","0.0","3.88","0.91","3.54","0.0","0.0","0.0","0.0","38.33","94.11","376.43","188.21","338.09","282.32","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","183.92","0.09","0.9","0.0","4.26","0.9","3.85","0.0","0.0","0.0","0.0","42.18","94.11","376.43","188.21","334.24","282.32","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","183.92","0.09","0.9","0.0","4.66","0.9","4.17","0.0","0.0","0.0","0.0","46.36","94.11","376.43","188.21","330.07","282.32","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","183.92","0.09","0.89","0.0","4.85","0.89","4.31","0.0","0.0","0.0","0.0","50.67","94.11","376.43","188.21","325.76","282.32","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","183.92","0.09","0.88","0.0","4.9","0.88","4.31","0.0","0.0","0.0","0.0","54.98","94.11","376.43","188.21","321.45","282.32","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","183.92","0.09","0.87","0.0","4.71","0.87","4.11","0.0","0.0","0.0","0.0","59.09","94.11","376.43","188.21","317.34","282.32","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","183.92","0.09","0.87","0.0","5.26","0.87","4.55","0.0","0.0","0.0","0.0","63.64","94.11","376.43","188.21","312.79","282.32","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","183.92","0.09","0.86","0.0","5.95","0.86","5.1","0.0","0.0","0.0","0.0","68.74","94.11","376.43","188.21","307.69","282.32","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","183.92","0.08","0.85","0.0","5.65","0.85","4.8","0.0","0.0","0.0","0.0","73.54","94.11","376.43","188.21","302.89","282.32","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","183.92","0.08","0.84","0.0","4.38","0.84","3.69","0.0","0.0","0.0","0.0","77.23","94.11","376.43","188.21","299.2","282.32","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","183.92","0.08","0.83","0.0","4.65","0.83","3.88","0.0","0.0","0.0","0.0","81.11","94.11","376.43","188.21","295.32","282.32","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","183.92","0.08","0.83","0.0","4.71","0.83","3.89","0.0","0.0","0.0","0.0","85.0","94.11","376.43","188.21","291.43","282.32","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","183.92","0.08","0.82","0.0","4.31","0.82","3.53","0.0","0.0","0.0","0.0","88.53","94.11","376.43","188.21","287.9","282.32","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","183.92","0.08","0.81","0.0","4.55","0.81","3.69","0.0","0.0","0.0","0.0","92.22","94.11","376.43","188.21","284.21","282.32","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","183.92","0.08","0.8","0.0","4.71","0.8","3.78","0.0","0.0","0.0","0.0","0.0","94.11","376.43","188.21","376.43","282.32","96.0","","","","","","",""
"2016.0","9.0","28.0","272.0","183.92","0.08","0.8","0.0","4.84","0.8","3.85","0.0","0.0","0.0","0.0","3.85","94.11","376.43","188.21","372.58","282.32","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","183.92","0.08","0.79","0.0","4.79","0.79","3.77","0.0","0.0","0.0","0.0","7.62","94.11","376.43","188.21","368.8","282.32","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","183.92","0.08","0.78","0.0","3.68","0.78","2.87","0.46","0.46","0.0","0.0","10.03","94.11","376.43","188.21","366.39","282.32","0.0","","","","","","",""
