" Daily soil water balance output for Truck Crops in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Truck Crops in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","6.0","30.0","182.0","1155.12","0.14","0.97","0.0","7.3","0.97","7.08","0.0","0.0","0.0","0.0","59.56","97.28","437.03","218.52","377.47","339.75","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","1155.12","0.14","0.97","0.0","7.23","0.97","7.01","0.0","0.0","0.0","0.0","66.57","97.28","437.03","218.52","370.46","339.75","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","1155.12","0.13","0.97","0.0","7.18","0.97","6.96","0.0","0.0","0.0","0.0","73.54","97.28","437.03","218.52","363.5","339.75","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","1155.12","0.13","0.97","0.0","7.44","0.97","7.22","0.0","0.0","0.0","0.0","80.75","97.28","437.03","218.52","356.28","339.75","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","1155.12","0.13","0.97","0.0","7.0","0.97","6.79","0.0","0.0","0.0","0.0","87.54","97.28","437.03","218.52","349.49","339.75","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","1155.12","0.13","0.97","0.0","6.29","0.97","6.1","0.0","0.0","0.0","0.0","93.64","97.28","437.03","218.52","343.39","339.75","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","1155.12","0.13","0.97","0.0","6.38","0.97","6.19","0.0","0.0","0.0","0.0","0.0","97.28","437.03","218.52","437.03","339.75","99.83","","","","","","",""
"2016.0","7.0","7.0","189.0","1155.12","0.13","0.97","0.0","6.53","0.97","6.33","0.0","0.0","0.0","0.0","6.33","97.28","437.03","218.52","430.7","339.75","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","1155.12","0.13","0.97","0.0","7.11","0.97","6.9","0.0","0.0","0.0","0.0","13.23","97.28","437.03","218.52","423.8","339.75","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","1155.12","0.13","0.97","0.0","6.6","0.97","6.4","0.0","0.0","0.0","0.0","19.63","97.28","437.03","218.52","417.4","339.75","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","1155.12","0.13","0.97","0.0","6.47","0.97","6.28","0.0","0.0","0.0","0.0","25.91","97.28","437.03","218.52","411.12","339.75","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","1155.12","0.12","0.97","0.0","7.23","0.97","7.01","0.0","0.0","0.0","0.0","32.92","97.28","437.03","218.52","404.11","339.75","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","1155.12","0.12","0.97","0.0","6.91","0.97","6.7","0.0","0.0","0.0","0.0","39.62","97.28","437.03","218.52","397.41","339.75","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","1155.12","0.12","0.97","0.0","7.23","0.97","7.01","0.0","0.0","0.0","0.0","46.64","97.28","437.03","218.52","390.39","339.75","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","1155.12","0.12","0.97","0.0","7.4","0.97","7.18","0.0","0.0","0.0","0.0","53.82","97.28","437.03","218.52","383.22","339.75","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","1155.12","0.12","0.97","0.0","7.32","0.97","7.1","0.0","0.0","0.0","0.0","60.92","97.28","437.03","218.52","376.12","339.75","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","1155.12","0.12","0.97","0.0","7.01","0.97","6.8","0.0","0.0","0.0","0.0","67.72","97.28","437.03","218.52","369.32","339.75","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","1155.12","0.12","0.97","0.0","6.76","0.97","6.56","0.0","0.0","0.0","0.0","74.27","97.28","437.03","218.52","362.76","339.75","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","1155.12","0.12","0.97","0.0","6.37","0.97","6.18","0.0","0.0","0.0","0.0","80.45","97.28","437.03","218.52","356.58","339.75","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","1155.12","0.12","0.97","0.0","6.63","0.97","6.43","0.0","0.0","0.0","0.0","86.88","97.28","437.03","218.52","350.15","339.75","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","1155.12","0.12","0.97","0.0","7.06","0.97","6.85","0.0","0.0","0.0","0.0","93.73","97.28","437.03","218.52","343.3","339.75","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","1155.12","0.11","0.97","0.0","7.27","0.97","7.05","0.0","0.0","0.0","0.0","0.0","97.28","437.03","218.52","437.03","339.75","100.78","","","","","","",""
"2016.0","7.0","22.0","204.0","1155.12","0.11","0.97","0.0","7.13","0.97","6.92","0.0","0.0","0.0","0.0","6.92","97.28","437.03","218.52","430.12","339.75","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","1155.12","0.11","0.97","0.0","7.72","0.97","7.49","0.0","0.0","0.0","0.0","14.4","97.28","437.03","218.52","422.63","339.75","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","1155.12","0.11","0.97","0.0","7.38","0.97","7.16","0.0","0.0","0.0","0.0","21.56","97.28","437.03","218.52","415.47","339.75","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","1155.12","0.11","0.97","0.0","7.29","0.97","7.07","0.0","0.0","0.0","0.0","28.63","97.28","437.03","218.52","408.4","339.75","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","1155.12","0.11","0.97","0.0","7.3","0.97","7.08","0.0","0.0","0.0","0.0","35.72","97.28","437.03","218.52","401.32","339.75","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","1155.12","0.11","0.97","0.0","7.67","0.97","7.44","0.0","0.0","0.0","0.0","43.16","97.28","437.03","218.52","393.88","339.75","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","1155.12","0.11","0.97","0.0","7.66","0.97","7.43","0.0","0.0","0.0","0.0","50.59","97.28","437.03","218.52","386.45","339.75","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","1155.12","0.11","0.97","0.0","7.57","0.97","7.34","0.0","0.0","0.0","0.0","57.93","97.28","437.03","218.52","379.1","339.75","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","1155.12","0.11","0.97","0.0","7.81","0.97","7.58","0.0","0.0","0.0","0.0","65.5","97.28","437.03","218.52","371.53","339.75","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","1155.12","0.11","0.97","0.0","6.98","0.97","6.77","0.0","0.0","0.0","0.0","72.27","97.28","437.03","218.52","364.76","339.75","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","1155.12","0.11","0.97","0.0","6.7","0.97","6.5","0.0","0.0","0.0","0.0","78.77","97.28","437.03","218.52","358.26","339.75","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","1155.12","0.11","0.97","0.0","6.65","0.97","6.45","0.0","0.0","0.0","0.0","85.22","97.28","437.03","218.52","351.81","339.75","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","1155.12","0.1","0.97","0.0","7.01","0.97","6.8","0.0","0.0","0.0","0.0","92.02","97.28","437.03","218.52","345.01","339.75","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","1155.12","0.1","0.97","0.0","6.22","0.97","6.03","0.0","0.0","0.0","0.0","0.0","97.28","437.03","218.52","437.03","339.75","98.06","","","","","","",""
"2016.0","8.0","5.0","218.0","1155.12","0.1","0.97","0.0","5.72","0.97","5.55","0.0","0.0","0.0","0.0","5.55","97.28","437.03","218.52","431.48","339.75","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","1155.12","0.1","0.96","0.0","6.01","0.96","5.78","0.0","0.0","0.0","0.0","11.33","97.28","437.03","218.52","425.7","339.75","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","1155.12","0.1","0.95","0.0","6.09","0.95","5.8","0.0","0.0","0.0","0.0","17.13","97.28","437.03","218.52","419.9","339.75","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","1155.12","0.1","0.94","0.0","6.44","0.94","6.08","0.0","0.0","0.0","0.0","23.21","97.28","437.03","218.52","413.82","339.75","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","1155.12","0.1","0.94","0.0","6.18","0.94","5.79","0.0","0.0","0.0","0.0","29.0","97.28","437.03","218.52","408.03","339.75","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","1155.12","0.1","0.93","0.0","6.26","0.93","5.81","0.0","0.0","0.0","0.0","34.81","97.28","437.03","218.52","402.22","339.75","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","1155.12","0.1","0.92","0.0","6.46","0.92","5.94","0.0","0.0","0.0","0.0","40.75","97.28","437.03","218.52","396.29","339.75","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","1155.12","0.1","0.91","0.0","6.65","0.91","6.06","0.0","0.0","0.0","0.0","46.8","109.26","437.03","218.52","390.23","327.77","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","1155.12","0.1","0.9","0.0","7.06","0.9","6.37","0.0","0.0","0.0","0.0","53.17","109.26","437.03","218.52","383.86","327.77","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","1155.12","0.1","0.89","0.0","7.26","0.89","6.49","0.0","0.0","0.0","0.0","59.66","109.26","437.03","218.52","377.37","327.77","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","1155.12","0.1","0.89","0.0","6.64","0.89","5.88","0.0","0.0","0.0","0.0","65.54","109.26","437.03","218.52","371.49","327.77","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","1155.12","0.1","0.88","0.0","6.57","0.88","5.76","0.0","0.0","0.0","0.0","71.3","109.26","437.03","218.52","365.73","327.77","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","1155.12","0.1","0.87","0.0","6.46","0.87","5.61","0.0","0.0","0.0","0.0","76.91","109.26","437.03","218.52","360.12","327.77","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","1155.12","0.1","0.86","0.0","6.42","0.86","5.52","0.0","0.0","0.0","0.0","82.43","109.26","437.03","218.52","354.6","327.77","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","1155.12","0.1","0.85","0.0","6.44","0.85","5.48","0.0","0.0","0.0","0.0","87.92","109.26","437.03","218.52","349.11","327.77","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","1155.12","0.1","0.84","0.0","6.34","0.84","5.35","0.0","0.0","0.0","0.0","93.26","109.26","437.03","218.52","343.77","327.77","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","1155.12","0.1","0.83","0.0","6.38","0.83","5.32","0.0","0.0","0.0","0.0","98.59","109.26","437.03","218.52","338.44","327.77","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","1155.12","0.1","0.83","0.0","5.96","0.83","4.92","0.0","0.0","0.0","0.0","103.51","109.26","437.03","218.52","333.52","327.77","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","1155.12","0.1","0.82","0.0","6.1","0.82","4.99","0.0","0.0","0.0","0.0","108.5","109.26","437.03","218.52","328.53","327.77","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","1155.12","0.09","0.81","0.0","6.02","0.81","4.87","0.0","0.0","0.0","0.0","0.0","109.26","437.03","218.52","437.03","327.77","113.37","","","","","","",""
"2016.0","8.0","25.0","238.0","1155.12","0.09","0.8","0.0","5.81","0.8","4.65","0.0","0.0","0.0","0.0","4.65","109.26","437.03","218.52","432.38","327.77","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","1155.12","0.09","0.79","0.0","5.42","0.79","4.29","0.0","0.0","0.0","0.0","8.95","109.26","437.03","218.52","428.08","327.77","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","1155.12","0.09","0.78","0.0","5.32","0.78","4.17","0.0","0.0","0.0","0.0","13.12","109.26","437.03","218.52","423.91","327.77","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","1155.12","0.09","0.78","0.0","5.62","0.78","4.36","0.0","0.0","0.0","0.0","17.47","109.26","437.03","218.52","419.56","327.77","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","1155.12","0.09","0.77","0.0","5.87","0.77","4.5","0.0","0.0","0.0","0.0","21.98","109.26","437.03","218.52","415.06","327.77","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","1155.12","0.09","0.76","0.0","6.32","0.76","4.79","0.0","0.0","0.0","0.0","26.77","109.26","437.03","218.52","410.26","327.77","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","1155.12","0.09","0.75","0.0","6.07","0.75","4.55","0.0","0.0","0.0","0.0","31.32","109.26","437.03","218.52","405.71","327.77","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","1155.12","0.09","0.0","0.0","5.28","0.09","0.49","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","1155.12","0.09","0.0","0.0","5.32","0.09","0.49","0.0","0.0","0.0","0.0","22.09","21.6","437.03","218.52","414.94","415.43","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","1155.12","0.09","0.0","0.0","5.21","0.09","0.48","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","1155.12","0.09","0.0","0.0","4.61","0.09","0.42","0.0","0.0","0.0","0.0","22.02","21.6","437.03","218.52","415.01","415.43","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","1155.12","0.09","0.0","0.0","5.35","0.09","0.49","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","1155.12","0.09","0.0","0.0","5.1","0.09","0.46","0.0","0.0","0.0","0.0","22.06","21.6","437.03","218.52","414.97","415.43","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","1155.12","0.09","0.0","0.0","5.65","0.09","0.51","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","1155.12","0.09","0.0","0.0","5.78","0.09","0.52","0.0","0.0","0.0","0.0","22.12","21.6","437.03","218.52","414.91","415.43","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","1155.12","0.09","0.0","0.0","5.43","0.09","0.49","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","1155.12","0.09","0.0","0.0","5.49","0.09","0.49","0.0","0.0","0.0","0.0","22.09","21.6","437.03","218.52","414.94","415.43","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","1155.12","0.09","0.0","0.0","5.04","0.09","0.45","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","1155.12","0.09","0.0","0.0","4.58","0.09","0.41","0.0","0.0","0.0","0.0","22.01","21.6","437.03","218.52","415.02","415.43","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","1155.12","0.09","0.0","0.0","3.88","0.09","0.34","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","1155.12","0.09","0.0","0.0","4.27","0.09","0.38","0.0","0.0","0.0","0.0","21.98","21.6","437.03","218.52","415.05","415.43","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","1155.12","0.09","0.0","0.0","4.71","0.09","0.42","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","1155.12","0.09","0.0","0.0","4.88","0.09","0.43","0.0","0.0","0.0","0.0","22.03","21.6","437.03","218.52","415.0","415.43","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","1155.12","0.09","0.0","0.0","4.88","0.09","0.43","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","1155.12","0.09","0.0","0.0","4.73","0.09","0.41","0.0","0.0","0.0","0.0","22.01","21.6","437.03","218.52","415.02","415.43","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","1155.12","0.09","0.0","0.0","5.2","0.09","0.45","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","1155.12","0.09","0.0","0.0","5.65","0.09","0.49","0.0","0.0","0.0","0.0","22.09","21.6","437.03","218.52","414.94","415.43","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","1155.12","0.09","0.0","0.0","5.42","0.09","0.47","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","1155.12","0.09","0.0","0.0","4.4","0.09","0.38","0.0","0.0","0.0","0.0","21.98","21.6","437.03","218.52","415.05","415.43","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","1155.12","0.09","0.0","0.0","4.74","0.09","0.41","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","1155.12","0.09","0.0","0.0","4.57","0.09","0.39","0.0","0.0","0.0","0.0","21.99","21.6","437.03","218.52","415.04","415.43","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","1155.12","0.09","0.0","0.0","4.23","0.09","0.36","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","1155.12","0.09","0.0","0.0","4.58","0.09","0.39","0.0","0.0","0.0","0.0","21.99","21.6","437.03","218.52","415.04","415.43","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","1155.12","0.09","0.0","0.0","4.68","0.09","0.4","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","1155.12","0.09","0.0","0.0","4.75","0.09","0.41","0.0","0.0","0.0","0.0","22.01","21.6","437.03","218.52","415.03","415.43","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","1155.12","0.09","0.0","0.0","4.71","0.09","0.4","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","1155.12","0.09","0.0","0.0","3.59","0.09","0.31","2.27","2.27","0.0","0.0","19.64","21.6","437.03","218.52","417.4","415.43","0.0","","","","","","",""
