" Daily soil water balance output for Cherries in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Cherries in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","870.67","0.14","1.05","0.0","7.01","1.05","7.36","0.0","0.0","0.0","0.0","36.21","111.12","474.62","237.31","438.41","363.5","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","870.67","0.14","1.05","0.0","6.57","1.05","6.9","0.0","0.0","0.0","0.0","43.11","111.12","474.62","237.31","431.51","363.5","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","870.67","0.13","1.05","0.0","5.91","1.05","6.21","0.0","0.0","0.0","0.0","49.31","111.12","474.62","237.31","425.3","363.5","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","870.67","0.13","1.05","0.0","6.04","1.05","6.34","0.0","0.0","0.0","0.0","55.66","111.12","474.62","237.31","418.96","363.5","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","870.67","0.13","1.05","0.0","6.16","1.05","6.47","0.0","0.0","0.0","0.0","62.12","111.12","474.62","237.31","412.49","363.5","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","870.67","0.13","1.05","0.0","6.78","1.05","7.12","0.0","0.0","0.0","0.0","69.24","111.12","474.62","237.31","405.37","363.5","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","870.67","0.13","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","75.89","111.12","474.62","237.31","398.73","363.5","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","870.67","0.13","1.05","0.0","6.31","1.05","6.63","0.0","0.0","0.0","0.0","82.52","111.12","474.62","237.31","392.1","363.5","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","870.67","0.13","1.05","0.0","6.98","1.05","7.33","0.0","0.0","0.0","0.0","89.84","111.12","474.62","237.31","384.77","363.5","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","870.67","0.13","1.05","0.0","6.6","1.05","6.93","0.0","0.0","0.0","0.0","96.77","111.12","474.62","237.31","377.84","363.5","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","870.67","0.13","1.05","0.0","6.97","1.05","7.32","0.0","0.0","0.0","0.0","104.09","111.12","474.62","237.31","370.53","363.5","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","870.67","0.12","1.05","0.0","7.11","1.05","7.47","0.0","0.0","0.0","0.0","0.0","111.12","474.62","237.31","474.62","363.5","111.56","","","","","","",""
"2016.0","7.0","15.0","197.0","870.67","0.12","1.05","0.0","6.93","1.05","7.28","0.0","0.0","0.0","0.0","7.28","111.12","474.62","237.31","467.34","363.5","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","870.67","0.12","1.05","0.0","6.59","1.05","6.92","0.0","0.0","0.0","0.0","14.2","111.12","474.62","237.31","460.42","363.5","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","870.67","0.12","1.05","0.0","6.32","1.05","6.64","0.0","0.0","0.0","0.0","20.83","111.12","474.62","237.31","453.79","363.5","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","870.67","0.12","1.05","0.0","6.04","1.05","6.34","0.0","0.0","0.0","0.0","27.17","111.12","474.62","237.31","447.44","363.5","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","870.67","0.12","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","33.82","111.12","474.62","237.31","440.8","363.5","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","870.67","0.12","1.05","0.0","6.77","1.05","7.11","0.0","0.0","0.0","0.0","40.93","111.12","474.62","237.31","433.69","363.5","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","870.67","0.12","1.05","0.0","6.91","1.05","7.26","0.0","0.0","0.0","0.0","48.18","111.12","474.62","237.31","426.43","363.5","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","870.67","0.12","1.05","0.0","6.81","1.05","7.15","0.0","0.0","0.0","0.0","55.33","111.12","474.62","237.31","419.28","363.5","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","870.67","0.12","1.05","0.0","7.41","1.05","7.78","0.0","0.0","0.0","0.0","63.12","111.12","474.62","237.31","411.5","363.5","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","870.67","0.12","1.05","0.0","7.14","1.05","7.5","0.0","0.0","0.0","0.0","70.61","111.12","474.62","237.31","404.01","363.5","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","870.67","0.11","1.05","0.0","6.89","1.05","7.23","0.0","0.0","0.0","0.0","77.85","111.12","474.62","237.31","396.77","363.5","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","870.67","0.11","1.05","0.0","7.01","1.05","7.36","0.0","0.0","0.0","0.0","85.21","111.12","474.62","237.31","389.41","363.5","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","870.67","0.11","1.05","0.0","7.35","1.05","7.72","0.0","0.0","0.0","0.0","92.92","111.12","474.62","237.31","381.69","363.5","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","870.67","0.11","1.05","0.0","7.27","1.05","7.63","0.0","0.0","0.0","0.0","100.56","111.12","474.62","237.31","374.06","363.5","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","870.67","0.11","1.05","0.0","7.1","1.05","7.45","0.0","0.0","0.0","0.0","108.01","111.12","474.62","237.31","366.6","363.5","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","870.67","0.11","1.05","0.0","7.36","1.05","7.73","0.0","0.0","0.0","0.0","0.0","111.12","474.62","237.31","474.62","363.5","115.74","","","","","","",""
"2016.0","7.0","31.0","213.0","870.67","0.11","1.05","0.0","6.54","1.05","6.87","0.0","0.0","0.0","0.0","6.87","111.12","474.62","237.31","467.75","363.5","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","870.67","0.11","1.05","0.0","6.31","1.05","6.63","0.0","0.0","0.0","0.0","13.49","111.12","474.62","237.31","461.13","363.5","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","870.67","0.11","1.05","0.0","6.3","1.05","6.61","0.0","0.0","0.0","0.0","20.11","111.12","474.62","237.31","454.51","363.5","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","870.67","0.11","1.05","0.0","6.63","1.05","6.96","0.0","0.0","0.0","0.0","27.07","111.12","474.62","237.31","447.55","363.5","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","870.67","0.11","1.05","0.0","5.71","1.05","6.0","0.0","0.0","0.0","0.0","33.06","111.12","474.62","237.31","441.55","363.5","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","870.67","0.11","1.05","0.0","5.44","1.05","5.71","0.0","0.0","0.0","0.0","38.78","111.12","474.62","237.31","435.84","363.5","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","870.67","0.11","1.05","0.0","5.68","1.05","5.96","0.0","0.0","0.0","0.0","44.74","111.12","474.62","237.31","429.88","363.5","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","870.67","0.11","1.05","0.0","5.85","1.05","6.14","0.0","0.0","0.0","0.0","50.88","111.12","474.62","237.31","423.74","363.5","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","870.67","0.11","1.05","0.0","6.22","1.05","6.53","0.0","0.0","0.0","0.0","57.41","111.12","474.62","237.31","417.2","363.5","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","870.67","0.1","1.05","0.0","5.96","1.05","6.26","0.0","0.0","0.0","0.0","63.67","111.12","474.62","237.31","410.95","363.5","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","870.67","0.1","1.05","0.0","6.0","1.05","6.3","0.0","0.0","0.0","0.0","69.97","111.12","474.62","237.31","404.65","363.5","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","870.67","0.1","1.05","0.0","6.14","1.05","6.45","0.0","0.0","0.0","0.0","76.42","111.12","474.62","237.31","398.2","363.5","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","870.67","0.1","1.05","0.0","6.32","1.05","6.64","0.0","0.0","0.0","0.0","83.05","111.12","474.62","237.31","391.56","363.5","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","870.67","0.1","1.05","0.0","6.75","1.05","7.09","0.0","0.0","0.0","0.0","90.14","111.12","474.62","237.31","384.48","363.5","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","870.67","0.1","1.05","0.0","6.91","1.05","7.26","0.0","0.0","0.0","0.0","97.4","111.12","474.62","237.31","377.22","363.5","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","870.67","0.1","1.05","0.0","6.22","1.05","6.53","0.0","0.0","0.0","0.0","103.93","111.12","474.62","237.31","370.69","363.5","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","870.67","0.1","1.05","0.0","6.25","1.05","6.56","0.0","0.0","0.0","0.0","110.49","111.12","474.62","237.31","364.13","363.5","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","870.67","0.1","1.05","0.0","6.17","1.05","6.48","0.0","0.0","0.0","0.0","0.0","111.12","474.62","237.31","474.62","363.5","116.97","","","","","","",""
"2016.0","8.0","18.0","231.0","870.67","0.1","1.05","0.0","6.13","1.05","6.44","0.0","0.0","0.0","0.0","6.44","111.12","474.62","237.31","468.18","363.5","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","870.67","0.1","1.05","0.0","6.11","1.05","6.42","0.0","0.0","0.0","0.0","12.85","111.12","474.62","237.31","461.77","363.5","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","870.67","0.1","1.05","0.0","5.97","1.05","6.27","0.0","0.0","0.0","0.0","19.12","111.12","474.62","237.31","455.5","363.5","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","870.67","0.1","1.05","0.0","6.06","1.05","6.36","0.0","0.0","0.0","0.0","25.48","111.12","474.62","237.31","449.13","363.5","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","870.67","0.1","1.05","0.0","5.78","1.05","6.07","0.0","0.0","0.0","0.0","31.55","111.12","474.62","237.31","443.07","363.5","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","870.67","0.1","1.05","0.0","5.78","1.05","6.07","0.0","0.0","0.0","0.0","37.62","111.12","474.62","237.31","437.0","363.5","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","870.67","0.1","1.05","0.0","5.68","1.05","5.96","0.0","0.0","0.0","0.0","43.59","111.12","474.62","237.31","431.03","363.5","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","870.67","0.1","1.05","0.0","5.45","1.05","5.72","0.0","0.0","0.0","0.0","49.31","111.12","474.62","237.31","425.31","363.5","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","870.67","0.1","1.05","0.0","5.13","1.05","5.39","0.0","0.0","0.0","0.0","54.69","111.12","474.62","237.31","419.92","363.5","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","870.67","0.1","1.05","0.0","5.07","1.05","5.32","0.0","0.0","0.0","0.0","60.02","111.12","474.62","237.31","414.6","363.5","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","870.67","0.1","1.05","0.0","5.37","1.05","5.64","0.0","0.0","0.0","0.0","65.66","111.12","474.62","237.31","408.96","363.5","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","870.67","0.1","1.05","0.0","5.55","1.05","5.83","0.0","0.0","0.0","0.0","71.48","111.12","474.62","237.31","403.13","363.5","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","870.67","0.1","1.05","0.0","6.02","1.05","6.32","0.0","0.0","0.0","0.0","77.8","111.12","474.62","237.31","396.81","363.5","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","870.67","0.09","1.05","0.0","5.79","1.05","6.08","0.0","0.0","0.0","0.0","83.88","111.12","474.62","237.31","390.73","363.5","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","870.67","0.09","1.05","0.0","5.01","1.05","5.26","0.0","0.0","0.0","0.0","89.14","111.12","474.62","237.31","385.47","363.5","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","870.67","0.09","1.05","0.0","5.11","1.05","5.37","0.0","0.0","0.0","0.0","94.51","111.12","474.62","237.31","380.11","363.5","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","870.67","0.09","1.05","0.0","5.0","1.05","5.25","0.0","0.0","0.0","0.0","99.76","111.12","474.62","237.31","374.86","363.5","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","870.67","0.09","1.05","0.0","4.55","1.05","4.78","0.0","0.0","0.0","0.0","104.54","111.12","474.62","237.31","370.08","363.5","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","870.67","0.09","1.05","0.0","5.22","1.05","5.48","0.0","0.0","0.0","0.0","110.02","111.12","474.62","237.31","364.6","363.5","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","870.67","0.09","1.05","0.0","4.99","1.05","5.24","0.0","0.0","0.0","0.0","0.0","111.12","474.62","237.31","474.62","363.5","115.26","","","","","","",""
"2016.0","9.0","7.0","251.0","870.67","0.09","1.05","0.0","5.6","1.05","5.88","0.0","0.0","0.0","0.0","5.88","111.12","474.62","237.31","468.74","363.5","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","870.67","0.09","1.05","0.0","5.47","1.05","5.74","0.0","0.0","0.0","0.0","11.62","111.12","474.62","237.31","462.99","363.5","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","870.67","0.09","1.05","0.0","5.19","1.05","5.45","0.0","0.0","0.0","0.0","17.07","111.12","474.62","237.31","457.55","363.5","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","870.67","0.09","1.05","0.0","5.22","1.05","5.48","0.0","0.0","0.0","0.0","22.55","111.12","474.62","237.31","452.06","363.5","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","870.67","0.09","1.05","0.0","4.69","1.05","4.92","0.0","0.0","0.0","0.0","27.48","111.12","474.62","237.31","447.14","363.5","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","870.67","0.09","1.05","0.0","4.31","1.05","4.53","0.0","0.0","0.0","0.0","32.0","111.12","474.62","237.31","442.61","363.5","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","870.67","0.09","1.05","0.0","3.86","1.05","4.05","0.0","0.0","0.0","0.0","36.06","111.12","474.62","237.31","438.56","363.5","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","870.67","0.09","1.05","0.0","4.22","1.05","4.43","0.0","0.0","0.0","0.0","40.49","111.12","474.62","237.31","434.13","363.5","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","870.67","0.09","1.05","0.0","4.56","1.05","4.79","0.0","0.0","0.0","0.0","45.28","111.12","474.62","237.31","429.34","363.5","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","870.67","0.09","1.05","0.0","4.72","1.05","4.96","0.0","0.0","0.0","0.0","50.23","111.12","474.62","237.31","424.39","363.5","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","870.67","0.09","1.05","0.0","4.74","1.05","4.98","0.0","0.0","0.0","0.0","55.21","111.12","474.62","237.31","419.41","363.5","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","870.67","0.09","1.05","0.0","4.65","1.05","4.88","0.0","0.0","0.0","0.0","60.09","111.12","474.62","237.31","414.53","363.5","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","870.67","0.09","1.05","0.0","5.09","1.05","5.34","0.0","0.0","0.0","0.0","65.44","111.12","474.62","237.31","409.18","363.5","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","870.67","0.09","1.05","0.0","5.49","1.05","5.76","0.0","0.0","0.0","0.0","71.2","111.12","474.62","237.31","403.42","363.5","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","870.67","0.09","1.05","0.0","5.4","1.05","5.67","0.0","0.0","0.0","0.0","76.87","111.12","474.62","237.31","397.75","363.5","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","870.67","0.09","1.05","0.0","4.35","1.05","4.57","0.0","0.0","0.0","0.0","81.44","111.12","474.62","237.31","393.18","363.5","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","870.67","0.09","1.05","0.0","4.54","1.05","4.77","0.0","0.0","0.0","0.0","86.2","111.12","474.62","237.31","388.41","363.5","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","870.67","0.09","1.05","0.0","4.49","1.05","4.71","0.0","0.0","0.0","0.0","90.92","118.65","474.62","237.31","383.7","355.96","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","870.67","0.09","1.05","0.0","4.2","1.05","4.41","0.0","0.0","0.0","0.0","95.33","118.65","474.62","237.31","379.29","355.96","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","870.67","0.09","1.05","0.0","4.51","1.05","4.74","0.0","0.0","0.0","0.0","100.07","118.65","474.62","237.31","374.55","355.96","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","870.67","0.09","1.05","0.0","4.62","1.05","4.85","0.0","0.0","0.0","0.0","104.92","118.65","474.62","237.31","369.7","355.96","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","870.67","0.09","1.05","0.0","4.51","1.05","4.74","0.0","0.0","0.0","0.0","109.65","118.65","474.62","237.31","364.97","355.96","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","870.67","0.09","1.05","0.0","4.4","1.05","4.62","0.0","0.0","0.0","0.0","114.27","118.65","474.62","237.31","360.35","355.96","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","870.67","0.09","1.05","0.0","3.46","1.05","3.63","1.26","1.26","0.0","0.0","116.64","118.65","474.62","237.31","357.97","355.96","0.0","","","","","","",""
