" Daily soil water balance output for Safflower in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Safflower in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","3117.75","0.13","1.0","0.0","7.37","1.0","7.35","0.0","0.0","0.0","0.0","71.67","128.64","514.57","257.29","442.9","385.93","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","3117.75","0.12","0.94","0.0","7.33","0.94","6.91","0.0","0.0","0.0","0.0","78.58","128.64","514.57","257.29","435.99","385.93","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","3117.75","0.12","0.89","0.0","7.61","0.89","6.77","0.0","0.0","0.0","0.0","85.36","128.64","514.57","257.29","429.22","385.93","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","3117.75","0.12","0.84","0.0","7.15","0.84","5.98","0.0","0.0","0.0","0.0","91.34","128.64","514.57","257.29","423.23","385.93","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","3117.75","0.12","0.78","0.0","6.39","0.78","5.01","0.0","0.0","0.0","0.0","96.34","128.64","514.57","257.29","418.23","385.93","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","3117.75","0.12","0.73","0.0","6.42","0.73","4.69","0.0","0.0","0.0","0.0","101.03","128.64","514.57","257.29","413.54","385.93","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","3117.75","0.12","0.68","0.0","6.46","0.68","4.37","0.0","0.0","0.0","0.0","105.4","128.64","514.57","257.29","409.17","385.93","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","3117.75","0.12","0.62","0.0","7.14","0.62","4.45","0.0","0.0","0.0","0.0","109.85","128.64","514.57","257.29","404.72","385.93","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","3117.75","0.12","0.57","0.0","6.6","0.57","3.76","0.0","0.0","0.0","0.0","113.61","128.64","514.57","257.29","400.96","385.93","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","3117.75","0.12","0.52","0.0","6.38","0.52","3.3","0.0","0.0","0.0","0.0","116.91","128.64","514.57","257.29","397.66","385.93","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","3117.75","0.12","0.46","0.0","7.2","0.46","3.34","0.0","0.0","0.0","0.0","120.25","128.64","514.57","257.29","394.33","385.93","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","3117.75","0.12","0.41","0.0","6.95","0.41","2.85","0.0","0.0","0.0","0.0","123.1","128.64","514.57","257.29","391.48","385.93","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","3117.75","0.11","0.36","0.0","7.33","0.36","2.61","0.0","0.0","0.0","0.0","125.71","128.64","514.57","257.29","388.86","385.93","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","3117.75","0.11","0.3","0.0","7.52","0.3","2.28","0.0","0.0","0.0","0.0","127.99","128.64","514.57","257.29","386.58","385.93","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","3117.75","0.11","0.25","0.0","7.52","0.25","1.88","0.0","0.0","0.0","0.0","0.0","128.64","514.57","257.29","514.57","385.93","129.87","","","","","","",""
"2016.0","7.0","16.0","198.0","3117.75","0.11","0.0","0.0","7.13","0.11","0.8","0.0","0.0","0.0","0.0","0.8","24.75","514.57","257.29","513.77","489.82","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","3117.75","0.11","0.0","0.0","6.87","0.11","0.76","0.0","0.0","0.0","0.0","1.56","24.75","514.57","257.29","513.01","489.82","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","3117.75","0.11","0.0","0.0","6.47","0.11","0.71","0.0","0.0","0.0","0.0","2.28","24.75","514.57","257.29","512.3","489.82","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","3117.75","0.11","0.0","0.0","6.64","0.11","0.73","0.0","0.0","0.0","0.0","3.0","24.75","514.57","257.29","511.57","489.82","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","3117.75","0.11","0.0","0.0","6.94","0.11","0.76","0.0","0.0","0.0","0.0","3.76","24.75","514.57","257.29","510.81","489.82","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","3117.75","0.11","0.0","0.0","7.4","0.11","0.8","0.0","0.0","0.0","0.0","4.56","24.75","514.57","257.29","510.01","489.82","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","3117.75","0.11","0.0","0.0","7.0","0.11","0.75","0.0","0.0","0.0","0.0","5.32","24.75","514.57","257.29","509.26","489.82","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","3117.75","0.11","0.0","0.0","7.65","0.11","0.82","0.0","0.0","0.0","0.0","6.13","24.75","514.57","257.29","508.44","489.82","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","3117.75","0.11","0.0","0.0","7.51","0.11","0.8","0.0","0.0","0.0","0.0","6.93","24.75","514.57","257.29","507.64","489.82","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","3117.75","0.11","0.0","0.0","7.4","0.11","0.78","0.0","0.0","0.0","0.0","7.71","24.75","514.57","257.29","506.86","489.82","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","3117.75","0.1","0.0","0.0","7.34","0.1","0.77","0.0","0.0","0.0","0.0","8.48","24.75","514.57","257.29","506.09","489.82","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","3117.75","0.1","0.0","0.0","7.92","0.1","0.82","0.0","0.0","0.0","0.0","9.3","24.75","514.57","257.29","505.27","489.82","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","3117.75","0.1","0.0","0.0","7.83","0.1","0.81","0.0","0.0","0.0","0.0","10.11","24.75","514.57","257.29","504.46","489.82","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","3117.75","0.1","0.0","0.0","7.76","0.1","0.8","0.0","0.0","0.0","0.0","10.91","24.75","514.57","257.29","503.66","489.82","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","3117.75","0.1","0.0","0.0","8.21","0.1","0.84","0.0","0.0","0.0","0.0","11.75","24.75","514.57","257.29","502.83","489.82","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","3117.75","0.1","0.0","0.0","7.36","0.1","0.75","0.0","0.0","0.0","0.0","12.49","24.75","514.57","257.29","502.08","489.82","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","3117.75","0.1","0.0","0.0","6.93","0.1","0.7","0.0","0.0","0.0","0.0","13.19","24.75","514.57","257.29","501.38","489.82","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","3117.75","0.1","0.0","0.0","6.64","0.1","0.67","0.0","0.0","0.0","0.0","13.86","24.75","514.57","257.29","500.72","489.82","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","3117.75","0.1","0.0","0.0","7.25","0.1","0.72","0.0","0.0","0.0","0.0","14.58","24.75","514.57","257.29","499.99","489.82","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","3117.75","0.1","0.0","0.0","6.33","0.1","0.63","0.0","0.0","0.0","0.0","15.21","24.75","514.57","257.29","499.37","489.82","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","3117.75","0.1","0.0","0.0","5.76","0.1","0.57","0.0","0.0","0.0","0.0","15.78","24.75","514.57","257.29","498.8","489.82","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","3117.75","0.1","0.0","0.0","6.15","0.1","0.6","0.0","0.0","0.0","0.0","16.38","24.75","514.57","257.29","498.19","489.82","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","3117.75","0.1","0.0","0.0","6.08","0.1","0.6","0.0","0.0","0.0","0.0","16.98","24.75","514.57","257.29","497.6","489.82","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","3117.75","0.1","0.0","0.0","6.56","0.1","0.64","0.0","0.0","0.0","0.0","17.61","24.75","514.57","257.29","496.96","489.82","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","3117.75","0.1","0.0","0.0","6.27","0.1","0.61","0.0","0.0","0.0","0.0","18.22","24.75","514.57","257.29","496.35","489.82","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","3117.75","0.1","0.0","0.0","6.41","0.1","0.62","0.0","0.0","0.0","0.0","18.84","24.75","514.57","257.29","495.73","489.82","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","3117.75","0.1","0.0","0.0","6.57","0.1","0.63","0.0","0.0","0.0","0.0","19.47","24.75","514.57","257.29","495.1","489.82","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","3117.75","0.1","0.0","0.0","6.77","0.1","0.65","0.0","0.0","0.0","0.0","20.12","24.75","514.57","257.29","494.45","489.82","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","3117.75","0.1","0.0","0.0","7.07","0.1","0.67","0.0","0.0","0.0","0.0","20.79","24.75","514.57","257.29","493.78","489.82","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","3117.75","0.09","0.0","0.0","7.33","0.09","0.69","0.0","0.0","0.0","0.0","21.49","24.75","514.57","257.29","493.09","489.82","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","3117.75","0.09","0.0","0.0","6.72","0.09","0.63","0.0","0.0","0.0","0.0","22.12","24.75","514.57","257.29","492.45","489.82","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","3117.75","0.09","0.0","0.0","6.78","0.09","0.64","0.0","0.0","0.0","0.0","22.76","24.75","514.57","257.29","491.82","489.82","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","3117.75","0.09","0.0","0.0","6.66","0.09","0.62","0.0","0.0","0.0","0.0","23.38","24.75","514.57","257.29","491.19","489.82","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","3117.75","0.09","0.0","0.0","6.59","0.09","0.61","0.0","0.0","0.0","0.0","23.99","24.75","514.57","257.29","490.58","489.82","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","3117.75","0.09","0.0","0.0","6.54","0.09","0.61","0.0","0.0","0.0","0.0","24.6","24.75","514.57","257.29","489.98","489.82","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","3117.75","0.09","0.0","0.0","6.45","0.09","0.59","0.0","0.0","0.0","0.0","25.19","24.75","514.57","257.29","489.38","489.82","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","3117.75","0.09","0.0","0.0","6.45","0.09","0.59","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","3117.75","0.09","0.0","0.0","6.25","0.09","0.57","0.0","0.0","0.0","0.0","25.32","24.75","514.57","257.29","489.25","489.82","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","3117.75","0.09","0.0","0.0","6.05","0.09","0.55","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","3117.75","0.09","0.0","0.0","6.01","0.09","0.55","0.0","0.0","0.0","0.0","25.3","24.75","514.57","257.29","489.28","489.82","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","3117.75","0.09","0.0","0.0","5.95","0.09","0.54","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","3117.75","0.09","0.0","0.0","5.58","0.09","0.5","0.0","0.0","0.0","0.0","25.25","24.75","514.57","257.29","489.32","489.82","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","3117.75","0.09","0.0","0.0","5.4","0.09","0.48","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","3117.75","0.09","0.0","0.0","5.72","0.09","0.51","0.0","0.0","0.0","0.0","25.26","24.75","514.57","257.29","489.31","489.82","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","3117.75","0.09","0.0","0.0","5.81","0.09","0.52","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","3117.75","0.09","0.0","0.0","6.2","0.09","0.55","0.0","0.0","0.0","0.0","25.3","24.75","514.57","257.29","489.27","489.82","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","3117.75","0.09","0.0","0.0","6.02","0.09","0.53","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","3117.75","0.09","0.0","0.0","5.18","0.09","0.46","0.0","0.0","0.0","0.0","25.21","24.75","514.57","257.29","489.37","489.82","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","3117.75","0.09","0.0","0.0","5.31","0.09","0.47","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","3117.75","0.09","0.0","0.0","5.36","0.09","0.47","0.0","0.0","0.0","0.0","25.22","24.75","514.57","257.29","489.35","489.82","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","3117.75","0.09","0.0","0.0","4.62","0.09","0.4","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","3117.75","0.09","0.0","0.0","5.36","0.09","0.47","0.0","0.0","0.0","0.0","25.22","24.75","514.57","257.29","489.35","489.82","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","3117.75","0.09","0.0","0.0","5.11","0.09","0.44","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","3117.75","0.09","0.0","0.0","5.76","0.09","0.5","0.0","0.0","0.0","0.0","25.25","24.75","514.57","257.29","489.32","489.82","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","3117.75","0.09","0.0","0.0","5.97","0.09","0.52","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","3117.75","0.09","0.0","0.0","5.42","0.09","0.47","0.0","0.0","0.0","0.0","25.22","24.75","514.57","257.29","489.36","489.82","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","3117.75","0.09","0.0","0.0","5.51","0.09","0.47","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","3117.75","0.09","0.0","0.0","5.02","0.09","0.43","0.0","0.0","0.0","0.0","25.18","24.75","514.57","257.29","489.39","489.82","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","3117.75","0.09","0.0","0.0","4.43","0.09","0.38","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","3117.75","0.09","0.0","0.0","3.89","0.09","0.33","0.0","0.0","0.0","0.0","25.08","24.75","514.57","257.29","489.49","489.82","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","3117.75","0.09","0.0","0.0","4.24","0.09","0.36","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","3117.75","0.08","0.0","0.0","4.62","0.08","0.39","0.0","0.0","0.0","0.0","25.14","24.75","514.57","257.29","489.43","489.82","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","3117.75","0.08","0.0","0.0","4.84","0.08","0.41","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","3117.75","0.08","0.0","0.0","4.94","0.08","0.42","0.0","0.0","0.0","0.0","25.17","24.75","514.57","257.29","489.4","489.82","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","3117.75","0.08","0.0","0.0","4.75","0.08","0.4","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","3117.75","0.08","0.0","0.0","5.35","0.08","0.45","0.0","0.0","0.0","0.0","25.2","24.75","514.57","257.29","489.37","489.82","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","3117.75","0.08","0.0","0.0","6.16","0.08","0.52","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","3117.75","0.08","0.0","0.0","5.64","0.08","0.47","0.0","0.0","0.0","0.0","25.22","24.75","514.57","257.29","489.35","489.82","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","3117.75","0.08","0.0","0.0","4.31","0.08","0.36","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","3117.75","0.08","0.0","0.0","4.58","0.08","0.38","0.0","0.0","0.0","0.0","25.13","24.75","514.57","257.29","489.44","489.82","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","3117.75","0.08","0.0","0.0","4.82","0.08","0.4","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","3117.75","0.08","0.0","0.0","4.47","0.08","0.37","0.0","0.0","0.0","0.0","25.12","24.75","514.57","257.29","489.45","489.82","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","3117.75","0.08","0.0","0.0","4.57","0.08","0.38","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","3117.75","0.08","0.0","0.0","4.73","0.08","0.39","0.0","0.0","0.0","0.0","25.14","24.75","514.57","257.29","489.43","489.82","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","3117.75","0.08","0.0","0.0","4.93","0.08","0.41","0.0","0.0","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","3117.75","0.08","0.0","0.0","4.89","0.08","0.4","0.0","0.0","0.0","0.0","25.15","24.75","514.57","257.29","489.42","489.82","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","3117.75","0.08","0.0","0.0","3.76","0.08","0.31","0.31","0.31","0.0","0.0","24.75","24.75","514.57","257.29","489.82","489.82","0.0","","","","","","",""
