" Daily soil water balance output for Cherries in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Cherries in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","1267.65","0.13","1.05","0.0","7.26","1.05","7.62","0.0","0.0","0.0","0.0","70.52","102.69","492.27","246.14","421.75","389.59","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","1267.65","0.13","1.05","0.0","7.24","1.05","7.6","0.0","0.0","0.0","0.0","78.12","102.69","492.27","246.14","414.15","389.59","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","1267.65","0.13","1.05","0.0","7.51","1.05","7.89","0.0","0.0","0.0","0.0","86.01","102.69","492.27","246.14","406.27","389.59","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","1267.65","0.13","1.05","0.0","7.04","1.05","7.39","0.0","0.0","0.0","0.0","93.4","102.69","492.27","246.14","398.87","389.59","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","1267.65","0.12","1.05","0.0","6.26","1.05","6.57","0.0","0.0","0.0","0.0","99.97","102.69","492.27","246.14","392.3","389.59","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","1267.65","0.12","1.05","0.0","6.37","1.05","6.69","0.0","0.0","0.0","0.0","0.0","102.69","492.27","246.14","492.27","389.59","106.66","","","","","","",""
"2016.0","7.0","7.0","189.0","1267.65","0.12","1.05","0.0","6.44","1.05","6.76","0.0","0.0","0.0","0.0","6.76","102.69","492.27","246.14","485.51","389.59","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","1267.65","0.12","1.05","0.0","7.13","1.05","7.49","0.0","0.0","0.0","0.0","14.25","102.69","492.27","246.14","478.03","389.59","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","1267.65","0.12","1.05","0.0","6.55","1.05","6.88","0.0","0.0","0.0","0.0","21.13","102.69","492.27","246.14","471.15","389.59","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","1267.65","0.12","1.05","0.0","6.42","1.05","6.74","0.0","0.0","0.0","0.0","27.87","102.69","492.27","246.14","464.41","389.59","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","1267.65","0.12","1.05","0.0","7.21","1.05","7.57","0.0","0.0","0.0","0.0","35.44","102.69","492.27","246.14","456.84","389.59","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","1267.65","0.12","1.05","0.0","6.93","1.05","7.28","0.0","0.0","0.0","0.0","42.71","102.69","492.27","246.14","449.56","389.59","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","1267.65","0.12","1.05","0.0","7.3","1.05","7.67","0.0","0.0","0.0","0.0","50.38","102.69","492.27","246.14","441.9","389.59","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","1267.65","0.12","1.05","0.0","7.47","1.05","7.84","0.0","0.0","0.0","0.0","58.22","102.69","492.27","246.14","434.05","389.59","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","1267.65","0.12","1.05","0.0","7.42","1.05","7.79","0.0","0.0","0.0","0.0","66.01","102.69","492.27","246.14","426.26","389.59","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","1267.65","0.11","1.05","0.0","7.04","1.05","7.39","0.0","0.0","0.0","0.0","73.41","102.69","492.27","246.14","418.87","389.59","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","1267.65","0.11","1.05","0.0","6.77","1.05","7.11","0.0","0.0","0.0","0.0","80.51","102.69","492.27","246.14","411.76","389.59","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","1267.65","0.11","1.05","0.0","6.39","1.05","6.71","0.0","0.0","0.0","0.0","87.22","102.69","492.27","246.14","405.05","389.59","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","1267.65","0.11","1.05","0.0","6.61","1.05","6.94","0.0","0.0","0.0","0.0","94.16","102.69","492.27","246.14","398.11","389.59","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","1267.65","0.11","1.05","0.0","6.99","1.05","7.34","0.0","0.0","0.0","0.0","101.5","102.69","492.27","246.14","390.77","389.59","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","1267.65","0.11","1.05","0.0","7.31","1.05","7.68","0.0","0.0","0.0","0.0","0.0","102.69","492.27","246.14","492.27","389.59","109.18","","","","","","",""
"2016.0","7.0","22.0","204.0","1267.65","0.11","1.05","0.0","7.05","1.05","7.4","0.0","0.0","0.0","0.0","7.4","102.69","492.27","246.14","484.87","389.59","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","1267.65","0.11","1.05","0.0","7.68","1.05","8.06","0.0","0.0","0.0","0.0","15.47","102.69","492.27","246.14","476.81","389.59","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","1267.65","0.11","1.05","0.0","7.45","1.05","7.82","0.0","0.0","0.0","0.0","23.29","102.69","492.27","246.14","468.99","389.59","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","1267.65","0.11","1.05","0.0","7.34","1.05","7.71","0.0","0.0","0.0","0.0","31.0","102.69","492.27","246.14","461.28","389.59","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","1267.65","0.11","1.05","0.0","7.28","1.05","7.64","0.0","0.0","0.0","0.0","38.64","102.69","492.27","246.14","453.63","389.59","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","1267.65","0.11","1.05","0.0","7.81","1.05","8.2","0.0","0.0","0.0","0.0","46.84","102.69","492.27","246.14","445.43","389.59","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","1267.65","0.11","1.05","0.0","7.74","1.05","8.13","0.0","0.0","0.0","0.0","54.97","102.69","492.27","246.14","437.31","389.59","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","1267.65","0.1","1.05","0.0","7.69","1.05","8.07","0.0","0.0","0.0","0.0","63.04","102.69","492.27","246.14","429.23","389.59","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","1267.65","0.1","1.05","0.0","8.02","1.05","8.42","0.0","0.0","0.0","0.0","71.46","102.69","492.27","246.14","420.81","389.59","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","1267.65","0.1","1.05","0.0","7.16","1.05","7.52","0.0","0.0","0.0","0.0","78.98","102.69","492.27","246.14","413.29","389.59","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","1267.65","0.1","1.05","0.0","6.81","1.05","7.15","0.0","0.0","0.0","0.0","86.13","102.69","492.27","246.14","406.14","389.59","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","1267.65","0.1","1.05","0.0","6.63","1.05","6.96","0.0","0.0","0.0","0.0","93.09","102.69","492.27","246.14","399.18","389.59","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","1267.65","0.1","1.05","0.0","7.11","1.05","7.47","0.0","0.0","0.0","0.0","100.56","102.69","492.27","246.14","391.72","389.59","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","1267.65","0.1","1.05","0.0","6.21","1.05","6.52","0.0","0.0","0.0","0.0","0.0","102.69","492.27","246.14","492.27","389.59","107.08","","","","","","",""
"2016.0","8.0","5.0","218.0","1267.65","0.1","1.05","0.0","5.71","1.05","6.0","0.0","0.0","0.0","0.0","6.0","102.69","492.27","246.14","486.28","389.59","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","1267.65","0.1","1.05","0.0","6.04","1.05","6.34","0.0","0.0","0.0","0.0","12.34","102.69","492.27","246.14","479.94","389.59","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","1267.65","0.1","1.05","0.0","6.06","1.05","6.36","0.0","0.0","0.0","0.0","18.7","102.69","492.27","246.14","473.57","389.59","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","1267.65","0.1","1.05","0.0","6.5","1.05","6.83","0.0","0.0","0.0","0.0","25.53","102.69","492.27","246.14","466.75","389.59","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","1267.65","0.1","1.05","0.0","6.23","1.05","6.54","0.0","0.0","0.0","0.0","32.07","102.69","492.27","246.14","460.21","389.59","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","1267.65","0.1","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","38.71","102.69","492.27","246.14","453.56","389.59","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","1267.65","0.1","1.05","0.0","6.49","1.05","6.81","0.0","0.0","0.0","0.0","45.53","102.69","492.27","246.14","446.75","389.59","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","1267.65","0.1","1.05","0.0","6.71","1.05","7.05","0.0","0.0","0.0","0.0","52.57","102.69","492.27","246.14","439.7","389.59","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","1267.65","0.1","1.05","0.0","7.07","1.05","7.42","0.0","0.0","0.0","0.0","60.0","102.69","492.27","246.14","432.28","389.59","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","1267.65","0.1","1.05","0.0","7.29","1.05","7.65","0.0","0.0","0.0","0.0","67.65","102.69","492.27","246.14","424.62","389.59","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","1267.65","0.1","1.05","0.0","6.66","1.05","6.99","0.0","0.0","0.0","0.0","74.64","102.69","492.27","246.14","417.63","389.59","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","1267.65","0.1","1.05","0.0","6.67","1.05","7.0","0.0","0.0","0.0","0.0","81.65","102.69","492.27","246.14","410.63","389.59","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","1267.65","0.09","1.05","0.0","6.55","1.05","6.88","0.0","0.0","0.0","0.0","88.53","102.69","492.27","246.14","403.75","389.59","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","1267.65","0.09","1.05","0.0","6.51","1.05","6.84","0.0","0.0","0.0","0.0","95.36","102.69","492.27","246.14","396.91","389.59","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","1267.65","0.09","1.05","0.0","6.48","1.05","6.8","0.0","0.0","0.0","0.0","102.17","102.69","492.27","246.14","390.11","389.59","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","1267.65","0.09","1.05","0.0","6.39","1.05","6.71","0.0","0.0","0.0","0.0","0.0","102.69","492.27","246.14","492.27","389.59","108.87","","","","","","",""
"2016.0","8.0","21.0","234.0","1267.65","0.09","1.05","0.0","6.41","1.05","6.73","0.0","0.0","0.0","0.0","6.73","102.69","492.27","246.14","485.54","389.59","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","1267.65","0.09","1.05","0.0","6.18","1.05","6.49","0.0","0.0","0.0","0.0","13.22","102.69","492.27","246.14","479.06","389.59","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","1267.65","0.09","1.05","0.0","6.06","1.05","6.36","0.0","0.0","0.0","0.0","19.58","102.69","492.27","246.14","472.69","389.59","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","1267.65","0.09","1.05","0.0","5.99","1.05","6.29","0.0","0.0","0.0","0.0","25.87","102.69","492.27","246.14","466.4","389.59","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","1267.65","0.09","1.05","0.0","5.86","1.05","6.15","0.0","0.0","0.0","0.0","32.03","102.69","492.27","246.14","460.25","389.59","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","1267.65","0.09","1.05","0.0","5.48","1.05","5.75","0.0","0.0","0.0","0.0","37.78","102.69","492.27","246.14","454.5","389.59","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","1267.65","0.09","1.05","0.0","5.34","1.05","5.61","0.0","0.0","0.0","0.0","43.39","102.69","492.27","246.14","448.89","389.59","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","1267.65","0.09","1.05","0.0","5.69","1.05","5.97","0.0","0.0","0.0","0.0","49.36","102.69","492.27","246.14","442.91","389.59","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","1267.65","0.09","1.05","0.0","5.85","1.05","6.14","0.0","0.0","0.0","0.0","55.5","102.69","492.27","246.14","436.77","389.59","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","1267.65","0.09","1.05","0.0","6.27","1.05","6.58","0.0","0.0","0.0","0.0","62.09","102.69","492.27","246.14","430.19","389.59","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","1267.65","0.09","1.05","0.0","6.04","1.05","6.34","0.0","0.0","0.0","0.0","68.43","102.69","492.27","246.14","423.85","389.59","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","1267.65","0.09","1.05","0.0","5.2","1.05","5.46","0.0","0.0","0.0","0.0","73.89","102.69","492.27","246.14","418.39","389.59","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","1267.65","0.09","1.05","0.0","5.28","1.05","5.54","0.0","0.0","0.0","0.0","79.43","102.69","492.27","246.14","412.84","389.59","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","1267.65","0.09","1.05","0.0","5.28","1.05","5.54","0.0","0.0","0.0","0.0","84.98","102.69","492.27","246.14","407.3","389.59","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","1267.65","0.09","1.05","0.0","4.62","1.05","4.85","0.0","0.0","0.0","0.0","89.83","102.69","492.27","246.14","402.45","389.59","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","1267.65","0.09","1.05","0.0","5.38","1.05","5.65","0.0","0.0","0.0","0.0","95.48","102.69","492.27","246.14","396.8","389.59","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","1267.65","0.09","1.05","0.0","5.09","1.05","5.34","0.0","0.0","0.0","0.0","100.82","102.69","492.27","246.14","391.45","389.59","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","1267.65","0.09","1.05","0.0","5.71","1.05","6.0","0.0","0.0","0.0","0.0","0.0","102.69","492.27","246.14","492.27","389.59","106.82","","","","","","",""
"2016.0","9.0","8.0","252.0","1267.65","0.09","1.05","0.0","5.88","1.05","6.17","0.0","0.0","0.0","0.0","6.17","102.69","492.27","246.14","486.1","389.59","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","1267.65","0.09","1.05","0.0","5.42","1.05","5.69","0.0","0.0","0.0","0.0","11.87","102.69","492.27","246.14","480.41","389.59","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","1267.65","0.09","1.05","0.0","5.5","1.05","5.78","0.0","0.0","0.0","0.0","17.64","102.69","492.27","246.14","474.63","389.59","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","1267.65","0.09","1.05","0.0","4.98","1.05","5.23","0.0","0.0","0.0","0.0","22.87","102.69","492.27","246.14","469.41","389.59","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","1267.65","0.09","1.05","0.0","4.45","1.05","4.67","0.0","0.0","0.0","0.0","27.54","102.69","492.27","246.14","464.73","389.59","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","1267.65","0.09","1.05","0.0","3.88","1.05","4.07","0.0","0.0","0.0","0.0","31.62","102.69","492.27","246.14","460.66","389.59","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","1267.65","0.09","1.05","0.0","4.26","1.05","4.47","0.0","0.0","0.0","0.0","36.09","102.69","492.27","246.14","456.19","389.59","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","1267.65","0.09","1.05","0.0","4.66","1.05","4.89","0.0","0.0","0.0","0.0","40.98","102.69","492.27","246.14","451.29","389.59","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","1267.65","0.09","1.05","0.0","4.85","1.05","5.09","0.0","0.0","0.0","0.0","46.07","102.69","492.27","246.14","446.2","389.59","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","1267.65","0.09","1.05","0.0","4.9","1.05","5.15","0.0","0.0","0.0","0.0","51.22","102.69","492.27","246.14","441.06","389.59","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","1267.65","0.09","1.05","0.0","4.71","1.05","4.95","0.0","0.0","0.0","0.0","56.16","102.69","492.27","246.14","436.11","389.59","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","1267.65","0.09","1.05","0.0","5.26","1.05","5.52","0.0","0.0","0.0","0.0","61.69","102.69","492.27","246.14","430.59","389.59","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","1267.65","0.09","1.05","0.0","5.95","1.05","6.25","0.0","0.0","0.0","0.0","67.94","102.69","492.27","246.14","424.34","389.59","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","1267.65","0.08","1.05","0.0","5.65","1.05","5.93","0.0","0.0","0.0","0.0","73.87","102.69","492.27","246.14","418.41","389.59","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","1267.65","0.08","1.05","0.0","4.38","1.05","4.6","0.0","0.0","0.0","0.0","78.47","102.69","492.27","246.14","413.81","389.59","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","1267.65","0.08","1.05","0.0","4.65","1.05","4.88","0.0","0.0","0.0","0.0","83.35","123.07","492.27","246.14","408.93","369.21","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","1267.65","0.08","1.05","0.0","4.71","1.05","4.95","0.0","0.0","0.0","0.0","88.29","123.07","492.27","246.14","403.98","369.21","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","1267.65","0.08","1.05","0.0","4.31","1.05","4.53","0.0","0.0","0.0","0.0","92.82","123.07","492.27","246.14","399.45","369.21","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","1267.65","0.08","1.05","0.0","4.55","1.05","4.78","0.0","0.0","0.0","0.0","97.6","123.07","492.27","246.14","394.68","369.21","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","1267.65","0.08","1.05","0.0","4.71","1.05","4.95","0.0","0.0","0.0","0.0","102.54","123.07","492.27","246.14","389.73","369.21","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","1267.65","0.08","1.05","0.0","4.84","1.05","5.08","0.0","0.0","0.0","0.0","107.63","123.07","492.27","246.14","384.65","369.21","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","1267.65","0.08","1.05","0.0","4.79","1.05","5.03","0.0","0.0","0.0","0.0","112.65","123.07","492.27","246.14","379.62","369.21","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","1267.65","0.08","1.05","0.0","3.68","1.05","3.86","0.46","0.46","0.0","0.0","116.06","123.07","492.27","246.14","376.22","369.21","0.0","","","","","","",""
