" Daily soil water balance output for Almonds in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Almond in 186_Solano DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","1169.57","0.12","1.1","0.0","7.09","1.1","7.81","0.0","0.0","0.0","0.0","103.25","116.89","527.51","263.75","424.26","410.61","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","1169.57","0.12","1.11","0.0","7.02","1.11","7.77","0.0","0.0","0.0","0.0","111.02","116.89","527.51","263.75","416.49","410.61","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","1169.57","0.12","1.11","0.0","7.32","1.11","8.14","0.0","0.0","0.0","0.0","0.0","116.89","527.51","263.75","527.51","410.61","119.16","","","","","","",""
"2016.0","7.0","4.0","186.0","1169.57","0.12","1.12","0.0","6.85","1.12","7.66","0.0","0.0","0.0","0.0","7.66","116.89","527.51","263.75","519.85","410.61","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","1169.57","0.12","1.12","0.0","6.12","1.12","6.87","0.0","0.0","0.0","0.0","14.53","116.89","527.51","263.75","512.98","410.61","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","1169.57","0.12","1.13","0.0","6.22","1.13","7.02","0.0","0.0","0.0","0.0","21.55","116.89","527.51","263.75","505.96","410.61","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","1169.57","0.11","1.13","0.0","6.28","1.13","7.12","0.0","0.0","0.0","0.0","28.67","116.89","527.51","263.75","498.84","410.61","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","1169.57","0.11","1.14","0.0","6.99","1.14","7.96","0.0","0.0","0.0","0.0","36.64","116.89","527.51","263.75","490.87","410.61","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","1169.57","0.11","1.14","0.0","6.45","1.14","7.38","0.0","0.0","0.0","0.0","44.02","116.89","527.51","263.75","483.49","410.61","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","1169.57","0.11","1.15","0.0","6.36","1.15","7.31","0.0","0.0","0.0","0.0","51.33","116.89","527.51","263.75","476.17","410.61","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","1169.57","0.11","1.15","0.0","7.12","1.15","8.19","0.0","0.0","0.0","0.0","59.52","116.89","527.51","263.75","467.99","410.61","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","1169.57","0.11","1.15","0.0","6.81","1.15","7.83","0.0","0.0","0.0","0.0","67.35","116.89","527.51","263.75","460.15","410.61","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","1169.57","0.11","1.15","0.0","7.2","1.15","8.28","0.0","0.0","0.0","0.0","75.63","116.89","527.51","263.75","451.87","410.61","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","1169.57","0.11","1.15","0.0","7.37","1.15","8.48","0.0","0.0","0.0","0.0","84.11","116.89","527.51","263.75","443.4","410.61","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","1169.57","0.11","1.15","0.0","7.27","1.15","8.36","0.0","0.0","0.0","0.0","92.47","116.89","527.51","263.75","435.04","410.61","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","1169.57","0.11","1.15","0.0","6.85","1.15","7.88","0.0","0.0","0.0","0.0","100.35","116.89","527.51","263.75","427.16","410.61","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","1169.57","0.11","1.15","0.0","6.58","1.15","7.57","0.0","0.0","0.0","0.0","107.91","116.89","527.51","263.75","419.59","410.61","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","1169.57","0.11","1.15","0.0","6.24","1.15","7.18","0.0","0.0","0.0","0.0","115.09","116.89","527.51","263.75","412.42","410.61","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","1169.57","0.11","1.15","0.0","6.47","1.15","7.44","0.0","0.0","0.0","0.0","0.0","116.89","527.51","263.75","527.51","410.61","122.53","","","","","","",""
"2016.0","7.0","20.0","202.0","1169.57","0.11","1.15","0.0","6.83","1.15","7.85","0.0","0.0","0.0","0.0","7.85","116.89","527.51","263.75","519.65","410.61","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","1169.57","0.11","1.15","0.0","7.16","1.15","8.23","0.0","0.0","0.0","0.0","16.09","116.89","527.51","263.75","511.42","410.61","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","1169.57","0.1","1.15","0.0","6.9","1.15","7.93","0.0","0.0","0.0","0.0","24.02","116.89","527.51","263.75","503.48","410.61","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","1169.57","0.1","1.15","0.0","7.55","1.15","8.68","0.0","0.0","0.0","0.0","32.71","116.89","527.51","263.75","494.8","410.61","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","1169.57","0.1","1.15","0.0","7.37","1.15","8.48","0.0","0.0","0.0","0.0","41.18","116.89","527.51","263.75","486.33","410.61","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","1169.57","0.1","1.15","0.0","7.18","1.15","8.26","0.0","0.0","0.0","0.0","49.44","116.89","527.51","263.75","478.07","410.61","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","1169.57","0.1","1.15","0.0","7.2","1.15","8.28","0.0","0.0","0.0","0.0","57.72","116.89","527.51","263.75","469.79","410.61","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","1169.57","0.1","1.15","0.0","7.7","1.15","8.85","0.0","0.0","0.0","0.0","66.57","116.89","527.51","263.75","460.93","410.61","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","1169.57","0.1","1.15","0.0","7.57","1.15","8.71","0.0","0.0","0.0","0.0","75.28","116.89","527.51","263.75","452.23","410.61","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","1169.57","0.1","1.15","0.0","7.46","1.15","8.58","0.0","0.0","0.0","0.0","83.86","116.89","527.51","263.75","443.65","410.61","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","1169.57","0.1","1.15","0.0","7.84","1.15","9.02","0.0","0.0","0.0","0.0","92.87","116.89","527.51","263.75","434.63","410.61","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","1169.57","0.1","1.15","0.0","7.0","1.15","8.05","0.0","0.0","0.0","0.0","100.92","116.89","527.51","263.75","426.58","410.61","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","1169.57","0.1","1.15","0.0","6.65","1.15","7.65","0.0","0.0","0.0","0.0","108.57","116.89","527.51","263.75","418.94","410.61","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","1169.57","0.1","1.15","0.0","6.47","1.15","7.44","0.0","0.0","0.0","0.0","116.01","116.89","527.51","263.75","411.5","410.61","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","1169.57","0.1","1.15","0.0","6.97","1.15","8.02","0.0","0.0","0.0","0.0","0.0","116.89","527.51","263.75","527.51","410.61","124.03","","","","","","",""
"2016.0","8.0","4.0","217.0","1169.57","0.1","1.15","0.0","5.97","1.15","6.87","0.0","0.0","0.0","0.0","6.87","116.89","527.51","263.75","520.64","410.61","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","1169.57","0.1","1.15","0.0","5.57","1.15","6.41","0.0","0.0","0.0","0.0","13.27","116.89","527.51","263.75","514.24","410.61","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","1169.57","0.1","1.15","0.0","5.91","1.15","6.8","0.0","0.0","0.0","0.0","20.07","116.89","527.51","263.75","507.44","410.61","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","1169.57","0.1","1.15","0.0","5.95","1.15","6.84","0.0","0.0","0.0","0.0","26.91","116.89","527.51","263.75","500.6","410.61","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","1169.57","0.1","1.15","0.0","6.43","1.15","7.39","0.0","0.0","0.0","0.0","34.3","116.89","527.51","263.75","493.2","410.61","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","1169.57","0.1","1.15","0.0","6.15","1.15","7.07","0.0","0.0","0.0","0.0","41.38","116.89","527.51","263.75","486.13","410.61","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","1169.57","0.09","1.15","0.0","6.23","1.15","7.16","0.0","0.0","0.0","0.0","48.54","116.89","527.51","263.75","478.97","410.61","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","1169.57","0.09","1.15","0.0","6.36","1.15","7.31","0.0","0.0","0.0","0.0","55.86","116.89","527.51","263.75","471.65","410.61","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","1169.57","0.09","1.15","0.0","6.59","1.15","7.58","0.0","0.0","0.0","0.0","63.43","116.89","527.51","263.75","464.07","410.61","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","1169.57","0.09","1.15","0.0","6.92","1.15","7.96","0.0","0.0","0.0","0.0","71.39","116.89","527.51","263.75","456.12","410.61","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","1169.57","0.09","1.15","0.0","7.13","1.15","8.2","0.0","0.0","0.0","0.0","79.59","116.89","527.51","263.75","447.92","410.61","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","1169.57","0.09","1.15","0.0","6.46","1.15","7.43","0.0","0.0","0.0","0.0","87.02","116.89","527.51","263.75","440.49","410.61","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","1169.57","0.09","1.15","0.0","6.55","1.15","7.53","0.0","0.0","0.0","0.0","94.55","116.89","527.51","263.75","432.95","410.61","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","1169.57","0.09","1.15","0.0","6.43","1.15","7.39","0.0","0.0","0.0","0.0","101.95","116.89","527.51","263.75","425.56","410.61","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","1169.57","0.09","1.15","0.0","6.39","1.15","7.35","0.0","0.0","0.0","0.0","109.3","116.89","527.51","263.75","418.21","410.61","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","1169.57","0.09","1.15","0.0","6.33","1.15","7.28","0.0","0.0","0.0","0.0","116.58","116.89","527.51","263.75","410.93","410.61","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","1169.57","0.09","1.15","0.0","6.22","1.15","7.15","0.0","0.0","0.0","0.0","0.0","116.89","527.51","263.75","527.51","410.61","123.73","","","","","","",""
"2016.0","8.0","21.0","234.0","1169.57","0.09","1.15","0.0","6.26","1.15","7.2","0.0","0.0","0.0","0.0","7.2","116.89","527.51","263.75","520.31","410.61","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","1169.57","0.09","1.15","0.0","6.08","1.15","6.99","0.0","0.0","0.0","0.0","14.19","116.89","527.51","263.75","513.32","410.61","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","1169.57","0.09","1.15","0.0","5.88","1.15","6.76","0.0","0.0","0.0","0.0","20.95","116.89","527.51","263.75","506.55","410.61","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","1169.57","0.09","1.15","0.0","5.82","1.15","6.69","0.0","0.0","0.0","0.0","27.65","116.89","527.51","263.75","499.86","410.61","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","1169.57","0.09","1.15","0.0","5.7","1.15","6.55","0.0","0.0","0.0","0.0","34.2","116.89","527.51","263.75","493.31","410.61","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","1169.57","0.09","1.15","0.0","5.35","1.15","6.15","0.0","0.0","0.0","0.0","40.35","116.89","527.51","263.75","487.15","410.61","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","1169.57","0.09","1.15","0.0","5.22","1.15","6.0","0.0","0.0","0.0","0.0","46.36","116.89","527.51","263.75","481.15","410.61","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","1169.57","0.09","1.15","0.0","5.57","1.15","6.41","0.0","0.0","0.0","0.0","52.76","116.89","527.51","263.75","474.75","410.61","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","1169.57","0.09","1.15","0.0","5.66","1.15","6.51","0.0","0.0","0.0","0.0","59.27","116.89","527.51","263.75","468.24","410.61","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","1169.57","0.09","1.15","0.0","6.09","1.15","7.0","0.0","0.0","0.0","0.0","66.27","116.89","527.51","263.75","461.23","410.61","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","1169.57","0.09","1.15","0.0","5.9","1.15","6.78","0.0","0.0","0.0","0.0","73.06","116.89","527.51","263.75","454.45","410.61","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","1169.57","0.09","1.15","0.0","5.07","1.15","5.83","0.0","0.0","0.0","0.0","78.89","116.89","527.51","263.75","448.62","410.61","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","1169.57","0.09","1.15","0.0","5.19","1.15","5.97","0.0","0.0","0.0","0.0","84.86","116.89","527.51","263.75","442.65","410.61","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","1169.57","0.09","1.15","0.0","5.2","1.15","5.98","0.0","0.0","0.0","0.0","90.84","116.89","527.51","263.75","436.67","410.61","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","1169.57","0.09","1.15","0.0","4.61","1.15","5.3","0.0","0.0","0.0","0.0","96.14","116.89","527.51","263.75","431.37","410.61","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","1169.57","0.09","1.15","0.0","5.31","1.15","6.11","0.0","0.0","0.0","0.0","102.25","116.89","527.51","263.75","425.26","410.61","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","1169.57","0.09","1.15","0.0","5.03","1.15","5.78","0.0","0.0","0.0","0.0","108.03","116.89","527.51","263.75","419.48","410.61","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","1169.57","0.09","1.15","0.0","5.7","1.15","6.55","0.0","0.0","0.0","0.0","114.59","116.89","527.51","263.75","412.92","410.61","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","1169.57","0.09","1.15","0.0","5.75","1.15","6.61","0.0","0.0","0.0","0.0","0.0","116.89","527.51","263.75","527.51","410.61","121.2","","","","","","",""
"2016.0","9.0","9.0","253.0","1169.57","0.09","1.15","0.0","5.32","1.15","6.12","0.0","0.0","0.0","0.0","6.12","116.89","527.51","263.75","521.39","410.61","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","1169.57","0.08","1.15","0.0","5.36","1.15","6.16","0.0","0.0","0.0","0.0","12.28","116.89","527.51","263.75","515.23","410.61","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","1169.57","0.08","1.15","0.0","4.8","1.15","5.52","0.0","0.0","0.0","0.0","17.8","116.89","527.51","263.75","509.71","410.61","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","1169.57","0.08","1.15","0.0","4.31","1.15","4.96","0.0","0.0","0.0","0.0","22.76","116.89","527.51","263.75","504.75","410.61","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","1169.57","0.08","1.15","0.0","3.87","1.15","4.45","0.0","0.0","0.0","0.0","27.21","116.89","527.51","263.75","500.3","410.61","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","1169.57","0.08","1.15","0.0","4.22","1.15","4.85","0.0","0.0","0.0","0.0","32.06","116.89","527.51","263.75","495.45","410.61","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","1169.57","0.08","1.15","0.0","4.57","1.15","5.26","0.0","0.0","0.0","0.0","37.32","116.89","527.51","263.75","490.19","410.61","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","1169.57","0.08","1.15","0.0","4.77","1.15","5.49","0.0","0.0","0.0","0.0","42.8","116.89","527.51","263.75","484.7","410.61","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","1169.57","0.08","1.15","0.0","4.82","1.15","5.54","0.0","0.0","0.0","0.0","48.35","116.89","527.51","263.75","479.16","410.61","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","1169.57","0.08","1.15","0.0","4.67","1.15","5.37","0.0","0.0","0.0","0.0","53.72","116.89","527.51","263.75","473.79","410.61","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","1169.57","0.08","1.15","0.0","5.22","1.15","6.0","0.0","0.0","0.0","0.0","59.72","116.89","527.51","263.75","467.79","410.61","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","1169.57","0.08","1.15","0.0","5.91","1.15","6.8","0.0","0.0","0.0","0.0","66.52","116.89","527.51","263.75","460.99","410.61","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","1169.57","0.08","1.15","0.0","5.56","1.15","6.39","0.0","0.0","0.0","0.0","72.91","116.89","527.51","263.75","454.6","410.61","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","1169.57","0.08","1.15","0.0","4.35","1.15","5.0","0.0","0.0","0.0","0.0","77.91","131.88","527.51","263.75","449.59","395.63","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","1169.57","0.08","1.15","0.0","4.54","1.15","5.22","0.0","0.0","0.0","0.0","83.13","131.88","527.51","263.75","444.37","395.63","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","1169.57","0.08","1.15","0.0","4.7","1.15","5.4","0.0","0.0","0.0","0.0","88.54","131.88","527.51","263.75","438.97","395.63","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","1169.57","0.08","1.15","0.0","4.36","1.15","5.01","0.0","0.0","0.0","0.0","93.55","131.88","527.51","263.75","433.95","395.63","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","1169.57","0.08","1.15","0.0","4.49","1.15","5.16","0.0","0.0","0.0","0.0","98.72","131.88","527.51","263.75","428.79","395.63","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","1169.57","0.08","1.15","0.0","4.66","1.15","5.36","0.0","0.0","0.0","0.0","104.08","131.88","527.51","263.75","423.43","395.63","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","1169.57","0.08","1.15","0.0","4.73","1.15","5.44","0.0","0.0","0.0","0.0","109.51","131.88","527.51","263.75","417.99","395.63","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","1169.57","0.08","1.15","0.0","4.64","1.15","5.34","0.0","0.0","0.0","0.0","114.85","131.88","527.51","263.75","412.66","395.63","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","1169.57","0.08","1.15","0.0","3.66","1.15","4.21","0.47","0.47","0.0","0.0","118.59","131.88","527.51","263.75","408.92","395.63","0.0","","","","","","",""
