" Daily soil water balance output for Tomato in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Tomato in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","2602.91","0.13","1.1","0.0","7.37","1.1","8.11","0.0","0.0","0.0","0.0","24.6","61.86","274.2","137.1","249.6","212.34","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","2602.91","0.12","1.1","0.0","7.33","1.1","8.06","0.0","0.0","0.0","0.0","32.66","61.86","274.2","137.1","241.54","212.34","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","2602.91","0.12","1.1","0.0","7.61","1.1","8.37","0.0","0.0","0.0","0.0","41.03","61.86","274.2","137.1","233.17","212.34","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","2602.91","0.12","1.1","0.0","7.15","1.1","7.87","0.0","0.0","0.0","0.0","48.9","61.86","274.2","137.1","225.31","212.34","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","2602.91","0.12","1.1","0.0","6.39","1.1","7.03","0.0","0.0","0.0","0.0","55.92","61.86","274.2","137.1","218.28","212.34","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","2602.91","0.12","1.1","0.0","6.42","1.1","7.06","0.0","0.0","0.0","0.0","0.0","61.86","274.2","137.1","274.2","212.34","62.99","","","","","","",""
"2016.0","7.0","7.0","189.0","2602.91","0.12","1.1","0.0","6.46","1.1","7.11","0.0","0.0","0.0","0.0","7.11","61.86","274.2","137.1","267.09","212.34","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","2602.91","0.12","1.1","0.0","7.14","1.1","7.85","0.0","0.0","0.0","0.0","14.96","61.86","274.2","137.1","259.24","212.34","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","2602.91","0.12","1.1","0.0","6.6","1.1","7.26","0.0","0.0","0.0","0.0","22.22","61.86","274.2","137.1","251.98","212.34","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","2602.91","0.12","1.1","0.0","6.38","1.1","7.02","0.0","0.0","0.0","0.0","29.24","61.86","274.2","137.1","244.96","212.34","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","2602.91","0.12","1.1","0.0","7.2","1.1","7.92","0.0","0.0","0.0","0.0","37.16","61.86","274.2","137.1","237.04","212.34","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","2602.91","0.12","1.1","0.0","6.95","1.1","7.65","0.0","0.0","0.0","0.0","44.8","61.86","274.2","137.1","229.4","212.34","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","2602.91","0.11","1.1","0.0","7.33","1.1","8.06","0.0","0.0","0.0","0.0","52.87","61.86","274.2","137.1","221.33","212.34","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","2602.91","0.11","1.1","0.0","7.52","1.1","8.27","0.0","0.0","0.0","0.0","61.14","61.86","274.2","137.1","213.06","212.34","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","2602.91","0.11","1.1","0.0","7.52","1.1","8.27","0.0","0.0","0.0","0.0","0.0","61.86","274.2","137.1","274.2","212.34","69.41","","","","","","",""
"2016.0","7.0","16.0","198.0","2602.91","0.11","1.1","0.0","7.13","1.1","7.84","0.0","0.0","0.0","0.0","7.84","61.86","274.2","137.1","266.36","212.34","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","2602.91","0.11","1.1","0.0","6.87","1.1","7.56","0.0","0.0","0.0","0.0","15.4","61.86","274.2","137.1","258.8","212.34","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","2602.91","0.11","1.1","0.0","6.47","1.1","7.12","0.0","0.0","0.0","0.0","22.52","61.86","274.2","137.1","251.68","212.34","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","2602.91","0.11","1.1","0.0","6.64","1.1","7.3","0.0","0.0","0.0","0.0","29.82","61.86","274.2","137.1","244.38","212.34","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","2602.91","0.11","1.1","0.0","6.94","1.1","7.63","0.0","0.0","0.0","0.0","37.46","61.86","274.2","137.1","236.75","212.34","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","2602.91","0.11","1.1","0.0","7.4","1.1","8.14","0.0","0.0","0.0","0.0","45.6","61.86","274.2","137.1","228.61","212.34","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","2602.91","0.11","1.1","0.0","7.0","1.1","7.7","0.0","0.0","0.0","0.0","53.3","61.86","274.2","137.1","220.91","212.34","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","2602.91","0.11","1.1","0.0","7.65","1.1","8.42","0.0","0.0","0.0","0.0","61.71","61.86","274.2","137.1","212.49","212.34","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","2602.91","0.11","1.1","0.0","7.51","1.1","8.26","0.0","0.0","0.0","0.0","0.0","61.86","274.2","137.1","274.2","212.34","69.97","","","","","","",""
"2016.0","7.0","25.0","207.0","2602.91","0.11","1.1","0.0","7.4","1.1","8.14","0.0","0.0","0.0","0.0","8.14","61.86","274.2","137.1","266.06","212.34","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","2602.91","0.1","1.1","0.0","7.34","1.1","8.07","0.0","0.0","0.0","0.0","16.21","61.86","274.2","137.1","257.99","212.34","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","2602.91","0.1","1.1","0.0","7.92","1.1","8.71","0.0","0.0","0.0","0.0","24.93","61.86","274.2","137.1","249.27","212.34","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","2602.91","0.1","1.1","0.0","7.83","1.1","8.61","0.0","0.0","0.0","0.0","33.54","61.86","274.2","137.1","240.66","212.34","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","2602.91","0.1","1.1","0.0","7.76","1.1","8.54","0.0","0.0","0.0","0.0","42.08","61.86","274.2","137.1","232.13","212.34","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","2602.91","0.1","1.1","0.0","8.21","1.1","9.03","0.0","0.0","0.0","0.0","51.11","61.86","274.2","137.1","223.09","212.34","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","2602.91","0.1","1.1","0.0","7.36","1.1","8.1","0.0","0.0","0.0","0.0","59.2","61.86","274.2","137.1","215.0","212.34","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","2602.91","0.1","1.1","0.0","6.93","1.1","7.62","0.0","0.0","0.0","0.0","0.0","61.86","274.2","137.1","274.2","212.34","66.83","","","","","","",""
"2016.0","8.0","2.0","215.0","2602.91","0.1","1.08","0.0","6.64","1.08","7.19","0.0","0.0","0.0","0.0","7.19","61.86","274.2","137.1","267.01","212.34","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","2602.91","0.1","1.07","0.0","7.25","1.07","7.73","0.0","0.0","0.0","0.0","14.93","61.86","274.2","137.1","259.27","212.34","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","2602.91","0.1","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","21.57","61.86","274.2","137.1","252.63","212.34","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","2602.91","0.1","1.03","0.0","5.76","1.03","5.95","0.0","0.0","0.0","0.0","27.53","61.86","274.2","137.1","246.67","212.34","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","2602.91","0.1","1.02","0.0","6.15","1.02","6.25","0.0","0.0","0.0","0.0","33.78","61.86","274.2","137.1","240.42","212.34","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","2602.91","0.1","1.0","0.0","6.08","1.0","6.08","0.0","0.0","0.0","0.0","39.86","61.86","274.2","137.1","234.34","212.34","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","2602.91","0.1","0.98","0.0","6.56","0.98","6.45","0.0","0.0","0.0","0.0","46.31","61.86","274.2","137.1","227.89","212.34","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","2602.91","0.1","0.97","0.0","6.27","0.97","6.06","0.0","0.0","0.0","0.0","52.37","61.86","274.2","137.1","221.83","212.34","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","2602.91","0.1","0.95","0.0","6.41","0.95","6.09","0.0","0.0","0.0","0.0","58.46","61.86","274.2","137.1","215.74","212.34","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","2602.91","0.1","0.93","0.0","6.57","0.93","6.13","0.0","0.0","0.0","0.0","0.0","61.86","274.2","137.1","274.2","212.34","64.59","","","","","","",""
"2016.0","8.0","12.0","225.0","2602.91","0.1","0.92","0.0","6.77","0.92","6.21","0.0","0.0","0.0","0.0","6.21","61.86","274.2","137.1","267.99","212.34","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","2602.91","0.1","0.9","0.0","7.07","0.9","6.36","0.0","0.0","0.0","0.0","12.57","61.86","274.2","137.1","261.63","212.34","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","2602.91","0.09","0.88","0.0","7.33","0.88","6.47","0.0","0.0","0.0","0.0","19.04","61.86","274.2","137.1","255.16","212.34","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","2602.91","0.09","0.87","0.0","6.72","0.87","5.82","0.0","0.0","0.0","0.0","24.87","61.86","274.2","137.1","249.33","212.34","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","2602.91","0.09","0.85","0.0","6.78","0.85","5.76","0.0","0.0","0.0","0.0","30.63","61.86","274.2","137.1","243.57","212.34","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","2602.91","0.09","0.83","0.0","6.66","0.83","5.55","0.0","0.0","0.0","0.0","36.18","68.55","274.2","137.1","238.02","205.65","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","2602.91","0.09","0.82","0.0","6.59","0.82","5.38","0.0","0.0","0.0","0.0","41.56","68.55","274.2","137.1","232.64","205.65","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","2602.91","0.09","0.8","0.0","6.54","0.8","5.23","0.0","0.0","0.0","0.0","46.79","68.55","274.2","137.1","227.41","205.65","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","2602.91","0.09","0.78","0.0","6.45","0.78","5.05","0.0","0.0","0.0","0.0","51.85","68.55","274.2","137.1","222.35","205.65","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","2602.91","0.09","0.77","0.0","6.45","0.77","4.94","0.0","0.0","0.0","0.0","56.79","68.55","274.2","137.1","217.41","205.65","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","2602.91","0.09","0.75","0.0","6.25","0.75","4.69","0.0","0.0","0.0","0.0","61.48","68.55","274.2","137.1","212.72","205.65","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","2602.91","0.09","0.73","0.0","6.05","0.73","4.44","0.0","0.0","0.0","0.0","65.92","68.55","274.2","137.1","208.28","205.65","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","2602.91","0.09","0.72","0.0","6.01","0.72","4.31","0.0","0.0","0.0","0.0","0.0","68.55","274.2","137.1","274.2","205.65","70.22","","","","","","",""
"2016.0","8.0","25.0","238.0","2602.91","0.09","0.7","0.0","5.95","0.7","4.16","0.0","0.0","0.0","0.0","4.16","68.55","274.2","137.1","270.04","205.65","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","2602.91","0.09","0.68","0.0","5.58","0.68","3.81","0.0","0.0","0.0","0.0","7.98","68.55","274.2","137.1","266.22","205.65","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","2602.91","0.09","0.67","0.0","5.4","0.67","3.6","0.0","0.0","0.0","0.0","11.58","68.55","274.2","137.1","262.62","205.65","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","2602.91","0.09","0.65","0.0","5.72","0.65","3.72","0.0","0.0","0.0","0.0","15.3","68.55","274.2","137.1","258.9","205.65","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","2602.91","0.09","0.63","0.0","5.81","0.63","3.68","0.0","0.0","0.0","0.0","18.98","68.55","274.2","137.1","255.22","205.65","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","2602.91","0.09","0.62","0.0","6.2","0.62","3.82","0.0","0.0","0.0","0.0","22.8","68.55","274.2","137.1","251.4","205.65","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","2602.91","0.09","0.6","0.0","6.02","0.6","3.61","0.0","0.0","0.0","0.0","26.41","68.55","274.2","137.1","247.79","205.65","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","2602.91","0.09","0.0","0.0","5.18","0.09","0.46","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","2602.91","0.09","0.0","0.0","5.31","0.09","0.47","0.0","0.0","0.0","0.0","22.97","22.5","274.2","137.1","251.23","251.7","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","2602.91","0.09","0.0","0.0","5.36","0.09","0.47","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","2602.91","0.09","0.0","0.0","4.62","0.09","0.4","0.0","0.0","0.0","0.0","22.9","22.5","274.2","137.1","251.3","251.7","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","2602.91","0.09","0.0","0.0","5.36","0.09","0.47","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","2602.91","0.09","0.0","0.0","5.11","0.09","0.44","0.0","0.0","0.0","0.0","22.94","22.5","274.2","137.1","251.26","251.7","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","2602.91","0.09","0.0","0.0","5.76","0.09","0.5","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","2602.91","0.09","0.0","0.0","5.97","0.09","0.52","0.0","0.0","0.0","0.0","23.02","22.5","274.2","137.1","251.18","251.7","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","2602.91","0.09","0.0","0.0","5.42","0.09","0.47","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","2602.91","0.09","0.0","0.0","5.51","0.09","0.47","0.0","0.0","0.0","0.0","22.97","22.5","274.2","137.1","251.23","251.7","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","2602.91","0.09","0.0","0.0","5.02","0.09","0.43","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","2602.91","0.09","0.0","0.0","4.43","0.09","0.38","0.0","0.0","0.0","0.0","22.88","22.5","274.2","137.1","251.32","251.7","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","2602.91","0.09","0.0","0.0","3.89","0.09","0.33","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","2602.91","0.09","0.0","0.0","4.24","0.09","0.36","0.0","0.0","0.0","0.0","22.86","22.5","274.2","137.1","251.34","251.7","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","2602.91","0.08","0.0","0.0","4.62","0.08","0.39","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","2602.91","0.08","0.0","0.0","4.84","0.08","0.41","0.0","0.0","0.0","0.0","22.91","22.5","274.2","137.1","251.29","251.7","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","2602.91","0.08","0.0","0.0","4.94","0.08","0.42","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","2602.91","0.08","0.0","0.0","4.75","0.08","0.4","0.0","0.0","0.0","0.0","22.9","22.5","274.2","137.1","251.3","251.7","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","2602.91","0.08","0.0","0.0","5.35","0.08","0.45","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","2602.91","0.08","0.0","0.0","6.16","0.08","0.52","0.0","0.0","0.0","0.0","23.02","22.5","274.2","137.1","251.18","251.7","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","2602.91","0.08","0.0","0.0","5.64","0.08","0.47","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","2602.91","0.08","0.0","0.0","4.31","0.08","0.36","0.0","0.0","0.0","0.0","22.86","22.5","274.2","137.1","251.34","251.7","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","2602.91","0.08","0.0","0.0","4.58","0.08","0.38","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","2602.91","0.08","0.0","0.0","4.82","0.08","0.4","0.0","0.0","0.0","0.0","22.9","22.5","274.2","137.1","251.3","251.7","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","2602.91","0.08","0.0","0.0","4.47","0.08","0.37","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","2602.91","0.08","0.0","0.0","4.57","0.08","0.38","0.0","0.0","0.0","0.0","22.88","22.5","274.2","137.1","251.32","251.7","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","2602.91","0.08","0.0","0.0","4.73","0.08","0.39","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","2602.91","0.08","0.0","0.0","4.93","0.08","0.41","0.0","0.0","0.0","0.0","22.91","22.5","274.2","137.1","251.29","251.7","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","2602.91","0.08","0.0","0.0","4.89","0.08","0.4","0.0","0.0","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","2602.91","0.08","0.0","0.0","3.76","0.08","0.31","0.31","0.31","0.0","0.0","22.5","22.5","274.2","137.1","251.7","251.7","0.0","","","","","","",""
