" Daily soil water balance output for Urban Landscape in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Urban Landscape in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","6.0","30.0","182.0","7693.29","0.13","0.8","0.0","7.49","0.8","5.99","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","31.1","","","","","","",""
"2016.0","7.0","1.0","183.0","7693.29","0.13","0.8","0.0","7.44","0.8","5.95","0.0","0.0","0.0","0.0","5.95","27.29","112.0","56.0","106.05","84.71","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","7693.29","0.12","0.8","0.0","7.41","0.8","5.93","0.0","0.0","0.0","0.0","11.88","27.29","112.0","56.0","100.12","84.71","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","7693.29","0.12","0.8","0.0","7.69","0.8","6.15","0.0","0.0","0.0","0.0","18.03","27.29","112.0","56.0","93.97","84.71","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","7693.29","0.12","0.8","0.0","7.24","0.8","5.79","0.0","0.0","0.0","0.0","23.82","27.29","112.0","56.0","88.18","84.71","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","7693.29","0.12","0.8","0.0","6.48","0.8","5.18","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","29.01","","","","","","",""
"2016.0","7.0","6.0","188.0","7693.29","0.12","0.8","0.0","6.47","0.8","5.18","0.0","0.0","0.0","0.0","5.18","27.29","112.0","56.0","106.82","84.71","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","7693.29","0.12","0.8","0.0","6.51","0.8","5.21","0.0","0.0","0.0","0.0","10.38","27.29","112.0","56.0","101.62","84.71","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","7693.29","0.12","0.8","0.0","7.14","0.8","5.71","0.0","0.0","0.0","0.0","16.1","27.29","112.0","56.0","95.9","84.71","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","7693.29","0.12","0.8","0.0","6.63","0.8","5.3","0.0","0.0","0.0","0.0","21.4","27.29","112.0","56.0","90.6","84.71","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","7693.29","0.12","0.8","0.0","6.36","0.8","5.09","0.0","0.0","0.0","0.0","26.49","27.29","112.0","56.0","85.51","84.71","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","7693.29","0.12","0.8","0.0","7.18","0.8","5.74","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","32.23","","","","","","",""
"2016.0","7.0","12.0","194.0","7693.29","0.12","0.8","0.0","6.96","0.8","5.57","0.0","0.0","0.0","0.0","5.57","27.29","112.0","56.0","106.43","84.71","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","7693.29","0.11","0.8","0.0","7.32","0.8","5.86","0.0","0.0","0.0","0.0","11.42","27.29","112.0","56.0","100.58","84.71","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","7693.29","0.11","0.8","0.0","7.54","0.8","6.03","0.0","0.0","0.0","0.0","17.46","27.29","112.0","56.0","94.54","84.71","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","7693.29","0.11","0.8","0.0","7.54","0.8","6.03","0.0","0.0","0.0","0.0","23.49","27.29","112.0","56.0","88.51","84.71","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","7693.29","0.11","0.8","0.0","7.19","0.8","5.75","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","29.24","","","","","","",""
"2016.0","7.0","17.0","199.0","7693.29","0.11","0.8","0.0","6.97","0.8","5.58","0.0","0.0","0.0","0.0","5.58","27.29","112.0","56.0","106.42","84.71","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","7693.29","0.11","0.8","0.0","6.55","0.8","5.24","0.0","0.0","0.0","0.0","10.82","27.29","112.0","56.0","101.18","84.71","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","7693.29","0.11","0.8","0.0","6.67","0.8","5.34","0.0","0.0","0.0","0.0","16.15","27.29","112.0","56.0","95.85","84.71","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","7693.29","0.11","0.8","0.0","6.93","0.8","5.54","0.0","0.0","0.0","0.0","21.7","27.29","112.0","56.0","90.3","84.71","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","7693.29","0.11","0.8","0.0","7.45","0.8","5.96","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","27.66","","","","","","",""
"2016.0","7.0","22.0","204.0","7693.29","0.11","0.8","0.0","6.98","0.8","5.58","0.0","0.0","0.0","0.0","5.58","27.29","112.0","56.0","106.42","84.71","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","7693.29","0.11","0.8","0.0","7.65","0.8","6.12","0.0","0.0","0.0","0.0","11.7","27.29","112.0","56.0","100.3","84.71","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","7693.29","0.11","0.8","0.0","7.53","0.8","6.02","0.0","0.0","0.0","0.0","17.73","27.29","112.0","56.0","94.27","84.71","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","7693.29","0.11","0.8","0.0","7.45","0.8","5.96","0.0","0.0","0.0","0.0","23.69","27.29","112.0","56.0","88.31","84.71","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","7693.29","0.1","0.8","0.0","7.36","0.8","5.89","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","29.58","","","","","","",""
"2016.0","7.0","27.0","209.0","7693.29","0.1","0.8","0.0","7.98","0.8","6.38","0.0","0.0","0.0","0.0","6.38","27.29","112.0","56.0","105.62","84.71","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","7693.29","0.1","0.8","0.0","7.87","0.8","6.3","0.0","0.0","0.0","0.0","12.68","27.29","112.0","56.0","99.32","84.71","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","7693.29","0.1","0.8","0.0","7.79","0.8","6.23","0.0","0.0","0.0","0.0","18.91","27.29","112.0","56.0","93.09","84.71","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","7693.29","0.1","0.8","0.0","8.28","0.8","6.62","0.0","0.0","0.0","0.0","25.54","27.29","112.0","56.0","86.46","84.71","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","7693.29","0.1","0.8","0.0","7.46","0.8","5.97","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","31.5","","","","","","",""
"2016.0","8.0","1.0","214.0","7693.29","0.1","0.8","0.0","7.01","0.8","5.61","0.0","0.0","0.0","0.0","5.61","27.29","112.0","56.0","106.39","84.71","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","7693.29","0.1","0.8","0.0","6.68","0.8","5.34","0.0","0.0","0.0","0.0","10.95","27.29","112.0","56.0","101.05","84.71","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","7693.29","0.1","0.8","0.0","7.33","0.8","5.86","0.0","0.0","0.0","0.0","16.82","27.29","112.0","56.0","95.18","84.71","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","7693.29","0.1","0.8","0.0","6.46","0.8","5.17","0.0","0.0","0.0","0.0","21.98","27.29","112.0","56.0","90.02","84.71","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","7693.29","0.1","0.8","0.0","5.84","0.8","4.67","0.0","0.0","0.0","0.0","26.66","27.29","112.0","56.0","85.34","84.71","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","7693.29","0.1","0.8","0.0","6.24","0.8","4.99","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","31.65","","","","","","",""
"2016.0","8.0","7.0","220.0","7693.29","0.1","0.8","0.0","6.12","0.8","4.9","0.0","0.0","0.0","0.0","4.9","27.29","112.0","56.0","107.1","84.71","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","7693.29","0.1","0.8","0.0","6.59","0.8","5.27","0.0","0.0","0.0","0.0","10.17","27.29","112.0","56.0","101.83","84.71","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","7693.29","0.1","0.8","0.0","6.31","0.8","5.05","0.0","0.0","0.0","0.0","15.22","27.29","112.0","56.0","96.78","84.71","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","7693.29","0.1","0.8","0.0","6.44","0.8","5.15","0.0","0.0","0.0","0.0","20.37","27.29","112.0","56.0","91.63","84.71","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","7693.29","0.1","0.8","0.0","6.6","0.8","5.28","0.0","0.0","0.0","0.0","25.65","27.29","112.0","56.0","86.35","84.71","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","7693.29","0.1","0.8","0.0","6.79","0.8","5.43","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","31.08","","","","","","",""
"2016.0","8.0","13.0","226.0","7693.29","0.09","0.8","0.0","7.07","0.8","5.66","0.0","0.0","0.0","0.0","5.66","27.29","112.0","56.0","106.34","84.71","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","7693.29","0.09","0.8","0.0","7.35","0.8","5.88","0.0","0.0","0.0","0.0","11.54","27.29","112.0","56.0","100.46","84.71","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","7693.29","0.09","0.8","0.0","6.78","0.8","5.42","0.0","0.0","0.0","0.0","16.96","27.29","112.0","56.0","95.04","84.71","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","7693.29","0.09","0.8","0.0","6.82","0.8","5.46","0.0","0.0","0.0","0.0","22.42","27.29","112.0","56.0","89.58","84.71","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","7693.29","0.09","0.8","0.0","6.73","0.8","5.38","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","27.8","","","","","","",""
"2016.0","8.0","18.0","231.0","7693.29","0.09","0.8","0.0","6.63","0.8","5.3","0.0","0.0","0.0","0.0","5.3","27.29","112.0","56.0","106.7","84.71","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","7693.29","0.09","0.8","0.0","6.6","0.8","5.28","0.0","0.0","0.0","0.0","10.58","27.29","112.0","56.0","101.42","84.71","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","7693.29","0.09","0.8","0.0","6.5","0.8","5.2","0.0","0.0","0.0","0.0","15.78","27.29","112.0","56.0","96.22","84.71","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","7693.29","0.09","0.8","0.0","6.5","0.8","5.2","0.0","0.0","0.0","0.0","20.98","27.29","112.0","56.0","91.02","84.71","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","7693.29","0.09","0.8","0.0","6.27","0.8","5.02","0.0","0.0","0.0","0.0","26.0","27.29","112.0","56.0","86.0","84.71","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","7693.29","0.09","0.8","0.0","6.09","0.8","4.87","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","30.87","","","","","","",""
"2016.0","8.0","24.0","237.0","7693.29","0.09","0.8","0.0","6.05","0.8","4.84","0.0","0.0","0.0","0.0","4.84","27.29","112.0","56.0","107.16","84.71","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","7693.29","0.09","0.8","0.0","6.01","0.8","4.81","0.0","0.0","0.0","0.0","9.65","27.29","112.0","56.0","102.35","84.71","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","7693.29","0.09","0.8","0.0","5.65","0.8","4.52","0.0","0.0","0.0","0.0","14.17","27.29","112.0","56.0","97.83","84.71","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","7693.29","0.09","0.8","0.0","5.45","0.8","4.36","0.0","0.0","0.0","0.0","18.53","27.29","112.0","56.0","93.47","84.71","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","7693.29","0.09","0.8","0.0","5.74","0.8","4.59","0.0","0.0","0.0","0.0","23.12","27.29","112.0","56.0","88.88","84.71","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","7693.29","0.09","0.8","0.0","5.8","0.8","4.64","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","27.76","","","","","","",""
"2016.0","8.0","30.0","243.0","7693.29","0.09","0.8","0.0","6.18","0.8","4.94","0.0","0.0","0.0","0.0","4.94","27.29","112.0","56.0","107.06","84.71","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","7693.29","0.09","0.8","0.0","6.01","0.8","4.81","0.0","0.0","0.0","0.0","9.75","27.29","112.0","56.0","102.25","84.71","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","7693.29","0.09","0.8","0.0","5.2","0.8","4.16","0.0","0.0","0.0","0.0","13.91","27.29","112.0","56.0","98.09","84.71","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","7693.29","0.09","0.8","0.0","5.33","0.8","4.26","0.0","0.0","0.0","0.0","18.18","27.29","112.0","56.0","93.82","84.71","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","7693.29","0.09","0.8","0.0","5.39","0.8","4.31","0.0","0.0","0.0","0.0","22.49","27.29","112.0","56.0","89.51","84.71","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","7693.29","0.09","0.8","0.0","4.61","0.8","3.69","0.0","0.0","0.0","0.0","26.18","27.29","112.0","56.0","85.82","84.71","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","7693.29","0.09","0.8","0.0","5.33","0.8","4.26","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","30.44","","","","","","",""
"2016.0","9.0","6.0","250.0","7693.29","0.09","0.8","0.0","5.12","0.8","4.1","0.0","0.0","0.0","0.0","4.1","27.29","112.0","56.0","107.9","84.71","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","7693.29","0.09","0.8","0.0","5.77","0.8","4.62","0.0","0.0","0.0","0.0","8.71","27.29","112.0","56.0","103.29","84.71","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","7693.29","0.09","0.8","0.0","6.01","0.8","4.81","0.0","0.0","0.0","0.0","13.52","27.29","112.0","56.0","98.48","84.71","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","7693.29","0.09","0.8","0.0","5.42","0.8","4.34","0.0","0.0","0.0","0.0","17.86","27.29","112.0","56.0","94.14","84.71","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","7693.29","0.09","0.8","0.0","5.53","0.8","4.42","0.0","0.0","0.0","0.0","22.28","27.29","112.0","56.0","89.72","84.71","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","7693.29","0.09","0.8","0.0","5.08","0.8","4.06","0.0","0.0","0.0","0.0","26.34","27.29","112.0","56.0","85.66","84.71","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","7693.29","0.09","0.8","0.0","4.45","0.8","3.56","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","29.9","","","","","","",""
"2016.0","9.0","13.0","257.0","7693.29","0.09","0.8","0.0","3.88","0.8","3.1","0.0","0.0","0.0","0.0","3.1","27.29","112.0","56.0","108.9","84.71","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","7693.29","0.08","0.8","0.0","4.23","0.8","3.38","0.0","0.0","0.0","0.0","6.49","27.29","112.0","56.0","105.51","84.71","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","7693.29","0.08","0.8","0.0","4.59","0.8","3.67","0.0","0.0","0.0","0.0","10.16","27.29","112.0","56.0","101.84","84.71","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","7693.29","0.08","0.8","0.0","4.83","0.8","3.86","0.0","0.0","0.0","0.0","14.02","27.29","112.0","56.0","97.98","84.71","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","7693.29","0.08","0.8","0.0","4.98","0.8","3.98","0.0","0.0","0.0","0.0","18.01","27.29","112.0","56.0","93.99","84.71","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","7693.29","0.08","0.8","0.0","4.78","0.8","3.82","0.0","0.0","0.0","0.0","21.83","27.29","112.0","56.0","90.17","84.71","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","7693.29","0.08","0.8","0.0","5.4","0.8","4.32","0.0","0.0","0.0","0.0","26.15","27.29","112.0","56.0","85.85","84.71","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","7693.29","0.08","0.8","0.0","6.25","0.8","5.0","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","31.15","","","","","","",""
"2016.0","9.0","21.0","265.0","7693.29","0.08","0.8","0.0","5.64","0.8","4.51","0.0","0.0","0.0","0.0","4.51","27.29","112.0","56.0","107.49","84.71","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","7693.29","0.08","0.8","0.0","4.25","0.8","3.4","0.0","0.0","0.0","0.0","7.91","27.29","112.0","56.0","104.09","84.71","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","7693.29","0.08","0.8","0.0","4.55","0.8","3.64","0.0","0.0","0.0","0.0","11.55","27.29","112.0","56.0","100.45","84.71","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","7693.29","0.08","0.8","0.0","4.84","0.8","3.87","0.0","0.0","0.0","0.0","15.42","27.29","112.0","56.0","96.58","84.71","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","7693.29","0.08","0.8","0.0","4.53","0.8","3.62","0.0","0.0","0.0","0.0","19.05","27.29","112.0","56.0","92.95","84.71","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","7693.29","0.08","0.8","0.0","4.58","0.8","3.66","0.0","0.0","0.0","0.0","22.71","27.29","112.0","56.0","89.29","84.71","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","7693.29","0.08","0.8","0.0","4.73","0.8","3.78","0.0","0.0","0.0","0.0","26.5","27.29","112.0","56.0","85.5","84.71","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","7693.29","0.08","0.8","0.0","4.97","0.8","3.98","0.0","0.0","0.0","0.0","0.0","27.29","112.0","56.0","112.0","84.71","30.47","","","","","","",""
"2016.0","9.0","29.0","273.0","7693.29","0.08","0.8","0.0","4.95","0.8","3.96","0.0","0.0","0.0","0.0","3.96","27.29","112.0","56.0","108.04","84.71","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","7693.29","0.08","0.8","0.0","3.74","0.8","2.99","0.27","0.27","0.0","0.0","6.68","27.29","112.0","56.0","105.32","84.71","0.0","","","","","","",""
