" Daily soil water balance output for Vineyard in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Vineyard in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","1473.14","0.14","0.8","0.0","6.82","0.8","5.46","0.0","0.0","0.0","0.0","93.3","107.68","569.98","284.99","476.67","462.3","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","1473.14","0.14","0.8","0.0","6.74","0.8","5.39","0.0","0.0","0.0","0.0","98.7","107.68","569.98","284.99","471.28","462.3","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","1473.14","0.14","0.8","0.0","7.01","0.8","5.61","0.0","0.0","0.0","0.0","104.3","107.68","569.98","284.99","465.67","462.3","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","1473.14","0.14","0.8","0.0","6.57","0.8","5.26","0.0","0.0","0.0","0.0","0.0","107.68","569.98","284.99","569.98","462.3","109.56","","","","","","",""
"2016.0","7.0","5.0","187.0","1473.14","0.13","0.8","0.0","5.91","0.8","4.73","0.0","0.0","0.0","0.0","4.73","107.68","569.98","284.99","565.25","462.3","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","1473.14","0.13","0.8","0.0","6.04","0.8","4.83","0.0","0.0","0.0","0.0","9.56","107.68","569.98","284.99","560.42","462.3","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","1473.14","0.13","0.8","0.0","6.16","0.8","4.93","0.0","0.0","0.0","0.0","14.49","107.68","569.98","284.99","555.49","462.3","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","1473.14","0.13","0.8","0.0","6.78","0.8","5.42","0.0","0.0","0.0","0.0","19.91","107.68","569.98","284.99","550.06","462.3","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","1473.14","0.13","0.8","0.0","6.33","0.8","5.06","0.0","0.0","0.0","0.0","24.98","107.68","569.98","284.99","545.0","462.3","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","1473.14","0.13","0.8","0.0","6.31","0.8","5.05","0.0","0.0","0.0","0.0","30.02","107.68","569.98","284.99","539.95","462.3","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","1473.14","0.13","0.8","0.0","6.98","0.8","5.58","0.0","0.0","0.0","0.0","35.61","107.68","569.98","284.99","534.37","462.3","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","1473.14","0.13","0.8","0.0","6.6","0.8","5.28","0.0","0.0","0.0","0.0","40.89","107.68","569.98","284.99","529.09","462.3","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","1473.14","0.13","0.8","0.0","6.97","0.8","5.58","0.0","0.0","0.0","0.0","46.46","107.68","569.98","284.99","523.51","462.3","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","1473.14","0.12","0.8","0.0","7.11","0.8","5.69","0.0","0.0","0.0","0.0","52.15","107.68","569.98","284.99","517.82","462.3","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","1473.14","0.12","0.8","0.0","6.93","0.8","5.54","0.0","0.0","0.0","0.0","57.7","107.68","569.98","284.99","512.28","462.3","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","1473.14","0.12","0.8","0.0","6.59","0.8","5.27","0.0","0.0","0.0","0.0","62.97","107.68","569.98","284.99","507.01","462.3","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","1473.14","0.12","0.8","0.0","6.32","0.8","5.06","0.0","0.0","0.0","0.0","68.02","107.68","569.98","284.99","501.95","462.3","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","1473.14","0.12","0.8","0.0","6.04","0.8","4.83","0.0","0.0","0.0","0.0","72.86","107.68","569.98","284.99","497.12","462.3","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","1473.14","0.12","0.8","0.0","6.33","0.8","5.06","0.0","0.0","0.0","0.0","77.92","107.68","569.98","284.99","492.06","462.3","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","1473.14","0.12","0.8","0.0","6.77","0.8","5.42","0.0","0.0","0.0","0.0","83.34","107.68","569.98","284.99","486.64","462.3","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","1473.14","0.12","0.8","0.0","6.91","0.8","5.53","0.0","0.0","0.0","0.0","88.86","107.68","569.98","284.99","481.11","462.3","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","1473.14","0.12","0.8","0.0","6.81","0.8","5.45","0.0","0.0","0.0","0.0","94.31","107.68","569.98","284.99","475.66","462.3","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","1473.14","0.12","0.8","0.0","7.41","0.8","5.93","0.0","0.0","0.0","0.0","100.24","107.68","569.98","284.99","469.74","462.3","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","1473.14","0.12","0.8","0.0","7.14","0.8","5.71","0.0","0.0","0.0","0.0","105.95","107.68","569.98","284.99","464.02","462.3","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","1473.14","0.11","0.8","0.0","6.89","0.8","5.51","0.0","0.0","0.0","0.0","0.0","107.68","569.98","284.99","569.98","462.3","111.46","","","","","","",""
"2016.0","7.0","26.0","208.0","1473.14","0.11","0.8","0.0","7.01","0.8","5.61","0.0","0.0","0.0","0.0","5.61","107.68","569.98","284.99","564.37","462.3","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","1473.14","0.11","0.8","0.0","7.35","0.8","5.88","0.0","0.0","0.0","0.0","11.49","107.68","569.98","284.99","558.49","462.3","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","1473.14","0.11","0.8","0.0","7.27","0.8","5.82","0.0","0.0","0.0","0.0","17.3","107.68","569.98","284.99","552.67","462.3","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","1473.14","0.11","0.8","0.0","7.1","0.8","5.68","0.0","0.0","0.0","0.0","22.98","107.68","569.98","284.99","546.99","462.3","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","1473.14","0.11","0.8","0.0","7.36","0.8","5.89","0.0","0.0","0.0","0.0","28.87","107.68","569.98","284.99","541.1","462.3","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","1473.14","0.11","0.8","0.0","6.54","0.8","5.23","0.0","0.0","0.0","0.0","34.1","107.68","569.98","284.99","535.87","462.3","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","1473.14","0.11","0.8","0.0","6.31","0.8","5.05","0.0","0.0","0.0","0.0","39.15","107.68","569.98","284.99","530.82","462.3","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","1473.14","0.11","0.8","0.0","6.3","0.8","5.04","0.0","0.0","0.0","0.0","44.19","107.68","569.98","284.99","525.78","462.3","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","1473.14","0.11","0.8","0.0","6.63","0.8","5.3","0.0","0.0","0.0","0.0","49.5","107.68","569.98","284.99","520.48","462.3","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","1473.14","0.11","0.8","0.0","5.71","0.8","4.57","0.0","0.0","0.0","0.0","54.06","107.68","569.98","284.99","515.91","462.3","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","1473.14","0.11","0.8","0.0","5.44","0.8","4.35","0.0","0.0","0.0","0.0","58.42","107.68","569.98","284.99","511.56","462.3","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","1473.14","0.11","0.8","0.0","5.68","0.8","4.54","0.0","0.0","0.0","0.0","62.96","107.68","569.98","284.99","507.02","462.3","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","1473.14","0.11","0.8","0.0","5.85","0.8","4.68","0.0","0.0","0.0","0.0","67.64","107.68","569.98","284.99","502.34","462.3","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","1473.14","0.11","0.8","0.0","6.22","0.8","4.98","0.0","0.0","0.0","0.0","72.62","107.68","569.98","284.99","497.36","462.3","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","1473.14","0.1","0.8","0.0","5.96","0.8","4.77","0.0","0.0","0.0","0.0","77.38","107.68","569.98","284.99","492.59","462.3","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","1473.14","0.1","0.8","0.0","6.0","0.8","4.8","0.0","0.0","0.0","0.0","82.18","107.68","569.98","284.99","487.79","462.3","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","1473.14","0.1","0.8","0.0","6.14","0.8","4.91","0.0","0.0","0.0","0.0","87.1","107.68","569.98","284.99","482.88","462.3","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","1473.14","0.1","0.8","0.0","6.32","0.8","5.06","0.0","0.0","0.0","0.0","92.15","107.68","569.98","284.99","477.82","462.3","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","1473.14","0.1","0.8","0.0","6.75","0.8","5.4","0.0","0.0","0.0","0.0","97.55","107.68","569.98","284.99","472.42","462.3","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","1473.14","0.1","0.8","0.0","6.91","0.8","5.53","0.0","0.0","0.0","0.0","103.08","107.68","569.98","284.99","466.9","462.3","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","1473.14","0.1","0.8","0.0","6.22","0.8","4.98","0.0","0.0","0.0","0.0","0.0","107.68","569.98","284.99","569.98","462.3","108.06","","","","","","",""
"2016.0","8.0","16.0","229.0","1473.14","0.1","0.8","0.0","6.25","0.8","5.0","0.0","0.0","0.0","0.0","5.0","107.68","569.98","284.99","564.98","462.3","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","1473.14","0.1","0.8","0.0","6.17","0.8","4.94","0.0","0.0","0.0","0.0","9.94","107.68","569.98","284.99","560.04","462.3","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","1473.14","0.1","0.8","0.0","6.13","0.8","4.9","0.0","0.0","0.0","0.0","14.84","107.68","569.98","284.99","555.14","462.3","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","1473.14","0.1","0.8","0.0","6.11","0.8","4.89","0.0","0.0","0.0","0.0","19.73","107.68","569.98","284.99","550.25","462.3","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","1473.14","0.1","0.8","0.0","5.97","0.8","4.78","0.0","0.0","0.0","0.0","24.5","107.68","569.98","284.99","545.47","462.3","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","1473.14","0.1","0.8","0.0","6.06","0.8","4.85","0.0","0.0","0.0","0.0","29.35","107.68","569.98","284.99","540.62","462.3","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","1473.14","0.1","0.8","0.0","5.78","0.8","4.62","0.0","0.0","0.0","0.0","33.98","107.68","569.98","284.99","536.0","462.3","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","1473.14","0.1","0.8","0.0","5.78","0.8","4.62","0.0","0.0","0.0","0.0","38.6","107.68","569.98","284.99","531.38","462.3","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","1473.14","0.1","0.8","0.0","5.68","0.8","4.54","0.0","0.0","0.0","0.0","43.14","107.68","569.98","284.99","526.83","462.3","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","1473.14","0.1","0.8","0.0","5.45","0.8","4.36","0.0","0.0","0.0","0.0","47.5","107.68","569.98","284.99","522.47","462.3","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","1473.14","0.1","0.8","0.0","5.13","0.8","4.1","0.0","0.0","0.0","0.0","51.61","107.68","569.98","284.99","518.37","462.3","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","1473.14","0.1","0.8","0.0","5.07","0.8","4.06","0.0","0.0","0.0","0.0","55.66","107.68","569.98","284.99","514.31","462.3","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","1473.14","0.1","0.8","0.0","5.37","0.8","4.3","0.0","0.0","0.0","0.0","59.96","107.68","569.98","284.99","510.02","462.3","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","1473.14","0.1","0.8","0.0","5.55","0.8","4.44","0.0","0.0","0.0","0.0","64.4","107.68","569.98","284.99","505.58","462.3","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","1473.14","0.1","0.8","0.0","6.02","0.8","4.82","0.0","0.0","0.0","0.0","69.22","107.68","569.98","284.99","500.76","462.3","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","1473.14","0.09","0.8","0.0","5.79","0.8","4.63","0.0","0.0","0.0","0.0","73.85","107.68","569.98","284.99","496.13","462.3","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","1473.14","0.09","0.8","0.0","5.01","0.8","4.01","0.0","0.0","0.0","0.0","77.86","107.68","569.98","284.99","492.12","462.3","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","1473.14","0.09","0.8","0.0","5.11","0.8","4.09","0.0","0.0","0.0","0.0","81.94","107.68","569.98","284.99","488.03","462.3","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","1473.14","0.09","0.8","0.0","5.0","0.8","4.0","0.0","0.0","0.0","0.0","85.94","107.68","569.98","284.99","484.03","462.3","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","1473.14","0.09","0.8","0.0","4.55","0.8","3.64","0.0","0.0","0.0","0.0","89.58","107.68","569.98","284.99","480.39","462.3","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","1473.14","0.09","0.8","0.0","5.22","0.8","4.18","0.0","0.0","0.0","0.0","93.76","107.68","569.98","284.99","476.22","462.3","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","1473.14","0.09","0.8","0.0","4.99","0.8","3.99","0.0","0.0","0.0","0.0","97.75","107.68","569.98","284.99","472.22","462.3","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","1473.14","0.09","0.8","0.0","5.6","0.8","4.48","0.0","0.0","0.0","0.0","102.23","142.49","569.98","284.99","467.74","427.48","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","1473.14","0.09","0.8","0.0","5.47","0.8","4.38","0.0","0.0","0.0","0.0","106.61","142.49","569.98","284.99","463.37","427.48","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","1473.14","0.09","0.8","0.0","5.19","0.8","4.15","0.0","0.0","0.0","0.0","110.76","142.49","569.98","284.99","459.22","427.48","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","1473.14","0.09","0.8","0.0","5.22","0.8","4.18","0.0","0.0","0.0","0.0","114.94","142.49","569.98","284.99","455.04","427.48","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","1473.14","0.09","0.8","0.0","4.69","0.8","3.75","0.0","0.0","0.0","0.0","118.69","142.49","569.98","284.99","451.29","427.48","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","1473.14","0.09","0.79","0.0","4.31","0.79","3.41","0.0","0.0","0.0","0.0","122.1","142.49","569.98","284.99","447.88","427.48","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","1473.14","0.09","0.78","0.0","3.86","0.78","3.02","0.0","0.0","0.0","0.0","125.12","142.49","569.98","284.99","444.86","427.48","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","1473.14","0.09","0.77","0.0","4.22","0.77","3.26","0.0","0.0","0.0","0.0","128.38","142.49","569.98","284.99","441.6","427.48","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","1473.14","0.09","0.76","0.0","4.56","0.76","3.48","0.0","0.0","0.0","0.0","131.86","142.49","569.98","284.99","438.11","427.48","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","1473.14","0.09","0.76","0.0","4.72","0.76","3.56","0.0","0.0","0.0","0.0","135.43","142.49","569.98","284.99","434.55","427.48","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","1473.14","0.09","0.75","0.0","4.74","0.75","3.54","0.0","0.0","0.0","0.0","138.96","142.49","569.98","284.99","431.01","427.48","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","1473.14","0.09","0.74","0.0","4.65","0.74","3.43","0.0","0.0","0.0","0.0","142.39","142.49","569.98","284.99","427.59","427.48","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","1473.14","0.09","0.73","0.0","5.09","0.73","3.71","0.0","0.0","0.0","0.0","0.0","142.49","569.98","284.99","569.98","427.48","146.09","","","","","","",""
"2016.0","9.0","20.0","264.0","1473.14","0.09","0.72","0.0","5.49","0.72","3.95","0.0","0.0","0.0","0.0","3.95","142.49","569.98","284.99","566.03","427.48","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","1473.14","0.09","0.71","0.0","5.4","0.71","3.83","0.0","0.0","0.0","0.0","7.78","142.49","569.98","284.99","562.19","427.48","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","1473.14","0.09","0.7","0.0","4.35","0.7","3.05","0.0","0.0","0.0","0.0","10.83","142.49","569.98","284.99","559.15","427.48","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","1473.14","0.09","0.69","0.0","4.54","0.69","3.14","0.0","0.0","0.0","0.0","13.97","142.49","569.98","284.99","556.0","427.48","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","1473.14","0.09","0.68","0.0","4.49","0.68","3.07","0.0","0.0","0.0","0.0","17.04","142.49","569.98","284.99","552.94","427.48","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","1473.14","0.09","0.67","0.0","4.2","0.67","2.83","0.0","0.0","0.0","0.0","19.87","142.49","569.98","284.99","550.11","427.48","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","1473.14","0.09","0.67","0.0","4.51","0.67","3.0","0.0","0.0","0.0","0.0","22.87","142.49","569.98","284.99","547.11","427.48","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","1473.14","0.09","0.66","0.0","4.62","0.66","3.03","0.0","0.0","0.0","0.0","25.9","142.49","569.98","284.99","544.08","427.48","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","1473.14","0.09","0.65","0.0","4.51","0.65","2.92","0.0","0.0","0.0","0.0","28.82","142.49","569.98","284.99","541.16","427.48","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","1473.14","0.09","0.64","0.0","4.4","0.64","2.81","0.0","0.0","0.0","0.0","31.62","142.49","569.98","284.99","538.35","427.48","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","1473.14","0.09","0.63","0.0","3.46","0.63","2.18","1.26","1.26","0.0","0.0","32.54","142.49","569.98","284.99","537.43","427.48","0.0","","","","","","",""
