" Daily soil water balance output for Citrus in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Citrus in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","3.11","0.14","0.7","0.0","7.01","0.7","4.91","0.0","0.0","0.0","0.0","9.63","83.76","373.08","186.54","363.45","289.32","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","3.11","0.14","0.7","0.0","6.57","0.7","4.6","0.0","0.0","0.0","0.0","14.22","83.76","373.08","186.54","358.85","289.32","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","3.11","0.13","0.7","0.0","5.91","0.7","4.14","0.0","0.0","0.0","0.0","18.36","83.76","373.08","186.54","354.71","289.32","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","3.11","0.13","0.7","0.0","6.04","0.7","4.23","0.0","0.0","0.0","0.0","22.59","83.76","373.08","186.54","350.49","289.32","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","3.11","0.13","0.7","0.0","6.16","0.7","4.31","0.0","0.0","0.0","0.0","26.9","83.76","373.08","186.54","346.17","289.32","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","3.11","0.13","0.7","0.0","6.78","0.7","4.75","0.0","0.0","0.0","0.0","31.65","83.76","373.08","186.54","341.43","289.32","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","3.11","0.13","0.7","0.0","6.33","0.7","4.43","0.0","0.0","0.0","0.0","36.08","83.76","373.08","186.54","337.0","289.32","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","3.11","0.13","0.7","0.0","6.31","0.7","4.42","0.0","0.0","0.0","0.0","40.5","83.76","373.08","186.54","332.58","289.32","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","3.11","0.13","0.7","0.0","6.98","0.7","4.89","0.0","0.0","0.0","0.0","45.38","83.76","373.08","186.54","327.69","289.32","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","3.11","0.13","0.7","0.0","6.6","0.7","4.62","0.0","0.0","0.0","0.0","50.0","83.76","373.08","186.54","323.07","289.32","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","3.11","0.13","0.7","0.0","6.97","0.7","4.88","0.0","0.0","0.0","0.0","54.88","83.76","373.08","186.54","318.2","289.32","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","3.11","0.12","0.7","0.0","7.11","0.7","4.98","0.0","0.0","0.0","0.0","59.86","83.76","373.08","186.54","313.22","289.32","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","3.11","0.12","0.7","0.0","6.93","0.7","4.85","0.0","0.0","0.0","0.0","64.71","83.76","373.08","186.54","308.37","289.32","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","3.11","0.12","0.7","0.0","6.59","0.7","4.61","0.0","0.0","0.0","0.0","69.32","83.76","373.08","186.54","303.75","289.32","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","3.11","0.12","0.7","0.0","6.32","0.7","4.42","0.0","0.0","0.0","0.0","73.75","83.76","373.08","186.54","299.33","289.32","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","3.11","0.12","0.7","0.0","6.04","0.7","4.23","0.0","0.0","0.0","0.0","77.97","83.76","373.08","186.54","295.1","289.32","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","3.11","0.12","0.7","0.0","6.33","0.7","4.43","0.0","0.0","0.0","0.0","82.4","83.76","373.08","186.54","290.67","289.32","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","3.11","0.12","0.7","0.0","6.77","0.7","4.74","0.0","0.0","0.0","0.0","0.0","83.76","373.08","186.54","373.08","289.32","87.14","","","","","","",""
"2016.0","7.0","21.0","203.0","3.11","0.12","0.7","0.0","6.91","0.7","4.84","0.0","0.0","0.0","0.0","4.84","83.76","373.08","186.54","368.24","289.32","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","3.11","0.12","0.7","0.0","6.81","0.7","4.77","0.0","0.0","0.0","0.0","9.6","83.76","373.08","186.54","363.47","289.32","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","3.11","0.12","0.7","0.0","7.41","0.7","5.19","0.0","0.0","0.0","0.0","14.79","83.76","373.08","186.54","358.28","289.32","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","3.11","0.12","0.7","0.0","7.14","0.7","5.0","0.0","0.0","0.0","0.0","19.79","83.76","373.08","186.54","353.29","289.32","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","3.11","0.11","0.7","0.0","6.89","0.7","4.82","0.0","0.0","0.0","0.0","24.61","83.76","373.08","186.54","348.46","289.32","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","3.11","0.11","0.7","0.0","7.01","0.7","4.91","0.0","0.0","0.0","0.0","29.52","83.76","373.08","186.54","343.56","289.32","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","3.11","0.11","0.7","0.0","7.35","0.7","5.15","0.0","0.0","0.0","0.0","34.66","83.76","373.08","186.54","338.41","289.32","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","3.11","0.11","0.7","0.0","7.27","0.7","5.09","0.0","0.0","0.0","0.0","39.75","83.76","373.08","186.54","333.32","289.32","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","3.11","0.11","0.7","0.0","7.1","0.7","4.97","0.0","0.0","0.0","0.0","44.72","83.76","373.08","186.54","328.35","289.32","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","3.11","0.11","0.7","0.0","7.36","0.7","5.15","0.0","0.0","0.0","0.0","49.88","83.76","373.08","186.54","323.2","289.32","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","3.11","0.11","0.7","0.0","6.54","0.7","4.58","0.0","0.0","0.0","0.0","54.45","83.76","373.08","186.54","318.62","289.32","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","3.11","0.11","0.7","0.0","6.31","0.7","4.42","0.0","0.0","0.0","0.0","58.87","83.76","373.08","186.54","314.21","289.32","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","3.11","0.11","0.7","0.0","6.3","0.7","4.41","0.0","0.0","0.0","0.0","63.28","83.76","373.08","186.54","309.8","289.32","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","3.11","0.11","0.7","0.0","6.63","0.7","4.64","0.0","0.0","0.0","0.0","67.92","83.76","373.08","186.54","305.15","289.32","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","3.11","0.11","0.7","0.0","5.71","0.7","4.0","0.0","0.0","0.0","0.0","71.92","83.76","373.08","186.54","301.16","289.32","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","3.11","0.11","0.7","0.0","5.44","0.7","3.81","0.0","0.0","0.0","0.0","75.73","83.76","373.08","186.54","297.35","289.32","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","3.11","0.11","0.7","0.0","5.68","0.7","3.98","0.0","0.0","0.0","0.0","79.7","83.76","373.08","186.54","293.37","289.32","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","3.11","0.11","0.7","0.0","5.85","0.7","4.1","0.0","0.0","0.0","0.0","0.0","83.76","373.08","186.54","373.08","289.32","83.8","","","","","","",""
"2016.0","8.0","8.0","221.0","3.11","0.11","0.7","0.0","6.22","0.7","4.35","0.0","0.0","0.0","0.0","4.35","83.76","373.08","186.54","368.72","289.32","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","3.11","0.1","0.7","0.0","5.96","0.7","4.17","0.0","0.0","0.0","0.0","8.53","83.76","373.08","186.54","364.55","289.32","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","3.11","0.1","0.7","0.0","6.0","0.7","4.2","0.0","0.0","0.0","0.0","12.73","83.76","373.08","186.54","360.35","289.32","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","3.11","0.1","0.7","0.0","6.14","0.7","4.3","0.0","0.0","0.0","0.0","17.02","83.76","373.08","186.54","356.05","289.32","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","3.11","0.1","0.7","0.0","6.32","0.7","4.42","0.0","0.0","0.0","0.0","21.45","83.76","373.08","186.54","351.63","289.32","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","3.11","0.1","0.7","0.0","6.75","0.7","4.73","0.0","0.0","0.0","0.0","26.17","83.76","373.08","186.54","346.9","289.32","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","3.11","0.1","0.7","0.0","6.91","0.7","4.84","0.0","0.0","0.0","0.0","31.01","83.76","373.08","186.54","342.07","289.32","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","3.11","0.1","0.7","0.0","6.22","0.7","4.35","0.0","0.0","0.0","0.0","35.36","83.76","373.08","186.54","337.71","289.32","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","3.11","0.1","0.7","0.0","6.25","0.7","4.38","0.0","0.0","0.0","0.0","39.74","83.76","373.08","186.54","333.34","289.32","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","3.11","0.1","0.7","0.0","6.17","0.7","4.32","0.0","0.0","0.0","0.0","44.06","83.76","373.08","186.54","329.02","289.32","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","3.11","0.1","0.7","0.0","6.13","0.7","4.29","0.0","0.0","0.0","0.0","48.35","83.76","373.08","186.54","324.73","289.32","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","3.11","0.1","0.7","0.0","6.11","0.7","4.28","0.0","0.0","0.0","0.0","52.63","83.76","373.08","186.54","320.45","289.32","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","3.11","0.1","0.7","0.0","5.97","0.7","4.18","0.0","0.0","0.0","0.0","56.81","83.76","373.08","186.54","316.27","289.32","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","3.11","0.1","0.7","0.0","6.06","0.7","4.24","0.0","0.0","0.0","0.0","61.05","83.76","373.08","186.54","312.03","289.32","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","3.11","0.1","0.7","0.0","5.78","0.7","4.05","0.0","0.0","0.0","0.0","65.09","83.76","373.08","186.54","307.98","289.32","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","3.11","0.1","0.7","0.0","5.78","0.7","4.05","0.0","0.0","0.0","0.0","69.14","83.76","373.08","186.54","303.94","289.32","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","3.11","0.1","0.7","0.0","5.68","0.7","3.98","0.0","0.0","0.0","0.0","73.12","83.76","373.08","186.54","299.96","289.32","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","3.11","0.1","0.7","0.0","5.45","0.7","3.82","0.0","0.0","0.0","0.0","76.93","83.76","373.08","186.54","296.15","289.32","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","3.11","0.1","0.7","0.0","5.13","0.7","3.59","0.0","0.0","0.0","0.0","80.52","83.76","373.08","186.54","292.55","289.32","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","3.11","0.1","0.7","0.0","5.07","0.7","3.55","0.0","0.0","0.0","0.0","0.0","83.76","373.08","186.54","373.08","289.32","84.07","","","","","","",""
"2016.0","8.0","28.0","241.0","3.11","0.1","0.7","0.0","5.37","0.7","3.76","0.0","0.0","0.0","0.0","3.76","83.76","373.08","186.54","369.32","289.32","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","3.11","0.1","0.7","0.0","5.55","0.7","3.89","0.0","0.0","0.0","0.0","7.64","83.76","373.08","186.54","365.43","289.32","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","3.11","0.1","0.7","0.0","6.02","0.7","4.21","0.0","0.0","0.0","0.0","11.86","83.76","373.08","186.54","361.22","289.32","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","3.11","0.09","0.7","0.0","5.79","0.7","4.05","0.0","0.0","0.0","0.0","15.91","83.76","373.08","186.54","357.16","289.32","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","3.11","0.09","0.7","0.0","5.01","0.7","3.51","0.0","0.0","0.0","0.0","19.42","83.76","373.08","186.54","353.66","289.32","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","3.11","0.09","0.7","0.0","5.11","0.7","3.58","0.0","0.0","0.0","0.0","23.0","83.76","373.08","186.54","350.08","289.32","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","3.11","0.09","0.7","0.0","5.0","0.7","3.5","0.0","0.0","0.0","0.0","26.5","83.76","373.08","186.54","346.58","289.32","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","3.11","0.09","0.7","0.0","4.55","0.7","3.19","0.0","0.0","0.0","0.0","29.68","83.76","373.08","186.54","343.4","289.32","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","3.11","0.09","0.7","0.0","5.22","0.7","3.65","0.0","0.0","0.0","0.0","33.33","83.76","373.08","186.54","339.74","289.32","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","3.11","0.09","0.7","0.0","4.99","0.7","3.49","0.0","0.0","0.0","0.0","36.83","83.76","373.08","186.54","336.25","289.32","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","3.11","0.09","0.7","0.0","5.6","0.7","3.92","0.0","0.0","0.0","0.0","40.75","83.76","373.08","186.54","332.33","289.32","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","3.11","0.09","0.7","0.0","5.47","0.7","3.83","0.0","0.0","0.0","0.0","44.58","83.76","373.08","186.54","328.5","289.32","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","3.11","0.09","0.7","0.0","5.19","0.7","3.63","0.0","0.0","0.0","0.0","48.21","83.76","373.08","186.54","324.87","289.32","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","3.11","0.09","0.7","0.0","5.22","0.7","3.65","0.0","0.0","0.0","0.0","51.86","83.76","373.08","186.54","321.21","289.32","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","3.11","0.09","0.7","0.0","4.69","0.7","3.28","0.0","0.0","0.0","0.0","55.15","83.76","373.08","186.54","317.93","289.32","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","3.11","0.09","0.7","0.0","4.31","0.7","3.02","0.0","0.0","0.0","0.0","58.16","83.76","373.08","186.54","314.91","289.32","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","3.11","0.09","0.7","0.0","3.86","0.7","2.7","0.0","0.0","0.0","0.0","60.87","83.76","373.08","186.54","312.21","289.32","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","3.11","0.09","0.7","0.0","4.22","0.7","2.95","0.0","0.0","0.0","0.0","63.82","83.76","373.08","186.54","309.26","289.32","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","3.11","0.09","0.7","0.0","4.56","0.7","3.19","0.0","0.0","0.0","0.0","67.01","83.76","373.08","186.54","306.06","289.32","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","3.11","0.09","0.7","0.0","4.72","0.7","3.3","0.0","0.0","0.0","0.0","70.32","83.76","373.08","186.54","302.76","289.32","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","3.11","0.09","0.7","0.0","4.74","0.7","3.32","0.0","0.0","0.0","0.0","73.63","83.76","373.08","186.54","299.44","289.32","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","3.11","0.09","0.7","0.0","4.65","0.7","3.26","0.0","0.0","0.0","0.0","76.89","83.76","373.08","186.54","296.19","289.32","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","3.11","0.09","0.7","0.0","5.09","0.7","3.56","0.0","0.0","0.0","0.0","80.45","83.76","373.08","186.54","292.62","289.32","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","3.11","0.09","0.7","0.0","5.49","0.7","3.84","0.0","0.0","0.0","0.0","0.0","83.76","373.08","186.54","373.08","289.32","84.29","","","","","","",""
"2016.0","9.0","21.0","265.0","3.11","0.09","0.7","0.0","5.4","0.7","3.78","0.0","0.0","0.0","0.0","3.78","83.76","373.08","186.54","369.3","289.32","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","3.11","0.09","0.7","0.0","4.35","0.7","3.05","0.0","0.0","0.0","0.0","6.83","83.76","373.08","186.54","366.25","289.32","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","3.11","0.09","0.7","0.0","4.54","0.7","3.18","0.0","0.0","0.0","0.0","10.0","83.76","373.08","186.54","363.07","289.32","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","3.11","0.09","0.7","0.0","4.49","0.7","3.14","0.0","0.0","0.0","0.0","13.15","83.76","373.08","186.54","359.93","289.32","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","3.11","0.09","0.7","0.0","4.2","0.7","2.94","0.0","0.0","0.0","0.0","16.09","83.76","373.08","186.54","356.99","289.32","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","3.11","0.09","0.7","0.0","4.51","0.7","3.16","0.0","0.0","0.0","0.0","19.24","83.76","373.08","186.54","353.83","289.32","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","3.11","0.09","0.7","0.0","4.62","0.7","3.23","0.0","0.0","0.0","0.0","22.48","83.76","373.08","186.54","350.6","289.32","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","3.11","0.09","0.7","0.0","4.51","0.7","3.16","0.0","0.0","0.0","0.0","25.63","83.76","373.08","186.54","347.44","289.32","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","3.11","0.09","0.7","0.0","4.4","0.7","3.08","0.0","0.0","0.0","0.0","28.71","83.76","373.08","186.54","344.36","289.32","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","3.11","0.09","0.7","0.0","3.46","0.7","2.42","1.26","1.26","0.0","0.0","29.88","83.76","373.08","186.54","343.2","289.32","0.0","","","","","","",""
