" Daily soil water balance output for Urban Landscape in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Urban Landscape in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","6.0","30.0","182.0","34035.48","0.14","0.8","0.0","7.33","0.8","5.86","0.0","0.0","0.0","0.0","24.91","30.61","128.0","64.0","103.09","97.39","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","34035.48","0.14","0.8","0.0","7.26","0.8","5.81","0.0","0.0","0.0","0.0","0.0","30.61","128.0","64.0","128.0","97.39","30.72","","","","","","",""
"2016.0","7.0","2.0","184.0","34035.48","0.13","0.8","0.0","7.22","0.8","5.78","0.0","0.0","0.0","0.0","5.78","30.61","128.0","64.0","122.22","97.39","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","34035.48","0.13","0.8","0.0","7.47","0.8","5.98","0.0","0.0","0.0","0.0","11.75","30.61","128.0","64.0","116.25","97.39","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","34035.48","0.13","0.8","0.0","7.03","0.8","5.62","0.0","0.0","0.0","0.0","17.38","30.61","128.0","64.0","110.62","97.39","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","34035.48","0.13","0.8","0.0","6.33","0.8","5.06","0.0","0.0","0.0","0.0","22.44","30.61","128.0","64.0","105.56","97.39","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","34035.48","0.13","0.8","0.0","6.41","0.8","5.13","0.0","0.0","0.0","0.0","27.57","30.61","128.0","64.0","100.43","97.39","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","34035.48","0.13","0.8","0.0","6.58","0.8","5.26","0.0","0.0","0.0","0.0","0.0","30.61","128.0","64.0","128.0","97.39","32.83","","","","","","",""
"2016.0","7.0","8.0","190.0","34035.48","0.13","0.8","0.0","7.14","0.8","5.71","0.0","0.0","0.0","0.0","5.71","30.61","128.0","64.0","122.29","97.39","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","34035.48","0.13","0.8","0.0","6.64","0.8","5.31","0.0","0.0","0.0","0.0","11.02","30.61","128.0","64.0","116.98","97.39","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","34035.48","0.12","0.8","0.0","6.48","0.8","5.18","0.0","0.0","0.0","0.0","16.21","30.61","128.0","64.0","111.79","97.39","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","34035.48","0.12","0.8","0.0","7.24","0.8","5.79","0.0","0.0","0.0","0.0","22.0","30.61","128.0","64.0","106.0","97.39","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","34035.48","0.12","0.8","0.0","6.92","0.8","5.54","0.0","0.0","0.0","0.0","27.54","30.61","128.0","64.0","100.46","97.39","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","34035.48","0.12","0.8","0.0","7.23","0.8","5.78","0.0","0.0","0.0","0.0","0.0","30.61","128.0","64.0","128.0","97.39","33.32","","","","","","",""
"2016.0","7.0","14.0","196.0","34035.48","0.12","0.8","0.0","7.41","0.8","5.93","0.0","0.0","0.0","0.0","5.93","30.61","128.0","64.0","122.07","97.39","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","34035.48","0.12","0.8","0.0","7.33","0.8","5.86","0.0","0.0","0.0","0.0","11.79","30.61","128.0","64.0","116.21","97.39","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","34035.48","0.12","0.8","0.0","7.03","0.8","5.62","0.0","0.0","0.0","0.0","17.42","30.61","128.0","64.0","110.58","97.39","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","34035.48","0.12","0.8","0.0","6.8","0.8","5.44","0.0","0.0","0.0","0.0","22.86","30.61","128.0","64.0","105.14","97.39","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","34035.48","0.12","0.8","0.0","6.4","0.8","5.12","0.0","0.0","0.0","0.0","27.98","30.61","128.0","64.0","100.02","97.39","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","34035.48","0.12","0.8","0.0","6.66","0.8","5.33","0.0","0.0","0.0","0.0","0.0","30.61","128.0","64.0","128.0","97.39","33.3","","","","","","",""
"2016.0","7.0","20.0","202.0","34035.48","0.12","0.8","0.0","7.09","0.8","5.67","0.0","0.0","0.0","0.0","5.67","30.61","128.0","64.0","122.33","97.39","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","34035.48","0.11","0.8","0.0","7.29","0.8","5.83","0.0","0.0","0.0","0.0","11.5","30.61","128.0","64.0","116.5","97.39","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","34035.48","0.11","0.8","0.0","7.16","0.8","5.73","0.0","0.0","0.0","0.0","17.23","30.61","128.0","64.0","110.77","97.39","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","34035.48","0.11","0.8","0.0","7.74","0.8","6.19","0.0","0.0","0.0","0.0","23.42","30.61","128.0","64.0","104.58","97.39","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","34035.48","0.11","0.8","0.0","7.36","0.8","5.89","0.0","0.0","0.0","0.0","29.31","30.61","128.0","64.0","98.69","97.39","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","34035.48","0.11","0.8","0.0","7.31","0.8","5.85","0.0","0.0","0.0","0.0","0.0","30.61","128.0","64.0","128.0","97.39","35.16","","","","","","",""
"2016.0","7.0","26.0","208.0","34035.48","0.11","0.8","0.0","7.31","0.8","5.85","0.0","0.0","0.0","0.0","5.85","30.61","128.0","64.0","122.15","97.39","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","34035.48","0.11","0.8","0.0","7.67","0.8","6.14","0.0","0.0","0.0","0.0","11.98","30.61","128.0","64.0","116.02","97.39","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","34035.48","0.11","0.8","0.0","7.7","0.8","6.16","0.0","0.0","0.0","0.0","18.14","30.61","128.0","64.0","109.86","97.39","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","34035.48","0.11","0.8","0.0","7.64","0.8","6.11","0.0","0.0","0.0","0.0","24.26","30.61","128.0","64.0","103.74","97.39","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","34035.48","0.11","0.8","0.0","7.8","0.8","6.24","0.0","0.0","0.0","0.0","30.5","30.61","128.0","64.0","97.5","97.39","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","34035.48","0.11","0.8","0.0","6.99","0.8","5.59","0.0","0.0","0.0","0.0","0.0","30.61","128.0","64.0","128.0","97.39","36.09","","","","","","",""
"2016.0","8.0","1.0","214.0","34035.48","0.11","0.8","0.0","6.72","0.8","5.38","0.0","0.0","0.0","0.0","5.38","30.61","128.0","64.0","122.62","97.39","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","34035.48","0.11","0.8","0.0","6.67","0.8","5.34","0.0","0.0","0.0","0.0","10.71","30.61","128.0","64.0","117.29","97.39","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","34035.48","0.1","0.8","0.0","7.02","0.8","5.62","0.0","0.0","0.0","0.0","16.33","30.61","128.0","64.0","111.67","97.39","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","34035.48","0.1","0.8","0.0","6.28","0.8","5.02","0.0","0.0","0.0","0.0","21.35","30.61","128.0","64.0","106.65","97.39","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","34035.48","0.1","0.8","0.0","5.75","0.8","4.6","0.0","0.0","0.0","0.0","25.95","30.61","128.0","64.0","102.05","97.39","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","34035.48","0.1","0.8","0.0","6.03","0.8","4.82","0.0","0.0","0.0","0.0","0.0","30.61","128.0","64.0","128.0","97.39","30.78","","","","","","",""
"2016.0","8.0","7.0","220.0","34035.48","0.1","0.8","0.0","6.13","0.8","4.9","0.0","0.0","0.0","0.0","4.9","30.61","128.0","64.0","123.1","97.39","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","34035.48","0.1","0.8","0.0","6.44","0.8","5.15","0.0","0.0","0.0","0.0","10.06","30.61","128.0","64.0","117.94","97.39","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","34035.48","0.1","0.8","0.0","6.18","0.8","4.94","0.0","0.0","0.0","0.0","15.0","30.61","128.0","64.0","113.0","97.39","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","34035.48","0.1","0.8","0.0","6.26","0.8","5.01","0.0","0.0","0.0","0.0","20.01","30.61","128.0","64.0","107.99","97.39","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","34035.48","0.1","0.8","0.0","6.48","0.8","5.18","0.0","0.0","0.0","0.0","25.19","30.61","128.0","64.0","102.81","97.39","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","34035.48","0.1","0.8","0.0","6.66","0.8","5.33","0.0","0.0","0.0","0.0","30.52","30.61","128.0","64.0","97.48","97.39","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","34035.48","0.1","0.8","0.0","7.08","0.8","5.66","0.0","0.0","0.0","0.0","0.0","30.61","128.0","64.0","128.0","97.39","36.18","","","","","","",""
"2016.0","8.0","14.0","227.0","34035.48","0.1","0.8","0.0","7.28","0.8","5.82","0.0","0.0","0.0","0.0","5.82","30.61","128.0","64.0","122.18","97.39","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","34035.48","0.1","0.8","0.0","6.68","0.8","5.34","0.0","0.0","0.0","0.0","11.17","30.61","128.0","64.0","116.83","97.39","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","34035.48","0.1","0.8","0.0","6.58","0.8","5.26","0.0","0.0","0.0","0.0","16.43","30.61","128.0","64.0","111.57","97.39","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","34035.48","0.1","0.8","0.0","6.46","0.8","5.17","0.0","0.0","0.0","0.0","21.6","30.61","128.0","64.0","106.4","97.39","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","34035.48","0.1","0.8","0.0","6.45","0.8","5.16","0.0","0.0","0.0","0.0","26.76","30.61","128.0","64.0","101.24","97.39","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","34035.48","0.1","0.8","0.0","6.48","0.8","5.18","0.0","0.0","0.0","0.0","0.0","30.61","128.0","64.0","128.0","97.39","31.94","","","","","","",""
"2016.0","8.0","20.0","233.0","34035.48","0.1","0.8","0.0","6.38","0.8","5.1","0.0","0.0","0.0","0.0","5.1","30.61","128.0","64.0","122.9","97.39","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","34035.48","0.1","0.8","0.0","6.43","0.8","5.14","0.0","0.0","0.0","0.0","10.25","30.61","128.0","64.0","117.75","97.39","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","34035.48","0.1","0.8","0.0","5.91","0.8","4.73","0.0","0.0","0.0","0.0","14.98","30.61","128.0","64.0","113.02","97.39","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","34035.48","0.09","0.8","0.0","6.15","0.8","4.92","0.0","0.0","0.0","0.0","19.9","30.61","128.0","64.0","108.1","97.39","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","34035.48","0.09","0.8","0.0","6.07","0.8","4.86","0.0","0.0","0.0","0.0","24.75","30.61","128.0","64.0","103.25","97.39","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","34035.48","0.09","0.8","0.0","5.84","0.8","4.67","0.0","0.0","0.0","0.0","29.42","30.61","128.0","64.0","98.58","97.39","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","34035.48","0.09","0.8","0.0","5.45","0.8","4.36","0.0","0.0","0.0","0.0","0.0","30.61","128.0","64.0","128.0","97.39","33.78","","","","","","",""
"2016.0","8.0","27.0","240.0","34035.48","0.09","0.8","0.0","5.34","0.8","4.27","0.0","0.0","0.0","0.0","4.27","30.61","128.0","64.0","123.73","97.39","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","34035.48","0.09","0.8","0.0","5.63","0.8","4.5","0.0","0.0","0.0","0.0","8.78","30.61","128.0","64.0","119.22","97.39","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","34035.48","0.09","0.8","0.0","5.9","0.8","4.72","0.0","0.0","0.0","0.0","13.5","30.61","128.0","64.0","114.5","97.39","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","34035.48","0.09","0.8","0.0","6.35","0.8","5.08","0.0","0.0","0.0","0.0","18.58","30.61","128.0","64.0","109.42","97.39","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","34035.48","0.09","0.8","0.0","6.1","0.8","4.88","0.0","0.0","0.0","0.0","23.46","30.61","128.0","64.0","104.54","97.39","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","34035.48","0.09","0.8","0.0","5.33","0.8","4.26","0.0","0.0","0.0","0.0","27.72","30.61","128.0","64.0","100.28","97.39","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","34035.48","0.09","0.8","0.0","5.33","0.8","4.26","0.0","0.0","0.0","0.0","0.0","30.61","128.0","64.0","128.0","97.39","31.98","","","","","","",""
"2016.0","9.0","3.0","247.0","34035.48","0.09","0.8","0.0","5.2","0.8","4.16","0.0","0.0","0.0","0.0","4.16","30.61","128.0","64.0","123.84","97.39","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","34035.48","0.09","0.8","0.0","4.61","0.8","3.69","0.0","0.0","0.0","0.0","7.85","30.61","128.0","64.0","120.15","97.39","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","34035.48","0.09","0.8","0.0","5.35","0.8","4.28","0.0","0.0","0.0","0.0","12.13","30.61","128.0","64.0","115.87","97.39","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","34035.48","0.09","0.8","0.0","5.12","0.8","4.1","0.0","0.0","0.0","0.0","16.22","30.61","128.0","64.0","111.78","97.39","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","34035.48","0.09","0.8","0.0","5.65","0.8","4.52","0.0","0.0","0.0","0.0","20.74","30.61","128.0","64.0","107.26","97.39","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","34035.48","0.09","0.8","0.0","5.8","0.8","4.64","0.0","0.0","0.0","0.0","25.38","30.61","128.0","64.0","102.62","97.39","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","34035.48","0.09","0.8","0.0","5.45","0.8","4.36","0.0","0.0","0.0","0.0","29.74","30.61","128.0","64.0","98.26","97.39","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","34035.48","0.09","0.8","0.0","5.52","0.8","4.42","0.0","0.0","0.0","0.0","0.0","30.61","128.0","64.0","128.0","97.39","34.16","","","","","","",""
"2016.0","9.0","11.0","255.0","34035.48","0.09","0.8","0.0","5.1","0.8","4.08","0.0","0.0","0.0","0.0","4.08","30.61","128.0","64.0","123.92","97.39","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","34035.48","0.09","0.8","0.0","4.64","0.8","3.71","0.0","0.0","0.0","0.0","7.79","30.61","128.0","64.0","120.21","97.39","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","34035.48","0.09","0.8","0.0","3.89","0.8","3.11","0.0","0.0","0.0","0.0","10.9","30.61","128.0","64.0","117.1","97.39","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","34035.48","0.09","0.8","0.0","4.28","0.8","3.42","0.0","0.0","0.0","0.0","14.33","30.61","128.0","64.0","113.67","97.39","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","34035.48","0.09","0.8","0.0","4.73","0.8","3.78","0.0","0.0","0.0","0.0","18.11","30.61","128.0","64.0","109.89","97.39","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","34035.48","0.09","0.8","0.0","4.9","0.8","3.92","0.0","0.0","0.0","0.0","22.03","30.61","128.0","64.0","105.97","97.39","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","34035.48","0.09","0.8","0.0","4.9","0.8","3.92","0.0","0.0","0.0","0.0","25.95","30.61","128.0","64.0","102.05","97.39","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","34035.48","0.09","0.8","0.0","4.74","0.8","3.79","0.0","0.0","0.0","0.0","29.74","30.61","128.0","64.0","98.26","97.39","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","34035.48","0.09","0.8","0.0","5.22","0.8","4.18","0.0","0.0","0.0","0.0","0.0","30.61","128.0","64.0","128.0","97.39","33.92","","","","","","",""
"2016.0","9.0","20.0","264.0","34035.48","0.09","0.8","0.0","5.6","0.8","4.48","0.0","0.0","0.0","0.0","4.48","30.61","128.0","64.0","123.52","97.39","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","34035.48","0.09","0.8","0.0","5.36","0.8","4.29","0.0","0.0","0.0","0.0","8.77","30.61","128.0","64.0","119.23","97.39","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","34035.48","0.09","0.8","0.0","4.39","0.8","3.51","0.0","0.0","0.0","0.0","12.28","30.61","128.0","64.0","115.72","97.39","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","34035.48","0.09","0.8","0.0","4.76","0.8","3.81","0.0","0.0","0.0","0.0","16.09","30.61","128.0","64.0","111.91","97.39","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","34035.48","0.09","0.8","0.0","4.54","0.8","3.63","0.0","0.0","0.0","0.0","19.72","30.61","128.0","64.0","108.28","97.39","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","34035.48","0.09","0.8","0.0","4.21","0.8","3.37","0.0","0.0","0.0","0.0","23.09","30.61","128.0","64.0","104.91","97.39","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","34035.48","0.09","0.8","0.0","4.59","0.8","3.67","0.0","0.0","0.0","0.0","26.76","30.61","128.0","64.0","101.24","97.39","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","34035.48","0.09","0.8","0.0","4.66","0.8","3.73","0.0","0.0","0.0","0.0","30.49","30.61","128.0","64.0","97.51","97.39","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","34035.48","0.09","0.8","0.0","4.75","0.8","3.8","0.0","0.0","0.0","0.0","0.0","30.61","128.0","64.0","128.0","97.39","34.29","","","","","","",""
"2016.0","9.0","29.0","273.0","34035.48","0.08","0.8","0.0","4.72","0.8","3.78","0.0","0.0","0.0","0.0","3.78","30.61","128.0","64.0","124.22","97.39","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","34035.48","0.08","0.8","0.0","3.6","0.8","2.88","2.91","2.91","0.0","0.0","3.75","30.61","128.0","64.0","124.25","97.39","0.0","","","","","","",""
