" Daily soil water balance output for Water Surface in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Water Surface in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","6.0","27.0","179.0","14278.171689","0.13","1.1","0.0","7.91","1.1","8.701","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","28.0","180.0","14278.171689","0.13","1.1","0.0","7.84","1.1","8.624","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","29.0","181.0","14278.171689","0.12","1.1","0.0","7.09","1.1","7.799","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","6.0","30.0","182.0","14278.171689","0.12","1.1","0.0","7.05","1.1","7.755","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","14278.171689","0.12","1.1","0.0","6.9","1.1","7.59","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","14278.171689","0.12","1.1","0.0","6.81","1.1","7.491","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","14278.171689","0.12","1.1","0.0","7.1","1.1","7.81","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","14278.171689","0.12","1.1","0.0","6.66","1.1","7.326","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","14278.171689","0.12","1.1","0.0","5.99","1.1","6.589","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","14278.171689","0.12","1.1","0.0","6.1","1.1","6.71","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","14278.171689","0.12","1.1","0.0","6.23","1.1","6.853","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","14278.171689","0.12","1.1","0.0","6.87","1.1","7.557","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","14278.171689","0.12","1.1","0.0","6.38","1.1","7.018","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","14278.171689","0.12","1.1","0.0","6.34","1.1","6.974","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","14278.171689","0.11","1.1","0.0","7.04","1.1","7.744","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","14278.171689","0.11","1.1","0.0","6.68","1.1","7.348","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","14278.171689","0.11","1.1","0.0","7.04","1.1","7.744","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","14278.171689","0.11","1.1","0.0","7.15","1.1","7.865","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","14278.171689","0.11","1.1","0.0","7.02","1.1","7.722","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","14278.171689","0.11","1.1","0.0","6.67","1.1","7.337","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","14278.171689","0.11","1.1","0.0","6.41","1.1","7.051","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","14278.171689","0.11","1.1","0.0","6.11","1.1","6.721","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","14278.171689","0.11","1.1","0.0","6.39","1.1","7.029","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","14278.171689","0.11","1.1","0.0","6.83","1.1","7.513","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","14278.171689","0.11","1.1","0.0","6.97","1.1","7.667","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","14278.171689","0.11","1.1","0.0","6.86","1.1","7.546","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","14278.171689","0.11","1.1","0.0","7.47","1.1","8.217","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","14278.171689","0.11","1.1","0.0","7.22","1.1","7.942","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","14278.171689","0.1","1.1","0.0","6.98","1.1","7.678","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","14278.171689","0.1","1.1","0.0","7.07","1.1","7.777","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","14278.171689","0.1","1.1","0.0","7.42","1.1","8.162","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","14278.171689","0.1","1.1","0.0","7.34","1.1","8.074","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","14278.171689","0.1","1.1","0.0","7.17","1.1","7.887","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","14278.171689","0.1","1.1","0.0","7.48","1.1","8.228","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","14278.171689","0.1","1.1","0.0","6.64","1.1","7.304","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","14278.171689","0.1","1.1","0.0","6.39","1.1","7.029","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","14278.171689","0.1","1.1","0.0","6.37","1.1","7.007","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","14278.171689","0.1","1.1","0.0","6.7","1.1","7.37","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","14278.171689","0.1","1.1","0.0","5.78","1.1","6.358","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","14278.171689","0.1","1.1","0.0","5.49","1.1","6.039","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","14278.171689","0.1","1.1","0.0","5.74","1.1","6.314","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","14278.171689","0.1","1.1","0.0","5.89","1.1","6.479","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","14278.171689","0.1","1.1","0.0","6.28","1.1","6.908","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","14278.171689","0.1","1.1","0.0","5.99","1.1","6.589","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","14278.171689","0.1","1.1","0.0","6.06","1.1","6.666","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","14278.171689","0.1","1.1","0.0","6.22","1.1","6.842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","14278.171689","0.1","1.1","0.0","6.4","1.1","7.04","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","14278.171689","0.1","1.1","0.0","6.82","1.1","7.502","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","14278.171689","0.1","1.1","0.0","6.99","1.1","7.689","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","14278.171689","0.09","1.1","0.0","6.29","1.1","6.919","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","14278.171689","0.09","1.1","0.0","6.32","1.1","6.952","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","14278.171689","0.09","1.1","0.0","6.22","1.1","6.842","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","14278.171689","0.09","1.1","0.0","6.18","1.1","6.798","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","14278.171689","0.09","1.1","0.0","6.16","1.1","6.776","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","14278.171689","0.09","1.1","0.0","6.03","1.1","6.633","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","14278.171689","0.09","1.1","0.0","6.1","1.1","6.71","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","14278.171689","0.09","1.1","0.0","5.78","1.1","6.358","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","14278.171689","0.09","1.1","0.0","5.82","1.1","6.402","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","14278.171689","0.09","1.1","0.0","5.72","1.1","6.292","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","14278.171689","0.09","1.1","0.0","5.52","1.1","6.072","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","14278.171689","0.09","1.1","0.0","5.18","1.1","5.698","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","14278.171689","0.09","1.1","0.0","5.11","1.1","5.621","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","14278.171689","0.09","1.1","0.0","5.42","1.1","5.962","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","14278.171689","0.09","1.1","0.0","5.61","1.1","6.171","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","14278.171689","0.09","1.1","0.0","6.08","1.1","6.688","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","14278.171689","0.09","1.1","0.0","5.85","1.1","6.435","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","14278.171689","0.09","1.1","0.0","5.05","1.1","5.555","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","14278.171689","0.09","1.1","0.0","5.13","1.1","5.643","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","14278.171689","0.09","1.1","0.0","5.04","1.1","5.544","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","14278.171689","0.09","1.1","0.0","4.57","1.1","5.027","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","14278.171689","0.09","1.1","0.0","5.26","1.1","5.786","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","14278.171689","0.09","1.1","0.0","5.0","1.1","5.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","14278.171689","0.09","1.1","0.0","5.62","1.1","6.182","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","14278.171689","0.09","1.1","0.0","5.52","1.1","6.072","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","14278.171689","0.09","1.1","0.0","5.23","1.1","5.753","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","14278.171689","0.09","1.1","0.0","5.25","1.1","5.775","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","14278.171689","0.09","1.1","0.0","4.72","1.1","5.192","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","14278.171689","0.09","1.1","0.0","4.34","1.1","4.774","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","14278.171689","0.09","1.1","0.0","3.86","1.1","4.246","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","14278.171689","0.09","1.1","0.0","4.22","1.1","4.642","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","14278.171689","0.09","1.1","0.0","4.58","1.1","5.038","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","14278.171689","0.09","1.1","0.0","4.74","1.1","5.214","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","14278.171689","0.09","1.1","0.0","4.76","1.1","5.236","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","14278.171689","0.09","1.1","0.0","4.66","1.1","5.126","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","14278.171689","0.09","1.1","0.0","5.1","1.1","5.61","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","14278.171689","0.08","1.1","0.0","5.54","1.1","6.094","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","14278.171689","0.08","1.1","0.0","5.44","1.1","5.984","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","14278.171689","0.08","1.1","0.0","4.35","1.1","4.785","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","14278.171689","0.08","1.1","0.0","4.55","1.1","5.005","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","14278.171689","0.08","1.1","0.0","4.5","1.1","4.95","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","14278.171689","0.08","1.1","0.0","4.19","1.1","4.609","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","14278.171689","0.08","1.1","0.0","4.49","1.1","4.939","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","14278.171689","0.08","1.1","0.0","4.62","1.1","5.082","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","14278.171689","0.08","1.1","0.0","4.54","1.1","4.994","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","14278.171689","0.08","1.1","0.0","4.44","1.1","4.884","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","14278.171689","0.08","1.1","0.0","3.46","1.1","3.806","1.3","","","","","","","","","","","","","","","","",""
