" Daily soil water balance output for Alfalfa in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Alfalfa in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","6.0","30.0","182.0","39402.3","0.14","0.9","0.0","7.3","0.9","6.57","0.0","0.0","0.0","0.0","69.46","123.86","600.92","300.46","531.46","477.06","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","39402.3","0.14","0.9","0.0","7.23","0.9","6.51","0.0","0.0","0.0","0.0","75.97","123.86","600.92","300.46","524.95","477.06","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","39402.3","0.13","0.9","0.0","7.18","0.9","6.46","0.0","0.0","0.0","0.0","82.43","123.86","600.92","300.46","518.49","477.06","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","39402.3","0.13","0.9","0.0","7.44","0.9","6.7","0.0","0.0","0.0","0.0","89.13","123.86","600.92","300.46","511.79","477.06","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","39402.3","0.13","0.9","0.0","7.0","0.9","6.3","0.0","0.0","0.0","0.0","95.43","123.86","600.92","300.46","505.49","477.06","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","39402.3","0.13","0.9","0.0","6.29","0.9","5.66","0.0","0.0","0.0","0.0","101.09","123.86","600.92","300.46","499.83","477.06","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","39402.3","0.13","0.9","0.0","6.38","0.9","5.74","0.0","0.0","0.0","0.0","106.83","123.86","600.92","300.46","494.09","477.06","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","39402.3","0.13","0.9","0.0","6.53","0.9","5.88","0.0","0.0","0.0","0.0","112.71","123.86","600.92","300.46","488.21","477.06","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","39402.3","0.13","0.9","0.0","7.11","0.9","6.4","0.0","0.0","0.0","0.0","119.11","123.86","600.92","300.46","481.81","477.06","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","39402.3","0.13","0.9","0.0","6.6","0.9","5.94","0.0","0.0","0.0","0.0","0.0","123.86","600.92","300.46","600.92","477.06","125.05","","","","","","",""
"2016.0","7.0","10.0","192.0","39402.3","0.13","0.9","0.0","6.47","0.9","5.82","0.0","0.0","0.0","0.0","5.82","123.86","600.92","300.46","595.1","477.06","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","39402.3","0.12","0.9","0.0","7.23","0.9","6.51","0.0","0.0","0.0","0.0","12.33","123.86","600.92","300.46","588.59","477.06","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","39402.3","0.12","0.9","0.0","6.91","0.9","6.22","0.0","0.0","0.0","0.0","18.55","123.86","600.92","300.46","582.37","477.06","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","39402.3","0.12","0.9","0.0","7.23","0.9","6.51","0.0","0.0","0.0","0.0","25.06","123.86","600.92","300.46","575.86","477.06","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","39402.3","0.12","0.9","0.0","7.4","0.9","6.66","0.0","0.0","0.0","0.0","31.72","123.86","600.92","300.46","569.2","477.06","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","39402.3","0.12","0.9","0.0","7.32","0.9","6.59","0.0","0.0","0.0","0.0","38.3","123.86","600.92","300.46","562.61","477.06","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","39402.3","0.12","0.9","0.0","7.01","0.9","6.31","0.0","0.0","0.0","0.0","44.61","123.86","600.92","300.46","556.31","477.06","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","39402.3","0.12","0.9","0.0","6.76","0.9","6.08","0.0","0.0","0.0","0.0","50.7","123.86","600.92","300.46","550.22","477.06","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","39402.3","0.12","0.9","0.0","6.37","0.9","5.73","0.0","0.0","0.0","0.0","56.43","123.86","600.92","300.46","544.49","477.06","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","39402.3","0.12","0.9","0.0","6.63","0.9","5.97","0.0","0.0","0.0","0.0","62.4","123.86","600.92","300.46","538.52","477.06","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","39402.3","0.12","0.9","0.0","7.06","0.9","6.35","0.0","0.0","0.0","0.0","68.75","123.86","600.92","300.46","532.17","477.06","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","39402.3","0.11","0.9","0.0","7.27","0.9","6.54","0.0","0.0","0.0","0.0","75.29","123.86","600.92","300.46","525.62","477.06","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","39402.3","0.11","0.9","0.0","7.13","0.9","6.42","0.0","0.0","0.0","0.0","81.71","123.86","600.92","300.46","519.21","477.06","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","39402.3","0.11","0.9","0.0","7.72","0.9","6.95","0.0","0.0","0.0","0.0","88.66","123.86","600.92","300.46","512.26","477.06","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","39402.3","0.11","0.9","0.0","7.38","0.9","6.64","0.0","0.0","0.0","0.0","95.3","123.86","600.92","300.46","505.62","477.06","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","39402.3","0.11","0.9","0.0","7.29","0.9","6.56","0.0","0.0","0.0","0.0","101.86","123.86","600.92","300.46","499.06","477.06","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","39402.3","0.11","0.9","0.0","7.3","0.9","6.57","0.0","0.0","0.0","0.0","108.43","123.86","600.92","300.46","492.49","477.06","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","39402.3","0.11","0.9","0.0","7.67","0.9","6.9","0.0","0.0","0.0","0.0","115.34","123.86","600.92","300.46","485.58","477.06","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","39402.3","0.11","0.9","0.0","7.66","0.9","6.89","0.0","0.0","0.0","0.0","122.23","123.86","600.92","300.46","478.69","477.06","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","39402.3","0.11","0.9","0.0","7.57","0.9","6.81","0.0","0.0","0.0","0.0","0.0","123.86","600.92","300.46","600.92","477.06","129.04","","","","","","",""
"2016.0","7.0","30.0","212.0","39402.3","0.11","0.9","0.0","7.81","0.9","7.03","0.0","0.0","0.0","0.0","7.03","123.86","600.92","300.46","593.89","477.06","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","39402.3","0.11","0.9","0.0","6.98","0.9","6.28","0.0","0.0","0.0","0.0","13.31","123.86","600.92","300.46","587.61","477.06","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","39402.3","0.11","0.9","0.0","6.7","0.9","6.03","0.0","0.0","0.0","0.0","19.34","123.86","600.92","300.46","581.58","477.06","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","39402.3","0.11","0.9","0.0","6.65","0.9","5.99","0.0","0.0","0.0","0.0","25.33","123.86","600.92","300.46","575.59","477.06","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","39402.3","0.1","0.9","0.0","7.01","0.9","6.31","0.0","0.0","0.0","0.0","31.64","123.86","600.92","300.46","569.28","477.06","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","39402.3","0.1","0.9","0.0","6.22","0.9","5.6","0.0","0.0","0.0","0.0","37.23","123.86","600.92","300.46","563.69","477.06","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","39402.3","0.1","0.9","0.0","5.72","0.9","5.15","0.0","0.0","0.0","0.0","42.38","123.86","600.92","300.46","558.54","477.06","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","39402.3","0.1","0.9","0.0","6.01","0.9","5.41","0.0","0.0","0.0","0.0","47.79","123.86","600.92","300.46","553.13","477.06","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","39402.3","0.1","0.9","0.0","6.09","0.9","5.48","0.0","0.0","0.0","0.0","53.27","123.86","600.92","300.46","547.65","477.06","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","39402.3","0.1","0.9","0.0","6.44","0.9","5.8","0.0","0.0","0.0","0.0","59.07","123.86","600.92","300.46","541.85","477.06","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","39402.3","0.1","0.9","0.0","6.18","0.9","5.56","0.0","0.0","0.0","0.0","64.63","123.86","600.92","300.46","536.29","477.06","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","39402.3","0.1","0.9","0.0","6.26","0.9","5.63","0.0","0.0","0.0","0.0","70.26","123.86","600.92","300.46","530.66","477.06","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","39402.3","0.1","0.9","0.0","6.46","0.9","5.81","0.0","0.0","0.0","0.0","76.08","123.86","600.92","300.46","524.84","477.06","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","39402.3","0.1","0.9","0.0","6.65","0.9","5.99","0.0","0.0","0.0","0.0","82.06","123.86","600.92","300.46","518.86","477.06","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","39402.3","0.1","0.9","0.0","7.06","0.9","6.35","0.0","0.0","0.0","0.0","88.42","123.86","600.92","300.46","512.5","477.06","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","39402.3","0.1","0.9","0.0","7.26","0.9","6.53","0.0","0.0","0.0","0.0","94.95","123.86","600.92","300.46","505.97","477.06","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","39402.3","0.1","0.9","0.0","6.64","0.9","5.98","0.0","0.0","0.0","0.0","100.93","123.86","600.92","300.46","499.99","477.06","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","39402.3","0.1","0.9","0.0","6.57","0.9","5.91","0.0","0.0","0.0","0.0","106.84","123.86","600.92","300.46","494.08","477.06","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","39402.3","0.1","0.9","0.0","6.46","0.9","5.81","0.0","0.0","0.0","0.0","112.65","123.86","600.92","300.46","488.27","477.06","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","39402.3","0.1","0.9","0.0","6.42","0.9","5.78","0.0","0.0","0.0","0.0","118.43","123.86","600.92","300.46","482.49","477.06","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","39402.3","0.1","0.9","0.0","6.44","0.9","5.8","0.0","0.0","0.0","0.0","0.0","123.86","600.92","300.46","600.92","477.06","124.23","","","","","","",""
"2016.0","8.0","20.0","233.0","39402.3","0.1","0.9","0.0","6.34","0.9","5.71","0.0","0.0","0.0","0.0","5.71","123.86","600.92","300.46","595.21","477.06","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","39402.3","0.1","0.9","0.0","6.38","0.9","5.74","0.0","0.0","0.0","0.0","11.45","123.86","600.92","300.46","589.47","477.06","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","39402.3","0.1","0.9","0.0","5.96","0.9","5.36","0.0","0.0","0.0","0.0","16.81","123.86","600.92","300.46","584.11","477.06","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","39402.3","0.1","0.9","0.0","6.1","0.9","5.49","0.0","0.0","0.0","0.0","22.3","123.86","600.92","300.46","578.62","477.06","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","39402.3","0.09","0.9","0.0","6.02","0.9","5.42","0.0","0.0","0.0","0.0","27.72","123.86","600.92","300.46","573.2","477.06","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","39402.3","0.09","0.9","0.0","5.81","0.9","5.23","0.0","0.0","0.0","0.0","32.95","123.86","600.92","300.46","567.97","477.06","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","39402.3","0.09","0.9","0.0","5.42","0.9","4.88","0.0","0.0","0.0","0.0","37.83","123.86","600.92","300.46","563.09","477.06","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","39402.3","0.09","0.9","0.0","5.32","0.9","4.79","0.0","0.0","0.0","0.0","42.62","123.86","600.92","300.46","558.3","477.06","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","39402.3","0.09","0.9","0.0","5.62","0.9","5.06","0.0","0.0","0.0","0.0","47.67","123.86","600.92","300.46","553.25","477.06","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","39402.3","0.09","0.9","0.0","5.87","0.9","5.28","0.0","0.0","0.0","0.0","52.96","123.86","600.92","300.46","547.96","477.06","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","39402.3","0.09","0.9","0.0","6.32","0.9","5.69","0.0","0.0","0.0","0.0","58.64","123.86","600.92","300.46","542.27","477.06","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","39402.3","0.09","0.9","0.0","6.07","0.9","5.46","0.0","0.0","0.0","0.0","64.11","123.86","600.92","300.46","536.81","477.06","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","39402.3","0.09","0.9","0.0","5.28","0.9","4.75","0.0","0.0","0.0","0.0","68.86","123.86","600.92","300.46","532.06","477.06","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","39402.3","0.09","0.9","0.0","5.32","0.9","4.79","0.0","0.0","0.0","0.0","73.65","123.86","600.92","300.46","527.27","477.06","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","39402.3","0.09","0.9","0.0","5.21","0.9","4.69","0.0","0.0","0.0","0.0","78.34","123.86","600.92","300.46","522.58","477.06","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","39402.3","0.09","0.9","0.0","4.61","0.9","4.15","0.0","0.0","0.0","0.0","82.49","123.86","600.92","300.46","518.43","477.06","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","39402.3","0.09","0.9","0.0","5.35","0.9","4.82","0.0","0.0","0.0","0.0","87.3","123.86","600.92","300.46","513.62","477.06","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","39402.3","0.09","0.9","0.0","5.1","0.9","4.59","0.0","0.0","0.0","0.0","91.89","123.86","600.92","300.46","509.03","477.06","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","39402.3","0.09","0.9","0.0","5.65","0.9","5.09","0.0","0.0","0.0","0.0","96.98","123.86","600.92","300.46","503.94","477.06","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","39402.3","0.09","0.9","0.0","5.78","0.9","5.2","0.0","0.0","0.0","0.0","102.18","123.86","600.92","300.46","498.74","477.06","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","39402.3","0.09","0.9","0.0","5.43","0.9","4.89","0.0","0.0","0.0","0.0","107.06","123.86","600.92","300.46","493.85","477.06","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","39402.3","0.09","0.9","0.0","5.49","0.9","4.94","0.0","0.0","0.0","0.0","112.01","123.86","600.92","300.46","488.91","477.06","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","39402.3","0.09","0.9","0.0","5.04","0.9","4.54","0.0","0.0","0.0","0.0","116.54","123.86","600.92","300.46","484.38","477.06","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","39402.3","0.09","0.9","0.0","4.58","0.9","4.12","0.0","0.0","0.0","0.0","120.66","123.86","600.92","300.46","480.26","477.06","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","39402.3","0.09","0.9","0.0","3.88","0.9","3.49","0.0","0.0","0.0","0.0","0.0","123.86","600.92","300.46","600.92","477.06","124.16","","","","","","",""
"2016.0","9.0","14.0","258.0","39402.3","0.09","0.9","0.0","4.27","0.9","3.84","0.0","0.0","0.0","0.0","3.84","123.86","600.92","300.46","597.08","477.06","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","39402.3","0.09","0.9","0.0","4.71","0.9","4.24","0.0","0.0","0.0","0.0","8.08","123.86","600.92","300.46","592.84","477.06","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","39402.3","0.09","0.9","0.0","4.88","0.9","4.39","0.0","0.0","0.0","0.0","12.47","123.86","600.92","300.46","588.44","477.06","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","39402.3","0.09","0.9","0.0","4.88","0.9","4.39","0.0","0.0","0.0","0.0","16.87","123.86","600.92","300.46","584.05","477.06","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","39402.3","0.09","0.9","0.0","4.73","0.9","4.26","0.0","0.0","0.0","0.0","21.12","123.86","600.92","300.46","579.8","477.06","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","39402.3","0.09","0.9","0.0","5.2","0.9","4.68","0.0","0.0","0.0","0.0","25.8","123.86","600.92","300.46","575.12","477.06","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","39402.3","0.09","0.9","0.0","5.65","0.9","5.09","0.0","0.0","0.0","0.0","30.89","123.86","600.92","300.46","570.03","477.06","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","39402.3","0.09","0.9","0.0","5.42","0.9","4.88","0.0","0.0","0.0","0.0","35.77","123.86","600.92","300.46","565.15","477.06","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","39402.3","0.09","0.9","0.0","4.4","0.9","3.96","0.0","0.0","0.0","0.0","39.73","123.86","600.92","300.46","561.19","477.06","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","39402.3","0.09","0.9","0.0","4.74","0.9","4.27","0.0","0.0","0.0","0.0","43.99","123.86","600.92","300.46","556.93","477.06","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","39402.3","0.09","0.9","0.0","4.57","0.9","4.11","0.0","0.0","0.0","0.0","48.11","123.86","600.92","300.46","552.81","477.06","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","39402.3","0.09","0.9","0.0","4.23","0.9","3.81","0.0","0.0","0.0","0.0","51.91","123.86","600.92","300.46","549.01","477.06","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","39402.3","0.09","0.9","0.0","4.58","0.9","4.12","0.0","0.0","0.0","0.0","56.03","123.86","600.92","300.46","544.88","477.06","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","39402.3","0.09","0.9","0.0","4.68","0.9","4.21","0.0","0.0","0.0","0.0","60.25","123.86","600.92","300.46","540.67","477.06","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","39402.3","0.09","0.9","0.0","4.75","0.9","4.28","0.0","0.0","0.0","0.0","64.52","123.86","600.92","300.46","536.4","477.06","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","39402.3","0.09","0.9","0.0","4.71","0.9","4.24","0.0","0.0","0.0","0.0","68.76","123.86","600.92","300.46","532.16","477.06","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","39402.3","0.09","0.9","0.0","3.59","0.9","3.23","2.27","2.27","0.0","0.0","69.72","123.86","600.92","300.46","531.2","477.06","0.0","","","","","","",""
