" Daily soil water balance output for Corn in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Corn in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","704.1","0.12","1.05","0.0","7.61","1.05","7.99","0.0","0.0","0.0","0.0","72.35","85.41","384.05","192.02","311.7","298.64","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","704.1","0.12","1.05","0.0","7.15","1.05","7.51","0.0","0.0","0.0","0.0","79.85","85.41","384.05","192.02","304.2","298.64","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","704.1","0.12","1.05","0.0","6.39","1.05","6.71","0.0","0.0","0.0","0.0","0.0","85.41","384.05","192.02","384.05","298.64","86.56","","","","","","",""
"2016.0","7.0","6.0","188.0","704.1","0.12","1.05","0.0","6.42","1.05","6.74","0.0","0.0","0.0","0.0","6.74","85.41","384.05","192.02","377.31","298.64","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","704.1","0.12","1.05","0.0","6.46","1.05","6.78","0.0","0.0","0.0","0.0","13.52","85.41","384.05","192.02","370.52","298.64","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","704.1","0.12","1.05","0.0","7.14","1.05","7.5","0.0","0.0","0.0","0.0","21.02","85.41","384.05","192.02","363.03","298.64","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","704.1","0.12","1.05","0.0","6.6","1.05","6.93","0.0","0.0","0.0","0.0","27.95","85.41","384.05","192.02","356.1","298.64","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","704.1","0.12","1.05","0.0","6.38","1.05","6.7","0.0","0.0","0.0","0.0","34.65","85.41","384.05","192.02","349.4","298.64","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","704.1","0.12","1.05","0.0","7.2","1.05","7.56","0.0","0.0","0.0","0.0","42.21","85.41","384.05","192.02","341.84","298.64","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","704.1","0.12","1.05","0.0","6.95","1.05","7.3","0.0","0.0","0.0","0.0","49.51","85.41","384.05","192.02","334.54","298.64","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","704.1","0.11","1.05","0.0","7.33","1.05","7.7","0.0","0.0","0.0","0.0","57.2","85.41","384.05","192.02","326.84","298.64","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","704.1","0.11","1.05","0.0","7.52","1.05","7.9","0.0","0.0","0.0","0.0","65.1","85.41","384.05","192.02","318.95","298.64","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","704.1","0.11","1.05","0.0","7.52","1.05","7.9","0.0","0.0","0.0","0.0","73.0","85.41","384.05","192.02","311.05","298.64","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","704.1","0.11","1.05","0.0","7.13","1.05","7.49","0.0","0.0","0.0","0.0","80.48","85.41","384.05","192.02","303.57","298.64","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","704.1","0.11","1.05","0.0","6.87","1.05","7.21","0.0","0.0","0.0","0.0","0.0","85.41","384.05","192.02","384.05","298.64","87.7","","","","","","",""
"2016.0","7.0","18.0","200.0","704.1","0.11","1.05","0.0","6.47","1.05","6.79","0.0","0.0","0.0","0.0","6.79","85.41","384.05","192.02","377.25","298.64","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","704.1","0.11","1.05","0.0","6.64","1.05","6.97","0.0","0.0","0.0","0.0","13.77","85.41","384.05","192.02","370.28","298.64","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","704.1","0.11","1.05","0.0","6.94","1.05","7.29","0.0","0.0","0.0","0.0","21.05","85.41","384.05","192.02","363.0","298.64","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","704.1","0.11","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","28.82","85.41","384.05","192.02","355.23","298.64","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","704.1","0.11","1.05","0.0","7.0","1.05","7.35","0.0","0.0","0.0","0.0","36.17","85.41","384.05","192.02","347.88","298.64","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","704.1","0.11","1.05","0.0","7.65","1.05","8.03","0.0","0.0","0.0","0.0","44.21","85.41","384.05","192.02","339.84","298.64","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","704.1","0.11","1.05","0.0","7.51","1.05","7.89","0.0","0.0","0.0","0.0","52.09","85.41","384.05","192.02","331.96","298.64","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","704.1","0.11","1.05","0.0","7.4","1.05","7.77","0.0","0.0","0.0","0.0","59.86","85.41","384.05","192.02","324.19","298.64","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","704.1","0.1","1.05","0.0","7.34","1.05","7.71","0.0","0.0","0.0","0.0","67.57","85.41","384.05","192.02","316.48","298.64","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","704.1","0.1","1.05","0.0","7.92","1.05","8.32","0.0","0.0","0.0","0.0","75.88","85.41","384.05","192.02","308.16","298.64","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","704.1","0.1","1.05","0.0","7.83","1.05","8.22","0.0","0.0","0.0","0.0","84.11","85.41","384.05","192.02","299.94","298.64","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","704.1","0.1","1.05","0.0","7.76","1.05","8.15","0.0","0.0","0.0","0.0","0.0","85.41","384.05","192.02","384.05","298.64","92.25","","","","","","",""
"2016.0","7.0","30.0","212.0","704.1","0.1","1.05","0.0","8.21","1.05","8.62","0.0","0.0","0.0","0.0","8.62","85.41","384.05","192.02","375.43","298.64","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","704.1","0.1","1.05","0.0","7.36","1.05","7.73","0.0","0.0","0.0","0.0","16.35","85.41","384.05","192.02","367.7","298.64","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","704.1","0.1","1.05","0.0","6.93","1.05","7.28","0.0","0.0","0.0","0.0","23.63","85.41","384.05","192.02","360.42","298.64","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","704.1","0.1","1.04","0.0","6.64","1.04","6.88","0.0","0.0","0.0","0.0","30.5","85.41","384.05","192.02","353.55","298.64","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","704.1","0.1","1.02","0.0","7.25","1.02","7.4","0.0","0.0","0.0","0.0","37.9","85.41","384.05","192.02","346.15","298.64","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","704.1","0.1","1.01","0.0","6.33","1.01","6.37","0.0","0.0","0.0","0.0","44.27","85.41","384.05","192.02","339.77","298.64","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","704.1","0.1","0.99","0.0","5.76","0.99","5.71","0.0","0.0","0.0","0.0","49.99","85.41","384.05","192.02","334.06","298.64","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","704.1","0.1","0.98","0.0","6.15","0.98","6.01","0.0","0.0","0.0","0.0","56.0","85.41","384.05","192.02","328.05","298.64","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","704.1","0.1","0.96","0.0","6.08","0.96","5.85","0.0","0.0","0.0","0.0","61.85","85.41","384.05","192.02","322.2","298.64","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","704.1","0.1","0.95","0.0","6.56","0.95","6.22","0.0","0.0","0.0","0.0","68.07","85.41","384.05","192.02","315.97","298.64","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","704.1","0.1","0.93","0.0","6.27","0.93","5.86","0.0","0.0","0.0","0.0","73.93","85.41","384.05","192.02","310.12","298.64","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","704.1","0.1","0.92","0.0","6.41","0.92","5.89","0.0","0.0","0.0","0.0","79.82","85.41","384.05","192.02","304.23","298.64","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","704.1","0.1","0.9","0.0","6.57","0.9","5.94","0.0","0.0","0.0","0.0","0.0","85.41","384.05","192.02","384.05","298.64","85.77","","","","","","",""
"2016.0","8.0","12.0","225.0","704.1","0.1","0.89","0.0","6.77","0.89","6.03","0.0","0.0","0.0","0.0","6.03","85.41","384.05","192.02","378.02","298.64","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","704.1","0.1","0.88","0.0","7.07","0.88","6.19","0.0","0.0","0.0","0.0","12.22","96.01","384.05","192.02","371.83","288.04","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","704.1","0.09","0.86","0.0","7.33","0.86","6.31","0.0","0.0","0.0","0.0","18.53","96.01","384.05","192.02","365.52","288.04","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","704.1","0.09","0.85","0.0","6.72","0.85","5.69","0.0","0.0","0.0","0.0","24.22","96.01","384.05","192.02","359.82","288.04","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","704.1","0.09","0.83","0.0","6.78","0.83","5.64","0.0","0.0","0.0","0.0","29.87","96.01","384.05","192.02","354.18","288.04","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","704.1","0.09","0.82","0.0","6.66","0.82","5.45","0.0","0.0","0.0","0.0","35.31","96.01","384.05","192.02","348.74","288.04","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","704.1","0.09","0.8","0.0","6.59","0.8","5.29","0.0","0.0","0.0","0.0","40.61","96.01","384.05","192.02","343.44","288.04","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","704.1","0.09","0.79","0.0","6.54","0.79","5.16","0.0","0.0","0.0","0.0","45.76","96.01","384.05","192.02","338.28","288.04","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","704.1","0.09","0.77","0.0","6.45","0.77","4.99","0.0","0.0","0.0","0.0","50.76","96.01","384.05","192.02","333.29","288.04","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","704.1","0.09","0.76","0.0","6.45","0.76","4.9","0.0","0.0","0.0","0.0","55.66","96.01","384.05","192.02","328.39","288.04","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","704.1","0.09","0.75","0.0","6.25","0.75","4.66","0.0","0.0","0.0","0.0","60.31","96.01","384.05","192.02","323.73","288.04","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","704.1","0.09","0.73","0.0","6.05","0.73","4.42","0.0","0.0","0.0","0.0","64.73","96.01","384.05","192.02","319.31","288.04","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","704.1","0.09","0.72","0.0","6.01","0.72","4.3","0.0","0.0","0.0","0.0","69.04","96.01","384.05","192.02","315.01","288.04","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","704.1","0.09","0.7","0.0","5.95","0.7","4.17","0.0","0.0","0.0","0.0","73.21","96.01","384.05","192.02","310.84","288.04","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","704.1","0.09","0.69","0.0","5.58","0.69","3.83","0.0","0.0","0.0","0.0","77.05","96.01","384.05","192.02","307.0","288.04","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","704.1","0.09","0.67","0.0","5.4","0.67","3.63","0.0","0.0","0.0","0.0","80.68","96.01","384.05","192.02","303.37","288.04","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","704.1","0.09","0.66","0.0","5.72","0.66","3.76","0.0","0.0","0.0","0.0","84.44","96.01","384.05","192.02","299.6","288.04","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","704.1","0.09","0.64","0.0","5.81","0.64","3.74","0.0","0.0","0.0","0.0","88.18","96.01","384.05","192.02","295.87","288.04","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","704.1","0.09","0.63","0.0","6.2","0.63","3.9","0.0","0.0","0.0","0.0","92.08","96.01","384.05","192.02","291.97","288.04","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","704.1","0.09","0.61","0.0","6.02","0.61","3.7","0.0","0.0","0.0","0.0","95.78","96.01","384.05","192.02","288.27","288.04","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","704.1","0.09","0.6","0.0","5.18","0.6","3.11","0.0","0.0","0.0","0.0","0.0","96.01","384.05","192.02","384.05","288.04","98.89","","","","","","",""
"2016.0","9.0","2.0","246.0","704.1","0.09","0.0","0.0","5.31","0.09","0.47","0.0","0.0","0.0","0.0","0.47","27.0","384.05","192.02","383.58","357.05","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","704.1","0.09","0.0","0.0","5.36","0.09","0.47","0.0","0.0","0.0","0.0","0.94","27.0","384.05","192.02","383.11","357.05","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","704.1","0.09","0.0","0.0","4.62","0.09","0.4","0.0","0.0","0.0","0.0","1.34","27.0","384.05","192.02","382.71","357.05","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","704.1","0.09","0.0","0.0","5.36","0.09","0.47","0.0","0.0","0.0","0.0","1.81","27.0","384.05","192.02","382.24","357.05","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","704.1","0.09","0.0","0.0","5.11","0.09","0.44","0.0","0.0","0.0","0.0","2.25","27.0","384.05","192.02","381.79","357.05","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","704.1","0.09","0.0","0.0","5.76","0.09","0.5","0.0","0.0","0.0","0.0","2.75","27.0","384.05","192.02","381.29","357.05","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","704.1","0.09","0.0","0.0","5.97","0.09","0.52","0.0","0.0","0.0","0.0","3.27","27.0","384.05","192.02","380.78","357.05","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","704.1","0.09","0.0","0.0","5.42","0.09","0.47","0.0","0.0","0.0","0.0","3.74","27.0","384.05","192.02","380.31","357.05","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","704.1","0.09","0.0","0.0","5.51","0.09","0.47","0.0","0.0","0.0","0.0","4.21","27.0","384.05","192.02","379.84","357.05","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","704.1","0.09","0.0","0.0","5.02","0.09","0.43","0.0","0.0","0.0","0.0","4.64","27.0","384.05","192.02","379.41","357.05","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","704.1","0.09","0.0","0.0","4.43","0.09","0.38","0.0","0.0","0.0","0.0","5.02","27.0","384.05","192.02","379.03","357.05","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","704.1","0.09","0.0","0.0","3.89","0.09","0.33","0.0","0.0","0.0","0.0","5.35","27.0","384.05","192.02","378.7","357.05","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","704.1","0.09","0.0","0.0","4.24","0.09","0.36","0.0","0.0","0.0","0.0","5.71","27.0","384.05","192.02","378.34","357.05","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","704.1","0.08","0.0","0.0","4.62","0.08","0.39","0.0","0.0","0.0","0.0","6.11","27.0","384.05","192.02","377.94","357.05","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","704.1","0.08","0.0","0.0","4.84","0.08","0.41","0.0","0.0","0.0","0.0","6.52","27.0","384.05","192.02","377.53","357.05","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","704.1","0.08","0.0","0.0","4.94","0.08","0.42","0.0","0.0","0.0","0.0","6.93","27.0","384.05","192.02","377.11","357.05","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","704.1","0.08","0.0","0.0","4.75","0.08","0.4","0.0","0.0","0.0","0.0","7.33","27.0","384.05","192.02","376.71","357.05","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","704.1","0.08","0.0","0.0","5.35","0.08","0.45","0.0","0.0","0.0","0.0","7.78","27.0","384.05","192.02","376.26","357.05","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","704.1","0.08","0.0","0.0","6.16","0.08","0.52","0.0","0.0","0.0","0.0","8.3","27.0","384.05","192.02","375.75","357.05","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","704.1","0.08","0.0","0.0","5.64","0.08","0.47","0.0","0.0","0.0","0.0","8.77","27.0","384.05","192.02","375.28","357.05","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","704.1","0.08","0.0","0.0","4.31","0.08","0.36","0.0","0.0","0.0","0.0","9.13","27.0","384.05","192.02","374.92","357.05","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","704.1","0.08","0.0","0.0","4.58","0.08","0.38","0.0","0.0","0.0","0.0","9.51","27.0","384.05","192.02","374.53","357.05","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","704.1","0.08","0.0","0.0","4.82","0.08","0.4","0.0","0.0","0.0","0.0","9.91","27.0","384.05","192.02","374.13","357.05","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","704.1","0.08","0.0","0.0","4.47","0.08","0.37","0.0","0.0","0.0","0.0","10.28","27.0","384.05","192.02","373.76","357.05","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","704.1","0.08","0.0","0.0","4.57","0.08","0.38","0.0","0.0","0.0","0.0","10.66","27.0","384.05","192.02","373.39","357.05","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","704.1","0.08","0.0","0.0","4.73","0.08","0.39","0.0","0.0","0.0","0.0","11.05","27.0","384.05","192.02","373.0","357.05","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","704.1","0.08","0.0","0.0","4.93","0.08","0.41","0.0","0.0","0.0","0.0","11.46","27.0","384.05","192.02","372.59","357.05","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","704.1","0.08","0.0","0.0","4.89","0.08","0.4","0.0","0.0","0.0","0.0","11.86","27.0","384.05","192.02","372.19","357.05","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","704.1","0.08","0.0","0.0","3.76","0.08","0.31","0.31","0.31","0.0","0.0","11.86","27.0","384.05","192.02","372.19","357.05","0.0","","","","","","",""
