" Daily soil water balance output for Alfalfa in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Alfalfa in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","6.0","30.0","182.0","8811.94","0.13","0.9","0.0","7.39","0.9","6.65","0.0","0.0","0.0","0.0","92.28","123.52","601.67","300.83","509.39","478.15","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","8811.94","0.13","0.9","0.0","7.26","0.9","6.53","0.0","0.0","0.0","0.0","98.81","123.52","601.67","300.83","502.86","478.15","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","8811.94","0.13","0.9","0.0","7.24","0.9","6.52","0.0","0.0","0.0","0.0","105.33","123.52","601.67","300.83","496.34","478.15","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","8811.94","0.13","0.9","0.0","7.51","0.9","6.76","0.0","0.0","0.0","0.0","112.09","123.52","601.67","300.83","489.58","478.15","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","8811.94","0.13","0.9","0.0","7.04","0.9","6.34","0.0","0.0","0.0","0.0","118.42","123.52","601.67","300.83","483.25","478.15","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","8811.94","0.12","0.9","0.0","6.26","0.9","5.63","0.0","0.0","0.0","0.0","0.0","123.52","601.67","300.83","601.67","478.15","124.06","","","","","","",""
"2016.0","7.0","6.0","188.0","8811.94","0.12","0.9","0.0","6.37","0.9","5.73","0.0","0.0","0.0","0.0","5.73","123.52","601.67","300.83","595.94","478.15","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","8811.94","0.12","0.9","0.0","6.44","0.9","5.8","0.0","0.0","0.0","0.0","11.53","123.52","601.67","300.83","590.14","478.15","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","8811.94","0.12","0.9","0.0","7.13","0.9","6.42","0.0","0.0","0.0","0.0","17.95","123.52","601.67","300.83","583.72","478.15","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","8811.94","0.12","0.9","0.0","6.55","0.9","5.9","0.0","0.0","0.0","0.0","23.84","123.52","601.67","300.83","577.83","478.15","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","8811.94","0.12","0.9","0.0","6.42","0.9","5.78","0.0","0.0","0.0","0.0","29.62","123.52","601.67","300.83","572.05","478.15","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","8811.94","0.12","0.9","0.0","7.21","0.9","6.49","0.0","0.0","0.0","0.0","36.11","123.52","601.67","300.83","565.56","478.15","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","8811.94","0.12","0.9","0.0","6.93","0.9","6.24","0.0","0.0","0.0","0.0","42.35","123.52","601.67","300.83","559.32","478.15","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","8811.94","0.12","0.9","0.0","7.3","0.9","6.57","0.0","0.0","0.0","0.0","48.92","123.52","601.67","300.83","552.75","478.15","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","8811.94","0.12","0.9","0.0","7.47","0.9","6.72","0.0","0.0","0.0","0.0","55.64","123.52","601.67","300.83","546.03","478.15","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","8811.94","0.12","0.9","0.0","7.42","0.9","6.68","0.0","0.0","0.0","0.0","62.32","123.52","601.67","300.83","539.35","478.15","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","8811.94","0.11","0.9","0.0","7.04","0.9","6.34","0.0","0.0","0.0","0.0","68.65","123.52","601.67","300.83","533.02","478.15","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","8811.94","0.11","0.9","0.0","6.77","0.9","6.09","0.0","0.0","0.0","0.0","74.75","123.52","601.67","300.83","526.92","478.15","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","8811.94","0.11","0.9","0.0","6.39","0.9","5.75","0.0","0.0","0.0","0.0","80.5","123.52","601.67","300.83","521.17","478.15","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","8811.94","0.11","0.9","0.0","6.61","0.9","5.95","0.0","0.0","0.0","0.0","86.45","123.52","601.67","300.83","515.22","478.15","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","8811.94","0.11","0.9","0.0","6.99","0.9","6.29","0.0","0.0","0.0","0.0","92.74","123.52","601.67","300.83","508.93","478.15","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","8811.94","0.11","0.9","0.0","7.31","0.9","6.58","0.0","0.0","0.0","0.0","99.32","123.52","601.67","300.83","502.35","478.15","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","8811.94","0.11","0.9","0.0","7.05","0.9","6.35","0.0","0.0","0.0","0.0","105.66","123.52","601.67","300.83","496.01","478.15","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","8811.94","0.11","0.9","0.0","7.68","0.9","6.91","0.0","0.0","0.0","0.0","112.57","123.52","601.67","300.83","489.1","478.15","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","8811.94","0.11","0.9","0.0","7.45","0.9","6.71","0.0","0.0","0.0","0.0","119.28","123.52","601.67","300.83","482.39","478.15","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","8811.94","0.11","0.9","0.0","7.34","0.9","6.61","0.0","0.0","0.0","0.0","0.0","123.52","601.67","300.83","601.67","478.15","125.88","","","","","","",""
"2016.0","7.0","26.0","208.0","8811.94","0.11","0.9","0.0","7.28","0.9","6.55","0.0","0.0","0.0","0.0","6.55","123.52","601.67","300.83","595.12","478.15","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","8811.94","0.11","0.9","0.0","7.81","0.9","7.03","0.0","0.0","0.0","0.0","13.58","123.52","601.67","300.83","588.09","478.15","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","8811.94","0.11","0.9","0.0","7.74","0.9","6.97","0.0","0.0","0.0","0.0","20.55","123.52","601.67","300.83","581.12","478.15","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","8811.94","0.1","0.9","0.0","7.69","0.9","6.92","0.0","0.0","0.0","0.0","27.47","123.52","601.67","300.83","574.2","478.15","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","8811.94","0.1","0.9","0.0","8.02","0.9","7.22","0.0","0.0","0.0","0.0","34.69","123.52","601.67","300.83","566.98","478.15","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","8811.94","0.1","0.9","0.0","7.16","0.9","6.44","0.0","0.0","0.0","0.0","41.13","123.52","601.67","300.83","560.54","478.15","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","8811.94","0.1","0.9","0.0","6.81","0.9","6.13","0.0","0.0","0.0","0.0","47.26","123.52","601.67","300.83","554.41","478.15","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","8811.94","0.1","0.9","0.0","6.63","0.9","5.97","0.0","0.0","0.0","0.0","53.23","123.52","601.67","300.83","548.44","478.15","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","8811.94","0.1","0.9","0.0","7.11","0.9","6.4","0.0","0.0","0.0","0.0","59.63","123.52","601.67","300.83","542.04","478.15","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","8811.94","0.1","0.9","0.0","6.21","0.9","5.59","0.0","0.0","0.0","0.0","65.21","123.52","601.67","300.83","536.46","478.15","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","8811.94","0.1","0.9","0.0","5.71","0.9","5.14","0.0","0.0","0.0","0.0","70.35","123.52","601.67","300.83","531.32","478.15","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","8811.94","0.1","0.9","0.0","6.04","0.9","5.44","0.0","0.0","0.0","0.0","75.79","123.52","601.67","300.83","525.88","478.15","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","8811.94","0.1","0.9","0.0","6.06","0.9","5.45","0.0","0.0","0.0","0.0","81.24","123.52","601.67","300.83","520.43","478.15","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","8811.94","0.1","0.9","0.0","6.5","0.9","5.85","0.0","0.0","0.0","0.0","87.09","123.52","601.67","300.83","514.58","478.15","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","8811.94","0.1","0.9","0.0","6.23","0.9","5.61","0.0","0.0","0.0","0.0","92.7","123.52","601.67","300.83","508.97","478.15","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","8811.94","0.1","0.9","0.0","6.33","0.9","5.7","0.0","0.0","0.0","0.0","98.4","123.52","601.67","300.83","503.27","478.15","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","8811.94","0.1","0.9","0.0","6.49","0.9","5.84","0.0","0.0","0.0","0.0","104.24","123.52","601.67","300.83","497.43","478.15","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","8811.94","0.1","0.9","0.0","6.71","0.9","6.04","0.0","0.0","0.0","0.0","110.28","123.52","601.67","300.83","491.39","478.15","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","8811.94","0.1","0.9","0.0","7.07","0.9","6.36","0.0","0.0","0.0","0.0","116.64","123.52","601.67","300.83","485.03","478.15","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","8811.94","0.1","0.9","0.0","7.29","0.9","6.56","0.0","0.0","0.0","0.0","123.2","123.52","601.67","300.83","478.47","478.15","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","8811.94","0.1","0.9","0.0","6.66","0.9","5.99","0.0","0.0","0.0","0.0","0.0","123.52","601.67","300.83","601.67","478.15","129.2","","","","","","",""
"2016.0","8.0","16.0","229.0","8811.94","0.1","0.9","0.0","6.67","0.9","6.0","0.0","0.0","0.0","0.0","6.0","123.52","601.67","300.83","595.67","478.15","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","8811.94","0.09","0.9","0.0","6.55","0.9","5.9","0.0","0.0","0.0","0.0","11.9","123.52","601.67","300.83","589.77","478.15","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","8811.94","0.09","0.9","0.0","6.51","0.9","5.86","0.0","0.0","0.0","0.0","17.76","123.52","601.67","300.83","583.91","478.15","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","8811.94","0.09","0.9","0.0","6.48","0.9","5.83","0.0","0.0","0.0","0.0","23.59","123.52","601.67","300.83","578.08","478.15","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","8811.94","0.09","0.9","0.0","6.39","0.9","5.75","0.0","0.0","0.0","0.0","29.34","123.52","601.67","300.83","572.33","478.15","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","8811.94","0.09","0.9","0.0","6.41","0.9","5.77","0.0","0.0","0.0","0.0","35.11","123.52","601.67","300.83","566.56","478.15","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","8811.94","0.09","0.9","0.0","6.18","0.9","5.56","0.0","0.0","0.0","0.0","40.67","123.52","601.67","300.83","561.0","478.15","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","8811.94","0.09","0.9","0.0","6.06","0.9","5.45","0.0","0.0","0.0","0.0","46.13","123.52","601.67","300.83","555.54","478.15","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","8811.94","0.09","0.9","0.0","5.99","0.9","5.39","0.0","0.0","0.0","0.0","51.52","123.52","601.67","300.83","550.15","478.15","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","8811.94","0.09","0.9","0.0","5.86","0.9","5.27","0.0","0.0","0.0","0.0","56.79","123.52","601.67","300.83","544.88","478.15","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","8811.94","0.09","0.9","0.0","5.48","0.9","4.93","0.0","0.0","0.0","0.0","61.72","123.52","601.67","300.83","539.95","478.15","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","8811.94","0.09","0.9","0.0","5.34","0.9","4.81","0.0","0.0","0.0","0.0","66.53","123.52","601.67","300.83","535.14","478.15","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","8811.94","0.09","0.9","0.0","5.69","0.9","5.12","0.0","0.0","0.0","0.0","71.65","123.52","601.67","300.83","530.02","478.15","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","8811.94","0.09","0.9","0.0","5.85","0.9","5.27","0.0","0.0","0.0","0.0","76.91","123.52","601.67","300.83","524.76","478.15","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","8811.94","0.09","0.9","0.0","6.27","0.9","5.64","0.0","0.0","0.0","0.0","82.56","123.52","601.67","300.83","519.11","478.15","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","8811.94","0.09","0.9","0.0","6.04","0.9","5.44","0.0","0.0","0.0","0.0","87.99","123.52","601.67","300.83","513.68","478.15","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","8811.94","0.09","0.9","0.0","5.2","0.9","4.68","0.0","0.0","0.0","0.0","92.67","123.52","601.67","300.83","509.0","478.15","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","8811.94","0.09","0.9","0.0","5.28","0.9","4.75","0.0","0.0","0.0","0.0","97.43","123.52","601.67","300.83","504.24","478.15","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","8811.94","0.09","0.9","0.0","5.28","0.9","4.75","0.0","0.0","0.0","0.0","102.18","123.52","601.67","300.83","499.49","478.15","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","8811.94","0.09","0.9","0.0","4.62","0.9","4.16","0.0","0.0","0.0","0.0","106.34","123.52","601.67","300.83","495.33","478.15","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","8811.94","0.09","0.9","0.0","5.38","0.9","4.84","0.0","0.0","0.0","0.0","111.18","123.52","601.67","300.83","490.49","478.15","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","8811.94","0.09","0.9","0.0","5.09","0.9","4.58","0.0","0.0","0.0","0.0","115.76","123.52","601.67","300.83","485.91","478.15","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","8811.94","0.09","0.9","0.0","5.71","0.9","5.14","0.0","0.0","0.0","0.0","120.9","123.52","601.67","300.83","480.77","478.15","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","8811.94","0.09","0.9","0.0","5.88","0.9","5.29","0.0","0.0","0.0","0.0","0.0","123.52","601.67","300.83","601.67","478.15","126.19","","","","","","",""
"2016.0","9.0","9.0","253.0","8811.94","0.09","0.9","0.0","5.42","0.9","4.88","0.0","0.0","0.0","0.0","4.88","123.52","601.67","300.83","596.79","478.15","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","8811.94","0.09","0.9","0.0","5.5","0.9","4.95","0.0","0.0","0.0","0.0","9.83","123.52","601.67","300.83","591.84","478.15","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","8811.94","0.09","0.9","0.0","4.98","0.9","4.48","0.0","0.0","0.0","0.0","14.31","123.52","601.67","300.83","587.36","478.15","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","8811.94","0.09","0.9","0.0","4.45","0.9","4.01","0.0","0.0","0.0","0.0","18.32","123.52","601.67","300.83","583.35","478.15","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","8811.94","0.09","0.9","0.0","3.88","0.9","3.49","0.0","0.0","0.0","0.0","21.81","123.52","601.67","300.83","579.86","478.15","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","8811.94","0.09","0.9","0.0","4.26","0.9","3.83","0.0","0.0","0.0","0.0","25.64","123.52","601.67","300.83","576.03","478.15","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","8811.94","0.09","0.9","0.0","4.66","0.9","4.19","0.0","0.0","0.0","0.0","29.84","123.52","601.67","300.83","571.83","478.15","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","8811.94","0.09","0.9","0.0","4.85","0.9","4.37","0.0","0.0","0.0","0.0","34.2","123.52","601.67","300.83","567.47","478.15","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","8811.94","0.09","0.9","0.0","4.9","0.9","4.41","0.0","0.0","0.0","0.0","38.61","123.52","601.67","300.83","563.06","478.15","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","8811.94","0.09","0.9","0.0","4.71","0.9","4.24","0.0","0.0","0.0","0.0","42.85","123.52","601.67","300.83","558.82","478.15","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","8811.94","0.09","0.9","0.0","5.26","0.9","4.73","0.0","0.0","0.0","0.0","47.58","123.52","601.67","300.83","554.09","478.15","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","8811.94","0.09","0.9","0.0","5.95","0.9","5.36","0.0","0.0","0.0","0.0","52.94","123.52","601.67","300.83","548.73","478.15","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","8811.94","0.08","0.9","0.0","5.65","0.9","5.09","0.0","0.0","0.0","0.0","58.02","123.52","601.67","300.83","543.65","478.15","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","8811.94","0.08","0.9","0.0","4.38","0.9","3.94","0.0","0.0","0.0","0.0","61.97","123.52","601.67","300.83","539.7","478.15","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","8811.94","0.08","0.9","0.0","4.65","0.9","4.19","0.0","0.0","0.0","0.0","66.15","123.52","601.67","300.83","535.52","478.15","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","8811.94","0.08","0.9","0.0","4.71","0.9","4.24","0.0","0.0","0.0","0.0","70.39","123.52","601.67","300.83","531.28","478.15","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","8811.94","0.08","0.9","0.0","4.31","0.9","3.88","0.0","0.0","0.0","0.0","74.27","123.52","601.67","300.83","527.4","478.15","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","8811.94","0.08","0.9","0.0","4.55","0.9","4.1","0.0","0.0","0.0","0.0","78.36","123.52","601.67","300.83","523.31","478.15","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","8811.94","0.08","0.9","0.0","4.71","0.9","4.24","0.0","0.0","0.0","0.0","82.6","123.52","601.67","300.83","519.07","478.15","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","8811.94","0.08","0.9","0.0","4.84","0.9","4.36","0.0","0.0","0.0","0.0","86.96","123.52","601.67","300.83","514.71","478.15","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","8811.94","0.08","0.9","0.0","4.79","0.9","4.31","0.0","0.0","0.0","0.0","91.27","123.52","601.67","300.83","510.4","478.15","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","8811.94","0.08","0.9","0.0","3.68","0.9","3.31","0.46","0.46","0.0","0.0","94.12","123.52","601.67","300.83","507.55","478.15","0.0","","","","","","",""
