" Daily soil water balance output for Other Deciduous in 185_Alameda DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Other Deciduous at 185_Alameda DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","3.78","0.14","0.8","0.0","6.84","0.8","5.47","0.0","0.0","0.0","0.0","0.0","68.67","307.24","153.62","307.24","238.57","73.11","","","","","","",""
"2016.0","7.0","4.0","186.0","3.78","0.14","0.8","0.0","6.46","0.8","5.17","0.0","0.0","0.0","0.0","5.17","68.67","307.24","153.62","302.07","238.57","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","3.78","0.13","0.8","0.0","5.85","0.8","4.68","0.0","0.0","0.0","0.0","9.85","68.67","307.24","153.62","297.39","238.57","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","3.78","0.13","0.8","0.0","6.0","0.8","4.8","0.0","0.0","0.0","0.0","14.65","68.67","307.24","153.62","292.59","238.57","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","3.78","0.13","0.8","0.0","6.13","0.8","4.9","0.0","0.0","0.0","0.0","19.55","68.67","307.24","153.62","287.69","238.57","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","3.78","0.13","0.8","0.0","6.68","0.8","5.34","0.0","0.0","0.0","0.0","24.9","68.67","307.24","153.62","282.34","238.57","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","3.78","0.13","0.8","0.0","6.25","0.8","5.0","0.0","0.0","0.0","0.0","29.9","68.67","307.24","153.62","277.34","238.57","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","3.78","0.13","0.8","0.0","6.28","0.8","5.02","0.0","0.0","0.0","0.0","34.92","68.67","307.24","153.62","272.32","238.57","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","3.78","0.13","0.8","0.0","6.9","0.8","5.52","0.0","0.0","0.0","0.0","40.44","68.67","307.24","153.62","266.8","238.57","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","3.78","0.13","0.8","0.0","6.53","0.8","5.22","0.0","0.0","0.0","0.0","45.66","68.67","307.24","153.62","261.57","238.57","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","3.78","0.13","0.8","0.0","6.8","0.8","5.44","0.0","0.0","0.0","0.0","51.1","68.67","307.24","153.62","256.13","238.57","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","3.78","0.12","0.8","0.0","7.0","0.8","5.6","0.0","0.0","0.0","0.0","56.7","68.67","307.24","153.62","250.53","238.57","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","3.78","0.12","0.8","0.0","6.74","0.8","5.39","0.0","0.0","0.0","0.0","62.1","68.67","307.24","153.62","245.14","238.57","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","3.78","0.12","0.8","0.0","6.45","0.8","5.16","0.0","0.0","0.0","0.0","67.26","68.67","307.24","153.62","239.98","238.57","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","3.78","0.12","0.8","0.0","6.19","0.8","4.95","0.0","0.0","0.0","0.0","0.0","68.67","307.24","153.62","307.24","238.57","72.21","","","","","","",""
"2016.0","7.0","18.0","200.0","3.78","0.12","0.8","0.0","5.95","0.8","4.76","0.0","0.0","0.0","0.0","4.76","68.67","307.24","153.62","302.48","238.57","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","3.78","0.12","0.8","0.0","6.24","0.8","4.99","0.0","0.0","0.0","0.0","9.75","68.67","307.24","153.62","297.49","238.57","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","3.78","0.12","0.8","0.0","6.69","0.8","5.35","0.0","0.0","0.0","0.0","15.1","68.67","307.24","153.62","292.13","238.57","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","3.78","0.12","0.8","0.0","6.76","0.8","5.41","0.0","0.0","0.0","0.0","20.51","68.67","307.24","153.62","286.73","238.57","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","3.78","0.12","0.8","0.0","6.7","0.8","5.36","0.0","0.0","0.0","0.0","25.87","68.67","307.24","153.62","281.37","238.57","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","3.78","0.12","0.8","0.0","7.26","0.8","5.81","0.0","0.0","0.0","0.0","31.68","68.67","307.24","153.62","275.56","238.57","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","3.78","0.12","0.8","0.0","6.98","0.8","5.58","0.0","0.0","0.0","0.0","37.26","68.67","307.24","153.62","269.97","238.57","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","3.78","0.12","0.8","0.0","6.71","0.8","5.37","0.0","0.0","0.0","0.0","42.63","68.67","307.24","153.62","264.61","238.57","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","3.78","0.11","0.8","0.0","6.86","0.8","5.49","0.0","0.0","0.0","0.0","48.12","68.67","307.24","153.62","259.12","238.57","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","3.78","0.11","0.8","0.0","7.16","0.8","5.73","0.0","0.0","0.0","0.0","53.85","68.67","307.24","153.62","253.39","238.57","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","3.78","0.11","0.8","0.0","7.18","0.8","5.74","0.0","0.0","0.0","0.0","59.59","68.67","307.24","153.62","247.65","238.57","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","3.78","0.11","0.8","0.0","7.04","0.8","5.63","0.0","0.0","0.0","0.0","65.22","68.67","307.24","153.62","242.01","238.57","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","3.78","0.11","0.8","0.0","7.1","0.8","5.68","0.0","0.0","0.0","0.0","0.0","68.67","307.24","153.62","307.24","238.57","70.9","","","","","","",""
"2016.0","7.0","31.0","213.0","3.78","0.11","0.8","0.0","6.35","0.8","5.08","0.0","0.0","0.0","0.0","5.08","68.67","307.24","153.62","302.16","238.57","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","3.78","0.11","0.8","0.0","6.18","0.8","4.94","0.0","0.0","0.0","0.0","10.02","68.67","307.24","153.62","297.21","238.57","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","3.78","0.11","0.8","0.0","6.17","0.8","4.94","0.0","0.0","0.0","0.0","14.96","68.67","307.24","153.62","292.28","238.57","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","3.78","0.11","0.8","0.0","6.39","0.8","5.11","0.0","0.0","0.0","0.0","20.07","68.67","307.24","153.62","287.17","238.57","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","3.78","0.11","0.8","0.0","5.59","0.8","4.47","0.0","0.0","0.0","0.0","24.54","68.67","307.24","153.62","282.69","238.57","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","3.78","0.11","0.8","0.0","5.37","0.8","4.3","0.0","0.0","0.0","0.0","28.84","68.67","307.24","153.62","278.4","238.57","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","3.78","0.11","0.8","0.0","5.54","0.8","4.43","0.0","0.0","0.0","0.0","33.27","68.67","307.24","153.62","273.97","238.57","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","3.78","0.11","0.8","0.0","5.78","0.8","4.62","0.0","0.0","0.0","0.0","37.9","68.67","307.24","153.62","269.34","238.57","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","3.78","0.11","0.8","0.0","6.11","0.8","4.89","0.0","0.0","0.0","0.0","42.78","68.67","307.24","153.62","264.45","238.57","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","3.78","0.11","0.8","0.0","5.79","0.8","4.63","0.0","0.0","0.0","0.0","47.42","68.67","307.24","153.62","259.82","238.57","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","3.78","0.1","0.8","0.0","5.87","0.8","4.7","0.0","0.0","0.0","0.0","52.11","68.67","307.24","153.62","255.13","238.57","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","3.78","0.1","0.8","0.0","6.06","0.8","4.85","0.0","0.0","0.0","0.0","56.96","68.67","307.24","153.62","250.28","238.57","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","3.78","0.1","0.8","0.0","6.19","0.8","4.95","0.0","0.0","0.0","0.0","61.91","68.67","307.24","153.62","245.33","238.57","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","3.78","0.1","0.8","0.0","6.65","0.8","5.32","0.0","0.0","0.0","0.0","67.23","68.67","307.24","153.62","240.01","238.57","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","3.78","0.1","0.8","0.0","6.83","0.8","5.46","0.0","0.0","0.0","0.0","0.0","68.67","307.24","153.62","307.24","238.57","72.7","","","","","","",""
"2016.0","8.0","15.0","228.0","3.78","0.1","0.8","0.0","6.1","0.8","4.88","0.0","0.0","0.0","0.0","4.88","68.67","307.24","153.62","302.36","238.57","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","3.78","0.1","0.8","0.0","6.12","0.8","4.9","0.0","0.0","0.0","0.0","9.78","68.67","307.24","153.62","297.46","238.57","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","3.78","0.1","0.8","0.0","6.01","0.8","4.81","0.0","0.0","0.0","0.0","14.58","68.67","307.24","153.62","292.65","238.57","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","3.78","0.1","0.8","0.0","6.02","0.8","4.82","0.0","0.0","0.0","0.0","19.4","68.67","307.24","153.62","287.84","238.57","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","3.78","0.1","0.8","0.0","5.96","0.8","4.77","0.0","0.0","0.0","0.0","24.17","68.67","307.24","153.62","283.07","238.57","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","3.78","0.1","0.8","0.0","5.87","0.8","4.7","0.0","0.0","0.0","0.0","28.86","68.67","307.24","153.62","278.37","238.57","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","3.78","0.1","0.8","0.0","5.99","0.8","4.79","0.0","0.0","0.0","0.0","33.66","68.67","307.24","153.62","273.58","238.57","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","3.78","0.1","0.8","0.0","5.69","0.8","4.55","0.0","0.0","0.0","0.0","38.21","68.67","307.24","153.62","269.03","238.57","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","3.78","0.1","0.8","0.0","5.75","0.8","4.6","0.0","0.0","0.0","0.0","42.81","68.67","307.24","153.62","264.43","238.57","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","3.78","0.1","0.8","0.0","5.6","0.8","4.48","0.0","0.0","0.0","0.0","47.29","68.67","307.24","153.62","259.95","238.57","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","3.78","0.1","0.8","0.0","5.36","0.8","4.29","0.0","0.0","0.0","0.0","51.58","68.67","307.24","153.62","255.66","238.57","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","3.78","0.1","0.8","0.0","5.05","0.8","4.04","0.0","0.0","0.0","0.0","55.62","68.67","307.24","153.62","251.62","238.57","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","3.78","0.1","0.8","0.0","4.99","0.8","3.99","0.0","0.0","0.0","0.0","59.61","68.67","307.24","153.62","247.63","238.57","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","3.78","0.1","0.8","0.0","5.24","0.8","4.19","0.0","0.0","0.0","0.0","63.8","68.67","307.24","153.62","243.44","238.57","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","3.78","0.1","0.8","0.0","5.45","0.8","4.36","0.0","0.0","0.0","0.0","68.16","68.67","307.24","153.62","239.08","238.57","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","3.78","0.1","0.8","0.0","5.96","0.8","4.77","0.0","0.0","0.0","0.0","0.0","68.67","307.24","153.62","307.24","238.57","72.93","","","","","","",""
"2016.0","8.0","31.0","244.0","3.78","0.1","0.8","0.0","5.72","0.8","4.58","0.0","0.0","0.0","0.0","4.58","68.67","307.24","153.62","302.66","238.57","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","3.78","0.1","0.8","0.0","5.01","0.8","4.01","0.0","0.0","0.0","0.0","8.58","68.67","307.24","153.62","298.65","238.57","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","3.78","0.1","0.8","0.0","5.04","0.8","4.03","0.0","0.0","0.0","0.0","12.62","68.67","307.24","153.62","294.62","238.57","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","3.78","0.09","0.8","0.0","4.88","0.8","3.9","0.0","0.0","0.0","0.0","16.52","68.67","307.24","153.62","290.72","238.57","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","3.78","0.09","0.8","0.0","4.48","0.8","3.58","0.0","0.0","0.0","0.0","20.1","68.67","307.24","153.62","287.13","238.57","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","3.78","0.09","0.8","0.0","5.15","0.8","4.12","0.0","0.0","0.0","0.0","24.22","68.67","307.24","153.62","283.01","238.57","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","3.78","0.09","0.8","0.0","4.98","0.8","3.98","0.0","0.0","0.0","0.0","28.21","68.67","307.24","153.62","279.03","238.57","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","3.78","0.09","0.8","0.0","5.57","0.8","4.46","0.0","0.0","0.0","0.0","32.66","68.67","307.24","153.62","274.57","238.57","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","3.78","0.09","0.8","0.0","5.3","0.8","4.24","0.0","0.0","0.0","0.0","36.9","68.67","307.24","153.62","270.33","238.57","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","3.78","0.09","0.8","0.0","5.05","0.8","4.04","0.0","0.0","0.0","0.0","40.94","68.67","307.24","153.62","266.29","238.57","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","3.78","0.09","0.8","0.0","5.12","0.8","4.1","0.0","0.0","0.0","0.0","45.04","68.67","307.24","153.62","262.2","238.57","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","3.78","0.09","0.8","0.0","4.64","0.8","3.71","0.0","0.0","0.0","0.0","48.75","68.67","307.24","153.62","258.49","238.57","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","3.78","0.09","0.8","0.0","4.32","0.8","3.46","0.0","0.0","0.0","0.0","52.21","68.67","307.24","153.62","255.03","238.57","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","3.78","0.09","0.8","0.0","3.84","0.8","3.07","0.0","0.0","0.0","0.0","55.28","68.67","307.24","153.62","251.96","238.57","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","3.78","0.09","0.8","0.0","4.2","0.8","3.36","0.0","0.0","0.0","0.0","58.64","68.67","307.24","153.62","248.6","238.57","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","3.78","0.09","0.8","0.0","4.53","0.8","3.62","0.0","0.0","0.0","0.0","62.26","68.67","307.24","153.62","244.97","238.57","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","3.78","0.09","0.8","0.0","4.69","0.8","3.75","0.0","0.0","0.0","0.0","66.02","68.67","307.24","153.62","241.22","238.57","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","3.78","0.09","0.8","0.0","4.72","0.8","3.78","0.0","0.0","0.0","0.0","0.0","68.67","307.24","153.62","307.24","238.57","69.79","","","","","","",""
"2016.0","9.0","18.0","262.0","3.78","0.09","0.8","0.0","4.67","0.8","3.74","0.0","0.0","0.0","0.0","3.74","68.67","307.24","153.62","303.5","238.57","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","3.78","0.09","0.8","0.0","5.09","0.8","4.07","0.0","0.0","0.0","0.0","7.81","68.67","307.24","153.62","299.43","238.57","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","3.78","0.09","0.8","0.0","5.29","0.8","4.23","0.0","0.0","0.0","0.0","12.04","68.67","307.24","153.62","295.2","238.57","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","3.78","0.09","0.8","0.0","4.97","0.8","3.98","0.0","0.0","0.0","0.0","16.02","68.67","307.24","153.62","291.22","238.57","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","3.78","0.09","0.8","0.0","4.2","0.8","3.36","0.0","0.0","0.0","0.0","19.38","68.67","307.24","153.62","287.86","238.57","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","3.78","0.09","0.8","0.0","4.49","0.8","3.59","0.0","0.0","0.0","0.0","22.97","68.67","307.24","153.62","284.27","238.57","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","3.78","0.09","0.8","0.0","4.36","0.8","3.49","0.0","0.0","0.0","0.0","26.46","68.67","307.24","153.62","280.78","238.57","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","3.78","0.09","0.8","0.0","4.17","0.8","3.34","0.0","0.0","0.0","0.0","29.79","68.67","307.24","153.62","277.45","238.57","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","3.78","0.09","0.8","0.0","4.53","0.8","3.62","0.0","0.0","0.0","0.0","33.42","68.67","307.24","153.62","273.82","238.57","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","3.78","0.09","0.8","0.0","4.56","0.8","3.65","0.0","0.0","0.0","0.0","37.06","68.67","307.24","153.62","270.17","238.57","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","3.78","0.09","0.8","0.0","4.38","0.8","3.5","0.0","0.0","0.0","0.0","40.57","68.67","307.24","153.62","266.67","238.57","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","3.78","0.09","0.8","0.0","4.27","0.8","3.42","0.0","0.0","0.0","0.0","43.98","68.67","307.24","153.62","263.25","238.57","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","3.78","0.09","0.8","0.0","3.46","0.8","2.77","2.43","2.43","0.0","0.0","44.32","76.81","307.24","153.62","262.92","230.43","0.0","","","","","","",""
