" Daily soil water balance output for Vineyard in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Vineyard in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","11232.92","0.13","0.8","0.0","7.37","0.8","5.9","0.0","0.0","0.0","0.0","30.83","110.77","514.57","257.29","483.74","403.8","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","11232.92","0.12","0.8","0.0","7.33","0.8","5.86","0.0","0.0","0.0","0.0","36.7","110.77","514.57","257.29","477.88","403.8","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","11232.92","0.12","0.8","0.0","7.61","0.8","6.09","0.0","0.0","0.0","0.0","42.78","110.77","514.57","257.29","471.79","403.8","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","11232.92","0.12","0.8","0.0","7.15","0.8","5.72","0.0","0.0","0.0","0.0","48.5","110.77","514.57","257.29","466.07","403.8","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","11232.92","0.12","0.8","0.0","6.39","0.8","5.11","0.0","0.0","0.0","0.0","53.62","110.77","514.57","257.29","460.96","403.8","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","11232.92","0.12","0.8","0.0","6.42","0.8","5.14","0.0","0.0","0.0","0.0","58.75","110.77","514.57","257.29","455.82","403.8","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","11232.92","0.12","0.8","0.0","6.46","0.8","5.17","0.0","0.0","0.0","0.0","63.92","110.77","514.57","257.29","450.65","403.8","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","11232.92","0.12","0.8","0.0","7.14","0.8","5.71","0.0","0.0","0.0","0.0","69.63","110.77","514.57","257.29","444.94","403.8","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","11232.92","0.12","0.8","0.0","6.6","0.8","5.28","0.0","0.0","0.0","0.0","74.91","110.77","514.57","257.29","439.66","403.8","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","11232.92","0.12","0.8","0.0","6.38","0.8","5.1","0.0","0.0","0.0","0.0","80.02","110.77","514.57","257.29","434.56","403.8","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","11232.92","0.12","0.8","0.0","7.2","0.8","5.76","0.0","0.0","0.0","0.0","85.78","110.77","514.57","257.29","428.8","403.8","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","11232.92","0.12","0.8","0.0","6.95","0.8","5.56","0.0","0.0","0.0","0.0","91.34","110.77","514.57","257.29","423.24","403.8","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","11232.92","0.11","0.8","0.0","7.33","0.8","5.86","0.0","0.0","0.0","0.0","97.2","110.77","514.57","257.29","417.37","403.8","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","11232.92","0.11","0.8","0.0","7.52","0.8","6.02","0.0","0.0","0.0","0.0","103.22","110.77","514.57","257.29","411.36","403.8","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","11232.92","0.11","0.8","0.0","7.52","0.8","6.02","0.0","0.0","0.0","0.0","109.23","110.77","514.57","257.29","405.34","403.8","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","11232.92","0.11","0.8","0.0","7.13","0.8","5.7","0.0","0.0","0.0","0.0","0.0","110.77","514.57","257.29","514.57","403.8","114.94","","","","","","",""
"2016.0","7.0","17.0","199.0","11232.92","0.11","0.8","0.0","6.87","0.8","5.5","0.0","0.0","0.0","0.0","5.5","110.77","514.57","257.29","509.08","403.8","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","11232.92","0.11","0.8","0.0","6.47","0.8","5.18","0.0","0.0","0.0","0.0","10.67","110.77","514.57","257.29","503.9","403.8","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","11232.92","0.11","0.8","0.0","6.64","0.8","5.31","0.0","0.0","0.0","0.0","15.98","110.77","514.57","257.29","498.59","403.8","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","11232.92","0.11","0.8","0.0","6.94","0.8","5.55","0.0","0.0","0.0","0.0","21.54","110.77","514.57","257.29","493.04","403.8","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","11232.92","0.11","0.8","0.0","7.4","0.8","5.92","0.0","0.0","0.0","0.0","27.46","110.77","514.57","257.29","487.12","403.8","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","11232.92","0.11","0.8","0.0","7.0","0.8","5.6","0.0","0.0","0.0","0.0","33.06","110.77","514.57","257.29","481.52","403.8","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","11232.92","0.11","0.8","0.0","7.65","0.8","6.12","0.0","0.0","0.0","0.0","39.18","110.77","514.57","257.29","475.4","403.8","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","11232.92","0.11","0.8","0.0","7.51","0.8","6.01","0.0","0.0","0.0","0.0","45.18","110.77","514.57","257.29","469.39","403.8","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","11232.92","0.11","0.8","0.0","7.4","0.8","5.92","0.0","0.0","0.0","0.0","51.1","110.77","514.57","257.29","463.47","403.8","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","11232.92","0.1","0.8","0.0","7.34","0.8","5.87","0.0","0.0","0.0","0.0","56.98","110.77","514.57","257.29","457.6","403.8","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","11232.92","0.1","0.8","0.0","7.92","0.8","6.34","0.0","0.0","0.0","0.0","63.31","110.77","514.57","257.29","451.26","403.8","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","11232.92","0.1","0.8","0.0","7.83","0.8","6.26","0.0","0.0","0.0","0.0","69.58","110.77","514.57","257.29","445.0","403.8","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","11232.92","0.1","0.8","0.0","7.76","0.8","6.21","0.0","0.0","0.0","0.0","75.78","110.77","514.57","257.29","438.79","403.8","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","11232.92","0.1","0.8","0.0","8.21","0.8","6.57","0.0","0.0","0.0","0.0","82.35","110.77","514.57","257.29","432.22","403.8","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","11232.92","0.1","0.8","0.0","7.36","0.8","5.89","0.0","0.0","0.0","0.0","88.24","110.77","514.57","257.29","426.33","403.8","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","11232.92","0.1","0.8","0.0","6.93","0.8","5.54","0.0","0.0","0.0","0.0","93.78","110.77","514.57","257.29","420.79","403.8","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","11232.92","0.1","0.8","0.0","6.64","0.8","5.31","0.0","0.0","0.0","0.0","99.1","110.77","514.57","257.29","415.48","403.8","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","11232.92","0.1","0.8","0.0","7.25","0.8","5.8","0.0","0.0","0.0","0.0","104.9","110.77","514.57","257.29","409.68","403.8","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","11232.92","0.1","0.8","0.0","6.33","0.8","5.06","0.0","0.0","0.0","0.0","109.96","110.77","514.57","257.29","404.61","403.8","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","11232.92","0.1","0.8","0.0","5.76","0.8","4.61","0.0","0.0","0.0","0.0","0.0","110.77","514.57","257.29","514.57","403.8","114.57","","","","","","",""
"2016.0","8.0","6.0","219.0","11232.92","0.1","0.8","0.0","6.15","0.8","4.92","0.0","0.0","0.0","0.0","4.92","110.77","514.57","257.29","509.65","403.8","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","11232.92","0.1","0.8","0.0","6.08","0.8","4.86","0.0","0.0","0.0","0.0","9.78","110.77","514.57","257.29","504.79","403.8","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","11232.92","0.1","0.8","0.0","6.56","0.8","5.25","0.0","0.0","0.0","0.0","15.03","110.77","514.57","257.29","499.54","403.8","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","11232.92","0.1","0.8","0.0","6.27","0.8","5.02","0.0","0.0","0.0","0.0","20.05","110.77","514.57","257.29","494.52","403.8","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","11232.92","0.1","0.8","0.0","6.41","0.8","5.13","0.0","0.0","0.0","0.0","25.18","110.77","514.57","257.29","489.4","403.8","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","11232.92","0.1","0.8","0.0","6.57","0.8","5.26","0.0","0.0","0.0","0.0","30.43","110.77","514.57","257.29","484.14","403.8","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","11232.92","0.1","0.8","0.0","6.77","0.8","5.42","0.0","0.0","0.0","0.0","35.85","110.77","514.57","257.29","478.72","403.8","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","11232.92","0.1","0.8","0.0","7.07","0.8","5.66","0.0","0.0","0.0","0.0","41.5","110.77","514.57","257.29","473.07","403.8","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","11232.92","0.09","0.8","0.0","7.33","0.8","5.86","0.0","0.0","0.0","0.0","47.37","110.77","514.57","257.29","467.2","403.8","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","11232.92","0.09","0.8","0.0","6.72","0.8","5.38","0.0","0.0","0.0","0.0","52.74","110.77","514.57","257.29","461.83","403.8","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","11232.92","0.09","0.8","0.0","6.78","0.8","5.42","0.0","0.0","0.0","0.0","58.17","110.77","514.57","257.29","456.4","403.8","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","11232.92","0.09","0.8","0.0","6.66","0.8","5.33","0.0","0.0","0.0","0.0","63.5","110.77","514.57","257.29","451.08","403.8","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","11232.92","0.09","0.8","0.0","6.59","0.8","5.27","0.0","0.0","0.0","0.0","68.77","110.77","514.57","257.29","445.8","403.8","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","11232.92","0.09","0.8","0.0","6.54","0.8","5.23","0.0","0.0","0.0","0.0","74.0","110.77","514.57","257.29","440.57","403.8","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","11232.92","0.09","0.8","0.0","6.45","0.8","5.16","0.0","0.0","0.0","0.0","79.16","110.77","514.57","257.29","435.41","403.8","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","11232.92","0.09","0.8","0.0","6.45","0.8","5.16","0.0","0.0","0.0","0.0","84.32","110.77","514.57","257.29","430.25","403.8","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","11232.92","0.09","0.8","0.0","6.25","0.8","5.0","0.0","0.0","0.0","0.0","89.32","110.77","514.57","257.29","425.25","403.8","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","11232.92","0.09","0.8","0.0","6.05","0.8","4.84","0.0","0.0","0.0","0.0","94.16","110.77","514.57","257.29","420.41","403.8","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","11232.92","0.09","0.8","0.0","6.01","0.8","4.81","0.0","0.0","0.0","0.0","98.97","110.77","514.57","257.29","415.6","403.8","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","11232.92","0.09","0.8","0.0","5.95","0.8","4.76","0.0","0.0","0.0","0.0","103.73","110.77","514.57","257.29","410.84","403.8","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","11232.92","0.09","0.8","0.0","5.58","0.8","4.46","0.0","0.0","0.0","0.0","108.19","110.77","514.57","257.29","406.38","403.8","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","11232.92","0.09","0.8","0.0","5.4","0.8","4.32","0.0","0.0","0.0","0.0","0.0","110.77","514.57","257.29","514.57","403.8","112.51","","","","","","",""
"2016.0","8.0","28.0","241.0","11232.92","0.09","0.8","0.0","5.72","0.8","4.58","0.0","0.0","0.0","0.0","4.58","110.77","514.57","257.29","510.0","403.8","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","11232.92","0.09","0.8","0.0","5.81","0.8","4.65","0.0","0.0","0.0","0.0","9.22","110.77","514.57","257.29","505.35","403.8","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","11232.92","0.09","0.8","0.0","6.2","0.8","4.96","0.0","0.0","0.0","0.0","14.18","110.77","514.57","257.29","500.39","403.8","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","11232.92","0.09","0.8","0.0","6.02","0.8","4.82","0.0","0.0","0.0","0.0","19.0","110.77","514.57","257.29","495.57","403.8","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","11232.92","0.09","0.8","0.0","5.18","0.8","4.14","0.0","0.0","0.0","0.0","23.14","110.77","514.57","257.29","491.43","403.8","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","11232.92","0.09","0.8","0.0","5.31","0.8","4.25","0.0","0.0","0.0","0.0","27.39","110.77","514.57","257.29","487.18","403.8","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","11232.92","0.09","0.8","0.0","5.36","0.8","4.29","0.0","0.0","0.0","0.0","31.68","110.77","514.57","257.29","482.89","403.8","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","11232.92","0.09","0.8","0.0","4.62","0.8","3.7","0.0","0.0","0.0","0.0","35.38","110.77","514.57","257.29","479.2","403.8","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","11232.92","0.09","0.8","0.0","5.36","0.8","4.29","0.0","0.0","0.0","0.0","39.66","110.77","514.57","257.29","474.91","403.8","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","11232.92","0.09","0.8","0.0","5.11","0.8","4.09","0.0","0.0","0.0","0.0","43.75","110.77","514.57","257.29","470.82","403.8","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","11232.92","0.09","0.8","0.0","5.76","0.8","4.61","0.0","0.0","0.0","0.0","48.36","110.77","514.57","257.29","466.21","403.8","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","11232.92","0.09","0.8","0.0","5.97","0.8","4.78","0.0","0.0","0.0","0.0","53.14","110.77","514.57","257.29","461.44","403.8","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","11232.92","0.09","0.8","0.0","5.42","0.8","4.34","0.0","0.0","0.0","0.0","57.47","110.77","514.57","257.29","457.1","403.8","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","11232.92","0.09","0.8","0.0","5.51","0.8","4.41","0.0","0.0","0.0","0.0","61.88","110.77","514.57","257.29","452.69","403.8","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","11232.92","0.09","0.8","0.0","5.02","0.8","4.02","0.0","0.0","0.0","0.0","65.9","110.77","514.57","257.29","448.68","403.8","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","11232.92","0.09","0.8","0.0","4.43","0.8","3.54","0.0","0.0","0.0","0.0","69.44","110.77","514.57","257.29","445.13","403.8","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","11232.92","0.09","0.8","0.0","3.89","0.8","3.11","0.0","0.0","0.0","0.0","72.55","110.77","514.57","257.29","442.02","403.8","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","11232.92","0.09","0.8","0.0","4.24","0.8","3.39","0.0","0.0","0.0","0.0","75.94","110.77","514.57","257.29","438.63","403.8","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","11232.92","0.08","0.8","0.0","4.62","0.8","3.7","0.0","0.0","0.0","0.0","79.64","110.77","514.57","257.29","434.93","403.8","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","11232.92","0.08","0.8","0.0","4.84","0.8","3.87","0.0","0.0","0.0","0.0","83.51","110.77","514.57","257.29","431.06","403.8","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","11232.92","0.08","0.8","0.0","4.94","0.8","3.95","0.0","0.0","0.0","0.0","87.46","110.77","514.57","257.29","427.11","403.8","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","11232.92","0.08","0.8","0.0","4.75","0.8","3.8","0.0","0.0","0.0","0.0","91.26","110.77","514.57","257.29","423.31","403.8","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","11232.92","0.08","0.8","0.0","5.35","0.8","4.28","0.0","0.0","0.0","0.0","95.54","128.64","514.57","257.29","419.03","385.93","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","11232.92","0.08","0.79","0.0","6.16","0.79","4.88","0.0","0.0","0.0","0.0","100.42","128.64","514.57","257.29","414.15","385.93","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","11232.92","0.08","0.78","0.0","5.64","0.78","4.42","0.0","0.0","0.0","0.0","104.85","128.64","514.57","257.29","409.73","385.93","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","11232.92","0.08","0.78","0.0","4.31","0.78","3.35","0.0","0.0","0.0","0.0","108.19","128.64","514.57","257.29","406.38","385.93","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","11232.92","0.08","0.77","0.0","4.58","0.77","3.52","0.0","0.0","0.0","0.0","111.71","128.64","514.57","257.29","402.86","385.93","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","11232.92","0.08","0.76","0.0","4.82","0.76","3.67","0.0","0.0","0.0","0.0","115.38","128.64","514.57","257.29","399.19","385.93","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","11232.92","0.08","0.75","0.0","4.47","0.75","3.36","0.0","0.0","0.0","0.0","118.74","128.64","514.57","257.29","395.83","385.93","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","11232.92","0.08","0.74","0.0","4.57","0.74","3.4","0.0","0.0","0.0","0.0","122.15","128.64","514.57","257.29","392.43","385.93","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","11232.92","0.08","0.74","0.0","4.73","0.74","3.49","0.0","0.0","0.0","0.0","125.63","128.64","514.57","257.29","388.94","385.93","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","11232.92","0.08","0.73","0.0","4.93","0.73","3.59","0.0","0.0","0.0","0.0","0.0","128.64","514.57","257.29","514.57","385.93","129.22","","","","","","",""
"2016.0","9.0","29.0","273.0","11232.92","0.08","0.72","0.0","4.89","0.72","3.53","0.0","0.0","0.0","0.0","3.53","128.64","514.57","257.29","511.05","385.93","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","11232.92","0.08","0.71","0.0","3.76","0.71","2.68","0.31","0.31","0.0","0.0","5.9","128.64","514.57","257.29","508.67","385.93","0.0","","","","","","",""
