" Daily soil water balance output for Almonds in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Almonds in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","6.0","30.0","182.0","11119.95","0.14","1.15","0.0","7.3","1.15","8.39","0.0","0.0","0.0","0.0","44.1","130.98","593.45","296.72","549.35","462.47","0.0","","","","","","",""
"2016.0","7.0","1.0","183.0","11119.95","0.14","1.15","0.0","7.23","1.15","8.31","0.0","0.0","0.0","0.0","52.41","130.98","593.45","296.72","541.03","462.47","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","11119.95","0.13","1.15","0.0","7.18","1.15","8.26","0.0","0.0","0.0","0.0","60.67","130.98","593.45","296.72","532.78","462.47","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","11119.95","0.13","1.15","0.0","7.44","1.15","8.56","0.0","0.0","0.0","0.0","69.22","130.98","593.45","296.72","524.22","462.47","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","11119.95","0.13","1.15","0.0","7.0","1.15","8.05","0.0","0.0","0.0","0.0","77.27","130.98","593.45","296.72","516.17","462.47","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","11119.95","0.13","1.15","0.0","6.29","1.15","7.23","0.0","0.0","0.0","0.0","84.51","130.98","593.45","296.72","508.94","462.47","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","11119.95","0.13","1.15","0.0","6.38","1.15","7.34","0.0","0.0","0.0","0.0","91.84","130.98","593.45","296.72","501.6","462.47","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","11119.95","0.13","1.15","0.0","6.53","1.15","7.51","0.0","0.0","0.0","0.0","99.35","130.98","593.45","296.72","494.09","462.47","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","11119.95","0.13","1.15","0.0","7.11","1.15","8.18","0.0","0.0","0.0","0.0","107.53","130.98","593.45","296.72","485.92","462.47","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","11119.95","0.13","1.15","0.0","6.6","1.15","7.59","0.0","0.0","0.0","0.0","115.12","130.98","593.45","296.72","478.33","462.47","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","11119.95","0.13","1.15","0.0","6.47","1.15","7.44","0.0","0.0","0.0","0.0","122.56","130.98","593.45","296.72","470.88","462.47","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","11119.95","0.12","1.15","0.0","7.23","1.15","8.31","0.0","0.0","0.0","0.0","130.88","130.98","593.45","296.72","462.57","462.47","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","11119.95","0.12","1.15","0.0","6.91","1.15","7.95","0.0","0.0","0.0","0.0","0.0","130.98","593.45","296.72","593.45","462.47","138.82","","","","","","",""
"2016.0","7.0","13.0","195.0","11119.95","0.12","1.15","0.0","7.23","1.15","8.31","0.0","0.0","0.0","0.0","8.31","130.98","593.45","296.72","585.13","462.47","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","11119.95","0.12","1.15","0.0","7.4","1.15","8.51","0.0","0.0","0.0","0.0","16.82","130.98","593.45","296.72","576.62","462.47","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","11119.95","0.12","1.15","0.0","7.32","1.15","8.42","0.0","0.0","0.0","0.0","25.24","130.98","593.45","296.72","568.2","462.47","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","11119.95","0.12","1.15","0.0","7.01","1.15","8.06","0.0","0.0","0.0","0.0","33.3","130.98","593.45","296.72","560.14","462.47","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","11119.95","0.12","1.15","0.0","6.76","1.15","7.77","0.0","0.0","0.0","0.0","41.08","130.98","593.45","296.72","552.37","462.47","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","11119.95","0.12","1.15","0.0","6.37","1.15","7.33","0.0","0.0","0.0","0.0","48.4","130.98","593.45","296.72","545.04","462.47","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","11119.95","0.12","1.15","0.0","6.63","1.15","7.62","0.0","0.0","0.0","0.0","56.03","130.98","593.45","296.72","537.42","462.47","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","11119.95","0.12","1.15","0.0","7.06","1.15","8.12","0.0","0.0","0.0","0.0","64.15","130.98","593.45","296.72","529.3","462.47","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","11119.95","0.11","1.15","0.0","7.27","1.15","8.36","0.0","0.0","0.0","0.0","72.51","130.98","593.45","296.72","520.94","462.47","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","11119.95","0.11","1.15","0.0","7.13","1.15","8.2","0.0","0.0","0.0","0.0","80.71","130.98","593.45","296.72","512.74","462.47","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","11119.95","0.11","1.15","0.0","7.72","1.15","8.88","0.0","0.0","0.0","0.0","89.58","130.98","593.45","296.72","503.86","462.47","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","11119.95","0.11","1.15","0.0","7.38","1.15","8.49","0.0","0.0","0.0","0.0","98.07","130.98","593.45","296.72","495.37","462.47","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","11119.95","0.11","1.15","0.0","7.29","1.15","8.38","0.0","0.0","0.0","0.0","106.46","130.98","593.45","296.72","486.99","462.47","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","11119.95","0.11","1.15","0.0","7.3","1.15","8.39","0.0","0.0","0.0","0.0","114.85","130.98","593.45","296.72","478.6","462.47","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","11119.95","0.11","1.15","0.0","7.67","1.15","8.82","0.0","0.0","0.0","0.0","123.67","130.98","593.45","296.72","469.77","462.47","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","11119.95","0.11","1.15","0.0","7.66","1.15","8.81","0.0","0.0","0.0","0.0","0.0","130.98","593.45","296.72","593.45","462.47","132.48","","","","","","",""
"2016.0","7.0","29.0","211.0","11119.95","0.11","1.15","0.0","7.57","1.15","8.71","0.0","0.0","0.0","0.0","8.71","130.98","593.45","296.72","584.74","462.47","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","11119.95","0.11","1.15","0.0","7.81","1.15","8.98","0.0","0.0","0.0","0.0","17.69","130.98","593.45","296.72","575.76","462.47","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","11119.95","0.11","1.15","0.0","6.98","1.15","8.03","0.0","0.0","0.0","0.0","25.71","130.98","593.45","296.72","567.73","462.47","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","11119.95","0.11","1.15","0.0","6.7","1.15","7.7","0.0","0.0","0.0","0.0","33.42","130.98","593.45","296.72","560.03","462.47","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","11119.95","0.11","1.15","0.0","6.65","1.15","7.65","0.0","0.0","0.0","0.0","41.07","130.98","593.45","296.72","552.38","462.47","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","11119.95","0.1","1.15","0.0","7.01","1.15","8.06","0.0","0.0","0.0","0.0","49.13","130.98","593.45","296.72","544.32","462.47","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","11119.95","0.1","1.15","0.0","6.22","1.15","7.15","0.0","0.0","0.0","0.0","56.28","130.98","593.45","296.72","537.16","462.47","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","11119.95","0.1","1.15","0.0","5.72","1.15","6.58","0.0","0.0","0.0","0.0","62.86","130.98","593.45","296.72","530.59","462.47","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","11119.95","0.1","1.15","0.0","6.01","1.15","6.91","0.0","0.0","0.0","0.0","69.77","130.98","593.45","296.72","523.68","462.47","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","11119.95","0.1","1.15","0.0","6.09","1.15","7.0","0.0","0.0","0.0","0.0","76.77","130.98","593.45","296.72","516.67","462.47","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","11119.95","0.1","1.15","0.0","6.44","1.15","7.41","0.0","0.0","0.0","0.0","84.18","130.98","593.45","296.72","509.27","462.47","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","11119.95","0.1","1.15","0.0","6.18","1.15","7.11","0.0","0.0","0.0","0.0","91.29","130.98","593.45","296.72","502.16","462.47","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","11119.95","0.1","1.15","0.0","6.26","1.15","7.2","0.0","0.0","0.0","0.0","98.49","130.98","593.45","296.72","494.96","462.47","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","11119.95","0.1","1.15","0.0","6.46","1.15","7.43","0.0","0.0","0.0","0.0","105.92","130.98","593.45","296.72","487.53","462.47","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","11119.95","0.1","1.15","0.0","6.65","1.15","7.65","0.0","0.0","0.0","0.0","113.56","130.98","593.45","296.72","479.88","462.47","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","11119.95","0.1","1.15","0.0","7.06","1.15","8.12","0.0","0.0","0.0","0.0","121.68","130.98","593.45","296.72","471.76","462.47","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","11119.95","0.1","1.15","0.0","7.26","1.15","8.35","0.0","0.0","0.0","0.0","130.03","130.98","593.45","296.72","463.42","462.47","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","11119.95","0.1","1.15","0.0","6.64","1.15","7.64","0.0","0.0","0.0","0.0","0.0","130.98","593.45","296.72","593.45","462.47","137.67","","","","","","",""
"2016.0","8.0","16.0","229.0","11119.95","0.1","1.15","0.0","6.57","1.15","7.56","0.0","0.0","0.0","0.0","7.56","130.98","593.45","296.72","585.89","462.47","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","11119.95","0.1","1.15","0.0","6.46","1.15","7.43","0.0","0.0","0.0","0.0","14.98","130.98","593.45","296.72","578.46","462.47","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","11119.95","0.1","1.15","0.0","6.42","1.15","7.38","0.0","0.0","0.0","0.0","22.37","130.98","593.45","296.72","571.08","462.47","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","11119.95","0.1","1.15","0.0","6.44","1.15","7.41","0.0","0.0","0.0","0.0","29.77","130.98","593.45","296.72","563.67","462.47","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","11119.95","0.1","1.15","0.0","6.34","1.15","7.29","0.0","0.0","0.0","0.0","37.06","130.98","593.45","296.72","556.38","462.47","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","11119.95","0.1","1.15","0.0","6.38","1.15","7.34","0.0","0.0","0.0","0.0","44.4","130.98","593.45","296.72","549.04","462.47","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","11119.95","0.1","1.15","0.0","5.96","1.15","6.85","0.0","0.0","0.0","0.0","51.26","130.98","593.45","296.72","542.19","462.47","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","11119.95","0.1","1.15","0.0","6.1","1.15","7.01","0.0","0.0","0.0","0.0","58.27","130.98","593.45","296.72","535.18","462.47","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","11119.95","0.09","1.15","0.0","6.02","1.15","6.92","0.0","0.0","0.0","0.0","65.19","130.98","593.45","296.72","528.25","462.47","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","11119.95","0.09","1.15","0.0","5.81","1.15","6.68","0.0","0.0","0.0","0.0","71.87","130.98","593.45","296.72","521.57","462.47","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","11119.95","0.09","1.15","0.0","5.42","1.15","6.23","0.0","0.0","0.0","0.0","78.11","130.98","593.45","296.72","515.34","462.47","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","11119.95","0.09","1.15","0.0","5.32","1.15","6.12","0.0","0.0","0.0","0.0","84.23","130.98","593.45","296.72","509.22","462.47","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","11119.95","0.09","1.15","0.0","5.62","1.15","6.46","0.0","0.0","0.0","0.0","90.69","130.98","593.45","296.72","502.76","462.47","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","11119.95","0.09","1.15","0.0","5.87","1.15","6.75","0.0","0.0","0.0","0.0","97.44","130.98","593.45","296.72","496.01","462.47","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","11119.95","0.09","1.15","0.0","6.32","1.15","7.27","0.0","0.0","0.0","0.0","104.71","130.98","593.45","296.72","488.74","462.47","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","11119.95","0.09","1.15","0.0","6.07","1.15","6.98","0.0","0.0","0.0","0.0","111.69","130.98","593.45","296.72","481.76","462.47","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","11119.95","0.09","1.15","0.0","5.28","1.15","6.07","0.0","0.0","0.0","0.0","117.76","130.98","593.45","296.72","475.69","462.47","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","11119.95","0.09","1.15","0.0","5.32","1.15","6.12","0.0","0.0","0.0","0.0","123.88","130.98","593.45","296.72","469.57","462.47","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","11119.95","0.09","1.15","0.0","5.21","1.15","5.99","0.0","0.0","0.0","0.0","129.87","130.98","593.45","296.72","463.58","462.47","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","11119.95","0.09","1.15","0.0","4.61","1.15","5.3","0.0","0.0","0.0","0.0","0.0","130.98","593.45","296.72","593.45","462.47","135.17","","","","","","",""
"2016.0","9.0","5.0","249.0","11119.95","0.09","1.15","0.0","5.35","1.15","6.15","0.0","0.0","0.0","0.0","6.15","130.98","593.45","296.72","587.29","462.47","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","11119.95","0.09","1.15","0.0","5.1","1.15","5.86","0.0","0.0","0.0","0.0","12.02","130.98","593.45","296.72","581.43","462.47","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","11119.95","0.09","1.15","0.0","5.65","1.15","6.5","0.0","0.0","0.0","0.0","18.52","130.98","593.45","296.72","574.93","462.47","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","11119.95","0.09","1.15","0.0","5.78","1.15","6.65","0.0","0.0","0.0","0.0","25.16","130.98","593.45","296.72","568.28","462.47","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","11119.95","0.09","1.15","0.0","5.43","1.15","6.24","0.0","0.0","0.0","0.0","31.41","130.98","593.45","296.72","562.04","462.47","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","11119.95","0.09","1.15","0.0","5.49","1.15","6.31","0.0","0.0","0.0","0.0","37.72","130.98","593.45","296.72","555.73","462.47","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","11119.95","0.09","1.15","0.0","5.04","1.15","5.8","0.0","0.0","0.0","0.0","43.52","148.36","593.45","296.72","549.93","445.08","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","11119.95","0.09","1.15","0.0","4.58","1.15","5.27","0.0","0.0","0.0","0.0","48.78","148.36","593.45","296.72","544.66","445.08","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","11119.95","0.09","1.15","0.0","3.88","1.15","4.46","0.0","0.0","0.0","0.0","53.24","148.36","593.45","296.72","540.2","445.08","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","11119.95","0.09","1.15","0.0","4.27","1.15","4.91","0.0","0.0","0.0","0.0","58.16","148.36","593.45","296.72","535.29","445.08","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","11119.95","0.09","1.15","0.0","4.71","1.15","5.42","0.0","0.0","0.0","0.0","63.57","148.36","593.45","296.72","529.87","445.08","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","11119.95","0.09","1.15","0.0","4.88","1.15","5.61","0.0","0.0","0.0","0.0","69.18","148.36","593.45","296.72","524.26","445.08","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","11119.95","0.09","1.15","0.0","4.88","1.15","5.61","0.0","0.0","0.0","0.0","74.8","148.36","593.45","296.72","518.65","445.08","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","11119.95","0.09","1.15","0.0","4.73","1.15","5.44","0.0","0.0","0.0","0.0","80.24","148.36","593.45","296.72","513.21","445.08","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","11119.95","0.09","1.15","0.0","5.2","1.15","5.98","0.0","0.0","0.0","0.0","86.22","148.36","593.45","296.72","507.23","445.08","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","11119.95","0.09","1.15","0.0","5.65","1.15","6.5","0.0","0.0","0.0","0.0","92.71","148.36","593.45","296.72","500.73","445.08","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","11119.95","0.09","1.15","0.0","5.42","1.15","6.23","0.0","0.0","0.0","0.0","98.95","148.36","593.45","296.72","494.5","445.08","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","11119.95","0.09","1.15","0.0","4.4","1.15","5.06","0.0","0.0","0.0","0.0","104.01","148.36","593.45","296.72","489.44","445.08","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","11119.95","0.09","1.15","0.0","4.74","1.15","5.45","0.0","0.0","0.0","0.0","109.46","148.36","593.45","296.72","483.99","445.08","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","11119.95","0.09","1.15","0.0","4.57","1.15","5.26","0.0","0.0","0.0","0.0","114.71","148.36","593.45","296.72","478.73","445.08","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","11119.95","0.09","1.13","0.0","4.23","1.13","4.76","0.0","0.0","0.0","0.0","119.48","148.36","593.45","296.72","473.97","445.08","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","11119.95","0.09","1.1","0.0","4.58","1.1","5.05","0.0","0.0","0.0","0.0","124.53","148.36","593.45","296.72","468.92","445.08","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","11119.95","0.09","1.08","0.0","4.68","1.08","5.05","0.0","0.0","0.0","0.0","129.57","148.36","593.45","296.72","463.87","445.08","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","11119.95","0.09","1.05","0.0","4.75","1.05","5.01","0.0","0.0","0.0","0.0","134.58","148.36","593.45","296.72","458.86","445.08","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","11119.95","0.09","1.03","0.0","4.71","1.03","4.86","0.0","0.0","0.0","0.0","139.44","148.36","593.45","296.72","454.01","445.08","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","11119.95","0.09","1.01","0.0","3.59","1.01","3.62","2.27","2.27","0.0","0.0","140.78","148.36","593.45","296.72","452.66","445.08","0.0","","","","","","",""
