" Daily soil water balance output for Citrus in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output  for Citrus in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","1.56","0.13","0.7","0.0","7.51","0.7","5.26","0.0","0.0","0.0","0.0","90.9","94.35","416.97","208.48","326.07","322.61","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","1.56","0.13","0.7","0.0","7.04","0.7","4.93","0.0","0.0","0.0","0.0","0.0","94.35","416.97","208.48","416.97","322.61","95.82","","","","","","",""
"2016.0","7.0","5.0","187.0","1.56","0.12","0.7","0.0","6.26","0.7","4.38","0.0","0.0","0.0","0.0","4.38","94.35","416.97","208.48","412.58","322.61","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","1.56","0.12","0.7","0.0","6.37","0.7","4.46","0.0","0.0","0.0","0.0","8.84","94.35","416.97","208.48","408.13","322.61","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","1.56","0.12","0.7","0.0","6.44","0.7","4.51","0.0","0.0","0.0","0.0","13.35","94.35","416.97","208.48","403.62","322.61","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","1.56","0.12","0.7","0.0","7.13","0.7","4.99","0.0","0.0","0.0","0.0","18.34","94.35","416.97","208.48","398.63","322.61","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","1.56","0.12","0.7","0.0","6.55","0.7","4.59","0.0","0.0","0.0","0.0","22.93","94.35","416.97","208.48","394.04","322.61","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","1.56","0.12","0.7","0.0","6.42","0.7","4.49","0.0","0.0","0.0","0.0","27.42","94.35","416.97","208.48","389.55","322.61","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","1.56","0.12","0.7","0.0","7.21","0.7","5.05","0.0","0.0","0.0","0.0","32.47","94.35","416.97","208.48","384.5","322.61","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","1.56","0.12","0.7","0.0","6.93","0.7","4.85","0.0","0.0","0.0","0.0","37.32","94.35","416.97","208.48","379.65","322.61","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","1.56","0.12","0.7","0.0","7.3","0.7","5.11","0.0","0.0","0.0","0.0","42.43","94.35","416.97","208.48","374.54","322.61","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","1.56","0.12","0.7","0.0","7.47","0.7","5.23","0.0","0.0","0.0","0.0","47.66","94.35","416.97","208.48","369.31","322.61","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","1.56","0.12","0.7","0.0","7.42","0.7","5.19","0.0","0.0","0.0","0.0","52.85","94.35","416.97","208.48","364.12","322.61","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","1.56","0.11","0.7","0.0","7.04","0.7","4.93","0.0","0.0","0.0","0.0","57.78","94.35","416.97","208.48","359.19","322.61","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","1.56","0.11","0.7","0.0","6.77","0.7","4.74","0.0","0.0","0.0","0.0","62.52","94.35","416.97","208.48","354.45","322.61","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","1.56","0.11","0.7","0.0","6.39","0.7","4.47","0.0","0.0","0.0","0.0","66.99","94.35","416.97","208.48","349.98","322.61","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","1.56","0.11","0.7","0.0","6.61","0.7","4.63","0.0","0.0","0.0","0.0","71.62","94.35","416.97","208.48","345.35","322.61","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","1.56","0.11","0.7","0.0","6.99","0.7","4.89","0.0","0.0","0.0","0.0","76.51","94.35","416.97","208.48","340.46","322.61","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","1.56","0.11","0.7","0.0","7.31","0.7","5.12","0.0","0.0","0.0","0.0","81.63","94.35","416.97","208.48","335.34","322.61","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","1.56","0.11","0.7","0.0","7.05","0.7","4.94","0.0","0.0","0.0","0.0","86.56","94.35","416.97","208.48","330.4","322.61","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","1.56","0.11","0.7","0.0","7.68","0.7","5.38","0.0","0.0","0.0","0.0","91.94","94.35","416.97","208.48","325.03","322.61","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","1.56","0.11","0.7","0.0","7.45","0.7","5.22","0.0","0.0","0.0","0.0","0.0","94.35","416.97","208.48","416.97","322.61","97.15","","","","","","",""
"2016.0","7.0","25.0","207.0","1.56","0.11","0.7","0.0","7.34","0.7","5.14","0.0","0.0","0.0","0.0","5.14","94.35","416.97","208.48","411.83","322.61","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","1.56","0.11","0.7","0.0","7.28","0.7","5.1","0.0","0.0","0.0","0.0","10.23","94.35","416.97","208.48","406.73","322.61","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","1.56","0.11","0.7","0.0","7.81","0.7","5.47","0.0","0.0","0.0","0.0","15.7","94.35","416.97","208.48","401.27","322.61","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","1.56","0.11","0.7","0.0","7.74","0.7","5.42","0.0","0.0","0.0","0.0","21.12","94.35","416.97","208.48","395.85","322.61","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","1.56","0.1","0.7","0.0","7.69","0.7","5.38","0.0","0.0","0.0","0.0","26.5","94.35","416.97","208.48","390.46","322.61","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","1.56","0.1","0.7","0.0","8.02","0.7","5.61","0.0","0.0","0.0","0.0","32.12","94.35","416.97","208.48","384.85","322.61","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","1.56","0.1","0.7","0.0","7.16","0.7","5.01","0.0","0.0","0.0","0.0","37.13","94.35","416.97","208.48","379.84","322.61","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","1.56","0.1","0.7","0.0","6.81","0.7","4.77","0.0","0.0","0.0","0.0","41.9","94.35","416.97","208.48","375.07","322.61","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","1.56","0.1","0.7","0.0","6.63","0.7","4.64","0.0","0.0","0.0","0.0","46.54","94.35","416.97","208.48","370.43","322.61","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","1.56","0.1","0.7","0.0","7.11","0.7","4.98","0.0","0.0","0.0","0.0","51.51","94.35","416.97","208.48","365.45","322.61","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","1.56","0.1","0.7","0.0","6.21","0.7","4.35","0.0","0.0","0.0","0.0","55.86","94.35","416.97","208.48","361.11","322.61","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","1.56","0.1","0.7","0.0","5.71","0.7","4.0","0.0","0.0","0.0","0.0","59.86","94.35","416.97","208.48","357.11","322.61","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","1.56","0.1","0.7","0.0","6.04","0.7","4.23","0.0","0.0","0.0","0.0","64.09","94.35","416.97","208.48","352.88","322.61","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","1.56","0.1","0.7","0.0","6.06","0.7","4.24","0.0","0.0","0.0","0.0","68.33","94.35","416.97","208.48","348.64","322.61","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","1.56","0.1","0.7","0.0","6.5","0.7","4.55","0.0","0.0","0.0","0.0","72.88","94.35","416.97","208.48","344.09","322.61","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","1.56","0.1","0.7","0.0","6.23","0.7","4.36","0.0","0.0","0.0","0.0","77.24","94.35","416.97","208.48","339.73","322.61","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","1.56","0.1","0.7","0.0","6.33","0.7","4.43","0.0","0.0","0.0","0.0","81.67","94.35","416.97","208.48","335.3","322.61","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","1.56","0.1","0.7","0.0","6.49","0.7","4.54","0.0","0.0","0.0","0.0","86.21","94.35","416.97","208.48","330.75","322.61","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","1.56","0.1","0.7","0.0","6.71","0.7","4.7","0.0","0.0","0.0","0.0","90.91","94.35","416.97","208.48","326.06","322.61","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","1.56","0.1","0.7","0.0","7.07","0.7","4.95","0.0","0.0","0.0","0.0","0.0","94.35","416.97","208.48","416.97","322.61","95.86","","","","","","",""
"2016.0","8.0","14.0","227.0","1.56","0.1","0.7","0.0","7.29","0.7","5.1","0.0","0.0","0.0","0.0","5.1","94.35","416.97","208.48","411.86","322.61","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","1.56","0.1","0.7","0.0","6.66","0.7","4.66","0.0","0.0","0.0","0.0","9.77","94.35","416.97","208.48","407.2","322.61","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","1.56","0.1","0.7","0.0","6.67","0.7","4.67","0.0","0.0","0.0","0.0","14.43","94.35","416.97","208.48","402.53","322.61","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","1.56","0.09","0.7","0.0","6.55","0.7","4.59","0.0","0.0","0.0","0.0","19.02","94.35","416.97","208.48","397.95","322.61","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","1.56","0.09","0.7","0.0","6.51","0.7","4.56","0.0","0.0","0.0","0.0","23.58","94.35","416.97","208.48","393.39","322.61","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","1.56","0.09","0.7","0.0","6.48","0.7","4.54","0.0","0.0","0.0","0.0","28.11","94.35","416.97","208.48","388.85","322.61","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","1.56","0.09","0.7","0.0","6.39","0.7","4.47","0.0","0.0","0.0","0.0","32.59","94.35","416.97","208.48","384.38","322.61","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","1.56","0.09","0.7","0.0","6.41","0.7","4.49","0.0","0.0","0.0","0.0","37.07","94.35","416.97","208.48","379.89","322.61","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","1.56","0.09","0.7","0.0","6.18","0.7","4.33","0.0","0.0","0.0","0.0","41.4","94.35","416.97","208.48","375.57","322.61","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","1.56","0.09","0.7","0.0","6.06","0.7","4.24","0.0","0.0","0.0","0.0","45.64","94.35","416.97","208.48","371.33","322.61","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","1.56","0.09","0.7","0.0","5.99","0.7","4.19","0.0","0.0","0.0","0.0","49.83","94.35","416.97","208.48","367.13","322.61","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","1.56","0.09","0.7","0.0","5.86","0.7","4.1","0.0","0.0","0.0","0.0","53.94","94.35","416.97","208.48","363.03","322.61","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","1.56","0.09","0.7","0.0","5.48","0.7","3.84","0.0","0.0","0.0","0.0","57.77","94.35","416.97","208.48","359.2","322.61","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","1.56","0.09","0.7","0.0","5.34","0.7","3.74","0.0","0.0","0.0","0.0","61.51","94.35","416.97","208.48","355.46","322.61","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","1.56","0.09","0.7","0.0","5.69","0.7","3.98","0.0","0.0","0.0","0.0","65.49","94.35","416.97","208.48","351.47","322.61","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","1.56","0.09","0.7","0.0","5.85","0.7","4.1","0.0","0.0","0.0","0.0","69.59","94.35","416.97","208.48","347.38","322.61","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","1.56","0.09","0.7","0.0","6.27","0.7","4.39","0.0","0.0","0.0","0.0","73.98","94.35","416.97","208.48","342.99","322.61","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","1.56","0.09","0.7","0.0","6.04","0.7","4.23","0.0","0.0","0.0","0.0","78.2","94.35","416.97","208.48","338.76","322.61","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","1.56","0.09","0.7","0.0","5.2","0.7","3.64","0.0","0.0","0.0","0.0","81.84","94.35","416.97","208.48","335.12","322.61","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","1.56","0.09","0.7","0.0","5.28","0.7","3.7","0.0","0.0","0.0","0.0","85.54","94.35","416.97","208.48","331.43","322.61","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","1.56","0.09","0.7","0.0","5.28","0.7","3.7","0.0","0.0","0.0","0.0","89.24","94.35","416.97","208.48","327.73","322.61","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","1.56","0.09","0.7","0.0","4.62","0.7","3.23","0.0","0.0","0.0","0.0","92.47","94.35","416.97","208.48","324.5","322.61","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","1.56","0.09","0.7","0.0","5.38","0.7","3.77","0.0","0.0","0.0","0.0","0.0","94.35","416.97","208.48","416.97","322.61","96.24","","","","","","",""
"2016.0","9.0","6.0","250.0","1.56","0.09","0.7","0.0","5.09","0.7","3.56","0.0","0.0","0.0","0.0","3.56","94.35","416.97","208.48","413.4","322.61","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","1.56","0.09","0.7","0.0","5.71","0.7","4.0","0.0","0.0","0.0","0.0","7.56","94.35","416.97","208.48","409.41","322.61","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","1.56","0.09","0.7","0.0","5.88","0.7","4.12","0.0","0.0","0.0","0.0","11.68","94.35","416.97","208.48","405.29","322.61","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","1.56","0.09","0.7","0.0","5.42","0.7","3.79","0.0","0.0","0.0","0.0","15.47","94.35","416.97","208.48","401.5","322.61","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","1.56","0.09","0.7","0.0","5.5","0.7","3.85","0.0","0.0","0.0","0.0","19.32","94.35","416.97","208.48","397.65","322.61","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","1.56","0.09","0.7","0.0","4.98","0.7","3.49","0.0","0.0","0.0","0.0","22.81","94.35","416.97","208.48","394.16","322.61","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","1.56","0.09","0.7","0.0","4.45","0.7","3.12","0.0","0.0","0.0","0.0","25.92","94.35","416.97","208.48","391.05","322.61","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","1.56","0.09","0.7","0.0","3.88","0.7","2.72","0.0","0.0","0.0","0.0","28.64","94.35","416.97","208.48","388.33","322.61","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","1.56","0.09","0.7","0.0","4.26","0.7","2.98","0.0","0.0","0.0","0.0","31.62","94.35","416.97","208.48","385.35","322.61","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","1.56","0.09","0.7","0.0","4.66","0.7","3.26","0.0","0.0","0.0","0.0","34.88","94.35","416.97","208.48","382.09","322.61","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","1.56","0.09","0.7","0.0","4.85","0.7","3.4","0.0","0.0","0.0","0.0","38.28","94.35","416.97","208.48","378.69","322.61","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","1.56","0.09","0.7","0.0","4.9","0.7","3.43","0.0","0.0","0.0","0.0","41.71","94.35","416.97","208.48","375.26","322.61","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","1.56","0.09","0.7","0.0","4.71","0.7","3.3","0.0","0.0","0.0","0.0","45.0","94.35","416.97","208.48","371.96","322.61","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","1.56","0.09","0.7","0.0","5.26","0.7","3.68","0.0","0.0","0.0","0.0","48.69","94.35","416.97","208.48","368.28","322.61","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","1.56","0.09","0.7","0.0","5.95","0.7","4.17","0.0","0.0","0.0","0.0","52.85","94.35","416.97","208.48","364.12","322.61","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","1.56","0.08","0.7","0.0","5.65","0.7","3.96","0.0","0.0","0.0","0.0","56.81","94.35","416.97","208.48","360.16","322.61","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","1.56","0.08","0.7","0.0","4.38","0.7","3.07","0.0","0.0","0.0","0.0","59.87","94.35","416.97","208.48","357.1","322.61","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","1.56","0.08","0.7","0.0","4.65","0.7","3.26","0.0","0.0","0.0","0.0","63.13","94.35","416.97","208.48","353.84","322.61","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","1.56","0.08","0.7","0.0","4.71","0.7","3.3","0.0","0.0","0.0","0.0","66.42","94.35","416.97","208.48","350.54","322.61","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","1.56","0.08","0.7","0.0","4.31","0.7","3.02","0.0","0.0","0.0","0.0","69.44","94.35","416.97","208.48","347.53","322.61","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","1.56","0.08","0.7","0.0","4.55","0.7","3.19","0.0","0.0","0.0","0.0","72.63","94.35","416.97","208.48","344.34","322.61","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","1.56","0.08","0.7","0.0","4.71","0.7","3.3","0.0","0.0","0.0","0.0","75.92","94.35","416.97","208.48","341.04","322.61","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","1.56","0.08","0.7","0.0","4.84","0.7","3.39","0.0","0.0","0.0","0.0","79.31","94.35","416.97","208.48","337.66","322.61","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","1.56","0.08","0.7","0.0","4.79","0.7","3.35","0.0","0.0","0.0","0.0","82.66","94.35","416.97","208.48","334.3","322.61","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","1.56","0.08","0.7","0.0","3.68","0.7","2.58","0.46","0.46","0.0","0.0","84.78","94.35","416.97","208.48","332.19","322.61","0.0","","","","","","",""
