" Daily soil water balance output for Turf_farm in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Turf_farm in 186_Yolo DAU_Co within 05_Sacramento River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","398.09","0.12","0.85","0.0","7.61","0.85","6.47","0.0","0.0","0.0","0.0","6.47","48.25","201.17","100.58","194.7","152.91","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","398.09","0.12","0.85","0.0","7.15","0.85","6.08","0.0","0.0","0.0","0.0","12.55","48.25","201.17","100.58","188.62","152.91","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","398.09","0.12","0.85","0.0","6.39","0.85","5.43","0.0","0.0","0.0","0.0","17.98","48.25","201.17","100.58","183.19","152.91","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","398.09","0.12","0.85","0.0","6.42","0.85","5.46","0.0","0.0","0.0","0.0","23.43","48.25","201.17","100.58","177.73","152.91","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","398.09","0.12","0.85","0.0","6.46","0.85","5.49","0.0","0.0","0.0","0.0","28.93","48.25","201.17","100.58","172.24","152.91","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","398.09","0.12","0.85","0.0","7.14","0.85","6.07","0.0","0.0","0.0","0.0","34.99","48.25","201.17","100.58","166.17","152.91","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","398.09","0.12","0.85","0.0","6.6","0.85","5.61","0.0","0.0","0.0","0.0","40.6","48.25","201.17","100.58","160.56","152.91","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","398.09","0.12","0.85","0.0","6.38","0.85","5.42","0.0","0.0","0.0","0.0","46.03","48.25","201.17","100.58","155.14","152.91","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","398.09","0.12","0.85","0.0","7.2","0.85","6.12","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","52.15","","","","","","",""
"2016.0","7.0","12.0","194.0","398.09","0.12","0.85","0.0","6.95","0.85","5.91","0.0","0.0","0.0","0.0","5.91","48.25","201.17","100.58","195.26","152.91","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","398.09","0.11","0.85","0.0","7.33","0.85","6.23","0.0","0.0","0.0","0.0","12.14","48.25","201.17","100.58","189.03","152.91","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","398.09","0.11","0.85","0.0","7.52","0.85","6.39","0.0","0.0","0.0","0.0","18.53","48.25","201.17","100.58","182.64","152.91","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","398.09","0.11","0.85","0.0","7.52","0.85","6.39","0.0","0.0","0.0","0.0","24.92","48.25","201.17","100.58","176.25","152.91","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","398.09","0.11","0.85","0.0","7.13","0.85","6.06","0.0","0.0","0.0","0.0","30.98","48.25","201.17","100.58","170.19","152.91","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","398.09","0.11","0.85","0.0","6.87","0.85","5.84","0.0","0.0","0.0","0.0","36.82","48.25","201.17","100.58","164.35","152.91","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","398.09","0.11","0.85","0.0","6.47","0.85","5.5","0.0","0.0","0.0","0.0","42.32","48.25","201.17","100.58","158.85","152.91","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","398.09","0.11","0.85","0.0","6.64","0.85","5.64","0.0","0.0","0.0","0.0","47.97","48.25","201.17","100.58","153.2","152.91","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","398.09","0.11","0.85","0.0","6.94","0.85","5.9","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","53.86","","","","","","",""
"2016.0","7.0","21.0","203.0","398.09","0.11","0.85","0.0","7.4","0.85","6.29","0.0","0.0","0.0","0.0","6.29","48.25","201.17","100.58","194.88","152.91","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","398.09","0.11","0.85","0.0","7.0","0.85","5.95","0.0","0.0","0.0","0.0","12.24","48.25","201.17","100.58","188.93","152.91","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","398.09","0.11","0.85","0.0","7.65","0.85","6.5","0.0","0.0","0.0","0.0","18.74","48.25","201.17","100.58","182.43","152.91","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","398.09","0.11","0.85","0.0","7.51","0.85","6.38","0.0","0.0","0.0","0.0","25.13","48.25","201.17","100.58","176.04","152.91","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","398.09","0.11","0.85","0.0","7.4","0.85","6.29","0.0","0.0","0.0","0.0","31.42","48.25","201.17","100.58","169.75","152.91","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","398.09","0.1","0.85","0.0","7.34","0.85","6.24","0.0","0.0","0.0","0.0","37.66","48.25","201.17","100.58","163.51","152.91","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","398.09","0.1","0.85","0.0","7.92","0.85","6.73","0.0","0.0","0.0","0.0","44.39","48.25","201.17","100.58","156.78","152.91","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","398.09","0.1","0.85","0.0","7.83","0.85","6.66","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","51.04","","","","","","",""
"2016.0","7.0","29.0","211.0","398.09","0.1","0.85","0.0","7.76","0.85","6.6","0.0","0.0","0.0","0.0","6.6","48.25","201.17","100.58","194.57","152.91","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","398.09","0.1","0.85","0.0","8.21","0.85","6.98","0.0","0.0","0.0","0.0","13.57","48.25","201.17","100.58","187.59","152.91","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","398.09","0.1","0.85","0.0","7.36","0.85","6.26","0.0","0.0","0.0","0.0","19.83","48.25","201.17","100.58","181.34","152.91","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","398.09","0.1","0.85","0.0","6.93","0.85","5.89","0.0","0.0","0.0","0.0","25.72","48.25","201.17","100.58","175.45","152.91","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","398.09","0.1","0.85","0.0","6.64","0.85","5.64","0.0","0.0","0.0","0.0","31.37","48.25","201.17","100.58","169.8","152.91","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","398.09","0.1","0.85","0.0","7.25","0.85","6.16","0.0","0.0","0.0","0.0","37.53","48.25","201.17","100.58","163.64","152.91","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","398.09","0.1","0.85","0.0","6.33","0.85","5.38","0.0","0.0","0.0","0.0","42.91","48.25","201.17","100.58","158.26","152.91","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","398.09","0.1","0.85","0.0","5.76","0.85","4.9","0.0","0.0","0.0","0.0","47.8","48.25","201.17","100.58","153.36","152.91","0.0","","","","","","",""
"2016.0","8.0","6.0","219.0","398.09","0.1","0.85","0.0","6.15","0.85","5.23","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","53.03","","","","","","",""
"2016.0","8.0","7.0","220.0","398.09","0.1","0.85","0.0","6.08","0.85","5.17","0.0","0.0","0.0","0.0","5.17","48.25","201.17","100.58","196.0","152.91","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","398.09","0.1","0.85","0.0","6.56","0.85","5.58","0.0","0.0","0.0","0.0","10.74","48.25","201.17","100.58","190.42","152.91","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","398.09","0.1","0.85","0.0","6.27","0.85","5.33","0.0","0.0","0.0","0.0","16.07","48.25","201.17","100.58","185.09","152.91","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","398.09","0.1","0.85","0.0","6.41","0.85","5.45","0.0","0.0","0.0","0.0","21.52","48.25","201.17","100.58","179.65","152.91","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","398.09","0.1","0.85","0.0","6.57","0.85","5.58","0.0","0.0","0.0","0.0","27.11","48.25","201.17","100.58","174.06","152.91","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","398.09","0.1","0.85","0.0","6.77","0.85","5.75","0.0","0.0","0.0","0.0","32.86","48.25","201.17","100.58","168.31","152.91","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","398.09","0.1","0.85","0.0","7.07","0.85","6.01","0.0","0.0","0.0","0.0","38.87","48.25","201.17","100.58","162.3","152.91","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","398.09","0.09","0.85","0.0","7.33","0.85","6.23","0.0","0.0","0.0","0.0","45.1","48.25","201.17","100.58","156.07","152.91","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","398.09","0.09","0.85","0.0","6.72","0.85","5.71","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","50.81","","","","","","",""
"2016.0","8.0","16.0","229.0","398.09","0.09","0.85","0.0","6.78","0.85","5.76","0.0","0.0","0.0","0.0","5.76","48.25","201.17","100.58","195.41","152.91","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","398.09","0.09","0.85","0.0","6.66","0.85","5.66","0.0","0.0","0.0","0.0","11.42","48.25","201.17","100.58","189.74","152.91","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","398.09","0.09","0.85","0.0","6.59","0.85","5.6","0.0","0.0","0.0","0.0","17.03","48.25","201.17","100.58","184.14","152.91","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","398.09","0.09","0.85","0.0","6.54","0.85","5.56","0.0","0.0","0.0","0.0","22.58","48.25","201.17","100.58","178.58","152.91","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","398.09","0.09","0.85","0.0","6.45","0.85","5.48","0.0","0.0","0.0","0.0","28.07","48.25","201.17","100.58","173.1","152.91","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","398.09","0.09","0.85","0.0","6.45","0.85","5.48","0.0","0.0","0.0","0.0","33.55","48.25","201.17","100.58","167.62","152.91","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","398.09","0.09","0.85","0.0","6.25","0.85","5.31","0.0","0.0","0.0","0.0","38.86","48.25","201.17","100.58","162.31","152.91","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","398.09","0.09","0.85","0.0","6.05","0.85","5.14","0.0","0.0","0.0","0.0","44.0","48.25","201.17","100.58","157.16","152.91","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","398.09","0.09","0.85","0.0","6.01","0.85","5.11","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","49.11","","","","","","",""
"2016.0","8.0","25.0","238.0","398.09","0.09","0.85","0.0","5.95","0.85","5.06","0.0","0.0","0.0","0.0","5.06","48.25","201.17","100.58","196.11","152.91","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","398.09","0.09","0.85","0.0","5.58","0.85","4.74","0.0","0.0","0.0","0.0","9.8","48.25","201.17","100.58","191.37","152.91","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","398.09","0.09","0.85","0.0","5.4","0.85","4.59","0.0","0.0","0.0","0.0","14.39","48.25","201.17","100.58","186.78","152.91","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","398.09","0.09","0.85","0.0","5.72","0.85","4.86","0.0","0.0","0.0","0.0","19.25","48.25","201.17","100.58","181.92","152.91","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","398.09","0.09","0.85","0.0","5.81","0.85","4.94","0.0","0.0","0.0","0.0","24.19","48.25","201.17","100.58","176.98","152.91","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","398.09","0.09","0.85","0.0","6.2","0.85","5.27","0.0","0.0","0.0","0.0","29.46","48.25","201.17","100.58","171.71","152.91","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","398.09","0.09","0.85","0.0","6.02","0.85","5.12","0.0","0.0","0.0","0.0","34.58","48.25","201.17","100.58","166.59","152.91","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","398.09","0.09","0.85","0.0","5.18","0.85","4.4","0.0","0.0","0.0","0.0","38.98","48.25","201.17","100.58","162.19","152.91","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","398.09","0.09","0.85","0.0","5.31","0.85","4.51","0.0","0.0","0.0","0.0","43.49","48.25","201.17","100.58","157.67","152.91","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","398.09","0.09","0.85","0.0","5.36","0.85","4.56","0.0","0.0","0.0","0.0","48.05","48.25","201.17","100.58","153.12","152.91","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","398.09","0.09","0.85","0.0","4.62","0.85","3.93","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","51.98","","","","","","",""
"2016.0","9.0","5.0","249.0","398.09","0.09","0.85","0.0","5.36","0.85","4.56","0.0","0.0","0.0","0.0","4.56","48.25","201.17","100.58","196.61","152.91","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","398.09","0.09","0.85","0.0","5.11","0.85","4.34","0.0","0.0","0.0","0.0","8.9","48.25","201.17","100.58","192.27","152.91","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","398.09","0.09","0.85","0.0","5.76","0.85","4.9","0.0","0.0","0.0","0.0","13.8","48.25","201.17","100.58","187.37","152.91","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","398.09","0.09","0.85","0.0","5.97","0.85","5.07","0.0","0.0","0.0","0.0","18.87","48.25","201.17","100.58","182.3","152.91","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","398.09","0.09","0.85","0.0","5.42","0.85","4.61","0.0","0.0","0.0","0.0","23.48","48.25","201.17","100.58","177.69","152.91","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","398.09","0.09","0.85","0.0","5.51","0.85","4.68","0.0","0.0","0.0","0.0","28.16","48.25","201.17","100.58","173.01","152.91","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","398.09","0.09","0.85","0.0","5.02","0.85","4.27","0.0","0.0","0.0","0.0","32.43","48.25","201.17","100.58","168.74","152.91","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","398.09","0.09","0.85","0.0","4.43","0.85","3.77","0.0","0.0","0.0","0.0","36.19","48.25","201.17","100.58","164.98","152.91","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","398.09","0.09","0.85","0.0","3.89","0.85","3.31","0.0","0.0","0.0","0.0","39.5","48.25","201.17","100.58","161.67","152.91","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","398.09","0.09","0.85","0.0","4.24","0.85","3.6","0.0","0.0","0.0","0.0","43.1","48.25","201.17","100.58","158.06","152.91","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","398.09","0.08","0.85","0.0","4.62","0.85","3.93","0.0","0.0","0.0","0.0","47.03","48.25","201.17","100.58","154.14","152.91","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","398.09","0.08","0.85","0.0","4.84","0.85","4.11","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","51.14","","","","","","",""
"2016.0","9.0","17.0","261.0","398.09","0.08","0.85","0.0","4.94","0.85","4.2","0.0","0.0","0.0","0.0","4.2","48.25","201.17","100.58","196.97","152.91","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","398.09","0.08","0.85","0.0","4.75","0.85","4.04","0.0","0.0","0.0","0.0","8.24","48.25","201.17","100.58","192.93","152.91","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","398.09","0.08","0.85","0.0","5.35","0.85","4.55","0.0","0.0","0.0","0.0","12.78","48.25","201.17","100.58","188.38","152.91","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","398.09","0.08","0.85","0.0","6.16","0.85","5.24","0.0","0.0","0.0","0.0","18.02","48.25","201.17","100.58","183.15","152.91","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","398.09","0.08","0.85","0.0","5.64","0.85","4.79","0.0","0.0","0.0","0.0","22.81","48.25","201.17","100.58","178.35","152.91","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","398.09","0.08","0.85","0.0","4.31","0.85","3.66","0.0","0.0","0.0","0.0","26.48","48.25","201.17","100.58","174.69","152.91","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","398.09","0.08","0.85","0.0","4.58","0.85","3.89","0.0","0.0","0.0","0.0","30.37","48.25","201.17","100.58","170.8","152.91","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","398.09","0.08","0.85","0.0","4.82","0.85","4.1","0.0","0.0","0.0","0.0","34.47","48.25","201.17","100.58","166.7","152.91","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","398.09","0.08","0.85","0.0","4.47","0.85","3.8","0.0","0.0","0.0","0.0","38.27","48.25","201.17","100.58","162.9","152.91","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","398.09","0.08","0.85","0.0","4.57","0.85","3.88","0.0","0.0","0.0","0.0","42.15","48.25","201.17","100.58","159.02","152.91","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","398.09","0.08","0.85","0.0","4.73","0.85","4.02","0.0","0.0","0.0","0.0","46.17","48.25","201.17","100.58","155.0","152.91","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","398.09","0.08","0.85","0.0","4.93","0.85","4.19","0.0","0.0","0.0","0.0","0.0","48.25","201.17","100.58","201.17","152.91","50.36","","","","","","",""
"2016.0","9.0","29.0","273.0","398.09","0.08","0.85","0.0","4.89","0.85","4.16","0.0","0.0","0.0","0.0","4.16","48.25","201.17","100.58","197.01","152.91","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","398.09","0.08","0.85","0.0","3.76","0.85","3.2","0.31","0.31","0.0","0.0","7.04","48.25","201.17","100.58","194.13","152.91","0.0","","","","","","",""
