" Daily soil water balance output for Pistachios in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Pistachios in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","3.0","185.0","46.26","0.14","0.9","0.0","7.01","0.9","6.31","0.0","0.0","0.0","0.0","58.65","123.53","560.48","280.24","501.82","436.94","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","46.26","0.14","0.9","0.0","6.57","0.9","5.91","0.0","0.0","0.0","0.0","64.57","123.53","560.48","280.24","495.91","436.94","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","46.26","0.13","0.9","0.0","5.91","0.9","5.32","0.0","0.0","0.0","0.0","69.88","123.53","560.48","280.24","490.59","436.94","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","46.26","0.13","0.9","0.0","6.04","0.9","5.44","0.0","0.0","0.0","0.0","75.32","123.53","560.48","280.24","485.16","436.94","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","46.26","0.13","0.9","0.0","6.16","0.9","5.54","0.0","0.0","0.0","0.0","80.86","123.53","560.48","280.24","479.61","436.94","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","46.26","0.13","0.9","0.0","6.78","0.9","6.1","0.0","0.0","0.0","0.0","86.97","123.53","560.48","280.24","473.51","436.94","0.0","","","","","","",""
"2016.0","7.0","9.0","191.0","46.26","0.13","0.9","0.0","6.33","0.9","5.7","0.0","0.0","0.0","0.0","92.66","123.53","560.48","280.24","467.81","436.94","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","46.26","0.13","0.9","0.0","6.31","0.9","5.68","0.0","0.0","0.0","0.0","98.34","123.53","560.48","280.24","462.13","436.94","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","46.26","0.13","0.9","0.0","6.98","0.9","6.28","0.0","0.0","0.0","0.0","104.63","123.53","560.48","280.24","455.85","436.94","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","46.26","0.13","0.9","0.0","6.6","0.9","5.94","0.0","0.0","0.0","0.0","110.57","123.53","560.48","280.24","449.91","436.94","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","46.26","0.13","0.9","0.0","6.97","0.9","6.27","0.0","0.0","0.0","0.0","116.84","123.53","560.48","280.24","443.64","436.94","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","46.26","0.12","0.9","0.0","7.11","0.9","6.4","0.0","0.0","0.0","0.0","123.24","123.53","560.48","280.24","437.24","436.94","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","46.26","0.12","0.9","0.0","6.93","0.9","6.24","0.0","0.0","0.0","0.0","0.0","123.53","560.48","280.24","560.48","436.94","129.47","","","","","","",""
"2016.0","7.0","16.0","198.0","46.26","0.12","0.9","0.0","6.59","0.9","5.93","0.0","0.0","0.0","0.0","5.93","123.53","560.48","280.24","554.55","436.94","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","46.26","0.12","0.9","0.0","6.32","0.9","5.69","0.0","0.0","0.0","0.0","11.62","123.53","560.48","280.24","548.86","436.94","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","46.26","0.12","0.9","0.0","6.04","0.9","5.44","0.0","0.0","0.0","0.0","17.06","123.53","560.48","280.24","543.42","436.94","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","46.26","0.12","0.9","0.0","6.33","0.9","5.7","0.0","0.0","0.0","0.0","22.75","123.53","560.48","280.24","537.72","436.94","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","46.26","0.12","0.9","0.0","6.77","0.9","6.09","0.0","0.0","0.0","0.0","28.85","123.53","560.48","280.24","531.63","436.94","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","46.26","0.12","0.9","0.0","6.91","0.9","6.22","0.0","0.0","0.0","0.0","35.06","123.53","560.48","280.24","525.41","436.94","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","46.26","0.12","0.9","0.0","6.81","0.9","6.13","0.0","0.0","0.0","0.0","41.19","123.53","560.48","280.24","519.28","436.94","0.0","","","","","","",""
"2016.0","7.0","23.0","205.0","46.26","0.12","0.9","0.0","7.41","0.9","6.67","0.0","0.0","0.0","0.0","47.86","123.53","560.48","280.24","512.61","436.94","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","46.26","0.12","0.9","0.0","7.14","0.9","6.43","0.0","0.0","0.0","0.0","54.29","123.53","560.48","280.24","506.19","436.94","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","46.26","0.11","0.9","0.0","6.89","0.9","6.2","0.0","0.0","0.0","0.0","60.49","123.53","560.48","280.24","499.99","436.94","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","46.26","0.11","0.9","0.0","7.01","0.9","6.31","0.0","0.0","0.0","0.0","66.8","123.53","560.48","280.24","493.68","436.94","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","46.26","0.11","0.9","0.0","7.35","0.9","6.61","0.0","0.0","0.0","0.0","73.41","123.53","560.48","280.24","487.06","436.94","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","46.26","0.11","0.9","0.0","7.27","0.9","6.54","0.0","0.0","0.0","0.0","79.96","123.53","560.48","280.24","480.52","436.94","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","46.26","0.11","0.9","0.0","7.1","0.9","6.39","0.0","0.0","0.0","0.0","86.35","123.53","560.48","280.24","474.13","436.94","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","46.26","0.11","0.9","0.0","7.36","0.9","6.62","0.0","0.0","0.0","0.0","92.97","123.53","560.48","280.24","467.51","436.94","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","46.26","0.11","0.9","0.0","6.54","0.9","5.89","0.0","0.0","0.0","0.0","98.86","123.53","560.48","280.24","461.62","436.94","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","46.26","0.11","0.9","0.0","6.31","0.9","5.68","0.0","0.0","0.0","0.0","104.54","123.53","560.48","280.24","455.94","436.94","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","46.26","0.11","0.9","0.0","6.3","0.9","5.67","0.0","0.0","0.0","0.0","110.21","123.53","560.48","280.24","450.27","436.94","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","46.26","0.11","0.9","0.0","6.63","0.9","5.97","0.0","0.0","0.0","0.0","116.17","123.53","560.48","280.24","444.3","436.94","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","46.26","0.11","0.9","0.0","5.71","0.9","5.14","0.0","0.0","0.0","0.0","121.31","123.53","560.48","280.24","439.17","436.94","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","46.26","0.11","0.9","0.0","5.44","0.9","4.9","0.0","0.0","0.0","0.0","0.0","123.53","560.48","280.24","560.48","436.94","126.21","","","","","","",""
"2016.0","8.0","6.0","219.0","46.26","0.11","0.9","0.0","5.68","0.9","5.11","0.0","0.0","0.0","0.0","5.11","123.53","560.48","280.24","555.36","436.94","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","46.26","0.11","0.9","0.0","5.85","0.9","5.26","0.0","0.0","0.0","0.0","10.38","123.53","560.48","280.24","550.1","436.94","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","46.26","0.11","0.9","0.0","6.22","0.9","5.6","0.0","0.0","0.0","0.0","15.98","123.53","560.48","280.24","544.5","436.94","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","46.26","0.1","0.9","0.0","5.96","0.9","5.36","0.0","0.0","0.0","0.0","21.34","123.53","560.48","280.24","539.14","436.94","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","46.26","0.1","0.9","0.0","6.0","0.9","5.4","0.0","0.0","0.0","0.0","26.74","123.53","560.48","280.24","533.74","436.94","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","46.26","0.1","0.9","0.0","6.14","0.9","5.53","0.0","0.0","0.0","0.0","32.27","123.53","560.48","280.24","528.21","436.94","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","46.26","0.1","0.9","0.0","6.32","0.9","5.69","0.0","0.0","0.0","0.0","37.95","123.53","560.48","280.24","522.52","436.94","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","46.26","0.1","0.9","0.0","6.75","0.9","6.07","0.0","0.0","0.0","0.0","44.03","123.53","560.48","280.24","516.45","436.94","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","46.26","0.1","0.9","0.0","6.91","0.9","6.22","0.0","0.0","0.0","0.0","50.25","123.53","560.48","280.24","510.23","436.94","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","46.26","0.1","0.9","0.0","6.22","0.9","5.6","0.0","0.0","0.0","0.0","55.84","123.53","560.48","280.24","504.63","436.94","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","46.26","0.1","0.9","0.0","6.25","0.9","5.62","0.0","0.0","0.0","0.0","61.47","123.53","560.48","280.24","499.01","436.94","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","46.26","0.1","0.9","0.0","6.17","0.9","5.55","0.0","0.0","0.0","0.0","67.02","123.53","560.48","280.24","493.45","436.94","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","46.26","0.1","0.9","0.0","6.13","0.9","5.52","0.0","0.0","0.0","0.0","72.54","123.53","560.48","280.24","487.94","436.94","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","46.26","0.1","0.9","0.0","6.11","0.9","5.5","0.0","0.0","0.0","0.0","78.04","123.53","560.48","280.24","482.44","436.94","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","46.26","0.1","0.9","0.0","5.97","0.9","5.37","0.0","0.0","0.0","0.0","83.41","123.53","560.48","280.24","477.06","436.94","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","46.26","0.1","0.9","0.0","6.06","0.9","5.45","0.0","0.0","0.0","0.0","88.87","123.53","560.48","280.24","471.61","436.94","0.0","","","","","","",""
"2016.0","8.0","22.0","235.0","46.26","0.1","0.9","0.0","5.78","0.9","5.2","0.0","0.0","0.0","0.0","94.07","123.53","560.48","280.24","466.41","436.94","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","46.26","0.1","0.9","0.0","5.78","0.9","5.2","0.0","0.0","0.0","0.0","99.27","123.53","560.48","280.24","461.21","436.94","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","46.26","0.1","0.9","0.0","5.68","0.9","5.11","0.0","0.0","0.0","0.0","104.38","123.53","560.48","280.24","456.09","436.94","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","46.26","0.1","0.9","0.0","5.45","0.9","4.9","0.0","0.0","0.0","0.0","109.29","123.53","560.48","280.24","451.19","436.94","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","46.26","0.1","0.9","0.0","5.13","0.9","4.62","0.0","0.0","0.0","0.0","113.9","123.53","560.48","280.24","446.57","436.94","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","46.26","0.1","0.9","0.0","5.07","0.9","4.56","0.0","0.0","0.0","0.0","118.47","123.53","560.48","280.24","442.01","436.94","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","46.26","0.1","0.9","0.0","5.37","0.9","4.83","0.0","0.0","0.0","0.0","123.3","123.53","560.48","280.24","437.18","436.94","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","46.26","0.1","0.9","0.0","5.55","0.9","4.99","0.0","0.0","0.0","0.0","0.0","123.53","560.48","280.24","560.48","436.94","128.3","","","","","","",""
"2016.0","8.0","30.0","243.0","46.26","0.1","0.9","0.0","6.02","0.9","5.42","0.0","0.0","0.0","0.0","5.42","123.53","560.48","280.24","555.06","436.94","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","46.26","0.09","0.9","0.0","5.79","0.9","5.21","0.0","0.0","0.0","0.0","10.63","123.53","560.48","280.24","549.85","436.94","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","46.26","0.09","0.9","0.0","5.01","0.9","4.51","0.0","0.0","0.0","0.0","15.14","123.53","560.48","280.24","545.34","436.94","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","46.26","0.09","0.9","0.0","5.11","0.9","4.6","0.0","0.0","0.0","0.0","19.74","123.53","560.48","280.24","540.74","436.94","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","46.26","0.09","0.9","0.0","5.0","0.9","4.5","0.0","0.0","0.0","0.0","24.24","123.53","560.48","280.24","536.24","436.94","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","46.26","0.09","0.9","0.0","4.55","0.9","4.1","0.0","0.0","0.0","0.0","28.33","123.53","560.48","280.24","532.14","436.94","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","46.26","0.09","0.9","0.0","5.22","0.9","4.7","0.0","0.0","0.0","0.0","33.03","123.53","560.48","280.24","527.45","436.94","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","46.26","0.09","0.9","0.0","4.99","0.9","4.49","0.0","0.0","0.0","0.0","37.52","123.53","560.48","280.24","522.96","436.94","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","46.26","0.09","0.9","0.0","5.6","0.9","5.04","0.0","0.0","0.0","0.0","42.56","123.53","560.48","280.24","517.92","436.94","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","46.26","0.09","0.9","0.0","5.47","0.9","4.92","0.0","0.0","0.0","0.0","47.48","123.53","560.48","280.24","512.99","436.94","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","46.26","0.09","0.9","0.0","5.19","0.9","4.67","0.0","0.0","0.0","0.0","52.15","123.53","560.48","280.24","508.32","436.94","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","46.26","0.09","0.9","0.0","5.22","0.9","4.7","0.0","0.0","0.0","0.0","56.85","123.53","560.48","280.24","503.62","436.94","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","46.26","0.09","0.9","0.0","4.69","0.9","4.22","0.0","0.0","0.0","0.0","61.07","123.53","560.48","280.24","499.4","436.94","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","46.26","0.09","0.9","0.0","4.31","0.9","3.88","0.0","0.0","0.0","0.0","64.95","140.12","560.48","280.24","495.52","420.36","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","46.26","0.09","0.89","0.0","3.86","0.89","3.45","0.0","0.0","0.0","0.0","68.4","140.12","560.48","280.24","492.07","420.36","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","46.26","0.09","0.89","0.0","4.22","0.89","3.75","0.0","0.0","0.0","0.0","72.15","140.12","560.48","280.24","488.33","420.36","0.0","","","","","","",""
"2016.0","9.0","15.0","259.0","46.26","0.09","0.88","0.0","4.56","0.88","4.02","0.0","0.0","0.0","0.0","76.17","140.12","560.48","280.24","484.31","420.36","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","46.26","0.09","0.88","0.0","4.72","0.88","4.13","0.0","0.0","0.0","0.0","80.3","140.12","560.48","280.24","480.17","420.36","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","46.26","0.09","0.87","0.0","4.74","0.87","4.12","0.0","0.0","0.0","0.0","84.42","140.12","560.48","280.24","476.05","420.36","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","46.26","0.09","0.86","0.0","4.65","0.86","4.01","0.0","0.0","0.0","0.0","88.44","140.12","560.48","280.24","472.04","420.36","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","46.26","0.09","0.86","0.0","5.09","0.86","4.36","0.0","0.0","0.0","0.0","92.8","140.12","560.48","280.24","467.68","420.36","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","46.26","0.09","0.85","0.0","5.49","0.85","4.67","0.0","0.0","0.0","0.0","97.47","140.12","560.48","280.24","463.0","420.36","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","46.26","0.09","0.84","0.0","5.4","0.84","4.56","0.0","0.0","0.0","0.0","102.03","140.12","560.48","280.24","458.44","420.36","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","46.26","0.09","0.84","0.0","4.35","0.84","3.65","0.0","0.0","0.0","0.0","105.68","140.12","560.48","280.24","454.79","420.36","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","46.26","0.09","0.83","0.0","4.54","0.83","3.78","0.0","0.0","0.0","0.0","109.46","140.12","560.48","280.24","451.01","420.36","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","46.26","0.09","0.83","0.0","4.49","0.83","3.71","0.0","0.0","0.0","0.0","113.17","140.12","560.48","280.24","447.3","420.36","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","46.26","0.09","0.82","0.0","4.2","0.82","3.45","0.0","0.0","0.0","0.0","116.62","140.12","560.48","280.24","443.86","420.36","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","46.26","0.09","0.81","0.0","4.51","0.81","3.67","0.0","0.0","0.0","0.0","120.29","140.12","560.48","280.24","440.18","420.36","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","46.26","0.09","0.81","0.0","4.62","0.81","3.73","0.0","0.0","0.0","0.0","124.03","140.12","560.48","280.24","436.45","420.36","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","46.26","0.09","0.8","0.0","4.51","0.8","3.62","0.0","0.0","0.0","0.0","127.64","140.12","560.48","280.24","432.83","420.36","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","46.26","0.09","0.8","0.0","4.4","0.8","3.5","0.0","0.0","0.0","0.0","131.15","140.12","560.48","280.24","429.33","420.36","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","46.26","0.09","0.79","0.0","3.46","0.79","2.73","1.26","1.26","0.0","0.0","132.62","140.12","560.48","280.24","427.86","420.36","0.0","","","","","","",""
