" Daily soil water balance output for Corn in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","","","","","","","","","","","","","","","","","","","","Monthly output for Corn in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2016","","","","",""
"2016.0","7.0","1.0","183.0","11162.2","0.14","1.05","0.0","6.82","1.05","7.16","0.0","0.0","0.0","0.0","51.69","97.54","435.25","217.63","383.57","337.71","0.0","","","","","","",""
"2016.0","7.0","2.0","184.0","11162.2","0.14","1.05","0.0","6.74","1.05","7.08","0.0","0.0","0.0","0.0","58.77","97.54","435.25","217.63","376.49","337.71","0.0","","","","","","",""
"2016.0","7.0","3.0","185.0","11162.2","0.14","1.05","0.0","7.01","1.05","7.36","0.0","0.0","0.0","0.0","66.13","97.54","435.25","217.63","369.13","337.71","0.0","","","","","","",""
"2016.0","7.0","4.0","186.0","11162.2","0.14","1.05","0.0","6.57","1.05","6.9","0.0","0.0","0.0","0.0","73.02","97.54","435.25","217.63","362.23","337.71","0.0","","","","","","",""
"2016.0","7.0","5.0","187.0","11162.2","0.13","1.05","0.0","5.91","1.05","6.21","0.0","0.0","0.0","0.0","79.23","97.54","435.25","217.63","356.02","337.71","0.0","","","","","","",""
"2016.0","7.0","6.0","188.0","11162.2","0.13","1.05","0.0","6.04","1.05","6.34","0.0","0.0","0.0","0.0","85.57","97.54","435.25","217.63","349.68","337.71","0.0","","","","","","",""
"2016.0","7.0","7.0","189.0","11162.2","0.13","1.05","0.0","6.16","1.05","6.47","0.0","0.0","0.0","0.0","92.04","97.54","435.25","217.63","343.21","337.71","0.0","","","","","","",""
"2016.0","7.0","8.0","190.0","11162.2","0.13","1.05","0.0","6.78","1.05","7.12","0.0","0.0","0.0","0.0","0.0","97.54","435.25","217.63","435.25","337.71","99.16","","","","","","",""
"2016.0","7.0","9.0","191.0","11162.2","0.13","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","6.65","97.54","435.25","217.63","428.61","337.71","0.0","","","","","","",""
"2016.0","7.0","10.0","192.0","11162.2","0.13","1.05","0.0","6.31","1.05","6.63","0.0","0.0","0.0","0.0","13.27","97.54","435.25","217.63","421.98","337.71","0.0","","","","","","",""
"2016.0","7.0","11.0","193.0","11162.2","0.13","1.05","0.0","6.98","1.05","7.33","0.0","0.0","0.0","0.0","20.6","97.54","435.25","217.63","414.65","337.71","0.0","","","","","","",""
"2016.0","7.0","12.0","194.0","11162.2","0.13","1.05","0.0","6.6","1.05","6.93","0.0","0.0","0.0","0.0","27.53","97.54","435.25","217.63","407.72","337.71","0.0","","","","","","",""
"2016.0","7.0","13.0","195.0","11162.2","0.13","1.05","0.0","6.97","1.05","7.32","0.0","0.0","0.0","0.0","34.85","97.54","435.25","217.63","400.4","337.71","0.0","","","","","","",""
"2016.0","7.0","14.0","196.0","11162.2","0.12","1.05","0.0","7.11","1.05","7.47","0.0","0.0","0.0","0.0","42.32","97.54","435.25","217.63","392.94","337.71","0.0","","","","","","",""
"2016.0","7.0","15.0","197.0","11162.2","0.12","1.05","0.0","6.93","1.05","7.28","0.0","0.0","0.0","0.0","49.59","97.54","435.25","217.63","385.66","337.71","0.0","","","","","","",""
"2016.0","7.0","16.0","198.0","11162.2","0.12","1.05","0.0","6.59","1.05","6.92","0.0","0.0","0.0","0.0","56.51","97.54","435.25","217.63","378.74","337.71","0.0","","","","","","",""
"2016.0","7.0","17.0","199.0","11162.2","0.12","1.05","0.0","6.32","1.05","6.64","0.0","0.0","0.0","0.0","63.15","97.54","435.25","217.63","372.11","337.71","0.0","","","","","","",""
"2016.0","7.0","18.0","200.0","11162.2","0.12","1.05","0.0","6.04","1.05","6.34","0.0","0.0","0.0","0.0","69.49","97.54","435.25","217.63","365.77","337.71","0.0","","","","","","",""
"2016.0","7.0","19.0","201.0","11162.2","0.12","1.05","0.0","6.33","1.05","6.65","0.0","0.0","0.0","0.0","76.14","97.54","435.25","217.63","359.12","337.71","0.0","","","","","","",""
"2016.0","7.0","20.0","202.0","11162.2","0.12","1.05","0.0","6.77","1.05","7.11","0.0","0.0","0.0","0.0","83.24","97.54","435.25","217.63","352.01","337.71","0.0","","","","","","",""
"2016.0","7.0","21.0","203.0","11162.2","0.12","1.05","0.0","6.91","1.05","7.26","0.0","0.0","0.0","0.0","90.5","97.54","435.25","217.63","344.75","337.71","0.0","","","","","","",""
"2016.0","7.0","22.0","204.0","11162.2","0.12","1.05","0.0","6.81","1.05","7.15","0.0","0.0","0.0","0.0","0.0","97.54","435.25","217.63","435.25","337.71","97.65","","","","","","",""
"2016.0","7.0","23.0","205.0","11162.2","0.12","1.05","0.0","7.41","1.05","7.78","0.0","0.0","0.0","0.0","7.78","97.54","435.25","217.63","427.47","337.71","0.0","","","","","","",""
"2016.0","7.0","24.0","206.0","11162.2","0.12","1.05","0.0","7.14","1.05","7.5","0.0","0.0","0.0","0.0","15.28","97.54","435.25","217.63","419.98","337.71","0.0","","","","","","",""
"2016.0","7.0","25.0","207.0","11162.2","0.11","1.05","0.0","6.89","1.05","7.23","0.0","0.0","0.0","0.0","22.51","97.54","435.25","217.63","412.74","337.71","0.0","","","","","","",""
"2016.0","7.0","26.0","208.0","11162.2","0.11","1.05","0.0","7.01","1.05","7.36","0.0","0.0","0.0","0.0","29.87","97.54","435.25","217.63","405.38","337.71","0.0","","","","","","",""
"2016.0","7.0","27.0","209.0","11162.2","0.11","1.05","0.0","7.35","1.05","7.72","0.0","0.0","0.0","0.0","37.59","97.54","435.25","217.63","397.66","337.71","0.0","","","","","","",""
"2016.0","7.0","28.0","210.0","11162.2","0.11","1.05","0.0","7.27","1.05","7.63","0.0","0.0","0.0","0.0","45.22","97.54","435.25","217.63","390.03","337.71","0.0","","","","","","",""
"2016.0","7.0","29.0","211.0","11162.2","0.11","1.05","0.0","7.1","1.05","7.46","0.0","0.0","0.0","0.0","52.68","97.54","435.25","217.63","382.58","337.71","0.0","","","","","","",""
"2016.0","7.0","30.0","212.0","11162.2","0.11","1.05","0.0","7.36","1.05","7.73","0.0","0.0","0.0","0.0","60.41","97.54","435.25","217.63","374.85","337.71","0.0","","","","","","",""
"2016.0","7.0","31.0","213.0","11162.2","0.11","1.05","0.0","6.54","1.05","6.87","0.0","0.0","0.0","0.0","67.27","97.54","435.25","217.63","367.98","337.71","0.0","","","","","","",""
"2016.0","8.0","1.0","214.0","11162.2","0.11","1.05","0.0","6.31","1.05","6.63","0.0","0.0","0.0","0.0","73.9","97.54","435.25","217.63","361.36","337.71","0.0","","","","","","",""
"2016.0","8.0","2.0","215.0","11162.2","0.11","1.05","0.0","6.3","1.05","6.62","0.0","0.0","0.0","0.0","80.51","97.54","435.25","217.63","354.74","337.71","0.0","","","","","","",""
"2016.0","8.0","3.0","216.0","11162.2","0.11","1.05","0.0","6.63","1.05","6.96","0.0","0.0","0.0","0.0","87.48","97.54","435.25","217.63","347.78","337.71","0.0","","","","","","",""
"2016.0","8.0","4.0","217.0","11162.2","0.11","1.05","0.0","5.71","1.05","6.0","0.0","0.0","0.0","0.0","93.47","97.54","435.25","217.63","341.78","337.71","0.0","","","","","","",""
"2016.0","8.0","5.0","218.0","11162.2","0.11","1.05","0.0","5.44","1.05","5.71","0.0","0.0","0.0","0.0","0.0","97.54","435.25","217.63","435.25","337.71","99.18","","","","","","",""
"2016.0","8.0","6.0","219.0","11162.2","0.11","1.05","0.0","5.68","1.05","5.96","0.0","0.0","0.0","0.0","5.96","97.54","435.25","217.63","429.29","337.71","0.0","","","","","","",""
"2016.0","8.0","7.0","220.0","11162.2","0.11","1.05","0.0","5.85","1.05","6.14","0.0","0.0","0.0","0.0","12.11","97.54","435.25","217.63","423.15","337.71","0.0","","","","","","",""
"2016.0","8.0","8.0","221.0","11162.2","0.11","1.05","0.0","6.22","1.05","6.53","0.0","0.0","0.0","0.0","18.64","97.54","435.25","217.63","416.62","337.71","0.0","","","","","","",""
"2016.0","8.0","9.0","222.0","11162.2","0.1","1.05","0.0","5.96","1.05","6.26","0.0","0.0","0.0","0.0","24.9","97.54","435.25","217.63","410.36","337.71","0.0","","","","","","",""
"2016.0","8.0","10.0","223.0","11162.2","0.1","1.05","0.0","6.0","1.05","6.3","0.0","0.0","0.0","0.0","31.2","97.54","435.25","217.63","404.06","337.71","0.0","","","","","","",""
"2016.0","8.0","11.0","224.0","11162.2","0.1","1.05","0.0","6.14","1.05","6.45","0.0","0.0","0.0","0.0","37.64","97.54","435.25","217.63","397.61","337.71","0.0","","","","","","",""
"2016.0","8.0","12.0","225.0","11162.2","0.1","1.05","0.0","6.32","1.05","6.64","0.0","0.0","0.0","0.0","44.28","97.54","435.25","217.63","390.98","337.71","0.0","","","","","","",""
"2016.0","8.0","13.0","226.0","11162.2","0.1","1.05","0.0","6.75","1.05","7.09","0.0","0.0","0.0","0.0","51.37","97.54","435.25","217.63","383.89","337.71","0.0","","","","","","",""
"2016.0","8.0","14.0","227.0","11162.2","0.1","1.05","0.0","6.91","1.05","7.26","0.0","0.0","0.0","0.0","58.62","97.54","435.25","217.63","376.63","337.71","0.0","","","","","","",""
"2016.0","8.0","15.0","228.0","11162.2","0.1","1.05","0.0","6.22","1.05","6.53","0.0","0.0","0.0","0.0","65.15","97.54","435.25","217.63","370.1","337.71","0.0","","","","","","",""
"2016.0","8.0","16.0","229.0","11162.2","0.1","1.05","0.0","6.25","1.05","6.56","0.0","0.0","0.0","0.0","71.72","97.54","435.25","217.63","363.54","337.71","0.0","","","","","","",""
"2016.0","8.0","17.0","230.0","11162.2","0.1","1.05","0.0","6.17","1.05","6.48","0.0","0.0","0.0","0.0","78.19","97.54","435.25","217.63","357.06","337.71","0.0","","","","","","",""
"2016.0","8.0","18.0","231.0","11162.2","0.1","1.05","0.0","6.13","1.05","6.44","0.0","0.0","0.0","0.0","84.63","97.54","435.25","217.63","350.62","337.71","0.0","","","","","","",""
"2016.0","8.0","19.0","232.0","11162.2","0.1","1.05","0.0","6.11","1.05","6.42","0.0","0.0","0.0","0.0","91.05","97.54","435.25","217.63","344.21","337.71","0.0","","","","","","",""
"2016.0","8.0","20.0","233.0","11162.2","0.1","1.04","0.0","5.97","1.04","6.2","0.0","0.0","0.0","0.0","97.25","97.54","435.25","217.63","338.0","337.71","0.0","","","","","","",""
"2016.0","8.0","21.0","234.0","11162.2","0.1","1.03","0.0","6.06","1.03","6.23","0.0","0.0","0.0","0.0","0.0","97.54","435.25","217.63","435.25","337.71","103.48","","","","","","",""
"2016.0","8.0","22.0","235.0","11162.2","0.1","1.02","0.0","5.78","1.02","5.88","0.0","0.0","0.0","0.0","5.88","97.54","435.25","217.63","429.37","337.71","0.0","","","","","","",""
"2016.0","8.0","23.0","236.0","11162.2","0.1","1.01","0.0","5.78","1.01","5.82","0.0","0.0","0.0","0.0","11.7","97.54","435.25","217.63","423.55","337.71","0.0","","","","","","",""
"2016.0","8.0","24.0","237.0","11162.2","0.1","1.0","0.0","5.68","1.0","5.66","0.0","0.0","0.0","0.0","17.36","97.54","435.25","217.63","417.89","337.71","0.0","","","","","","",""
"2016.0","8.0","25.0","238.0","11162.2","0.1","0.99","0.0","5.45","0.99","5.37","0.0","0.0","0.0","0.0","22.74","97.54","435.25","217.63","412.52","337.71","0.0","","","","","","",""
"2016.0","8.0","26.0","239.0","11162.2","0.1","0.98","0.0","5.13","0.98","5.0","0.0","0.0","0.0","0.0","27.74","97.54","435.25","217.63","407.52","337.71","0.0","","","","","","",""
"2016.0","8.0","27.0","240.0","11162.2","0.1","0.96","0.0","5.07","0.96","4.89","0.0","0.0","0.0","0.0","32.63","97.54","435.25","217.63","402.63","337.71","0.0","","","","","","",""
"2016.0","8.0","28.0","241.0","11162.2","0.1","0.95","0.0","5.37","0.95","5.12","0.0","0.0","0.0","0.0","37.75","97.54","435.25","217.63","397.51","337.71","0.0","","","","","","",""
"2016.0","8.0","29.0","242.0","11162.2","0.1","0.94","0.0","5.55","0.94","5.23","0.0","0.0","0.0","0.0","42.98","97.54","435.25","217.63","392.27","337.71","0.0","","","","","","",""
"2016.0","8.0","30.0","243.0","11162.2","0.1","0.93","0.0","6.02","0.93","5.61","0.0","0.0","0.0","0.0","48.59","97.54","435.25","217.63","386.66","337.71","0.0","","","","","","",""
"2016.0","8.0","31.0","244.0","11162.2","0.09","0.92","0.0","5.79","0.92","5.34","0.0","0.0","0.0","0.0","53.93","97.54","435.25","217.63","381.33","337.71","0.0","","","","","","",""
"2016.0","9.0","1.0","245.0","11162.2","0.09","0.91","0.0","5.01","0.91","4.56","0.0","0.0","0.0","0.0","58.49","108.81","435.25","217.63","376.76","326.44","0.0","","","","","","",""
"2016.0","9.0","2.0","246.0","11162.2","0.09","0.9","0.0","5.11","0.9","4.6","0.0","0.0","0.0","0.0","63.09","108.81","435.25","217.63","372.17","326.44","0.0","","","","","","",""
"2016.0","9.0","3.0","247.0","11162.2","0.09","0.89","0.0","5.0","0.89","4.45","0.0","0.0","0.0","0.0","67.54","108.81","435.25","217.63","367.72","326.44","0.0","","","","","","",""
"2016.0","9.0","4.0","248.0","11162.2","0.09","0.88","0.0","4.55","0.88","4.0","0.0","0.0","0.0","0.0","71.53","108.81","435.25","217.63","363.72","326.44","0.0","","","","","","",""
"2016.0","9.0","5.0","249.0","11162.2","0.09","0.87","0.0","5.22","0.87","4.53","0.0","0.0","0.0","0.0","76.06","108.81","435.25","217.63","359.19","326.44","0.0","","","","","","",""
"2016.0","9.0","6.0","250.0","11162.2","0.09","0.86","0.0","4.99","0.86","4.28","0.0","0.0","0.0","0.0","80.34","108.81","435.25","217.63","354.91","326.44","0.0","","","","","","",""
"2016.0","9.0","7.0","251.0","11162.2","0.09","0.85","0.0","5.6","0.85","4.74","0.0","0.0","0.0","0.0","85.08","108.81","435.25","217.63","350.17","326.44","0.0","","","","","","",""
"2016.0","9.0","8.0","252.0","11162.2","0.09","0.84","0.0","5.47","0.84","4.57","0.0","0.0","0.0","0.0","89.65","108.81","435.25","217.63","345.6","326.44","0.0","","","","","","",""
"2016.0","9.0","9.0","253.0","11162.2","0.09","0.83","0.0","5.19","0.83","4.28","0.0","0.0","0.0","0.0","93.93","108.81","435.25","217.63","341.32","326.44","0.0","","","","","","",""
"2016.0","9.0","10.0","254.0","11162.2","0.09","0.81","0.0","5.22","0.81","4.25","0.0","0.0","0.0","0.0","98.18","108.81","435.25","217.63","337.07","326.44","0.0","","","","","","",""
"2016.0","9.0","11.0","255.0","11162.2","0.09","0.8","0.0","4.69","0.8","3.77","0.0","0.0","0.0","0.0","101.95","108.81","435.25","217.63","333.3","326.44","0.0","","","","","","",""
"2016.0","9.0","12.0","256.0","11162.2","0.09","0.79","0.0","4.31","0.79","3.42","0.0","0.0","0.0","0.0","105.37","108.81","435.25","217.63","329.88","326.44","0.0","","","","","","",""
"2016.0","9.0","13.0","257.0","11162.2","0.09","0.78","0.0","3.86","0.78","3.02","0.0","0.0","0.0","0.0","108.39","108.81","435.25","217.63","326.87","326.44","0.0","","","","","","",""
"2016.0","9.0","14.0","258.0","11162.2","0.09","0.77","0.0","4.22","0.77","3.26","0.0","0.0","0.0","0.0","0.0","108.81","435.25","217.63","435.25","326.44","111.64","","","","","","",""
"2016.0","9.0","15.0","259.0","11162.2","0.09","0.76","0.0","4.56","0.76","3.47","0.0","0.0","0.0","0.0","3.47","108.81","435.25","217.63","431.79","326.44","0.0","","","","","","",""
"2016.0","9.0","16.0","260.0","11162.2","0.09","0.75","0.0","4.72","0.75","3.54","0.0","0.0","0.0","0.0","7.01","108.81","435.25","217.63","428.25","326.44","0.0","","","","","","",""
"2016.0","9.0","17.0","261.0","11162.2","0.09","0.74","0.0","4.74","0.74","3.5","0.0","0.0","0.0","0.0","10.51","108.81","435.25","217.63","424.74","326.44","0.0","","","","","","",""
"2016.0","9.0","18.0","262.0","11162.2","0.09","0.73","0.0","4.65","0.73","3.39","0.0","0.0","0.0","0.0","13.9","108.81","435.25","217.63","421.35","326.44","0.0","","","","","","",""
"2016.0","9.0","19.0","263.0","11162.2","0.09","0.72","0.0","5.09","0.72","3.65","0.0","0.0","0.0","0.0","17.55","108.81","435.25","217.63","417.7","326.44","0.0","","","","","","",""
"2016.0","9.0","20.0","264.0","11162.2","0.09","0.71","0.0","5.49","0.71","3.88","0.0","0.0","0.0","0.0","21.44","108.81","435.25","217.63","413.82","326.44","0.0","","","","","","",""
"2016.0","9.0","21.0","265.0","11162.2","0.09","0.7","0.0","5.4","0.7","3.76","0.0","0.0","0.0","0.0","25.2","108.81","435.25","217.63","410.06","326.44","0.0","","","","","","",""
"2016.0","9.0","22.0","266.0","11162.2","0.09","0.69","0.0","4.35","0.69","2.98","0.0","0.0","0.0","0.0","28.18","108.81","435.25","217.63","407.07","326.44","0.0","","","","","","",""
"2016.0","9.0","23.0","267.0","11162.2","0.09","0.68","0.0","4.54","0.68","3.06","0.0","0.0","0.0","0.0","31.25","108.81","435.25","217.63","404.01","326.44","0.0","","","","","","",""
"2016.0","9.0","24.0","268.0","11162.2","0.09","0.66","0.0","4.49","0.66","2.98","0.0","0.0","0.0","0.0","34.23","108.81","435.25","217.63","401.03","326.44","0.0","","","","","","",""
"2016.0","9.0","25.0","269.0","11162.2","0.09","0.65","0.0","4.2","0.65","2.75","0.0","0.0","0.0","0.0","36.97","108.81","435.25","217.63","398.28","326.44","0.0","","","","","","",""
"2016.0","9.0","26.0","270.0","11162.2","0.09","0.64","0.0","4.51","0.64","2.9","0.0","0.0","0.0","0.0","39.87","108.81","435.25","217.63","395.38","326.44","0.0","","","","","","",""
"2016.0","9.0","27.0","271.0","11162.2","0.09","0.63","0.0","4.62","0.63","2.92","0.0","0.0","0.0","0.0","42.79","108.81","435.25","217.63","392.46","326.44","0.0","","","","","","",""
"2016.0","9.0","28.0","272.0","11162.2","0.09","0.62","0.0","4.51","0.62","2.8","0.0","0.0","0.0","0.0","45.6","108.81","435.25","217.63","389.66","326.44","0.0","","","","","","",""
"2016.0","9.0","29.0","273.0","11162.2","0.09","0.61","0.0","4.4","0.61","2.69","0.0","0.0","0.0","0.0","48.28","108.81","435.25","217.63","386.97","326.44","0.0","","","","","","",""
"2016.0","9.0","30.0","274.0","11162.2","0.09","0.6","0.0","3.46","0.6","2.08","1.26","1.26","0.0","0.0","49.1","108.81","435.25","217.63","386.16","326.44","0.0","","","","","","",""
