" Daily soil water balance output for Sunflower in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Sunflower in 186_Yolo DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","2.0","0.13","1.1","0.0","7.16","1.1","7.88","0.0","0.0","0.0","0.0","58.44","59.21","274.32","137.16","215.88","215.11","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","2.0","0.13","1.1","0.0","7.43","1.1","8.17","0.0","0.0","0.0","0.0","0.0","59.21","274.32","137.16","274.32","215.11","66.62","","","","","","","","",""
"2015.0","6.0","29.0","180.0","2.0","0.13","1.1","0.0","7.6","1.1","8.36","0.0","0.0","0.0","0.0","8.36","59.21","274.32","137.16","265.96","215.11","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","2.0","0.13","1.1","0.0","7.68","1.1","8.45","0.0","0.0","0.0","0.0","16.81","59.21","274.32","137.16","257.51","215.11","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","2.0","0.13","1.1","0.0","7.42","1.1","8.16","0.0","0.0","0.0","0.0","24.97","59.21","274.32","137.16","249.35","215.11","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","2.0","0.13","1.1","0.0","7.56","1.1","8.32","0.0","0.0","0.0","0.0","33.29","59.21","274.32","137.16","241.03","215.11","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","2.0","0.12","1.1","0.0","7.43","1.1","8.17","0.0","0.0","0.0","0.0","41.46","59.21","274.32","137.16","232.86","215.11","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","2.0","0.12","1.1","0.0","8.14","1.1","8.95","0.0","0.0","0.0","0.0","50.41","59.21","274.32","137.16","223.91","215.11","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","2.0","0.12","1.1","0.0","7.47","1.1","8.22","0.0","0.0","0.0","0.0","58.63","59.21","274.32","137.16","215.69","215.11","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","2.0","0.12","1.1","0.0","7.45","1.1","8.2","0.0","0.0","0.0","0.0","0.0","59.21","274.32","137.16","274.32","215.11","66.82","","","","","","","","",""
"2015.0","7.0","7.0","188.0","2.0","0.12","1.1","0.0","7.05","1.1","7.75","0.0","0.0","0.0","0.0","7.75","59.21","274.32","137.16","266.57","215.11","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","2.0","0.12","1.1","0.0","6.42","1.1","7.06","0.0","0.0","0.0","0.0","14.82","59.21","274.32","137.16","259.5","215.11","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","2.0","0.12","1.1","0.0","4.51","1.1","4.96","0.0","0.0","0.0","0.0","19.78","59.21","274.32","137.16","254.54","215.11","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","2.0","0.12","1.1","0.0","5.24","1.1","5.76","0.0","0.0","0.0","0.0","25.54","59.21","274.32","137.16","248.78","215.11","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","2.0","0.12","1.1","0.0","6.46","1.1","7.11","0.0","0.0","0.0","0.0","32.65","59.21","274.32","137.16","241.67","215.11","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","2.0","0.12","1.1","0.0","6.6","1.1","7.26","0.0","0.0","0.0","0.0","39.91","59.21","274.32","137.16","234.41","215.11","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","2.0","0.12","1.1","0.0","6.72","1.1","7.39","0.0","0.0","0.0","0.0","47.3","59.21","274.32","137.16","227.02","215.11","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","2.0","0.11","1.1","0.0","6.66","1.1","7.33","0.0","0.0","0.0","0.0","54.63","59.21","274.32","137.16","219.69","215.11","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","2.0","0.11","1.1","0.0","6.77","1.1","7.45","0.0","0.0","0.0","0.0","0.0","59.21","274.32","137.16","274.32","215.11","62.07","","","","","","","","",""
"2015.0","7.0","16.0","197.0","2.0","0.11","1.1","0.0","7.29","1.1","8.02","0.0","0.0","0.0","0.0","8.02","59.21","274.32","137.16","266.3","215.11","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","2.0","0.11","1.1","0.0","7.45","1.1","8.2","0.0","0.0","0.0","0.0","16.21","59.21","274.32","137.16","258.11","215.11","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","2.0","0.11","1.1","0.0","7.52","1.1","8.27","0.0","0.0","0.0","0.0","24.49","59.21","274.32","137.16","249.83","215.11","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","2.0","0.11","1.1","0.0","6.89","1.1","7.58","0.0","0.0","0.0","0.0","32.07","59.21","274.32","137.16","242.26","215.11","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","2.0","0.11","1.1","0.0","7.43","1.1","8.17","0.0","0.0","0.0","0.0","40.24","59.21","274.32","137.16","234.08","215.11","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","2.0","0.11","1.1","0.0","7.44","1.1","8.18","0.0","0.0","0.0","0.0","48.42","59.21","274.32","137.16","225.9","215.11","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","2.0","0.11","1.1","0.0","7.1","1.1","7.81","0.0","0.0","0.0","0.0","56.23","59.21","274.32","137.16","218.09","215.11","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","2.0","0.11","1.1","0.0","6.23","1.1","6.85","0.0","0.0","0.0","0.0","0.0","59.21","274.32","137.16","274.32","215.11","63.09","","","","","","","","",""
"2015.0","7.0","24.0","205.0","2.0","0.11","1.1","0.0","6.45","1.1","7.1","0.0","0.0","0.0","0.0","7.1","59.21","274.32","137.16","267.23","215.11","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","2.0","0.11","1.1","0.0","6.6","1.1","7.26","0.0","0.0","0.0","0.0","14.36","59.21","274.32","137.16","259.97","215.11","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","2.0","0.11","1.1","0.0","6.59","1.1","7.25","0.0","0.0","0.0","0.0","21.6","59.21","274.32","137.16","252.72","215.11","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","2.0","0.11","1.1","0.0","7.51","1.1","8.26","0.0","0.0","0.0","0.0","29.87","59.21","274.32","137.16","244.46","215.11","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","2.0","0.1","1.1","0.0","7.9","1.1","8.69","0.0","0.0","0.0","0.0","38.56","59.21","274.32","137.16","235.77","215.11","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","2.0","0.1","1.1","0.0","7.55","1.1","8.3","0.0","0.0","0.0","0.0","46.86","59.21","274.32","137.16","227.46","215.11","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","2.0","0.1","1.1","0.0","8.0","1.1","8.8","0.0","0.0","0.0","0.0","55.66","59.21","274.32","137.16","218.66","215.11","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","2.0","0.1","1.1","0.0","6.92","1.1","7.61","0.0","0.0","0.0","0.0","0.0","59.21","274.32","137.16","274.32","215.11","63.27","","","","","","","","",""
"2015.0","8.0","1.0","213.0","2.0","0.1","1.1","0.0","7.08","1.1","7.79","0.0","0.0","0.0","0.0","7.79","59.21","274.32","137.16","266.53","215.11","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","2.0","0.1","1.1","0.0","6.92","1.1","7.61","0.0","0.0","0.0","0.0","15.4","59.21","274.32","137.16","258.92","215.11","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","2.0","0.1","1.1","0.0","7.0","1.1","7.7","0.0","0.0","0.0","0.0","23.1","59.21","274.32","137.16","251.22","215.11","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","2.0","0.1","1.1","0.0","4.85","1.1","5.34","0.0","0.0","0.0","0.0","28.44","59.21","274.32","137.16","245.89","215.11","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","2.0","0.1","1.1","0.0","5.83","1.1","6.41","0.0","0.0","0.0","0.0","34.85","59.21","274.32","137.16","239.47","215.11","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","2.0","0.1","1.1","0.0","4.52","1.1","4.97","0.0","0.0","0.0","0.0","39.82","59.21","274.32","137.16","234.5","215.11","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","2.0","0.1","1.07","0.0","6.88","1.07","7.38","0.0","0.0","0.0","0.0","47.2","59.21","274.32","137.16","227.12","215.11","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","2.0","0.1","1.05","0.0","6.22","1.05","6.51","0.0","0.0","0.0","0.0","53.71","59.21","274.32","137.16","220.61","215.11","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","2.0","0.1","1.02","0.0","6.69","1.02","6.82","0.0","0.0","0.0","0.0","0.0","59.21","274.32","137.16","274.32","215.11","60.53","","","","","","","","",""
"2015.0","8.0","10.0","222.0","2.0","0.1","0.99","0.0","6.74","0.99","6.69","0.0","0.0","0.0","0.0","6.69","59.21","274.32","137.16","267.63","215.11","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","2.0","0.1","0.97","0.0","6.58","0.97","6.35","0.0","0.0","0.0","0.0","13.04","59.21","274.32","137.16","261.28","215.11","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","2.0","0.1","0.94","0.0","6.46","0.94","6.06","0.0","0.0","0.0","0.0","19.1","59.21","274.32","137.16","255.22","215.11","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","2.0","0.1","0.91","0.0","6.63","0.91","6.04","0.0","0.0","0.0","0.0","25.15","59.21","274.32","137.16","249.17","215.11","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","2.0","0.1","0.88","0.0","6.2","0.88","5.48","0.0","0.0","0.0","0.0","30.63","59.21","274.32","137.16","243.69","215.11","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","2.0","0.1","0.86","0.0","6.51","0.86","5.58","0.0","0.0","0.0","0.0","36.21","59.21","274.32","137.16","238.11","215.11","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","2.0","0.1","0.83","0.0","6.78","0.83","5.63","0.0","0.0","0.0","0.0","41.85","68.58","274.32","137.16","232.47","205.74","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","2.0","0.09","0.8","0.0","7.25","0.8","5.83","0.0","0.0","0.0","0.0","47.68","68.58","274.32","137.16","226.64","205.74","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","2.0","0.09","0.78","0.0","7.05","0.78","5.48","0.0","0.0","0.0","0.0","53.15","68.58","274.32","137.16","221.17","205.74","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","2.0","0.09","0.75","0.0","6.44","0.75","4.83","0.0","0.0","0.0","0.0","57.98","68.58","274.32","137.16","216.34","205.74","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","2.0","0.09","0.72","0.0","5.71","0.72","4.13","0.0","0.0","0.0","0.0","62.11","68.58","274.32","137.16","212.21","205.74","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","2.0","0.09","0.7","0.0","5.79","0.7","4.03","0.0","0.0","0.0","0.0","66.14","68.58","274.32","137.16","208.18","205.74","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","2.0","0.09","0.67","0.0","5.86","0.67","3.92","0.0","0.0","0.0","0.0","0.0","68.58","274.32","137.16","274.32","205.74","70.06","","","","","","","","",""
"2015.0","8.0","23.0","235.0","2.0","0.09","0.64","0.0","5.93","0.64","3.81","0.0","0.0","0.0","0.0","3.81","68.58","274.32","137.16","270.51","205.74","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","2.0","0.09","0.62","0.0","6.4","0.62","3.94","0.0","0.0","0.0","0.0","7.75","68.58","274.32","137.16","266.57","205.74","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","2.0","0.09","0.59","0.0","6.7","0.59","3.94","0.0","0.0","0.0","0.0","11.69","68.58","274.32","137.16","262.63","205.74","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","2.0","0.09","0.56","0.0","6.8","0.56","3.82","0.0","0.0","0.0","0.0","15.51","68.58","274.32","137.16","258.81","205.74","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","2.0","0.09","0.53","0.0","6.81","0.53","3.64","0.0","0.0","0.0","0.0","19.15","68.58","274.32","137.16","255.17","205.74","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","2.0","0.09","0.51","0.0","6.87","0.51","3.49","0.0","0.0","0.0","0.0","22.64","68.58","274.32","137.16","251.68","205.74","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","2.0","0.09","0.48","0.0","5.44","0.48","2.62","0.0","0.0","0.0","0.0","25.25","68.58","274.32","137.16","249.07","205.74","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","2.0","0.09","0.45","0.0","5.56","0.45","2.52","0.0","0.0","0.0","0.0","27.78","68.58","274.32","137.16","246.54","205.74","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","2.0","0.09","0.43","0.0","5.76","0.43","2.46","0.0","0.0","0.0","0.0","30.23","68.58","274.32","137.16","244.09","205.74","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","2.0","0.09","0.4","0.0","5.9","0.4","2.36","0.0","0.0","0.0","0.0","32.59","68.58","274.32","137.16","241.73","205.74","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","2.0","0.09","0.0","0.0","5.77","0.09","0.51","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","2.0","0.09","0.0","0.0","5.25","0.09","0.47","0.0","0.0","0.0","0.0","22.97","22.5","274.32","137.16","251.35","251.82","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","2.0","0.09","0.0","0.0","5.36","0.09","0.47","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","2.0","0.09","0.0","0.0","5.84","0.09","0.51","0.0","0.0","0.0","0.0","23.01","22.5","274.32","137.16","251.31","251.82","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","2.0","0.09","0.0","0.0","5.27","0.09","0.46","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","2.0","0.09","0.0","0.0","5.59","0.09","0.49","0.0","0.0","0.0","0.0","22.99","22.5","274.32","137.16","251.33","251.82","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","2.0","0.09","0.0","0.0","5.46","0.09","0.48","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","2.0","0.09","0.0","0.0","6.23","0.09","0.54","0.0","0.0","0.0","0.0","23.04","22.5","274.32","137.16","251.28","251.82","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","2.0","0.09","0.0","0.0","6.64","0.09","0.57","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","2.0","0.09","0.0","0.0","6.34","0.09","0.55","0.0","0.0","0.0","0.0","23.05","22.5","274.32","137.16","251.27","251.82","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","2.0","0.09","0.0","0.0","4.82","0.09","0.41","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","2.0","0.09","0.0","0.0","5.41","0.09","0.46","0.0","0.0","0.0","0.0","22.96","22.5","274.32","137.16","251.36","251.82","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","2.0","0.09","0.0","0.0","4.19","0.09","0.36","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","2.0","0.09","0.0","0.0","4.58","0.09","0.39","0.0","0.0","0.0","0.0","22.89","22.5","274.32","137.16","251.43","251.82","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","2.0","0.09","0.0","0.0","3.32","0.09","0.28","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","2.0","0.09","0.0","0.0","3.93","0.09","0.33","0.23","0.23","0.0","0.0","22.6","22.5","274.32","137.16","251.72","251.82","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","2.0","0.08","0.0","0.0","4.53","0.08","0.38","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","2.0","0.08","0.0","0.0","4.78","0.08","0.41","0.0","0.0","0.0","0.0","22.91","22.5","274.32","137.16","251.41","251.82","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","2.0","0.08","0.0","0.0","4.79","0.08","0.4","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","2.0","0.08","0.0","0.0","5.6","0.08","0.47","0.0","0.0","0.0","0.0","22.97","22.5","274.32","137.16","251.35","251.82","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","2.0","0.08","0.0","0.0","5.83","0.08","0.49","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","2.0","0.08","0.0","0.0","4.62","0.08","0.39","0.0","0.0","0.0","0.0","22.89","22.5","274.32","137.16","251.43","251.82","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","2.0","0.08","0.0","0.0","4.63","0.08","0.39","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","2.0","0.08","0.0","0.0","5.62","0.08","0.47","0.0","0.0","0.0","0.0","22.97","22.5","274.32","137.16","251.35","251.82","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","2.0","0.08","0.0","0.0","5.39","0.08","0.45","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","2.0","0.08","0.0","0.0","4.08","0.08","0.34","0.0","0.0","0.0","0.0","22.84","22.5","274.32","137.16","251.48","251.82","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","2.0","0.08","0.0","0.0","4.73","0.08","0.39","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","2.0","0.08","0.0","0.0","4.31","0.08","0.36","0.0","0.0","0.0","0.0","22.86","22.5","274.32","137.16","251.46","251.82","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","2.0","0.08","0.0","0.0","2.04","0.08","0.17","0.0","0.0","0.0","0.0","22.5","22.5","274.32","137.16","251.82","251.82","0.0","","","","","","","","",""
