" Daily soil water balance output for Rice in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Rice in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","25.0","176.0","2335.0","0.14","1.0","0.0","7.98","1.0","7.98","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.98","","","","","","","","",""
"2015.0","6.0","26.0","177.0","2335.0","0.14","1.0","0.0","8.25","1.0","8.25","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","8.25","","","","","","","","",""
"2015.0","6.0","27.0","178.0","2335.0","0.13","1.0","0.0","6.76","1.0","6.76","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.76","","","","","","","","",""
"2015.0","6.0","28.0","179.0","2335.0","0.13","1.0","0.0","7.21","1.0","7.21","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.21","","","","","","","","",""
"2015.0","6.0","29.0","180.0","2335.0","0.13","1.0","0.0","7.58","1.0","7.58","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.58","","","","","","","","",""
"2015.0","6.0","30.0","181.0","2335.0","0.13","1.0","0.0","7.7","1.0","7.7","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.7","","","","","","","","",""
"2015.0","7.0","1.0","182.0","2335.0","0.13","1.0","0.0","7.4","1.0","7.4","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.4","","","","","","","","",""
"2015.0","7.0","2.0","183.0","2335.0","0.13","1.0","0.0","7.05","1.0","7.05","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.05","","","","","","","","",""
"2015.0","7.0","3.0","184.0","2335.0","0.13","1.0","0.0","7.61","1.0","7.61","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.61","","","","","","","","",""
"2015.0","7.0","4.0","185.0","2335.0","0.13","1.0","0.0","7.92","1.0","7.92","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.92","","","","","","","","",""
"2015.0","7.0","5.0","186.0","2335.0","0.12","1.0","0.0","7.19","1.0","7.19","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.19","","","","","","","","",""
"2015.0","7.0","6.0","187.0","2335.0","0.12","1.0","0.0","7.41","1.0","7.41","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.41","","","","","","","","",""
"2015.0","7.0","7.0","188.0","2335.0","0.12","1.0","0.0","6.84","1.0","6.84","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.84","","","","","","","","",""
"2015.0","7.0","8.0","189.0","2335.0","0.12","1.0","0.0","6.4","1.0","6.4","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.4","","","","","","","","",""
"2015.0","7.0","9.0","190.0","2335.0","0.12","1.0","0.0","5.04","1.0","5.04","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","5.04","","","","","","","","",""
"2015.0","7.0","10.0","191.0","2335.0","0.12","1.0","0.0","5.3","1.0","5.3","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","5.3","","","","","","","","",""
"2015.0","7.0","11.0","192.0","2335.0","0.12","1.0","0.0","6.37","1.0","6.37","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.37","","","","","","","","",""
"2015.0","7.0","12.0","193.0","2335.0","0.12","1.0","0.0","6.44","1.0","6.44","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.44","","","","","","","","",""
"2015.0","7.0","13.0","194.0","2335.0","0.12","1.0","0.0","6.8","1.0","6.8","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.8","","","","","","","","",""
"2015.0","7.0","14.0","195.0","2335.0","0.12","1.0","0.0","6.39","1.0","6.39","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.39","","","","","","","","",""
"2015.0","7.0","15.0","196.0","2335.0","0.12","1.0","0.0","6.57","1.0","6.57","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.57","","","","","","","","",""
"2015.0","7.0","16.0","197.0","2335.0","0.11","1.0","0.0","7.1","1.0","7.1","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.1","","","","","","","","",""
"2015.0","7.0","17.0","198.0","2335.0","0.11","1.0","0.0","7.27","1.0","7.27","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.27","","","","","","","","",""
"2015.0","7.0","18.0","199.0","2335.0","0.11","1.0","0.0","7.05","1.0","7.05","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.05","","","","","","","","",""
"2015.0","7.0","19.0","200.0","2335.0","0.11","1.0","0.0","6.59","1.0","6.59","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.59","","","","","","","","",""
"2015.0","7.0","20.0","201.0","2335.0","0.11","1.0","0.0","7.34","1.0","7.34","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.34","","","","","","","","",""
"2015.0","7.0","21.0","202.0","2335.0","0.11","1.0","0.0","7.25","1.0","7.25","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.25","","","","","","","","",""
"2015.0","7.0","22.0","203.0","2335.0","0.11","1.0","0.0","6.76","1.0","6.76","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.76","","","","","","","","",""
"2015.0","7.0","23.0","204.0","2335.0","0.11","1.0","0.0","6.27","1.0","6.27","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.27","","","","","","","","",""
"2015.0","7.0","24.0","205.0","2335.0","0.11","1.0","0.0","6.52","1.0","6.52","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.52","","","","","","","","",""
"2015.0","7.0","25.0","206.0","2335.0","0.11","1.0","0.0","6.61","1.0","6.61","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.61","","","","","","","","",""
"2015.0","7.0","26.0","207.0","2335.0","0.11","1.0","0.0","6.44","1.0","6.44","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.44","","","","","","","","",""
"2015.0","7.0","27.0","208.0","2335.0","0.11","1.0","0.0","7.4","1.0","7.4","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.4","","","","","","","","",""
"2015.0","7.0","28.0","209.0","2335.0","0.11","1.0","0.0","7.6","1.0","7.6","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.6","","","","","","","","",""
"2015.0","7.0","29.0","210.0","2335.0","0.11","1.0","0.0","7.4","1.0","7.4","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.4","","","","","","","","",""
"2015.0","7.0","30.0","211.0","2335.0","0.1","1.0","0.0","7.62","1.0","7.62","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.62","","","","","","","","",""
"2015.0","7.0","31.0","212.0","2335.0","0.1","1.0","0.0","6.8","1.0","6.8","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.8","","","","","","","","",""
"2015.0","8.0","1.0","213.0","2335.0","0.1","1.0","0.0","7.01","1.0","7.01","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.01","","","","","","","","",""
"2015.0","8.0","2.0","214.0","2335.0","0.1","1.0","0.0","6.94","1.0","6.94","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.94","","","","","","","","",""
"2015.0","8.0","3.0","215.0","2335.0","0.1","1.0","0.0","6.82","1.0","6.82","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.82","","","","","","","","",""
"2015.0","8.0","4.0","216.0","2335.0","0.1","1.0","0.0","5.18","1.0","5.18","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","5.18","","","","","","","","",""
"2015.0","8.0","5.0","217.0","2335.0","0.1","1.0","0.0","5.74","1.0","5.74","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","5.74","","","","","","","","",""
"2015.0","8.0","6.0","218.0","2335.0","0.1","1.0","0.0","3.84","1.0","3.84","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","3.84","","","","","","","","",""
"2015.0","8.0","7.0","219.0","2335.0","0.1","1.0","0.0","6.68","1.0","6.68","0.28","0.28","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.4","","","","","","","","",""
"2015.0","8.0","8.0","220.0","2335.0","0.1","1.0","0.0","6.05","1.0","6.05","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.05","","","","","","","","",""
"2015.0","8.0","9.0","221.0","2335.0","0.1","1.0","0.0","6.56","1.0","6.56","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.56","","","","","","","","",""
"2015.0","8.0","10.0","222.0","2335.0","0.1","1.0","0.0","6.58","1.0","6.58","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.58","","","","","","","","",""
"2015.0","8.0","11.0","223.0","2335.0","0.1","1.0","0.0","6.51","1.0","6.51","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.51","","","","","","","","",""
"2015.0","8.0","12.0","224.0","2335.0","0.1","1.0","0.0","6.4","1.0","6.4","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.4","","","","","","","","",""
"2015.0","8.0","13.0","225.0","2335.0","0.1","1.0","0.0","6.59","1.0","6.59","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.59","","","","","","","","",""
"2015.0","8.0","14.0","226.0","2335.0","0.1","1.0","0.0","6.41","1.0","6.41","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.41","","","","","","","","",""
"2015.0","8.0","15.0","227.0","2335.0","0.1","1.0","0.0","6.64","1.0","6.64","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.64","","","","","","","","",""
"2015.0","8.0","16.0","228.0","2335.0","0.1","1.0","0.0","6.79","1.0","6.79","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.79","","","","","","","","",""
"2015.0","8.0","17.0","229.0","2335.0","0.1","1.0","0.0","7.17","1.0","7.17","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","7.17","","","","","","","","",""
"2015.0","8.0","18.0","230.0","2335.0","0.1","1.0","0.0","6.9","1.0","6.9","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.9","","","","","","","","",""
"2015.0","8.0","19.0","231.0","2335.0","0.09","1.0","0.0","6.3","1.0","6.3","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.3","","","","","","","","",""
"2015.0","8.0","20.0","232.0","2335.0","0.09","1.0","0.0","5.73","1.0","5.73","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","5.73","","","","","","","","",""
"2015.0","8.0","21.0","233.0","2335.0","0.09","1.0","0.0","5.74","1.0","5.74","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","5.74","","","","","","","","",""
"2015.0","8.0","22.0","234.0","2335.0","0.09","0.99","0.0","5.73","0.99","5.66","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","5.66","","","","","","","","",""
"2015.0","8.0","23.0","235.0","2335.0","0.09","0.98","0.0","5.93","0.98","5.78","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","5.78","","","","","","","","",""
"2015.0","8.0","24.0","236.0","2335.0","0.09","0.96","0.0","6.34","0.96","6.1","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.1","","","","","","","","",""
"2015.0","8.0","25.0","237.0","2335.0","0.09","0.95","0.0","6.64","0.95","6.31","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.31","","","","","","","","",""
"2015.0","8.0","26.0","238.0","2335.0","0.09","0.94","0.0","6.81","0.94","6.38","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.38","","","","","","","","",""
"2015.0","8.0","27.0","239.0","2335.0","0.09","0.93","0.0","7.07","0.93","6.54","0.02","0.02","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.52","","","","","","","","",""
"2015.0","8.0","28.0","240.0","2335.0","0.09","0.91","0.0","6.97","0.91","6.36","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","6.36","","","","","","","","",""
"2015.0","8.0","29.0","241.0","2335.0","0.09","0.9","0.0","5.56","0.9","5.0","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","5.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","2335.0","0.09","0.89","0.0","5.74","0.89","5.09","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","5.09","","","","","","","","",""
"2015.0","8.0","31.0","243.0","2335.0","0.09","0.88","0.0","5.7","0.88","4.99","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","4.99","","","","","","","","",""
"2015.0","9.0","1.0","244.0","2335.0","0.09","0.86","0.0","5.68","0.86","4.9","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","4.9","","","","","","","","",""
"2015.0","9.0","2.0","245.0","2335.0","0.09","0.85","0.0","5.54","0.85","4.71","0.0","0.0","0.0","0.0","0.0","27.0","219.46","109.73","219.46","192.46","4.71","","","","","","","","",""
"2015.0","9.0","3.0","246.0","2335.0","0.09","0.84","0.0","5.27","0.84","4.41","0.0","0.0","0.0","0.0","4.41","27.0","219.46","109.73","215.04","192.46","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","2335.0","0.09","0.83","0.0","5.29","0.83","4.36","0.0","0.0","0.0","0.0","8.78","27.0","219.46","109.73","210.68","192.46","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","2335.0","0.09","0.81","0.0","5.58","0.81","4.53","0.0","0.0","0.0","0.0","13.31","27.0","219.46","109.73","206.14","192.46","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","2335.0","0.09","0.8","0.0","5.17","0.8","4.14","0.0","0.0","0.0","0.0","17.45","27.0","219.46","109.73","202.01","192.46","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","2335.0","0.09","0.79","0.0","5.45","0.79","4.29","0.0","0.0","0.0","0.0","21.74","27.0","219.46","109.73","197.72","192.46","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","2335.0","0.09","0.78","0.0","5.6","0.78","4.34","0.0","0.0","0.0","0.0","26.08","27.0","219.46","109.73","193.38","192.46","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","2335.0","0.09","0.76","0.0","6.36","0.76","4.85","0.0","0.0","0.0","0.0","30.93","27.0","219.46","109.73","188.53","192.46","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","2335.0","0.09","0.75","0.0","6.71","0.75","5.03","0.0","0.0","0.0","0.0","35.96","27.0","219.46","109.73","183.49","192.46","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","2335.0","0.09","0.74","0.0","6.2","0.74","4.57","0.0","0.0","0.0","0.0","40.53","27.0","219.46","109.73","178.92","192.46","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","2335.0","0.09","0.73","0.0","4.33","0.73","3.14","0.0","0.0","0.0","0.0","43.67","27.0","219.46","109.73","175.78","192.46","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","2335.0","0.09","0.71","0.0","5.05","0.71","3.6","0.0","0.0","0.0","0.0","47.27","27.0","219.46","109.73","172.18","192.46","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","2335.0","0.09","0.7","0.0","3.92","0.7","2.74","0.0","0.0","0.0","0.0","50.02","27.0","219.46","109.73","169.44","192.46","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","2335.0","0.09","0.69","0.0","4.74","0.69","3.26","0.0","0.0","0.0","0.0","53.27","27.0","219.46","109.73","166.18","192.46","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","2335.0","0.09","0.68","0.0","3.96","0.68","2.67","0.0","0.0","0.0","0.0","55.95","27.0","219.46","109.73","163.51","192.46","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","2335.0","0.09","0.66","0.0","4.02","0.66","2.66","0.0","0.0","0.0","0.0","58.61","27.0","219.46","109.73","160.85","192.46","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","2335.0","0.09","0.65","0.0","4.69","0.65","3.05","0.0","0.0","0.0","0.0","61.66","27.0","219.46","109.73","157.8","192.46","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","2335.0","0.09","0.64","0.0","4.72","0.64","3.01","0.0","0.0","0.0","0.0","64.67","27.0","219.46","109.73","154.79","192.46","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","2335.0","0.09","0.63","0.0","4.88","0.63","3.05","0.0","0.0","0.0","0.0","67.72","27.0","219.46","109.73","151.74","192.46","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","2335.0","0.09","0.61","0.0","5.65","0.61","3.46","0.0","0.0","0.0","0.0","71.18","27.0","219.46","109.73","148.28","192.46","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","2335.0","0.08","0.6","0.0","5.56","0.6","3.34","0.0","0.0","0.0","0.0","74.51","27.0","219.46","109.73","144.94","192.46","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","2335.0","0.08","0.0","0.0","4.77","0.08","0.4","0.0","0.0","0.0","0.0","27.0","27.0","219.46","109.73","192.46","192.46","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","2335.0","0.08","0.0","0.0","4.64","0.08","0.39","0.0","0.0","0.0","0.0","27.39","27.0","219.46","109.73","192.06","192.46","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","2335.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","27.0","27.0","219.46","109.73","192.46","192.46","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","2335.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","27.47","27.0","219.46","109.73","191.98","192.46","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","2335.0","0.08","0.0","0.0","3.95","0.08","0.33","0.0","0.0","0.0","0.0","27.0","27.0","219.46","109.73","192.46","192.46","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","2335.0","0.08","0.0","0.0","4.29","0.08","0.36","0.0","0.0","0.0","0.0","27.36","27.0","219.46","109.73","192.1","192.46","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","2335.0","0.08","0.0","0.0","3.68","0.08","0.31","0.0","0.0","0.0","0.0","27.0","27.0","219.46","109.73","192.46","192.46","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","2335.0","0.08","0.0","0.0","2.2","0.08","0.18","0.0","0.0","0.0","0.0","27.18","27.0","219.46","109.73","192.27","192.46","0.0","","","","","","","","",""
