" Daily soil water balance output for Pistachios in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Pistachios in 185_Contra Costa DAU_Co within 06_San Joaquin River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","40.0","0.14","0.9","0.0","6.22","0.9","5.6","0.0","0.0","0.0","0.0","5.6","118.63","569.98","284.99","564.38","451.34","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","40.0","0.14","0.9","0.0","6.84","0.9","6.16","0.0","0.0","0.0","0.0","11.75","118.63","569.98","284.99","558.22","451.34","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","40.0","0.13","0.9","0.0","7.27","0.9","6.54","0.0","0.0","0.0","0.0","18.3","118.63","569.98","284.99","551.68","451.34","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","40.0","0.13","0.9","0.0","7.45","0.9","6.71","0.0","0.0","0.0","0.0","25.0","118.63","569.98","284.99","544.97","451.34","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","40.0","0.13","0.9","0.0","7.25","0.9","6.53","0.0","0.0","0.0","0.0","31.53","118.63","569.98","284.99","538.45","451.34","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","40.0","0.13","0.9","0.0","6.75","0.9","6.08","0.0","0.0","0.0","0.0","37.6","118.63","569.98","284.99","532.37","451.34","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","40.0","0.13","0.9","0.0","7.24","0.9","6.52","0.0","0.0","0.0","0.0","44.12","118.63","569.98","284.99","525.86","451.34","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","40.0","0.13","0.9","0.0","7.49","0.9","6.74","0.0","0.0","0.0","0.0","50.86","118.63","569.98","284.99","519.12","451.34","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","40.0","0.13","0.9","0.0","6.81","0.9","6.13","0.0","0.0","0.0","0.0","56.99","118.63","569.98","284.99","512.99","451.34","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","40.0","0.13","0.9","0.0","7.06","0.9","6.35","0.0","0.0","0.0","0.0","63.34","118.63","569.98","284.99","506.63","451.34","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","40.0","0.12","0.9","0.0","6.43","0.9","5.79","0.0","0.0","0.0","0.0","69.13","118.63","569.98","284.99","500.85","451.34","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","40.0","0.12","0.9","0.0","6.11","0.9","5.5","0.0","0.0","0.0","0.0","74.63","118.63","569.98","284.99","495.35","451.34","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","40.0","0.12","0.9","0.0","4.59","0.9","4.13","0.0","0.0","0.0","0.0","78.76","118.63","569.98","284.99","491.22","451.34","0.0","","","","","","","","",""
"2015.0","7.0","10.0","191.0","40.0","0.12","0.9","0.0","5.12","0.9","4.61","0.0","0.0","0.0","0.0","83.37","118.63","569.98","284.99","486.61","451.34","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","40.0","0.12","0.9","0.0","6.16","0.9","5.54","0.0","0.0","0.0","0.0","88.91","118.63","569.98","284.99","481.07","451.34","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","40.0","0.12","0.9","0.0","6.25","0.9","5.63","0.0","0.0","0.0","0.0","94.54","118.63","569.98","284.99","475.44","451.34","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","40.0","0.12","0.9","0.0","6.5","0.9","5.85","0.0","0.0","0.0","0.0","100.39","118.63","569.98","284.99","469.59","451.34","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","40.0","0.12","0.9","0.0","6.12","0.9","5.51","0.0","0.0","0.0","0.0","105.89","118.63","569.98","284.99","464.08","451.34","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","40.0","0.12","0.9","0.0","6.37","0.9","5.73","0.0","0.0","0.0","0.0","111.63","118.63","569.98","284.99","458.35","451.34","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","40.0","0.12","0.9","0.0","6.8","0.9","6.12","0.0","0.0","0.0","0.0","117.75","118.63","569.98","284.99","452.23","451.34","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","40.0","0.12","0.9","0.0","6.95","0.9","6.26","0.0","0.0","0.0","0.0","0.0","118.63","569.98","284.99","569.98","451.34","124.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","40.0","0.12","0.9","0.0","6.8","0.9","6.12","0.0","0.0","0.0","0.0","6.12","118.63","569.98","284.99","563.86","451.34","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","40.0","0.12","0.9","0.0","6.55","0.9","5.9","0.0","0.0","0.0","0.0","12.02","118.63","569.98","284.99","557.96","451.34","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","40.0","0.11","0.9","0.0","7.22","0.9","6.5","0.0","0.0","0.0","0.0","18.51","118.63","569.98","284.99","551.46","451.34","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","40.0","0.11","0.9","0.0","6.9","0.9","6.21","0.0","0.0","0.0","0.0","24.72","118.63","569.98","284.99","545.25","451.34","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","40.0","0.11","0.9","0.0","6.43","0.9","5.79","0.0","0.0","0.0","0.0","30.51","118.63","569.98","284.99","539.47","451.34","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","40.0","0.11","0.9","0.0","6.01","0.9","5.41","0.0","0.0","0.0","0.0","35.92","118.63","569.98","284.99","534.06","451.34","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","40.0","0.11","0.9","0.0","6.29","0.9","5.66","0.0","0.0","0.0","0.0","41.58","118.63","569.98","284.99","528.4","451.34","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","40.0","0.11","0.9","0.0","6.27","0.9","5.64","0.0","0.0","0.0","0.0","47.22","118.63","569.98","284.99","522.75","451.34","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","40.0","0.11","0.9","0.0","6.18","0.9","5.56","0.0","0.0","0.0","0.0","52.79","118.63","569.98","284.99","517.19","451.34","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","40.0","0.11","0.9","0.0","7.16","0.9","6.44","0.0","0.0","0.0","0.0","59.23","118.63","569.98","284.99","510.75","451.34","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","40.0","0.11","0.9","0.0","7.41","0.9","6.67","0.0","0.0","0.0","0.0","65.9","118.63","569.98","284.99","504.08","451.34","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","40.0","0.11","0.9","0.0","7.18","0.9","6.46","0.0","0.0","0.0","0.0","72.36","118.63","569.98","284.99","497.62","451.34","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","40.0","0.11","0.9","0.0","7.32","0.9","6.59","0.0","0.0","0.0","0.0","78.95","118.63","569.98","284.99","491.03","451.34","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","40.0","0.11","0.9","0.0","6.34","0.9","5.71","0.0","0.0","0.0","0.0","84.65","118.63","569.98","284.99","485.32","451.34","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","40.0","0.11","0.9","0.0","6.74","0.9","6.07","0.0","0.0","0.0","0.0","90.72","118.63","569.98","284.99","479.26","451.34","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","40.0","0.11","0.9","0.0","6.62","0.9","5.96","0.0","0.0","0.0","0.0","96.68","118.63","569.98","284.99","473.3","451.34","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","40.0","0.1","0.9","0.0","6.57","0.9","5.91","0.0","0.0","0.0","0.0","102.59","118.63","569.98","284.99","467.39","451.34","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","40.0","0.1","0.9","0.0","5.07","0.9","4.56","0.0","0.0","0.0","0.0","107.15","118.63","569.98","284.99","462.82","451.34","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","40.0","0.1","0.9","0.0","5.66","0.9","5.09","0.0","0.0","0.0","0.0","112.25","118.63","569.98","284.99","457.73","451.34","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","40.0","0.1","0.9","0.0","3.9","0.9","3.51","0.0","0.0","0.0","0.0","115.76","118.63","569.98","284.99","454.22","451.34","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","40.0","0.1","0.9","0.0","6.42","0.9","5.78","0.1","0.1","0.0","0.0","0.0","118.63","569.98","284.99","569.98","451.34","121.44","","","","","","","","",""
"2015.0","8.0","8.0","220.0","40.0","0.1","0.9","0.0","5.74","0.9","5.17","0.0","0.0","0.0","0.0","5.17","118.63","569.98","284.99","564.81","451.34","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","40.0","0.1","0.9","0.0","6.34","0.9","5.71","0.0","0.0","0.0","0.0","10.87","118.63","569.98","284.99","559.1","451.34","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","40.0","0.1","0.9","0.0","6.33","0.9","5.7","0.0","0.0","0.0","0.0","16.57","118.63","569.98","284.99","553.41","451.34","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","40.0","0.1","0.9","0.0","6.22","0.9","5.6","0.0","0.0","0.0","0.0","22.17","118.63","569.98","284.99","547.81","451.34","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","40.0","0.1","0.9","0.0","6.17","0.9","5.55","0.0","0.0","0.0","0.0","27.72","118.63","569.98","284.99","542.26","451.34","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","40.0","0.1","0.9","0.0","6.28","0.9","5.65","0.0","0.0","0.0","0.0","33.37","118.63","569.98","284.99","536.6","451.34","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","40.0","0.1","0.9","0.0","6.15","0.9","5.54","0.0","0.0","0.0","0.0","38.91","118.63","569.98","284.99","531.07","451.34","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","40.0","0.1","0.9","0.0","6.44","0.9","5.8","0.0","0.0","0.0","0.0","44.7","118.63","569.98","284.99","525.27","451.34","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","40.0","0.1","0.9","0.0","6.56","0.9","5.9","0.0","0.0","0.0","0.0","50.61","118.63","569.98","284.99","519.37","451.34","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","40.0","0.1","0.9","0.0","6.9","0.9","6.21","0.0","0.0","0.0","0.0","56.82","118.63","569.98","284.99","513.16","451.34","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","40.0","0.1","0.9","0.0","6.52","0.9","5.87","0.0","0.0","0.0","0.0","62.69","118.63","569.98","284.99","507.29","451.34","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","40.0","0.1","0.9","0.0","5.94","0.9","5.35","0.0","0.0","0.0","0.0","68.03","118.63","569.98","284.99","501.95","451.34","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","40.0","0.1","0.9","0.0","5.43","0.9","4.89","0.0","0.0","0.0","0.0","72.92","118.63","569.98","284.99","497.06","451.34","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","40.0","0.1","0.9","0.0","5.49","0.9","4.94","0.0","0.0","0.0","0.0","77.86","118.63","569.98","284.99","492.12","451.34","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","40.0","0.1","0.9","0.0","5.51","0.9","4.96","0.0","0.0","0.0","0.0","82.82","118.63","569.98","284.99","487.16","451.34","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","40.0","0.1","0.9","0.0","5.64","0.9","5.08","0.0","0.0","0.0","0.0","87.89","118.63","569.98","284.99","482.08","451.34","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","40.0","0.1","0.9","0.0","6.06","0.9","5.45","0.0","0.0","0.0","0.0","93.35","118.63","569.98","284.99","476.63","451.34","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","40.0","0.1","0.9","0.0","6.32","0.9","5.69","0.0","0.0","0.0","0.0","99.04","118.63","569.98","284.99","470.94","451.34","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","40.0","0.09","0.9","0.0","6.51","0.9","5.86","0.0","0.0","0.0","0.0","104.9","118.63","569.98","284.99","465.08","451.34","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","40.0","0.09","0.9","0.0","6.88","0.9","6.19","0.04","0.04","0.0","0.0","111.05","118.63","569.98","284.99","458.93","451.34","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","40.0","0.09","0.9","0.0","6.73","0.9","6.06","0.0","0.0","0.0","0.0","117.1","118.63","569.98","284.99","452.87","451.34","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","40.0","0.09","0.9","0.0","5.23","0.9","4.71","0.0","0.0","0.0","0.0","0.0","118.63","569.98","284.99","569.98","451.34","121.81","","","","","","","","",""
"2015.0","8.0","30.0","242.0","40.0","0.09","0.9","0.0","5.55","0.9","5.0","0.0","0.0","0.0","0.0","5.0","118.63","569.98","284.99","564.98","451.34","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","40.0","0.09","0.9","0.0","5.58","0.9","5.02","0.0","0.0","0.0","0.0","10.02","118.63","569.98","284.99","559.96","451.34","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","40.0","0.09","0.9","0.0","5.43","0.9","4.89","0.0","0.0","0.0","0.0","14.9","118.63","569.98","284.99","555.07","451.34","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","40.0","0.09","0.9","0.0","5.29","0.9","4.76","0.0","0.0","0.0","0.0","19.67","118.63","569.98","284.99","550.31","451.34","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","40.0","0.09","0.9","0.0","5.11","0.9","4.6","0.0","0.0","0.0","0.0","24.26","118.63","569.98","284.99","545.71","451.34","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","40.0","0.09","0.9","0.0","5.15","0.9","4.64","0.0","0.0","0.0","0.0","28.9","118.63","569.98","284.99","541.08","451.34","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","40.0","0.09","0.9","0.0","5.45","0.9","4.91","0.0","0.0","0.0","0.0","33.8","118.63","569.98","284.99","536.17","451.34","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","40.0","0.09","0.9","0.0","5.14","0.9","4.63","0.0","0.0","0.0","0.0","38.43","118.63","569.98","284.99","531.55","451.34","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","40.0","0.09","0.9","0.0","5.35","0.9","4.82","0.0","0.0","0.0","0.0","43.25","118.63","569.98","284.99","526.73","451.34","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","40.0","0.09","0.9","0.0","5.51","0.9","4.96","0.0","0.0","0.0","0.0","48.2","118.63","569.98","284.99","521.77","451.34","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","40.0","0.09","0.9","0.0","6.15","0.9","5.54","0.0","0.0","0.0","0.0","53.74","118.63","569.98","284.99","516.24","451.34","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","40.0","0.09","0.9","0.0","6.46","0.9","5.81","0.0","0.0","0.0","0.0","59.55","118.63","569.98","284.99","510.42","451.34","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","40.0","0.09","0.9","0.0","5.99","0.9","5.39","0.0","0.0","0.0","0.0","64.94","118.63","569.98","284.99","505.03","451.34","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","40.0","0.09","0.9","0.0","4.16","0.9","3.74","0.0","0.0","0.0","0.0","68.69","118.63","569.98","284.99","501.29","451.34","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","40.0","0.09","0.89","0.0","5.02","0.89","4.49","0.0","0.0","0.0","0.0","73.18","142.49","569.98","284.99","496.8","427.48","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","40.0","0.09","0.89","0.0","3.65","0.89","3.24","0.0","0.0","0.0","0.0","76.42","142.49","569.98","284.99","493.56","427.48","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","40.0","0.09","0.88","0.0","4.63","0.88","4.08","0.0","0.0","0.0","0.0","80.5","142.49","569.98","284.99","489.48","427.48","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","40.0","0.09","0.88","0.0","3.63","0.88","3.18","0.0","0.0","0.0","0.0","83.68","142.49","569.98","284.99","486.3","427.48","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","40.0","0.09","0.87","0.0","3.92","0.87","3.41","0.0","0.0","0.0","0.0","87.08","142.49","569.98","284.99","482.89","427.48","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","40.0","0.09","0.86","0.0","4.56","0.86","3.94","0.0","0.0","0.0","0.0","91.02","142.49","569.98","284.99","478.96","427.48","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","40.0","0.09","0.86","0.0","4.65","0.86","3.99","0.0","0.0","0.0","0.0","95.01","142.49","569.98","284.99","474.97","427.48","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","40.0","0.09","0.85","0.0","4.8","0.85","4.08","0.0","0.0","0.0","0.0","99.09","142.49","569.98","284.99","470.89","427.48","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","40.0","0.09","0.84","0.0","5.53","0.84","4.67","0.0","0.0","0.0","0.0","103.76","142.49","569.98","284.99","466.21","427.48","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","40.0","0.09","0.84","0.0","5.15","0.84","4.32","0.0","0.0","0.0","0.0","108.08","142.49","569.98","284.99","461.89","427.48","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","40.0","0.09","0.83","0.0","4.56","0.83","3.8","0.0","0.0","0.0","0.0","111.88","142.49","569.98","284.99","458.1","427.48","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","40.0","0.09","0.83","0.0","4.55","0.83","3.76","0.0","0.0","0.0","0.0","115.64","142.49","569.98","284.99","454.34","427.48","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","40.0","0.09","0.82","0.0","5.43","0.82","4.45","0.0","0.0","0.0","0.0","120.1","142.49","569.98","284.99","449.88","427.48","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","40.0","0.09","0.81","0.0","5.3","0.81","4.32","0.0","0.0","0.0","0.0","124.41","142.49","569.98","284.99","445.57","427.48","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","40.0","0.09","0.81","0.0","3.79","0.81","3.06","0.0","0.0","0.0","0.0","127.47","142.49","569.98","284.99","442.5","427.48","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","40.0","0.09","0.8","0.0","4.18","0.8","3.35","0.0","0.0","0.0","0.0","130.83","142.49","569.98","284.99","439.15","427.48","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","40.0","0.09","0.8","0.0","3.64","0.8","2.9","0.0","0.0","0.0","0.0","133.72","142.49","569.98","284.99","436.25","427.48","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","40.0","0.09","0.79","0.0","1.99","0.79","1.57","0.0","0.0","0.0","0.0","135.3","142.49","569.98","284.99","434.68","427.48","0.0","","","","","","","","",""
