" Daily soil water balance output for Safflower in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Safflower in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","",""
"2015.0","6.0","27.0","178.0","858.0","0.13","1.05","0.0","6.94","1.05","7.29","0.0","0.0","0.0","0.0","78.57","150.42","601.67","300.83","523.1","451.25","0.0","","","","","","","","",""
"2015.0","6.0","28.0","179.0","858.0","0.13","1.05","0.0","7.3","1.05","7.67","0.0","0.0","0.0","0.0","86.24","150.42","601.67","300.83","515.43","451.25","0.0","","","","","","","","",""
"2015.0","6.0","29.0","180.0","858.0","0.13","1.05","0.0","7.58","1.05","7.96","0.0","0.0","0.0","0.0","94.2","150.42","601.67","300.83","507.47","451.25","0.0","","","","","","","","",""
"2015.0","6.0","30.0","181.0","858.0","0.13","1.05","0.0","7.69","1.05","8.07","0.0","0.0","0.0","0.0","102.27","150.42","601.67","300.83","499.4","451.25","0.0","","","","","","","","",""
"2015.0","7.0","1.0","182.0","858.0","0.13","1.0","0.0","7.56","1.0","7.53","0.0","0.0","0.0","0.0","109.8","150.42","601.67","300.83","491.86","451.25","0.0","","","","","","","","",""
"2015.0","7.0","2.0","183.0","858.0","0.13","0.94","0.0","7.24","0.94","6.83","0.0","0.0","0.0","0.0","116.63","150.42","601.67","300.83","485.03","451.25","0.0","","","","","","","","",""
"2015.0","7.0","3.0","184.0","858.0","0.13","0.89","0.0","7.52","0.89","6.69","0.0","0.0","0.0","0.0","123.33","150.42","601.67","300.83","478.34","451.25","0.0","","","","","","","","",""
"2015.0","7.0","4.0","185.0","858.0","0.12","0.84","0.0","8.01","0.84","6.7","0.0","0.0","0.0","0.0","130.03","150.42","601.67","300.83","471.64","451.25","0.0","","","","","","","","",""
"2015.0","7.0","5.0","186.0","858.0","0.12","0.78","0.0","7.28","0.78","5.7","0.0","0.0","0.0","0.0","135.73","150.42","601.67","300.83","465.94","451.25","0.0","","","","","","","","",""
"2015.0","7.0","6.0","187.0","858.0","0.12","0.73","0.0","7.4","0.73","5.4","0.0","0.0","0.0","0.0","141.13","150.42","601.67","300.83","460.54","451.25","0.0","","","","","","","","",""
"2015.0","7.0","7.0","188.0","858.0","0.12","0.68","0.0","6.93","0.68","4.69","0.0","0.0","0.0","0.0","145.82","150.42","601.67","300.83","455.85","451.25","0.0","","","","","","","","",""
"2015.0","7.0","8.0","189.0","858.0","0.12","0.62","0.0","6.35","0.62","3.96","0.0","0.0","0.0","0.0","149.78","150.42","601.67","300.83","451.89","451.25","0.0","","","","","","","","",""
"2015.0","7.0","9.0","190.0","858.0","0.12","0.57","0.0","4.42","0.57","2.52","0.0","0.0","0.0","0.0","0.0","150.42","601.67","300.83","601.67","451.25","152.3","","","","","","","","",""
"2015.0","7.0","10.0","191.0","858.0","0.12","0.52","0.0","5.2","0.52","2.69","0.0","0.0","0.0","0.0","2.69","150.42","601.67","300.83","598.98","451.25","0.0","","","","","","","","",""
"2015.0","7.0","11.0","192.0","858.0","0.12","0.46","0.0","6.4","0.46","2.97","0.0","0.0","0.0","0.0","5.65","150.42","601.67","300.83","596.02","451.25","0.0","","","","","","","","",""
"2015.0","7.0","12.0","193.0","858.0","0.12","0.41","0.0","6.48","0.41","2.66","0.0","0.0","0.0","0.0","8.31","150.42","601.67","300.83","593.36","451.25","0.0","","","","","","","","",""
"2015.0","7.0","13.0","194.0","858.0","0.12","0.36","0.0","6.7","0.36","2.39","0.0","0.0","0.0","0.0","10.7","150.42","601.67","300.83","590.97","451.25","0.0","","","","","","","","",""
"2015.0","7.0","14.0","195.0","858.0","0.12","0.3","0.0","6.5","0.3","1.97","0.0","0.0","0.0","0.0","12.67","150.42","601.67","300.83","589.0","451.25","0.0","","","","","","","","",""
"2015.0","7.0","15.0","196.0","858.0","0.12","0.25","0.0","6.67","0.25","1.67","0.0","0.0","0.0","0.0","14.34","150.42","601.67","300.83","587.33","451.25","0.0","","","","","","","","",""
"2015.0","7.0","16.0","197.0","858.0","0.11","0.0","0.0","7.18","0.11","0.82","0.0","0.0","0.0","0.0","15.16","31.35","601.67","300.83","586.51","570.32","0.0","","","","","","","","",""
"2015.0","7.0","17.0","198.0","858.0","0.11","0.0","0.0","7.37","0.11","0.84","0.0","0.0","0.0","0.0","16.0","31.35","601.67","300.83","585.67","570.32","0.0","","","","","","","","",""
"2015.0","7.0","18.0","199.0","858.0","0.11","0.0","0.0","7.3","0.11","0.82","0.0","0.0","0.0","0.0","16.82","31.35","601.67","300.83","584.85","570.32","0.0","","","","","","","","",""
"2015.0","7.0","19.0","200.0","858.0","0.11","0.0","0.0","6.82","0.11","0.76","0.0","0.0","0.0","0.0","17.58","31.35","601.67","300.83","584.09","570.32","0.0","","","","","","","","",""
"2015.0","7.0","20.0","201.0","858.0","0.11","0.0","0.0","7.38","0.11","0.82","0.0","0.0","0.0","0.0","18.4","31.35","601.67","300.83","583.27","570.32","0.0","","","","","","","","",""
"2015.0","7.0","21.0","202.0","858.0","0.11","0.0","0.0","7.36","0.11","0.81","0.0","0.0","0.0","0.0","19.21","31.35","601.67","300.83","582.46","570.32","0.0","","","","","","","","",""
"2015.0","7.0","22.0","203.0","858.0","0.11","0.0","0.0","6.92","0.11","0.76","0.0","0.0","0.0","0.0","19.97","31.35","601.67","300.83","581.7","570.32","0.0","","","","","","","","",""
"2015.0","7.0","23.0","204.0","858.0","0.11","0.0","0.0","6.25","0.11","0.68","0.0","0.0","0.0","0.0","20.65","31.35","601.67","300.83","581.02","570.32","0.0","","","","","","","","",""
"2015.0","7.0","24.0","205.0","858.0","0.11","0.0","0.0","6.45","0.11","0.7","0.0","0.0","0.0","0.0","21.35","31.35","601.67","300.83","580.32","570.32","0.0","","","","","","","","",""
"2015.0","7.0","25.0","206.0","858.0","0.11","0.0","0.0","6.55","0.11","0.71","0.0","0.0","0.0","0.0","22.06","31.35","601.67","300.83","579.61","570.32","0.0","","","","","","","","",""
"2015.0","7.0","26.0","207.0","858.0","0.11","0.0","0.0","6.49","0.11","0.69","0.0","0.0","0.0","0.0","22.75","31.35","601.67","300.83","578.92","570.32","0.0","","","","","","","","",""
"2015.0","7.0","27.0","208.0","858.0","0.11","0.0","0.0","7.47","0.11","0.79","0.0","0.0","0.0","0.0","23.55","31.35","601.67","300.83","578.12","570.32","0.0","","","","","","","","",""
"2015.0","7.0","28.0","209.0","858.0","0.11","0.0","0.0","7.77","0.11","0.82","0.0","0.0","0.0","0.0","24.37","31.35","601.67","300.83","577.3","570.32","0.0","","","","","","","","",""
"2015.0","7.0","29.0","210.0","858.0","0.1","0.0","0.0","7.5","0.1","0.79","0.0","0.0","0.0","0.0","25.15","31.35","601.67","300.83","576.52","570.32","0.0","","","","","","","","",""
"2015.0","7.0","30.0","211.0","858.0","0.1","0.0","0.0","7.84","0.1","0.82","0.0","0.0","0.0","0.0","25.97","31.35","601.67","300.83","575.7","570.32","0.0","","","","","","","","",""
"2015.0","7.0","31.0","212.0","858.0","0.1","0.0","0.0","6.75","0.1","0.7","0.0","0.0","0.0","0.0","26.67","31.35","601.67","300.83","575.0","570.32","0.0","","","","","","","","",""
"2015.0","8.0","1.0","213.0","858.0","0.1","0.0","0.0","7.04","0.1","0.73","0.0","0.0","0.0","0.0","27.4","31.35","601.67","300.83","574.27","570.32","0.0","","","","","","","","",""
"2015.0","8.0","2.0","214.0","858.0","0.1","0.0","0.0","6.93","0.1","0.71","0.0","0.0","0.0","0.0","28.11","31.35","601.67","300.83","573.56","570.32","0.0","","","","","","","","",""
"2015.0","8.0","3.0","215.0","858.0","0.1","0.0","0.0","6.91","0.1","0.7","0.0","0.0","0.0","0.0","28.81","31.35","601.67","300.83","572.86","570.32","0.0","","","","","","","","",""
"2015.0","8.0","4.0","216.0","858.0","0.1","0.0","0.0","5.01","0.1","0.51","0.0","0.0","0.0","0.0","29.32","31.35","601.67","300.83","572.35","570.32","0.0","","","","","","","","",""
"2015.0","8.0","5.0","217.0","858.0","0.1","0.0","0.0","5.82","0.1","0.59","0.0","0.0","0.0","0.0","29.91","31.35","601.67","300.83","571.76","570.32","0.0","","","","","","","","",""
"2015.0","8.0","6.0","218.0","858.0","0.1","0.0","0.0","4.19","0.1","0.42","0.0","0.0","0.0","0.0","30.33","31.35","601.67","300.83","571.34","570.32","0.0","","","","","","","","",""
"2015.0","8.0","7.0","219.0","858.0","0.1","0.0","0.0","6.78","0.1","0.68","0.0","0.0","0.0","0.0","31.01","31.35","601.67","300.83","570.66","570.32","0.0","","","","","","","","",""
"2015.0","8.0","8.0","220.0","858.0","0.1","0.0","0.0","6.09","0.1","0.61","0.0","0.0","0.0","0.0","31.61","31.35","601.67","300.83","570.06","570.32","0.0","","","","","","","","",""
"2015.0","8.0","9.0","221.0","858.0","0.1","0.0","0.0","6.64","0.1","0.66","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","8.0","10.0","222.0","858.0","0.1","0.0","0.0","6.66","0.1","0.66","0.0","0.0","0.0","0.0","32.01","31.35","601.67","300.83","569.66","570.32","0.0","","","","","","","","",""
"2015.0","8.0","11.0","223.0","858.0","0.1","0.0","0.0","6.52","0.1","0.64","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","8.0","12.0","224.0","858.0","0.1","0.0","0.0","6.43","0.1","0.63","0.0","0.0","0.0","0.0","31.98","31.35","601.67","300.83","569.69","570.32","0.0","","","","","","","","",""
"2015.0","8.0","13.0","225.0","858.0","0.1","0.0","0.0","6.58","0.1","0.64","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","8.0","14.0","226.0","858.0","0.1","0.0","0.0","6.27","0.1","0.61","0.0","0.0","0.0","0.0","31.96","31.35","601.67","300.83","569.71","570.32","0.0","","","","","","","","",""
"2015.0","8.0","15.0","227.0","858.0","0.1","0.0","0.0","6.53","0.1","0.63","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","8.0","16.0","228.0","858.0","0.1","0.0","0.0","6.74","0.1","0.65","0.0","0.0","0.0","0.0","32.0","31.35","601.67","300.83","569.67","570.32","0.0","","","","","","","","",""
"2015.0","8.0","17.0","229.0","858.0","0.1","0.0","0.0","7.21","0.1","0.69","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","8.0","18.0","230.0","858.0","0.09","0.0","0.0","6.94","0.09","0.66","0.0","0.0","0.0","0.0","32.01","31.35","601.67","300.83","569.66","570.32","0.0","","","","","","","","",""
"2015.0","8.0","19.0","231.0","858.0","0.09","0.0","0.0","6.33","0.09","0.6","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","8.0","20.0","232.0","858.0","0.09","0.0","0.0","5.68","0.09","0.54","0.0","0.0","0.0","0.0","31.89","31.35","601.67","300.83","569.78","570.32","0.0","","","","","","","","",""
"2015.0","8.0","21.0","233.0","858.0","0.09","0.0","0.0","5.73","0.09","0.54","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","8.0","22.0","234.0","858.0","0.09","0.0","0.0","5.78","0.09","0.54","0.0","0.0","0.0","0.0","31.89","31.35","601.67","300.83","569.78","570.32","0.0","","","","","","","","",""
"2015.0","8.0","23.0","235.0","858.0","0.09","0.0","0.0","5.88","0.09","0.55","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","8.0","24.0","236.0","858.0","0.09","0.0","0.0","6.35","0.09","0.59","0.0","0.0","0.0","0.0","31.94","31.35","601.67","300.83","569.73","570.32","0.0","","","","","","","","",""
"2015.0","8.0","25.0","237.0","858.0","0.09","0.0","0.0","6.65","0.09","0.61","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","8.0","26.0","238.0","858.0","0.09","0.0","0.0","6.78","0.09","0.62","0.0","0.0","0.0","0.0","31.97","31.35","601.67","300.83","569.7","570.32","0.0","","","","","","","","",""
"2015.0","8.0","27.0","239.0","858.0","0.09","0.0","0.0","6.93","0.09","0.63","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","8.0","28.0","240.0","858.0","0.09","0.0","0.0","6.87","0.09","0.63","0.0","0.0","0.0","0.0","31.98","31.35","601.67","300.83","569.69","570.32","0.0","","","","","","","","",""
"2015.0","8.0","29.0","241.0","858.0","0.09","0.0","0.0","5.34","0.09","0.48","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","8.0","30.0","242.0","858.0","0.09","0.0","0.0","5.64","0.09","0.51","0.0","0.0","0.0","0.0","31.86","31.35","601.67","300.83","569.81","570.32","0.0","","","","","","","","",""
"2015.0","8.0","31.0","243.0","858.0","0.09","0.0","0.0","5.74","0.09","0.52","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","1.0","244.0","858.0","0.09","0.0","0.0","5.75","0.09","0.52","0.0","0.0","0.0","0.0","31.87","31.35","601.67","300.83","569.8","570.32","0.0","","","","","","","","",""
"2015.0","9.0","2.0","245.0","858.0","0.09","0.0","0.0","5.63","0.09","0.5","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","3.0","246.0","858.0","0.09","0.0","0.0","5.25","0.09","0.47","0.0","0.0","0.0","0.0","31.82","31.35","601.67","300.83","569.85","570.32","0.0","","","","","","","","",""
"2015.0","9.0","4.0","247.0","858.0","0.09","0.0","0.0","5.32","0.09","0.47","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","5.0","248.0","858.0","0.09","0.0","0.0","5.71","0.09","0.51","0.0","0.0","0.0","0.0","31.86","31.35","601.67","300.83","569.81","570.32","0.0","","","","","","","","",""
"2015.0","9.0","6.0","249.0","858.0","0.09","0.0","0.0","5.22","0.09","0.46","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","7.0","250.0","858.0","0.09","0.0","0.0","5.51","0.09","0.49","0.0","0.0","0.0","0.0","31.84","31.35","601.67","300.83","569.83","570.32","0.0","","","","","","","","",""
"2015.0","9.0","8.0","251.0","858.0","0.09","0.0","0.0","5.49","0.09","0.48","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","9.0","252.0","858.0","0.09","0.0","0.0","6.25","0.09","0.55","0.0","0.0","0.0","0.0","31.9","31.35","601.67","300.83","569.77","570.32","0.0","","","","","","","","",""
"2015.0","9.0","10.0","253.0","858.0","0.09","0.0","0.0","6.63","0.09","0.58","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","11.0","254.0","858.0","0.09","0.0","0.0","6.3","0.09","0.55","0.0","0.0","0.0","0.0","31.9","31.35","601.67","300.83","569.77","570.32","0.0","","","","","","","","",""
"2015.0","9.0","12.0","255.0","858.0","0.09","0.0","0.0","4.61","0.09","0.4","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","13.0","256.0","858.0","0.09","0.0","0.0","5.3","0.09","0.46","0.0","0.0","0.0","0.0","31.81","31.35","601.67","300.83","569.86","570.32","0.0","","","","","","","","",""
"2015.0","9.0","14.0","257.0","858.0","0.09","0.0","0.0","4.07","0.09","0.35","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","15.0","258.0","858.0","0.09","0.0","0.0","4.66","0.09","0.4","0.0","0.0","0.0","0.0","31.75","31.35","601.67","300.83","569.92","570.32","0.0","","","","","","","","",""
"2015.0","9.0","16.0","259.0","858.0","0.09","0.0","0.0","3.58","0.09","0.31","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","17.0","260.0","858.0","0.09","0.0","0.0","3.96","0.09","0.34","0.0","0.0","0.0","0.0","31.69","31.35","601.67","300.83","569.98","570.32","0.0","","","","","","","","",""
"2015.0","9.0","18.0","261.0","858.0","0.09","0.0","0.0","4.57","0.09","0.39","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","19.0","262.0","858.0","0.09","0.0","0.0","4.73","0.09","0.4","0.0","0.0","0.0","0.0","31.75","31.35","601.67","300.83","569.92","570.32","0.0","","","","","","","","",""
"2015.0","9.0","20.0","263.0","858.0","0.09","0.0","0.0","4.79","0.09","0.41","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","21.0","264.0","858.0","0.08","0.0","0.0","5.59","0.08","0.47","0.0","0.0","0.0","0.0","31.82","31.35","601.67","300.83","569.84","570.32","0.0","","","","","","","","",""
"2015.0","9.0","22.0","265.0","858.0","0.08","0.0","0.0","5.63","0.08","0.48","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","23.0","266.0","858.0","0.08","0.0","0.0","4.66","0.08","0.39","0.0","0.0","0.0","0.0","31.74","31.35","601.67","300.83","569.93","570.32","0.0","","","","","","","","",""
"2015.0","9.0","24.0","267.0","858.0","0.08","0.0","0.0","4.62","0.08","0.39","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","25.0","268.0","858.0","0.08","0.0","0.0","5.64","0.08","0.47","0.0","0.0","0.0","0.0","31.82","31.35","601.67","300.83","569.85","570.32","0.0","","","","","","","","",""
"2015.0","9.0","26.0","269.0","858.0","0.08","0.0","0.0","5.48","0.08","0.46","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","27.0","270.0","858.0","0.08","0.0","0.0","3.94","0.08","0.33","0.0","0.0","0.0","0.0","31.68","31.35","601.67","300.83","569.99","570.32","0.0","","","","","","","","",""
"2015.0","9.0","28.0","271.0","858.0","0.08","0.0","0.0","4.53","0.08","0.38","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
"2015.0","9.0","29.0","272.0","858.0","0.08","0.0","0.0","4.04","0.08","0.34","0.0","0.0","0.0","0.0","31.69","31.35","601.67","300.83","569.98","570.32","0.0","","","","","","","","",""
"2015.0","9.0","30.0","273.0","858.0","0.08","0.0","0.0","2.06","0.08","0.17","0.0","0.0","0.0","0.0","31.35","31.35","601.67","300.83","570.32","570.32","0.0","","","","","","","","",""
