" Daily soil water balance output for Pasture in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Pasture in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","7.0","1.0","182.0","3987.0","0.13","0.95","0.0","7.4","0.95","7.03","0.0","0.0","0.0","0.0","7.03","57.4","241.4","120.7","234.37","184.01","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","3987.0","0.13","0.95","0.0","7.05","0.95","6.7","0.0","0.0","0.0","0.0","13.73","57.4","241.4","120.7","227.67","184.01","0.0","","","","","","",""
"2015.0","7.0","3.0","184.0","3987.0","0.13","0.95","0.0","7.61","0.95","7.23","0.0","0.0","0.0","0.0","20.96","57.4","241.4","120.7","220.44","184.01","0.0","","","","","","",""
"2015.0","7.0","4.0","185.0","3987.0","0.13","0.95","0.0","7.92","0.95","7.52","0.0","0.0","0.0","0.0","28.48","57.4","241.4","120.7","212.92","184.01","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","3987.0","0.12","0.95","0.0","7.19","0.95","6.83","0.0","0.0","0.0","0.0","35.31","57.4","241.4","120.7","206.09","184.01","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","3987.0","0.12","0.95","0.0","7.41","0.95","7.04","0.0","0.0","0.0","0.0","42.35","57.4","241.4","120.7","199.05","184.01","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","3987.0","0.12","0.95","0.0","6.84","0.95","6.5","0.0","0.0","0.0","0.0","48.85","57.4","241.4","120.7","192.55","184.01","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","3987.0","0.12","0.95","0.0","6.4","0.95","6.08","0.0","0.0","0.0","0.0","54.93","57.4","241.4","120.7","186.47","184.01","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","3987.0","0.12","0.95","0.0","5.04","0.95","4.79","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","59.72","","","","","","",""
"2015.0","7.0","10.0","191.0","3987.0","0.12","0.95","0.0","5.3","0.95","5.04","0.0","0.0","0.0","0.0","5.04","57.4","241.4","120.7","236.37","184.01","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","3987.0","0.12","0.95","0.0","6.37","0.95","6.05","0.0","0.0","0.0","0.0","11.09","57.4","241.4","120.7","230.32","184.01","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","3987.0","0.12","0.95","0.0","6.44","0.95","6.12","0.0","0.0","0.0","0.0","17.2","57.4","241.4","120.7","224.2","184.01","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","3987.0","0.12","0.95","0.0","6.8","0.95","6.46","0.0","0.0","0.0","0.0","23.66","57.4","241.4","120.7","217.74","184.01","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","3987.0","0.12","0.95","0.0","6.39","0.95","6.07","0.0","0.0","0.0","0.0","29.74","57.4","241.4","120.7","211.67","184.01","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","3987.0","0.12","0.95","0.0","6.57","0.95","6.24","0.0","0.0","0.0","0.0","35.98","57.4","241.4","120.7","205.43","184.01","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","3987.0","0.11","0.95","0.0","7.1","0.95","6.75","0.0","0.0","0.0","0.0","42.72","57.4","241.4","120.7","198.68","184.01","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","3987.0","0.11","0.95","0.0","7.27","0.95","6.91","0.0","0.0","0.0","0.0","49.63","57.4","241.4","120.7","191.77","184.01","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","3987.0","0.11","0.95","0.0","7.05","0.95","6.7","0.0","0.0","0.0","0.0","56.33","57.4","241.4","120.7","185.08","184.01","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","3987.0","0.11","0.95","0.0","6.59","0.95","6.26","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","62.59","","","","","","",""
"2015.0","7.0","20.0","201.0","3987.0","0.11","0.95","0.0","7.34","0.95","6.97","0.0","0.0","0.0","0.0","6.97","57.4","241.4","120.7","234.43","184.01","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","3987.0","0.11","0.95","0.0","7.25","0.95","6.89","0.0","0.0","0.0","0.0","13.86","57.4","241.4","120.7","227.54","184.01","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","3987.0","0.11","0.95","0.0","6.76","0.95","6.42","0.0","0.0","0.0","0.0","20.28","57.4","241.4","120.7","221.12","184.01","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","3987.0","0.11","0.95","0.0","6.27","0.95","5.96","0.0","0.0","0.0","0.0","26.24","57.4","241.4","120.7","215.16","184.01","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","3987.0","0.11","0.95","0.0","6.52","0.95","6.19","0.0","0.0","0.0","0.0","32.43","57.4","241.4","120.7","208.97","184.01","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","3987.0","0.11","0.95","0.0","6.61","0.95","6.28","0.0","0.0","0.0","0.0","38.71","57.4","241.4","120.7","202.69","184.01","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","3987.0","0.11","0.95","0.0","6.44","0.95","6.12","0.0","0.0","0.0","0.0","44.83","57.4","241.4","120.7","196.57","184.01","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","3987.0","0.11","0.95","0.0","7.4","0.95","7.03","0.0","0.0","0.0","0.0","51.86","57.4","241.4","120.7","189.54","184.01","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","3987.0","0.11","0.95","0.0","7.6","0.95","7.22","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","59.08","","","","","","",""
"2015.0","7.0","29.0","210.0","3987.0","0.11","0.95","0.0","7.4","0.95","7.03","0.0","0.0","0.0","0.0","7.03","57.4","241.4","120.7","234.37","184.01","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","3987.0","0.1","0.95","0.0","7.62","0.95","7.24","0.0","0.0","0.0","0.0","14.27","57.4","241.4","120.7","227.13","184.01","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","3987.0","0.1","0.95","0.0","6.8","0.95","6.46","0.0","0.0","0.0","0.0","20.73","57.4","241.4","120.7","220.67","184.01","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","3987.0","0.1","0.95","0.0","7.01","0.95","6.66","0.0","0.0","0.0","0.0","27.39","57.4","241.4","120.7","214.01","184.01","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","3987.0","0.1","0.95","0.0","6.94","0.95","6.59","0.0","0.0","0.0","0.0","33.98","57.4","241.4","120.7","207.42","184.01","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","3987.0","0.1","0.95","0.0","6.82","0.95","6.48","0.0","0.0","0.0","0.0","40.46","57.4","241.4","120.7","200.94","184.01","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","3987.0","0.1","0.95","0.0","5.18","0.95","4.92","0.0","0.0","0.0","0.0","45.38","57.4","241.4","120.7","196.02","184.01","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","3987.0","0.1","0.95","0.0","5.74","0.95","5.45","0.0","0.0","0.0","0.0","50.83","57.4","241.4","120.7","190.57","184.01","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","3987.0","0.1","0.95","0.0","3.84","0.95","3.65","0.0","0.0","0.0","0.0","54.48","57.4","241.4","120.7","186.92","184.01","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","3987.0","0.1","0.95","0.0","6.68","0.95","6.35","0.28","0.28","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","60.55","","","","","","",""
"2015.0","8.0","8.0","220.0","3987.0","0.1","0.95","0.0","6.05","0.95","5.75","0.0","0.0","0.0","0.0","5.75","57.4","241.4","120.7","235.65","184.01","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","3987.0","0.1","0.95","0.0","6.56","0.95","6.23","0.0","0.0","0.0","0.0","11.98","57.4","241.4","120.7","229.42","184.01","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","3987.0","0.1","0.95","0.0","6.58","0.95","6.25","0.0","0.0","0.0","0.0","18.23","57.4","241.4","120.7","223.17","184.01","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","3987.0","0.1","0.95","0.0","6.51","0.95","6.18","0.0","0.0","0.0","0.0","24.42","57.4","241.4","120.7","216.99","184.01","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","3987.0","0.1","0.95","0.0","6.4","0.95","6.08","0.0","0.0","0.0","0.0","30.5","57.4","241.4","120.7","210.91","184.01","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","3987.0","0.1","0.95","0.0","6.59","0.95","6.26","0.0","0.0","0.0","0.0","36.76","57.4","241.4","120.7","204.65","184.01","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","3987.0","0.1","0.95","0.0","6.41","0.95","6.09","0.0","0.0","0.0","0.0","42.85","57.4","241.4","120.7","198.56","184.01","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","3987.0","0.1","0.95","0.0","6.64","0.95","6.31","0.0","0.0","0.0","0.0","49.15","57.4","241.4","120.7","192.25","184.01","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","3987.0","0.1","0.95","0.0","6.79","0.95","6.45","0.0","0.0","0.0","0.0","55.6","57.4","241.4","120.7","185.8","184.01","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","3987.0","0.1","0.95","0.0","7.17","0.95","6.81","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","62.42","","","","","","",""
"2015.0","8.0","18.0","230.0","3987.0","0.1","0.95","0.0","6.9","0.95","6.56","0.0","0.0","0.0","0.0","6.56","57.4","241.4","120.7","234.85","184.01","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","3987.0","0.09","0.95","0.0","6.3","0.95","5.99","0.0","0.0","0.0","0.0","12.54","57.4","241.4","120.7","228.86","184.01","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","3987.0","0.09","0.95","0.0","5.73","0.95","5.44","0.0","0.0","0.0","0.0","17.98","57.4","241.4","120.7","223.42","184.01","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","3987.0","0.09","0.95","0.0","5.74","0.95","5.45","0.0","0.0","0.0","0.0","23.44","57.4","241.4","120.7","217.97","184.01","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","3987.0","0.09","0.95","0.0","5.73","0.95","5.44","0.0","0.0","0.0","0.0","28.88","57.4","241.4","120.7","212.52","184.01","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","3987.0","0.09","0.95","0.0","5.93","0.95","5.63","0.0","0.0","0.0","0.0","34.51","57.4","241.4","120.7","206.89","184.01","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","3987.0","0.09","0.95","0.0","6.34","0.95","6.02","0.0","0.0","0.0","0.0","40.54","57.4","241.4","120.7","200.87","184.01","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","3987.0","0.09","0.95","0.0","6.64","0.95","6.31","0.0","0.0","0.0","0.0","46.84","57.4","241.4","120.7","194.56","184.01","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","3987.0","0.09","0.95","0.0","6.81","0.95","6.47","0.0","0.0","0.0","0.0","53.31","57.4","241.4","120.7","188.09","184.01","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","3987.0","0.09","0.95","0.0","7.07","0.95","6.72","0.02","0.02","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","60.01","","","","","","",""
"2015.0","8.0","28.0","240.0","3987.0","0.09","0.95","0.0","6.97","0.95","6.62","0.0","0.0","0.0","0.0","6.62","57.4","241.4","120.7","234.78","184.01","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","3987.0","0.09","0.95","0.0","5.56","0.95","5.28","0.0","0.0","0.0","0.0","11.9","57.4","241.4","120.7","229.5","184.01","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","3987.0","0.09","0.95","0.0","5.74","0.95","5.45","0.0","0.0","0.0","0.0","17.36","57.4","241.4","120.7","224.05","184.01","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","3987.0","0.09","0.95","0.0","5.7","0.95","5.42","0.0","0.0","0.0","0.0","22.77","57.4","241.4","120.7","218.63","184.01","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","3987.0","0.09","0.95","0.0","5.68","0.95","5.4","0.0","0.0","0.0","0.0","28.17","57.4","241.4","120.7","213.23","184.01","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","3987.0","0.09","0.95","0.0","5.54","0.95","5.26","0.0","0.0","0.0","0.0","33.43","57.4","241.4","120.7","207.97","184.01","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","3987.0","0.09","0.95","0.0","5.27","0.95","5.01","0.0","0.0","0.0","0.0","38.44","57.4","241.4","120.7","202.96","184.01","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","3987.0","0.09","0.95","0.0","5.29","0.95","5.03","0.0","0.0","0.0","0.0","43.46","57.4","241.4","120.7","197.94","184.01","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","3987.0","0.09","0.95","0.0","5.58","0.95","5.3","0.0","0.0","0.0","0.0","48.76","57.4","241.4","120.7","192.64","184.01","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","3987.0","0.09","0.95","0.0","5.17","0.95","4.91","0.0","0.0","0.0","0.0","53.68","57.4","241.4","120.7","187.73","184.01","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","3987.0","0.09","0.95","0.0","5.45","0.95","5.18","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","58.85","","","","","","",""
"2015.0","9.0","8.0","251.0","3987.0","0.09","0.95","0.0","5.6","0.95","5.32","0.0","0.0","0.0","0.0","5.32","57.4","241.4","120.7","236.08","184.01","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","3987.0","0.09","0.95","0.0","6.36","0.95","6.04","0.0","0.0","0.0","0.0","11.36","57.4","241.4","120.7","230.04","184.01","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","3987.0","0.09","0.95","0.0","6.71","0.95","6.37","0.0","0.0","0.0","0.0","17.74","57.4","241.4","120.7","223.67","184.01","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","3987.0","0.09","0.95","0.0","6.2","0.95","5.89","0.0","0.0","0.0","0.0","23.63","57.4","241.4","120.7","217.78","184.01","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","3987.0","0.09","0.95","0.0","4.33","0.95","4.11","0.0","0.0","0.0","0.0","27.74","57.4","241.4","120.7","213.66","184.01","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","3987.0","0.09","0.95","0.0","5.05","0.95","4.8","0.0","0.0","0.0","0.0","32.54","57.4","241.4","120.7","208.86","184.01","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","3987.0","0.09","0.95","0.0","3.92","0.95","3.72","0.0","0.0","0.0","0.0","36.26","57.4","241.4","120.7","205.14","184.01","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","3987.0","0.09","0.95","0.0","4.74","0.95","4.5","0.0","0.0","0.0","0.0","40.76","57.4","241.4","120.7","200.64","184.01","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","3987.0","0.09","0.95","0.0","3.96","0.95","3.76","0.0","0.0","0.0","0.0","44.53","57.4","241.4","120.7","196.88","184.01","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","3987.0","0.09","0.95","0.0","4.02","0.95","3.82","0.0","0.0","0.0","0.0","48.35","57.4","241.4","120.7","193.06","184.01","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","3987.0","0.09","0.95","0.0","4.69","0.95","4.46","0.0","0.0","0.0","0.0","52.8","57.4","241.4","120.7","188.6","184.01","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","3987.0","0.09","0.95","0.0","4.72","0.95","4.48","0.0","0.0","0.0","0.0","57.29","57.4","241.4","120.7","184.12","184.01","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","3987.0","0.09","0.95","0.0","4.88","0.95","4.64","0.0","0.0","0.0","0.0","0.0","57.4","241.4","120.7","241.4","184.01","61.92","","","","","","",""
"2015.0","9.0","21.0","264.0","3987.0","0.09","0.95","0.0","5.65","0.95","5.37","0.0","0.0","0.0","0.0","5.37","57.4","241.4","120.7","236.03","184.01","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","3987.0","0.08","0.95","0.0","5.56","0.95","5.28","0.0","0.0","0.0","0.0","10.65","57.4","241.4","120.7","230.75","184.01","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","3987.0","0.08","0.95","0.0","4.77","0.95","4.53","0.0","0.0","0.0","0.0","15.18","57.4","241.4","120.7","226.22","184.01","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","3987.0","0.08","0.95","0.0","4.64","0.95","4.41","0.0","0.0","0.0","0.0","19.59","57.4","241.4","120.7","221.81","184.01","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","3987.0","0.08","0.95","0.0","5.61","0.95","5.33","0.0","0.0","0.0","0.0","24.92","57.4","241.4","120.7","216.48","184.01","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","3987.0","0.08","0.95","0.0","5.61","0.95","5.33","0.0","0.0","0.0","0.0","30.25","57.4","241.4","120.7","211.15","184.01","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","3987.0","0.08","0.95","0.0","3.95","0.95","3.75","0.0","0.0","0.0","0.0","34.0","57.4","241.4","120.7","207.4","184.01","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","3987.0","0.08","0.95","0.0","4.29","0.95","4.08","0.0","0.0","0.0","0.0","38.08","57.4","241.4","120.7","203.33","184.01","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","3987.0","0.08","0.95","0.0","3.68","0.95","3.5","0.0","0.0","0.0","0.0","41.57","57.4","241.4","120.7","199.83","184.01","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","3987.0","0.08","0.95","0.0","2.2","0.95","2.09","0.0","0.0","0.0","0.0","43.66","57.4","241.4","120.7","197.74","184.01","0.0","","","","","","",""
