" Daily soil water balance output for Citrus & Subtropical in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output  for Citrus & Subtropical in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","7.0","4.0","185.0","2.0","0.13","0.7","0.0","7.92","0.7","5.54","0.0","0.0","0.0","0.0","10.87","86.62","395.02","197.51","384.15","308.4","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","2.0","0.12","0.7","0.0","7.19","0.7","5.03","0.0","0.0","0.0","0.0","15.9","86.62","395.02","197.51","379.12","308.4","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","2.0","0.12","0.7","0.0","7.41","0.7","5.19","0.0","0.0","0.0","0.0","21.09","86.62","395.02","197.51","373.93","308.4","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","2.0","0.12","0.7","0.0","6.84","0.7","4.79","0.0","0.0","0.0","0.0","25.88","86.62","395.02","197.51","369.14","308.4","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","2.0","0.12","0.7","0.0","6.4","0.7","4.48","0.0","0.0","0.0","0.0","30.36","86.62","395.02","197.51","364.66","308.4","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","2.0","0.12","0.7","0.0","5.04","0.7","3.53","0.0","0.0","0.0","0.0","33.89","86.62","395.02","197.51","361.13","308.4","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","2.0","0.12","0.7","0.0","5.3","0.7","3.71","0.0","0.0","0.0","0.0","37.6","86.62","395.02","197.51","357.42","308.4","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","2.0","0.12","0.7","0.0","6.37","0.7","4.46","0.0","0.0","0.0","0.0","42.06","86.62","395.02","197.51","352.96","308.4","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","2.0","0.12","0.7","0.0","6.44","0.7","4.51","0.0","0.0","0.0","0.0","46.56","86.62","395.02","197.51","348.46","308.4","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","2.0","0.12","0.7","0.0","6.8","0.7","4.76","0.0","0.0","0.0","0.0","51.32","86.62","395.02","197.51","343.7","308.4","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","2.0","0.12","0.7","0.0","6.39","0.7","4.47","0.0","0.0","0.0","0.0","55.8","86.62","395.02","197.51","339.22","308.4","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","2.0","0.12","0.7","0.0","6.57","0.7","4.6","0.0","0.0","0.0","0.0","60.4","86.62","395.02","197.51","334.62","308.4","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","2.0","0.11","0.7","0.0","7.1","0.7","4.97","0.0","0.0","0.0","0.0","65.37","86.62","395.02","197.51","329.65","308.4","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","2.0","0.11","0.7","0.0","7.27","0.7","5.09","0.0","0.0","0.0","0.0","70.46","86.62","395.02","197.51","324.57","308.4","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","2.0","0.11","0.7","0.0","7.05","0.7","4.94","0.0","0.0","0.0","0.0","75.39","86.62","395.02","197.51","319.63","308.4","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","2.0","0.11","0.7","0.0","6.59","0.7","4.61","0.0","0.0","0.0","0.0","80.0","86.62","395.02","197.51","315.02","308.4","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","2.0","0.11","0.7","0.0","7.34","0.7","5.14","0.0","0.0","0.0","0.0","85.14","86.62","395.02","197.51","309.88","308.4","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","2.0","0.11","0.7","0.0","7.25","0.7","5.08","0.0","0.0","0.0","0.0","0.0","86.62","395.02","197.51","395.02","308.4","90.22","","","","","","",""
"2015.0","7.0","22.0","203.0","2.0","0.11","0.7","0.0","6.76","0.7","4.73","0.0","0.0","0.0","0.0","4.73","86.62","395.02","197.51","390.29","308.4","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","2.0","0.11","0.7","0.0","6.27","0.7","4.39","0.0","0.0","0.0","0.0","9.12","86.62","395.02","197.51","385.9","308.4","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","2.0","0.11","0.7","0.0","6.52","0.7","4.56","0.0","0.0","0.0","0.0","13.69","86.62","395.02","197.51","381.34","308.4","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","2.0","0.11","0.7","0.0","6.61","0.7","4.63","0.0","0.0","0.0","0.0","18.31","86.62","395.02","197.51","376.71","308.4","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","2.0","0.11","0.7","0.0","6.44","0.7","4.51","0.0","0.0","0.0","0.0","22.82","86.62","395.02","197.51","372.2","308.4","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","2.0","0.11","0.7","0.0","7.4","0.7","5.18","0.0","0.0","0.0","0.0","28.0","86.62","395.02","197.51","367.02","308.4","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","2.0","0.11","0.7","0.0","7.6","0.7","5.32","0.0","0.0","0.0","0.0","33.32","86.62","395.02","197.51","361.7","308.4","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","2.0","0.11","0.7","0.0","7.4","0.7","5.18","0.0","0.0","0.0","0.0","38.5","86.62","395.02","197.51","356.52","308.4","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","2.0","0.1","0.7","0.0","7.62","0.7","5.33","0.0","0.0","0.0","0.0","43.83","86.62","395.02","197.51","351.19","308.4","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","2.0","0.1","0.7","0.0","6.8","0.7","4.76","0.0","0.0","0.0","0.0","48.59","86.62","395.02","197.51","346.43","308.4","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","2.0","0.1","0.7","0.0","7.01","0.7","4.91","0.0","0.0","0.0","0.0","53.5","86.62","395.02","197.51","341.52","308.4","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","2.0","0.1","0.7","0.0","6.94","0.7","4.86","0.0","0.0","0.0","0.0","58.36","86.62","395.02","197.51","336.66","308.4","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","2.0","0.1","0.7","0.0","6.82","0.7","4.77","0.0","0.0","0.0","0.0","63.13","86.62","395.02","197.51","331.89","308.4","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","2.0","0.1","0.7","0.0","5.18","0.7","3.63","0.0","0.0","0.0","0.0","66.76","86.62","395.02","197.51","328.26","308.4","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","2.0","0.1","0.7","0.0","5.74","0.7","4.02","0.0","0.0","0.0","0.0","70.78","86.62","395.02","197.51","324.24","308.4","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","2.0","0.1","0.7","0.0","3.84","0.7","2.69","0.0","0.0","0.0","0.0","73.47","86.62","395.02","197.51","321.56","308.4","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","2.0","0.1","0.7","0.0","6.68","0.7","4.68","0.28","0.28","0.0","0.0","77.86","86.62","395.02","197.51","317.16","308.4","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","2.0","0.1","0.7","0.0","6.05","0.7","4.24","0.0","0.0","0.0","0.0","82.1","86.62","395.02","197.51","312.92","308.4","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","2.0","0.1","0.7","0.0","6.56","0.7","4.59","0.0","0.0","0.0","0.0","0.0","86.62","395.02","197.51","395.02","308.4","86.69","","","","","","",""
"2015.0","8.0","10.0","222.0","2.0","0.1","0.7","0.0","6.58","0.7","4.61","0.0","0.0","0.0","0.0","4.61","86.62","395.02","197.51","390.41","308.4","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","2.0","0.1","0.7","0.0","6.51","0.7","4.56","0.0","0.0","0.0","0.0","9.16","86.62","395.02","197.51","385.86","308.4","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","2.0","0.1","0.7","0.0","6.4","0.7","4.48","0.0","0.0","0.0","0.0","13.64","86.62","395.02","197.51","381.38","308.4","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","2.0","0.1","0.7","0.0","6.59","0.7","4.61","0.0","0.0","0.0","0.0","18.26","86.62","395.02","197.51","376.76","308.4","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","2.0","0.1","0.7","0.0","6.41","0.7","4.49","0.0","0.0","0.0","0.0","22.74","86.62","395.02","197.51","372.28","308.4","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","2.0","0.1","0.7","0.0","6.64","0.7","4.65","0.0","0.0","0.0","0.0","27.39","86.62","395.02","197.51","367.63","308.4","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","2.0","0.1","0.7","0.0","6.79","0.7","4.75","0.0","0.0","0.0","0.0","32.14","86.62","395.02","197.51","362.88","308.4","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","2.0","0.1","0.7","0.0","7.17","0.7","5.02","0.0","0.0","0.0","0.0","37.16","86.62","395.02","197.51","357.86","308.4","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","2.0","0.1","0.7","0.0","6.9","0.7","4.83","0.0","0.0","0.0","0.0","41.99","86.62","395.02","197.51","353.03","308.4","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","2.0","0.09","0.7","0.0","6.3","0.7","4.41","0.0","0.0","0.0","0.0","46.4","86.62","395.02","197.51","348.62","308.4","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","2.0","0.09","0.7","0.0","5.73","0.7","4.01","0.0","0.0","0.0","0.0","50.41","86.62","395.02","197.51","344.61","308.4","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","2.0","0.09","0.7","0.0","5.74","0.7","4.02","0.0","0.0","0.0","0.0","54.43","86.62","395.02","197.51","340.59","308.4","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","2.0","0.09","0.7","0.0","5.73","0.7","4.01","0.0","0.0","0.0","0.0","58.44","86.62","395.02","197.51","336.58","308.4","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","2.0","0.09","0.7","0.0","5.93","0.7","4.15","0.0","0.0","0.0","0.0","62.59","86.62","395.02","197.51","332.43","308.4","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","2.0","0.09","0.7","0.0","6.34","0.7","4.44","0.0","0.0","0.0","0.0","67.03","86.62","395.02","197.51","327.99","308.4","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","2.0","0.09","0.7","0.0","6.64","0.7","4.65","0.0","0.0","0.0","0.0","71.68","86.62","395.02","197.51","323.34","308.4","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","2.0","0.09","0.7","0.0","6.81","0.7","4.77","0.0","0.0","0.0","0.0","76.45","86.62","395.02","197.51","318.57","308.4","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","2.0","0.09","0.7","0.0","7.07","0.7","4.95","0.02","0.02","0.0","0.0","81.38","86.62","395.02","197.51","313.64","308.4","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","2.0","0.09","0.7","0.0","6.97","0.7","4.88","0.0","0.0","0.0","0.0","86.26","86.62","395.02","197.51","308.77","308.4","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","2.0","0.09","0.7","0.0","5.56","0.7","3.89","0.0","0.0","0.0","0.0","0.0","86.62","395.02","197.51","395.02","308.4","90.15","","","","","","",""
"2015.0","8.0","30.0","242.0","2.0","0.09","0.7","0.0","5.74","0.7","4.02","0.0","0.0","0.0","0.0","4.02","86.62","395.02","197.51","391.0","308.4","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","2.0","0.09","0.7","0.0","5.7","0.7","3.99","0.0","0.0","0.0","0.0","8.01","86.62","395.02","197.51","387.01","308.4","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","2.0","0.09","0.7","0.0","5.68","0.7","3.98","0.0","0.0","0.0","0.0","11.98","86.62","395.02","197.51","383.04","308.4","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","2.0","0.09","0.7","0.0","5.54","0.7","3.88","0.0","0.0","0.0","0.0","15.86","86.62","395.02","197.51","379.16","308.4","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","2.0","0.09","0.7","0.0","5.27","0.7","3.69","0.0","0.0","0.0","0.0","19.55","86.62","395.02","197.51","375.47","308.4","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","2.0","0.09","0.7","0.0","5.29","0.7","3.7","0.0","0.0","0.0","0.0","23.25","86.62","395.02","197.51","371.77","308.4","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","2.0","0.09","0.7","0.0","5.58","0.7","3.91","0.0","0.0","0.0","0.0","27.16","86.62","395.02","197.51","367.86","308.4","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","2.0","0.09","0.7","0.0","5.17","0.7","3.62","0.0","0.0","0.0","0.0","30.78","86.62","395.02","197.51","364.24","308.4","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","2.0","0.09","0.7","0.0","5.45","0.7","3.82","0.0","0.0","0.0","0.0","34.59","86.62","395.02","197.51","360.43","308.4","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","2.0","0.09","0.7","0.0","5.6","0.7","3.92","0.0","0.0","0.0","0.0","38.51","86.62","395.02","197.51","356.51","308.4","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","2.0","0.09","0.7","0.0","6.36","0.7","4.45","0.0","0.0","0.0","0.0","42.97","86.62","395.02","197.51","352.05","308.4","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","2.0","0.09","0.7","0.0","6.71","0.7","4.7","0.0","0.0","0.0","0.0","47.66","86.62","395.02","197.51","347.36","308.4","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","2.0","0.09","0.7","0.0","6.2","0.7","4.34","0.0","0.0","0.0","0.0","52.0","86.62","395.02","197.51","343.02","308.4","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","2.0","0.09","0.7","0.0","4.33","0.7","3.03","0.0","0.0","0.0","0.0","55.03","86.62","395.02","197.51","339.99","308.4","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","2.0","0.09","0.7","0.0","5.05","0.7","3.54","0.0","0.0","0.0","0.0","58.57","86.62","395.02","197.51","336.45","308.4","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","2.0","0.09","0.7","0.0","3.92","0.7","2.74","0.0","0.0","0.0","0.0","61.31","86.62","395.02","197.51","333.71","308.4","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","2.0","0.09","0.7","0.0","4.74","0.7","3.32","0.0","0.0","0.0","0.0","64.63","86.62","395.02","197.51","330.39","308.4","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","2.0","0.09","0.7","0.0","3.96","0.7","2.77","0.0","0.0","0.0","0.0","67.4","86.62","395.02","197.51","327.62","308.4","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","2.0","0.09","0.7","0.0","4.02","0.7","2.81","0.0","0.0","0.0","0.0","70.22","86.62","395.02","197.51","324.8","308.4","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","2.0","0.09","0.7","0.0","4.69","0.7","3.28","0.0","0.0","0.0","0.0","73.5","86.62","395.02","197.51","321.52","308.4","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","2.0","0.09","0.7","0.0","4.72","0.7","3.3","0.0","0.0","0.0","0.0","76.8","86.62","395.02","197.51","318.22","308.4","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","2.0","0.09","0.7","0.0","4.88","0.7","3.42","0.0","0.0","0.0","0.0","80.22","86.62","395.02","197.51","314.8","308.4","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","2.0","0.09","0.7","0.0","5.65","0.7","3.96","0.0","0.0","0.0","0.0","84.18","86.62","395.02","197.51","310.85","308.4","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","2.0","0.08","0.7","0.0","5.56","0.7","3.89","0.0","0.0","0.0","0.0","0.0","86.62","395.02","197.51","395.02","308.4","88.07","","","","","","",""
"2015.0","9.0","23.0","266.0","2.0","0.08","0.7","0.0","4.77","0.7","3.34","0.0","0.0","0.0","0.0","3.34","86.62","395.02","197.51","391.68","308.4","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","2.0","0.08","0.7","0.0","4.64","0.7","3.25","0.0","0.0","0.0","0.0","6.59","86.62","395.02","197.51","388.43","308.4","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","2.0","0.08","0.7","0.0","5.61","0.7","3.93","0.0","0.0","0.0","0.0","10.51","86.62","395.02","197.51","384.51","308.4","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","2.0","0.08","0.7","0.0","5.61","0.7","3.93","0.0","0.0","0.0","0.0","14.44","86.62","395.02","197.51","380.58","308.4","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","2.0","0.08","0.7","0.0","3.95","0.7","2.77","0.0","0.0","0.0","0.0","17.21","86.62","395.02","197.51","377.81","308.4","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","2.0","0.08","0.7","0.0","4.29","0.7","3.0","0.0","0.0","0.0","0.0","20.21","86.62","395.02","197.51","374.81","308.4","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","2.0","0.08","0.7","0.0","3.68","0.7","2.58","0.0","0.0","0.0","0.0","22.79","86.62","395.02","197.51","372.24","308.4","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","2.0","0.08","0.7","0.0","2.2","0.7","1.54","0.0","0.0","0.0","0.0","24.33","86.62","395.02","197.51","370.7","308.4","0.0","","","","","","",""
