" Daily soil water balance output for Truck Crops in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Truck Crops in 185_San Joaquin DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","7.0","1.0","182.0","6747.0","0.13","0.97","0.0","7.4","0.97","7.18","0.0","0.0","0.0","0.0","93.62","94.64","437.03","218.52","343.41","342.4","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","6747.0","0.13","0.97","0.0","7.05","0.97","6.84","0.0","0.0","0.0","0.0","0.0","94.64","437.03","218.52","437.03","342.4","100.46","","","","","","",""
"2015.0","7.0","3.0","184.0","6747.0","0.13","0.97","0.0","7.61","0.97","7.38","0.0","0.0","0.0","0.0","7.38","94.64","437.03","218.52","429.65","342.4","0.0","","","","","","",""
"2015.0","7.0","4.0","185.0","6747.0","0.13","0.97","0.0","7.92","0.97","7.68","0.0","0.0","0.0","0.0","15.06","94.64","437.03","218.52","421.97","342.4","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","6747.0","0.12","0.97","0.0","7.19","0.97","6.97","0.0","0.0","0.0","0.0","22.04","94.64","437.03","218.52","414.99","342.4","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","6747.0","0.12","0.97","0.0","7.41","0.97","7.19","0.0","0.0","0.0","0.0","29.23","94.64","437.03","218.52","407.81","342.4","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","6747.0","0.12","0.97","0.0","6.84","0.97","6.63","0.0","0.0","0.0","0.0","35.86","94.64","437.03","218.52","401.17","342.4","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","6747.0","0.12","0.97","0.0","6.4","0.97","6.21","0.0","0.0","0.0","0.0","42.07","94.64","437.03","218.52","394.96","342.4","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","6747.0","0.12","0.97","0.0","5.04","0.97","4.89","0.0","0.0","0.0","0.0","46.96","94.64","437.03","218.52","390.07","342.4","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","6747.0","0.12","0.97","0.0","5.3","0.97","5.14","0.0","0.0","0.0","0.0","52.1","94.64","437.03","218.52","384.93","342.4","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","6747.0","0.12","0.97","0.0","6.37","0.97","6.18","0.0","0.0","0.0","0.0","58.28","94.64","437.03","218.52","378.75","342.4","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","6747.0","0.12","0.97","0.0","6.44","0.97","6.25","0.0","0.0","0.0","0.0","64.52","94.64","437.03","218.52","372.51","342.4","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","6747.0","0.12","0.97","0.0","6.8","0.97","6.6","0.0","0.0","0.0","0.0","71.12","94.64","437.03","218.52","365.91","342.4","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","6747.0","0.12","0.97","0.0","6.39","0.97","6.2","0.0","0.0","0.0","0.0","77.32","94.64","437.03","218.52","359.71","342.4","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","6747.0","0.12","0.97","0.0","6.57","0.97","6.37","0.0","0.0","0.0","0.0","83.69","94.64","437.03","218.52","353.34","342.4","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","6747.0","0.11","0.97","0.0","7.1","0.97","6.89","0.0","0.0","0.0","0.0","90.58","94.64","437.03","218.52","346.45","342.4","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","6747.0","0.11","0.97","0.0","7.27","0.97","7.05","0.0","0.0","0.0","0.0","0.0","94.64","437.03","218.52","437.03","342.4","97.63","","","","","","",""
"2015.0","7.0","18.0","199.0","6747.0","0.11","0.97","0.0","7.05","0.97","6.84","0.0","0.0","0.0","0.0","6.84","94.64","437.03","218.52","430.19","342.4","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","6747.0","0.11","0.97","0.0","6.59","0.97","6.39","0.0","0.0","0.0","0.0","13.23","94.64","437.03","218.52","423.8","342.4","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","6747.0","0.11","0.97","0.0","7.34","0.97","7.12","0.0","0.0","0.0","0.0","20.35","94.64","437.03","218.52","416.68","342.4","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","6747.0","0.11","0.97","0.0","7.25","0.97","7.03","0.0","0.0","0.0","0.0","27.38","94.64","437.03","218.52","409.65","342.4","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","6747.0","0.11","0.97","0.0","6.76","0.97","6.56","0.0","0.0","0.0","0.0","33.94","94.64","437.03","218.52","403.09","342.4","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","6747.0","0.11","0.97","0.0","6.27","0.97","6.08","0.0","0.0","0.0","0.0","40.02","94.64","437.03","218.52","397.01","342.4","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","6747.0","0.11","0.97","0.0","6.52","0.97","6.32","0.0","0.0","0.0","0.0","46.35","94.64","437.03","218.52","390.68","342.4","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","6747.0","0.11","0.97","0.0","6.61","0.97","6.41","0.0","0.0","0.0","0.0","52.76","94.64","437.03","218.52","384.27","342.4","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","6747.0","0.11","0.97","0.0","6.44","0.97","6.25","0.0","0.0","0.0","0.0","59.01","94.64","437.03","218.52","378.03","342.4","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","6747.0","0.11","0.97","0.0","7.4","0.97","7.18","0.0","0.0","0.0","0.0","66.18","94.64","437.03","218.52","370.85","342.4","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","6747.0","0.11","0.97","0.0","7.6","0.97","7.37","0.0","0.0","0.0","0.0","73.56","94.64","437.03","218.52","363.48","342.4","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","6747.0","0.11","0.97","0.0","7.4","0.97","7.18","0.0","0.0","0.0","0.0","80.73","94.64","437.03","218.52","356.3","342.4","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","6747.0","0.1","0.97","0.0","7.62","0.97","7.39","0.0","0.0","0.0","0.0","88.12","94.64","437.03","218.52","348.91","342.4","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","6747.0","0.1","0.97","0.0","6.8","0.97","6.6","0.0","0.0","0.0","0.0","0.0","94.64","437.03","218.52","437.03","342.4","94.72","","","","","","",""
"2015.0","8.0","1.0","213.0","6747.0","0.1","0.97","0.0","7.01","0.97","6.8","0.0","0.0","0.0","0.0","6.8","94.64","437.03","218.52","430.23","342.4","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","6747.0","0.1","0.97","0.0","6.94","0.97","6.73","0.0","0.0","0.0","0.0","13.53","94.64","437.03","218.52","423.5","342.4","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","6747.0","0.1","0.97","0.0","6.82","0.97","6.62","0.0","0.0","0.0","0.0","20.15","94.64","437.03","218.52","416.88","342.4","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","6747.0","0.1","0.97","0.0","5.18","0.97","5.02","0.0","0.0","0.0","0.0","25.17","94.64","437.03","218.52","411.86","342.4","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","6747.0","0.1","0.97","0.0","5.74","0.97","5.57","0.0","0.0","0.0","0.0","30.74","94.64","437.03","218.52","406.29","342.4","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","6747.0","0.1","0.96","0.0","3.84","0.96","3.69","0.0","0.0","0.0","0.0","34.43","94.64","437.03","218.52","402.6","342.4","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","6747.0","0.1","0.95","0.0","6.68","0.95","6.37","0.28","0.28","0.0","0.0","40.52","94.64","437.03","218.52","396.51","342.4","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","6747.0","0.1","0.94","0.0","6.05","0.94","5.71","0.0","0.0","0.0","0.0","46.23","94.64","437.03","218.52","390.8","342.4","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","6747.0","0.1","0.94","0.0","6.56","0.94","6.14","0.0","0.0","0.0","0.0","52.37","94.64","437.03","218.52","384.66","342.4","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","6747.0","0.1","0.93","0.0","6.58","0.93","6.1","0.0","0.0","0.0","0.0","58.48","94.64","437.03","218.52","378.55","342.4","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","6747.0","0.1","0.92","0.0","6.51","0.92","5.98","0.0","0.0","0.0","0.0","64.46","94.64","437.03","218.52","372.57","342.4","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","6747.0","0.1","0.91","0.0","6.4","0.91","5.83","0.0","0.0","0.0","0.0","70.29","109.26","437.03","218.52","366.74","327.77","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","6747.0","0.1","0.9","0.0","6.59","0.9","5.95","0.0","0.0","0.0","0.0","76.24","109.26","437.03","218.52","360.79","327.77","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","6747.0","0.1","0.89","0.0","6.41","0.89","5.73","0.0","0.0","0.0","0.0","81.97","109.26","437.03","218.52","355.06","327.77","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","6747.0","0.1","0.89","0.0","6.64","0.89","5.88","0.0","0.0","0.0","0.0","87.85","109.26","437.03","218.52","349.19","327.77","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","6747.0","0.1","0.88","0.0","6.79","0.88","5.95","0.0","0.0","0.0","0.0","93.8","109.26","437.03","218.52","343.23","327.77","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","6747.0","0.1","0.87","0.0","7.17","0.87","6.23","0.0","0.0","0.0","0.0","100.03","109.26","437.03","218.52","337.0","327.77","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","6747.0","0.1","0.86","0.0","6.9","0.86","5.93","0.0","0.0","0.0","0.0","105.96","109.26","437.03","218.52","331.07","327.77","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","6747.0","0.09","0.85","0.0","6.3","0.85","5.36","0.0","0.0","0.0","0.0","0.0","109.26","437.03","218.52","437.03","327.77","111.33","","","","","","",""
"2015.0","8.0","20.0","232.0","6747.0","0.09","0.84","0.0","5.73","0.84","4.83","0.0","0.0","0.0","0.0","4.83","109.26","437.03","218.52","432.2","327.77","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","6747.0","0.09","0.83","0.0","5.74","0.83","4.79","0.0","0.0","0.0","0.0","9.62","109.26","437.03","218.52","427.41","327.77","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","6747.0","0.09","0.83","0.0","5.73","0.83","4.73","0.0","0.0","0.0","0.0","14.36","109.26","437.03","218.52","422.68","327.77","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","6747.0","0.09","0.82","0.0","5.93","0.82","4.85","0.0","0.0","0.0","0.0","19.2","109.26","437.03","218.52","417.83","327.77","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","6747.0","0.09","0.81","0.0","6.34","0.81","5.13","0.0","0.0","0.0","0.0","24.33","109.26","437.03","218.52","412.7","327.77","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","6747.0","0.09","0.8","0.0","6.64","0.8","5.32","0.0","0.0","0.0","0.0","29.65","109.26","437.03","218.52","407.38","327.77","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","6747.0","0.09","0.79","0.0","6.81","0.79","5.4","0.0","0.0","0.0","0.0","35.05","109.26","437.03","218.52","401.98","327.77","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","6747.0","0.09","0.78","0.0","7.07","0.78","5.54","0.02","0.02","0.0","0.0","40.57","109.26","437.03","218.52","396.46","327.77","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","6747.0","0.09","0.78","0.0","6.97","0.78","5.4","0.0","0.0","0.0","0.0","45.97","109.26","437.03","218.52","391.06","327.77","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","6747.0","0.09","0.77","0.0","5.56","0.77","4.26","0.0","0.0","0.0","0.0","50.24","109.26","437.03","218.52","386.79","327.77","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","6747.0","0.09","0.76","0.0","5.74","0.76","4.35","0.0","0.0","0.0","0.0","54.59","109.26","437.03","218.52","382.44","327.77","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","6747.0","0.09","0.75","0.0","5.7","0.75","4.28","0.0","0.0","0.0","0.0","58.87","109.26","437.03","218.52","378.16","327.77","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","6747.0","0.09","0.0","0.0","5.68","0.09","0.51","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","6747.0","0.09","0.0","0.0","5.54","0.09","0.5","0.0","0.0","0.0","0.0","22.1","21.6","437.03","218.52","414.93","415.43","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","6747.0","0.09","0.0","0.0","5.27","0.09","0.47","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","6747.0","0.09","0.0","0.0","5.29","0.09","0.47","0.0","0.0","0.0","0.0","22.07","21.6","437.03","218.52","414.96","415.43","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","6747.0","0.09","0.0","0.0","5.58","0.09","0.5","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","6747.0","0.09","0.0","0.0","5.17","0.09","0.46","0.0","0.0","0.0","0.0","22.06","21.6","437.03","218.52","414.97","415.43","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","6747.0","0.09","0.0","0.0","5.45","0.09","0.48","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","6747.0","0.09","0.0","0.0","5.6","0.09","0.49","0.0","0.0","0.0","0.0","22.09","21.6","437.03","218.52","414.94","415.43","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","6747.0","0.09","0.0","0.0","6.36","0.09","0.56","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","6747.0","0.09","0.0","0.0","6.71","0.09","0.59","0.0","0.0","0.0","0.0","22.19","21.6","437.03","218.52","414.84","415.43","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","6747.0","0.09","0.0","0.0","6.2","0.09","0.54","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","6747.0","0.09","0.0","0.0","4.33","0.09","0.38","0.0","0.0","0.0","0.0","21.98","21.6","437.03","218.52","415.05","415.43","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","6747.0","0.09","0.0","0.0","5.05","0.09","0.44","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","6747.0","0.09","0.0","0.0","3.92","0.09","0.34","0.0","0.0","0.0","0.0","21.94","21.6","437.03","218.52","415.09","415.43","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","6747.0","0.09","0.0","0.0","4.74","0.09","0.41","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","6747.0","0.09","0.0","0.0","3.96","0.09","0.34","0.0","0.0","0.0","0.0","21.94","21.6","437.03","218.52","415.09","415.43","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","6747.0","0.09","0.0","0.0","4.02","0.09","0.35","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","6747.0","0.09","0.0","0.0","4.69","0.09","0.4","0.0","0.0","0.0","0.0","22.0","21.6","437.03","218.52","415.03","415.43","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","6747.0","0.09","0.0","0.0","4.72","0.09","0.4","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","6747.0","0.09","0.0","0.0","4.88","0.09","0.42","0.0","0.0","0.0","0.0","22.02","21.6","437.03","218.52","415.01","415.43","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","6747.0","0.09","0.0","0.0","5.65","0.09","0.48","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","6747.0","0.08","0.0","0.0","5.56","0.08","0.47","0.0","0.0","0.0","0.0","22.07","21.6","437.03","218.52","414.96","415.43","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","6747.0","0.08","0.0","0.0","4.77","0.08","0.4","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","6747.0","0.08","0.0","0.0","4.64","0.08","0.39","0.0","0.0","0.0","0.0","21.99","21.6","437.03","218.52","415.04","415.43","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","6747.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","6747.0","0.08","0.0","0.0","5.61","0.08","0.47","0.0","0.0","0.0","0.0","22.07","21.6","437.03","218.52","414.96","415.43","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","6747.0","0.08","0.0","0.0","3.95","0.08","0.33","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","6747.0","0.08","0.0","0.0","4.29","0.08","0.36","0.0","0.0","0.0","0.0","21.96","21.6","437.03","218.52","415.07","415.43","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","6747.0","0.08","0.0","0.0","3.68","0.08","0.31","0.0","0.0","0.0","0.0","21.6","21.6","437.03","218.52","415.43","415.43","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","6747.0","0.08","0.0","0.0","2.2","0.08","0.18","0.0","0.0","0.0","0.0","21.78","21.6","437.03","218.52","415.25","415.43","0.0","","","","","","",""
