" Daily soil water balance output for Urban Landscape in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for Urban Landscape in 186_Sacramento DAU_Co within 05_Sacramento River for WY 2015","","","","",""
"2015.0","7.0","1.0","182.0","7709.0","0.13","0.8","0.0","7.56","0.8","6.05","0.0","0.0","0.0","0.0","29.66","36.46","152.0","76.0","122.34","115.54","0.0","","","","","","",""
"2015.0","7.0","2.0","183.0","7709.0","0.13","0.8","0.0","7.24","0.8","5.79","0.0","0.0","0.0","0.0","35.45","36.46","152.0","76.0","116.55","115.54","0.0","","","","","","",""
"2015.0","7.0","3.0","184.0","7709.0","0.13","0.8","0.0","7.52","0.8","6.02","0.0","0.0","0.0","0.0","0.0","36.46","152.0","76.0","152.0","115.54","41.46","","","","","","",""
"2015.0","7.0","4.0","185.0","7709.0","0.12","0.8","0.0","8.01","0.8","6.41","0.0","0.0","0.0","0.0","6.41","36.46","152.0","76.0","145.59","115.54","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","7709.0","0.12","0.8","0.0","7.28","0.8","5.82","0.0","0.0","0.0","0.0","12.23","36.46","152.0","76.0","139.77","115.54","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","7709.0","0.12","0.8","0.0","7.4","0.8","5.92","0.0","0.0","0.0","0.0","18.15","36.46","152.0","76.0","133.85","115.54","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","7709.0","0.12","0.8","0.0","6.93","0.8","5.54","0.0","0.0","0.0","0.0","23.7","36.46","152.0","76.0","128.3","115.54","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","7709.0","0.12","0.8","0.0","6.35","0.8","5.08","0.0","0.0","0.0","0.0","28.78","36.46","152.0","76.0","123.22","115.54","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","7709.0","0.12","0.8","0.0","4.42","0.8","3.54","0.0","0.0","0.0","0.0","32.31","36.46","152.0","76.0","119.69","115.54","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","7709.0","0.12","0.8","0.0","5.2","0.8","4.16","0.0","0.0","0.0","0.0","0.0","36.46","152.0","76.0","152.0","115.54","36.47","","","","","","",""
"2015.0","7.0","11.0","192.0","7709.0","0.12","0.8","0.0","6.4","0.8","5.12","0.0","0.0","0.0","0.0","5.12","36.46","152.0","76.0","146.88","115.54","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","7709.0","0.12","0.8","0.0","6.48","0.8","5.18","0.0","0.0","0.0","0.0","10.3","36.46","152.0","76.0","141.7","115.54","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","7709.0","0.12","0.8","0.0","6.7","0.8","5.36","0.0","0.0","0.0","0.0","15.66","36.46","152.0","76.0","136.34","115.54","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","7709.0","0.12","0.8","0.0","6.5","0.8","5.2","0.0","0.0","0.0","0.0","20.86","36.46","152.0","76.0","131.14","115.54","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","7709.0","0.12","0.8","0.0","6.67","0.8","5.34","0.0","0.0","0.0","0.0","26.2","36.46","152.0","76.0","125.8","115.54","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","7709.0","0.11","0.8","0.0","7.18","0.8","5.74","0.0","0.0","0.0","0.0","31.94","36.46","152.0","76.0","120.06","115.54","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","7709.0","0.11","0.8","0.0","7.37","0.8","5.9","0.0","0.0","0.0","0.0","0.0","36.46","152.0","76.0","152.0","115.54","37.84","","","","","","",""
"2015.0","7.0","18.0","199.0","7709.0","0.11","0.8","0.0","7.3","0.8","5.84","0.0","0.0","0.0","0.0","5.84","36.46","152.0","76.0","146.16","115.54","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","7709.0","0.11","0.8","0.0","6.82","0.8","5.46","0.0","0.0","0.0","0.0","11.3","36.46","152.0","76.0","140.7","115.54","0.0","","","","","","",""
"2015.0","7.0","20.0","201.0","7709.0","0.11","0.8","0.0","7.38","0.8","5.9","0.0","0.0","0.0","0.0","17.2","36.46","152.0","76.0","134.8","115.54","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","7709.0","0.11","0.8","0.0","7.36","0.8","5.89","0.0","0.0","0.0","0.0","23.09","36.46","152.0","76.0","128.91","115.54","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","7709.0","0.11","0.8","0.0","6.92","0.8","5.54","0.0","0.0","0.0","0.0","28.62","36.46","152.0","76.0","123.38","115.54","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","7709.0","0.11","0.8","0.0","6.25","0.8","5.0","0.0","0.0","0.0","0.0","33.62","36.46","152.0","76.0","118.38","115.54","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","7709.0","0.11","0.8","0.0","6.45","0.8","5.16","0.0","0.0","0.0","0.0","0.0","36.46","152.0","76.0","152.0","115.54","38.78","","","","","","",""
"2015.0","7.0","25.0","206.0","7709.0","0.11","0.8","0.0","6.55","0.8","5.24","0.0","0.0","0.0","0.0","5.24","36.46","152.0","76.0","146.76","115.54","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","7709.0","0.11","0.8","0.0","6.49","0.8","5.19","0.0","0.0","0.0","0.0","10.43","36.46","152.0","76.0","141.57","115.54","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","7709.0","0.11","0.8","0.0","7.47","0.8","5.98","0.0","0.0","0.0","0.0","16.41","36.46","152.0","76.0","135.59","115.54","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","7709.0","0.11","0.8","0.0","7.77","0.8","6.22","0.0","0.0","0.0","0.0","22.62","36.46","152.0","76.0","129.38","115.54","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","7709.0","0.1","0.8","0.0","7.5","0.8","6.0","0.0","0.0","0.0","0.0","28.62","36.46","152.0","76.0","123.38","115.54","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","7709.0","0.1","0.8","0.0","7.84","0.8","6.27","0.0","0.0","0.0","0.0","34.9","36.46","152.0","76.0","117.1","115.54","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","7709.0","0.1","0.8","0.0","6.75","0.8","5.4","0.0","0.0","0.0","0.0","0.0","36.46","152.0","76.0","152.0","115.54","40.3","","","","","","",""
"2015.0","8.0","1.0","213.0","7709.0","0.1","0.8","0.0","7.04","0.8","5.63","0.0","0.0","0.0","0.0","5.63","36.46","152.0","76.0","146.37","115.54","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","7709.0","0.1","0.8","0.0","6.93","0.8","5.54","0.0","0.0","0.0","0.0","11.18","36.46","152.0","76.0","140.82","115.54","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","7709.0","0.1","0.8","0.0","6.91","0.8","5.53","0.0","0.0","0.0","0.0","16.7","36.46","152.0","76.0","135.3","115.54","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","7709.0","0.1","0.8","0.0","5.01","0.8","4.01","0.0","0.0","0.0","0.0","20.71","36.46","152.0","76.0","131.29","115.54","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","7709.0","0.1","0.8","0.0","5.82","0.8","4.66","0.0","0.0","0.0","0.0","25.37","36.46","152.0","76.0","126.63","115.54","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","7709.0","0.1","0.8","0.0","4.19","0.8","3.35","0.0","0.0","0.0","0.0","28.72","36.46","152.0","76.0","123.28","115.54","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","7709.0","0.1","0.8","0.0","6.78","0.8","5.42","0.0","0.0","0.0","0.0","34.14","36.46","152.0","76.0","117.86","115.54","0.0","","","","","","",""
"2015.0","8.0","8.0","220.0","7709.0","0.1","0.8","0.0","6.09","0.8","4.87","0.0","0.0","0.0","0.0","0.0","36.46","152.0","76.0","152.0","115.54","39.02","","","","","","",""
"2015.0","8.0","9.0","221.0","7709.0","0.1","0.8","0.0","6.64","0.8","5.31","0.0","0.0","0.0","0.0","5.31","36.46","152.0","76.0","146.69","115.54","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","7709.0","0.1","0.8","0.0","6.66","0.8","5.33","0.0","0.0","0.0","0.0","10.64","36.46","152.0","76.0","141.36","115.54","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","7709.0","0.1","0.8","0.0","6.52","0.8","5.22","0.0","0.0","0.0","0.0","15.86","36.46","152.0","76.0","136.14","115.54","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","7709.0","0.1","0.8","0.0","6.43","0.8","5.14","0.0","0.0","0.0","0.0","21.0","36.46","152.0","76.0","131.0","115.54","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","7709.0","0.1","0.8","0.0","6.58","0.8","5.26","0.0","0.0","0.0","0.0","26.26","36.46","152.0","76.0","125.74","115.54","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","7709.0","0.1","0.8","0.0","6.27","0.8","5.02","0.0","0.0","0.0","0.0","31.28","36.46","152.0","76.0","120.72","115.54","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","7709.0","0.1","0.8","0.0","6.53","0.8","5.22","0.0","0.0","0.0","0.0","0.0","36.46","152.0","76.0","152.0","115.54","36.5","","","","","","",""
"2015.0","8.0","16.0","228.0","7709.0","0.1","0.8","0.0","6.74","0.8","5.39","0.0","0.0","0.0","0.0","5.39","36.46","152.0","76.0","146.61","115.54","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","7709.0","0.1","0.8","0.0","7.21","0.8","5.77","0.0","0.0","0.0","0.0","11.16","36.46","152.0","76.0","140.84","115.54","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","7709.0","0.09","0.8","0.0","6.94","0.8","5.55","0.0","0.0","0.0","0.0","16.71","36.46","152.0","76.0","135.29","115.54","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","7709.0","0.09","0.8","0.0","6.33","0.8","5.06","0.0","0.0","0.0","0.0","21.78","36.46","152.0","76.0","130.22","115.54","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","7709.0","0.09","0.8","0.0","5.68","0.8","4.54","0.0","0.0","0.0","0.0","26.32","36.46","152.0","76.0","125.68","115.54","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","7709.0","0.09","0.8","0.0","5.73","0.8","4.58","0.0","0.0","0.0","0.0","30.9","36.46","152.0","76.0","121.1","115.54","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","7709.0","0.09","0.8","0.0","5.78","0.8","4.62","0.0","0.0","0.0","0.0","35.53","36.46","152.0","76.0","116.47","115.54","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","7709.0","0.09","0.8","0.0","5.88","0.8","4.7","0.0","0.0","0.0","0.0","0.0","36.46","152.0","76.0","152.0","115.54","40.23","","","","","","",""
"2015.0","8.0","24.0","236.0","7709.0","0.09","0.8","0.0","6.35","0.8","5.08","0.0","0.0","0.0","0.0","5.08","36.46","152.0","76.0","146.92","115.54","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","7709.0","0.09","0.8","0.0","6.65","0.8","5.32","0.0","0.0","0.0","0.0","10.4","36.46","152.0","76.0","141.6","115.54","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","7709.0","0.09","0.8","0.0","6.78","0.8","5.42","0.0","0.0","0.0","0.0","15.82","36.46","152.0","76.0","136.18","115.54","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","7709.0","0.09","0.8","0.0","6.93","0.8","5.54","0.0","0.0","0.0","0.0","21.37","36.46","152.0","76.0","130.63","115.54","0.0","","","","","","",""
"2015.0","8.0","28.0","240.0","7709.0","0.09","0.8","0.0","6.87","0.8","5.5","0.0","0.0","0.0","0.0","26.86","36.46","152.0","76.0","125.14","115.54","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","7709.0","0.09","0.8","0.0","5.34","0.8","4.27","0.0","0.0","0.0","0.0","31.14","36.46","152.0","76.0","120.86","115.54","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","7709.0","0.09","0.8","0.0","5.64","0.8","4.51","0.0","0.0","0.0","0.0","35.65","36.46","152.0","76.0","116.35","115.54","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","7709.0","0.09","0.8","0.0","5.74","0.8","4.59","0.0","0.0","0.0","0.0","0.0","36.46","152.0","76.0","152.0","115.54","40.24","","","","","","",""
"2015.0","9.0","1.0","244.0","7709.0","0.09","0.8","0.0","5.75","0.8","4.6","0.0","0.0","0.0","0.0","4.6","36.46","152.0","76.0","147.4","115.54","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","7709.0","0.09","0.8","0.0","5.63","0.8","4.5","0.0","0.0","0.0","0.0","9.1","36.46","152.0","76.0","142.9","115.54","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","7709.0","0.09","0.8","0.0","5.25","0.8","4.2","0.0","0.0","0.0","0.0","13.3","36.46","152.0","76.0","138.7","115.54","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","7709.0","0.09","0.8","0.0","5.32","0.8","4.26","0.0","0.0","0.0","0.0","17.56","36.46","152.0","76.0","134.44","115.54","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","7709.0","0.09","0.8","0.0","5.71","0.8","4.57","0.0","0.0","0.0","0.0","22.13","36.46","152.0","76.0","129.87","115.54","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","7709.0","0.09","0.8","0.0","5.22","0.8","4.18","0.0","0.0","0.0","0.0","26.3","36.46","152.0","76.0","125.7","115.54","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","7709.0","0.09","0.8","0.0","5.51","0.8","4.41","0.0","0.0","0.0","0.0","30.71","36.46","152.0","76.0","121.29","115.54","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","7709.0","0.09","0.8","0.0","5.49","0.8","4.39","0.0","0.0","0.0","0.0","35.1","36.46","152.0","76.0","116.9","115.54","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","7709.0","0.09","0.8","0.0","6.25","0.8","5.0","0.0","0.0","0.0","0.0","0.0","36.46","152.0","76.0","152.0","115.54","40.1","","","","","","",""
"2015.0","9.0","10.0","253.0","7709.0","0.09","0.8","0.0","6.63","0.8","5.3","0.0","0.0","0.0","0.0","5.3","36.46","152.0","76.0","146.7","115.54","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","7709.0","0.09","0.8","0.0","6.3","0.8","5.04","0.0","0.0","0.0","0.0","10.34","36.46","152.0","76.0","141.66","115.54","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","7709.0","0.09","0.8","0.0","4.61","0.8","3.69","0.0","0.0","0.0","0.0","14.03","36.46","152.0","76.0","137.97","115.54","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","7709.0","0.09","0.8","0.0","5.3","0.8","4.24","0.0","0.0","0.0","0.0","18.27","36.46","152.0","76.0","133.73","115.54","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","7709.0","0.09","0.8","0.0","4.07","0.8","3.26","0.0","0.0","0.0","0.0","21.53","36.46","152.0","76.0","130.47","115.54","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","7709.0","0.09","0.8","0.0","4.66","0.8","3.73","0.0","0.0","0.0","0.0","25.26","36.46","152.0","76.0","126.74","115.54","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","7709.0","0.09","0.8","0.0","3.58","0.8","2.86","0.0","0.0","0.0","0.0","28.12","36.46","152.0","76.0","123.88","115.54","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","7709.0","0.09","0.8","0.0","3.96","0.8","3.17","0.0","0.0","0.0","0.0","31.29","36.46","152.0","76.0","120.71","115.54","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","7709.0","0.09","0.8","0.0","4.57","0.8","3.66","0.0","0.0","0.0","0.0","34.94","36.46","152.0","76.0","117.06","115.54","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","7709.0","0.09","0.8","0.0","4.73","0.8","3.78","0.0","0.0","0.0","0.0","0.0","36.46","152.0","76.0","152.0","115.54","38.73","","","","","","",""
"2015.0","9.0","20.0","263.0","7709.0","0.09","0.8","0.0","4.79","0.8","3.83","0.0","0.0","0.0","0.0","3.83","36.46","152.0","76.0","148.17","115.54","0.0","","","","","","",""
"2015.0","9.0","21.0","264.0","7709.0","0.08","0.8","0.0","5.59","0.8","4.47","0.0","0.0","0.0","0.0","8.3","36.46","152.0","76.0","143.7","115.54","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","7709.0","0.08","0.8","0.0","5.63","0.8","4.5","0.0","0.0","0.0","0.0","12.81","36.46","152.0","76.0","139.19","115.54","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","7709.0","0.08","0.8","0.0","4.66","0.8","3.73","0.0","0.0","0.0","0.0","16.54","36.46","152.0","76.0","135.46","115.54","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","7709.0","0.08","0.8","0.0","4.62","0.8","3.7","0.0","0.0","0.0","0.0","20.23","36.46","152.0","76.0","131.77","115.54","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","7709.0","0.08","0.8","0.0","5.64","0.8","4.51","0.0","0.0","0.0","0.0","24.74","36.46","152.0","76.0","127.26","115.54","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","7709.0","0.08","0.8","0.0","5.48","0.8","4.38","0.0","0.0","0.0","0.0","29.13","36.46","152.0","76.0","122.87","115.54","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","7709.0","0.08","0.8","0.0","3.94","0.8","3.15","0.0","0.0","0.0","0.0","32.28","36.46","152.0","76.0","119.72","115.54","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","7709.0","0.08","0.8","0.0","4.53","0.8","3.62","0.0","0.0","0.0","0.0","35.9","36.46","152.0","76.0","116.1","115.54","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","7709.0","0.08","0.8","0.0","4.04","0.8","3.23","0.0","0.0","0.0","0.0","0.0","36.46","152.0","76.0","152.0","115.54","39.14","","","","","","",""
"2015.0","9.0","30.0","273.0","7709.0","0.08","0.8","0.0","2.06","0.8","1.65","0.0","0.0","0.0","0.0","1.65","36.46","152.0","76.0","150.35","115.54","0.0","","","","","","",""
