" Daily soil water balance output for Alfalfa in 185_Alameda DAU_Co within 06_San Joaquin River for WY 2015","","","","","","","","","","","","","","","","","","","","","","","Annual and in-season monthly output for  Alfalfa at 185_Alameda DAU_Co within 06_San Joaquin River for WY 2015","","","","",""
"2015.0","7.0","4.0","185.0","781.0","0.15","0.9","0.0","7.29","0.9","6.56","0.0","0.0","0.0","0.0","25.22","106.76","498.58","249.29","473.36","391.82","0.0","","","","","","",""
"2015.0","7.0","5.0","186.0","781.0","0.15","0.9","0.0","6.65","0.9","5.99","0.0","0.0","0.0","0.0","31.2","106.76","498.58","249.29","467.38","391.82","0.0","","","","","","",""
"2015.0","7.0","6.0","187.0","781.0","0.14","0.9","0.0","6.93","0.9","6.24","0.0","0.0","0.0","0.0","37.44","106.76","498.58","249.29","461.14","391.82","0.0","","","","","","",""
"2015.0","7.0","7.0","188.0","781.0","0.14","0.9","0.0","6.28","0.9","5.65","0.0","0.0","0.0","0.0","43.09","106.76","498.58","249.29","455.49","391.82","0.0","","","","","","",""
"2015.0","7.0","8.0","189.0","781.0","0.14","0.9","0.0","6.05","0.9","5.45","0.0","0.0","0.0","0.0","48.54","106.76","498.58","249.29","450.04","391.82","0.0","","","","","","",""
"2015.0","7.0","9.0","190.0","781.0","0.14","0.9","0.0","5.08","0.9","4.57","0.0","0.0","0.0","0.0","53.11","106.76","498.58","249.29","445.47","391.82","0.0","","","","","","",""
"2015.0","7.0","10.0","191.0","781.0","0.14","0.9","0.0","5.07","0.9","4.56","0.0","0.0","0.0","0.0","57.67","106.76","498.58","249.29","440.91","391.82","0.0","","","","","","",""
"2015.0","7.0","11.0","192.0","781.0","0.14","0.9","0.0","6.06","0.9","5.45","0.0","0.0","0.0","0.0","63.13","106.76","498.58","249.29","435.45","391.82","0.0","","","","","","",""
"2015.0","7.0","12.0","193.0","781.0","0.14","0.9","0.0","6.12","0.9","5.51","0.0","0.0","0.0","0.0","68.63","106.76","498.58","249.29","429.95","391.82","0.0","","","","","","",""
"2015.0","7.0","13.0","194.0","781.0","0.14","0.9","0.0","6.46","0.9","5.81","0.0","0.0","0.0","0.0","74.45","106.76","498.58","249.29","424.13","391.82","0.0","","","","","","",""
"2015.0","7.0","14.0","195.0","781.0","0.13","0.9","0.0","5.97","0.9","5.37","0.0","0.0","0.0","0.0","79.82","106.76","498.58","249.29","418.76","391.82","0.0","","","","","","",""
"2015.0","7.0","15.0","196.0","781.0","0.13","0.9","0.0","6.19","0.9","5.57","0.0","0.0","0.0","0.0","85.39","106.76","498.58","249.29","413.19","391.82","0.0","","","","","","",""
"2015.0","7.0","16.0","197.0","781.0","0.13","0.9","0.0","6.66","0.9","5.99","0.0","0.0","0.0","0.0","91.39","106.76","498.58","249.29","407.19","391.82","0.0","","","","","","",""
"2015.0","7.0","17.0","198.0","781.0","0.13","0.9","0.0","6.78","0.9","6.1","0.0","0.0","0.0","0.0","97.49","106.76","498.58","249.29","401.09","391.82","0.0","","","","","","",""
"2015.0","7.0","18.0","199.0","781.0","0.13","0.9","0.0","6.6","0.9","5.94","0.0","0.0","0.0","0.0","103.43","106.76","498.58","249.29","395.15","391.82","0.0","","","","","","",""
"2015.0","7.0","19.0","200.0","781.0","0.13","0.9","0.0","6.4","0.9","5.76","0.0","0.0","0.0","0.0","0.0","106.76","498.58","249.29","498.58","391.82","109.19","","","","","","",""
"2015.0","7.0","20.0","201.0","781.0","0.13","0.9","0.0","7.08","0.9","6.37","0.0","0.0","0.0","0.0","6.37","106.76","498.58","249.29","492.21","391.82","0.0","","","","","","",""
"2015.0","7.0","21.0","202.0","781.0","0.13","0.9","0.0","6.76","0.9","6.08","0.0","0.0","0.0","0.0","12.46","106.76","498.58","249.29","486.12","391.82","0.0","","","","","","",""
"2015.0","7.0","22.0","203.0","781.0","0.13","0.9","0.0","6.35","0.9","5.72","0.0","0.0","0.0","0.0","18.17","106.76","498.58","249.29","480.41","391.82","0.0","","","","","","",""
"2015.0","7.0","23.0","204.0","781.0","0.12","0.9","0.0","5.95","0.9","5.36","0.0","0.0","0.0","0.0","23.53","106.76","498.58","249.29","475.05","391.82","0.0","","","","","","",""
"2015.0","7.0","24.0","205.0","781.0","0.12","0.9","0.0","6.3","0.9","5.67","0.0","0.0","0.0","0.0","29.2","106.76","498.58","249.29","469.38","391.82","0.0","","","","","","",""
"2015.0","7.0","25.0","206.0","781.0","0.12","0.9","0.0","6.23","0.9","5.61","0.0","0.0","0.0","0.0","34.8","106.76","498.58","249.29","463.78","391.82","0.0","","","","","","",""
"2015.0","7.0","26.0","207.0","781.0","0.12","0.9","0.0","6.11","0.9","5.5","0.0","0.0","0.0","0.0","40.3","106.76","498.58","249.29","458.28","391.82","0.0","","","","","","",""
"2015.0","7.0","27.0","208.0","781.0","0.12","0.9","0.0","7.03","0.9","6.33","0.0","0.0","0.0","0.0","46.63","106.76","498.58","249.29","451.95","391.82","0.0","","","","","","",""
"2015.0","7.0","28.0","209.0","781.0","0.12","0.9","0.0","7.2","0.9","6.48","0.0","0.0","0.0","0.0","53.11","106.76","498.58","249.29","445.47","391.82","0.0","","","","","","",""
"2015.0","7.0","29.0","210.0","781.0","0.12","0.9","0.0","7.04","0.9","6.34","0.0","0.0","0.0","0.0","59.45","106.76","498.58","249.29","439.13","391.82","0.0","","","","","","",""
"2015.0","7.0","30.0","211.0","781.0","0.12","0.9","0.0","7.09","0.9","6.38","0.0","0.0","0.0","0.0","65.83","106.76","498.58","249.29","432.75","391.82","0.0","","","","","","",""
"2015.0","7.0","31.0","212.0","781.0","0.12","0.9","0.0","6.4","0.9","5.76","0.0","0.0","0.0","0.0","71.59","106.76","498.58","249.29","426.99","391.82","0.0","","","","","","",""
"2015.0","8.0","1.0","213.0","781.0","0.12","0.9","0.0","6.64","0.9","5.98","0.0","0.0","0.0","0.0","77.56","106.76","498.58","249.29","421.02","391.82","0.0","","","","","","",""
"2015.0","8.0","2.0","214.0","781.0","0.12","0.9","0.0","6.46","0.9","5.81","0.0","0.0","0.0","0.0","83.38","106.76","498.58","249.29","415.2","391.82","0.0","","","","","","",""
"2015.0","8.0","3.0","215.0","781.0","0.12","0.9","0.0","6.4","0.9","5.76","0.0","0.0","0.0","0.0","89.14","106.76","498.58","249.29","409.44","391.82","0.0","","","","","","",""
"2015.0","8.0","4.0","216.0","781.0","0.11","0.9","0.0","5.0","0.9","4.5","0.0","0.0","0.0","0.0","93.64","106.76","498.58","249.29","404.94","391.82","0.0","","","","","","",""
"2015.0","8.0","5.0","217.0","781.0","0.11","0.9","0.0","5.5","0.9","4.95","0.0","0.0","0.0","0.0","98.59","106.76","498.58","249.29","399.99","391.82","0.0","","","","","","",""
"2015.0","8.0","6.0","218.0","781.0","0.11","0.9","0.0","3.54","0.9","3.19","0.0","0.0","0.0","0.0","101.77","106.76","498.58","249.29","396.81","391.82","0.0","","","","","","",""
"2015.0","8.0","7.0","219.0","781.0","0.11","0.9","0.0","6.33","0.9","5.7","0.66","0.66","0.0","0.0","0.0","106.76","498.58","249.29","498.58","391.82","106.81","","","","","","",""
"2015.0","8.0","8.0","220.0","781.0","0.11","0.9","0.0","5.63","0.9","5.07","0.0","0.0","0.0","0.0","5.07","106.76","498.58","249.29","493.51","391.82","0.0","","","","","","",""
"2015.0","8.0","9.0","221.0","781.0","0.11","0.9","0.0","6.19","0.9","5.57","0.0","0.0","0.0","0.0","10.64","106.76","498.58","249.29","487.94","391.82","0.0","","","","","","",""
"2015.0","8.0","10.0","222.0","781.0","0.11","0.9","0.0","6.17","0.9","5.55","0.0","0.0","0.0","0.0","16.19","106.76","498.58","249.29","482.39","391.82","0.0","","","","","","",""
"2015.0","8.0","11.0","223.0","781.0","0.11","0.9","0.0","6.14","0.9","5.53","0.0","0.0","0.0","0.0","21.72","106.76","498.58","249.29","476.86","391.82","0.0","","","","","","",""
"2015.0","8.0","12.0","224.0","781.0","0.11","0.9","0.0","6.08","0.9","5.47","0.0","0.0","0.0","0.0","27.19","106.76","498.58","249.29","471.39","391.82","0.0","","","","","","",""
"2015.0","8.0","13.0","225.0","781.0","0.11","0.9","0.0","6.2","0.9","5.58","0.0","0.0","0.0","0.0","32.77","106.76","498.58","249.29","465.81","391.82","0.0","","","","","","",""
"2015.0","8.0","14.0","226.0","781.0","0.11","0.9","0.0","6.13","0.9","5.52","0.0","0.0","0.0","0.0","38.29","106.76","498.58","249.29","460.29","391.82","0.0","","","","","","",""
"2015.0","8.0","15.0","227.0","781.0","0.11","0.9","0.0","6.51","0.9","5.86","0.0","0.0","0.0","0.0","44.15","106.76","498.58","249.29","454.43","391.82","0.0","","","","","","",""
"2015.0","8.0","16.0","228.0","781.0","0.11","0.9","0.0","6.58","0.9","5.92","0.0","0.0","0.0","0.0","50.07","106.76","498.58","249.29","448.51","391.82","0.0","","","","","","",""
"2015.0","8.0","17.0","229.0","781.0","0.11","0.9","0.0","6.77","0.9","6.09","0.0","0.0","0.0","0.0","56.16","106.76","498.58","249.29","442.42","391.82","0.0","","","","","","",""
"2015.0","8.0","18.0","230.0","781.0","0.11","0.9","0.0","6.38","0.9","5.74","0.0","0.0","0.0","0.0","61.9","106.76","498.58","249.29","436.68","391.82","0.0","","","","","","",""
"2015.0","8.0","19.0","231.0","781.0","0.11","0.9","0.0","5.83","0.9","5.25","0.0","0.0","0.0","0.0","67.15","106.76","498.58","249.29","431.43","391.82","0.0","","","","","","",""
"2015.0","8.0","20.0","232.0","781.0","0.11","0.9","0.0","5.33","0.9","4.8","0.0","0.0","0.0","0.0","71.95","106.76","498.58","249.29","426.63","391.82","0.0","","","","","","",""
"2015.0","8.0","21.0","233.0","781.0","0.1","0.9","0.0","5.39","0.9","4.85","0.0","0.0","0.0","0.0","76.8","106.76","498.58","249.29","421.78","391.82","0.0","","","","","","",""
"2015.0","8.0","22.0","234.0","781.0","0.1","0.9","0.0","5.42","0.9","4.88","0.0","0.0","0.0","0.0","81.68","106.76","498.58","249.29","416.9","391.82","0.0","","","","","","",""
"2015.0","8.0","23.0","235.0","781.0","0.1","0.9","0.0","5.61","0.9","5.05","0.0","0.0","0.0","0.0","86.72","106.76","498.58","249.29","411.86","391.82","0.0","","","","","","",""
"2015.0","8.0","24.0","236.0","781.0","0.1","0.9","0.0","5.92","0.9","5.33","0.0","0.0","0.0","0.0","92.05","106.76","498.58","249.29","406.53","391.82","0.0","","","","","","",""
"2015.0","8.0","25.0","237.0","781.0","0.1","0.9","0.0","6.2","0.9","5.58","0.0","0.0","0.0","0.0","97.63","106.76","498.58","249.29","400.95","391.82","0.0","","","","","","",""
"2015.0","8.0","26.0","238.0","781.0","0.1","0.9","0.0","6.37","0.9","5.73","0.0","0.0","0.0","0.0","103.37","106.76","498.58","249.29","395.21","391.82","0.0","","","","","","",""
"2015.0","8.0","27.0","239.0","781.0","0.1","0.9","0.0","6.84","0.9","6.16","0.62","0.62","0.0","0.0","0.0","106.76","498.58","249.29","498.58","391.82","108.9","","","","","","",""
"2015.0","8.0","28.0","240.0","781.0","0.1","0.9","0.0","6.66","0.9","5.99","0.0","0.0","0.0","0.0","5.99","106.76","498.58","249.29","492.59","391.82","0.0","","","","","","",""
"2015.0","8.0","29.0","241.0","781.0","0.1","0.9","0.0","5.33","0.9","4.8","0.0","0.0","0.0","0.0","10.79","106.76","498.58","249.29","487.79","391.82","0.0","","","","","","",""
"2015.0","8.0","30.0","242.0","781.0","0.1","0.9","0.0","5.53","0.9","4.98","0.0","0.0","0.0","0.0","15.77","106.76","498.58","249.29","482.81","391.82","0.0","","","","","","",""
"2015.0","8.0","31.0","243.0","781.0","0.1","0.9","0.0","5.5","0.9","4.95","0.0","0.0","0.0","0.0","20.72","106.76","498.58","249.29","477.86","391.82","0.0","","","","","","",""
"2015.0","9.0","1.0","244.0","781.0","0.1","0.9","0.0","5.34","0.9","4.81","0.0","0.0","0.0","0.0","25.52","106.76","498.58","249.29","473.06","391.82","0.0","","","","","","",""
"2015.0","9.0","2.0","245.0","781.0","0.1","0.9","0.0","5.19","0.9","4.67","0.0","0.0","0.0","0.0","30.2","106.76","498.58","249.29","468.38","391.82","0.0","","","","","","",""
"2015.0","9.0","3.0","246.0","781.0","0.1","0.9","0.0","5.05","0.9","4.55","0.0","0.0","0.0","0.0","34.74","106.76","498.58","249.29","463.84","391.82","0.0","","","","","","",""
"2015.0","9.0","4.0","247.0","781.0","0.1","0.9","0.0","5.08","0.9","4.57","0.0","0.0","0.0","0.0","39.31","106.76","498.58","249.29","459.27","391.82","0.0","","","","","","",""
"2015.0","9.0","5.0","248.0","781.0","0.1","0.9","0.0","5.31","0.9","4.78","0.0","0.0","0.0","0.0","44.09","106.76","498.58","249.29","454.49","391.82","0.0","","","","","","",""
"2015.0","9.0","6.0","249.0","781.0","0.1","0.9","0.0","5.12","0.9","4.61","0.0","0.0","0.0","0.0","48.7","106.76","498.58","249.29","449.88","391.82","0.0","","","","","","",""
"2015.0","9.0","7.0","250.0","781.0","0.1","0.9","0.0","5.37","0.9","4.83","0.0","0.0","0.0","0.0","53.53","106.76","498.58","249.29","445.05","391.82","0.0","","","","","","",""
"2015.0","9.0","8.0","251.0","781.0","0.1","0.9","0.0","5.58","0.9","5.02","0.0","0.0","0.0","0.0","58.55","106.76","498.58","249.29","440.03","391.82","0.0","","","","","","",""
"2015.0","9.0","9.0","252.0","781.0","0.1","0.9","0.0","6.15","0.9","5.54","0.0","0.0","0.0","0.0","64.09","106.76","498.58","249.29","434.49","391.82","0.0","","","","","","",""
"2015.0","9.0","10.0","253.0","781.0","0.1","0.9","0.0","6.46","0.9","5.81","0.0","0.0","0.0","0.0","69.9","106.76","498.58","249.29","428.68","391.82","0.0","","","","","","",""
"2015.0","9.0","11.0","254.0","781.0","0.1","0.9","0.0","5.89","0.9","5.3","0.0","0.0","0.0","0.0","75.2","106.76","498.58","249.29","423.38","391.82","0.0","","","","","","",""
"2015.0","9.0","12.0","255.0","781.0","0.1","0.9","0.0","4.12","0.9","3.71","0.0","0.0","0.0","0.0","78.91","106.76","498.58","249.29","419.67","391.82","0.0","","","","","","",""
"2015.0","9.0","13.0","256.0","781.0","0.1","0.9","0.0","4.88","0.9","4.39","0.0","0.0","0.0","0.0","83.3","106.76","498.58","249.29","415.28","391.82","0.0","","","","","","",""
"2015.0","9.0","14.0","257.0","781.0","0.09","0.9","0.0","3.58","0.9","3.22","0.0","0.0","0.0","0.0","86.53","106.76","498.58","249.29","412.05","391.82","0.0","","","","","","",""
"2015.0","9.0","15.0","258.0","781.0","0.09","0.9","0.0","4.61","0.9","4.15","0.0","0.0","0.0","0.0","90.68","106.76","498.58","249.29","407.9","391.82","0.0","","","","","","",""
"2015.0","9.0","16.0","259.0","781.0","0.09","0.9","0.0","3.88","0.9","3.49","0.0","0.0","0.0","0.0","94.17","106.76","498.58","249.29","404.41","391.82","0.0","","","","","","",""
"2015.0","9.0","17.0","260.0","781.0","0.09","0.9","0.0","3.91","0.9","3.52","0.0","0.0","0.0","0.0","97.69","106.76","498.58","249.29","400.89","391.82","0.0","","","","","","",""
"2015.0","9.0","18.0","261.0","781.0","0.09","0.9","0.0","4.6","0.9","4.14","0.0","0.0","0.0","0.0","101.83","106.76","498.58","249.29","396.75","391.82","0.0","","","","","","",""
"2015.0","9.0","19.0","262.0","781.0","0.09","0.9","0.0","4.65","0.9","4.19","0.0","0.0","0.0","0.0","106.01","106.76","498.58","249.29","392.57","391.82","0.0","","","","","","",""
"2015.0","9.0","20.0","263.0","781.0","0.09","0.9","0.0","4.88","0.9","4.39","0.0","0.0","0.0","0.0","0.0","106.76","498.58","249.29","498.58","391.82","110.4","","","","","","",""
"2015.0","9.0","21.0","264.0","781.0","0.09","0.9","0.0","5.55","0.9","5.0","0.0","0.0","0.0","0.0","5.0","106.76","498.58","249.29","493.58","391.82","0.0","","","","","","",""
"2015.0","9.0","22.0","265.0","781.0","0.09","0.9","0.0","5.04","0.9","4.54","0.0","0.0","0.0","0.0","9.53","106.76","498.58","249.29","489.05","391.82","0.0","","","","","","",""
"2015.0","9.0","23.0","266.0","781.0","0.09","0.9","0.0","4.6","0.9","4.14","0.0","0.0","0.0","0.0","13.67","106.76","498.58","249.29","484.91","391.82","0.0","","","","","","",""
"2015.0","9.0","24.0","267.0","781.0","0.09","0.9","0.0","4.53","0.9","4.08","0.0","0.0","0.0","0.0","17.75","106.76","498.58","249.29","480.83","391.82","0.0","","","","","","",""
"2015.0","9.0","25.0","268.0","781.0","0.09","0.9","0.0","5.35","0.9","4.82","0.0","0.0","0.0","0.0","22.56","106.76","498.58","249.29","476.02","391.82","0.0","","","","","","",""
"2015.0","9.0","26.0","269.0","781.0","0.09","0.9","0.0","5.28","0.9","4.75","0.0","0.0","0.0","0.0","27.32","106.76","498.58","249.29","471.26","391.82","0.0","","","","","","",""
"2015.0","9.0","27.0","270.0","781.0","0.09","0.9","0.0","3.87","0.9","3.48","0.0","0.0","0.0","0.0","30.8","106.76","498.58","249.29","467.78","391.82","0.0","","","","","","",""
"2015.0","9.0","28.0","271.0","781.0","0.09","0.9","0.0","3.92","0.9","3.53","0.0","0.0","0.0","0.0","34.33","106.76","498.58","249.29","464.25","391.82","0.0","","","","","","",""
"2015.0","9.0","29.0","272.0","781.0","0.09","0.9","0.0","3.46","0.9","3.11","0.0","0.0","0.0","0.0","37.44","106.76","498.58","249.29","461.14","391.82","0.0","","","","","","",""
"2015.0","9.0","30.0","273.0","781.0","0.09","0.9","0.0","2.16","0.9","1.94","0.0","0.0","0.0","0.0","39.38","106.76","498.58","249.29","459.2","391.82","0.0","","","","","","",""
